"Ambrosiodmus obliquus","Euwallacea fornicatus","Xyleborus affinis","Xylosandrus morigerus","Xyleborus ferrugineus","Xyleborus germanus","mutillatus","Sampsonius dampfi","Xyleborus glabratus","Xyleborus xylographus","Xyleborus seriatus","Ambrosiodmus tachygraphus","Xyleborus posticus","Ambrosiodmus rubricollis","Xylosandrus crassiusculus","Coptoborus pseudotenuis","Euwallacea validus","Xyleborinus saxeseni","Xyleborus obesus","Xylosandrus compactus"
0.329720964659684,0.665908724103632,0.684615817120626,0.788624918439656,0.678930232301949,0.605971727701282,0.595254006426848,0.725507472181201,0.999147833395764,0.950391032422936,0.498448354549139,0.626306255605286,0.366826570303753,0.754357790251122,0.780665331302901,0.918732907564917,0.836366421306697,0.635425870230142,0.323995042859153,0.674239016189007
0.317802372031586,0.65569237025911,0.678532185208346,0.780678075359266,0.670730358228415,0.596893378823014,0.580673274489342,0.706178733090875,0.9989837278098,0.943365479012707,0.485468860148684,0.606291814493362,0.356148631876758,0.738571222583722,0.774532638719476,0.910901518414096,0.82719150577712,0.624538565647165,0.310554675255279,0.663079395354468
0.306743602319659,0.645894014692981,0.672721218550506,0.772965343121871,0.662876974850064,0.5882443606537,0.566749757656988,0.687183920038826,0.998799543169935,0.935868084870544,0.473209034877277,0.587024433586353,0.346177947568777,0.723048287824274,0.768620631877934,0.902873588338919,0.818142659853529,0.614122662605308,0.298128311989361,0.652353030120514
0.296453502549174,0.636483603531808,0.667158939373875,0.765473036546159,0.655342390131224,0.57998829771522,0.553442075500755,0.66856219357798,0.99859408701262,0.927909874600173,0.46160775556274,0.568494843454481,0.336841939921542,0.70780746736383,0.762912560593586,0.894667133473282,0.809221410103651,0.604143442614632,0.286608276921211,0.642031859872359
0.286853487628653,0.627434288565546,0.66182449263017,0.758188784498438,0.648102226014964,0.5720933001404,0.540712041883727,0.650344644773139,0.998366166094814,0.919504069315574,0.45061088739523,0.55068893973264,0.328078019509599,0.692863208970734,0.757393655785807,0.886299502277046,0.800428718657992,0.594569903622884,0.275901335023196,0.632090479778995
0.277875430424896,0.618721968249397,0.656699615742053,0.751101349492458,0.641134893033803,0.564531241587228,0.528524393205096,0.632555297965285,0.998114587177082,0.910665931441327,0.440170280452496,0.533589000276827,0.319831876983089,0.678226481265148,0.75205081480107,0.877787377334059,0.791765072440948,0.585374231902278,0.265926389533054,0.622505800714052
0.269459965769735,0.610324911135051,0.651768217776743,0.744200479339381,0.634421167507842,0.557277179226046,0.516846537929517,0.615212027447078,0.99783815781361,0.90141259703702,0.43024293948217,0.517174670526683,0.312056121285792,0.663905258017305,0.746872348563245,0.869146776858631,0.783230557385235,0.576531367618117,0.256612599060277,0.613256764833906
0.261555116123399,0.602223444043224,0.647016041777596,0.73747678395436,0.62794384779006,0.550308883082561,0.505648327014197,0.598327388950155,0.997535687151865,0.891762897356692,0.420790332041279,0.501423757411287,0.304709183505167,0.649904941487981,0.741847776260928,0.860393056624245,0.774824920597741,0.568018644242171,0.247897829465042,0.604324105700393
0.25411516952531,0.59439969166761,0.642430391106703,0.730921632144242,0.621687472166286,0.543606450575686,0.494901844286373,0.581909368504418,0.997205986744066,0.881737171674868,0.411777808112497,0.486312865500628,0.297754426831733,0.636228732569996,0.736967657040239,0.851540912798323,0.766547622756118,0.559815486822771,0.2397273741348,0.595690144441339
0.247099757133211,0.586837357460615,0.637999905638494,0.724527064437235,0.615638085379288,0.537151988159432,0.484581215524999,0.565962052481389,0.996847871372121,0.871357073635916,0.403174110270875,0.471817903504096,0.29115941807809,0.622877954353459,0.732223450830966,0.842604385996168,0.758397882509638,0.551903157638614,0.232052890653108,0.587338615351646
0.240473089925564,0.579521537966958,0.633714377192818,0.718285718918923,0.609783043889653,0.530929346351563,0.474662434865621,0.550486223509929,0.996460159887299,0.860645373519942,0.394950957951174,0.457914484493954,0.284895327025366,0.609852334827913,0.727607402345679,0.833596866739606,0.750374714280829,0.544264540349291,0.224831512886976,0.579254515757996
0.234203323277243,0.572438564491575,0.629564596158198,0.712190767708486,0.604110852283669,0.524923897627594,0.465123207114773,0.535479887504344,0.996041676065556,0.849625758872979,0.38708269276988,0.444578239257435,0.278936427782244,0.597150253688305,0.72311244368544,0.824531102410479,0.74247696057947,0.536883955684043,0.218025106031521,0.571423976041135
0.228262024985629,0.565575867282319,0.625542223131251,0.706235862211486,0.598611024939676,0.519122349024265,0.455942804589535,0.520938737329187,0.995591249479125,0.838322635929213,0.379545974471069,0.431785058845935,0.27325968220592,0.584768957586846,0.718732112015694,0.815419205717942,0.734703319722437,0.529747003166205,0.21159963875431,0.563834146527238
0.222623727534575,0.558921858392733,0.621639680787831,0.700415085667241,0.593273968339263,0.513512583068532,0.447101937163436,0.506856558697936,0.995107716384746,0.826760934166891,0.372319519093656,0.419511279598839,0.267844389825734,0.5727047476412,0.714460479546236,0.806272664645964,0.727052369684073,0.522840424482515,0.20552465173197,0.556473098590985
0.21726554937149,0.552465830147454,0.617850062242935,0.694722911801745,0.588090880375658,0.508083521989903,0.438582634284878,0.493225583814934,0.994589920628645,0.814965916196361,0.365383872544374,0.407733821590365,0.262671892032326,0.560953142551422,0.710292093631597,0.797102353809121,0.719522588669613,0.516151984964162,0.19977280591,0.54932973780542
0.212166873049714,0.546197866720953,0.614167052945376,0.689154168624303,0.583053663751036,0.502825011200409,0.430368137828054,0.480036798065508,0.9940367145682,0.802962994988404,0.358721214012406,0.396430289508902,0.257725320832151,0.549509020279792,0.706221925253269,0.787918547117685,0.712112372899822,0.509670370314635,0.194319496999862,0.542393727361445
0.207309070480586,0.540108766801158,0.610584863756698,0.68370400658386,0.578154851125823,0.497727718819054,0.422442804732176,0.467280204774491,0.993446960010022,0.790777560223643,0.352315184655984,0.385579043368195,0.252989384421709,0.538366740899118,0.702245324488538,0.778730931634629,0.704820052011732,0.50338509624451,0.189142525249695,0.535655420288026
0.202675267412992,0.534189975673811,0.607098173329701,0.678367870441389,0.573387540128424,0.492783048635029,0.414792018478591,0.45494505271794,0.992819529163999,0.778434815289807,0.346150737786927,0.375159245115289,0.248450183353983,0.527520252908585,0.698357981837867,0.769548622495661,0.697643902413427,0.497286429089421,0.184221811533553,0.529105799251011
0.19825014073501,0.528433525353422,0.603702078264695,0.673141474326446,0.568745336683885,0.487983064388799,0.407402108544534,0.443020030709857,0.99215330561272,0.765959626182708,0.340214007419807,0.365150886096444,0.244095052257909,0.516963185045819,0.694555894492555,0.760380178757214,0.690582158876579,0.491365315819781,0.17953915241156,0.522736422907824
0.194019743364107,0.522831981619526,0.600392049806301,0.668020779535581,0.56422230539722,0.483320423633888,0.40026027705568,0.431493433212582,0.991447185295512,0.753376383288618,0.334492192571473,0.355534799430911,0.239912423008541,0.506688925384965,0.690835336790214,0.751233620035403,0.683633024606142,0.485613322117981,0.175078008105938,0.516539377957241
0.189971352427649,0.517378397004942,0.597163896068695,0.663001974702672,0.559812925948311,0.478788319747975,0.393354531936455,0.420353300549437,0.9907000775062,0.740708876748639,0.328973455119671,0.346292660591148,0.23589170598916,0.49669068929917,0.687192834237803,0.742116443800176,0.676794679990235,0.480022577415248,0.170823318382069,0.510507236156111
0.186093337186399,0.512066268935605,0.59401372895651,0.658081458030074,0.555512054632922,0.474380430907297,0.386673625927429,0.409587536940176,0.98991090590357,0.727980185837299,0.323646829375856,0.33740697886964,0.232023186680621,0.486961577678808,0.683625140587969,0.733035643192693,0.670065290203144,0.474585725956554,0.166761342171113,0.504633015683962
0.182375043759729,0.506889502346629,0.590937935092241,0.653255821317591,0.551314890327937,0.470090875036472,0.380207000902847,0.399184009240227,0.989078609533377,0.715212582534315,0.318502141812586,0.328861081904109,0.228297935290555,0.477494626631181,0.680129217540049,0.723997725239545,0.663443011809374,0.469295883106504,0.162879517461202,0.498910146326912
0.178806694202998,0.501842376202081,0.587933150176948,0.648521835565894,0.547216944275666,0.465914169906799,0.373944736979075,0.389130628947363,0.988202143860631,0.702427449235185,0.313529939621759,0.32063909501558,0.224707727520896,0.468282849740871,0.676702216706595,0.715008729344361,0.656925998495714,0.464146596228167,0.159166338549412,0.493332438027486
0.175379297888476,0.496919513431053,0.584996236305067,0.643876437963769,0.543214013177536,0.461845197687537,0.367877505956656,0.379415419746562,0.987280481810766,0.689645210337061,0.308721426976034,0.312725916771647,0.221244974885675,0.45931927384033,0.67334146354313,0.706074245945286,0.650512406040752,0.459131809565446,0.155611248211058,0.487894052409984
0.172084573469546,0.492115853863291,0.582124261830877,0.63931672009584,0.539302155165945,0.457879173362641,0.361996528685294,0.370026572596087,0.986312614818213,0.676885277253576,0.304068408029343,0.305107191907172,0.217902663247119,0.450596969125661,0.670044442985478,0.697199435235228,0.644200396616384,0.454245832641742,0.152204542725892,0.482589476943957
0.168914879978151,0.487426629806742,0.579314483447096,0.634839917230195,0.535477668287937,0.454011616514523,0.356293535982947,0.360952490115205,0.985297553880768,0.66416600625749,0.299563235829479,0.297769282505667,0.214674298448233,0.442109074351312,0.666808786577534,0.688389045850654,0.637988142503303,0.449483311756284,0.14893728801798,0.477413501453096
0.165863155828696,0.482847343958869,0.576564330187964,0.630443398564484,0.531737071188157,0.45023832605029,0.350760732777601,0.35218182181557,0.98423433061807,0.651504668423621,0.295198766431045,0.290699238157715,0.211553858093306,0.433848817747981,0.663632260904338,0.679647433443575,0.631873829291727,0.444839204217271,0.145801245429562,0.472361196714767
0.162922864686854,0.478373749385388,0.573871389112154,0.626124658325197,0.528077085723487,0.446555357507505,0.34539076517387,0.343703491522877,0.983121998332403,0.63891743084595,0.290968317594351,0.283884765660429,0.208535748671334,0.425809534229178,0.660512757171922,0.670978579060241,0.625855658629457,0.440308754999581,0.142788805869021,0.467427894927732
0.160087947316017,0.474001831335344,0.571233392456567,0.621881307628524,0.524494621279365,0.442959002627978,0.340176690176467,0.33550671816149,0.981959633069944,0.626419348230879,0.286865631538337,0.277314198698117,0.205614767336641,0.417984679382275,0.657448281797733,0.662386107258736,0.619931850571525,0.435887475556088,0.139892931256972,0.46260917185322
0.157352778643119,0.469727790691476,0.568648206081987,0.617711067022806,0.520986760589429,0.439445770931403,0.335111947829424,0.327581030920571,0.980746334680519,0.614024363921568,0.282884841285657,0.270976467843755,0.20278606776069,0.410367840678631,0.65443694789418,0.653873303905971,0.614100645578899,0.431571124546647,0.137107102348888,0.4579008304582
0.154712129393771,0.465548028880364,0.566113819056614,0.613611759642564,0.517550746886877,0.436012373057138,0.330190335553874,0.319916279684175,0.979481227873827,0.601745319383772,0.279020440197844,0.264861071139472,0.200045129552556,0.402952746283335,0.651476967543685,0.645443133602587,0.608360306207905,0.427355690278724,0.134425272142705,0.453298885910117
0.15216113173778,0.461459134088731,0.56362833424462,0.60958130491256,0.514183972238545,0.432655705673329,0.32540598448863,0.312502641488056,0.978163463270053,0.589593971179204,0.2752672543496,0.258958045448588,0.197387730815838,0.395733271797638,0.648566644777028,0.637098256691779,0.602709118526958,0.423237374679275,0.13184182418966,0.448799551789963
0.149695248463097,0.457457868651057,0.561189959784721,0.605617712747712,0.510883966932029,0.429372837778827,0.320753337656979,0.305330623660921,0.976792218442692,0.577581014465392,0.27162041743511,0.253257938718854,0.194809923469094,0.388703445225307,0.645704369178199,0.628841045815113,0.597145393292815,0.419212578639438,0.129351535219681,0.444399227405833
0.147310245261431,0.453541157489798,0.558797001358923,0.601719078200976,0.507648389802567,0.426160998245735,0.316227129800237,0.298391064216018,0.9753666989514,0.565716112088634,0.268075347937022,0.247751783254239,0.192308011007154,0.381857450417405,0.642888610048686,0.62067360198497,0.591667466914739,0.415277888592602,0.126949541571717,0.440094486102369
0.145002165764244,0.449706077503494,0.556447855164492,0.5978835765168,0.504475019400555,0.423017564469577,0.311822368733985,0.291675129978799,0.973886139362585,0.554007928376184,0.264627728321273,0.242431070058848,0.189878528423347,0.375189629217678,0.640117911072471,0.612597770149281,0.586273702231657,0.411430064202768,0.124631308986741,0.435882064473063
0.142767309015082,0.445949847810129,0.554141001513223,0.594109458552478,0.50136174591261,0.419940052010477,0.307534318096686,0.285174312866614,0.972349804255451,0.542464166782799,0.261273486049118,0.237287724289787,0.187518224049114,0.368694482502407,0.637390885430182,0.604615154229769,0.580962489124447,0.407666027054327,0.122392605378711,0.431758852392497
0.140602209104608,0.442269820763611,0.551874998991533,0.590395046533917,0.498306563759588,0.416926105122911,0.303358481372687,0.278880424675781,0.970756989211158,0.531091610602707,0.258008776222111,0.232314081834797,0.185224043098589,0.362366670283626,0.634706211316989,0.596727131619942,0.575732244982975,0.403982850246725,0.120229476248074,0.427721883794438
0.138503616729346,0.438663473670399,0.549648479123026,0.586738730115883,0.495307564803926,0.413973488083778,0.299290587082736,0.272785590678776,0.969107021782725,0.519896166018902,0.254829965697032,0.227502867014039,0.182993112732424,0.356201011022789,0.632062627824201,0.588934867133606,0.570581415045248,0.40037774880825,0.118138222444696,0.423768328129485
0.136468482464908,0.435128401141296,0.547460141482175,0.583138962720021,0.49236293210654,0.411080077239094,0.295326575045044,0.266882242288802,0.967399262443305,0.508882906825342,0.251733618526219,0.222847171392798,0.180822728478105,0.350192480282809,0.629458931149107,0.58123932639878,0.565508472624078,0.396848070852537,0.116115380023571,0.419895482442807
0.134493941570168,0.431662308020414,0.545308749213813,0.57959425812666,0.489470934180272,0.408243853698802,0.291462583618905,0.261163109009657,0.965633105510443,0.498056120222622,0.248716482594939,0.218340433682307,0.178710341863751,0.34433620882955,0.62689397110164,0.573641288695496,0.560511919234933,0.393391289409674,0.114157701968042,0.416100764018547
0.132577300160959,0.428263002839467,0.543193124918399,0.576103187298915,0.48662991969281,0.405462896617143,0.287694937850898,0.255621209854903,0.963807980043905,0.487419353152415,0.24577547734152,0.213976420698736,0.17665354913955,0.338627480279184,0.624366647879948,0.566141359239171,0.555590284637099,0.390004994870955,0.112262141582499,0.41238170354281
0.130716022611112,0.424928391750954,0.541112146867551,0.572664375419724,0.483838312577173,0.402735377003004,0.284020138450956,0.250249844391102,0.961923350714717,0.476975458699421,0.242907682458413,0.209749209345276,0.174650080975746,0.33306172837488,0.621875909089986,0.558739980914058,0.55074212679895,0.386686887992732,0.110425837380042,0.408735938741871
0.128907720055291,0.421656472898531,0.539064745518345,0.56927649912436,0.481094607512368,0.400059552010735,0.280434851532105,0.245042583534791,0.959978718643018,0.466726642150609,0.240110327483183,0.205653169578687,0.172697793039029,0.327634533965035,0.619420746986955,0.551437445463729,0.545966031796912,0.383434773410395,0.108646099311089,0.405161208456469
0.127150139882576,0.418445331187121,0.53704990029832,0.565938283912686,0.478397365740826,0.39743375966727,0.276935899053559,0.239993260211262,0.957973622202402,0.456674506359668,0.237380782198057,0.201682948319367,0.170794657360312,0.322341621745374,0.617000195918716,0.544233904147597,0.541260613656644,0.380246553618466,0.106920396196678,0.40165534711675
0.125441156122371,0.415293133418983,0.535066636636208,0.562648501726885,0.475745211192679,0.39485641399605,0.273520249912175,0.235095959964763,0.955907637788422,0.446820096119021,0.234716547765109,0.19783345426273,0.168938754416745,0.317178856818594,0.61461332995344,0.537129377874331,0.536624514144037,0.377120223377185,0.105246344245807,0.398216279585784
0.123778760635276,0.412198123765312,0.533114023216031,0.559405968681749,0.473136826890047,0.392326000502389,0.270185011632068,0.230345011593909,0.953780380548984,0.43716394129237,0.232115248531605,0.194099843549151,0.167128265859283,0.31214224111771,0.612259260675498,0.530123766824446,0.532056402512775,0.374053864509846,0.103621696549665,0.394842016342557
0.122161055031187,0.409158619545844,0.531191169434582,0.556209542935808,0.47057095160722,0.389841071988539,0.266927422606535,0.225734977872581,0.951591505074424,0.427706098507112,0.229574624446706,0.190477506249846,0.165361467824686,0.307227909732621,0.609937135135269,0.523216859575621,0.52755497521447,0.37104564105861,0.10204433345755,0.391530648977962
0.120586243245391,0.406173007291578,0.529297223044372,0.553058122692643,0.468046376765014,0.387400244669948,0.263744844850348,0.221260646405117,0.949340706045102,0.418446191248159,0.227092524036538,0.186962053626653,0.163636724777373,0.302432127173718,0.607646133939937,0.516408341745289,0.523118955576742,0.36809379476958,0.100512253749665,0.38828034597976
0.119052624710856,0.403239739068036,0.527431367965934,0.549950644322668,0.465561943539732,0.385002194567016,0.26063475722405,0.216917020654788,0.947027718834416,0.409383448232591,0.224666897889895,0.183549306124557,0.16195248383235,0.297751283601284,0.605385469473618,0.509697804165791,0.518747093453975,0.365196640880697,0.09902356653115,0.385089348784554
0.117558588071489,0.400357329038596,0.525592822255009,0.546886080596543,0.463116540169046,0.382645654149214,0.257594749095121,0.212699311176264,0.94465232006525,0.400516739978348,0.222295792611475,0.180235282057057,0.160307269515531,0.293181891045092,0.603154384236275,0.503084750608027,0.514438164855014,0.362352564188439,0.0975764837797952,0.381955968076793
0.116102605386879,0.397524350249264,0.523780836211555,0.543863439022128,0.460709099438803,0.380329409210657,0.254622514403782,0.208602927075774,0.942214328117904,0.391844613509922,0.219977345203651,0.177016186945806,0.15869967892229,0.288720579634797,0.600952149291899,0.496568605069895,0.510190971551566,0.359560015371523,0.0961693134869741,0.378878580316543
0.114683226784208,0.394739431617949,0.52199469061881,0.540881760277592,0.45833859633628,0.378052295958211,0.251715846103902,0.204623467716715,0.939713603587706,0.383365325169992,0.217709777841539,0.173888403477491,0.157128377239067,0.284364093858396,0.598778062817304,0.490148718646137,0.506004340670653,0.356817507551763,0.0948004533376327,0.375855624479291
0.113299075517486,0.392001255112796,0.520233695101743,0.537940116733909,0.456004045856732,0.375813198295025,0.248872630951847,0.200756714683506,0.937150049690569,0.375076871528331,0.215491393009343,0.170848482042522,0.155592093596353,0.280109288863155,0.596631448743684,0.483824375996292,0.501877124274104,0.354123613074022,0.0934683848807299,0.372885598992517
0.111948843398305,0.389308553105488,0.518497186595277,0.535037611060542,0.453704500951301,0.373611045283932,0.246090844618371,0.196998624012331,0.934523612614884,0.366977018398424,0.213320568968999,0.167893131821696,0.154089617224573,0.275953126810923,0.594511655483812,0.477594801427514,0.497808198927727,0.351476960488757,0.0921716681464545,0.36996705885499
0.110631286565851,0.386660105886633,0.516784527913512,0.532173374908605,0.451439050605429,0.371444808776634,0.24336854710058,0.193345318693904,0.931834281818275,0.359063327988303,0.211195755534711,0.165019212388714,0.152619793887122,0.271892673297549,0.592418054738375,0.471459164608914,0.493796465262509,0.348876231722119,0.0909089366709186,0.367098612925922
0.109345221567092,0.384054739331458,0.515095106412052,0.529346567666288,0.449206818037865,0.36931350119581,0.240703878412881,0.189793081450549,0.929082090267834,0.351333184225408,0.209115470129413,0.162223725798026,0.151181522567324,0.267925093844297,0.590350040375533,0.465416585933916,0.489840847529938,0.346320159419825,0.0896788928929174,0.364278921372167
0.108089521720868,0.38149132270503,0.513428332736185,0.526556375281706,0.447006959011258,0.367216173458487,0.238095054537483,0.186338347787496,0.926267114622623,0.343783816306118,0.207078294101295,0.159503809129107,0.149773752388289,0.264047650467493,0.588307027378288,0.459466141546884,0.485940293153262,0.343807524452228,0.0884803038908087,0.361506693262584
0.10686311374214,0.3789687665971,0.511783639648377,0.523802009148751,0.444838660246089,0.365151913029999,0.235540363616509,0.182977699316351,0.923389475357357,0.336412320529195,0.205082869280467,0.156856727459887,0.148395479746625,0.260257698331278,0.586288450854741,0.45360686804997,0.482093772276345,0.341337153569007,0.0873119974306533,0.358780684299553
0.105664974604887,0.376486020977498,0.510160480929077,0.521082705051848,0.442701137930398,0.363119842098812,0.233038162369205,0.179707857347142,0.920449336826318,0.329215680479021,0.203127894757572,0.154279867243526,0.147045745642733,0.256552682487115,0.584293765106699,0.447837766905765,0.478300277311529,0.338907917192912,0.086172858299513,0.356099694678433
0.104494128624157,0.37404207336373,0.508558330345377,0.51839772216582,0.440593636318423,0.361119115863327,0.230586872718976,0.17652567674407,0.91744690726673,0.322190785629439,0.201212123867734,0.151770730064263,0.145723633191998,0.252930134702692,0.582322442752507,0.442157808550973,0.474558822487787,0.33651872734282,0.0850618249002696,0.353462567066436
0.103349644739592,0.371635947093101,0.506976680682542,0.515746342107398,0.438515426411812,0.359148920922511,0.228184978616162,0.173428140039095,0.914382438740944,0.315334448442398,0.199334361364621,0.149326926749434,0.144428265302621,0.249387670381972,0.580373973900294,0.436565936235832,0.470868443400271,0.334168535677161,0.0839778860865339,0.350868184693077
0.102230633984338,0.369266699692298,0.505415042833829,0.513127868035115,0.436465804717618,0.357208473762917,0.225831023043499,0.170412351796738,0.911256227016988,0.308643420037749,0.197493460770699,0.146946171816161,0.143158802507096,0.245922985577401,0.57844786536816,0.431061069603633,0.467228196562222,0.331856331649485,0.0829200782181898,0.348315469544926
0.101136247124724,0.366933421337915,0.503872944944422,0.510541623794604,0.434444092077749,0.355297019335245,0.223523605192238,0.167475533222873,0.908068611387155,0.302114404511549,0.195688321890923,0.144626278232441,0.141914440935521,0.242533854094634,0.576543639948083,0.425642108024115,0.463637158960106,0.329581140768584,0.0818874824199004,0.345803380657966
0.100065672457395,0.364635233401909,0.502349931605648,0.507986953106525,0.432449632564956,0.353413829714165,0.221261377797722,0.164615017009877,0.904819974424504,0.295744071980288,0.193917888478138,0.142365152473657,0.140694410419932,0.239218124689626,0.574660835710607,0.420307933694105,0.460094427612705,0.327342022956188,0.0808792220264901,0.343330912501312
0.0990181337517444,0.362371287076431,0.500845563095955,0.505463218794536,0.430481792440878,0.351558202835643,0.219043044624115,0.161828242410204,0.901510741677307,0.289529070427798,0.192181146039436,0.140160789856622,0.139497972719805,0.235973718357459,0.572799005347582,0.415057414518213,0.456599119134812,0.325138070995755,0.0798944602005612,0.340897093446562
0.0979928883265819,0.360140762072909,0.499359414665404,0.502969802050928,0.428539959171957,0.349729461306455,0.216867358088667,0.159112750530289,0.898141381301636,0.28346603643025,0.19047711977358,0.138011270134434,0.138324419859717,0.232798625711908,0.570957715550465,0.409889406781898,0.453150369306074,0.322968409066438,0.0789323977089894,0.338500984317413
0.0969892252508953,0.357942865390624,0.497891075860721,0.500506101737688,0.426623540499415,0.347926951280991,0.214733117016639,0.156466179836565,0.894712403632476,0.277551604832778,0.188804872630387,0.135914753336401,0.137173072570906,0.229690904454458,0.569136546421845,0.404802757628736,0.449747332645462,0.320832191356663,0.0779922708461165,0.336141677014593
