"Ambrosiodmus tachygraphus","Xylosandrus crassiusculus","Xylosandrus compactus","Xyleborus xylographus"
0.283059645544326,0.994156661693603,0.548519324715381,0.514883104774802
0.279368549544452,0.994004365777946,0.546209799578128,0.507121465835566
0.275756693412148,0.993850277815888,0.54392974700154,0.499462049478557
0.272221796265919,0.993694402583067,0.541678493905636,0.49190567883537
0.26876165653619,0.993536744823504,0.539455389930837,0.484453004045392
0.265374148885759,0.993377309250834,0.537259806413218,0.47710451206949
0.26205722125154,0.993216100549474,0.535091135417767,0.469860536256341
0.258808892003813,0.99305312337575,0.532948788825716,0.462721265641914
0.255627247219084,0.992888382358965,0.530832197472289,0.455686753966189
0.252510438062703,0.992721882102436,0.528740810331538,0.448756928394433
0.249456678277343,0.992553627184471,0.526674093745142,0.441931597933343
0.246464241773495,0.992383622159321,0.524631530692349,0.435210461535039
0.243531460318189,0.992211871558084,0.522612620098397,0.428593115884341
0.240656721318184,0.992038379889572,0.520616876178983,0.42207906286694
0.23783846569399,0.991863151641151,0.518643827818521,0.415667716717992
0.235075185841123,0.991686191279536,0.516693017980088,0.409358410852412
0.232365423675132,0.991507503251562,0.514764003145126,0.403150404379634
0.22970776875699,0.991327091984926,0.512856352781082,0.397042888306931
0.227100856495592,0.991144961888893,0.510969648835321,0.391034991436512
0.224543366424163,0.990961117354982,0.509103485253743,0.385125785962587
0.222034020547518,0.990775562757619,0.507257467522672,0.379314292775426
0.219571581757201,0.99058830245477,0.505431212232636,0.373599486480079
0.217154852311661,0.990399340788549,0.503624346662809,0.367980300138022
0.214782672378704,0.990208682085802,0.501836508384918,0.362455629740402
0.212453918637578,0.990016330658668,0.500067344885529,0.357024338421901
0.210167502938157,0.989822290805123,0.498316513205683,0.351685260424484
0.207922371014775,0.989626566809499,0.496583679596928,0.346437204820465
0.205717501252378,0.989429162942989,0.494868519192841,0.341278959004404
0.203551903502737,0.98923008346413,0.493170715695215,0.336209291963379
0.201424617948579,0.989029332619268,0.491489961074114,0.331226957335155
0.199334714013577,0.988826914643011,0.489825955281059,0.326330696263687
0.197281289316208,0.988622833758659,0.488178405974666,0.321519240061269
0.195263468665614,0.988417094178622,0.48654702825807,0.316791312686496
0.193280403097636,0.988209700104827,0.484931544427539,0.312145633047021
0.191331268949301,0.988000655729101,0.483331683731703,0.307580917135866
0.189415266970116,0.987789965233549,0.481747182140851,0.303095880009813
0.187531621468567,0.987577632790916,0.4801777821258,0.298689237618185
0.18567957949233,0.987363662564935,0.47862323244586,0.294359708490013
0.183858410040741,0.987148058710664,0.477083287945435,0.290106015287362
0.182067403308142,0.986930825374809,0.475557709358843,0.285926886232276
0.180305869956794,0.986711966696041,0.474046263122967,0.281821056414548
0.178573140418076,0.986491486805297,0.472548721197335,0.277787268987208
0.176868564220791,0.986269389826072,0.471064860891302,0.273824276256368
0.17519150934541,0.986045679874702,0.469594464697979,0.269930840671745
0.173541361603157,0.985820361060635,0.468137320134601,0.266105735723936
0.171917524038893,0.985593437486696,0.466693219589034,0.262347746754214
0.17031941635679,0.985364913249338,0.465261960172129,0.258655671682371
0.168746474367838,0.985134792438892,0.463843343575672,0.255028321657838
0.167198149458265,0.984903079139799,0.462437175935661,0.251464521639073
0.165673908078005,0.984669777430841,0.461043267700672,0.247963110905954
0.164173231248371,0.984434891385361,0.459661433505097,0.244522943509671
0.162695614088138,0.984198425071477,0.458291492047026,0.241142888664364
0.16124056535727,0.983960382552289,0.456933265970573,0.23782183108453
0.159807607017569,0.983720767886074,0.455586581752452,0.234558671272031
0.158396273809542,0.983479585126482,0.454251269592626,0.231352325756263
0.157006112844821,0.98323683832272,0.452927163308834,0.228201727290918
0.155636683213515,0.982992531519731,0.451614100234855,0.225105825010515
0.154287555605859,0.982746668758365,0.450311921122335,0.222063584549725
0.152958311947602,0.98249925407555,0.449020470046024,0.219073988128328
0.151648545048572,0.982250291504449,0.447739594312303,0.216136034604474
0.15035785826388,0.981999785074619,0.446469144370836,0.213248739498754
0.149085865167262,0.981747738812156,0.445208973729234,0.210411134991435
0.147832189236074,0.981494156739846,0.443958938870615,0.207622269895081
0.146596463547472,0.981239042877302,0.442718899173921,0.204881209604616
0.14537833048533,0.980982401241096,0.4414887168369,0.202187036026781
0.144177441457478,0.980724235844893,0.440268256801639,0.199538847490807
0.142993456622852,0.980464550699575,0.439057386682547,0.196935758641983
0.14182604462816,0.980203349813364,0.43785597669669,0.194376900319739
0.140674882353693,0.979940637191931,0.43666389959639,0.19186141942169
0.139539654667941,0.97967641683852,0.435481030603997,0.189388478755065
0.138420054190642,0.979410692754046,0.434307247348748,0.18695725687677
0.137315781063963,0.979143468937206,0.433142429805637,0.18456694792333
0.136226542731495,0.978874749384576,0.431986460236221,0.182216761431789
0.13515205372475,0.978604538090707,0.430839223131275,0.179905922152637
0.134092035456885,0.978332839048223,0.429700605155253,0.177633669855714
0.133046216023376,0.978059656247905,0.428570495092454,0.175399259129998
0.132014330009375,0.97778499367878,0.427448783794858,0.173201959178105
0.1309961183035,0.977508855328205,0.426335364131555,0.171041053606269
0.129991327917812,0.977231245181942,0.425230130939714,0.16891584021052
0.128999711813759,0.976952167224241,0.424132980977034,0.166825630759721
0.128021028733847,0.976671625437908,0.423043812875622,0.164769750776061
0.127055043038835,0.976389623804378,0.421962527097253,0.162747539313583
0.126101524550257,0.976106166303782,0.420889025889955,0.160758348735251
0.12516024839805,0.975821256915014,0.419823213245872,0.158801544489034
0.124230994873135,0.975534899615787,0.418764994860373,0.156876504883446
0.123313549284736,0.975247098382702,0.417714278092342,0.154982620862945
0.122407701822284,0.974957857191296,0.416670971925621,0.153119295783549
0.121513247421742,0.974667180016102,0.415634986931573,0.151285945189011
0.120629985636172,0.974375070830699,0.414606235232704,0.14948199658786
0.119757720510414,0.974081533607761,0.413584630467331,0.147706889231575
0.118896260459713,0.973786572319105,0.412570087755244,0.145960073894159
0.118045418152161,0.97349019093574,0.411562523664339,0.144241012653324
0.117205010394818,0.973192393427902,0.410561856178179,0.142549178673511
0.116374858023378,0.972893183765101,0.409568004664468,0.140884055990917
0.115554785795255,0.97259256591616,0.408580889844384,0.139245139300703
0.114744622285977,0.972290543849246,0.407600433762768,0.137631933746519
0.113944199788759,0.971987121531912,0.406626559759119,0.136043954712498
0.113153354217158,0.971682302931125,0.405659192439385,0.134480727617815
0.112371925010689,0.971376092013301,0.404698257648517,0.132941787713925
0.111599755043313,0.97106849274433,0.403743682443756,0.13142667988456
0.110836690534685,0.970759509089606,0.402795395068638,0.129934958448575
0.110082580964084,0.970449145014052,0.401853324927698,0.12846618696569
0.109337278986914,0.970137404482148,0.400917402561832,0.127019938045201
0.108600640353704,0.969824291457947,0.399987559624314,0.125595793157691
0.107872523831508,0.969509809905099,0.399063728857444,0.124193342449782
0.107152791127649,0.969193963786875,0.398145844069799,0.122812184561967
0.106441306815687,0.968876757066175,0.397233840114077,0.121451926449517
0.105737938263586,0.968558193705556,0.396327652865511,0.12011218320651
0.105042555563962,0.968238277667236,0.395427219200838,0.118792577892957
0.104355031466376,0.967917012913118,0.394532476977803,0.117492741365055
0.103675241311576,0.967594403404793,0.393643365015186,0.116212312108542
0.103003062967658,0.967270453103558,0.392759823073332,0.114950936075158
0.102338376768042,0.966945165970423,0.391881791835167,0.113708266522194
0.101681065451241,0.96661854596612,0.391009212887698,0.11248396385512
0.10103101410234,0.966290597051108,0.390142028703961,0.111277695473257
0.100388110096142,0.965961323185583,0.389280182625429,0.110089135618486
0.0997522430419191,0.96563072832948,0.388423618844839,0.108917965226957
0.099123304729725,0.96529881644248,0.387572282389454,0.107763871783775
0.0985011890782119,0.964965591484007,0.386726119104725,0.106626549180624
0.0978857920839073,0.964631057413237,0.385885075638349,0.10550569757631
0.0972770117719041,0.964295218189092,0.385049099424719,0.104401023260167
0.0966747481479175,0.963958077770244,0.384218138669738,0.103312238518314
0.0960789031516669,0.963619640115111,0.383392142336006,0.102239061502696
0.0954893806115405,0.963279909181857,0.382571060128354,0.101181216102901
0.0949060862005028,0.962938888928387,0.38175484247972,0.100138431820686
0.0943289273932057,0.962596583312342,0.380943440537363,0.0991104436471835
0.0937578134242663,0.962252996291096,0.380136806149396,0.0980969919427476
0.0931926552476739,0.96190813182175,0.379334891851634,0.0970978223193876
0.0926333654972939,0.961561993861122,0.378537650854755,0.0961126855257576
0.0920798584484317,0.961214586365743,0.377745037031742,0.0951413373346466
0.0915320499804268,0.960865913291847,0.376957004905636,0.0941835384329362
0.0909898575402438,0.960515978595362,0.37617350963755,0.0932390543139729
0.0904532001070309,0.960164786231899,0.375394507014967,0.092307655172317
0.0899219981576164,0.959812340156742,0.374619953440305,0.0913891158008209
0.0893961736329147,0.959458644324836,0.373849805919735,0.0904832154899931
0.088875649905215,0.959103702690778,0.373084022052252,0.0895897379296058
0.088360351746325,0.958747519208797,0.372322560018996,0.0887084711124992
0.0878502052965453,0.958390097832748,0.371565378572805,0.087839207240543
0.0873451380344496,0.958031442516093,0.370812437028003,0.0869817426327075
0.0868450787474461,0.957671557211889,0.370063695250415,0.0861358776352068
0.0863499575030977,0.957310445872768,0.369319113647601,0.0853014165336672
0.0858597056211786,0.956948112450928,0.3685786531593,0.08447816746728
0.0853742556464448,0.956584560898108,0.367842275248093,0.0836659423448995
0.0848935413221,0.956219795165579,0.367109941890255,0.0828645567630431
0.084417497563933,0.955853819204119,0.366381615566818,0.082073829925753
0.0839460604351107,0.955486636963999,0.365657259254817,0.0812935845662797
0.0834791671216063,0.955118252394962,0.364936836418731,0.080523646870551
0.0830167559082427,0.954748669446206,0.364220311002103,0.0797638464023816
0.0825587661553376,0.954377892066359,0.363507647419336,0.079014016030392
0.0821051382759278,0.954005924203465,0.362798810547669,0.0782739918565928
0.0816558137135616,0.953632769804959,0.362093765719319,0.077543613146603
0.0812107349206392,0.953258432817646,0.361392478713786,0.0768227222614627
0.0807698453372866,0.95288291718768,0.360694915750322,0.0761111645910037
0.0803330893707496,0.95250622686054,0.360001043480559,0.0754087884887471
0.0799004123752912,0.952128365781012,0.359310828981282,0.0747154452082894
0.0794717606325791,0.95174933789316,0.35862423974736,0.074030988841144
0.0790470813325502,0.951369147140305,0.357941243684818,0.0733552762560076
0.0786263225547384,0.950987797465002,0.357261809104052,0.0726881670394154
0.0782094332500513,0.950605292809014,0.356585904713181,0.0720295234377559
0.0777963632229872,0.950221637113289,0.355913499611539,0.0713792103006127
0.0773870631142764,0.949836834317933,0.35524456328329,0.0707370950254022
0.0769814843839372,0.949450888362185,0.354579065591183,0.0701030475032795
0.0765795792947348,0.949063803184395,0.353916976770422,0.0694769400662796
0.0761813008960328,0.948675582721992,0.353258267422667,0.0688586474356696
0.0757866030080247,0.94828623091146,0.352602908510147,0.0682480466714783
0.0753954402063378,0.947895751688313,0.351950871349898,0.0676450171231812
0.0750077678069977,0.947504148987068,0.351302127608105,0.0670494403815086
0.0746235418517436,0.947111426741214,0.350656649294566,0.0664612002313555
0.0742427190936864,0.946717588883187,0.35001440875726,0.0658801826057637
0.0738652569832992,0.946322639344343,0.349375378677016,0.0653062755409518
0.0734911136547318,0.945926582054929,0.348739532062294,0.0647393691323702
0.0731202479124404,0.945529420944053,0.348106842244066,0.0641793554917535
0.0727526192181255,0.945131159939659,0.347477282870788,0.0636261287051505
0.0723881876779673,0.944731802968494,0.34685082790348,0.0630795847919068
0.0720269140301527,0.944331353956082,0.346227451610893,0.0625396216645755
0.0716687596326871,0.943929816826692,0.345607128564769,0.062006139089739
0.0713136864514805,0.943527195503311,0.344989833635193,0.0614790386497154
0.0709616570487041,0.943123493907615,0.344375541986036,0.0609582237051317
0.0706126345714081,0.942718715959934,0.343764229070475,0.0604435993583409
0.070266582740395,0.942312865579226,0.343155870626608,0.0599350724176655
0.0699234658393418,0.941905946683048,0.342550442673142,0.0594325513624454
0.0695832487041649,0.941497963187519,0.341947921505169,0.0589359463088735
0.0692458967126201,0.941088919007298,0.341348283690017,0.0584451689765965
0.0689113757741336,0.940678818055546,0.340751506063177,0.0579601326560678
0.0685796523198572,0.940267664243898,0.340157565724306,0.0574807521766302
0.0682506932929423,0.939855461482431,0.339566440033308,0.0570069438753145
0.0679244661390267,0.939442213679634,0.338978106606478,0.0565386255663335
0.0676009387969289,0.939027924742376,0.338392543312724,0.0560757165112578
0.0672800796895462,0.938612598575872,0.337809728269859,0.0556181373898569
0.066961857714949,0.938196239083655,0.337229639840949,0.055165810271587
0.0666462422376686,0.937778850167541,0.33665225663074,0.0547186585877147
0.0663332030801718,0.9373604357276,0.336077557482145,0.0542766071040571
0.0660227105145209,0.936940999662121,0.335505521472788,0.0538395818943272
0.065714735254209,0.936520545867582,0.33493612791162,0.0534075103140671
0.065409248446173,0.936099078238614,0.334369356335588,0.0529803209751582
0.0651062216629743,0.935676600667976,0.333805186506365,0.0525579437208929
0.0648056268951465,0.935253117046514,0.333243598407143,0.0521403096015941
0.0645074365437045,0.934828631263134,0.332684572239469,0.0517273508507713
0.0642116234128117,0.934403147204767,0.332128088420157,0.0513190008617992
0.063918160702601,0.933976668756337,0.331574127578232,0.0509151941651071
0.063627022002147,0.933549199800727,0.331022670551946,0.0505158664058671
0.0633381812825836,0.933120744218749,0.330473698385834,0.0501209543221685
0.0630516128903663,0.932691305889109,0.329927192327828,0.0497303957236686
0.0627672915406731,0.932260888688372,0.329383133826415,0.0493441294707069
0.0624851923109431,0.931829496490934,0.328841504527848,0.0489620954538735
0.0622052906345469,0.931397133168983,0.328302286273407,0.0485842345740187
0.0619275622945887,0.930963802592472,0.327765461096698,0.0482104887226974
0.0616519834178339,0.93052950862908,0.327231011221009,0.047840800763033
0.0613785304687624,0.930094255144184,0.326698919056704,0.0474751145109957
0.0611071802437416,0.929658046000821,0.326169167198662,0.0471133747170825
0.0608379098653179,0.929220885059659,0.325641738423761,0.0467555270483908
0.0605706967766251,0.92878277617896,0.325116615688404,0.0464015180710762
0.0603055187359037,0.928343723214548,0.324593782126087,0.0460512952331854
0.0600423538111321,0.927903730019778,0.324073221045003,0.0457048068478559
0.0597811803747647,0.9274628004455,0.323554915925694,0.0453620020768734
0.0595219770985749,0.927020938340025,0.323038850418735,0.045022830914579
0.059264722948602,0.926578147549094,0.322525008342459,0.0446872441721175
0.0590093971801975,0.926134431915844,0.322013373680724,0.0443551934620211
0.0587559793331705,0.925689795280774,0.321503930580704,0.0440266311831165
0.0585044492270276,0.92524424148171,0.320996663350733,0.0437015105057532
0.0582547869563088,0.924797774353777,0.32049155645817,0.0433797853573405
0.0580069728860123,0.92435039772936,0.319988594527309,0.0430614104081908
0.0577609876471115,0.923902115438072,0.319487762337314,0.042746341057658
0.0575168121321575,0.923452931306725,0.318989044820197,0.042434533420567
0.0572744274909684,0.923002849159289,0.318492427058819,0.0421259443139271
0.0570338151264019,0.922551872816868,0.31799789428493,0.0418205312439218
0.0567949566902096,0.922100006097658,0.31750543187724,0.0415182523931697
0.0565578340789715,0.92164725281692,0.317015025359516,0.0412190666082501
0.0563224294301085,0.921193616786943,0.316526660398713,0.0409229333874866
0.0560887251179719,0.920739101817014,0.316040322803136,0.0406298128689849
0.0558567037500064,0.920283711713382,0.315555998520628,0.0403396658189153
0.0556263481629885,0.919827450279229,0.315073673636789,0.0400524536200388
0.055397641419334,0.919370321314631,0.31459333437322,0.0397681382604675
0.0551705668034774,0.918912328616531,0.314114967085798,0.0394866823226573
0.0549451078183186,0.918453475978703,0.313638558262975,0.0392080489726238
0.054721248181737,0.917993767191721,0.313164094524109,0.0389322019493805
0.0544989718231715,0.917533206042922,0.312691562617811,0.0386591055545915
0.0542782628802637,0.917071796316381,0.312220949420331,0.0383887246424352
0.0540591056955648,0.916609541792869,0.311752241933953,0.0381210246096731
0.0538414848133036,0.916146446249829,0.311285427285431,0.0378559713859207
0.0536253849762137,0.915682513461338,0.310820492724439,0.0375935314241149
0.0534107911224212,0.915217747198076,0.310357425622044,0.0373336716911734
0.0531976883823882,0.914752151227295,0.309896213469211,0.0370763596588429
0.0529860620759139,0.914285729312786,0.30943684387532,0.0368215632947309
0.0527758977091901,0.913818485214845,0.308979304566715,0.0365692510535169
0.0525671809719109,0.913350422690243,0.308523583385268,0.0363193918683404
0.0523598977344352,0.912881545492194,0.30806966828697,0.0360719551423605
0.0521540340450008,0.91241185737032,0.307617547340538,0.0358269107404833
0.0519495761269897,0.911941362070626,0.307167208726047,0.0355842289812545
0.0517465103762418,0.911470063335458,0.306718640733582,0.0353438806289127
0.0515448233584186,0.910997964903482,0.306271831761909,0.0351058368855996
0.051344501806413,0.910525070509643,0.305826770317162,0.0348700693837249
0.0511455326178072,0.910051383885142,0.305383445011561,0.0346365501784817
0.0509479028523741,0.909576908757396,0.304941844562133,0.0344052517405081
0.0507515997296259,0.909101648850016,0.304501957789469,0.0341761469486946
0.0505566106264041,0.908625607882766,0.304063773616484,0.033949209083131
0.0503629230745137,0.908148789571541,0.303627281067203,0.0337244118181919
0.0501705247583993,0.907671197628328,0.303192469265566,0.0335017292157577
0.0499794035128613,0.90719283576118,0.302759327434248,0.033281135718566
0.0497895473208134,0.906713707674187,0.302327844893493,0.0330626061436936
0.0496009443110796,0.906233817067437,0.301898011059971,0.0328461156761646
0.0494135827562285,0.905753167636994,0.301469815445647,0.0326316398626817
0.0492274510704474,0.905271763074863,0.30104324765667,0.0324191546054786
0.0490425378074518,0.904789607068962,0.300618297392272,0.0322086361562922
0.0488588316584326,0.904306703303089,0.300194954443693,0.0320000611104479
0.0486763214500377,0.903823055456894,0.299773208693109,0.0317934064010614
0.0484949961423896,0.903338667205849,0.299353050112585,0.0315886492933494
0.0483148448271368,0.902853542221216,0.298934468763038,0.0313857673790502
0.0481358567255383,0.902367684170019,0.298517454793217,0.0311847385709496
0.0479580211865819,0.901881096715014,0.298101998438694,0.0309855410975121
0.0477813276851341,0.901393783514661,0.297688090020876,0.0307881534976129
0.0476057658201217,0.90090574822309,0.297275719946022,0.0305925546153708
0.0474313253127443,0.900416994490076,0.296864878704283,0.0303987235950775
0.0472579960047177,0.89992752596101,0.296455556868747,0.0302066398762235
0.0470857678565465,0.899437346276866,0.296047745094503,0.0300162831886175
0.0469146309458262,0.898946459074175,0.295641434117716,0.029827633547597
0.0467445754655732,0.898454867984997,0.295236614754714,0.0296406712493289
0.0465755917225845,0.897962576636889,0.294833277901092,0.0294553768661982
0.0464076701358234,0.89746958865288,0.294431414530821,0.0292717312422824
0.0462408012348326,0.896975907651441,0.294031015695377,0.0290897154889107
0.0460749756581741,0.896481537246457,0.293632072522874,0.0289093109803045
0.0459101841518953,0.895986481047196,0.293234576217218,0.0287304993493008
0.0457464175680193,0.895490742658287,0.292838518057265,0.0285532624831523
0.0455836668630618,0.894994325679688,0.292443889395994,0.0283775825194071
0.0454219230965714,0.894497233706658,0.292050681659691,0.0282034418418632
0.0452611774296945,0.893999470329732,0.291658886347141,0.0280308230765975
0.0451014211237633,0.89350103913469,0.291268495028837,0.027859709088068
0.0449426455389079,0.893001943702533,0.290879499346195,0.0276900829752872
0.0447848421326898,0.892502187609457,0.29049189101078,0.0275219280680651
0.0446280024587586,0.892001774426819,0.290105661803543,0.0273552279233212
0.0444721181655302,0.891500707721118,0.28972080357407,0.0271899663214633
0.0443171809948869,0.890998991053964,0.289337308239837,0.0270261272628322
0.0441631827808979,0.890496627982052,0.288955167785478,0.0268636949642102
0.0440101154485607,0.889993622057137,0.288574374262066,0.0267026538553939
0.0438579710125633,0.889489976826007,0.288194919786393,0.0265429885758274
0.0437067415760652,0.888985695830454,0.28781679654027,0.0263846839712976
0.0435564193294992,0.888480782607254,0.287439996769832,0.0262277250906873
0.0434069965493914,0.887975240688136,0.28706451278485,0.0260720971827879
0.0432584655972005,0.887469073599759,0.286690336958059,0.025917785693168
0.0431108189181752,0.886962284863682,0.286317461724486,0.0257647762610988
0.0429640490402307,0.886454877996349,0.285945879580793,0.0256130547165335
0.042818148572841,0.885946856509049,0.285575583084626,0.025462607077141
0.0426731102059516,0.885438223907906,0.285206564853973,0.0253134195453917
0.0425289267089062,0.884928983693841,0.284838817566532,0.0251654785056952
0.0423855909293929,0.884419139362558,0.284472333959082,0.0250187705215886
0.042243095792405,0.883908694404511,0.284107106826869,0.0248732823329741
0.0421014342992196,0.883397652304885,0.283743129022995,0.0247290008534053
0.0419605995263907,0.882886016543569,0.283380393457815,0.0245859131674212
0.0418205846247592,0.882373790595132,0.283018893098347,0.0244440065279269
0.0416813828184778,0.8818609779288,0.282658620967681,0.0243032683536197
0.0415429874040506,0.881347582008435,0.282299570144403,0.0241636862264609
0.0414053917493882,0.880833606292502,0.281941733762024,0.0240252478891909
0.041268589292877,0.880319054234055,0.281585105008413,0.0238879412428873
0.041132573542463,0.879803929280712,0.28122967712524,0.0237517543445664
0.0409973380747495,0.879288234874626,0.28087544340743,0.0236166754048248
0.0408628765341089,0.878771974452468,0.280522397202615,0.0234826927855232
0.0407291826318075,0.878255151445404,0.280170531910598,0.0233497949975083
0.0405962501451446,0.877737769279065,0.279819840982828,0.0232179706983756
0.0404640729166034,0.877219831373536,0.279470317921871,0.0230872086902697
0.040332644853016,0.876701341143323,0.279121956280897,0.0229574979177222
0.0402019599247404,0.876182301997337,0.278774749663169,0.0228288274655265
0.0400720121648499,0.875662717338869,0.278428691721537,0.0227011865566498
0.0399427956683351,0.875142590565571,0.278083776157946,0.0225745645501793
0.0398143045913175,0.874621925069431,0.277739996722938,0.0224489509393038
0.039686533150275,0.874100724236752,0.277397347215171,0.0223243353493298
0.0395594756212792,0.873578991448134,0.277055821480937,0.0222007075357308
0.039433126339244,0.873056730078447,0.276715413413691,0.0220780573822296
0.0393074796971849,0.872533943496816,0.276376116953581,0.0219563748989127
0.0391825301454901,0.872010635066594,0.276037926086986,0.021835650220377
0.0390582721912019,0.871486808145348,0.275700834846062,0.0217158736039066
0.0389347003973088,0.870962466084832,0.275364837308288,0.0215970354276811
0.038811809382048,0.870437612230969,0.275029927596022,0.0214791261890132
0.0386895938182188,0.869912249923833,0.274696099876061,0.0213621365026159
0.0385680484325049,0.869386382497625,0.274363348359207,0.0212460570988985
0.0384471680048073,0.868860013280657,0.274031667299836,0.0211308788222907
0.0383269473675877,0.868333145595327,0.273701050995474,0.0210165926295951
0.0382073814052197,0.867805782758106,0.273371493786377,0.0209031895883656
0.0380884650533511,0.867277928079513,0.27304299005512,0.0207906608753145
0.0379701932982749,0.866749584864098,0.272715534226184,0.0206789977747439
0.0378525611763088,0.866220756410423,0.272389120765552,0.020568191677004
0.0377355637731847,0.865691446011043,0.272063744180312,0.0204582340769765
0.0376191962234461,0.865161656952486,0.271739399018259,0.0203491165725828
0.0375034537098552,0.864631392515236,0.271416079867507,0.0202408308633159
0.0373883314628073,0.864100655973714,0.271093781356101,0.0201333687487978
0.0372738247597545,0.863569450596257,0.270772498151638,0.0200267221273583
0.0371599289246373,0.863037779645108,0.270452224960889,0.0199208829946389
0.0370466393273242,0.862505646376386,0.270132956529429,0.0198158434422176
0.0369339513830599,0.86197305404008,0.269814687641264,0.0197115956562573
0.0368218605519202,0.861440005880022,0.269497413118473,0.0196081319161751
0.0367103623382758,0.860906505133875,0.269181127820847,0.0195054445933333
