"phy","focal","t213","t277","t238","t222","t129","t249","t90","t280","t116","t186","t91","t230","t25","t65","t86","t3","t298","t120","t274","t143","t141","t154","t75","t253","t67","t14","t118","t89","t94","t198","t9","t101","t217","t63","t300","t19","t13","t20","t99","t54","t281","t58","t47","t191","t243","t204","t252","t190","t142","t87","t241","t55","t210","t27","t126","t145","t287","t78","t183","t39","t112","t110","t31","t216","t32","t263","t158","t70","t272","t44","t236","t203","t136","t205","t88","t206","t81","t156","t15","t17","t114","t160","t26","t180","t185","t163","t93","t267"
3,"t238",0.545226894878895,0.485834823673094,0.998640241972971,0.545226894878895,0.545226894878895,0.545226894878895,0.485834823673094,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.485834823673094,0.545226894878895,0.485834823673094,0.545226894878895,0.545226894878895,0.545226894878895,0.582425475022691,0.485834823673094,0.545226894878895,0.582425475022691,0.545226894878895,0.545226894878895,0.545226894878895,0.898520094173244,0.485834823673094,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.898520094173244,0.898520094173244,0.545226894878895,0.545226894878895,0.545226894878895,0.593748876330779,0.545226894878895,0.545226894878895,0.545226894878895,0.485834823673094,0.545226894878895,0.485834823673094,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.593748876330779,0.767581476775298,0.545226894878895,0.545226894878895,0.582425475022691,0.582425475022691,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.898520094173244,0.485834823673094,0.485834823673094,0.485834823673094,0.898520094173244,0.898520094173244,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.545226894878895,0.485834823673094,0.898520094173244,0.898520094173244,0.485834823673094,0.485834823673094,0.545226894878895,0.767581476775298,0.485834823673094,0.485834823673094,0.545226894878895
3,"t90",0.55063408518024,0.595398031959691,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.964033422056222,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.735645989550817,0.55063408518024,0.595398031959691,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.645242803666073,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.815342386551325,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.735645989550817,0.55063408518024,0.815342386551325,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.815342386551325,0.815342386551325,0.645242803666073,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.55063408518024,0.595398031959691,0.55063408518024,0.55063408518024,0.645242803666073,0.645242803666073,0.55063408518024,0.55063408518024,0.645242803666073,0.645242803666073,0.55063408518024
3,"t91",0.564735756122367,0.537864568043585,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.537864568043585,0.564735756122367,0.564735756122367,0.564735756122367,0.880607437832116,0.564735756122367,0.739390068530195,0.74770628026368,0.537864568043585,0.635749774485266,0.537864568043585,0.564735756122367,0.746446741041398,0.746446741041398,0.554235008216869,0.537864568043585,0.635749774485266,0.554235008216869,0.564735756122367,0.564735756122367,0.635749774485266,0.554235008216869,0.537864568043585,0.564735756122367,0.564735756122367,0.739390068530195,0.739390068530195,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.537864568043585,0.564735756122367,0.537864568043585,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.735143736280844,0.554235008216869,0.537864568043585,0.537864568043585,0.537864568043585,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.635749774485266,0.537864568043585,0.554235008216869,0.554235008216869,0.537864568043585,0.537864568043585,0.564735756122367,0.554235008216869,0.537864568043585,0.537864568043585,0.635749774485266
3,"t25",0.56474368192845,0.537882438148435,0.554246815506948,0.56474368192845,0.56474368192845,0.56474368192845,0.537882438148435,0.56474368192845,0.56474368192845,0.56474368192845,0.739341264872554,0.56474368192845,0.880544142284111,0.739341264872554,0.537882438148435,0.635732181224619,0.537882438148435,0.56474368192845,0.739341264872554,0.739341264872554,0.554246815506948,0.537882438148435,0.635732181224619,0.554246815506948,0.56474368192845,0.56474368192845,0.635732181224619,0.554246815506948,0.537882438148435,0.56474368192845,0.56474368192845,0.750392198523245,0.750392198523245,0.56474368192845,0.56474368192845,0.56474368192845,0.554246815506948,0.554246815506948,0.56474368192845,0.56474368192845,0.56474368192845,0.554246815506948,0.56474368192845,0.56474368192845,0.56474368192845,0.537882438148435,0.56474368192845,0.537882438148435,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.554246815506948,0.554246815506948,0.56474368192845,0.56474368192845,0.554246815506948,0.554246815506948,0.56474368192845,0.56474368192845,0.56474368192845,0.735095980068012,0.554246815506948,0.537882438148435,0.537882438148435,0.537882438148435,0.554246815506948,0.554246815506948,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.56474368192845,0.635732181224619,0.537882438148435,0.554246815506948,0.554246815506948,0.537882438148435,0.537882438148435,0.56474368192845,0.554246815506948,0.537882438148435,0.537882438148435,0.635732181224619
3,"t65",0.564735756122367,0.537864568043585,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.537864568043585,0.564735756122367,0.564735756122367,0.564735756122367,0.747706280263679,0.564735756122367,0.739390068530194,0.880607437832115,0.537864568043585,0.635749774485266,0.537864568043585,0.564735756122367,0.746446741041397,0.746446741041397,0.554235008216869,0.537864568043585,0.635749774485266,0.554235008216869,0.564735756122367,0.564735756122367,0.635749774485266,0.554235008216869,0.537864568043585,0.564735756122367,0.564735756122367,0.739390068530194,0.739390068530194,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.537864568043585,0.564735756122367,0.537864568043585,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.735143736280843,0.554235008216869,0.537864568043585,0.537864568043585,0.537864568043585,0.554235008216869,0.554235008216869,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.564735756122367,0.635749774485266,0.537864568043585,0.554235008216869,0.554235008216869,0.537864568043585,0.537864568043585,0.564735756122367,0.554235008216869,0.537864568043585,0.537864568043585,0.635749774485266
3,"t86",0.560755017491951,0.590863500654992,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.68925349485821,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.910691755001899,0.560755017491951,0.590863500654992,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.62485893379271,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.68925349485821,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.746935406565261,0.560755017491951,0.68925349485821,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.68925349485821,0.68925349485821,0.62485893379271,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.560755017491951,0.590863500654992,0.560755017491951,0.560755017491951,0.62485893379271,0.62485893379271,0.560755017491951,0.560755017491951,0.62485893379271,0.62485893379271,0.560755017491951
3,"t120",0.567068479668321,0.509793901790812,0.537874591725915,0.770145751645372,0.687335372041637,0.567068479668321,0.509793901790812,0.567068479668321,0.567068479668321,0.567068479668321,0.555873922620498,0.567068479668321,0.555873922620498,0.555873922620498,0.509793901790812,0.555873922620498,0.509793901790812,0.960352534256839,0.555873922620498,0.555873922620498,0.537874591725915,0.509793901790812,0.555873922620498,0.537874591725915,0.567068479668321,0.567068479668321,0.555873922620498,0.537874591725915,0.509793901790812,0.567068479668321,0.567068479668321,0.555873922620498,0.555873922620498,0.831820685786548,0.831820685786548,0.567068479668321,0.537874591725915,0.537874591725915,0.567068479668321,0.567068479668321,0.567068479668321,0.537874591725915,0.567068479668321,0.567068479668321,0.567068479668321,0.509793901790812,0.567068479668321,0.509793901790812,0.781065024993354,0.781065024993354,0.844105259342426,0.844105259342426,0.537874591725915,0.537874591725915,0.567068479668321,0.567068479668321,0.537874591725915,0.537874591725915,0.567068479668321,0.567068479668321,0.567068479668321,0.555873922620498,0.537874591725915,0.509793901790812,0.509793901790812,0.509793901790812,0.537874591725915,0.537874591725915,0.567068479668321,0.567068479668321,0.567068479668321,0.781065024993354,0.781065024993354,0.567068479668321,0.567068479668321,0.567068479668321,0.567068479668321,0.555873922620498,0.509793901790812,0.537874591725915,0.537874591725915,0.509793901790812,0.509793901790812,0.567068479668321,0.537874591725915,0.509793901790812,0.509793901790812,0.555873922620498
3,"t274",0.564470024105346,0.53742413160041,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.53742413160041,0.564470024105346,0.564470024105346,0.564470024105346,0.747227281636191,0.564470024105346,0.740139591145189,0.747227281636191,0.53742413160041,0.63593605366564,0.53742413160041,0.564470024105346,0.881651441685713,0.76507692420168,0.553900993563396,0.53742413160041,0.63593605366564,0.553900993563396,0.564470024105346,0.564470024105346,0.63593605366564,0.553900993563396,0.53742413160041,0.564470024105346,0.564470024105346,0.740139591145189,0.740139591145189,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.53742413160041,0.564470024105346,0.53742413160041,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.735874020467469,0.553900993563396,0.53742413160041,0.53742413160041,0.53742413160041,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.63593605366564,0.53742413160041,0.553900993563396,0.553900993563396,0.53742413160041,0.53742413160041,0.564470024105346,0.553900993563396,0.53742413160041,0.53742413160041,0.63593605366564
3,"t143",0.564470024105346,0.53742413160041,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.53742413160041,0.564470024105346,0.564470024105346,0.564470024105346,0.747227281636191,0.564470024105346,0.740139591145189,0.747227281636191,0.53742413160041,0.63593605366564,0.53742413160041,0.564470024105346,0.76507692420168,0.881651441685713,0.553900993563396,0.53742413160041,0.63593605366564,0.553900993563396,0.564470024105346,0.564470024105346,0.63593605366564,0.553900993563396,0.53742413160041,0.564470024105346,0.564470024105346,0.740139591145189,0.740139591145189,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.53742413160041,0.564470024105346,0.53742413160041,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.735874020467469,0.553900993563396,0.53742413160041,0.53742413160041,0.53742413160041,0.553900993563396,0.553900993563396,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.564470024105346,0.63593605366564,0.53742413160041,0.553900993563396,0.553900993563396,0.53742413160041,0.53742413160041,0.564470024105346,0.553900993563396,0.53742413160041,0.53742413160041,0.63593605366564
3,"t141",0.568325424574848,0.477448279974764,0.624154203406471,0.568325424574848,0.568325424574848,0.568325424574848,0.477448279974764,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.477448279974764,0.568325424574849,0.477448279974764,0.568325424574848,0.568325424574848,0.568325424574848,0.999959808605771,0.477448279974764,0.568325424574849,0.996321571902529,0.568325424574848,0.568325424574848,0.568325424574848,0.624154203406471,0.477448279974764,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.624154203406471,0.624154203406471,0.568325424574848,0.568325424574848,0.568325424574848,0.624154203406471,0.568325424574848,0.568325424574848,0.568325424574848,0.477448279974764,0.568325424574848,0.477448279974764,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.624154203406471,0.624154203406471,0.568325424574848,0.568325424574848,0.996321571902529,0.996321571902529,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.624154203406471,0.477448279974764,0.477448279974764,0.477448279974764,0.624154203406471,0.624154203406471,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.568325424574848,0.477448279974764,0.624154203406471,0.624154203406471,0.477448279974764,0.477448279974764,0.568325424574848,0.624154203406471,0.477448279974764,0.477448279974764,0.568325424574848
