"phy","focal","t108","t282","t178","t106","t241","t191","t174","t228","t126","t11","t204","t266","t205","t55","t120","t142","t144","t54","t247","t185","t270","t269","t238","t162","t48","t64","t77","t109","t245","t59","t175","t83","t63","t24","t90","t235","t289","t184","t68","t121","t279","t9","t239","t149","t163","t181","t84","t294","t208","t39","t27","t192","t177","t30","t274","t189","t160","t151","t134","t44","t240","t99","t250","t211","t96","t158","t125","t292","t284","t297","t34","t5","t276","t36","t215","t264","t122","t260","t17"
2,"t191",0.59416196083815,0.59416196083815,0.66662449237166,0.652730089000931,0.59416196083815,0.895405647223022,0.59416196083815,0.66662449237166,0.59416196083815,0.59416196083815,0.59416196083815,0.652730089000931,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.66662449237166,0.59416196083815,0.652730089000931,0.59416196083815,0.59416196083815,0.744012846409476,0.59416196083815,0.59416196083815,0.652730089000931,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.59416196083815,0.652730089000931,0.652730089000931,0.652730089000931,0.652730089000931,0.722493983179276,0.59416196083815,0.652730089000931,0.59416196083815,0.59416196083815,0.66662449237166,0.66662449237166,0.59416196083815,0.652730089000931,0.652730089000931,0.59416196083815,0.722493983179276,0.722493983179276,0.722493983179276,0.66662449237166,0.652730089000931,0.59416196083815,0.59416196083815,0.652730089000931,0.652730089000931,0.59416196083815,0.59416196083815,0.59416196083815,0.652730089000931,0.652730089000931,0.66662449237166,0.66662449237166,0.59416196083815,0.59416196083815,0.652730089000931,0.652730089000931,0.66662449237166,0.66662449237166,0.66662449237166,0.59416196083815,0.59416196083815,0.652730089000931,0.652730089000931,0.722493983179276,0.59416196083815
2,"t174",0.626984584881299,0.626984584881299,0.622112695887378,0.622112695887378,0.626984584881299,0.622112695887378,0.763591151328805,0.622112695887378,0.626984584881299,0.66452204822926,0.66452204822926,0.622112695887378,0.626984584881299,0.626984584881299,0.691738950885243,0.679474992403549,0.679474992403549,0.626984584881299,0.626984584881299,0.622112695887378,0.626984584881299,0.622112695887378,0.626984584881299,0.626984584881299,0.622112695887378,0.626984584881299,0.626984584881299,0.622112695887378,0.626984584881299,0.626984584881299,0.626984584881299,0.626984584881299,0.626984584881299,0.626984584881299,0.626984584881299,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.626984584881299,0.622112695887378,0.626984584881299,0.626984584881299,0.622112695887378,0.622112695887378,0.659314713659238,0.622112695887378,0.622112695887378,0.66452204822926,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.626984584881299,0.626984584881299,0.622112695887378,0.622112695887378,0.626984584881299,0.626984584881299,0.691738950885243,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.626984584881299,0.626984584881299,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.622112695887378,0.679474992403549,0.679474992403549,0.622112695887378,0.622112695887378,0.622112695887378,0.659314713659238
2,"t228",0.541683460098744,0.541683460098744,0.771985622260488,0.667625983458608,0.541683460098744,0.696110443004037,0.541683460098744,0.980458982785562,0.541683460098744,0.541683460098744,0.541683460098744,0.667625983458608,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.873323179660008,0.541683460098744,0.667625983458608,0.541683460098744,0.541683460098744,0.696110443004037,0.541683460098744,0.541683460098744,0.667625983458608,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.541683460098744,0.667625983458608,0.667625983458608,0.667625983458608,0.667625983458608,0.696110443004037,0.541683460098744,0.667625983458608,0.541683460098744,0.541683460098744,0.849989250453497,0.849989250453497,0.541683460098744,0.667625983458608,0.667625983458608,0.541683460098744,0.696110443004037,0.696110443004037,0.696110443004037,0.873323179660008,0.667625983458608,0.541683460098744,0.541683460098744,0.667625983458608,0.667625983458608,0.541683460098744,0.541683460098744,0.541683460098744,0.667625983458608,0.667625983458608,0.873323179660008,0.873323179660008,0.541683460098744,0.541683460098744,0.667625983458608,0.667625983458608,0.873323179660008,0.873323179660008,0.873323179660008,0.541683460098744,0.541683460098744,0.667625983458608,0.667625983458608,0.696110443004037,0.541683460098744
2,"t204",0.63447258066019,0.63447258066019,0.635858326146773,0.635858326146773,0.63447258066019,0.635858326146773,0.623443533402962,0.635858326146773,0.63447258066019,0.621096024884184,0.589877489117642,0.635858326146773,0.63447258066019,0.63447258066019,0.623443533402962,0.623443533402962,0.623443533402962,0.63447258066019,0.63447258066019,0.635858326146773,0.63447258066019,0.635858326146773,0.63447258066019,0.63447258066019,0.635858326146773,0.63447258066019,0.63447258066019,0.635858326146773,0.63447258066019,0.63447258066019,0.63447258066019,0.63447258066019,0.63447258066019,0.63447258066019,0.63447258066019,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.63447258066019,0.635858326146773,0.63447258066019,0.63447258066019,0.635858326146773,0.635858326146773,0.625014552979422,0.635858326146773,0.635858326146773,0.612571413495427,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.63447258066019,0.63447258066019,0.635858326146773,0.635858326146773,0.63447258066019,0.63447258066019,0.623443533402962,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.63447258066019,0.63447258066019,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.635858326146773,0.623443533402962,0.623443533402962,0.635858326146773,0.635858326146773,0.635858326146773,0.625014552979422
2,"t266",0.596280189608297,0.596280189608297,0.6489730549013,0.669242652601739,0.596280189608297,0.6489730549013,0.596280189608297,0.6489730549013,0.596280189608297,0.596280189608297,0.596280189608297,0.878359599939133,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.6489730549013,0.596280189608297,0.665583897163031,0.596280189608297,0.596280189608297,0.6489730549013,0.596280189608297,0.596280189608297,0.669242652601739,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.596280189608297,0.67687234240435,0.705468251356981,0.73603347242997,0.669242652601739,0.6489730549013,0.596280189608297,0.658154544342024,0.596280189608297,0.596280189608297,0.6489730549013,0.6489730549013,0.596280189608297,0.705468251356981,0.705468251356981,0.596280189608297,0.6489730549013,0.6489730549013,0.6489730549013,0.6489730549013,0.705468251356981,0.596280189608297,0.596280189608297,0.705468251356981,0.705468251356981,0.596280189608297,0.596280189608297,0.596280189608297,0.669242652601739,0.669242652601739,0.6489730549013,0.6489730549013,0.596280189608297,0.596280189608297,0.669242652601739,0.669242652601739,0.6489730549013,0.6489730549013,0.6489730549013,0.596280189608297,0.596280189608297,0.669242652601739,0.669242652601739,0.6489730549013,0.596280189608297
2,"t205",0.633914396798961,0.633914396798961,0.636008458188505,0.636008458188505,0.633914396798961,0.636008458188505,0.634536430347941,0.636008458188505,0.633914396798961,0.634536430347941,0.634536430347941,0.636008458188505,0.587103464259764,0.633914396798961,0.634536430347941,0.634536430347941,0.634536430347941,0.615409378777103,0.633914396798961,0.636008458188505,0.633914396798961,0.636008458188505,0.615122421019613,0.615122421019613,0.636008458188505,0.633357952941246,0.633914396798961,0.636008458188505,0.633357952941246,0.633357952941246,0.633357952941246,0.615122421019613,0.615122421019613,0.615122421019613,0.633914396798961,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.633357952941246,0.636008458188505,0.629696363036706,0.633914396798961,0.636008458188505,0.636008458188505,0.634536430347941,0.636008458188505,0.636008458188505,0.634536430347941,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.633914396798961,0.633914396798961,0.636008458188505,0.636008458188505,0.633914396798961,0.633914396798961,0.634536430347941,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.633914396798961,0.633914396798961,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.636008458188505,0.634536430347941,0.634536430347941,0.636008458188505,0.636008458188505,0.636008458188505,0.634536430347941
2,"t55",0.704472537925647,0.685859441264731,0.588982547713409,0.588982547713409,0.685859441264731,0.588982547713409,0.607664262764633,0.588982547713409,0.685859441264731,0.607664262764633,0.607664262764633,0.588982547713409,0.615458709795112,0.946926399354488,0.607664262764633,0.607664262764633,0.607664262764633,0.615458709795112,0.777669966497151,0.588982547713409,0.777669966497151,0.588982547713409,0.615458709795112,0.615458709795112,0.588982547713409,0.615458709795112,0.777669966497151,0.588982547713409,0.615458709795112,0.615458709795112,0.615458709795112,0.615458709795112,0.615458709795112,0.615458709795112,0.685859441264731,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.615458709795112,0.588982547713409,0.615458709795112,0.859670954593503,0.588982547713409,0.588982547713409,0.607664262764633,0.588982547713409,0.588982547713409,0.607664262764633,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.685859441264731,0.777669966497151,0.588982547713409,0.588982547713409,0.777669966497151,0.777669966497151,0.607664262764633,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.859670954593503,0.859670954593503,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.588982547713409,0.607664262764633,0.607664262764633,0.588982547713409,0.588982547713409,0.588982547713409,0.607664262764633
2,"t120",0.626138776471642,0.626138776471642,0.620733326904394,0.620733326904394,0.626138776471642,0.620733326904394,0.697604617350361,0.620733326904394,0.626138776471642,0.667670365434304,0.667670365434304,0.620733326904394,0.626138776471642,0.626138776471642,0.775483712182412,0.684138785756807,0.684138785756807,0.626138776471642,0.626138776471642,0.620733326904394,0.626138776471642,0.620733326904394,0.626138776471642,0.626138776471642,0.620733326904394,0.626138776471642,0.626138776471642,0.620733326904394,0.626138776471642,0.626138776471642,0.626138776471642,0.626138776471642,0.626138776471642,0.626138776471642,0.626138776471642,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.626138776471642,0.620733326904394,0.626138776471642,0.626138776471642,0.620733326904394,0.620733326904394,0.6619237833154,0.620733326904394,0.620733326904394,0.667670365434304,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.626138776471642,0.626138776471642,0.620733326904394,0.620733326904394,0.626138776471642,0.626138776471642,0.717606924459103,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.626138776471642,0.626138776471642,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.620733326904394,0.684138785756807,0.684138785756807,0.620733326904394,0.620733326904394,0.620733326904394,0.6619237833154
2,"t144",0.626093300785929,0.626093300785929,0.621188649490412,0.621188649490412,0.626093300785929,0.621188649490412,0.678936212185042,0.621188649490412,0.626093300785929,0.663883384402049,0.663883384402049,0.621188649490412,0.626093300785929,0.626093300785929,0.678936212185042,0.694920900579606,0.763582530264167,0.626093300785929,0.626093300785929,0.621188649490412,0.626093300785929,0.621188649490412,0.626093300785929,0.626093300785929,0.621188649490412,0.626093300785929,0.626093300785929,0.621188649490412,0.626093300785929,0.626093300785929,0.626093300785929,0.626093300785929,0.626093300785929,0.626093300785929,0.626093300785929,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.626093300785929,0.621188649490412,0.626093300785929,0.626093300785929,0.621188649490412,0.621188649490412,0.658641100711741,0.621188649490412,0.621188649490412,0.663883384402049,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.626093300785929,0.626093300785929,0.621188649490412,0.621188649490412,0.626093300785929,0.626093300785929,0.678936212185042,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.626093300785929,0.626093300785929,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.621188649490412,0.716940587270585,0.716940587270585,0.621188649490412,0.621188649490412,0.621188649490412,0.658641100711741
2,"t247",0.705288927321714,0.687056299466089,0.592223242555138,0.592223242555138,0.687056299466089,0.592223242555138,0.6105107374867,0.592223242555138,0.687056299466089,0.6105107374867,0.6105107374867,0.592223242555138,0.61813992102653,0.777113246180998,0.6105107374867,0.6105107374867,0.6105107374867,0.61813992102653,0.945214076455496,0.592223242555138,0.813626033736617,0.592223242555138,0.61813992102653,0.61813992102653,0.592223242555138,0.61813992102653,0.78142636003761,0.592223242555138,0.61813992102653,0.61813992102653,0.61813992102653,0.61813992102653,0.61813992102653,0.61813992102653,0.687056299466089,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.61813992102653,0.592223242555138,0.61813992102653,0.777113246180998,0.592223242555138,0.592223242555138,0.6105107374867,0.592223242555138,0.592223242555138,0.6105107374867,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.687056299466089,0.78142636003761,0.592223242555138,0.592223242555138,0.78142636003761,0.78142636003761,0.6105107374867,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.777113246180998,0.777113246180998,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.592223242555138,0.6105107374867,0.6105107374867,0.592223242555138,0.592223242555138,0.592223242555138,0.6105107374867
