"phy","focal","t219","t294","t57","t52","t145","t108","t248","t27","t260","t14","t76","t126","t178","t225","t45","t228","t166","t39","t62","t211","t209","t2","t291","t257","t135","t84","t98","t151","t61","t205","t229","t207","t117","t8","t154","t67","t164","t161","t75","t235","t18","t232","t223","t12","t13","t59","t214","t94","t50","t176","t55","t271","t231","t295","t70","t206","t297","t258","t89","t183","t69","t251","t37","t46","t250","t54","t38","t274","t188","t236","t158","t90","t3","t74","t285","t179","t4","t227","t283","t243","t86","t286","t140","t281","t26","t160","t58","t56","t91","t130","t125","t273","t49","t72","t216","t143","t239","t263","t266","t66","t215","t276","t300","t22","t262","t234","t241","t95","t28","t200","t107","t78","t6"
1,"t219",0.99977121497873,0.654119369885376,0.587480414288926,0.895596429946527,0.587480414288926,0.587480414288926,0.654119369885376,0.779327844874132,0.587480414288926,0.895596429946527,0.895596429946527,0.646920573943317,0.834567138028495,0.895596429946527,0.895596429946527,0.834567138028495,0.646920573943317,0.646920573943317,0.834567138028495,0.834567138028495,0.587480414288926,0.587480414288926,0.587480414288926,0.587480414288926,0.587480414288926,0.646920573943317,0.779327844874132,0.654119369885376,0.654119369885376,0.654119369885376,0.779327844874132,0.587480414288926,0.779327844874132,0.779327844874132,0.834567138028495,0.587480414288926,0.587480414288926,0.587480414288926,0.779327844874132,0.654119369885376,0.587480414288926,0.895596429946527,0.834567138028495,0.895596429946527,0.779327844874132,0.779327844874132,0.834567138028495,0.834567138028495,0.654119369885376,0.587480414288926,0.895596429946527,0.587480414288926,0.587480414288926,0.834567138028495,0.895596429946527,0.895596429946527,0.587480414288926,0.834567138028495,0.834567138028495,0.587480414288926,0.834567138028495,0.834567138028495,0.646920573943317,0.587480414288926,0.646920573943317,0.895596429946527,0.895596429946527,0.895596429946527,0.587480414288926,0.779327844874132,0.779327844874132,0.834567138028495,0.587480414288926,0.834567138028495,0.779327844874132,0.646920573943317,0.834567138028495,0.834567138028495,0.654119369885376,0.587480414288926,0.654119369885376,0.646920573943317,0.587480414288926,0.895596429946527,0.895596429946527,0.895596429946527,0.654119369885376,0.654119369885376,0.654119369885376,0.834567138028495,0.834567138028495,0.834567138028495,0.895596429946527,0.895596429946527,0.895596429946527,0.895596429946527,0.654119369885376,0.646920573943317,0.646920573943317,0.587480414288926,0.587480414288926,0.587480414288926,0.587480414288926,0.834567138028495,0.834567138028495,0.834567138028495,0.895596429946527,0.646920573943317,0.895596429946527,0.834567138028495,0.834567138028495,0.895596429946527,0.895596429946527
1,"t294",0.742843721444529,0.861018208228059,0.7374702451252,0.742843721444529,0.7374702451252,0.7374702451252,0.749395626157097,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.742247398680655,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742247398680655,0.742247398680655,0.742843721444529,0.742843721444529,0.7374702451252,0.7374702451252,0.7374702451252,0.7374702451252,0.7374702451252,0.742247398680655,0.742843721444529,0.756770712680959,0.756770712680959,0.748584066442583,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.7374702451252,0.7374702451252,0.7374702451252,0.742843721444529,0.748584066442583,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.756770712680959,0.7374702451252,0.742843721444529,0.7374702451252,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.742247398680655,0.7374702451252,0.742247398680655,0.742843721444529,0.742843721444529,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.7374702451252,0.742843721444529,0.742843721444529,0.742247398680655,0.742843721444529,0.742843721444529,0.749395626157097,0.7374702451252,0.749395626157097,0.742247398680655,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.749395626157097,0.749395626157097,0.748584066442583,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.748584066442583,0.742247398680655,0.742247398680655,0.7374702451252,0.7374702451252,0.7374702451252,0.7374702451252,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742247398680655,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529,0.742843721444529
1,"t57",0.755356426472959,0.755356426472959,0.463305543744684,0.755356426472959,0.687446371267846,0.715674391632486,0.755356426472959,0.755356426472959,0.693857277980568,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.693857277980568,0.732723246448862,0.715674391632486,0.693857277980568,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.693857277980568,0.732723246448862,0.755356426472959,0.755356426472959,0.717274436498356,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.732723246448862,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.732723246448862,0.732723246448862,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959
1,"t52",0.889002457196454,0.653694164537992,0.590057428957862,0.999677366038887,0.590057428957862,0.590057428957862,0.653694164537992,0.774221044931677,0.590057428957862,0.899159261827396,0.895786052779472,0.646810740044011,0.828232433636977,0.899159261827396,0.899159261827396,0.828232433636977,0.646810740044011,0.646810740044011,0.828232433636977,0.828232433636977,0.590057428957862,0.590057428957862,0.590057428957862,0.590057428957862,0.590057428957862,0.646810740044011,0.774221044931677,0.653694164537992,0.653694164537992,0.653694164537992,0.774221044931677,0.590057428957862,0.774221044931677,0.774221044931677,0.828232433636977,0.590057428957862,0.590057428957862,0.590057428957862,0.774221044931677,0.653694164537992,0.590057428957862,0.899159261827396,0.828232433636977,0.895786052779472,0.774221044931677,0.774221044931677,0.828232433636977,0.828232433636977,0.653694164537992,0.590057428957862,0.899159261827396,0.590057428957862,0.590057428957862,0.828232433636977,0.899159261827396,0.899159261827396,0.590057428957862,0.828232433636977,0.828232433636977,0.590057428957862,0.828232433636977,0.828232433636977,0.646810740044011,0.590057428957862,0.646810740044011,0.899159261827396,0.899159261827396,0.899159261827396,0.590057428957862,0.774221044931677,0.774221044931677,0.828232433636977,0.590057428957862,0.828232433636977,0.774221044931677,0.646810740044011,0.828232433636977,0.828232433636977,0.653694164537992,0.590057428957862,0.653694164537992,0.646810740044011,0.590057428957862,0.899159261827396,0.899159261827396,0.895786052779472,0.653694164537992,0.653694164537992,0.653694164537992,0.828232433636977,0.828232433636977,0.828232433636977,0.899159261827396,0.899159261827396,0.942837944554641,0.942837944554641,0.653694164537992,0.646810740044011,0.646810740044011,0.590057428957862,0.590057428957862,0.590057428957862,0.590057428957862,0.828232433636977,0.828232433636977,0.828232433636977,0.899159261827396,0.646810740044011,0.895786052779472,0.828232433636977,0.828232433636977,0.899159261827396,0.899159261827396
1,"t145",0.755356426472959,0.755356426472959,0.687446371267846,0.755356426472959,0.463305543744685,0.715674391632486,0.755356426472959,0.755356426472959,0.693857277980568,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.693857277980568,0.732723246448862,0.715674391632486,0.693857277980568,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.693857277980568,0.732723246448862,0.755356426472959,0.755356426472959,0.717274436498356,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.732723246448862,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.755356426472959,0.693857277980568,0.75535642647296,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.715674391632486,0.755356426472959,0.755356426472959,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.75535642647296,0.75535642647296,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.732723246448862,0.732723246448862,0.732723246448862,0.732723246448862,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959,0.755356426472959
1,"t108",0.759487216700275,0.759487216700275,0.704837691567292,0.759487216700275,0.704837691567292,0.355863626263096,0.759487216700275,0.759487216700275,0.704837691567292,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.637483525476837,0.704837691567292,0.728539861824378,0.687051002835471,0.704837691567292,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.687051002835471,0.759487216700275,0.759487216700275,0.759487216700275,0.704837691567292,0.704837691567292,0.728539861824378,0.759487216700275,0.759487216700275,0.707074187689495,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.728539861824378,0.759487216700275,0.728539861824378,0.728539861824378,0.759487216700275,0.759487216700275,0.759487216700275,0.704837691567292,0.759487216700275,0.759487216700275,0.687051002835471,0.759487216700275,0.759487216700275,0.759487216700275,0.728539861824378,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.637483525476837,0.759487216700275,0.759487216700275,0.759487216700275,0.704837691567292,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.687051002835471,0.759487216700275,0.759487216700275,0.728539861824378,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.728539861824378,0.728539861824378,0.728539861824378,0.728539861824378,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275,0.759487216700275
1,"t248",0.741083108243752,0.750941313605704,0.73293698728887,0.741083108243752,0.73293698728887,0.73293698728887,0.90019006291273,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.740181726480507,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.740181726480507,0.740181726480507,0.741083108243752,0.741083108243752,0.73293698728887,0.73293698728887,0.73293698728887,0.73293698728887,0.73293698728887,0.740181726480507,0.741083108243752,0.750941313605704,0.750941313605704,0.749724845769647,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.73293698728887,0.73293698728887,0.73293698728887,0.741083108243752,0.749724845769647,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.750941313605704,0.73293698728887,0.741083108243752,0.73293698728887,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.740181726480507,0.73293698728887,0.740181726480507,0.741083108243752,0.741083108243752,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.73293698728887,0.741083108243752,0.741083108243752,0.740181726480507,0.741083108243752,0.741083108243752,0.806710265319068,0.73293698728887,0.806710265319068,0.740181726480507,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.806710265319068,0.806710265319068,0.749724845769647,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.749724845769647,0.740181726480507,0.740181726480507,0.73293698728887,0.73293698728887,0.73293698728887,0.73293698728887,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.740181726480507,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752,0.741083108243752
1,"t27",0.851585680903508,0.660576505799705,0.543597725351117,0.851585680903508,0.543597725351117,0.543597725351117,0.660576505799705,0.999999228136513,0.543597725351117,0.851585680903508,0.851585680903508,0.648179168651517,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.648179168651517,0.648179168651517,0.851585680903508,0.851585680903508,0.543597725351117,0.543597725351117,0.543597725351117,0.543597725351117,0.543597725351117,0.648179168651517,0.994202913155092,0.660576505799705,0.660576505799705,0.660576505799705,0.994202913155092,0.543597725351117,0.994202913155092,0.994202913155092,0.851585680903508,0.543597725351117,0.543597725351117,0.543597725351117,0.879324326462924,0.660576505799705,0.543597725351117,0.851585680903508,0.851585680903508,0.851585680903508,0.994202913155092,0.994202913155092,0.851585680903508,0.851585680903508,0.660576505799705,0.543597725351117,0.851585680903508,0.543597725351117,0.543597725351117,0.851585680903508,0.851585680903508,0.851585680903508,0.543597725351117,0.851585680903508,0.851585680903508,0.543597725351117,0.851585680903508,0.851585680903508,0.648179168651517,0.543597725351117,0.648179168651517,0.851585680903508,0.851585680903508,0.851585680903508,0.543597725351117,0.879324326462924,0.879324326462924,0.851585680903508,0.543597725351117,0.851585680903508,0.879324326462924,0.648179168651517,0.851585680903508,0.851585680903508,0.660576505799705,0.543597725351117,0.660576505799705,0.648179168651517,0.543597725351117,0.851585680903508,0.851585680903508,0.851585680903508,0.660576505799705,0.660576505799705,0.660576505799705,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.660576505799705,0.648179168651517,0.648179168651517,0.543597725351117,0.543597725351117,0.543597725351117,0.543597725351117,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.648179168651517,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508,0.851585680903508
1,"t14",0.875082092046169,0.647087916781537,0.587786463666474,0.885562943683228,0.587786463666474,0.587786463666474,0.647087916781537,0.761319362825264,0.587786463666474,0.999431754271692,0.882071735661543,0.640651268459403,0.813974187198547,0.956207178402674,0.956207178402674,0.813974187198547,0.640651268459403,0.640651268459403,0.813974187198547,0.813974187198547,0.587786463666474,0.587786463666474,0.587786463666474,0.587786463666474,0.587786463666474,0.640651268459403,0.761319362825264,0.647087916781537,0.647087916781537,0.647087916781537,0.761319362825264,0.587786463666474,0.761319362825264,0.761319362825264,0.813974187198547,0.587786463666474,0.587786463666474,0.587786463666474,0.761319362825264,0.647087916781537,0.587786463666474,0.956207178402674,0.813974187198547,0.882071735661543,0.761319362825264,0.761319362825264,0.813974187198547,0.813974187198547,0.647087916781537,0.587786463666474,0.956207178402674,0.587786463666474,0.587786463666474,0.813974187198547,0.956207178402674,0.956207178402674,0.587786463666474,0.813974187198547,0.813974187198547,0.587786463666474,0.813974187198547,0.813974187198547,0.640651268459403,0.587786463666474,0.640651268459403,0.956207178402674,0.956207178402674,0.956207178402674,0.587786463666474,0.761319362825264,0.761319362825264,0.813974187198547,0.587786463666474,0.813974187198547,0.761319362825264,0.640651268459403,0.813974187198547,0.813974187198547,0.647087916781537,0.587786463666474,0.647087916781537,0.640651268459403,0.587786463666474,0.956207178402674,0.956207178402674,0.882071735661543,0.647087916781537,0.647087916781537,0.647087916781537,0.813974187198547,0.813974187198547,0.813974187198547,0.956207178402674,0.956207178402674,0.885562943683228,0.885562943683228,0.647087916781537,0.640651268459403,0.640651268459403,0.587786463666474,0.587786463666474,0.587786463666474,0.587786463666474,0.813974187198547,0.813974187198547,0.813974187198547,0.956207178402674,0.640651268459403,0.882071735661543,0.813974187198547,0.813974187198547,0.956207178402674,0.956207178402674
1,"t225",0.87098735410319,0.646801230435498,0.589103807146453,0.881488762406842,0.589103807146453,0.589103807146453,0.646801230435498,0.758400426634101,0.589103807146453,0.95330473236185,0.877987414591289,0.640534368775543,0.810249126844668,0.999316990925781,0.971703360705922,0.810249126844668,0.640534368775543,0.640534368775543,0.810249126844668,0.810249126844668,0.589103807146453,0.589103807146453,0.589103807146453,0.589103807146453,0.589103807146453,0.640534368775543,0.758400426634101,0.646801230435498,0.646801230435498,0.646801230435498,0.758400426634101,0.589103807146453,0.758400426634101,0.758400426634101,0.810249126844668,0.589103807146453,0.589103807146453,0.589103807146453,0.758400426634101,0.646801230435498,0.589103807146453,0.963283757945717,0.810249126844668,0.877987414591289,0.758400426634101,0.758400426634101,0.810249126844668,0.810249126844668,0.646801230435498,0.589103807146453,0.963283757945717,0.589103807146453,0.589103807146453,0.810249126844668,0.963283757945717,0.963283757945717,0.589103807146453,0.810249126844668,0.810249126844668,0.589103807146453,0.810249126844668,0.810249126844668,0.640534368775543,0.589103807146453,0.640534368775543,0.963283757945717,0.963283757945717,0.963283757945717,0.589103807146453,0.758400426634101,0.758400426634101,0.810249126844668,0.589103807146453,0.810249126844668,0.758400426634101,0.640534368775543,0.810249126844668,0.810249126844668,0.646801230435498,0.589103807146453,0.646801230435498,0.640534368775543,0.589103807146453,0.970516500307701,0.970516500307701,0.877987414591289,0.646801230435498,0.646801230435498,0.646801230435498,0.810249126844668,0.810249126844668,0.810249126844668,0.963283757945717,0.963283757945717,0.881488762406842,0.881488762406842,0.646801230435498,0.640534368775543,0.640534368775543,0.589103807146453,0.589103807146453,0.589103807146453,0.589103807146453,0.810249126844668,0.810249126844668,0.810249126844668,0.963283757945717,0.640534368775543,0.877987414591289,0.810249126844668,0.810249126844668,0.963283757945717,0.963283757945717
