"Xyleborus germanus","Xyleborus affinis","Sampsonius dampfi","Ambrosiodmus tachygraphus","Xyleborinus saxeseni","Ambrosiodmus rubricollis","Euwallacea fornicatus","Xyleborus glabratus","Xylosandrus crassiusculus","Xylosandrus morigerus","Xyleborus seriatus"
0.529124490160082,0.641244913554632,0.513263221632842,0.429727555826539,0.528734505649478,0.620177657133675,0.580934949810272,0.994283221203772,0.752465424985631,0.769012861917129,0.387611203790273
0.523992492197942,0.637794532641076,0.500140906702954,0.418292738936866,0.522470833389049,0.608849215100091,0.574796172720735,0.99370965092901,0.74865363944259,0.763828317456956,0.38083791343884
0.519013576444304,0.634436721876931,0.487422057807871,0.407292870842032,0.516393149243921,0.597756162314845,0.568824198846249,0.993099249981664,0.744922138102976,0.758727133151457,0.374316992287184
0.514179686576322,0.631166616436757,0.475098323345097,0.396709379970496,0.51049226059838,0.586897699128165,0.563011310970437,0.992450949955956,0.741267402359117,0.753706918550665,0.368034047528263
0.509483381089625,0.627979733604965,0.463160665287709,0.386524300812556,0.504759621785388,0.576272411483524,0.557350310114627,0.991763695974492,0.737686157067674,0.74876539411513,0.361975789713611
0.504917771819166,0.624871933128773,0.451599521622547,0.376720305223274,0.499187274541505,0.565878354750303,0.551834469321258,0.991036447561563,0.734175347490654,0.743900383463391,0.356129926720728
0.50047647003402,0.62183938264231,0.440404945857128,0.367280720874922,0.493767795248638,0.555713128680274,0.546457492600399,0.990268179528435,0.730732118990167,0.739109806371853,0.350485069948789
0.496153539002832,0.618878527396462,0.429566726286629,0.358189539455449,0.488494248040783,0.545773944332694,0.541213478346363,0.989457882869366,0.727353799083055,0.734391672433351,0.345030651100142
0.49194345211121,0.615986063661336,0.419074487457896,0.349431416750922,0.48336014299893,0.536057683739954,0.536096886639715,0.988604565666978,0.724037881526712,0.729744075294799,0.339756848156461
0.487841055762209,0.61315891527492,0.408917776024768,0.34099166636872,0.478359398776476,0.526560953018499,0.53110250993907,0.987707254005549,0.720782012160387,0.72516518740592,0.334654519366758
0.483841536413463,0.610394212898038,0.399086132960718,0.332856248541512,0.473486309095941,0.517280129567547,0.526225446740712,0.986764992890707,0.71758397626966,0.720653255220775,0.329715144237743
0.479940391204964,0.607689275606256,0.389569153882651,0.325011755189317,0.468735512639529,0.508211403940729,0.521461077845233,0.985776847173942,0.714441687277382,0.716206594801835,0.324930770661989
0.476133401714386,0.605041594507254,0.380356539044321,0.317445392199178,0.464101965924276,0.499350816922875,0.516805044921535,0.984741902480268,0.711353176593847,0.711823587783129,0.320293967440847
0.472416610445571,0.602448818119864,0.371438134379484,0.310144959701697,0.459580918809683,0.490694292295416,0.512253231101338,0.983659266137338,0.708316584483428,0.707502677654714,0.315797781561578
0.468786299713036,0.599908739290434,0.36280396481302,0.303098830974643,0.455167892333849,0.482237665729101,0.507801743373478,0.982528068104203,0.705330151825332,0.703242366335531,0.311435699674708
0.465238972633233,0.597419283455032,0.354444260912394,0.296295930480754,0.450858658614745,0.473976710201639,0.503446896577821,0.981347461897907,0.7023922126632,0.699041211005839,0.307201613291168
0.461771335973507,0.594978498083422,0.346349479820836,0.289725711445386,0.446649222587789,0.465907158300206,0.499185198824523,0.980116625516012,0.699501187452727,0.694897821173911,0.30308978728131
0.45838028464361,0.592584543163736,0.338510321296665,0.283378133296098,0.44253580538022,0.45802472173437,0.495013338186519,0.978834762353128,0.696655576928593,0.69081085595471,0.299094831311368
0.455062887643325,0.590235682606196,0.33091773957908,0.277243639217625,0.438514829147887,0.450325108353528,0.490928170532016,0.977501102109474,0.693853956522334,0.686779021540835,0.295211673898717
0.451816375304166,0.587930276460534,0.323562951708371,0.271313134019373,0.434582903221543,0.442804036934317,0.48692670837998,0.976114901689458,0.691094971271577,0.682801068848269,0.291435538806627
0.448638127683852,0.585666773855742,0.316437442846881,0.265577962466516,0.430736811428288,0.435457249977356,0.483006110675644,0.974675446088241,0.688377331168525,0.678875791321408,0.287761923533125
0.445525663990099,0.583443706582552,0.309532969074973,0.260029888188192,0.426973500469715,0.428280524729008,0.479163673395073,0.97318204926421,0.685699806902043,0.675002022883534,0.284186579677872
0.442476632925459,0.581259683249166,0.302841558072952,0.254661073245725,0.423290069252158,0.421269682622281,0.475396820898349,0.971634054995294,0.683061225953215,0.671178636020362,0.280705494996346
0.439488803858113,0.579113383949427,0.296355508044185,0.249464058419054,0.419683759076421,0.414420597311492,0.471703097959977,0.970030837717013,0.680460469008991,0.66740453998557,0.277314876972668
0.43656005873481,0.577003555390048,0.290067385185967,0.244431744249569,0.416151944604781,0.40772920145764,0.468080162413081,0.968371803340172,0.677896466662693,0.663678679118386,0.274011137761594
0.433688384661988,0.574929006429925,0.283970019972027,0.239557372861566,0.412692125532161,0.401191492405424,0.464525778350837,0.966656390046096,0.675368196373703,0.660000031264248,0.270790880366937
0.430871867089581,0.572888603990118,0.278056502473347,0.234834510571758,0.409301918896334,0.394803536878389,0.46103780983469,0.964884069057317,0.672874679661788,0.656367606290479,0.267650885938352
0.42810868353946,0.570881269297882,0.27232017691152,0.230257031286223,0.405979051968973,0.388561474805606,0.457614215064181,0.963054345381644,0.670414979514203,0.652780444689656,0.264588102081216
0.425397097826861,0.568905974432294,0.266754635610653,0.225819100676292,0.402721355675494,0.382461522381539,0.454253040967926,0.961166758527557,0.667988197986121,0.649237616264068,0.261599632085644
0.422735454728867,0.566961739142692,0.261353712489249,0.221515161118807,0.399526758497048,0.376499974450071,0.450952418179393,0.959220883188911,0.665593473976978,0.645738218885249,0.258682724990587
0.420122175058876,0.565047627914273,0.256111476212266,0.217339917381598,0.396393280812755,0.370673206294143,0.447710556364789,0.957216329896955,0.663229981167181,0.642281377323141,0.255834766407698
0.41755575111042,0.563162747258016,0.251022223105036,0.213288323031605,0.393319029644495,0.364977674903789,0.444525739873582,0.955152745637741,0.660896926101211,0.638866242139887,0.253053270037405
0.415034742437437,0.561306243204525,0.246080469914814,0.209355567540672,0.390302193770306,0.359409919787608,0.441396323685061,0.953029814433023,0.658593546404584,0.635491988643739,0.250335869816447
0.412557771941558,0.55947729898352,0.241280946491929,0.205537064062388,0.387341039175743,0.353966563385752,0.438320729626901,0.95084725788282,0.656319109123387,0.632157815898924,0.247680312642217
0.410123522239872,0.557675132872607,0.236618588450588,0.201828437852354,0.384433904815486,0.348644311136212,0.435297442843924,0.948604835667887,0.654072909176209,0.628862945787659,0.245084451624617
0.407730732289343,0.555898996200627,0.232088529859176,0.198225515303744,0.381579198660141,0.343439951240558,0.432325008497337,0.946302346010396,0.65185426790928,0.625606622120849,0.242546239820944
0.405378194246343,0.554148171492359,0.227686096001065,0.194724313569951,0.378775394005485,0.338350354170245,0.429402028676488,0.943939626091232,0.649662531746506,0.62238810979426,0.240063724413597
0.403064750541881,0.552421970742642,0.223406796239408,0.191321030746302,0.376021026023517,0.333372471950038,0.426527159506832,0.941516552422366,0.647497070926883,0.61920669398722,0.237635041294187
0.400789291154945,0.550719733809185,0.219246317012888,0.188012036583298,0.373314688536566,0.328503337251053,0.423699108439237,0.939033041172902,0.645357278322435,0.616061679401151,0.235258410021056
0.398550751068034,0.549040826914327,0.21520051498392,0.184793863704478,0.37065503099735,0.323740062322265,0.42091663170709,0.936489048447449,0.643242568330493,0.612952389535428,0.232932129120258
0.396348107890443,0.547384641246945,0.211265410356024,0.181663199302789,0.36804075565944,0.319079837786045,0.41817853193882,0.933884570515616,0.641152375834657,0.609878165998247,0.230654571702794
0.394180379636168,0.545750591656544,0.207437180373131,0.178616877290229,0.365470614923901,0.314519931320382,0.415483655914507,0.931219643991515,0.639086155229294,0.606838367850394,0.228424181373327
0.392046622644498,0.544138115432275,0.203712153010163,0.175651870876479,0.362943408849132,0.310057686247826,0.412830892456247,0.928494345962284,0.637043379502876,0.603832370979913,0.226239468407838
0.389945929632432,0.542546671160298,0.200086800861371,0.172765285553241,0.360457982812028,0.305690520048816,0.410219170442751,0.925708794064762,0.635023539375882,0.600859567505861,0.224099006179652
0.387877427868987,0.540975737653509,0.196557735230483,0.169954352462025,0.358013225309574,0.301415922815006,0.40764745693948,0.922863146509576,0.633026142489314,0.597919365209442,0.222001427815055
0.385840277462357,0.53942481294815,0.193121700424731,0.167216422124139,0.355608065890899,0.297231455656279,0.405114755436308,0.919957602052033,0.631050712640265,0.595011186990953,0.219945423061358
0.383833669751651,0.53789341336233,0.189775568253092,0.164548958512679,0.353241473210632,0.293134749073516,0.402620104185353,0.916992399909334,0.629096789061217,0.592134470351062,0.217929735351679
0.381856825795613,0.536381072611899,0.186516332727745,0.161949533447318,0.350912453195135,0.289123501307648,0.400162574632203,0.913967819623787,0.627163925740057,0.589288666895063,0.215953159052102
0.37990899495141,0.534887340979509,0.183341104966552,0.159415821293678,0.348620047313886,0.285195476674227,0.39774126993429,0.910884180871798,0.625251690778031,0.586473241858831,0.214014536878003
0.377989453537095,0.533411784533042,0.18024710829347,0.156945593950038,0.346363330948865,0.281348503891531,0.395355323560661,0.90774184321861,0.62335966578307,0.583687673655291,0.212112757467454
0.376097503571919,0.53195398438991,0.177231673533053,0.154536716105043,0.344141411855379,0.277580474409183,0.393003897967814,0.904541205818852,0.621487445296141,0.580931453440296,0.210246753100601
0.374232471589106,0.530513536024012,0.174292234494599,0.152187140750993,0.341953428708271,0.273889340743318,0.3906861833467,0.901282707063152,0.619634636248444,0.578204084696874,0.20841549755479
0.372393707516139,0.529090048612408,0.171426323641052,0.149894904938139,0.339798549727897,0.270273114823479,0.388401396436329,0.897966824171165,0.61780085744745,0.575505082836874,0.206618004086042
0.370580583618019,0.527683144418975,0.168631567937423,0.147658125756227,0.337675971380714,0.266729866355707,0.386148779399788,0.894594072731554,0.615985739089929,0.57283397481912,0.204853323528217
0.368792493499278,0.526292458212563,0.165905684873223,0.145474996530321,0.335584917149676,0.263257721205597,0.38392759875875,0.891165006189574,0.614188922300254,0.570190298783202,0.203120542501882
0.367028851160881,0.524917636717345,0.163246478653264,0.143343783218679,0.333524636370014,0.259854859804545,0.381737144382874,0.88768021528306,0.612410058692399,0.567573603698117,0.201418781725509
0.365289090108427,0.523558338093225,0.160651836551055,0.141262821001165,0.331494403126287,0.256519515581836,0.379576728530726,0.884140327427762,0.610648809954149,0.564983449025025,0.199747194422216
0.363572662508345,0.522214231444351,0.158119725418983,0.139230511047336,0.329493515206902,0.253249973424841,0.377445684939096,0.880546006053107,0.608904847452176,0.562419404393394,0.198104964815739
0.36187903838902,0.520884996353921,0.155648188349471,0.137245317453989,0.327521293112544,0.250044568169103,0.375343367957831,0.876897949889582,0.6071778518567,0.559881049289893,0.196491306709834
0.360207704883998,0.519570322443591,0.153235341481336,0.135305764342566,0.325577079115262,0.246901683119793,0.373269151727456,0.873196892209087,0.605467512784574,0.557367972759408,0.19490546214572
0.358558165514665,0.518269908955943,0.150879370945652,0.13341043310733,0.323660236365126,0.243819748605687,0.371222429397085,0.869443600019714,0.603773528459687,0.554879773117595,0.193346700132572
0.356929939509928,0.51698346435857,0.14857852994551,0.131557959805834,0.321770148041631,0.240797240566522,0.369202612380281,0.865638873216529,0.602095605389683,0.552416057674413,0.191814315446432
0.355322561160662,0.515710705968434,0.146331135964184,0.129747032683635,0.319906216547194,0.237832679174358,0.367209129646669,0.861783543690048,0.600433458058029,0.54997644246814,0.190307627493263
0.353735579206785,0.514451359595273,0.144135568096357,0.127976389825729,0.31806786274028,0.234924627489377,0.365241427047267,0.85787847439421,0.598786808630577,0.547560552009358,0.188825979232134
0.352168556255037,0.513205159202884,0.141990264497178,0.1262448169276,0.316254525205858,0.232071690150327,0.363298966671635,0.853924558375743,0.597155386675766,0.545168019034461,0.187368736154866
0.350621068225614,0.511971846587229,0.139893719944113,0.124551145179222,0.314465659561034,0.229272512099699,0.361381226235055,0.849922717766921,0.595538928897724,0.542798484268246,0.185935285318659
0.349092703825965,0.510751171070357,0.137844483506682,0.122894249255721,0.312700737793875,0.226525777343554,0.359487698494076,0.845873902743787,0.59393717888153,0.540451596195173,0.184525034428523
0.347583064050182,0.509542889209217,0.135841156319357,0.121273045408782,0.310959247633528,0.22383020774581,0.357617890688878,0.841779090452009,0.59234988684998,0.53812701083891,0.183137410966521
0.346091761702492,0.508346764518494,0.133882389453051,0.119686489653265,0.309240691949908,0.221184561856701,0.355771324010981,0.837639283902595,0.590776809431223,0.535824391549788,0.181771861365035
0.344618420943485,0.50716256720667,0.13196688188082,0.118133576043765,0.3075445881813,0.218587633775023,0.35394753309494,0.833455510839765,0.589217709436682,0.533543408799825,0.180427850221478
0.34316267685778,0.505990073924539,0.130093378533525,0.116613335036216,0.305870467788349,0.216038252043698,0.352146065532746,0.829228822583333,0.587672355648702,0.531283739984976,0.179104859552027
0.34172417504194,0.504829067525496,0.128260668441428,0.115124831929888,0.304217875733005,0.213535278578153,0.350366481409721,0.824960292847993,0.586140522617426,0.529045069234314,0.17780238808211
0.340302571211504,0.503679336836922,0.126467582957794,0.113667165385416,0.302586369981069,0.211077607626931,0.348608352860796,0.820651016541951,0.584621990466398,0.52682708722583,0.176519950571564
0.338897530826083,0.502540676442067,0.124712994060791,0.112239466014762,0.300975521027091,0.208664164763909,0.346871263646086,0.816302108547355,0.583116544706446,0.524629491008576,0.175257077172463
0.337508728731539,0.501412886471841,0.122995812730098,0.110840895039218,0.299384911440416,0.206293905911494,0.345154808744795,0.811914702485043,0.581623976057422,0.522451983830886,0.174013312817794
0.336135848818321,0.500295772405987,0.121314987394801,0.109470643011826,0.297814135431287,0.203965816394094,0.343458593966487,0.807489949466073,0.580144080277394,0.520294274974416,0.172788216639249
0.334778583695093,0.499189144883127,0.119669502449307,0.108127928600774,0.296262798435952,0.201678910021173,0.341782235578866,0.803029016832567,0.578676657998913,0.518156079593772,0.171581361412522
0.333436634376842,0.498092819519202,0.118058376834143,0.106811997430526,0.294730516719779,0.199432228199181,0.340125359951212,0.798533086890361,0.577221514572001,0.516037118561475,0.170392333028589
0.332109709986709,0.497006616733874,0.116480662678662,0.105522120977646,0.293216916997486,0.197224839071612,0.338487603212713,0.79400335563596,0.575778459913534,0.513937118318081,0.169220729989563
0.330797527470818,0.495930361584462,0.114935444002783,0.104257595518433,0.291721636069588,0.195055836686479,0.336868610924939,0.789441031480258,0.574347308362691,0.511855810727204,0.168066162927796
0.329499811325435,0.494863883607028,0.113421835475062,0.103017741125668,0.290244320474257,0.192924340190445,0.335268037767778,0.784847333971469,0.572927878542184,0.509792932935289,0.166928254146962
0.328216293335828,0.493807016664245,0.111938981224484,0.101801900711905,0.288784626153825,0.19082949304889,0.333685547238167,0.780223492519699,0.571519993224989,0.507748227235914,0.165806637183981
0.32694671232623,0.492759598799696,0.1104860537035,0.100609439116901,0.2873422181352,0.188770462291174,0.332120811361011,0.775570745125481,0.570123479206312,0.505721440938455,0.164700956390648
0.325690813920343,0.491721472098286,0.109062252599948,0.0994397422369143,0.285916770223506,0.186746437780365,0.330573510411697,0.770890337114638,0.568738167180541,0.503712326240948,0.163610866533963
0.324448350311858,0.490692482552453,0.107666803795605,0.0982922161937121,0.284507964708316,0.184756631506712,0.329043332649662,0.766183519881699,0.567363891622947,0.501720640106978,0.162536032414172
0.323219080044497,0.489672479933897,0.106298958369218,0.0971662865412753,0.28311549208185,0.182800276904155,0.327529974062477,0.761451549644092,0.566000490675924,0.499746144146438,0.161476128499609
0.322002767801103,0.488661317670553,0.104957991641984,0.0960613975082778,0.281739050768578,0.180876628189165,0.326033138119983,0.756695686209224,0.564647806039541,0.497788604500016,0.160430838577484
0.320799184201343,0.487658852728546,0.103643202263503,0.0949770112745366,0.280378346865675,0.178984959721227,0.324552535537976,0.751917191756522,0.563305682866223,0.495847791727269,0.159399855419796
0.319608105607596,0.486664945498898,0.102353911336381,0.0939126072797249,0.279033093893812,0.177124565384291,0.32308788405104,0.747117329636413,0.561973969659358,0.493923480698143,0.158382880463619
0.31842931393865,0.485679459688749,0.101089461577691,0.0928676815627366,0.277703012557818,0.175294757988524,0.321638908194075,0.742297363188133,0.560652518175676,0.492015450487817,0.157379623505027
0.31726259649082,0.484702262216877,0.0998492165156113,0.091841746130175,0.276387830516713,0.173494868691722,0.320205339092147,0.737458554578177,0.559341183331201,0.490123484274738,0.156389802405999
0.316107745766143,0.483733223113326,0.0986325597196473,0.0908343283525287,0.27508728216273,0.171724246439742,0.318786914258281,0.732602163661117,0.558039823110641,0.488247369241742,0.155413142813644
0.314964559307318,0.482772215422928,0.0974388940629042,0.0898449703866676,0.273801108408862,0.16998225742534,0.317383377398837,0.727729446864416,0.556748298480058,0.486386896480139,0.154449377891153
0.31383283953908,0.481819115112561,0.0962676410149517,0.0888732286233727,0.272529056484583,0.168268284564812,0.315994478226131,0.722841656098747,0.555466473302666,0.484541860896661,0.15349824805991
0.3127123936157,0.480873800981956,0.0951182399639029,0.087918673158679,0.271270879739354,0.16658172699185,0.314619972277997,0.717940037695283,0.554194214257634,0.482712061123154,0.152559500752213
0.311603033274343,0.47993615457789,0.0939901475663849,0.0869808872878776,0.270026337453571,0.164921999568046,0.313259620743958,0.713025831371255,0.552931390761757,0.480897299428946,0.151632890174107
0.310504574694013,0.479006060111622,0.092882837124148,0.0860594670210851,0.268795194656614,0.163288532409491,0.311913190297758,0.708100269225037,0.551677874893876,0.479097381635761,0.150718177077837
0.309416838359824,0.478083404379414,0.0917957979861138,0.0851540206193441,0.267577221951702,0.161680770428922,0.310580452935935,0.703164574761862,0.550433541321925,0.477312117035113,0.149815128543476
0.308339648932376,0.477168076686009,0.0907285349747271,0.0842641681502768,0.266372195347229,0.160098172892903,0.309261185822218,0.69821996195121,0.549198267232505,0.475541318308089,0.148923517769292
0.307272835121988,0.476259968770923,0.0896805678355255,0.0833895410623624,0.265179896094316,0.158540212993528,0.307955171137472,0.693267634316778,0.547971932262865,0.473784801447422,0.148043123870448
0.306216229567593,0.475358974737441,0.0886514307088933,0.0825297817769602,0.264000110530304,0.157006377434166,0.306662195934973,0.68830878405985,0.546754418435206,0.472042385681802,0.147173731685648
0.305169668720076,0.474464990984188,0.0876406716230159,0.0816845432972417,0.262832629927932,0.155496166028747,0.305382052000775,0.683344591216801,0.545545610093203,0.470313893402322,0.146315131591362
0.304132992729869,0.473577916139164,0.0866478520070992,0.0808534888332456,0.261677250349954,0.154009091314155,0.304114535718973,0.678376222851313,0.54434539384065,0.468599150090997,0.145467119323291
0.303106045338616,0.472697650996146,0.0856725462239587,0.0800362914423021,0.260533772508969,0.152544678175268,0.302859447941648,0.673404832281859,0.543153658482158,0.466897984251296,0.144629495804734
0.302088673774737,0.471824098453344,0.0847143411211288,0.0792326336841182,0.259402001632239,0.151102463482211,0.301616593863303,0.668431558344848,0.541970294965808,0.465210227340596,0.143802066981554
0.301080728652717,0.470957163454224,0.0837728355996819,0.0784422072898482,0.258281747331287,0.149681995739409,0.300385782899608,0.66345752469375,0.540795196327688,0.463535713704512,0.142984643663441
0.300082063875971,0.470096752930397,0.0828476401999855,0.077664712844509,0.257172823476083,0.14828283474604,0.299166828570286,0.658483839134445,0.539628257638236,0.461874280513034,0.142177041371197
0.299092536543129,0.469242775746505,0.0819383767036587,0.0768998594821336,0.256075048073611,0.146904551267482,0.297959548385956,0.653511592996921,0.538469375950326,0.460225767698414,0.141379080189774
0.298112006857603,0.468395142646996,0.0810446777510311,0.0761473645930833,0.25498824315066,0.145546726717397,0.296763763738797,0.64854186054337,0.537318450249015,0.458590017894738,0.140590584626814
0.297140338040293,0.467553766204734,0.0801661864734295,0.0754069535429742,0.253912234640644,0.144208952850065,0.295579299796855,0.64357569841265,0.536175381402901,0.456966876379133,0.139811383476449
0.29617739624531,0.466718560771355,0.0793025561396612,0.0746783594026926,0.252846852274301,0.142890831462642,0.29440598540188,0.638614145100992,0.535040072117017,0.455356191014568,0.139041309688136
0.295223050478584,0.4658894424293,0.0784534498160795,0.0739613226890078,0.251791929474114,0.14159197410697,0.293243652970518,0.633658220478751,0.533912426887215,0.453757812194162,0.138280200240309
0.294277172519252,0.465066328945459,0.0776185400396584,0.0732555911153118,0.250747303252298,0.140312001810636,0.292092138398766,0.62870892534294,0.532792351955971,0.452171592786998,0.137527896018638
0.293339636843703,0.464249139726363,0.0767975085035172,0.072560919352036,0.249712814112216,0.139050544806958,0.290951280969528,0.623767241005193,0.53167975526957,0.450597388085354,0.136784241698706
0.292410320552173,0.463437795774861,0.0759900457543727,0.0718770687963228,0.248688305953086,0.137807242273575,0.289820923263177,0.618834128914752,0.530574546436602,0.449035055753334,0.136049085632913
0.291489103297801,0.462632219648214,0.0751958509014127,0.0712038073505448,0.247673625977856,0.136581742079368,0.288700911070997,0.613910530315996,0.529476636687742,0.44748445577683,0.135322279741433
0.290575867218034,0.461832335417572,0.0744146313361129,0.0705409092092902,0.246668624604109,0.135373700539413,0.287591093311398,0.608997365939998,0.528385938836745,0.445945450414802,0.134603679407042
0.289670496868293,0.461038068628754,0.0736461024625374,0.0698881546544426,0.245673155377898,0.13418278217769,0.286491321948794,0.60409553572949,0.52730236724263,0.44441790415181,0.133893143373683
0.28877287915782,0.460249346264302,0.0728899874376867,0.0692453298580137,0.244687074890384,0.133008659497297,0.285401451915058,0.599205918596622,0.526225837772996,0.442901683651767,0.133190533648583
0.28788290328761,0.459466096706744,0.072146016921476,0.0686122266923896,0.243710242697171,0.131851012757889,0.284321341033438,0.594329372212807,0.525156267768433,0.441396657712886,0.132495715407799
0.287000460690348,0.458688249703034,0.0714139288359441,0.0679886425476802,0.242742521240253,0.130709529760121,0.283250849944857,0.589466732829934,0.524093576007991,0.439902697223767,0.131808556905043
0.286125444972288,0.457915736330108,0.0706934681333141,0.0673743801558668,0.24178377577244,0.129583905636833,0.282189842036509,0.584618815132154,0.523037682675671,0.438419675120601,0.131128929383656
0.285257751856979,0.457148488961529,0.069984386572542,0.066769247421464,0.240833874284203,0.128473842650763,0.28113818337265,0.579786412117456,0.521988509327892,0.436947466345451,0.130456706991604
0.284397279130789,0.456386441235171,0.0692864425040054,0.0661730572584185,0.239892687432829,0.127379049998565,0.280095742627533,0.574970295008167,0.520945978861908,0.435485947805585,0.129791766699374
0.283543926590143,0.45562952802191,0.0685994006620019,0.0655856274329888,0.238960088473806,0.126299243620903,0.279062391020373,0.570171213189523,0.519910015485141,0.434034998333819,0.129133988220656
