"Xyleborus obesus","Xyleborus glabratus","Coptoborus pseudotenuis","Xylosandrus compactus","Xylosandrus crassiusculus","Xyleborus seriatus","Xyleborus xylographus","Xylosandrus morigerus","Xyleborus affinis","Xyleborus germanus","Euwallacea validus"
0.214020138002158,0.994701281768142,0.849828780121255,0.529285597480945,0.746146788821028,0.405045823020909,0.862167591450798,0.758293618567455,0.661984679965953,0.587826939325855,0.793928439023797
0.208387633034191,0.994166488560221,0.842208832018004,0.522923426484857,0.742452785029796,0.398055223730601,0.852348301954647,0.753151390612709,0.658509397562761,0.582315467806057,0.787472931504558
0.203033414432808,0.993597026415964,0.834526402831782,0.516749918695048,0.738839123777856,0.391319178409035,0.842286141995279,0.748097708518479,0.655124732631875,0.576953899478379,0.781076362783619
0.197937671325846,0.992991864550925,0.826789538400665,0.510755814483483,0.735302174241774,0.384823546971458,0.831998608074654,0.743129767670246,0.651826011382105,0.571735008931604,0.774739452659068
0.193082411428394,0.992349983586587,0.819006001983629,0.504932499823262,0.73183856256649,0.378555243816545,0.821503570489349,0.738244907296084,0.648608922429502,0.56665208297232,0.768462790260928
0.188451258580971,0.991670376363288,0.811183272230471,0.499271947455756,0.728445147128388,0.372502139265816,0.810819161935629,0.733440599609389,0.645469479547249,0.561698872363996,0.762246846089141
0.184029276579212,0.990952048764854,0.803328542132894,0.493766664699381,0.725118996788319,0.366652972064375,0.799963669262306,0.728714440057395,0.642403989145716,0.5568695492356,0.756091982887784
0.179802815418434,0.990194020553955,0.795448718908084,0.48840964700577,0.721857371702933,0.360997271495512,0.788955429301058,0.724064138533914,0.639409021772841,0.552158669364735,0.749998465488771
0.175759376712785,0.989395326217111,0.787550424761514,0.483194336508668,0.718657706334637,0.355525287877905,0.777812729600947,0.719487511436378,0.636481387047128,0.547561138669231,0.743966469739813
0.171887495570469,0.988555015818187,0.779639998472503,0.478114584925741,0.715517594358933,0.350227930394066,0.766553714781878,0.714982474465093,0.633618111534114,0.543072183346477,0.737996090615975
0.168176636636157,0.98767215585914,0.771723497743893,0.47316462026859,0.712434775215622,0.345096711349108,0.75519629910429,0.710547036077353,0.630816419157159,0.538687323186269,0.732087349601184
0.164617102366724,0.986745830146726,0.76380670225604,0.468339016895216,0.709407122089533,0.340123696085127,0.743758085732309,0.706179291521414,0.628073713798736,0.534402347654335,0.726240201415058
0.161199951901046,0.985775140663775,0.75589511736494,0.46363266850525,0.706432631138819,0.335301457882963,0.732256293048062,0.701877417385568,0.62538756380197,0.530213294402945,0.720454540151149
0.157916929129806,0.984759208443608,0.74799397838463,0.459040763733645,0.703509411815646,0.330623037273058,0.720707688258282,0.697639666606292,0.622755688126423,0.52611642991438,0.714730204884724
0.154760398776174,0.983697174446072,0.740108255394939,0.454558764045204,0.700635678146504,0.326081905253584,0.709128528423075,0.693464363886705,0.620175943948713,0.522108232024367,0.70906698480141
0.15172328946997,0.982588200433658,0.732242658517008,0.450182383671832,0.697809740858042,0.321671929979086,0.697534508932619,0.68934990148283,0.617646315529088,0.51818537410735,0.703464623892167
0.148799042942398,0.981431469846056,0.724401643600853,0.445907571367938,0.695030000250087,0.31738734653852,0.685940719362141,0.685294735320431,0.615164904190542,0.51434471073481,0.697922825254977
0.145981568590271,0.980226188671504,0.71658941827131,0.441730493788042,0.692294939730757,0.313222729489246,0.674361606549803,0.681297381409722,0.612729919278482,0.510583264642708,0.692441255039241
0.143265202761806,0.978971586313204,0.708809948281095,0.437647520315053,0.68960311993985,0.309172967854528,0.662810944667003,0.677356412529162,0.610339669987005,0.506898214865287,0.687019546065051
0.140644672203563,0.97766691644906,0.701066964122276,0.433655209188762,0.68695317339621,0.305233242327441,0.65130181198627,0.673470455152867,0.607992557953067,0.503286885910538,0.681657301146144
0.138115061182597,0.976311457882937,0.693363967850129,0.429750294802096,0.684343799612979,0.301399004454666,0.639846573998663,0.669638186599103,0.605687070532834,0.499746737868064,0.676354096142404
0.135671781861453,0.974904515385638,0.685704240076179,0.425929676048354,0.681773760631576,0.297665957600097,0.628456872490038,0.66585833237981,0.60342177468549,0.496275357353421,0.671109482765202
0.13331054755803,0.973445420523725,0.678090847090033,0.422190405616146,0.679241876931283,0.294030039511249,0.61714362015339,0.662129663733321,0.601195311399268,0.492870449204427,0.665922991156559
0.131027348569,0.971933532474339,0.67052664807248,0.418529680140493,0.676747023676449,0.290487406331478,0.605917000292081,0.658450995324332,0.599006390602508,0.489529828854847,0.660794132261128
0.128818430275591,0.970368238824121,0.663014302365195,0.414944831128817,0.674288127267832,0.287034417918544,0.5947864711553,0.654821183096852,0.596853786509539,0.486251415319459,0.655722400008154
0.126680273285147,0.968748956350342,0.65555627676515,0.411433316589436,0.671864162168404,0.283667624345358,0.583760774441918,0.651239122267351,0.594736333357169,0.483033224731952,0.650707273319012
0.124609575391756,0.96707513178235,0.648154852814589,0.407992713298032,0.669474147977374,0.280383753472197,0.572847947510761,0.647703745446578,0.592652921492766,0.479873364383631,0.645748217954466
0.122603235165139,0.965346242541429,0.640812134060084,0.404620709644413,0.667117146729062,0.277179699491469,0.56205533884363,0.644214020879697,0.590602493779404,0.476770027216561,0.640844688214546
0.120658336999453,0.963561797457196,0.633530053256748,0.401315099007913,0.664792260395829,0.274052512356518,0.551389626320916,0.640768950795379,0.588584042287481,0.473721486729796,0.635996128502762
0.118772137473204,0.961721337458649,0.626310379496116,0.398073773615098,0.662498628576522,0.270999388015112,0.540856837887613,0.637367569855371,0.586596605245607,0.470726092261683,0.63120197476538
0.116942052888511,0.959824436238038,0.619154725238581,0.394894718838157,0.660235426353838,0.268017659376379,0.53046237420901,0.634008943696887,0.584639264226576,0.467782264615091,0.626461655815547
0.115165647872827,0.957870700885709,0.612064553233466,0.391776007896481,0.658001862305732,0.265104787947141,0.520211032939455,0.630692167560843,0.5827111415468,0.4648884919958,0.621774594551208
0.113440624939242,0.955859772494157,0.605041183311911,0.388715796927645,0.655797176657567,0.262258356079939,0.510107034253664,0.627416364999603,0.580811397859932,0.462043326237292,0.617140209075025
0.111764814912929,0.953791326729536,0.598085799039725,0.385712320397283,0.65362063956297,0.259476059780737,0.500154047317355,0.624180686658468,0.578939229927384,0.459245379287838,0.612557913723808
0.110136168141279,0.951665074368916,0.591199454219205,0.382763886820229,0.651471549502628,0.256755702029299,0.490355217401861,0.620984309125637,0.577093868550238,0.456493319938116,0.608027120014369
0.108552746414134,0.949480761801661,0.584383079230608,0.379868874767947,0.649349231791265,0.254095186569742,0.480713193375482,0.617826433845833,0.575274576648618,0.453785870769717,0.603547237512128
0.107012715528273,0.947238171493329,0.577637487205577,0.377025729139543,0.647253037183991,0.251492512132785,0.471230155331957,0.614706286093184,0.573480647475995,0.45112180530674,0.59911767462831
0.105514338437192,0.944937122410587,0.570963380026279,0.374232957675765,0.645182340574061,0.248945767054774,0.461907842143462,0.611623113999322,0.571711402957107,0.44849994535434,0.594737839351091
0.104055968933279,0.942577470405692,0.564361354145356,0.371489127697244,0.643136539774818,0.246453124261808,0.452747578751479,0.608576187633002,0.569966192139289,0.445919158509594,0.590407139915637
0.102636045814871,0.940159108559184,0.557831906223019,0.36879286304989,0.641115054379259,0.244012836590147,0.443750303033616,0.605564798127827,0.568244389747992,0.443378355831374,0.586124985417596
0.101253087495455,0.937681967479495,0.551375438578764,0.366142841241891,0.639117324691265,0.241623232416685,0.434916592107759,0.602588256854939,0.566545394838111,0.440876489657101,0.581890786374245
0.099905687016501,0.935146015558302,0.544992264456163,0.363537790758078,0.637142810723067,0.239282711575596,0.426246687956672,0.599645894637807,0.564868629533553,0.438412551555346,0.577703955237158
0.0985925074292208,0.93255125918053,0.538682613100149,0.360976488538655,0.63519099125399,0.236989741539345,0.417740522276348,0.596737061006427,0.563213537848144,0.435985570404183,0.573563906860001
0.0973122775138767,0.929897742887998,0.532446634647,0.3584577576104,0.633261362945982,0.234742853844177,0.409397740469819,0.593861123488478,0.561579584581623,0.433594610586092,0.569470058924749
0.0960637878082898,0.927185549495848,0.526284404827985,0.355980464859434,0.631353439511774,0.232540640741857,0.401217724725038,0.591017466935165,0.559966254284996,0.431238770290975,0.56542183232939
0.0948458869198734,0.924414800160966,0.520195929488289,0.353543518935532,0.629466750931904,0.230381752061029,0.39319961613056,0.588205492879629,0.558373050290073,0.428917179919569,0.561418651539961
0.0936574780979188,0.921585654401727,0.514181148923395,0.351145868278818,0.627600842717155,0.228264892262906,0.385342335796387,0.585424618925978,0.556799493798405,0.426629000580166,0.557459944909526
0.0924975160450156,0.918698310068547,0.508239942035609,0.348786499260363,0.625755275213206,0.226188817677318,0.3776446049594,0.58267427816712,0.55524512302531,0.424373422672142,0.55354514496653
0.091365003948419,0.915753003264794,0.502372130313875,0.346464434428943,0.623929622944612,0.224152333906257,0.37010496406341,0.579953918629723,0.553709492394982,0.422149664550326,0.549673688674794
0.090258990713912,0.912750008217766,0.496577481640361,0.344178730856764,0.622123473995402,0.222154293383108,0.362721790813132,0.577263002744724,0.552192171783065,0.419956971264688,0.545845017667216
0.0891785683862733,0.909689637099575,0.490855713927645,0.341928478577576,0.620336429423854,0.220193593076718,0.355493317209385,0.57460100684194,0.550692745803333,0.417794613370316,0.54205857845513
0.0881228697418646,0.906572239797871,0.485206498590594,0.339712799111059,0.618568102709153,0.2182691723303,0.348417645579599,0.571967420667422,0.549210813135417,0.41566188580297,0.538313822615116
0.0870910660401228,0.903398203636502,0.47962946385724,0.337530844067866,0.616818119227851,0.216380010825957,0.341492763623498,0.569361746922281,0.547745985890753,0.413558106815945,0.534610206954921
0.0860823649218844,0.900167953046318,0.474124197923119,0.335381793830096,0.615086115758187,0.21452512666634,0.334716558498544,0.566783500821806,0.546297889014159,0.411482616974228,0.530947193660054
0.0850960084435056,0.896881949186458,0.468690251953722,0.333264856302398,0.613371740010477,0.212703574565596,0.328086829973634,0.564232209673783,0.544866159718642,0.409434778202293,0.527324250422469
0.0841312712366764,0.893540689516593,0.463327142939755,0.331179265729229,0.611674650181922,0.210914444142355,0.321601302682602,0.561707412474963,0.543450446951239,0.407413972882109,0.523740850552691
0.0831874587846756,0.890144707320714,0.458034356409995,0.329124281574122,0.609994514534307,0.209156858308076,0.315257637511454,0.559208659524735,0.542050410887849,0.405419602998217,0.520196473076617
0.0822639058065836,0.886694571183209,0.452811349006587,0.327099187457142,0.608331010993163,0.207429971744536,0.30905344215501,0.55673551205508,0.540665722455177,0.403451089326945,0.516690602818141
0.0813599747416639,0.883190884418053,0.447657550927618,0.325103290146941,0.606683826767078,0.205732969464747,0.302986280879832,0.554287541875984,0.539296062878056,0.40150787066705,0.513222730468684
0.0804750543267622,0.879634284452099,0.442572368241794,0.32313591860412,0.60505265798594,0.204065065451959,0.297053683531001,0.55186433103549,0.537941123250529,0.399589403109263,0.509792352644612
0.0796085582601474,0.876025442163559,0.437555185080043,0.321196423072794,0.603437209356976,0.202425501371842,0.291253153820655,0.549465471493664,0.536600604129201,0.397695159342391,0.506398971933484
0.0787599239457417,0.872365061176874,0.432605365708811,0.319284174217513,0.601837193837517,0.200813545353249,0.285582176936114,0.547090564809762,0.535274215147495,0.395824627993807,0.503042096929973
0.0779286113121686,0.868653877115303,0.427722256489721,0.317398562302852,0.600252332323531,0.199228490833331,0.280038226505072,0.544739221841957,0.533961674649499,0.393977313002292,0.499721242262279
0.0771141017014809,0.864892656812634,0.422905187730278,0.315538996413179,0.598682353352986,0.197669655463033,0.274618770954741,0.542411062458982,0.532662709342236,0.392152733021334,0.496435928609766
0.0763158968228319,0.861082197485583,0.418153475430109,0.313704903710294,0.597126992823203,0.196136380069307,0.269321279301027,0.540105715263132,0.531377053965249,0.390350420851137,0.493185682712523
0.0755335177667143,0.857223325868459,0.413466422927234,0.311895728726751,0.595585993721399,0.19462802767063,0.264143226402823,0.537822817324066,0.530104450976453,0.388569922897681,0.489970037373493
0.0747665040757255,0.853316897311859,0.408843322448681,0.310110932692853,0.59405910586768,0.193143982542617,0.259082097715405,0.535562013922887,0.528844650253314,0.386810798657313,0.486788531453767
0.0740144128681236,0.84936379484716,0.404283456569704,0.308349992895417,0.592546085669784,0.191683649330798,0.254135393575693,0.533322958306025,0.527597408808454,0.385072620225421,0.483640709861606
0.0732768180107149,0.845364928218707,0.399786099585732,0.306612402066551,0.591046695888934,0.19024645220775,0.249300633050871,0.531105311448457,0.526362490518847,0.383354971827858,0.480526123535709
0.0725533093378723,0.841321232885658,0.395350518801024,0.304897667800769,0.589560705416186,0.188831834072038,0.244575357380477,0.528908741825827,0.525139665867834,0.381657449373873,0.477444329423208
0.0718434919137173,0.837233668995487,0.390975975737962,0.303205311998913,0.588087889058712,0.187439255786525,0.23995713304073,0.526732925195064,0.523928711699225,0.379979660029347,0.474394890452843
0.0711469853347146,0.833103220331248,0.386661727270699,0.301534870337415,0.586628027335476,0.186068195453823,0.235443554458449,0.524577544383106,0.522729410982822,0.378321221809269,0.471377375503734
0.0704634230701259,0.828930893234717,0.382407026686822,0.29988589176154,0.585180906281817,0.184718147726752,0.231032246400528,0.522442289083364,0.521541552590713,0.376681763188394,0.46839135937014
0.069792451837952,0.824717715507594,0.378211124680538,0.298257938001333,0.583746317262456,0.18338862315186,0.226720866063545,0.520326855659578,0.520364931083761,0.375060922729132,0.465436422722566
0.069133731014162,0.820464735292979,0.374073270280756,0.296650583109076,0.582324056792504,0.182079147544153,0.222507104886709,0.518230946956744,0.519199346507719,0.373458348725758,0.462512152065558
0.0684869320731593,0.816173019939367,0.36999271171734,0.295063413017113,0.580913926366048,0.180789261391297,0.218388690110027,0.516154272118794,0.518044604198462,0.371873698864087,0.459618139692496
0.0678517380575789,0.811843654849415,0.365968697228656,0.293496025115002,0.579515732291928,0.179518519285693,0.214363386098258,0.514096546412732,0.516900514595842,0.370306639895821,0.456753983637673
0.067227843075644,0.807477742315782,0.362000475813424,0.291948027844985,0.578129285536348,0.178266489382896,0.210428995449958,0.51205749105896,0.515766893065711,0.368756847326808,0.453919287625943
0.0666149518244259,0.803076400346302,0.358087297929793,0.290419040314852,0.576754401571968,0.177032752884952,0.206583359909718,0.510036833067515,0.514643559729686,0.367224005118515,0.451113661020176
0.0660127791374687,0.798640761480799,0.354228416144367,0.288908691927309,0.575390900233167,0.17581690354734,0.202824361100507,0.508034305079973,0.51353033930225,0.36570780540204,0.448336718766763
0.0654210495553407,0.794171971601796,0.350423085733886,0.287416622025015,0.574038605577161,0.17461854720823,0.199149921091929,0.50604964521678,0.512427060934808,0.364207948204045,0.445588081339379
0.0648394969177714,0.789671188741413,0.346670565242076,0.285942479550533,0.572697345750698,0.173437301338917,0.195558002819125,0.504082596929781,0.511333558066355,0.362724141184014,0.442867374681222
0.064267863976122,0.785139581886654,0.342970116994115,0.284485922720417,0.571366952862051,0.17227279461429,0.19204661036603,0.502132908859736,0.5102496682804,0.361256099382274,0.440174230145895
0.0637059020250191,0.780578329785331,0.339321007571036,0.283046618712784,0.570047262858073,0.171124666502327,0.188613789125743,0.500200334698616,0.509175233167857,0.359803544978274,0.437508284437119
0.0631533705520566,0.775988619754773,0.33572250824629,0.281624243367674,0.568738115406046,0.169992566871607,0.185257625849828,0.498284633056478,0.508110098195583,0.3583662070586,0.434869179547431
0.0626100369045445,0.771371646495467,0.332173895386594,0.280218480899619,0.567439353780127,0.168876155615937,0.181976248597533,0.496385567332747,0.507054112580298,0.356943821394282,0.432256562696028
0.0620756759723446,0.766728610911718,0.328674450819072,0.278829023621804,0.566150824752149,0.167775102295221,0.178767826595061,0.494502905591713,0.506007129167625,0.355536130226938,0.429670086265871
0.0615500698858979,0.762060718941349,0.325223462166638,0.277455571681281,0.564872378486592,0.166689085791748,0.175630570014295,0.492636420442092,0.504969004315983,0.354142882063338,0.427109407740206
0.0610330077286022,0.757369180396429,0.321820223153439,0.276097832804725,0.563603868439535,0.165617793981133,0.172562729679622,0.490785888920466,0.503939597785126,0.352763831478002,0.424574189638605
0.0605242852627537,0.752655207816932,0.318464033882107,0.274755522054216,0.562345151261387,0.164560923417184,0.169562596710863,0.488951092378483,0.502918772629089,0.351398738923454,0.422064099452632
0.0600237046683116,0.747920015339161,0.315154201084496,0.273428361592596,0.561096086703246,0.163518179030003,0.166628502109641,0.487131816373637,0.501906395093329,0.350047370547778,0.419578809581251
0.0595310742937956,0.743164817580731,0.311890038347472,0.272116080457957,0.559856537526715,0.162489273836683,0.163758816295972,0.485327850563511,0.500902334515882,0.348709498019139,0.417117997266056
0.0590462084186627,0.73839082854377,0.308670866315259,0.270818414346838,0.558626369417026,0.161473928663982,0.160951948601268,0.483538988603351,0.49990646323233,0.347384898356966,0.414681344526419
0.0585689270265534,0.733599260537983,0.305496012869776,0.269535105405731,0.557405450899306,0.160471871882402,0.158206346723446,0.481765028046821,0.498918656484414,0.346073353769477,0.412268538094624
0.0580990555888329,0.728791323125092,0.30236481329031,0.268265902030537,0.556193653257889,0.159482839151115,0.155520496149369,0.480005770249852,0.497938792332118,0.344774651497286,0.409879269351078
0.0576364248578869,0.723968222086094,0.299276610393816,0.26701055867359,0.554990850458486,0.158506573173245,0.152892919549365,0.478261020277443,0.496966751569076,0.343488583662798,0.407513234259643
0.0571808706696651,0.71913115841272,0.296230754657063,0.265768835657942,0.553796919073143,0.157542823460986,0.150322176148192,0.476530586813312,0.496002417641138,0.342214947125153,0.405170133303176
0.0567322337549916,0.714281327324323,0.293226604321772,0.264540498998555,0.552611738207832,0.156591346110122,0.147806861076394,0.4748142820723,0.495045676567965,0.340953543340475,0.402849671419315
0.0562903595591967,0.709419917311407,0.290263525483856,0.263325320230131,0.551435189432573,0.155651903583491,0.145345604705678,0.473111921715412,0.494096416867516,0.339704178227184,0.400551557936571
0.0558550980696412,0.704548109206868,0.287340892167781,0.262123076241257,0.550267156713991,0.154724264502997,0.142937071971565,0.471423324767407,0.493154529483297,0.338466662036172,0.39827550651077
0.0554263036507388,0.699667075285937,0.284458086387046,0.260933549114623,0.549107526350187,0.153808203449765,0.140579961686308,0.469748313536851,0.492219907714248,0.337240809225616,0.396021235061898
0.0550038348860949,0.694777978395728,0.281614498191694,0.259756525973026,0.547956186907845,0.152903500772068,0.138273005844749,0.468086713538529,0.491292447147161,0.336026438340238,0.393788465711373
0.0545875544274119,0.689881971115197,0.278809525703743,0.258591798830924,0.546813029161468,0.152009942400683,0.136014968925551,0.466438353418141,0.490372045591518,0.334823371894837,0.391576924719791
0.0541773288498219,0.684980194946227,0.276042575141359,0.257439164451315,0.545677946034667,0.151127319671332,0.133804647189993,0.464803064879204,0.489458603016639,0.333631436261883,0.389386342425178
0.0537730285133326,0.680073779536464,0.273313060832565,0.25629842420769,0.544550832543412,0.1502554291539,0.131640867980286,0.463180682612076,0.488552021491048,0.332450461563045,0.387216453181773
0.0533745274300881,0.675163841934421,0.270620405219214,0.255169383950874,0.54343158574117,0.149394072488115,0.129522489019177,0.461571044225024,0.487652205123962,0.331280281564451,0.385066995299366
0.0529817031371602,0.670251485877314,0.267964038851931,0.254051853880538,0.542320104665855,0.148543056225428,0.127448397712422,0.45997399017728,0.486759060008815,0.330120733575551,0.382937710983231
0.052594436574607,0.665337801111966,0.265343400376684,0.252945648421191,0.54121629028851,0.147702191676794,0.125417510455508,0.458389363714001,0.485872494168727,0.328971658351438,0.380828346274654
0.0522126119685436,0.660423862749064,0.262757936513606,0.251850586102467,0.540120045463666,0.146871294766113,0.123428771945896,0.456817010803069,0.484992417503847,0.327832899998461,0.378738650992081
0.0518361167189893,0.655510730650926,0.26020710202865,0.250766489443538,0.5390312748813,0.146050185889094,0.121481154501864,0.455256780073681,0.484118741740481,0.32670430588303,0.376668378672921
0.0514648412922631,0.650599448852925,0.257690359698633,0.249693184841481,0.537949885020332,0.145238689777282,0.119573657388925,0.453708522756656,0.48325138038195,0.325585726543466,0.374617286515989
0.0510986791177165,0.645691045018548,0.255207180270192,0.248630502463433,0.536875784103616,0.144436635367054,0.11770530615466,0.452172092626398,0.482390248661082,0.324477015604777,0.372585135324622
0.0507375264885998,0.640786529928075,0.252757042413135,0.247578276142401,0.53580888205434,0.143643855673356,0.115875151972713,0.450647345944479,0.481535263494301,0.32337802969625,0.370571689450477
0.0503812824668719,0.635886897000728,0.25033943266865,0.246536343276561,0.534749090453806,0.142860187667996,0.114082270996567,0.449134141404759,0.48068634343723,0.322288628371746,0.368576716738008
0.0500298487917704,0.630993121850119,0.247953845392817,0.245504544731921,0.533696322500527,0.142085472162283,0.112325763723652,0.447632340080027,0.479843408641754,0.321208674032594,0.36659998846965
0.0496831297919721,0.626106161872708,0.245599782695807,0.244482724748213,0.532650492970593,0.141319553693843,0.110604754370239,0.446141805370073,0.479006380814484,0.320138031852977,0.364641279311692
0.0493410323011798,0.621226955868974,0.243276754377177,0.243470730847886,0.531611518179256,0.140562280417445,0.108918390257511,0.444662402951183,0.478175183176573,0.319076569707725,0.362700367260868
0.0490034655769802,0.616356423696895,0.2409842778576,0.242468413748081,0.530579315943694,0.139813503999651,0.107265841209105,0.443194000726984,0.477349740424822,0.318024158102419,0.360777033591653
0.0486703412228283,0.611495465957298,0.238721878107385,0.241475627275474,0.529553805546906,0.139073079517158,0.105646298960402,0.441736468780605,0.476529978694033,0.316980670105706,0.358871062804278
0.0483415731130163,0.606644963710588,0.236489087572084,0.240492228283873,0.528534907702698,0.13834086535866,0.104058976579737,0.44028967932811,0.475715825520566,0.315945981283766,0.356982242573452
0.0480170773204974,0.601805778224315,0.234285446095507,0.239518076574471,0.527522544521725,0.137616723130104,0.102503107901681,0.438853506673172,0.474907209807032,0.314919969636829,0.355110363697807
0.0476967720474366,0.596978750750968,0.232110500840399,0.238553034818649,0.526516639478535,0.136900517563196,0.100977946972492,0.437427827162922,0.474104061788113,0.313902515537673,0.35325522005006
0.0473805775583716,0.592164702335383,0.229963806207061,0.237596968483234,0.525517117379604,0.136192116427023,0.0994827675077963,0.436012519144974,0.473306312997435,0.312893501672036,0.351416608527888
0.0470684161158675,0.587364433651087,0.227844923750138,0.236649745758118,0.524523904332303,0.135491390442682,0.0980168623625053,0.434607462925558,0.472513896235474,0.311892812980857,0.349594329005512
0.0467602119185612,0.582578724864849,0.225753422093827,0.23571123748616,0.523536927714776,0.134798213200776,0.0965795430129664,0.433212540728731,0.471726745538449,0.310900336604296,0.347788184286003
