"Xyleborus obesus","Ambrosiodmus obliquus","Xylosandrus morigerus","Coptoborus pseudotenuis","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xylosandrus compactus","Xylosandrus crassiusculus","Xyleborus posticus","Euwallacea validus","Ambrosiodmus rubricollis","Xyleborus seriatus","Xyleborus glabratus","mutillatus","Xyleborus affinis","Xyleborinus saxeseni","Xyleborus germanus","Xyleborus ferrugineus","Xyleborus xylographus","Sampsonius dampfi"
0.326045755878124,0.329385969816917,0.778895989570459,0.914221540745311,0.66062373415641,0.629777482840589,0.624499829289048,0.770344659240065,0.368590183482818,0.810711773218281,0.784737163742602,0.488929476270383,0.999113705069986,0.624623797989763,0.664325568547555,0.613138338071216,0.613236616166201,0.678904697186062,0.947929864028251,0.752388409302029
0.312538063453857,0.317482092935591,0.770870125773814,0.906090628523199,0.650414703869199,0.609758676868589,0.613427169144599,0.764172150155697,0.357853506394257,0.800878904489416,0.769717049082462,0.476096387920531,0.998943741887372,0.609958186597615,0.658397481435961,0.602412575677553,0.604102667458537,0.670705564191881,0.940635101899127,0.733773125974546
0.300046918269359,0.306437201663947,0.763091874225335,0.89777049585749,0.640629013520468,0.590474801042009,0.602844055795372,0.758228749841078,0.347826872950718,0.791229119128856,0.75484693626862,0.463986028998555,0.99875310950411,0.59589980801061,0.652744027935726,0.592175332567766,0.595395215000498,0.662852917466526,0.93286305153418,0.715365116686697
0.288464711153285,0.296160190963776,0.755546121129791,0.889280005418661,0.631235823010199,0.571918394512328,0.592714005823918,0.752496709551947,0.338437573317597,0.781760220194218,0.740152530348155,0.452535897258978,0.998540595010604,0.582415191020912,0.647340482481706,0.582388648998587,0.587078526372636,0.655319063019287,0.924626448278187,0.69721150342031
0.277698212525784,0.286572524018209,0.748219248410293,0.88063723668273,0.622207617566971,0.554076969032025,0.583004461835677,0.74696040666182,0.329622881245977,0.772469701967463,0.725655517399581,0.441690772220283,0.998304985646335,0.569472917374986,0.642165393443112,0.573018827215274,0.579121236807461,0.648079621297551,0.915940224208022,0.679351752006808
0.267666288921373,0.277606120941035,0.741098924596854,0.871859495390785,0.613519727721014,0.536934236808659,0.573686234011142,0.74160600410474,0.321328350723581,0.76335481900762,0.711374013944422,0.431401649969579,0.998045069577664,0.557043524047267,0.637200020324959,0.564035801820898,0.571495650822717,0.641113001697184,0.906821334405747,0.66181843770461
0.258298033939954,0.269201661961648,0.734173933262393,0.862963322394011,0.605149935988315,0.520471108823095,0.564733040577122,0.736421177128156,0.313506457119543,0.75441264221819,0.697322970781019,0.421624865148431,0.997759636685484,0.54509939793933,0.632427888224128,0.555412625239153,0.564177180550048,0.634399979684069,0.897288571512358,0.644637973106938
0.249531230034525,0.261307212624766,0.727434030877779,0.853964502651546,0.59707815158209,0.504666502779057,0.556121126305358,0.731394891729165,0.306115502834323,0.74564010460543,0.683514536132482,0.412321361800878,0.997447479365054,0.533614667859594,0.627834431175282,0.547125043343629,0.557143889407227,0.627923352980317,0.887362370567674,0.627831292781746
0.24131107587625,0.253877101512597,0.720869827991993,0.844878074894267,0.589286139106061,0.489497993570322,0.547828943238573,0.726517223271874,0.299118728302401,0.737034038774703,0.669958382219129,0.403456083697367,0.997107393339859,0.52256509703257,0.623406703761412,0.539151142522964,0.550376117934998,0.621667659418293,0.877064606433719,0.611414491036244
0.23358912808069,0.246870997708222,0.714472689105825,0.835718342280739,0.581757290529204,0.474942333814753,0.539836881539013,0.721779206698592,0.292483584047554,0.728591207750544,0.656661998801958,0.394997461351725,0.996738178490838,0.511927978271552,0.619133145770177,0.531471053921491,0.543856174423948,0.615618943428669,0.866418386287095,0.595399410917183
0.226322416883798,0.24025314752013,0.708234647674898,0.826498884233577,0.574476432190804,0.460975867475406,0.532127041075799,0.717172711840567,0.286181130227793,0.720308330362428,0.643630956821071,0.386916977892046,0.996338639702005,0.501682033171841,0.615003388515654,0.524066703868134,0.537568077143199,0.609764561272861,0.855447839758798,0.579794183981028
0.219472703709856,0.233991739140985,0.702148333467777,0.817232569542803,0.567429660402737,0.447574855755906,0.524683036398598,0.712690338858448,0.280185537970667,0.712182102178797,0.630869144922511,0.379188799690493,0.995907587723112,0.491807316140078,0.611008094210957,0.516921601935548,0.531497338044801,0.60409301742831,0.844177909307005,0.56460372150142
0.213005855064738,0.228058370792944,0.696206910097247,0.807931570748172,0.560604200582325,0.43471573122308,0.51748982928002,0.708325329967932,0.274473672627341,0.704209212773774,0.618378981397666,0.371789460522403,0.995443840049787,0.482285123698826,0.607138821797332,0.510020659897004,0.525630780086516,0.598593826236777,0.832634143338843,0.549830158648383
0.206891312258158,0.222427603130449,0.690404020992019,0.798607379758374,0.553988285888137,0.422375293389607,0.51053358418197,0.704071494446596,0.269024743440421,0.69638635995791,0.60616160383157,0.364697590239269,0.994946221821285,0.473097909245517,0.60338791412934,0.503350036235808,0.51995638201674,0.593257394201048,0.820842494461637,0.535473253806392
0.201101640439611,0.217076580664744,0.684733742420704,0.789270824626801,0.547571052129428,0.410530856708534,0.503801542906816,0.699923144552997,0.263820007425465,0.688710261484869,0.594217038557395,0.357893680666298,0.994413566735799,0.464229203267293,0.599748402533443,0.496897001927535,0.514463145754622,0.58807491928163,0.808829125053496,0.521530745631904
0.195612143574555,0.211984710055098,0.679190542446653,0.779932087377255,0.541342446339468,0.399160360024353,0.49728191540009,0.695875040473859,0.258842517791319,0.68117766465186,0.582544351836505,0.351359882791969,0.993844717983081,0.455663538894327,0.596213925602379,0.490649824041562,0.509140982485641,0.583038304284599,0.796620222108762,0.507998670719988
0.190400534479689,0.207133385506553,0.673769244900921,0.77060072275618,0.535293146888074,0.388242444934943,0.490963784226562,0.691922342788743,0.254076909170676,0.673785354136951,0.571141784521532,0.345079830391533,0.993238529193947,0.447386382596832,0.592778659733049,0.484597664354733,0.503980614355849,0.578140082003219,0.784241823047293,0.494871644886558
0.185446651022908,0.20250575338914,0.668464997625075,0.761285677778248,0.529414493391718,0.377756509195488,0.484837020681653,0.688060571232086,0.249509213444753,0.666530158356502,0.560006871811118,0.339038486083391,0.992593865406041,0.439384069783154,0.58943725941297,0.478730490680017,0.498973489242838,0.573373350221411,0.771719653888972,0.48214311110643
0.180732211185,0.198086509671549,0.66327324436635,0.75199531192801,0.52369842498446,0.367682740196917,0.478892210851752,0.684285568760286,0.245126701130258,0.659408954577804,0.549136549567179,0.333222006505377,0.991909604045146,0.431643745029425,0.586184805646955,0.473038999018401,0.49411170654899,0.568731715037304,0.759078980896767,0.469805557102792
0.17624060096098,0.193861724934874,0.658189699812412,0.742737417880364,0.518137425757327,0.358002132641197,0.473120590219945,0.680593470111507,0.240917744230952,0.652418672982806,0.538527248537736,0.327617623853822,0.9911846359211,0.424153306658923,0.583016761218575,0.467514544966954,0.489387952332857,0.564209241242387,0.746344476492908,0.457850705481802
0.17195669011446,0.189818692667909,0.653210327337471,0.733519242605852,0.512724476371074,0.348696493782772,0.467513985642794,0.676980674189149,0.236871697197748,0.645556299846862,0.528174977709584,0.322213541479935,0.990417866237329,0.416901355387164,0.57992893172015,0.462149083077773,0.484795442389876,0.559800408712986,0.733540099961666,0.446269679164165
0.167866671639388,0.185945797296721,0.64833131910009,0.724347508732379,0.507453011007532,0.339748438983608,0.462064763710583,0.67344381971481,0.232978793234005,0.638818879970201,0.518075397904886,0.316998841607006,0.989608215612801,0.409877146753503,0.57691743147515,0.456935113074856,0.480327872130773,0.555500073948479,0.720688993176282,0.435053144697592
0.163957921469251,0.182232399007503,0.643549078189129,0.715228436042222,0.502316878955734,0.331141379816468,0.456765784656559,0.669979763689168,0.229230053659131,0.632203518478136,0.508223886633674,0.311963403534976,0.988754621115138,0.403070547069365,0.573978653629118,0.451865632009366,0.475979372297678,0.551303436034232,0.707813391332515,0.424191435851016
0.160218875535432,0.178668732913595,0.638860202560305,0.706167762991629,0.497310310236715,0.322859506528698,0.451610361106902,0.666585562274466,0.225617208428795,0.625707382088064,0.498615595119868,0.307097830948928,0.987856037303484,0.396471992625492,0.571109243807787,0.446934091575961,0.471744469713741,0.547206006424031,0.694934548441504,0.413674659701768
0.15663892173814,0.175245820518509,0.63426147054397,0.697170768149462,0.492427884759834,0.314887766331545,0.446592221067742,0.663258453773611,0.222132626223212,0.619327699926346,0.489245498331416,0.302393387155366,0.986911437279617,0.390072451914527,0.568306076840434,0.442134359930307,0.467618052389415,0.543203582032225,0.682072677133401,0.403492787237046
0.153208304774415,0.171955391755246,0.629749827736316,0.688242291460879,0.487664504577399,0.307211838694784,0.441705474632624,0.659995843431329,0.218769252770719,0.613061763965651,0.480108438765119,0.297841937242688,0.985919813745696,0.383863390640059,0.565566236127433,0.437460687445259,0.4635953384132,0.539292221204336,0.669246902152015,0.393635730305452
0.149918042083398,0.168789816152389,0.625322375112669,0.679386755251716,0.48301536886605,0.299818108592537,0.43694458396666,0.656795289824352,0.215520556283919,0.60690692914281,0.471199164663362,0.293435896306612,0.984880180066926,0.377836739298331,0.562886995297253,0.432907675924283,0.459671848141107,0.535468222199702,0.656475226780475,0.38409340657661
0.146759849431559,0.165742041900699,0.620976358223664,0.67060818489882,0.47847595131505,0.292693638454677,0.432304336184807,0.653654492642099,0.212380479058849,0.600860613208413,0.462512363272793,0.289168183002357,0.983791571337352,0.371984863133664,0.560265801852765,0.428470250858627,0.455843379270805,0.531728103873611,0.643774511327897,0.374855793998873
0.143726074879538,0.162805541779165,0.616709157353805,0.661910229100904,0.474041979645206,0.285826139421568,0.427779818793365,0.650571281687995,0.209343394431114,0.594920296351856,0.454042689693784,0.285032177787491,0.982653045446863,0.366300534283174,0.557700262551844,0.424143636371787,0.452105984446245,0.528068588291267,0.63116046272628,0.365912976088372
0.140809640055585,0.159974265053731,0.612518278537674,0.653296179693475,0.469709417018904,0.279203942372196,0.423366397407503,0.647543606955609,0.206404068402302,0.589083520639251,0.445784791813682,0.281021685305592,0.981463684147456,0.360776905940118,0.555188130304785,0.419923332543002,0.448455951088607,0.524486585043574,0.618647634233265,0.357255179237715
0.138003987814529,0.157242594590837,0.608401345342525,0.644768990959894,0.465474445133018,0.272815969091609,0.419059695494826,0.644569529653936,0.203557625349646,0.5833478892962,0.437733331766238,0.277130900434099,0.9802225941167,0.355407488378392,0.552727292402395,0.415805094842301,0.444889783191493,0.520979177066363,0.606249434207603,0.34887280309979
0.135303035490938,0.154605308536154,0.604356091337425,0.63633129839863,0.46133344881305,0.266651703859078,0.414855575926719,0.641647214073212,0.200799517315508,0.577711065862821,0.429883004313635,0.273354377582041,0.978928908016269,0.350186126692986,0.550315759914817,0.411784915444319,0.441404184853839,0.517543607791419,0.593978142917489,0.340756444981107
0.132701133064687,0.152057545999942,0.600380353178905,0.62798543691422,0.457283001949588,0.260701165669848,0.410750124146367,0.638774920196991,0.198125496443556,0.572170773244558,0.422228552505973,0.269687002876542,0.977581785543373,0.345106980122718,0.547951658123288,0.407859006217716,0.437996045354103,0.51417726948031,0.581844936354313,0.332896919069585
0.130193025650101,0.149594776267409,0.596472064251529,0.619733458406301,0.453319854637718,0.254954881247965,0.406739632785692,0.635950996978548,0.195531590187898,0.566724792678881,0.414764780935532,0.26612396892259,0.976180414472841,0.340164502832318,0.545633217865647,0.404023783212375,0.434662425594839,0.510877692611315,0.569859916052963,0.325285271223019
0.127773819798743,0.147212771117638,0.592629248809025,0.611577148737394,0.449440921396777,0.249403858963143,0.402820587583558,0.633173876210019,0.19301407897176,0.561370962635152,0.407486566869218,0.262660751859676,0.974724011687554,0.335353426040794,0.543358767692241,0.400275852488313,0.431400545768652,0.50764253620618,0.558032143961537,0.317912789956011
0.125438953173243,0.144907579890079,0.588850016567911,0.603518044065802,0.445643270362348,0.244039563728882,0.39898965447495,0.630442066921715,0.190569476015029,0.556107177662449,0.400388869512145,0.259293090472673,0.973211824194905,0.330668741392253,0.541126726742311,0.396611997149016,0.428207774115141,0.504469578997537,0.546369681455445,0.31077101418409
0.123184167207037,0.142675506984802,0.585132557710986,0.59555744653517,0.441924113354944,0.238853892930588,0.395243667735931,0.627754150256652,0.188194509086483,0.550931387198026,0.393466737627821,0.256016967143408,0.971643130126905,0.326105685473725,0.538935598262442,0.393029165458101,0.425081616654526,0.501356711349918,0.534879631650735,0.303851738213408
0.121005482414166,0.14051309152313,0.581475138262808,0.587696439316804,0.438280796740701,0.233839153409894,0.391579619082219,0.625108774771972,0.185886103967672,0.545841594347223,0.386715315715774,0.25282859045463,0.970017239721537,0.321659725392373,0.536783963698462,0.389524459932247,0.422019707797425,0.498301927857745,0.523568184236691,0.297147014401967
0.118899176055606,0.13841708892986,0.577876095803378,0.579935901004984,0.434710793008911,0.228988039513638,0.387994647630684,0.622504652124648,0.183641369442188,0.540835854644124,0.380129848925352,0.249724379279929,0.968333496282941,0.31732654533158,0.534670477300643,0.386095127315548,0.419019801742202,0.49530332055268,0.512440662116176,0.290649153863047
0.116861761905005,0.136384454228053,0.574333835489908,0.572276519369053,0.431211692999471,0.224293612202169,0.384486030642982,0.619940553103777,0.181457583647046,0.535912274800837,0.373705686864567,0.246700948212247,0.966591277117998,0.313102034011966,0.532593861189296,0.382738549351067,0.41607976458162,0.492359072660541,0.501501569212065,0.284350725532736
0.114889971888167,0.134412326863001,0.570846826359679,0.564718804469217,0.42778119872058,0.219749279201054,0.381051174979288,0.617415303976081,0.179332181642723,0.531069011452126,0.367438286445138,0.243755094200202,0.964789994446872,0.308982272989386,0.530552900834167,0.379452234274633,0.413197567049495,0.489467452854791,0.490754638867734,0.278244553880472
0.112980739397816,0.132498016894138,0.567413597889807,0.557263101145679,0.424417116703371,0.215348776172218,0.377687609197747,0.614927783114951,0.177262744075559,0.52630426990111,0.36132321388899,0.240883784275969,0.962929096285084,0.304963525727501,0.528546440906441,0.376233808964084,0.410371277845866,0.486626809959512,0.480202882337802,0.272323715503707
0.111131184108741,0.13063899241283,0.564032736792169,0.549909600893052,0.421117351845734,0.211086148874682,0.374392976241982,0.612476917886668,0.175246986821074,0.521616302870852,0.355356146007266,0.238084144271187,0.961008067294712,0.301042227387516,0.526573381466912,0.373081011684231,0.407599057486015,0.483835568059948,0.469848636931024,0.266581534814699
0.109338598138912,0.128832868060638,0.560702884023942,0.5426583531339,0.417879901702508,0.206955736280768,0.371165026664957,0.610061681770227,0.173282751509662,0.51700340926589,0.349532870850233,0.235353448428509,0.959026429602309,0.29721497528231,0.52463267445798,0.369991685374155,0.404879152624601,0.481092221983245,0.459693613429653,0.261011578998343
0.107600433419984,0.127077394537126,0.557422731996082,0.53550927590691,0.414702851183574,0.202952154610805,0.36800161234271,0.607681091689777,0.171367996847365,0.512463932947135,0.343849287815149,0.232689109826244,0.956983743581184,0.293478519946434,0.522723320470714,0.366963771428898,0.402209890811433,0.478395333115959,0.449738942468138,0.255607652394617
0.105914290156166,0.125370448998886,0.554191021963821,0.52846216598646,0.41158436762521,0.199070282247534,0.364900680636149,0.605334205540802,0.16950079065424,0.50799626152296,0.338301407289058,0.230088671542161,0.954879608595742,0.289829756777298,0.520844365761381,0.363995303932557,0.399589675639978,0.475743525528419,0.439985219608296,0.250363790437043
0.10427790626404,0.123710026262518,0.551006541584734,0.521516708451411,0.408522696203481,0.195305245490456,0.361860268963176,0.603020119893188,0.167679302551394,0.50359882515881,0.332885349894486,0.227549798490205,0.952713663705595,0.28626571820641,0.518994899494558,0.361084404304046,0.397016982253751,0.473135482379106,0.430432548897866,0.24527425325924
0.102689147697781,0.122094230733922,0.547868122631299,0.51467248572173,0.405516155661465,0.191652405110102,0.358878499747117,0.600737967855972,0.165901797235304,0.499270095407267,0.327597345398009,0.22507026987058,0.950485588327251,0.282783566362801,0.517174051192404,0.358229276320661,0.394490353179301,0.470569942574924,0.421080584744519,0.240333519064866
0.101145999574739,0.12052126899474,0.54477463884608,0.507928986082122,0.402563134324804,0.188107343662392,0.355953575710642,0.598486917090121,0.164166628284622,0.495008584060089,0.32243373133451,0.222647972179685,0.94819510285124,0.279380586193723,0.515380988371762,0.355428201487948,0.392008394457658,0.468045697665651,0.411928571977944,0.235536277341628
0.0996465580254761,0.11898944298422,0.541725003928719,0.501285611712234,0.399662086382476,0.184665853523949,0.353083775487299,0.596266167957024,0.162472232450474,0.490812842023455,0.317390951393618,0.22028089273166,0.945841969212618,0.276054179010419,0.513614914352659,0.352679534727431,0.389569772048919,0.465561588952994,0.402975384008728,0.230877421987396
0.0981890227004511,0.11749714372134,0.538718169644901,0.494741686243203,0.396811528411824,0.181323925610101,0.350267449525358,0.594074951791556,0.160817124386396,0.486681458217366,0.31246555360918,0.217967113648052,0.943425991412872,0.2728018564293,0.511875066223425,0.349981700356418,0.387173208487111,0.463116504796564,0.394219559024462,0.226352044405462
0.0967716898727019,0.116042845517774,0.535753124048323,0.488296461860379,0.394010036128796,0.17807773873852,0.347503016261003,0.591912529289665,0.159199891778562,0.48261305849989,0.30765418838759,0.215704806276307,0.940947015991369,0.269621234681094,0.510160712949133,0.347333188336535,0.384817479764673,0.460709378100782,0.385659334191189,0.221955426616535
0.0953929460821385,0.114625100637425,0.532828889807474,0.481949125971998,0.391256241346075,0.174923649602722,0.344788958539968,0.589778189001351,0.157619190840957,0.478606304616776,0.302953606406371,0.213492226001528,0.938404932444545,0.266510029262686,0.508471153611343,0.344732550769783,0.382501412427912,0.458339183968222,0.377292677852073,0.217683034426854
0.0940512622726644,0.113242534362741,0.529944522629719,0.47569880746339,0.388548829123306,0.171858183321101,0.342123820268597,0.58767124592077,0.156073742143712,0.474659893176741,0.298360656410436,0.211327707419318,0.935799673591218,0.263466049908247,0.506805715768332,0.342178398622829,0.380223880866458,0.456004937506257,0.36911731973547,0.213530510684768
0.0927451883782783,0.111893840432036,0.527099109775831,0.469544582556051,0.385886535095043,0.168878024528651,0.33950620327698,0.585591040165936,0.154562326745945,0.470772554652616,0.293872282929987,0.209209659840499,0.933131215882449,0.260487195858043,0.505163753925992,0.339669398661997,0.377983804781405,0.453705691775059,0.361130779201552,0.209493668652048
0.0914733483186939,0.110577776815624,0.524291768658683,0.463485480290539,0.383268142963241,0.165980008980051,0.336934764378324,0.583536935741203,0.153083782607268,0.466943052408389,0.289485523940854,0.207136563101205,0.930399579654569,0.257571451404933,0.503544648110506,0.337204270582958,0.375780146818142,0.4514405358661,0.353330391570649,0.205568485511027
0.0902344353689244,0.109293161801686,0.521521645520303,0.457520487651761,0.380692482142306,0.163161115634335,0.334408212610094,0.58150831937626,0.151637001254614,0.463170181752084,0.285197508485395,0.205106963654229,0.927604829324092,0.254716881700029,0.501947802534762,0.33478178432052,0.37361191035121,0.449208593101251,0.345713332587916,0.201751096024181
0.0890272078707453,0.108038870365663,0.518787914181998,0.451648554354725,0.37815842554566,0.160418459192859,0.331925306643663,0.579504599435993,0.150220924683248,0.459452769014307,0.281005454269583,0.20311947091969,0.924747073523373,0.251921628800403,0.500372644351168,0.332400757525185,0.371478137409587,0.447009019343462,0.33827664108787,0.198037786358981
0.087850485257052,0.106813830799432,0.516089774862656,0.445868597308329,0.375664887503763,0.157749283063835,0.329484852350355,0.577525204895983,0.14883454247283,0.45578967065223,0.276906665249813,0.201172753875038,0.921826465176042,0.249183907942951,0.498818622484203,0.330060053194283,0.369377906731877,0.444841001410775,0.331017239929295,0.194424988087603
0.0867031443628945,0.105617021578802,0.513426453060709,0.440179504774202,0.373210821804325,0.155150952728076,0.327085700512744,0.57556958437892,0.147476889101179,0.452179772378703,0.272898529221011,0.199265537866131,0.918843201511378,0.246502004029689,0.497285206536663,0.327758577446503,0.367310331941741,0.442703755586142,0.323931955276082,0.190909272368354
0.085584115999442,0.104447468449863,0.510797198495627,0.434580140237052,0.370795219846204,0.152620949482094,0.324726744670988,0.573637205247565,0.146147041439956,0.44862198831613,0.268978515415995,0.197396601622742,0.915797524016955,0.243874268310835,0.495771885764031,0.325495277429578,0.36527455983478,0.440596526216132,0.317017534303031,0.187487344313322
0.0844923817693484,0.10330424171651,0.508201284105088,0.429069346002359,0.368417108899177,0.150156864535984,0.322406919094818,0.571727552750279,0.14484411641795,0.445115260174705,0.265144172124525,0.195564774463265,0.912689718329049,0.241299115252993,0.49427816811195,0.323269139351745,0.363269768768791,0.438518584392238,0.31027066140779,0.184156037544839
0.0834269711039755,0.1021864537131,0.505638005094287,0.423645946536664,0.366075550462389,0.147756393444887,0.320125196872542,0.569840129215453,0.143567268838901,0.441658556454574,0.261393124339208,0.193768933674665,0.909520114060465,0.238775019580684,0.492803579312169,0.321079186628314,0.361295167150003,0.436469226708935,0.303687973011021,0.180912308941684
0.0823869585047084,0.101093256447632,0.503106678034116,0.418308751565095,0.363769638714842,0.145417330854031,0.317880588109109,0.567974453291491,0.142315689341982,0.438250871671424,0.257723071434245,0.192008002054919,0.90628908456562,0.236300513480275,0.49134766203272,0.318924478135437,0.359349992008524,0.434447774093209,0.297266071026866,0.177753233574615
0.0813714609722072,0.100023839402146,0.500606640005157,0.413056558940135,0.361498499051822,0.143137565538563,0.315672138225897,0.566130059229226,0.141088602494077,0.434891225605033,0.254131784882033,0.190280945606216,0.902997046642869,0.233874183956143,0.489909975078476,0.316804106563746,0.357433507656758,0.432453570700624,0.291001535084915,0.174675999829673
0.0803796356088738,0.0989774274782308,0.498137247784693,0.407888157295052,0.359261286701605,0.140915075720504,0.313498926355468,0.564306496203951,0.139885265003944,0.431578662570234,0.250617106011729,0.188586771368178,0.899644460174262,0.231494670329629,0.48849009263852,0.314717196865133,0.355545004425064,0.430485982873424,0.28489093358339,0.171677904716787
0.0794106773811161,0.097953279076551,0.495697877074115,0.402802328494792,0.357057185417233,0.138747924646224,0.311360063825038,0.562503327674411,0.138704964049207,0.42831225070979,0.247176943813109,0.186924525381214,0.896231827703067,0.229160661871969,0.487087603577057,0.312662904786452,0.353683797469403,0.428544398156527,0.278930833651155,0.168756349360474
0.0784638170291632,0.0969506843003066,0.493287921764307,0.397797849896538,0.354885406238536,0.136634256408855,0.309254692722886,0.560720130776353,0.137547015707875,0.425091081308619,0.243809272788409,0.185293290770921,0.892759693949582,0.226870895563017,0.485702110764884,0.310640415484418,0.351849225646097,0.426628224367561,0.273117810093728,0.165908834668803
