"Euwallacea validus","Ambrosiodmus rubricollis","Euwallacea fornicatus","Xyleborus xylographus","Xyleborus germanus","Xyleborus seriatus","Xyleborus obesus","Ambrosiodmus obliquus","Xyleborinus saxeseni","Xylosandrus crassiusculus","Ambrosiodmus tachygraphus","Xyleborus affinis","mutillatus","Coptoborus pseudotenuis","Xylosandrus compactus","Xyleborus glabratus","Xyleborus ferrugineus","Xylosandrus morigerus","Sampsonius dampfi","Xyleborus posticus"
0.789615928123444,0.686146066288315,0.607180363727918,0.919821128346476,0.54848101865954,0.45986584602498,0.276244452883038,0.287196668690297,0.583907409571117,0.746162627779374,0.552632761945844,0.638218385337297,0.588297091698196,0.903365094280708,0.560994879693671,0.99827127010267,0.649609972904064,0.783037429626869,0.666492513690387,0.32841525831743
0.780753725940774,0.671453981874319,0.598616459058178,0.911008254749975,0.541154008587131,0.449270249010024,0.266264012020884,0.27819656140781,0.574815397866011,0.740811332748062,0.535500689488159,0.633273927959053,0.575730954885504,0.895722670791474,0.551879321904615,0.998006785022568,0.642621624481458,0.776089907704753,0.648831581832274,0.320139893682182
0.772037612106958,0.657093975691984,0.590376587532372,0.901780104367629,0.534136042912046,0.439188422448115,0.256944728409187,0.269760475600844,0.566079979934981,0.73562992099835,0.519051077603756,0.628522920374731,0.563631082968671,0.887925964237115,0.543136256255162,0.997716421544984,0.635886771374298,0.769304727816614,0.631565572918484,0.312336717825003
0.763466324247631,0.643069988828781,0.58243955102625,0.892155364435559,0.527404082517812,0.429582435105493,0.248224497672056,0.261836321651917,0.557677672477115,0.730607318444564,0.503262391433866,0.623950726668386,0.55197463588655,0.879988566802106,0.534740299696324,0.997398963331872,0.629388278633772,0.762674679950616,0.614711801515893,0.304964020612259
0.75503837360546,0.62938384188463,0.574786171333312,0.882154235801665,0.520937565442187,0.420418109377714,0.240048636127614,0.254378284934432,0.549587210108245,0.725733565768362,0.488111805313529,0.619544343555617,0.540740008163789,0.871923670705556,0.526668531235384,0.997053197887511,0.62311073966631,0.756193082833654,0.598282832220302,0.297985036981765
0.746752085712305,0.616035561003633,0.567399035486253,0.871798240544301,0.514718060736737,0.411664556340616,0.232368818871839,0.24734590273759,0.541789270199849,0.720999667771972,0.473575718831055,0.615292162816487,0.52990677818917,0.863744056725653,0.518900180384657,0.996677917389352,0.617040244811569,0.749853726842448,0.582287108814605,0.291367217228552
0.738605634708667,0.603023661152043,0.560262280992603,0.861110025361124,0.508728981370137,0.403293779872926,0.225142192979519,0.240703300306334,0.534266240049744,0.716397467990498,0.459630166011462,0.611183775852521,0.519455653703567,0.855462084311343,0.511416364223274,0.996271919536163,0.611164188252417,0.74365082513302,0.566729522942617,0.285081625204415
0.730597072403006,0.590345392054011,0.553361413541803,0.850113163162303,0.502955344377628,0.395280337899491,0.218330633428897,0.23441855474932,0.527002018633956,0.711919543559532,0.446251136932526,0.607209811647496,0.50936841552628,0.847089683396335,0.504199864083372,0.995834008414018,0.605471105756268,0.737578971524057,0.551611924906352,0.279102438625985
0.722724352947632,0.577996951488387,0.54668315134037,0.838831955286558,0.49738356914156,0.387601051161175,0.211900115943982,0.228463162417639,0.519981846827014,0.707559116467621,0.433414827803242,0.603361801458812,0.499627860969005,0.838638347973138,0.497234934784311,0.995362995380385,0.599950537426618,0.73163310397676,0.536933579840612,0.273406531541949
0.71498535384082,0.56597367004887,0.540215291444459,0.827291236676641,0.492001306690962,0.380234751753462,0.205820186086683,0.222811590556296,0.51319216122561,0.703309978169771,0.421097832781813,0.59963206507973,0.490217747960335,0.830119131439714,0.490507140793168,0.99485769996639,0.594592910902639,0.725808472747617,0.522691572931452,0.267973123396728
0.70737789383408,0.554270170954259,0.533946594388381,0.815516186211943,0.486797294420211,0.373162065117941,0.200063507960111,0.217440898011082,0.506620467670878,0.699166425177611,0.409277288506213,0.596013614644577,0.4811227405892,0.82154264369588,0.484003214807811,0.994316950797065,0.589389441398819,0.720100612470575,0.508881167568049,0.262783482447538
0.699899748220318,0.542880508049768,0.527866684126673,0.803532144209532,0.481761231780254,0.366365220312756,0.194605479060747,0.212330412845883,0.500255231310932,0.695123203729971,0.397930980387061,0.592500072804664,0.472328356543704,0.812919049939003,0.477710935126396,0.993739586529244,0.584332045707213,0.714505317565004,0.4954961203909,0.25782067382758
0.692548661896423,0.53179828475264,0.521965960868864,0.791364438881175,0.476883673383787,0.359827884298761,0.189423900334113,0.207461457114988,0.494085780630485,0.69117546202375,0.387037418111148,0.589085602755776,0.46382091675077,0.804258071087355,0.471619018846469,0.993124456806572,0.579413267849502,0.709018620475764,0.482528957158661,0.253069344502267
0.685322360527697,0.52101675635661,0.516235524828242,0.779038223282933,0.472155936655602,0.353535016709311,0.184498692493198,0.202817110906579,0.48810222333707,0.687318708777366,0.376575886473603,0.585764848101352,0.455587497396398,0.79556898574353,0.465717028473002,0.992470423230949,0.574626214506353,0.703636772338583,0.469971213231561,0.248515538883701
0.678218560088133,0.510528917813168,0.510667109256957,0.766578324025682,0.467570021699523,0.347472742162494,0.179811651263246,0.198382009249542,0.482295372362031,0.683548777128412,0.366526476553787,0.582532880926534,0.447615884414512,0.7868606335988,0.459995289941287,0.991776360349563,0.569964498697714,0.698356225733415,0.457813642286297,0.244146540057284
0.671234975006914,0.500327578847273,0.505253021420419,0.754009102738681,0.463118541479704,0.341628237654823,0.175346235506747,0.194142166647059,0.476656680530263,0.67986179304828,0.356870101337366,0.579385156764608,0.439894530465827,0.778141420171285,0.454444820402346,0.991041156656538,0.565422190461855,0.693173619244225,0.446046396655869,0.239950732511726
0.664369325115784,0.49040542803652,0.499986090389911,0.741354331002704,0.458794660752981,0.33598963296793,0.171087383224794,0.190084824935612,0.471178182691675,0.676254147600762,0.347588499133041,0.576317475379211,0.432412514380628,0.769419322765908,0.44905726439421,0.990263715608091,0.560993773499822,0.688085763588863,0.434659182443996,0.235917483007906
0.657619341562392,0.480755087281785,0.49485962071546,0.728637079201789,0.454592042460246,0.330545922342279,0.167021351276875,0.186198320918891,0.465852444301675,0.672722472487165,0.33866422751057,0.573325946477847,0.425159503005894,0.760701897541608,0.443824837246128,0.989442956649965,0.556674106927673,0.683089629119548,0.423641392309853,0.232037036816598
0.650982771830246,0.471369157920661,0.489867351190246,0.71587961948966,0.450504800503269,0.32528688593818,0.163135575350604,0.182471970832332,0.460672515596842,0.669263618413771,0.330080649974506,0.570406959626118,0.418125715374442,0.751996287570901,0.438740274745521,0.988577816255768,0.552458391421031,0.678182334524695,0.412982218564152,0.228300427033017
0.644457383985457,0.462240259579645,0.485003418040249,0.703103342833583,0.446527458010472,0.320203019825219,0.159418547277099,0.178895969185881,0.45563189064268,0.665874635893079,0.321821917166814,0.567557157755919,0.411301889098854,0.743309231778135,0.433796788247458,0.987667248974768,0.548342139152007,0.673361136587806,0.40267074896873,0.224699395062469
0.638040970253312,0.453361062724488,0.480262321973723,0.690328689888581,0.442654910339395,0.315285473425223,0.155859707251424,0.175461299933735,0.450724470638357,0.662552758152065,0.313872944045514,0.564773413761198,0.404679248883993,0.73464707464544,0.428988024530286,0.986710228487567,0.544321147013092,0.668623420879812,0.392696047393598,0.221226320685351
0.631731350013332,0.44472431574812,0.475638898608689,0.677575095271313,0.438882392181851,0.310525993487787,0.152449348899979,0.172159658248381,0.445944530953111,0.659295385871362,0.306219384202684,0.562052809756618,0.398249477047218,0.726015776579052,0.424308029803708,0.985705748667959,0.540391472700354,0.663966693278547,0.383047221260749,0.217874160366275
0.625526372289204,0.436322867330189,0.471128291866236,0.664860944646961,0.435205448235067,0.305916873806709,0.149178535453436,0.168983381446726,0.441286691443946,0.656100073521085,0.29884760225271,0.559392618641407,0.39200468593399,0.717420924833298,0.419751217361252,0.984652824649225,0.536549413292498,0.659388572223539,0.373713477494994,0.214636392682585
0.619423917799691,0.428149684709706,0.46672592997564,0.652203543914677,0.431619906982696,0.30145090999463,0.14603902554706,0.165925387839546,0.436745889667039,0.652964517093701,0.29174464503154,0.556790287665773,0.385937392117378,0.70886774489469,0.41531233844067,0.983550493892974,0.532791486015695,0.654886781626455,0.364684168509394,0.211506969921189
0.613421900627752,0.420197868431081,0.46242750378621,0.639619099677082,0.428121857196538,0.297121358725432,0.143023207389727,0.162979122460951,0.432317356648234,0.649886543063183,0.284898212192507,0.554243423742855,0.380040492272431,0.700361112234265,0.410986455916089,0.982397817258599,0.529114410928604,0.650459144367909,0.355948829576823,0.208480275036422
0.607518269557588,0.412460664052661,0.458228947122025,0.627122710105824,0.424707626825695,0.292921900932233,0.140124040226657,0.160138508789003,0.427996594922662,0.64686409842388,0.27829662665775,0.551749780287026,0.374307240620026,0.691905564342258,0.406768920496554,0.981193880071309,0.525515095299288,0.646103576320095,0.347497208779504,0.20555108328125
0.60171100912286,0.404931471244355,0.454126418950644,0.614728365266503,0.421373763986813,0.288846608515505,0.137335002175091,0.157397905697808,0.423779358591543,0.643895241682785,0.271928805281428,0.549307245390976,0.368731227839104,0.683505312965386,0.402655349148694,0.979937793186626,0.521990619477093,0.641818080842178,0.339319290584339,0.202714527924058
0.595998140403774,0.397603850646304,0.450116287166563,0.60244895594028,0.418117019808456,0.284889914172828,0.134650043641993,0.154752068989767,0.419661635176506,0.640978134696023,0.265784229997397,0.546913831180471,0.363306361351047,0.675164256473201,0.398641605497862,0.978628694049195,0.518538224089078,0.637600743701834,0.331405313962714,0.199966069546941
0.590377721605904,0.390471528812533,0.446195113815528,0.590296289973468,0.414934332916061,0.281046584010651,0.132063545642583,0.152196116947914,0.415639629079416,0.638111035254855,0.259852919656518,0.544567664207975,0.358026846885026,0.666885992286242,0.394723781993382,0.977265747743652,0.515155298413021,0.633449728381783,0.323745785858092,0.197301468491919
0.584847848449529,0.383528401521627,0.442359641607475,0.578281115198066,0.41182281537214,0.277311692640367,0.129570282431476,0.149725499425392,0.411709746479397,0.635292290338815,0.254125402704271,0.542266976765108,0.352887171238285,0.658673829304771,0.390898183650275,0.975848148035275,0.511839369798177,0.629363271734978,0.316331490702167,0.194716760080941
0.579406654394624,0.376768535699697,0.438606781584485,0.566413147992407,0.408779739910498,0.273680600497232,0.127165387937142,0.147335970054414,0.407868581519105,0.632520329964085,0.248592690805584,0.540010099009877,0.347882086150492,0.650530800282908,0.387161313202852,0.974375118398084,0.508588094021251,0.625339679956168,0.309153496589415,0.192208232285969
0.574052310723553,0.370186170168786,0.434933601826179,0.554701106589571,0.405802528323742,0.270148933151893,0.124844325557757,0.14502356121262,0.404112903649898,0.629793661564218,0.2432462534888,0.537795451818171,0.343006593216322,0.642459674098672,0.383509857525348,0.97284591302801,0.505399246479057,0.621377324841189,0.30220315863958,0.189772405568235
0.568783026500789,0.36377571540577,0.431337317088829,0.543152748289118,0.402888740880973,0.266712562411379,0.122602860933948,0.142784561432074,0.400439646020781,0.627110864848003,0.238077993852829,0.535621540280555,0.338255929765343,0.634462967876022,0.379940675191881,0.971259817838722,0.502270714131342,0.617474640308405,0.295472120006846,0.187406014642299
0.563597048426629,0.357531752472245,0.427815279286456,0.531774909782803,0.400036066667664,0.263367589029949,0.120437037363231,0.140615494976646,0.396845894809193,0.624470587085929,0.233080225359586,0.533486947775361,0.333625555642932,0.626542958920192,0.376450785062879,0.969616151437699,0.499200488117605,0.613630119159467,0.288952310932283,0.18510599195174
0.558492660599785,0.351449031254428,0.424364968732613,0.520573549864993,0.397242314752721,0.260110326870655,0.118343153563196,0.138513103348208,0.393328879403208,0.621871538782434,0.228245649716536,0.531390330557493,0.329111140830442,0.618701696432601,0.373037355797949,0.967914266080072,0.496186656980698,0.60984231005893,0.282635946181599,0.182869452670097
0.553468184201964,0.345522468133355,0.420983986070656,0.509553793861652,0.39450540609904,0.256937288376359,0.11631774352691,0.13647432851193,0.389885963354737,0.619312489696082,0.223567335840858,0.529330412809773,0.324708553847085,0.610941012976264,0.369697696206435,0.966153548597802,0.493227400437757,0.606109814714383,0.276515521162539,0.180693681063716
0.548521977115919,0.339747143189307,0.417670044828201,0.498719979176205,0.391823366143545,0.253845171224551,0.114357558245407,0.134496297656671,0.38651463603209,0.616792265174127,0.219038699886479,0.527305982109916,0.320413850879953,0.603262535666974,0.366429246356667,0.96433342130173,0.490320983645755,0.602431285240567,0.270583806974566,0.178576118072968
0.543652433487099,0.334118297030104,0.414420964538435,0.488075701415034,0.389194317981238,0.250830846054043,0.11245954909931,0.132576309328651,0.383212504907938,0.614309742771695,0.21465348630761,0.525315885271726,0.316223265592389,0.595667697069566,0.363229569373509,0.96245334285405,0.487465751914854,0.598805421692592,0.264833844607195,0.176514349985517
0.538857983237799,0.328631327320465,0.411234664377045,0.47762386061849,0.3866164760951,0.247891345163609,0.110620852745152,0.130711820795869,0.379977288425459,0.611863849129062,0.210405749926747,0.523359024523862,0.312133199564415,0.588157745782287,0.36009634386132,0.960512809108783,0.48466012582785,0.595230969754825,0.259258938471678,0.174506098090145
0.534137091541613,0.323281785078754,0.408109157268867,0.467366707184267,0.384088140580175,0.245023852093231,0.108838777342436,0.128900436517378,0.376806809391421,0.60945355708341,0.206289838971178,0.521434353993649,0.308140213322215,0.580733756695708,0.357027356896055,0.958511353917852,0.481902596728528,0.591706718573279,0.253852649423323,0.172549209212592
0.529488258265092,0.318065370798008,0.4050425444231,0.457305887127953,0.381607691815777,0.242225692007958,0.107110789985245,0.127139897606101,0.373698988850153,0.607077882993914,0.202300379039344,0.519540876467029,0.304241017916736,0.573396640915731,0.354020497536089,0.956448549900389,0.479191722545668,0.588231498720473,0.2486087874079,0.170641647046079
0.524910017382627,0.312977930439871,0.402033010260097,0.447442486380082,0.379173585544695,0.239494322812596,0.105434505217774,0.125428072186502,0.370651840397048,0.604735884261286,0.198432257956814,0.517677640398912,0.300432467014316,0.566147155343085,0.351073750806443,0.954324009172966,0.476526123922929,0.584804180282764,0.243521403844949,0.168781484199037
0.520400936369885,0.308015451342908,0.399078817696428,0.437777073869612,0.376784348322643,0.236827326932768,0.103807674526689,0.123762946559502,0.367663464894306,0.602426657024783,0.194680611480873,0.515843737150937,0.296711549464916,0.558985911904242,0.348185192115703,0.952137384038483,0.473904480627891,0.581423671061032,0.238584783842997,0.166966894891122
0.515959615580444,0.303174058080537,0.396178303758203,0.428309743190251,0.374438573304994,0.234222403704315,0.102228176715119,0.122142617096718,0.364732045555292,0.600149334021456,0.191040809812558,0.514038298436102,0.29307538231598,0.551913386430987,0.345352982068906,0.949888367631513,0.471325528216247,0.578088914876431,0.233793438326267,0.165196148236117
0.511584687609721,0.298450008298412,0.393329875495534,0.419040152688344,0.372134916341241,0.231677362318785,0.100694009073505,0.120565282794591,0.361855843367124,0.597903082593918,0.187508444875372,0.512260493951866,0.289521204242234,0.544929927187921,0.342575361643286,0.947576694517999,0.468788054929528,0.574798889973633,0.229142096139229,0.163467602056938
0.507274816649762,0.293839688556356,0.390532006173616,0.409967563849112,0.369872092350589,0.229190115277824,0.0992032792716881,0.119029238426438,0.359033192823993,0.595687102834268,0.184079318320666,0.510509529185199,0.286046369363883,0.538035763048981,0.339850647696949,0.945202141247236,0.466290898806853,0.571552607514652,0.224625696183901,0.161779697183773
0.503028697838044,0.289339610195906,0.387783231718217,0.401090877891946,0.367648871954757,0.226758672313853,0.0977541979046823,0.117532868237036,0.356262497946294,0.593500625852988,0.18074943022069,0.508784643374739,0.282648341427581,0.531231011325673,0.337177228783381,0.942764526854216,0.463832944993112,0.568349110156904,0.220239379635032,0.160130952191486
0.498845056602994,0.284946405250982,0.38508214739541,0.392408670515428,0.365464078346376,0.224381134738473,0.0963450716316942,0.116074640130146,0.353542228562958,0.591342912162721,0.177514968411608,0.507085107616697,0.279324688326423,0.524515685251085,0.334553561247243,0.940263713310478,0.461413123227638,0.565187470709715,0.215978482269877,0.158519958536964
0.494722648008631,0.280656822416114,0.382427404707267,0.383919224758899,0.36331658437351,0.222055690183637,0.0949742968542297,0.114653100304499,0.350870916836419,0.589213250167772,0.174372298450126,0.505410223102449,0.276073076936856,0.517889701124981,0.331978165579168,0.937699605921729,0.459030405498947,0.562066790863948,0.211838526942123,0.156945376061079
0.490660256100388,0.276467723084068,0.379817708486835,0.375620561969967,0.361205309822624,0.219780607703923,0.0936403538846931,0.113266868298319,0.348247154011533,0.587110954751025,0.171317954148909,0.503759319476943,0.272891268251982,0.511352885126284,0.329449623009303,0.93507215367061,0.456683803852441,0.558986199989844,0.20781521622335,0.155405928823481
0.486656693253916,0.272376077462384,0.377251814177251,0.367510470886669,0.35912921888405,0.21755423321109,0.0923418015618063,0.111914632406455,0.345669587371394,0.58503536595074,0.168348628657508,0.50213175330806,0.26977711279218,0.504904979800158,0.326966572321176,0.932381349503125,0.454372368339183,0.555944853998596,0.20390442523025,0.153900401241588
0.482710799528405,0.26837896077641,0.374728525281135,0.359586534859215,0.357087317785421,0.215374985214757,0.0910772722735546,0.110595145437776,0.343136917384508,0.582985847720351,0.165461166057076,0.50052690665802,0.266728546275294,0.498545650227604,0.324527706869083,0.929627230557358,0.452095185094919,0.552941934263485,0.200102194651352,0.152427634507946
0.478821442025781,0.26447354956472,0.372246690967665,0.351846157249754,0.355078652579926,0.213241350845354,0.0898454673522508,0.109307220783671,0.340647895029121,0.580961786765028,0.162652553438774,0.498944185748748,0.263743585529889,0.492274489886125,0.322131771783681,0.926809878333269,0.449851374539485,0.549976646596769,0.196404723983278,0.150986523262622
0.47498751425689,0.260657118071346,0.369805203825747,0.34428658505957,0.35310230707738,0.21115188213764,0.0886451528097733,0.108049728771289,0.338201319281722,0.578962591449278,0.159919913437287,0.497383019713833,0.260820324636224,0.486091026210443,0.319777561351796,0.923929418802483,0.4476400896876,0.547048220278783,0.192808364983412,0.14957601249951
0.471207935515666,0.256927034738042,0.367402997752735,0.336904930841892,0.351157400907224,0.209105192554933,0.0874751553841201,0.10682159327772,0.335796034757825,0.576987690770391,0.157260497192445,0.495842859430418,0.257956931280638,0.479994725862688,0.317463916557643,0.920986022457148,0.445460514562831,0.544155907135986,0.189309615343183,0.148195094687437
0.467481650262093,0.253280758798714,0.365039045969001,0.329698192965267,0.349243087703472,0.20709995373598,0.086334358871177,0.105621788583531,0.333430929494139,0.575036533392957,0.154671677713391,0.494323176424908,0.255151643310052,0.473984999721705,0.315189722773752,0.917979904297101,0.443311862707223,0.541298980664935,0.185905112583972,0.146842807088714
0.463807627514639,0.249715836977286,0.362712359149475,0.322663274297526,0.347358553402544,0.205134892447865,0.0852217007180617,0.104449336446124,0.33110493286213,0.573108586740083,0.152150943621234,0.492823461846971,0.252402765474189,0.468061207601346,0.312953907590846,0.914911323754741,0.441193375779697,0.538476735199377,0.182591628175819,0.145518229259376
0.460184860252763,0.246229900289478,0.360421983663985,0.315796999383857,0.34550301464567,0.203208787729833,0.0841361688566133,0.10330330337516,0.328817013603781,0.571203336137321,0.149695893247448,0.491343225506735,0.249708666343954,0.462222662707744,0.310755438776847,0.911780584557147,0.439104322236933,0.535688485117874,0.179366061877572,0.144220480716806
0.456612364829918,0.242820660948371,0.358166999918895,0.309096130194789,0.343675717278252,0.201320468214106,0.0830767987575733,0.102182798093933,0.326566177981115,0.569320284005631,0.14730422906666,0.489881994970572,0.247067775395213,0.456468635845574,0.308593322355931,0.9085880345252,0.437043996090933,0.532933564089539,0.176225436295906,0.142948718761682
0.453089180397464,0.239485909373068,0.355946520793145,0.302557380520945,0.34187593493924,0.199468809610974,0.0820426706877799,0.101086969172025,0.324351468031713,0.567458949099995,0.144973752443706,0.488439314711207,0.244478580247929,0.450798359383341,0.306466600799341,0.905334065309594,0.435011715737962,0.530211324355644,0.173166891659597,0.141702136442379
0.449614368339763,0.236223511299333,0.353759690162311,0.296177429091643,0.340102967734121,0.197652732346441,0.081032907154293,0.100015002815886,0.322171959923048,0.565618865790595,0.142702358676039,0.48701474530828,0.241939624051281,0.445211030987658,0.304374351320283,0.902019112063813,0.433006822853969,0.527521136045032,0.170187680804686,0.140479960650982
0.446187011720677,0.233031404990716,0.351605681504836,0.289952931493786,0.338356140985653,0.19587119934169,0.0800466705208025,0.098966120805162,0.320026762399059,0.563799583383683,0.140488032313739,0.485607862695793,0.239449503006029,0.439705817136359,0.30231568426586,0.898643653054331,0.431028681351998,0.52486238652136,0.16728516436549,0.139281450341003
