"Euwallacea fornicatus","Xyleborus ferrugineus","Xyleborus xylographus","Xyleborus germanus"
0.62649532636363,0.879018612086619,0.401873316120008,0.999999615725434
0.62442734904799,0.87764901283535,0.395825559731719,0.999999582622687
0.622375065622551,0.876279647971339,0.389868037056448,0.99999954703368
0.620338279070011,0.874910562537249,0.384000283391084,0.999999508798568
0.618316795989378,0.873541800671801,0.378221772033208,0.999999467748924
0.616310426505064,0.872173405629802,0.372531918724942,0.999999423707367
0.614318984178984,0.870805419801583,0.36693008592072,0.999999376487177
0.612342285925512,0.869437884731843,0.361415586879391,0.999999325891904
0.610380151929193,0.868070841137935,0.355987689581785,0.999999271714952
0.608432405565085,0.866704328927617,0.350645620475522,0.999999213739159
0.606498873321638,0.865338387216282,0.345388568049394,0.999999151736363
0.604579384726001,0.863973054343698,0.340215686240173,0.99999908546695
0.602673772271662,0.862608367890269,0.335126097675065,0.999999014679392
0.60078187134833,0.861244364692838,0.330118896753478,0.999998939109767
0.598903520173971,0.859881080860049,0.325193152571988,0.999998858481267
0.597038559728919,0.858518551787283,0.320347911696706,0.999998772503691
0.595186833691971,0.857156812171198,0.315582200787448,0.999998680872921
0.593348188378415,0.855795896023855,0.310895029078228,0.999998583270383
0.591522472679883,0.854435836686489,0.306285390718787,0.999998479362495
0.589709538005996,0.853076666842896,0.301752266981894,0.999998368800092
0.587909238227711,0.851718418532479,0.29729462834126,0.99999825121784
0.586121429622319,0.850361123162955,0.292911436424912,0.999998126233634
0.584345970820031,0.849004811522726,0.288601645848865,0.999997993447972
0.582582722752095,0.847649513792947,0.284364205935937,0.999997852443318
0.580831548600384,0.846295259559278,0.280198062324492,0.999997702783445
0.579092313748417,0.844942077823347,0.276102158471839,0.999997544012758
0.577364885733745,0.84358999701393,0.272075437056953,0.999997375655598
0.575649134201665,0.84223904499785,0.268116841287086,0.999997197215531
0.573944930860215,0.840889249090616,0.264225316112742,0.999997008174615
0.572252149436404,0.839540636066803,0.260399809355388,0.999996807992645
0.570570665633636,0.838193232170183,0.256639272752162,0.999996596106382
0.568900357090279,0.836847063123614,0.252942662921701,0.999996371928757
0.567241103339364,0.835502154138701,0.249308942255111,0.99999613484806
0.565592785769344,0.834158529925223,0.245737079735953,0.999995884227102
0.563955287585903,0.832816214700351,0.242226051693006,0.999995619402355
0.562328493774774,0.831475232197647,0.238774842489413,0.999995339683078
0.560712291065521,0.830135605675863,0.235382445151707,0.999995044350411
0.559106567896275,0.828797357927535,0.23204786194206,0.999994732656451
0.557511214379374,0.827460511287392,0.228770104876979,0.999994403823302
0.555926122267885,0.82612508764057,0.225548196195535,0.999994057042107
0.55435118492299,0.824791108430652,0.222381168780076,0.999993691472047
0.552786297282187,0.823458594667524,0.219268066532264,0.999993306239323
0.551231355828302,0.822127566935065,0.216207944707132,0.999992900436111
0.549686258559274,0.820798045398673,0.213199870207738,0.999992473119488
0.548150904958694,0.819470049812621,0.210242921842891,0.999992023310336
0.546625195967071,0.818143599527264,0.207336190550274,0.999991549992223
0.545109033953807,0.816818713496096,0.204478779587212,0.999991052110246
0.543602322689859,0.815495410282644,0.201669804691197,0.999990528569859
0.542104967321062,0.814173708067239,0.198908394212185,0.999989978235667
0.540616874342104,0.812853624653628,0.19619368921858,0.999989399930193
0.539137951571117,0.811535177475466,0.193524843578722,0.999988792432618
0.537668108124883,0.810218383602658,0.190901024019581,0.999988154477488
0.536207254394632,0.808903259747592,0.18832141016431,0.9999874847534
0.534755302022398,0.807589822271227,0.185785194550167,0.999986781901646
0.533312163877947,0.806278087189076,0.183291582628283,0.999986044514839
0.531877754036237,0.804968070177055,0.180839792746635,0.999985271135499
0.5304519877554,0.803659786577228,0.17842905611753,0.999984460254613
0.529034781455237,0.802353251403431,0.176058616770811,0.999983610310158
0.527626052696206,0.801048479346791,0.173727731493949,0.999982719685603
0.526225720158891,0.799745484781136,0.171435669760099,0.999981786708362
0.524833703623938,0.798444281768299,0.169181713645143,0.999980809648226
0.523449923952446,0.797144884063322,0.166965157734668,0.999979786715757
0.522074303066795,0.79584730511956,0.164785309021805,0.99997871606065
0.520706763931913,0.794551558093687,0.162641486796751,0.999977595770055
0.519347230536948,0.793257655850612,0.160533022528776,0.999976423866869
0.517995627877359,0.791965610968296,0.158459259741463,0.999975198307993
0.51665188193739,0.790675435742479,0.156419553881873,0.999973916982544
0.515315919672938,0.78938714219133,0.15441327218429,0.999972577710045
0.513987668994791,0.788100742059999,0.152439793529151,0.999971178238559
0.512667058752228,0.786816246825087,0.150498508297732,0.999969716242805
0.511354018716981,0.785533667699041,0.148588818223129,0.999968189322219
0.510048479567531,0.784253015634464,0.146710136238018,0.999966594998986
0.508750372873752,0.782974301328343,0.14486188631966,0.99996493071603
0.507459631081874,0.781697535226212,0.143043503332585,0.999963193834961
0.506176187499766,0.78042272752623,0.141254432869354,0.999961381633987
0.504899976282533,0.779149888183188,0.139494131089759,0.99995949130578
0.503630932418415,0.777879026912451,0.137762064558821,0.999957519955302
0.502368991714973,0.776610153193823,0.136057710083895,0.999955464597591
0.501114090785575,0.775343276275345,0.13438055455118,0.999953322155502
0.499866167036152,0.774078405177033,0.132730094761907,0.999951089457404
0.498625158652231,0.77281554869454,0.131105837268458,0.999948763234833
0.497391004586235,0.771554715402765,0.129507298210644,0.999946340120107
0.496163644545037,0.770295913659391,0.127934003152356,0.999943816643886
0.494943018977776,0.769039151608368,0.126385486918796,0.999941189232692
0.493729069063908,0.767784437183333,0.124861293434446,0.999938454206384
0.492521736701512,0.766531778110971,0.123360975561961,0.999935607775584
0.491320964495818,0.765281181914323,0.121884094942124,0.999932646039053
0.490126695747968,0.764032655916031,0.120430221835,0.999929564981027
0.488938874444005,0.762786207241537,0.118998934962416,0.999926360468497
0.487757445244076,0.761541842822219,0.117589821351879,0.999923028248443
0.486582353471846,0.760299569398479,0.116202476182028,0.99991956394502
0.485413545104122,0.759059393522783,0.114836502629721,0.999915963056687
0.484250966760685,0.757821321562642,0.113491511718826,0.999912220953297
0.483094565694309,0.75658535970355,0.112167122170793,0.999908332873123
0.48194428978098,0.755351513951872,0.110862960257076,0.99990429391984
0.480800087510307,0.754119790137681,0.109578659653455,0.999900099059452
0.479661907976109,0.752890193917556,0.108313861296305,0.999895743117165
0.478529700867188,0.751662730777324,0.107068213240862,0.999891220774208
0.477403416458278,0.750437406034768,0.105841370521512,0.999886526564598
0.476283005601158,0.749214224842283,0.104632995014143,0.999881654871851
0.475168419715947,0.74799319218949,0.103442755300577,0.999876599925637
0.474059610782549,0.746774312905814,0.102270326535104,0.999871355798376
0.472956531332266,0.745557591663012,0.101115390313133,0.999865916401787
0.471859134439566,0.744343032977666,0.0999776345419724,0.999860275483364
0.470767373714005,0.743130641213636,0.0988567533137454,0.999854426622808
0.469681203292294,0.74192042058447,0.0977524467804417,0.999848363228394
0.46860057783052,0.740712375155778,0.096664421031107,0.999842078533277
0.467525452496505,0.739506508847571,0.0955923879711696,0.999835565591744
0.466455782962305,0.738302825436558,0.0945360652038928,0.999828817275402
0.465391525396844,0.737101328558409,0.0934951759139478,0.999821826269301
0.464332636458691,0.735902021709985,0.0924694487530981,0.999814585068008
0.463279073288955,0.734704908251526,0.0914586177279767,0.999807085971601
0.462230793504319,0.733509991408816,0.0904624220899457,0.999799321081616
0.461187755190188,0.7323172742753,0.0894806062270196,0.999791282296921
0.460149916893973,0.731126759814182,0.0885129195578354,0.999782961309532
0.459117237618485,0.72993845086048,0.0875591164276466,0.999774349600358
0.458089676815446,0.728752350123052,0.0866189560063229,0.999765438434887
0.457067194379121,0.727568460186598,0.0856922021883337,0.999756218858802
0.456049750640058,0.726386783513618,0.0847786234946867,0.999746681693533
0.455037306358939,0.72520732244635,0.0838779929768062,0.99973681753174
0.454029822720537,0.724030079208676,0.0829900881223169,0.999726616732733
0.453027261327784,0.722855055907995,0.0821146907627137,0.999716069417817
0.452029584195933,0.721682254537073,0.0812515869828896,0.999705165465572
0.451036753746825,0.72051167697586,0.0804005670324924,0.999693894507068
0.450048732803262,0.719343324993281,0.0795614252390861,0.999682245921001
0.449065484583466,0.718177200249004,0.0787339599230891,0.999670208828767
0.448086972695635,0.717013304295173,0.0779179733144566,0.999657772089462
0.4471131611326,0.715851638578121,0.077113271471087,0.999644924294809
0.446144014266563,0.714692204440056,0.0763196641989171,0.999631653764016
0.445179496843926,0.713535003120718,0.0755369649736799,0.99961794853856
0.444219573980215,0.712380035759019,0.0747649908642987,0.999603796376899
0.443264211155079,0.711227303394648,0.0740035624578846,0.99958918474911
0.442313374207381,0.710076806969662,0.0732525037863141,0.999574100831453
0.441367029330362,0.708928547330044,0.0725116422543531,0.999558531500863
0.440425143066898,0.707782525227248,0.0717808085693038,0.999542463329361
0.439487682304822,0.70663874131971,0.0710598366721424,0.9995258825784
0.438554614272338,0.705497196174343,0.0703485636701234,0.999508775193122
0.437625906533493,0.704357890268013,0.0696468297708186,0.999491126796555
0.43670152698374,0.70322082398898,0.0689544782175665,0.999472922683717
0.435781443845563,0.702085997638337,0.0682713552263044,0.999454147815654
0.434865625664181,0.700953411431407,0.0675973099237543,0.999434786813398
0.433954041303313,0.699823065499139,0.0669321942869373,0.999414823951848
0.433046659941017,0.698694959889466,0.06627586308399,0.999394243153567
0.432143451065601,0.697569094568655,0.065628173816257,0.999373027982512
0.431244384471586,0.696445469422632,0.0649889866616323,0.999351161637672
0.43034943025575,0.69532408425829,0.0643581644191255,0.999328626946642
0.429458558813223,0.694204938804775,0.063735572454628,0.999305406359101
0.428571740833647,0.693088032714755,0.0631210786478524,0.999281481940225
0.427688947297407,0.691973365565671,0.0625145533404232,0.999256835364014
0.426810149471903,0.690860936860968,0.061915869285093,0.999231447906538
0.425935318907898,0.689750746031308,0.061324901596061,0.999205300439103
0.425064427435915,0.688642792435771,0.0607415277003717,0.999178373421342
0.424197447162692,0.687537075363028,0.0601656272903688,0.99915064689422
0.423334350467691,0.686433594032505,0.0595970822771831,0.999122100472958
0.422475109999669,0.68533234759553,0.0590357767452329,0.999092713339883
0.421619698673287,0.684233335136457,0.058481596907713,0.999062464237188
0.42076808966579,0.683136555673783,0.0579344310630543,0.999031331459619
0.419920256413723,0.682042008161241,0.0573941695523283,0.998999292847081
0.419076172609709,0.680949691488879,0.0568607047175815,0.998966325777153
0.418235812199265,0.679859604484127,0.0563339308610749,0.99893240715754
0.417399149377677,0.678771745912846,0.055813744205411,0.998897513418426
0.416566158586918,0.67768611448036,0.0553000428545288,0.998861620504761
0.415736814512614,0.676602708832476,0.0547927267555473,0.998824703868461
0.414911092081054,0.675521527556492,0.0542916976614382,0.998786738460527
0.414088966456246,0.674442569182181,0.0537968590945118,0.998747698723089
0.41327041303702,0.673365832182771,0.0533081163106941,0.998707558581368
0.412455407454171,0.672291314975905,0.0528253762645828,0.998666291435558
0.411643925567648,0.671219015924591,0.0523485475752602,0.998623870152631
0.410835943463782,0.670148933338136,0.0518775404928487,0.998580267058063
0.410031437452555,0.669081065473064,0.0514122668657916,0.998535453927483
0.409230384064914,0.668015410534029,0.0509526401088435,0.998489401978243
0.408432760050122,0.666951966674709,0.0504985751717544,0.998442081860914
0.407638542373143,0.665890731998682,0.05004998850863,0.998393463650703
0.406847708212078,0.664831704560304,0.0496067980479574,0.998343516838798
0.406060234955624,0.663774882365564,0.0491689231632766,0.998292210323633
0.405276100200582,0.662720263372926,0.0487362846444868,0.998239512402089
0.404495281749394,0.661667845494163,0.0483088046697698,0.998185390760608
0.403717757607719,0.660617626595181,0.0478864067781218,0.99812981246625
0.402943505982043,0.659569604496826,0.0474690158424739,0.998072743957667
0.402172505277327,0.658523776975683,0.0470565580433922,0.998014151036013
0.401404734094683,0.65748014176486,0.046648960843344,0.997953998855786
0.400640171229086,0.656438696554769,0.0462461529615145,0.997892251915598
0.399878795667122,0.655399438993884,0.0458480643491655,0.997828874048881
0.399120586584763,0.6543623666895,0.0454546261655218,0.997763828414529
0.398365523345179,0.653327477208473,0.0450657707541724,0.997697077487475
0.397613585496574,0.652294768077953,0.0446814316199778,0.997628583049205
0.39686475277006,0.651264236786105,0.0443015434064695,0.997558306178212
0.39611900507756,0.650235880782823,0.0439260418737311,0.997486207240396
0.395376322509734,0.649209697480431,0.043554863876752,0.997412245879395
0.39463668533394,0.648185684254373,0.0431879473442391,0.997336381006876
0.393900073992225,0.647163838443896,0.042825231257882,0.997258570792756
0.393166469099339,0.646144157352725,0.0424666556320547,0.99717877265539
0.39243585144078,0.64512663824972,0.0421121614939494,0.99709694325169
0.391708201970866,0.644111278369535,0.0417616908641306,0.997013038467215
0.390983501810831,0.64309807491326,0.0414151867374992,0.996927013406203
0.39026173224695,0.642087025049055,0.0410725930646592,0.996838822381567
0.389542874728693,0.641078125912778,0.0407338547336761,0.996748418904851
0.388826910866896,0.6400713746086,0.0403989175522203,0.996655755676147
0.388113822431962,0.639066768209617,0.0400677282300844,0.99656078457398
0.38740359135209,0.638064303758445,0.0397402343620686,0.996463456645154
0.386696199711522,0.637063978267817,0.0394163844112232,0.996363722094584
0.385991629748818,0.636065788721162,0.0390961276924426,0.996261530275087
0.385289863855149,0.635069732073182,0.0387794143564021,0.996156829677159
0.384590884572622,0.634075805250416,0.0384661953738284,0.996049567918733
0.383894674592621,0.633084005151803,0.0381564225200994,0.99593969173492
0.383201216754168,0.632094328649228,0.0378500483601623,0.995827146967738
0.382510494042318,0.631106772588069,0.0375470262337662,0.995711878555832
0.38182248958656,0.63012133378773,0.0372473102409996,0.995593830524196
0.381137186659249,0.629138009042171,0.0369508552281281,0.995472945973886
0.380454568674059,0.628156795120425,0.0366576167737235,0.99534916707174
0.379774619184453,0.627177688767113,0.0363675511750802,0.995222435040117
0.379097321882173,0.62620068670295,0.03608061543491,0.995092690146629
0.378422660595754,0.625225785625245,0.0357967672483114,0.994959871693909
0.377750619289053,0.624252982208386,0.0355159649900052,0.994823918009391
0.377081182059802,0.623282273104333,0.0352381677018331,0.994684766435123
0.376414333138176,0.622313654943091,0.0349633350805099,0.994542353317607
0.375750056885381,0.62134712433318,0.0346914274656277,0.994396613997685
0.375088337792261,0.620382677862104,0.034422405827903,0.994247482800457
0.374429160477925,0.619420312096802,0.0341562317576642,0.994094893025262
0.373772509688387,0.618460023584105,0.0338928674535719,0.993938776935699
0.373118370295226,0.617501808851179,0.0336322757115682,0.993779065749726
0.372466727294267,0.616545664405961,0.03337441991405,0.993615689629806
0.371817565804273,0.615591586737597,0.0331192640192605,0.993448577673147
0.371170871065657,0.61463957231686,0.0328667725508948,0.993277657902008
0.370526628439211,0.613689617596577,0.032616910587915,0.993102857254097
0.369884823404849,0.612741719012042,0.0323696437545696,0.992924101573063
0.369245441560369,0.61179587298142,0.0321249382106129,0.992741315599092
0.368608468620228,0.610852075906154,0.0318827606417213,0.992554422959605
0.367973890414335,0.60991032417136,0.0316430782500998,0.992363346160077
0.367341692886855,0.608970614146217,0.0314058587452767,0.992168006574983
0.366711862095035,0.608032942184354,0.0311710703350813,0.991968324438868
0.36608438420804,0.607097304624232,0.0309386817168012,0.991764218837566
0.365459245505802,0.606163697789511,0.0307086620685147,0.991555607699561
0.36483643237789,0.605232117989429,0.0304809810405948,0.991342407787511
0.364215931322387,0.604302561519159,0.0302556087473823,0.99112453468994
0.363597728944787,0.603375024660171,0.0300325157590209,0.990901902813098
0.362981811956901,0.602449503680585,0.0298116730934557,0.990674425373012
0.36236816717578,0.601525994835516,0.0295930522085867,0.990442014387737
0.361756781522649,0.600604494367425,0.0293766249945783,0.990204580669799
0.361147642021856,0.599684998506453,0.0291623637663174,0.989962033818868
0.360540735799833,0.598767503470751,0.0289502412560206,0.989714282214645
0.35993605008407,0.597852005466818,0.028740230605985,0.989461233009989
0.359333572202101,0.596938500689819,0.0285323053614796,0.989202792124296
0.358733289580503,0.596026985323906,0.0283264394637757,0.98893886423713
0.358135189743912,0.595117455542533,0.0281226072433123,0.988669352782124
0.357539260314036,0.594209907508766,0.0279207834129936,0.988394159941168
0.356945489008702,0.593304337375593,0.0277209430616164,0.988113186638884
0.356353863640894,0.592400741286218,0.0275230616474234,0.987826332537409
0.355764372117818,0.591499115374366,0.027327114991782,0.987533496031498
0.355177002439967,0.59059945576457,0.0271330792729838,0.987234574243952
0.354591742700204,0.589701758572464,0.0269409310201625,0.986929463021396
0.354008581082857,0.588806019905065,0.0267506471073291,0.986618056930409
0.353427505862817,0.587912235861055,0.0265622047475211,0.986300249254028
0.352848505404655,0.587020402531055,0.0263755814870622,0.985975931988628
0.352271568161747,0.5861305159979,0.0261907551999325,0.985644995841211
0.351696682675406,0.585242572336906,0.0260077040822451,0.985307330227099
0.35112383757403,0.584356567616135,0.0258264066468269,0.984962823268057
0.350553021572257,0.583472497896654,0.0256468417179031,0.984611361790852
0.34998422347013,0.582590359232795,0.0254689884258811,0.984252831326279
0.34941743215227,0.581710147672405,0.025292826202233,0.983887116108643
0.348852636587064,0.580831859257097,0.0251183347744748,0.983514099075744
0.34828982582586,0.579955490022494,0.0249454941612391,0.983133661869353
0.347728989002168,0.579081035998474,0.0247742846674407,0.982745684836208
0.347170115330875,0.578208493209405,0.0246046868795327,0.982350047029553
0.346613194107469,0.577337857674384,0.0244366816608505,0.981946626211216
0.346058214707268,0.576469125407464,0.0242702501470432,0.981535298854262
0.345505166584661,0.575602292417886,0.0241053737415897,0.98111594014623
0.344954039272361,0.574737354710302,0.023942034111398,0.98068842399297
0.344404822380657,0.573874308284997,0.0237802131824859,0.980252623023094
0.343857505596685,0.573013149138107,0.0236198931357419,0.979808408593077
0.343312078683704,0.572153873261833,0.0234610564027638,0.979355650792993
0.342768531480377,0.571296476644655,0.0233036856617747,0.978894218452938
0.34222685390006,0.570440955271538,0.0231477638336128,0.978423979150132
0.341687035930109,0.569587305124141,0.0229932740777962,0.977944799216737
0.341149067631183,0.568735522181013,0.0228401997886588,0.977456543748395
0.340612939136561,0.5678856024178,0.0226885245915569,0.976959076613512
0.340078640651465,0.567037541807437,0.0225382323391454,0.9764522604633
0.339546162452392,0.566191336320344,0.0223893071077213,0.975935956742615
0.339015494886451,0.565346981924611,0.0222417331936338,0.975410025701575
0.338486628370714,0.564504474586193,0.0220954951097596,0.974874326408013
0.337959553391565,0.563663810269091,0.0219505775820417,0.974328716760757
0.33743426050406,0.562824984935533,0.0218069655460909,0.973773053503778
0.336910740331303,0.561987994546157,0.0216646441438485,0.973207192241201
0.336388983563812,0.561152835060185,0.0215235987203092,0.972630987453221
0.335868980958906,0.560319502435596,0.0213838148203023,0.972044292512925
0.335350723340095,0.559487992629299,0.0212452781853307,0.971446959704056
0.334834201596474,0.558658301597304,0.0211079747504678,0.970838840239717
0.334319406682124,0.55783042529488,0.0209718906413069,0.97021978428206
0.333806329615528,0.55700435967673,0.0208370121709682,0.969589640962946
0.333294961478977,0.556180100697141,0.0207033258371563,0.968948258405637
0.332785293418004,0.55535764431015,0.0205708183192718,0.968295483747487
0.332277316640802,0.554536986469696,0.020439476475573,0.967631163163708
0.331771022417665,0.553718123129776,0.0203092873403877,0.966955141892172
0.331266402080429,0.552901050244597,0.0201802381213753,0.966267264259315
0.330763447021917,0.55208576376872,0.0200523161968357,0.965567373707133
0.330262148695394,0.551272259657213,0.0199255091130661,0.964855312821293
0.329762498614027,0.550460533865791,0.0197998045817646,0.96413092336038
0.32926448835035,0.54965058235096,0.0196751904774785,0.963394046286304
0.328768109535731,0.548842401070155,0.0195516548350971,0.96264452179586
0.328273353859858,0.548035985981881,0.0194291858473895,0.961882189353488
0.327780213070212,0.547231333045847,0.0193077718625832,0.961106887725223
0.327288678971559,0.546428438223096,0.0191874013819865,0.960318455013869
0.326798743425447,0.545627297476141,0.0190680630576512,0.959516728695398
0.326310398349699,0.544827906769093,0.0189497456900763,0.958701545656599
0.325823635717923,0.544030262067785,0.0188324382259506,0.957872742233988
0.325338447559017,0.543234359339903,0.0187161297559346,0.957030154253984
0.324854825956688,0.542440194555103,0.0186008095124809,0.956173617074384
0.324372763048969,0.541647763685134,0.0184864668676914,0.955302965627119
0.323892251027748,0.540857062703961,0.0183730913312115,0.954418034462341
0.323413282138295,0.540068087587877,0.0182606725481603,0.953518657793811
0.3229358486788,0.539280834315621,0.018149200297096,0.95260466954563
0.322459942999912,0.53849529886849,0.0180386644880161,0.951675903400303
0.321985557504283,0.537711477230454,0.0179290551603913,0.950732192848159
0.321512684646121,0.53692936538826,0.0178203624812334,0.949773371238118
0.321041316930743,0.536148959331547,0.0177125767431951,0.948799271829826
0.320571446914136,0.535370255052945,0.0176056883627022,0.947809727847153
0.320103067202516,0.534593248548185,0.017499687878118,0.946804572533069
0.319636170451905,0.533817935816202,0.0173945659479372,0.945783639205892
0.319170749367696,0.533044312859228,0.0172903133490114,0.944746761316913
0.318706796704235,0.532272375682904,0.0171869209748039,0.943693772509401
0.318244305264406,0.531502120296365,0.0170843798336735,0.942624506678993
0.317783267899207,0.530733542712347,0.0169826810471874,0.94153879803545
0.317323677507353,0.529966638947273,0.0168818158484615,0.940436481165798
0.316865527034861,0.52920140502135,0.0167817755805294,0.93931739109884
0.316408809474657,0.528437836958661,0.0166825516947376,0.938181363371024
0.315953517866172,0.527675930787253,0.0165841357491676,0.937028234093685
0.315499645294955,0.526915682539223,0.0164865194070841,0.935857840021628
0.315047184892283,0.52615708825081,0.016389694435409,0.934670018623055
