"Sampsonius dampfi","Xyleborus affinis","Xyleborus posticus","Ambrosiodmus obliquus"
0.192145413850499,0.991467027138043,0.214882908155724,0.131372904635814
0.190334116609705,0.991361841743795,0.2141827898477,0.130854149517614
0.188546003261382,0.991255974637968,0.213488262704274,0.130340043355077
0.186780722615617,0.99114942554587,0.212799254980644,0.129830521082542
0.185037929047896,0.99104219419944,0.212115696203963,0.129325518872106
0.1833172824274,0.990934280337218,0.211437517144528,0.128824974103876
0.181618448044937,0.990825683704314,0.210764649787767,0.128328825337089
0.179941096540611,0.990716404052373,0.210097027307,0.127837012282058
0.178284903831313,0.990606441139548,0.209434584036929,0.127349475772936
0.17664955103812,0.990495794730469,0.208777255447868,0.126866157741243
0.175034724413694,0.990384464596212,0.208124978120649,0.12638700119016
0.173440115269743,0.990272450514273,0.207477689722218,0.125911950169543
0.171865419904617,0.990159752268535,0.206835328981879,0.125440949751636
0.170310339531105,0.990046369649242,0.206197835668163,0.124973946007477
0.168774580204495,0.989932302452969,0.205565150566326,0.12451088598395
0.167257852750944,0.989817550482599,0.204937215456424,0.124051717681478
0.165759872696222,0.989702113547287,0.204313973091973,0.123596390032334
0.16428036019486,0.989585991462443,0.203695367179164,0.123144852879541
0.162819039959763,0.989469184049698,0.203081342356617,0.122697056956355
0.161375641192319,0.989351691136878,0.202471844175659,0.122252953866306
0.159949897513032,0.989233512557985,0.201866819081111,0.121812496063775
0.158541546892738,0.989114648153163,0.201266214392567,0.121375636835097
0.157150331584405,0.988995097768675,0.200669978286147,0.12094233028017
0.15577599805556,0.988874861256883,0.20007805977672,0.120512531294558
0.154418296921374,0.988753938476215,0.19949040870057,0.120086195552063
0.153076982878411,0.988632329291147,0.198906975698498,0.119663279487766
0.151751814639074,0.988510033572177,0.198327712199354,0.119243740281507
0.150442554866763,0.9883870511958,0.197752570403969,0.118827535841801
0.149148970111756,0.988263382044485,0.197181503269495,0.118414624790174
0.147870830747839,0.988139026006651,0.196614464494127,0.118004966445904
0.146607910909685,0.988013982976648,0.196051408502197,0.11759852081116
0.145359988430995,0.987888252854727,0.195492290429644,0.117195248556515
0.144126844783424,0.987761835547024,0.194937066109826,0.116795111006841
0.142908265016274,0.987634730965535,0.194385692059681,0.116398070127555
0.14170403769699,0.987506939028092,0.193838125466224,0.116004088511216
0.140513954852438,0.987378459658347,0.193294324173368,0.115613129364465
0.139337811910988,0.987249292785743,0.192754246669055,0.115225156495285
0.13817540764539,0.987119438345499,0.192217852072701,0.11484013430059
0.137026544116457,0.986988896278585,0.191685100122936,0.114458027754116
0.135891026617548,0.986857666531704,0.19115595116563,0.114078802394616
0.134768663619854,0.986725749057266,0.190630366142209,0.113702424314345
0.133659266718486,0.986593143813375,0.190108306578235,0.11332886014783
0.132562650579359,0.986459850763803,0.189589734572259,0.112958077060913
0.131478632886877,0.986325869877972,0.189074612784933,0.112590042740064
0.130407034292411,0.986191201130935,0.188562904428367,0.112224725381953
0.129347678363564,0.986055844503353,0.188054573255739,0.11186209368327
0.128300391534226,0.985919799981479,0.187549583551138,0.111502116830798
0.127265003055408,0.985783067557139,0.187047900119644,0.111144764491716
0.126241344946847,0.985645647227707,0.186549488277625,0.110790006804141
