"Ambrosiodmus obliquus","Ambrosiodmus tachygraphus","Xyleborus posticus","Xyleborus germanus","Xyleborus obesus","Xylosandrus compactus","mutillatus","Xylosandrus morigerus","Xyleborus seriatus","Coptoborus pseudotenuis","Xyleborinus saxeseni"
0.408667044322237,0.501334875391608,0.441184369132349,0.63931018104727,0.333240900326562,0.725437988412168,0.677902714604852,0.966356051024144,0.492408948605003,0.967996374691877,0.629581839959636
0.39895709864538,0.487963974852652,0.433007766957061,0.634005028131143,0.323859014908146,0.718415404176715,0.667982970647918,0.964509371484753,0.484043811751917,0.965175649462431,0.623025922602015
0.38971755430385,0.475154899663254,0.425199073790673,0.628885727595686,0.314991178061572,0.711577912074271,0.658325946338402,0.962646597804765,0.476028538583309,0.962245868993201,0.616695042547744
0.380914306466313,0.462878782365719,0.417731627779206,0.623939804739839,0.306596258604325,0.704916511214774,0.648922282602797,0.960768606244889,0.468339235364926,0.959208893995124,0.610574964291657
0.372516521403628,0.45110818490212,0.410581435952074,0.619156028899511,0.298637400150199,0.698422884885273,0.639762984401526,0.958876220818846,0.460954289585256,0.956066659119944,0.604652789938571
0.36449624814917,0.439817084087311,0.40372683414345,0.614524250218147,0.291081479747083,0.692089327642571,0.630839412443993,0.956970218199487,0.453854089890224,0.952821168691484,0.598916792549337
0.356828084904274,0.4289808402589,0.397148199331351,0.61003526270951,0.28389864676239,0.685908682459429,0.622143273425712,0.955051331986601,0.447020787957428,0.949474492450352,0.593356275187753
0.349488891279947,0.418576154222572,0.390827704957526,0.605680688637658,0.277061928471224,0.679874286232082,0.613666609258248,0.95312025643969,0.440438094924648,0.946028761312221,0.587961450979383
0.3424575391057,0.408581016366193,0.38474911172573,0.601452880312139,0.270546891353983,0.673979922290313,0.605401785652488,0.951177649759299,0.434091106476093,0.94248616314172,0.582723340473971
0.335714695839994,0.398974650863163,0.378897587867571,0.597344836211356,0.264331349133336,0.668219778810127,0.597341480331199,0.949224136985128,0.427966151842011,0.938848938545352,0.577633683354062
0.329242635660046,0.389737457154936,0.373259554025393,0.593350128971926,0.258395110194229,0.662588412231814,0.589478671081508,0.947260312566962,0.422050662866861,0.935119376687992,0.57268486211278
0.323025074148978,0.380850950342236,0.367822548811582,0.589462843265452,0.252719758324815,0.657080714946322,0.581806623807368,0.945286742654791,0.416333060009383,0.931299811138256,0.567869835776313
0.317047023178791,0.372297701684476,0.362575111822763,0.585677521961433,0.247288461759775,0.651691886640473,0.574318880702731,0.943303967146698,0.410802652699592,0.927392615748667,0.563182082102372
0.311294663141934,0.364061280077228,0.357506681459641,0.581989119271921,0.242085806353239,0.646417408793861,0.567009248635458,0.941312501526839,0.40544955192647,0.92340020057688,0.558615546967808
0.305755230137992,0.35612619512522,0.352607505361821,0.578392959808651,0.237097649397128,0.641253021903078,0.559871787808055,0.9393128385207,0.400264593290974,0.919325007854491,0.554164599883425
0.300416916095279,0.348477842235632,0.34786856163662,0.574884702671109,0.232310991164178,0.636194705076134,0.552900800742568,0.937305449590646,0.395239269051076,0.915169508010044,0.549823994754718
0.295268780115642,0.341102450009866,0.343281489360812,0.571460309834687,0.227713861717795,0.631238657695101,0.546090821622377,0.935290786291334,0.390365667923247,0.910936195752849,0.545588835153297
0.290300669586803,0.333987030101054,0.338838527078758,0.56811601822993,0.223295220912849,0.626381282890304,0.539436606012158,0.933269281501706,0.385636421599474,0.906627586224121,0.541454543482585
0.285503149820064,0.327119329621168,0.334532458220976,0.564848315002851,0.219044869828035,0.621619172606997,0.532933120968432,0.931241350547884,0.381044657099005,0.902246211221796,0.537416833518477
0.280867441149759,0.320487786119601,0.330356562532385,0.561653915527277,0.214953372133545,0.616949094076671,0.526575535546198,0.929207392229344,0.376583954206476,0.897794615505117,0.53347168588558
0.276385362580894,0.314081485109505,0.326304572736325,0.558529743806643,0.211011984117594,0.612367977531315,0.520359211701845,0.927167789759026,0.37224830735815,0.893275353184829,0.529615326095662
0.272049281197875,0.307890120085281,0.322370635774176,0.5554729149576,0.207212592279324,0.607872905020898,0.51427969558849,0.925122911626664,0.368032091429773,0.888690984204466,0.525844204829746
0.267852066654221,0.301903954951528,0.318549278055496,0.552480719513327,0.203547657550437,0.6034611002129,0.508332709236794,0.923073112393408,0.363930030956605,0.88404407091787,0.522154980191041
0.26378705015395,0.296113788768121,0.314835374233236,0.549550609322426,0.200010165338323,0.599129919068404,0.502514142612056,0.921018733424792,0.359937172380908,0.879337174767663,0.518544501694227
0.259847987412634,0.290510922706124,0.311224119085719,0.546680184851041,0.196593580693949,0.594876841302686,0.496820046036729,0.91896010356824,0.356048858976904,0.874572853069016,0.515009795788816
0.256029025152134,0.285087129103703,0.307711002143753,0.543867183722537,0.193291808001426,0.590699462549606,0.49124662296632,0.916897539780548,0.352260708149643,0.86975365590259,0.511548052741584
0.252324670739566,0.27983462250876,0.304291784749336,0.541109470351616,0.190099154665974,0.586595487158949,0.485790223105902,0.914831347710142,0.348568590843631,0.864882123120133,0.508156614726115
0.248729764629609,0.274746032595121,0.300962479273303,0.538405026548807,0.187010298345087,0.58256272156426,0.480447335853979,0.912761822238353,0.344968612830837,0.859960781465714,0.504832964987162
0.245239455311064,0.269814378840872,0.297719330254207,0.535751942987467,0.184020257325969,0.578599068166014,0.475214584060232,0.910689247983478,0.341457097676495,0.854992141815183,0.501574717964295
0.241849176494719,0.26503304686053,0.294558797250623,0.533148411439282,0.181124363702336,0.574702519681241,0.470088718083654,0.908613899770975,0.338030571205949,0.849978696535972,0.498379610273668
0.238554626310773,0.260395766286664,0.291477539224724,0.530592717696028,0.178318239046738,0.57087115391622,0.465066610137675,0.906536043072762,0.334685747317118,0.844922916968921,0.495245492459075
0.235351748311227,0.255896590101109,0.288472400297154,0.528083235105549,0.17559777231163,0.567103128923609,0.460145248909119,0.904455934418306,0.331419515001628,0.839827251033378,0.492170321434117
0.232236714096205,0.251529875320774,0.285540396732255,0.525618418658599,0.172959099724571,0.563396678509547,0.455321734438121,0.90237382177986,0.32822892645364,0.834694120956404,0.489152153546487
0.229205907403731,0.247290264948105,0.282678705029323,0.523196799570762,0.170398586470704,0.559750108059907,0.450593273246524,0.900289944934023,0.325111186159282,0.82952592112652,0.486189138203355
0.226255909520452,0.243172671101368,0.279884651009886,0.520816980310161,0.167912809979854,0.556161790658092,0.445957173702665,0.898204535801513,0.322063640871692,0.824325016072009,0.483279512003763
0.223383485886466,0.239172259244972,0.277155699803505,0.518477630027358,0.1654985446566,0.552630163469582,0.441410841610905,0.896117818766916,0.319083770387227,0.819093738563446,0.480421593329969
0.220585573781277,0.23528443344499,0.274489446645536,0.516177480348744,0.163152747910031,0.549153724370915,0.436951776014718,0.894030010979962,0.31616917904763,0.813834387839743,0.477613777354976
0.21785927098992,0.23150482257985,0.271883608409782,0.513915321499044,0.160872547355925,0.545731028803008,0.432577565202622,0.891941322639748,0.313317587901044,0.808549227956674,0.47485453142806
0.215201825359052,0.227829267440734,0.269336015807367,0.511689998722301,0.158655229078139,0.542360686830661,0.428285882906699,0.889851957263197,0.310526827461875,0.803240486256521,0.47214239080421
0.21261062516215,0.224253808660618,0.266844606190464,0.509500408974001,0.156498226848318,0.539041360391824,0.424074484683915,0.887762111938913,0.307794831015769,0.797910351957169,0.46947595468692
0.210083190201319,0.220774675415032,0.264407416905997,0.507345497859903,0.154399112213873,0.535771760721742,0.419941204470936,0.885671977567489,0.305119628421503,0.792560974858737,0.466853882556934
0.207617163580539,0.217388274841544,0.26202257915012,0.505224256799673,0.152355585373715,0.532550645938482,0.415883951303531,0.883581739089247,0.30249934036648,0.787194464165529,0.464274890762314
0.205210304091742,0.214091182128647,0.259688312279301,0.503135720395668,0.15036546676966,0.529376818777566,0.411900706192165,0.881491575700274,0.299932173036832,0.781812887420884,0.461737749347675
0.202860479160886,0.210880131228204,0.257402918538307,0.501078963989223,0.148426689328848,0.526249124464535,0.407989519145736,0.879401661057568,0.297416413166998,0.776418269552301,0.459241279102574
0.200565658306362,0.207752006148825,0.255164778169331,0.499053101388513,0.14653729129913,0.523166448715251,0.404148506335865,0.877312163474036,0.294950423437051,0.771012592023978,0.456784348811018
0.198323907066663,0.204703832790577,0.252972344869994,0.497057282753667,0.1446954096252,0.520127715854656,0.400375847394514,0.875223246103999,0.292532638189076,0.765597792093777,0.454365872685746
0.196133381358364,0.201732771284256,0.250824141571103,0.495090692626159,0.142899273818453,0.517131887045458,0.396669782838112,0.873135067119853,0.290161559436647,0.760175762171469,0.451984807972501
0.193992322229099,0.198836108801049,0.248718756507808,0.493152548090767,0.141147200278148,0.514177958618977,0.393028611611676,0.871047779880419,0.287835753143842,0.754748349274949,0.449640152710858
0.191899050973527,0.196011252800874,0.246654839560286,0.49124209705947,0.1394375870256,0.511264960501018,0.389450688746821,0.868961533091547,0.285553845752427,0.749317354581055,0.447330943639431
0.189851964583218,0.193255724689933,0.244631098842323,0.489358616667655,0.137768908816752,0.508391954726206,0.385934423127819,0.866876470959416,0.283314520937765,0.743884533067475,0.445056254234348
0.187849531504018,0.190567153860138,0.242646297518107,0.487501411773873,0.136139712601798,0.505558034034784,0.382478275360225,0.864792733337009,0.281116516575777,0.738451593242203,0.442815192870896
0.185890287676837,0.187943272084983,0.240699250829387,0.485669813555182,0.134548613303432,0.502762320546326,0.379080755736843,0.86271045586415,0.27895862190482,0.733020196956911,0.440606901099126
0.183972832839926,0.185381908248297,0.238788823316704,0.48386317819082,0.132994289887937,0.500003964505272,0.375740422296118,0.860629770101499,0.276839674867791,0.727591959300582,0.438430552024988
0.182095827072657,0.182880983383924,0.236913926219866,0.482080885627598,0.13147548170569,0.497282143093575,0.37245587896827,0.858550803658851,0.274758559621004,0.722168448569727,0.436285348789309
0.180257987562516,0.180438506005995,0.235073515044133,0.480322338420949,0.129990985079772,0.494596059306139,0.369225773804779,0.856473680318063,0.272714204197568,0.716751186311474,0.434170523137558
0.178458085578635,0.178052567710845,0.233266587279742,0.478586960646135,0.128539650123269,0.491944940885017,0.366048797287016,0.854398520150923,0.270705578314011,0.711341647435858,0.43208533407395
0.176694943636551,0.175721339032982,0.231492180263458,0.476874196874523,0.127120377767588,0.489328039308673,0.362923680710101,0.852325439632221,0.268731691309838,0.705941260393621,0.430029066593958
0.17496743284022,0.173443065538758,0.229749369171804,0.47518351121032,0.125732116985635,0.486744628832872,0.359849194638203,0.850254551748316,0.266791590210577,0.700551407415883,0.428001030489784
0.17327447038843,0.171216064142516,0.228037265136459,0.473514386383495,0.124373862195104,0.484194005580018,0.356824147427792,0.848185966101408,0.264884357905608,0.695173424812074,0.426000559223805
0.171615017233834,0.169038719631053,0.226355013473139,0.471866322894989,0.123044650828409,0.481675486673977,0.35384738381545,0.84611978900977,0.263009111432806,0.689808603322566,0.424027008865355
0.169988075883789,0.166909481383234,0.224701792015935,0.470238838210616,0.121743561056899,0.479188409417664,0.350917783567092,0.844056123604136,0.261165000362634,0.684458188522503,0.422079757086632
0.168392688333029,0.164826860272476,0.223076809549776,0.468631466000359,0.120469709658049,0.476732130510828,0.348034260185597,0.841995069920444,0.259351205274933,0.679123381273396,0.420158202213785
0.166827934119034,0.16278942574069,0.221479304334236,0.467043755419995,0.119222250015267,0.474306025305676,0.345195759673987,0.839936724989133,0.257566936322156,0.673805338219114,0.418261762329592
0.16529292849163,0.16079580303302,0.219908542712453,0.465475270432265,0.118000370240778,0.471909487098134,0.342401259351486,0.837881182921146,0.255811431873288,0.668505172322999,0.416389874424368
0.163786820689073,0.15884467058348,0.218363817799423,0.463925589164969,0.116803291412858,0.469541926452681,0.339649766719895,0.835828534990819,0.254083957233143,0.663223953442901,0.414541993592025
0.162308792313404,0.156934757542212,0.216844448244356,0.462394303303609,0.115630265919357,0.467202770558847,0.336940318377869,0.833778869715794,0.252383803432109,0.65796270894102,0.412717592268424
0.160858055798475,0.15506484143577,0.215349777062194,0.460881017516363,0.11448057590011,0.464891462617592,0.33427197898082,0.831732272934112,0.250710286081797,0.652722424325568,0.410916159509365
0.1594338529645,0.153233745952345,0.213879170529784,0.459385348909318,0.11335353178143,0.462607461255882,0.331643840244263,0.829688827878606,0.249062744292389,0.647504043921304,0.409137200305757
0.15803545365348,0.151440338844449,0.21243201714249,0.457906926510094,0.112248470896377,0.460350239967922,0.329055019988564,0.827648615248731,0.247440539647762,0.642308471566159,0.407380234933691
0.156662154440235,0.14968352994202,0.211007726627389,0.456445390778067,0.111164756185009,0.458119286581574,0.326504661223132,0.825611713279944,0.245843055234794,0.637136571331232,0.405644798337299
0.155313277414216,0.147962269269396,0.209605729009452,0.455000393139571,0.11010177496926,0.455914102748596,0.323991931268216,0.823578197810741,0.24426969472347,0.63198916826155,0.403930439542417
0.153988169027553,0.146275545260048,0.208225473727372,0.453571595546563,0.109058937797489,0.453734203457429,0.321516020912552,0.821548142347467,0.242719881494671,0.626867049135097,0.402236721099239
0.152686199005198,0.144622383063324,0.206866428795956,0.452158670057326,0.108035677354125,0.45157911656733,0.319076143605201,0.819521618126986,0.241193057812763,0.621770963237738,0.40056321855224
0.151406759313256,0.143001842937857,0.205528080012204,0.450761298437908,0.107031447430164,0.449448382362732,0.316671534679997,0.817498694177311,0.239688684040257,0.616701623151724,0.398909519935783
0.150149263181912,0.141413018726628,0.204209930202407,0.449379171783073,0.106045721950591,0.447341553126771,0.314301450611122,0.815479437376281,0.238206237892053,0.611659705555638,0.397275225293935
0.148913144179605,0.139855036408991,0.202911498507788,0.448011990155614,0.105077994055104,0.445258192732986,0.31196516829837,0.813463912508364,0.236745213726912,0.606645852033686,0.395659946223095
0.147697855335317,0.138327052725262,0.201632319706364,0.446659462242988,0.104127775228736,0.443197876254283,0.309661984380767,0.811452182319672,0.235305121873987,0.601660669892385,0.394063305436159
0.146502868306103,0.13682825386976,0.200371943568887,0.445321305030256,0.103194594479272,0.441160189588259,0.307391214577263,0.809444307571253,0.233885487992365,0.596704732982776,0.392484936346999
0.145327672587121,0.135357854248448,0.199129934246857,0.443997243488429,0.10227799755852,0.439144729098091,0.305152193053275,0.807440347090738,0.232485852461729,0.59177858252642,0.39092448267414
0.144171774761682,0.133915095297547,0.19790586969073,0.442687010277328,0.101377546224761,0.437151101268192,0.302944271811934,0.805440357822408,0.231105769802366,0.586882727943503,0.389381598062575
0.143034697788937,0.132499244359747,0.196699341096585,0.441390345462184,0.100492817543836,0.435178922373921,0.300766820108934,0.803444394875737,0.229744808122852,0.582017647681507,0.387855945722727
0.141915980327032,0.131109593614816,0.195509952379616,0.440106996243185,0.0996234032265422,0.433227818164661,0.298619223889934,0.801452511572483,0.228402548593881,0.577183790042967,0.386347198085637
0.140815176089665,0.129745459061635,0.194337319672918,0.438836716697292,0.0987689090001521,0.431297423559596,0.296500885249537,0.799464759492375,0.227078584946772,0.572381574010973,0.384855036473509
0.139731853234148,0.128406179548842,0.193181070850163,0.43757926753165,0.0979289540120237,0.429387382355608,0.294411221910883,0.797481188517452,0.225772522995299,0.567611390071102,0.383379150784792
0.138665593779165,0.127091115851466,0.192040845070806,0.436334415847967,0.0971031702634057,0.427497346946686,0.292349666724972,0.795501846875103,0.224483980179576,0.562873601028625,0.381919239193042
0.137615993050579,0.125799649791052,0.190916292346602,0.435101934917291,0.0962912020716697,0.425626978054322,0.290315667188858,0.793526781179865,0.223212585130797,0.558168542819871,0.380475007858845
0.13658265915369,0.124531183396977,0.189807073128241,0.433881603964627,0.0954927055593174,0.42377594446838,0.288308684981903,0.79155603647402,0.221957977255719,0.553496525316714,0.379046170654127
0.135565212470502,0.123285138106746,0.188712857911029,0.432673207962889,0.09470734816822,0.421943922797932,0.286328195519315,0.789589656267026,0.220719806339825,0.548857833123273,0.377632448898211
0.134563285180622,0.122060954003214,0.187633326858566,0.431476537435699,0.0939348081976496,0.420130597231626,0.284373687522235,0.787627682573843,0.219497732168199,0.544252726363923,0.376233571105031
0.133576520804479,0.12085808908681,0.186568169443475,0.430291388268582,0.0931747743647522,0.418335659307133,0.282444662603674,0.78567015595218,0.218291424163171,0.539681441461863,0.374849272740949
0.132604573767686,0.119676018580913,0.185517084104271,0.429117561528132,0.0924269453862014,0.416558807689266,0.280540634869626,0.783717115538705,0.217100561037863,0.535144191907482,0.373479295992622
0.131647108985393,0.118514234268686,0.184479777917516,0.427954863288746,0.091691029579852,0.41479974795639,0.278661130534724,0.781768599084258,0.215924830464829,0.530641169015903,0.372123389544452
0.130703801465562,0.117372243859726,0.183455966284472,0.426803104466544,0.0909667444852854,0.413058192394733,0.276805687551831,0.779824642988092,0.214763928759005,0.526172542673091,0.370781308365125
0.129774335930177,0.116249570385025,0.182445372631494,0.425662100660131,0.0902538165022115,0.411333859800269,0.274973855254994,0.777885282331191,0.213617560574243,0.52173846207002,0.369452813502814
0.128858406453436,0.115145751618784,0.181447728123461,0.424531671997853,0.0895519805457525,0.409626475287824,0.27316519401519,0.77595055090868,0.212485438612761,0.5173390564244,0.36813767188861
0.127955716116054,0.114060339525738,0.18046277138957,0.423411642991231,0.0888609797176976,0.407935770107106,0.271379274908367,0.774020481261372,0.211367283346846,0.512974435689579,0.366835656147807
0.127065976674827,0.112992899732693,0.179490248260893,0.42230184239429,0.0881805649928711,0.406261481465338,0.269615679395251,0.772095104706464,0.210262822752213,0.508644691250247,0.365546544418654
0.126188908246687,0.111943011023088,0.178529911519071,0.421202103068484,0.0875104949198098,0.404603352356232,0.267873999012456,0.770174451367435,0.209171792052452,0.504349896604622,0.364270120178225
0.125324239006513,0.110910264853417,0.177581520655626,0.42011226185295,0.0868505353349932,0.402961131395022,0.266153835074434,0.768258550203143,0.208093933474005,0.500090108032864,0.363006172075079
0.124471704897988,0.109894264890454,0.176644841641336,0.419032159439861,0.0862004590899175,0.401334572659296,0.26445479838583,0.76634742903617,0.207028996011185,0.495865365251499,0.36175449376839
0.123631049356862,0.108894626568244,0.175719646705205,0.417961640254617,0.0855600457903425,0.3997234355354,0.262776508963829,0.764441114580428,0.205976735200738,0.49167569205366,0.360514883773251
0.122802023045995,0.107910976663908,0.174805714122539,0.416900552340653,0.0849290815470849,0.398127484570159,0.261118595770085,0.762539632468051,0.204936912905501,0.487521096935018,0.359287145311875
0.121984383601603,0.106942952891346,0.173902828011705,0.41584874724867,0.0843073587377638,0.396546489327713,0.259480696451872,0.760643007275603,0.203909297106722,0.483401573705297,0.358071086170411
0.121177895390148,0.105990203511982,0.173010778139149,0.414806079930062,0.0836946757789435,0.394980224251249,0.25786245709207,0.758751262549604,0.202893661704639,0.479317102085296,0.356866518561145
0.12038232927537,0.105052386961723,0.172129359732272,0.413772408634365,0.0830908369081453,0.393428468529433,0.256263531967661,0.756864420831423,0.201889786326927,0.475267648289401,0.355673258989824
0.119597462394946,0.104129171493383,0.171258373299816,0.412747594810542,0.082495651975235,0.391891005967349,0.254683583316389,0.754982503681535,0.200897456144656,0.47125316559355,0.354491128127889
0.118823077946337,0.103220234833813,0.170397624459378,0.411731503011932,0.081908936242718,0.390367624861761,0.253122281111267,0.753105531703167,0.199916461695408,0.467273594888704,0.353319950689396
0.118058964981372,0.102325263855073,0.169546923771745,0.410724000804707,0.0813305101945026,0.388858117880531,0.251579302842642,0.751233524565358,0.198946598713224,0.463328865219838,0.352159555312426
0.11730491820915,0.101443954258972,0.168706086581714,0.409724958679667,0.0807601993527139,0.387362281946028,0.250054333307508,0.749366501025448,0.197987667965088,0.459418894310561,0.351009774444778
0.116560737806889,0.100576010274361,0.167874932865121,0.408734249967251,0.0801978341021663,0.385879918122365,0.248547064405801,0.747504478951001,0.19703947509363,0.455543589073409,0.349870444233771
0.11582622923832,0.0997211443665884,0.167053287081773,0.407751750755603,0.0796432495221249,0.384410831506313,0.247057194943411,0.7456474753412,0.196101830465786,0.451702846105962,0.348741404419983
0.115101203079308,0.098879076958569,0.166240978034033,0.406777339811572,0.0790962852250026,0.382954831121761,0.245584430441649,0.743795506347714,0.19517454902715,0.447896552172901,0.347622498234739
0.11438547485034,0.0980495361629178,0.165437838730795,0.405810898504522,0.0785567852016641,0.381511729817575,0.244128482952938,0.741948587295051,0.194257450161754,0.444124584674143,0.346513572301219
0.113678864855582,0.0972322575246663,0.164643706256609,0.404852310732824,0.0780245976730208,0.380081344168719,0.242689070882476,0.740106732700426,0.193350357557059,0.440386812099232,0.345414476539014
0.112981198028199,0.0964269837740706,0.163858421645733,0.403901462852934,0.0774995749476229,0.378663494380535,0.241265918815666,0.738269956293144,0.192453099073908,0.436683094468148,0.344325064071987
0.112292303781655,0.0956334645890651,0.163081829760886,0.402958243610922,0.0769815732849649,0.377258004196036,0.239858757351092,0.736438271033517,0.191565506621244,0.433013283758731,0.343245191139318
0.111612015866724,0.0948514563669292,0.162313779176505,0.402022544076381,0.0764704527642416,0.375864700806126,0.238467322938833,0.734611689131329,0.19068741603538,0.429377224320911,0.342174717009593
0.110940172233967,0.0940807220047581,0.161554122066302,0.401094257578597,0.0759660771582998,0.374483414762608,0.237091357723918,0.732790222063861,0.189818666963626,0.425774753277967,0.3411135038978
0.11027661490141,0.0933210306883528,0.160802714094943,0.400173279644892,0.0754683138125507,0.373113979893904,0.23573060939475,0.730973880593485,0.188959102752098,0.422205700915008,0.340061416885145
0.109621189827219,0.0925721576891541,0.160059414313667,0.399259507941055,0.0749770335286135,0.371756233223367,0.234384831036286,0.729162674784846,0.188108570337517,0.418669891054926,0.339018323841549
0.108973746787142,0.0918338841688768,0.159324085059676,0.398352842213776,0.0744921104524778,0.3704100148901,0.233053780987837,0.727356614021633,0.187266920142846,0.415167141422044,0.337984095350721
0.108334139256499,0.0911059969915052,0.158596591859147,0.397453184235004,0.0740134219669812,0.369075168072187,0.231737222705294,0.725555707022964,0.186434005976598,0.411697263993686,0.33695860463773
0.107702224296551,0.0903882885423335,0.157876803333691,0.396560437748142,0.0735408485884085,0.36775153891225,0.230434924627635,0.723759961859378,0.185609684935667,0.408260065339925,0.335941727498938
0.107077862445034,0.0896805565537509,0.157164591110144,0.395674508416021,0.073074273867029,0.366438976445246,0.229146660047552,0.72196938596846,0.18479381731153,0.404855346951746,0.334933342234237
0.106460917610688,0.0889826039374827,0.156459829733529,0.394795303770578,0.0726135842914002,0.365137332528429,0.227872206986062,0.720183986170104,0.183986266499696,0.401482905557884,0.333933329581483
0.105851256971624,0.0882942386230109,0.155762396583064,0.393922733164165,0.072158669196269,0.363846461773386,0.226611348070948,0.718403768681417,0.183186898912258,0.398142533430563,0.332941572653043
0.105248750877347,0.0876152734019195,0.1550721717911,0.393056707722432,0.0717094206739174,0.362566221480099,0.225363870418904,0.716628739131283,0.182395583893426,0.394834018680427,0.331957956874379
0.104653272754294,0.0869455257779094,0.154389038164854,0.392197140298722,0.0712657334888006,0.361296471572932,0.224129565521252,0.714858902574587,0.181612193637926,0.391557145540876,0.330982369924586
0.10406469901474,0.0862848178222518,0.153712881110838,0.391343945429925,0.0708275049953362,0.360037074538499,0.222908229133108,0.713094263506121,0.180836603112149,0.388311694642096,0.330014701678818
0.10348290896893,0.0856329760344499,0.153043588561869,0.390497039293723,0.070394635058711,0.358787895365333,0.221699661165866,0.71133482587416,0.18006868997794,0.385097443275011,0.329054844152519
0.1029077847403,0.0849898312078976,0.152381050906553,0.389656339667186,0.069967025978576,0.357548801485304,0.220503665582907,0.709580593093742,0.179308334518923,0.381914165645432,0.328102691447408
0.102339211183674,0.0843552183003277,0.151725160921152,0.388821765886664,0.0695445824155062,0.356319662716719,0.219320050298397,0.707831568059629,0.178555419569264,0.378761633118631,0.327158139699128
0.101777075806295,0.0837289763088545,0.151075813703737,0.387993238808919,0.0691272113201117,0.355100351209048,0.218148627079091,0.70608775315899,0.177809830444778,0.375639614454623,0.326221087026531
