"","t14","t17","t20","t2","t16","t11","t4","t10","t15","t3","t7","t13","t19","t12","t5","t6","t1","t18","t9","t8"
"X1.1",0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
