"phy","focal","t212","t82","t175","t124","t15","t233","t109","t206","t237","t81","t132","t134","t209","t137","t51","t199","t110","t300","t193","t296","t145","t71","t213","t150","t147","t267","t266","t76","t167","t22","t190","t28","t83","t53","t257","t11","t5","t276","t270","t47","t154","t188","t6","t146","t35","t269","t72","t30","t37","t50","t88","t189","t254","t288","t98","t185","t292","t151","t176","t128","t122","t144","t26","t17","t9","t73","t56","t156","t10","t31","t178","t87","t89","t2","t218","t248","t234","t67","t20","t85","t95","t217","t107","t106","t42","t152"
1,"t82",0.564833358488902,0.964617561204697,0.496531024924673,0.595609274982034,0.650973145620209,0.564833358488902,0.496531024924673,0.496531024924673,0.595609274982034,0.564833358488902,0.649968774703516,0.650973145620209,0.496531024924673,0.649968774703516,0.649968774703516,0.564833358488902,0.564833358488902,0.496531024924673,0.496531024924673,0.496531024924673,0.642357210547623,0.564833358488902,0.642357210547623,0.642357210547623,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.642357210547623,0.564833358488902,0.564833358488902,0.564833358488902,0.496531024924673,0.564833358488902,0.496531024924673,0.496531024924673,0.496531024924673,0.650973145620209,0.564833358488902,0.564833358488902,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.496531024924673,0.649968774703516,0.649968774703516,0.642357210547623,0.642357210547623,0.496531024924673,0.649968774703516,0.496531024924673,0.496531024924673,0.642357210547623,0.642357210547623,0.496531024924673,0.496531024924673,0.649968774703516,0.649968774703516,0.649968774703516,0.649968774703516,0.496531024924673,0.642357210547623,0.642357210547623,0.649968774703516,0.496531024924673,0.496531024924673,0.649968774703516,0.642357210547623,0.564833358488902,0.496531024924673,0.496531024924673,0.649968774703516,0.649968774703516,0.649968774703516,0.649968774703516,0.564833358488902,0.496531024924673,0.496531024924673,0.649968774703516
1,"t175",0.550188324721852,0.550188324721852,0.996050160250361,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.605332567770475,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.605332567770475,0.560713659728254,0.605332567770475,0.605332567770475,0.605332567770475,0.606078124385729,0.605332567770475,0.605332567770475,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.550188324721852,0.560713659728254,0.605332567770475,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.560713659728254,0.560713659728254,0.560713659728254,0.560713659728254,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.605332567770475,0.550188324721852,0.560713659728254,0.560713659728254,0.550188324721852,0.550188324721852,0.605332567770475,0.605332567770475,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.560713659728254,0.550188324721852,0.550188324721852,0.550188324721852,0.560713659728254,0.560713659728254,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.550188324721852,0.605332567770475,0.560713659728254,0.550188324721852
1,"t124",0.581639818842801,0.610206695997161,0.517899011501412,0.960381967439022,0.610206695997161,0.581639818842801,0.517899011501412,0.517899011501412,0.689883855488442,0.581639818842801,0.610206695997161,0.610206695997161,0.517899011501412,0.610206695997161,0.610206695997161,0.581639818842801,0.581639818842801,0.517899011501412,0.517899011501412,0.517899011501412,0.610206695997161,0.581639818842801,0.610206695997161,0.610206695997161,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.610206695997161,0.581639818842801,0.581639818842801,0.581639818842801,0.517899011501412,0.581639818842801,0.517899011501412,0.517899011501412,0.517899011501412,0.610206695997161,0.581639818842801,0.581639818842801,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.517899011501412,0.610206695997161,0.610206695997161,0.610206695997161,0.610206695997161,0.517899011501412,0.610206695997161,0.517899011501412,0.517899011501412,0.610206695997161,0.610206695997161,0.517899011501412,0.517899011501412,0.610206695997161,0.610206695997161,0.610206695997161,0.610206695997161,0.517899011501412,0.610206695997161,0.610206695997161,0.610206695997161,0.517899011501412,0.517899011501412,0.610206695997161,0.610206695997161,0.581639818842801,0.517899011501412,0.517899011501412,0.610206695997161,0.610206695997161,0.610206695997161,0.610206695997161,0.581639818842801,0.517899011501412,0.517899011501412,0.610206695997161
1,"t233",0.650402569046608,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.962039990782849,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.600287419306255,0.731518520687739,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.600287419306255,0.600287419306255,0.526191435079388,0.600287419306255,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.600287419306255,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.600287419306255,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.600287419306255,0.526191435079388,0.526191435079388,0.589929491736951
1,"t206",0.52627902566305,0.52627902566305,0.598161122159825,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.999084282363221,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.611183965686067,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.699290947555327,0.768594912786749,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.699290947555327,0.539996243596174,0.611183965686067,0.611183965686067,0.610396931936806,0.598161122159825,0.768594912786749,0.768594912786749,0.610396931936806,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.52627902566305,0.539996243596174,0.768594912786749,0.768594912786749,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.539996243596174,0.539996243596174,0.539996243596174,0.539996243596174,0.611183965686067,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.768594912786749,0.52627902566305,0.539996243596174,0.539996243596174,0.52627902566305,0.52627902566305,0.768594912786749,0.768594912786749,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.539996243596174,0.52627902566305,0.52627902566305,0.52627902566305,0.539996243596174,0.539996243596174,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.52627902566305,0.610396931936806,0.539996243596174,0.52627902566305
1,"t81",0.567412362585448,0.570447319613107,0.588599726759753,0.570447319613107,0.570447319613107,0.567412362585448,0.588599726759753,0.588599726759753,0.570447319613107,0.367683311296536,0.570447319613107,0.570447319613107,0.588599726759753,0.570447319613107,0.570447319613107,0.536912709887125,0.567412362585448,0.588599726759753,0.588599726759753,0.588599726759753,0.570447319613107,0.516929728319969,0.570447319613107,0.570447319613107,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.570447319613107,0.499012933617771,0.536912709887125,0.536912709887125,0.588599726759753,0.516929728319969,0.588599726759753,0.588599726759753,0.588599726759753,0.570447319613107,0.504263967687006,0.504263967687006,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.588599726759753,0.570447319613107,0.570447319613107,0.570447319613107,0.570447319613107,0.588599726759753,0.570447319613107,0.588599726759753,0.588599726759753,0.570447319613107,0.570447319613107,0.588599726759753,0.588599726759753,0.570447319613107,0.570447319613107,0.570447319613107,0.570447319613107,0.588599726759753,0.570447319613107,0.570447319613107,0.570447319613107,0.588599726759753,0.588599726759753,0.570447319613107,0.570447319613107,0.499012933617771,0.588599726759753,0.588599726759753,0.570447319613107,0.570447319613107,0.570447319613107,0.570447319613107,0.516929728319969,0.588599726759753,0.588599726759753,0.570447319613107
1,"t209",0.551280090060664,0.551280090060664,0.580578863974515,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.585978569126674,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.953252060779987,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.585978569126674,0.585978569126674,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.585978569126674,0.55683259505156,0.732813927972089,0.732813927972089,0.585651027327467,0.580578863974515,0.585978569126674,0.585978569126674,0.585651027327467,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.551280090060664,0.55683259505156,0.585978569126674,0.585978569126674,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.55683259505156,0.55683259505156,0.55683259505156,0.55683259505156,0.732813927972089,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.585978569126674,0.551280090060664,0.55683259505156,0.55683259505156,0.551280090060664,0.551280090060664,0.585978569126674,0.585978569126674,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.55683259505156,0.551280090060664,0.551280090060664,0.551280090060664,0.55683259505156,0.55683259505156,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.551280090060664,0.585651027327467,0.55683259505156,0.551280090060664
1,"t199",0.573729334690128,0.570721134518208,0.552507487653503,0.570721134518208,0.570721134518208,0.573729334690128,0.552507487653503,0.552507487653503,0.570721134518208,0.603389749994731,0.570721134518208,0.570721134518208,0.552507487653503,0.570721134518208,0.570721134518208,0.751179599787215,0.573729334690128,0.552507487653503,0.552507487653503,0.552507487653503,0.570721134518208,0.603389749994731,0.570721134518208,0.570721134518208,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.570721134518208,0.603389749994731,0.650355645865865,0.650355645865865,0.552507487653503,0.603389749994731,0.552507487653503,0.552507487653503,0.552507487653503,0.570721134518208,0.603389749994731,0.603389749994731,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.552507487653503,0.570721134518208,0.570721134518208,0.570721134518208,0.570721134518208,0.552507487653503,0.570721134518208,0.552507487653503,0.552507487653503,0.570721134518208,0.570721134518208,0.552507487653503,0.552507487653503,0.570721134518208,0.570721134518208,0.570721134518208,0.570721134518208,0.552507487653503,0.570721134518208,0.570721134518208,0.570721134518208,0.552507487653503,0.552507487653503,0.570721134518208,0.570721134518208,0.603389749994731,0.552507487653503,0.552507487653503,0.570721134518208,0.570721134518208,0.570721134518208,0.570721134518208,0.603389749994731,0.552507487653503,0.552507487653503,0.570721134518208
1,"t110",0.650402569046608,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.731518520687739,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.600287419306255,0.962039990782849,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.600287419306255,0.600287419306255,0.526191435079388,0.600287419306255,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.600287419306255,0.600287419306255,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.600287419306255,0.526191435079388,0.526191435079388,0.589929491736951,0.589929491736951,0.589929491736951,0.589929491736951,0.600287419306255,0.526191435079388,0.526191435079388,0.589929491736951
1,"t300",0.575852232023269,0.575852232023269,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.555530603612213,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.483939134682365,0.575129071004057,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.575129071004057,0.553577271412721,0.575129071004057,0.575129071004057,0.575129071004057,0.575129071004057,0.575129071004057,0.575129071004057,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.553577271412721,0.575852232023269,0.555530603612213,0.575129071004057,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.555530603612213,0.553577271412721,0.553577271412721,0.553577271412721,0.555530603612213,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.575129071004057,0.575852232023269,0.529888347375489,0.529888347375489,0.575852232023269,0.575852232023269,0.575129071004057,0.575129071004057,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.554900484792546,0.575852232023269,0.575852232023269,0.575852232023269,0.553577271412721,0.553577271412721,0.575852232023269,0.575852232023269,0.575852232023269,0.553577271412721,0.553577271412721,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.575852232023269,0.575129071004057,0.553577271412721,0.575852232023269
