"phy","focal","t88","t161","t164","t9","t139","t191","t285","t71","t67","t278","t281","t169","t93","t184","t108","t77","t30","t197","t243","t201","t248","t29","t110","t224","t129","t263","t266","t287","t111","t226","t125","t138","t210","t208","t27","t69","t22","t275","t300","t249","t240","t271","t187","t32","t15","t78","t96","t35","t26","t295","t255","t92","t60","t239","t152","t253","t52","t276","t106","t4","t91","t269","t288","t151","t146","t230","t130","t89","t31","t80","t85","t140","t64","t297","t148","t47","t121","t145","t229","t190","t157","t43","t142","t289","t75"
2,"t88",0.697432424116217,0.572109756724175,0.62148019537498,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.580254597488139,0.580254597488139,0.572109756724175,0.572109756724175,0.580254597488139,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.580254597488139,0.572109756724175,0.572109756724175,0.580254597488139,0.580254597488139,0.580254597488139,0.580254597488139,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175,0.62148019537498,0.572109756724175,0.572109756724175,0.572109756724175,0.572109756724175
2,"t164",0.614570798103725,0.572721312781707,0.679908872278952,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.579606404951075,0.579606404951075,0.572721312781707,0.572721312781707,0.579606404951075,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.579606404951075,0.572721312781707,0.572721312781707,0.579606404951075,0.579606404951075,0.579606404951075,0.579606404951075,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707,0.618441022468666,0.572721312781707,0.572721312781707,0.572721312781707,0.572721312781707
2,"t9",0.505282510019641,0.511397119665332,0.505282510019641,0.973377158408196,0.511397119665332,0.511397119665332,0.511397119665332,0.511397119665332,0.82072852554404,0.511397119665332,0.511397119665332,0.505282510019641,0.82072852554404,0.678020046548731,0.675108435951257,0.511397119665332,0.675108435951257,0.675108435951257,0.505282510019641,0.511397119665332,0.511397119665332,0.511397119665332,0.511397119665332,0.505282510019641,0.511397119665332,0.505282510019641,0.704346268585599,0.678020046548731,0.511397119665332,0.511397119665332,0.505282510019641,0.505282510019641,0.505282510019641,0.511397119665332,0.678020046548731,0.505282510019641,0.505282510019641,0.511397119665332,0.511397119665332,0.678020046548731,0.505282510019641,0.511397119665332,0.675108435951257,0.505282510019641,0.740512703132801,0.740512703132801,0.511397119665332,0.675108435951257,0.511397119665332,0.678020046548731,0.678020046548731,0.675108435951257,0.675108435951257,0.511397119665332,0.678020046548731,0.82072852554404,0.82072852554404,0.511397119665332,0.511397119665332,0.511397119665332,0.505282510019641,0.678020046548731,0.511397119665332,0.505282510019641,0.511397119665332,0.678020046548731,0.678020046548731,0.675108435951257,0.505282510019641,0.511397119665332,0.511397119665332,0.505282510019641,0.505282510019641,0.505282510019641,0.505282510019641,0.511397119665332,0.511397119665332,0.511397119665332,0.511397119665332,0.511397119665332,0.505282510019641,0.511397119665332,0.678020046548731,0.678020046548731,0.511397119665332
2,"t139",0.539826224721958,0.625235245545817,0.539826224721958,0.543548672890499,0.913124579986086,0.761034964075608,0.599599548232647,0.59940124729156,0.543548672890499,0.625235245545817,0.599599548232647,0.539826224721958,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.543548672890499,0.539826224721958,0.599599548232647,0.599599548232647,0.625235245545817,0.599599548232647,0.539826224721958,0.599599548232647,0.539826224721958,0.543548672890499,0.543548672890499,0.625235245545817,0.625235245545817,0.539826224721958,0.539826224721958,0.539826224721958,0.599599548232647,0.543548672890499,0.539826224721958,0.539826224721958,0.59940124729156,0.59940124729156,0.543548672890499,0.539826224721958,0.599599548232647,0.543548672890499,0.539826224721958,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.59940124729156,0.543548672890499,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.625235245545817,0.625235245545817,0.539826224721958,0.543548672890499,0.599599548232647,0.539826224721958,0.599599548232647,0.543548672890499,0.543548672890499,0.543548672890499,0.539826224721958,0.625235245545817,0.625235245545817,0.539826224721958,0.539826224721958,0.539826224721958,0.539826224721958,0.599599548232647,0.625235245545817,0.625235245545817,0.625235245545817,0.625235245545817,0.539826224721958,0.625235245545817,0.543548672890499,0.543548672890499,0.625235245545817
2,"t191",0.539826224721958,0.625235245545817,0.539826224721958,0.543548672890499,0.761034964075608,0.913124579986086,0.599599548232647,0.59940124729156,0.543548672890499,0.625235245545817,0.599599548232647,0.539826224721958,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.543548672890499,0.539826224721958,0.599599548232647,0.599599548232647,0.625235245545817,0.599599548232647,0.539826224721958,0.599599548232647,0.539826224721958,0.543548672890499,0.543548672890499,0.625235245545817,0.625235245545817,0.539826224721958,0.539826224721958,0.539826224721958,0.599599548232647,0.543548672890499,0.539826224721958,0.539826224721958,0.59940124729156,0.59940124729156,0.543548672890499,0.539826224721958,0.599599548232647,0.543548672890499,0.539826224721958,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.59940124729156,0.543548672890499,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.543548672890499,0.543548672890499,0.543548672890499,0.599599548232647,0.625235245545817,0.625235245545817,0.539826224721958,0.543548672890499,0.599599548232647,0.539826224721958,0.599599548232647,0.543548672890499,0.543548672890499,0.543548672890499,0.539826224721958,0.625235245545817,0.625235245545817,0.539826224721958,0.539826224721958,0.539826224721958,0.539826224721958,0.599599548232647,0.625235245545817,0.625235245545817,0.625235245545817,0.625235245545817,0.539826224721958,0.625235245545817,0.543548672890499,0.543548672890499,0.625235245545817
2,"t278",0.570635728518405,0.591348458637653,0.570635728518405,0.571074407806795,0.580908847837683,0.580908847837683,0.577764605036456,0.577740542621215,0.571074407806795,0.633280487888971,0.577764605036456,0.570635728518405,0.571074407806795,0.571074407806795,0.571074407806795,0.577764605036456,0.571074407806795,0.571074407806795,0.570635728518405,0.577764605036456,0.577764605036456,0.601532118637327,0.577764605036456,0.570635728518405,0.577764605036456,0.570635728518405,0.571074407806795,0.571074407806795,0.58580920383776,0.58580920383776,0.570635728518405,0.570635728518405,0.570635728518405,0.577764605036456,0.571074407806795,0.570635728518405,0.570635728518405,0.577740542621215,0.577740542621215,0.571074407806795,0.570635728518405,0.577764605036456,0.571074407806795,0.570635728518405,0.571074407806795,0.571074407806795,0.577764605036456,0.571074407806795,0.577740542621215,0.571074407806795,0.571074407806795,0.571074407806795,0.571074407806795,0.577764605036456,0.571074407806795,0.571074407806795,0.571074407806795,0.577764605036456,0.58580920383776,0.58580920383776,0.570635728518405,0.571074407806795,0.577764605036456,0.570635728518405,0.577764605036456,0.571074407806795,0.571074407806795,0.571074407806795,0.570635728518405,0.58580920383776,0.58580920383776,0.570635728518405,0.570635728518405,0.570635728518405,0.570635728518405,0.577764605036456,0.58580920383776,0.58580920383776,0.58580920383776,0.58580920383776,0.570635728518405,0.601532118637327,0.571074407806795,0.571074407806795,0.601532118637327
2,"t281",0.580236178374396,0.575126880316099,0.580236178374396,0.579922887080719,0.575126880316099,0.575126880316099,0.564372086340034,0.575144191524006,0.579922887080719,0.575126880316099,0.533861581071653,0.580236178374396,0.579922887080719,0.579922887080719,0.579922887080719,0.56512185242709,0.579922887080719,0.579922887080719,0.580236178374396,0.56512185242709,0.56512185242709,0.575126880316099,0.573848462913849,0.580236178374396,0.573848462913849,0.580236178374396,0.579922887080719,0.579922887080719,0.575126880316099,0.575126880316099,0.580236178374396,0.580236178374396,0.580236178374396,0.559195138874203,0.579922887080719,0.580236178374396,0.580236178374396,0.575144191524006,0.575144191524006,0.579922887080719,0.580236178374396,0.572894895380006,0.579922887080719,0.580236178374396,0.579922887080719,0.579922887080719,0.573848462913849,0.579922887080719,0.575144191524006,0.579922887080719,0.579922887080719,0.579922887080719,0.579922887080719,0.573848462913849,0.579922887080719,0.579922887080719,0.579922887080719,0.573848462913849,0.575126880316099,0.575126880316099,0.580236178374396,0.579922887080719,0.572894895380006,0.580236178374396,0.559895790402245,0.579922887080719,0.579922887080719,0.579922887080719,0.580236178374396,0.575126880316099,0.575126880316099,0.580236178374396,0.580236178374396,0.580236178374396,0.580236178374396,0.571743425109171,0.575126880316099,0.575126880316099,0.575126880316099,0.575126880316099,0.580236178374396,0.575126880316099,0.579922887080719,0.579922887080719,0.575126880316099
2,"t169",0.575937092982282,0.580840596784127,0.575937092982282,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.499469881041006,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.560318568694662,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.564964085299146,0.580840596784127,0.564964085299146,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.566500250762822,0.560318568694662,0.560318568694662,0.580840596784127,0.580840596784127,0.564964085299146,0.560318568694662,0.580840596784127,0.580840596784127,0.580840596784127,0.564964085299146,0.580840596784127,0.580840596784127,0.564964085299146,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.564964085299146,0.580840596784127,0.580840596784127,0.566500250762822,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.564964085299146,0.580840596784127,0.580840596784127,0.564964085299146,0.566500250762822,0.564964085299146,0.573468851068548,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127,0.575937092982282,0.580840596784127,0.580840596784127,0.580840596784127,0.580840596784127
2,"t93",0.508125859927478,0.513822644347021,0.508125859927478,0.806969789937757,0.513822644347021,0.513822644347021,0.513822644347021,0.513822644347021,0.836481890179194,0.513822644347021,0.513822644347021,0.508125859927478,0.966643166198707,0.669684162809479,0.666935662995155,0.513822644347021,0.666935662995155,0.666935662995155,0.508125859927478,0.513822644347021,0.513822644347021,0.513822644347021,0.513822644347021,0.508125859927478,0.513822644347021,0.508125859927478,0.694605985240584,0.669684162809479,0.513822644347021,0.513822644347021,0.508125859927478,0.508125859927478,0.508125859927478,0.513822644347021,0.669684162809479,0.508125859927478,0.508125859927478,0.513822644347021,0.513822644347021,0.669684162809479,0.508125859927478,0.513822644347021,0.666935662995155,0.508125859927478,0.729086375706395,0.729086375706395,0.513822644347021,0.666935662995155,0.513822644347021,0.669684162809479,0.669684162809479,0.666935662995155,0.666935662995155,0.513822644347021,0.669684162809479,0.848586452192028,0.848586452192028,0.513822644347021,0.513822644347021,0.513822644347021,0.508125859927478,0.669684162809479,0.513822644347021,0.508125859927478,0.513822644347021,0.669684162809479,0.669684162809479,0.666935662995155,0.508125859927478,0.513822644347021,0.513822644347021,0.508125859927478,0.508125859927478,0.508125859927478,0.508125859927478,0.513822644347021,0.513822644347021,0.513822644347021,0.513822644347021,0.513822644347021,0.508125859927478,0.513822644347021,0.669684162809479,0.669684162809479,0.513822644347021
2,"t184",0.49888471422861,0.504820322159754,0.49888471422861,0.667683758102405,0.504820322159754,0.504820322159754,0.504820322159754,0.504820322159754,0.667683758102405,0.504820322159754,0.504820322159754,0.49888471422861,0.667683758102405,0.96975606253405,0.664812465828813,0.504820322159754,0.664812465828813,0.664812465828813,0.49888471422861,0.504820322159754,0.504820322159754,0.504820322159754,0.504820322159754,0.49888471422861,0.504820322159754,0.49888471422861,0.667683758102405,0.792556635244857,0.504820322159754,0.504820322159754,0.49888471422861,0.49888471422861,0.49888471422861,0.504820322159754,0.673415325054527,0.49888471422861,0.49888471422861,0.504820322159754,0.504820322159754,0.792556635244857,0.49888471422861,0.504820322159754,0.664812465828813,0.49888471422861,0.667683758102405,0.667683758102405,0.504820322159754,0.664812465828813,0.504820322159754,0.792556635244857,0.792556635244857,0.664812465828813,0.664812465828813,0.504820322159754,0.792556635244857,0.667683758102405,0.667683758102405,0.504820322159754,0.504820322159754,0.504820322159754,0.49888471422861,0.792556635244857,0.504820322159754,0.49888471422861,0.504820322159754,0.853147571225109,0.853147571225109,0.664812465828813,0.49888471422861,0.504820322159754,0.504820322159754,0.49888471422861,0.49888471422861,0.49888471422861,0.49888471422861,0.504820322159754,0.504820322159754,0.504820322159754,0.504820322159754,0.504820322159754,0.49888471422861,0.504820322159754,0.792556635244857,0.792556635244857,0.504820322159754
