"pd","t88","t164","t9","t139","t191","t278","t281","t169","t93","t184","t77","t30","t197","t243","t201","t248","t110","t224","t287","t111","t226","t138","t210","t27","t22","t275","t300","t249","t15","t78","t295","t255","t92","t60","t253","t52","t106","t4","t91","t230","t130","t80","t85","t121","t145","t229","t190","t142","t289"
0,0.697432424116217,0.679908872278952,0.973377158408196,0.913124579986086,0.913124579986086,0.633280487888971,0.533861581071653,0.499469881041006,0.966643166198707,0.96975606253405,0.689394256144278,0.972013387945885,0.972013387945885,0.663971460200755,0.697635240438496,0.697635240438497,0.355354522057354,0.303578991414708,0.952442188881443,0.947726645563509,0.947726645563509,0.683248545636187,0.683248545636188,0.987739706563186,0.663971460200755,0.805441307911726,0.805441307911726,0.929493763701014,0.98186671917767,0.98186671917767,0.95144418695626,0.95144418695626,0.970039828863871,0.970039828863871,0.96432130251656,0.964321302516561,0.94603440875257,0.94603440875257,0.303578991414709,0.967469091990039,0.967469091990039,0.945269597448811,0.945269597448811,0.942473504630021,0.942473504630021,0.942323804959424,0.942323804959424,0.925100151668634,0.925100151668633
1,0.681729498378714,0.66626327625331,0.957589212931894,0.886653483825012,0.886653483825012,0.62504994778785,0.540161297786372,0.510526432464747,0.948701140979452,0.952573983722032,0.673820882753666,0.955795924878397,0.955795924878397,0.651927295914785,0.681039627848495,0.681039627848496,0.386124752328757,0.339477203193502,0.930568814114661,0.925118984514185,0.925118984514185,0.668749904141692,0.668749904141693,0.978082035107318,0.651927295914785,0.77903787189064,0.77903787189064,0.903609636774253,0.969349782211275,0.969349782211275,0.929337286334399,0.929337286334399,0.953165461924401,0.953165461924401,0.945688646505807,0.945688646505807,0.923028966856675,0.923028966856675,0.339477203193502,0.949548189665202,0.949548189665202,0.92211397016626,0.92211397016626,0.918889617840185,0.918889617840185,0.918712874212745,0.918712874212745,0.898611635819191,0.898611635819191
2,0.672345529078454,0.658148185769041,0.944541909709171,0.868094064732944,0.868094064732944,0.6202013120803,0.543840585496156,0.516990022445118,0.934299739812766,0.938565407047542,0.664527026930897,0.942486637020976,0.942486637020976,0.644789573291433,0.671110939278266,0.671110939278267,0.404573759425071,0.36140096541119,0.913767200766796,0.908016662621283,0.908016662621283,0.660115544580099,0.6601155445801,0.969311877783774,0.644789573291434,0.762444839308243,0.762444839308243,0.884785495647384,0.958490574827564,0.958490574827564,0.912401902392719,0.912401902392719,0.939435434779717,0.939435434779717,0.930860135229692,0.930860135229692,0.905690926938289,0.905690926938289,0.361400965411191,0.935071272310224,0.935071272310224,0.904695695519486,0.904695695519486,0.901282649170963,0.901282649170963,0.901091936317308,0.901091936317308,0.879506845396011,0.87950684539601
3,0.66560235876428,0.652333420333583,0.933082319779413,0.853411439828515,0.853411439828515,0.61674647648105,0.546448206924743,0.521572694282374,0.921888276287964,0.926371615536508,0.657854205167131,0.930849450849173,0.930849450849174,0.639685702470389,0.663971882679539,0.663971882679539,0.417832429638065,0.377320459751713,0.89969465309865,0.893829105240565,0.893829105240564,0.65392376424148,0.65392376424148,0.961116308903671,0.63968570247039,0.750162701881588,0.750162701881588,0.869556542662963,0.948644636965,0.948644636965,0.898241835592756,0.898241835592756,0.927497355978946,0.927497355978946,0.918151275996682,0.918151275996682,0.891342751980025,0.891342751980025,0.377320459751713,0.922545246221536,0.922545246221536,0.890298488043995,0.890298488043995,0.886798452060339,0.88679845206034,0.886599499079171,0.886599499079171,0.864131222530989,0.864131222530989
4,0.660324771660992,0.647791539818944,0.92271820056572,0.841110874534809,0.841110874534809,0.614058534322559,0.548469089032411,0.525124831608638,0.910820336587166,0.915418235463218,0.652634838186858,0.920359728934734,0.920359728934734,0.63570490349739,0.658382133243838,0.658382133243838,0.428200130885114,0.389855523313365,0.887408835510786,0.881528686459262,0.881528686459261,0.649084739574518,0.649084739574519,0.953351202748584,0.63570490349739,0.740348830445857,0.740348830445857,0.856593823632542,0.939525742828903,0.939525742828904,0.885895391121076,0.885895391121076,0.916781194370834,0.916781194370834,0.906864758186681,0.906864758186681,0.878925518537134,0.878925518537134,0.389855523313366,0.911343640470054,0.911343640470054,0.877849833334049,0.877849833334049,0.874317678261449,0.87431767826145,0.874113674532033,0.874113674532033,0.851093173624304,0.851093173624304
5,0.655982839860874,0.644060566810968,0.91317924834108,0.830449801070293,0.830449801070293,0.611857143139384,0.550119087164051,0.528025269244826,0.900747063795176,0.905392131197485,0.648342835704166,0.910730613605369,0.91073061360537,0.632438481940395,0.653781994560411,0.653781994560412,0.436718643636119,0.400207396567086,0.876414048613807,0.87058013282355,0.870580132823549,0.645108032115575,0.645108032115576,0.94593282604203,0.632438481940395,0.732146843403689,0.732146843403689,0.845221266695337,0.93097208855776,0.930972088557761,0.874857494667151,0.874857494667151,0.906976840806224,0.906976840806224,0.896626144872235,0.896626144872235,0.867888830542214,0.867888830542214,0.400207396567086,0.901126768801011,0.901126768801011,0.866792906241647,0.866792906241647,0.863261940591191,0.863261940591192,0.863054887044907,0.863054887044907,0.83968832318793,0.83968832318793
6,0.652291310428392,0.640892345554245,0.904295987815623,0.820998246240601,0.820998246240601,0.609992321249241,0.551513282438749,0.530476086972184,0.891452794739129,0.896098126853685,0.644695169772465,0.901782879463349,0.901782879463349,0.629667231289139,0.649870031051987,0.649870031051988,0.44395039612729,0.409030245399157,0.866410106000248,0.860661811337908,0.860661811337908,0.641730036672346,0.641730036672347,0.938806151671993,0.629667231289139,0.725085335137459,0.725085335137459,0.835040149015468,0.922879768865221,0.922879768865221,0.86482267342485,0.86482267342485,0.897891336406017,0.897891336406017,0.887204898545808,0.887204898545808,0.857902532476302,0.857902532476302,0.409030245399157,0.891683840536882,0.891683840536882,0.856793996702898,0.856793996702898,0.85328590361769,0.853285903617691,0.853077150081041,0.853077150081041,0.829502894640557,0.829502894640557
7,0.64907868329844,0.63813792669694,0.895952911590637,0.812482079841096,0.812482079841096,0.608374333558275,0.552720336036063,0.532597898660547,0.882792307394965,0.887403872713677,0.641521754964851,0.893394740729907,0.893394740729907,0.627259734035728,0.646464939313899,0.646464939313899,0.450234193074269,0.416720813823057,0.857198377783927,0.851562286008127,0.851562286008126,0.638792454660576,0.638792454660576,0.931932092813207,0.627259734035729,0.718875812635846,0.718875812635846,0.825792410309482,0.915176478698478,0.915176478698479,0.855589017374465,0.855589017374465,0.889394024096277,0.889394024096277,0.878446318083797,0.878446318083797,0.848749897549847,0.848749897549847,0.416720813823057,0.882872458030704,0.882872458030704,0.847634210484126,0.847634210484126,0.844163754488553,0.844163754488553,0.84395425697104,0.84395425697104,0.820269960421779,0.820269960421779
8,0.646233676203816,0.635700792796973,0.888066613844478,0.80471448318292,0.80471448318292,0.606945186481838,0.553784517684798,0.534468493539144,0.874661852223911,0.87921423199633,0.638712268700384,0.885478491834597,0.885478491834598,0.625130916582802,0.643449036980149,0.643449036980149,0.455790171992272,0.423538311507455,0.848639117561354,0.843133637378933,0.843133637378933,0.636192669973037,0.636192669973038,0.925281349846942,0.625130916582802,0.713328312211171,0.713328312211171,0.81729992360539,0.907809027804585,0.907809027804585,0.84701460556511,0.84701460556511,0.881391101903336,0.881391101903336,0.870240217846634,0.870240217846634,0.840279494173875,0.840279494173875,0.423538311507455,0.874590603706772,0.874590603706772,0.839160701755013,0.839160701755013,0.835738240319995,0.835738240319996,0.835528699771051,0.835528699771051,0.811805789306145,0.811805789306145
9,0.643679919516536,0.633514783884484,0.880574256669234,0.797561736019566,0.797561736019566,0.605665216501384,0.554736043350598,0.536140978153984,0.866984011770034,0.8714578215865,0.63619102459197,0.877968213934059,0.87796821393406,0.623222512019197,0.640741539883617,0.640741539883617,0.46076954780421,0.429661618808255,0.840629466206355,0.835267531275185,0.835267531275184,0.633860318729247,0.633860318729248,0.918831074117466,0.623222512019197,0.708310829934594,0.708310829934594,0.80943376792922,0.90073665731534,0.90073665731534,0.838995065333933,0.838995065333933,0.873812266540957,0.873812266540957,0.862504601927543,0.862504601927543,0.832380538831921,0.832380538831921,0.429661618808255,0.86676196202528,0.86676196202528,0.831261717118077,0.831261717118077,0.827894657678061,0.827894657678062,0.827685601342332,0.827685601342332,0.803977730874807,0.803977730874807
