"pd","t82","t175","t124","t233","t206","t81","t209","t199","t110","t300","t296","t145","t213","t150","t147","t266","t76","t190","t53","t11","t5","t154","t188","t30","t37","t189","t254","t288","t98","t185","t151","t176","t128","t122","t144","t26","t17","t9","t73","t56","t10","t31","t178","t87","t89","t20","t85","t95","t217"
0,0.99253863172574,0.653237610147599,0.990340537717095,0.861384658665548,0.811641285750219,0.381693553319073,0.632136308182825,0.675129713777424,0.746391160074753,0.333071658207106,0.92664674190604,0.991172095391713,0.981443754911434,0.986917209905531,0.270034912832566,0.694875341440443,0.694875341440442,0.688429751476969,0.985659834669745,0.697624868451424,0.697624868451424,0.900793841487543,0.900793841487543,0.376000627249474,0.376000627249472,0.982201256108563,0.982201256108563,0.98506737685739,0.98506737685739,0.912000972841234,0.344339380902584,0.344339380902586,0.989826198991077,0.989826198991077,0.910519100523392,0.910519100523392,0.982987677563604,0.982987677563604,0.979763850880396,0.979763850880396,0.985414250705381,0.985414250705381,0.977465657659684,0.39207200568283,0.39207200568283,0.98149342908686,0.98149342908686,0.97707331713639,0.97707331713639
1,0.982004732127509,0.600155440719486,0.978019071317011,0.8043293748209,0.751994666094309,0.365503625181212,0.580631581631832,0.617229391583037,0.685063440802572,0.32503768809728,0.883155273378466,0.979148802548615,0.961146160909442,0.970889943081901,0.271723728621325,0.637639013262152,0.637639013262152,0.631453907573236,0.968566961702671,0.637823332704514,0.637823332704513,0.85105829115006,0.85105829115006,0.360775194402027,0.360775194402025,0.962135856127512,0.962135856127512,0.967486878762226,0.967486878762226,0.864421086836216,0.334436705626757,0.334436705626759,0.976513302574061,0.976513302574061,0.862570598519834,0.862570598519834,0.963539385584421,0.963539385584421,0.958031336773632,0.958031336773632,0.968121257303593,0.968121257303593,0.954077298436688,0.374140905180876,0.374140905180877,0.960888980427484,0.960888980427484,0.953416700729551,0.953416700729551
2,0.970062900454517,0.567882298312579,0.964669961476595,0.763476205411168,0.711710254094279,0.356169560217682,0.549586357312793,0.581617052537594,0.645724118352523,0.320385024828197,0.848412068314569,0.965754730460756,0.940688416927653,0.953898286387687,0.272714686295179,0.602113908724708,0.602113908724708,0.596207124702168,0.950670686602491,0.600593888535057,0.600593888535057,0.813361156778248,0.813361156778248,0.351994726006849,0.351994726006847,0.941668033159511,0.941668033159511,0.949182840196142,0.949182840196142,0.827544840707626,0.328710247700758,0.328710247700759,0.961956641871178,0.961956641871178,0.825514142606704,0.825514142606704,0.943575743828935,0.943575743828935,0.936322784917625,0.936322784917625,0.950059028518839,0.950059028518839,0.93106546045618,0.363806457396825,0.363806457396825,0.939988362328794,0.939988362328794,0.930200223198099,0.930200223198099
3,0.957239853418264,0.544612168641499,0.950761952123434,0.731120269603684,0.680886259051024,0.349612118291167,0.527307969218273,0.555799324691053,0.616524831724197,0.317105364364145,0.818916623971293,0.95155065021514,0.920445896649524,0.936491713960677,0.273419150234659,0.576214056458571,0.576214056458571,0.570558426548943,0.932495450371131,0.573426555426201,0.573426555426201,0.782411455824226,0.782411455824226,0.345824604319515,0.345824604319513,0.921263103468526,0.921263103468526,0.930665319050721,0.930665319050722,0.796845984762554,0.324677792561752,0.324677792561753,0.946717605083017,0.946717605083017,0.794721415436529,0.794721415436529,0.923586341570165,0.923586341570165,0.914984498652659,0.914984498652659,0.931745651559283,0.931745651559283,0.908682021483351,0.35654890255167,0.35654890255167,0.919232154590641,0.919232154590641,0.907657252846151,0.907657252846151
4,0.94383177411599,0.526421911093126,0.936544927653603,0.704177959347564,0.655817852116285,0.344564504194604,0.509947651767814,0.535556402142004,0.593269885423919,0.314573893882058,0.793093259706261,0.93684642106811,0.90058917193685,0.918954489023514,0.273966355837798,0.55582422070303,0.55582422070303,0.55039187040458,0.914306584831528,0.55203533811749,0.55203533811749,0.755963200213153,0.755963200213153,0.341074039519704,0.341074039519703,0.901141521326468,0.901141521326468,0.912189476463478,0.912189476463478,0.770352277545613,0.321567748668078,0.321567748668079,0.931099628181051,0.931099628181051,0.76818188085693,0.76818188085693,0.903807551573572,0.903807551573572,0.894166132630581,0.894166132630581,0.913442008301454,0.913442008301454,0.887020746732099,0.350964320726238,0.350964320726238,0.898825100005707,0.898825100005707,0.885870944674823,0.885870944674823
5,0.930034706548768,0.51150492870128,0.922176670747265,0.681043368202017,0.634662910010438,0.340466117942594,0.495743503042638,0.518926227231867,0.573948616788746,0.312513673774531,0.770045863163604,0.921843569875695,0.881206849301538,0.90145952880575,0.274413961211989,0.539020548550619,0.539020548550619,0.533787624974734,0.89626163771218,0.53440961129735,0.53440961129735,0.732794854243191,0.732794854243191,0.337216047557584,0.337216047557582,0.881424062273589,0.881424062273589,0.893904918998603,0.893904918998603,0.746969988364292,0.319038334534216,0.319038334534217,0.9152959129579,0.9152959129579,0.744783177848269,0.744783177848269,0.884371994269562,0.884371994269562,0.873939557010983,0.873939557010983,0.895302196798879,0.895302196798879,0.866114789881306,0.34643140505831,0.34643140505831,0.878876547171747,0.878876547171747,0.864867290235386,0.864867290235386
6,0.915989421395017,0.498875721088349,0.907765510524216,0.660755869751856,0.616357941081397,0.337019475443296,0.483738503822363,0.504831330445204,0.557432153445757,0.310777539002316,0.749198595127374,0.906684145813909,0.862345956069868,0.884120264346906,0.274792760722735,0.524742155345166,0.524742155345166,0.519688783401215,0.878461120135533,0.519438133565706,0.519438133565706,0.712149760190875,0.712149760190875,0.33397096679911,0.333970966799108,0.862180062732656,0.862180062732655,0.875905661219526,0.875905661219526,0.726010886037372,0.31690802165994,0.316908021659941,0.899439709846715,0.899439709846715,0.723826699346622,0.723826699346623,0.865358352172464,0.865358352172464,0.854337805940027,0.854337805940027,0.877423922148395,0.877423922148395,0.845968271184073,0.342620466227021,0.342620466227021,0.859446976422458,0.859446976422458,0.844645177666949,0.844645177666949
7,0.901801868741083,0.487936382557578,0.893389452777389,0.642688335525701,0.600228283093796,0.334047785937575,0.473353951089901,0.492614756394774,0.543020176000568,0.309277920959681,0.730152083553083,0.891472960409057,0.844029712649515,0.867013989142817,0.27512115416196,0.512340014206306,0.512340014206306,0.507449596685931,0.860971259415155,0.50643999533863,0.50643999533863,0.693519276975714,0.693519276975714,0.331172587366001,0.331172587366,0.843448857322102,0.843448857322102,0.858252479945225,0.858252479945225,0.707006181004737,0.315068841332471,0.315068841332472,0.883627112230829,0.883627112230829,0.704837368587095,0.704837368587096,0.846813574639498,0.846813574639498,0.835372139839331,0.835372139839331,0.859871068689475,0.859871068689475,0.826569915851596,0.339335585760268,0.339335585760268,0.840568612815302,0.840568612815302,0.825189332167096,0.825189332167096
8,0.887554144867067,0.478296443206348,0.879106290353667,0.62640572349036,0.585816967283982,0.331437452356845,0.464212929406435,0.48184581467882,0.530247047914495,0.307958487588246,0.71261441647442,0.876289507418266,0.826266721145676,0.850194241531242,0.275411019733884,0.501387424234565,0.501387424234565,0.496645972203389,0.843836011647931,0.494967019565943,0.494967019565943,0.676541570188522,0.676541570188522,0.328714103741696,0.328714103741695,0.825250974606369,0.825250974606369,0.840984689545772,0.840984689545772,0.689618589321124,0.313451365073272,0.313451365073273,0.867929228258868,0.867929228258868,0.687473865472741,0.687473865472741,0.828764516039259,0.828764516039259,0.817040809911943,0.817040809911943,0.842685605449282,0.842685605449282,0.807899932362527,0.336450885380628,0.336450885380628,0.822256152801498,0.822256152801498,0.806476814171496,0.806476814171496
9,0.873311047488796,0.469686686364185,0.864959558576602,0.611592400802666,0.572799129226316,0.32911117541469,0.456056148702535,0.472226640209925,0.518786916588431,0.30678086603018,0.696363866382347,0.861195084429584,0.809056229531765,0.833698111886649,0.275670473684605,0.491588557014438,0.491588557014438,0.486984153566731,0.827084113816402,0.484708222780711,0.484708222780711,0.660948284268817,0.660948284268817,0.326522833150819,0.326522833150818,0.807594619801224,0.807594619801224,0.824127036338537,0.824127036338537,0.673595481002806,0.312008315188032,0.312008315188033,0.85239942330665,0.85239942330665,0.671480858297852,0.671480858297853,0.811224703689953,0.811224703689953,0.799334035217338,0.799334035217338,0.825894567351216,0.825894567351216,0.789933828033294,0.333880715880168,0.333880715880168,0.80451294863937,0.80451294863937,0.788480603765864,0.788480603765864
