"pd","t88","t164","t9","t139","t191","t278","t281","t169","t93","t184","t77","t30","t197","t243","t201","t248","t110","t224","t287","t111","t226","t138","t210","t27","t22","t275","t300","t249","t15","t78","t295","t255","t92","t60","t253","t52","t106","t4","t91","t230","t130","t80","t85","t121","t145","t229","t190","t142","t289"
0,0.509536135454974,0.480294307362193,0.991068076256515,0.60777337576365,0.607773375763651,0.244169695915916,0.111769794720075,0.235735519245633,0.988379865929233,0.984098274699625,0.21211008473601,0.973701755609708,0.973701755609708,0.428348218480394,0.225142339542587,0.225142339542587,0.0933354505035256,0.11245337754112,0.968004870564254,0.69775775059305,0.697757750593052,0.458197658898844,0.458197658898846,0.968969009228245,0.400429744175184,0.467256617912229,0.467256617912229,0.93863309623262,0.993392887098989,0.993392887098989,0.96670829434239,0.96670829434239,0.970969350164517,0.970969350164517,0.986830069313884,0.986830069313884,0.693450238472089,0.693450238472089,0.111021880635162,0.982156063382177,0.982156063382177,0.693796877145209,0.693796877145209,0.740999049174134,0.740999049174133,0.740690770288461,0.740690770288461,0.931789055823902,0.931789055823902
1,0.475675703455723,0.450615670975392,0.980056363199684,0.559153159370963,0.559153159370963,0.24953009965588,0.129572882165107,0.241936677989846,0.975065841423666,0.967332430208542,0.221567847424078,0.950419887555627,0.950419887555627,0.405769075072177,0.232985960631455,0.232985960631455,0.111187464752859,0.129764013039664,0.941198072945193,0.638765940118046,0.638765940118048,0.430950237285299,0.4309502372853,0.943331355619353,0.382221505321127,0.438289889031987,0.438289889031987,0.899258176624038,0.984574176180544,0.984574176180544,0.939209211605436,0.939209211605436,0.946127879243478,0.946127879243478,0.972271943735814,0.972271943735814,0.634485857056583,0.634485857056583,0.128387272319126,0.963989204657216,0.963989204657216,0.634774449594078,0.634774449594078,0.67972784905004,0.67972784905004,0.679425843030907,0.679425843030908,0.890114243743109,0.890114243743109
2,0.455951970932716,0.433402807095774,0.968270860379987,0.530112299945987,0.530112299945988,0.252701921642618,0.141069165067435,0.245615228936346,0.961272741055577,0.950591447593343,0.227238456988862,0.928789366248556,0.928789366248556,0.392737170941352,0.237661534879389,0.237661534879389,0.122963909144583,0.140907749892933,0.916869104806657,0.602056859005571,0.602056859005573,0.415192538582914,0.415192538582915,0.92013818945248,0.371718167553289,0.421525720551825,0.421525720551825,0.866918192703432,0.974789541669719,0.974789541669719,0.914393153722111,0.914393153722111,0.92336315203995,0.92336315203995,0.957425291983318,0.957425291983318,0.597874870036597,0.597874870036597,0.139584521501025,0.946119776021084,0.946119776021084,0.598119709753307,0.598119709753307,0.640566682022307,0.640566682022307,0.640276764864438,0.640276764864438,0.856462148071626,0.856462148071626
3,0.442037441436926,0.4212843405993,0.956070621290273,0.509371286978806,0.509371286978806,0.254968485844158,0.149733672737014,0.248247975597509,0.947310204151959,0.934073866645415,0.231323507679213,0.908464196879753,0.908464196879753,0.383581499106275,0.241017844760353,0.241017844760353,0.131957033357518,0.149291155071762,0.894382034531562,0.575268780430506,0.575268780430508,0.404114583495991,0.404114583495993,0.898725854550859,0.364338103964214,0.409737780178041,0.409737780178041,0.838953787937009,0.964406610354156,0.964406610354156,0.891544119807326,0.891544119807326,0.90217130940699,0.90217130940699,0.942557905013538,0.942557905013538,0.57119310753717,0.57119310753717,0.148016605325972,0.928669983478995,0.928669983478995,0.571403257250351,0.571403257250351,0.611560194499138,0.611560194499138,0.611282652299192,0.611282652299192,0.827686035850592,0.827686035850593
4,0.431305677097332,0.411948624739023,0.943643648414388,0.493257364971571,0.493257364971571,0.256735752678188,0.156752589527169,0.250303066412046,0.933332682113097,0.917867173405329,0.234527290158572,0.88925006244224,0.88925006244224,0.376535856600482,0.243643383277953,0.243643383277953,0.13931154688857,0.156073639016906,0.873397789297931,0.554172714621832,0.554172714621834,0.395588042306647,0.395588042306648,0.878749170884763,0.358657099835243,0.400664509645081,0.400664509645081,0.81413287411154,0.953625479033019,0.953625479033019,0.870284721187183,0.870284721187183,0.882280722589367,0.882280722589367,0.927798727895805,0.927798727895805,0.550199682415919,0.550199682415919,0.154843367935344,0.911684821563226,0.911684821563226,0.550381227496488,0.550381227496488,0.58849144072833,0.58849144072833,0.58822557147867,0.58822557147867,0.802354956923925,0.802354956923926
5,0.422584355891458,0.404367224549985,0.931107337854496,0.480100209640624,0.480100209640624,0.258185653787639,0.162684389191939,0.251990588644763,0.919431882322798,0.902015469446528,0.237167724708839,0.87101364687239,0.87101364687239,0.370817507360853,0.24580294897997,0.24580294897997,0.145572997552444,0.161800037036367,0.853694169292982,0.536786311286197,0.536786311286199,0.38866792777232,0.388667927772321,0.859986329257529,0.354044561403577,0.393301036823216,0.393301036823216,0.791738344935706,0.942575743143421,0.942575743143421,0.850370111970973,0.850370111970973,0.863511457725764,0.863511457725764,0.913221257534744,0.913221257534744,0.532909556220288,0.532909556220288,0.16061035919551,0.895180030126386,0.895180030126386,0.533066849401784,0.533066849401784,0.569344769448787,0.569344769448787,0.569089697916876,0.569089697916876,0.779648381279648,0.779648381279648
6,0.415247825493047,0.397992506287447,0.918541773588584,0.468996755403351,0.468996755403351,0.259415684859191,0.167839639159419,0.253423241643747,0.905666978392308,0.886541215486194,0.239416108364406,0.853654039950465,0.853654039950465,0.366010730394171,0.247638874714461,0.247638874714461,0.151047577960486,0.166772904306584,0.83510964361274,0.522014472831409,0.522014472831411,0.382851741287503,0.382851741287504,0.842278586167841,0.350165750530489,0.38711277286145,0.38711277286145,0.771300197554748,0.931349149415876,0.931349149415876,0.831623851972006,0.831623851972006,0.845731346515393,0.845731346515393,0.898870598721308,0.898870598721308,0.51822733553652,0.51822733553652,0.165620745386943,0.879157338620854,0.879157338620854,0.518363641679437,0.518363641679437,0.552990673148411,0.552990673148411,0.552745551249495,0.552745551249495,0.759035292876551,0.759035292876552
7,0.408922741045519,0.39249822227953,0.906004467731769,0.459402858798696,0.459402858798696,0.260484258892155,0.172410023094211,0.254668603061424,0.892077851417058,0.871454622462653,0.241375518606154,0.837090383588612,0.837090383588612,0.361868330848019,0.249236644205635,0.249236644205635,0.155925687712265,0.171178768749865,0.81751929752837,0.509186386181039,0.50918638618104,0.377840437848651,0.377840437848652,0.82550471114766,0.346821691062897,0.381781474722792,0.381781474722792,0.752486774529996,0.920014191145642,0.920014191145642,0.813910543059947,0.813910543059947,0.828837174556681,0.828837174556681,0.88477525480522,0.88477525480522,0.505482604728432,0.505482604728432,0.170061537747562,0.863610970297589,0.863610970297589,0.505600461949417,0.505600461949417,0.538729500148719,0.538729500148719,0.538493557321417,0.538493557321417,0.740145100855773,0.740145100855774
8,0.403368465480082,0.387674362070536,0.893538053931029,0.450965114516017,0.450965114516017,0.261429171372764,0.176522686268106,0.255770428439584,0.878691939788739,0.856758432261224,0.243112893657671,0.821255489005068,0.821255489005068,0.358231414910897,0.250651681186744,0.250651681186744,0.160334415287848,0.175141239859626,0.800822537639044,0.49786060840122,0.497860608401221,0.373441677250853,0.373441677250854,0.809568056311112,0.343884509412577,0.377102407988539,0.377102407988539,0.735051903117225,0.908623782148855,0.908623782148855,0.797121886805439,0.797121886805439,0.812745057319198,0.812745057319198,0.870953192501191,0.870953192501191,0.494234496815367,0.494234496815367,0.174056725282787,0.848530902481935,0.848530902481935,0.49433593373827,0.49433593373827,0.526096637294363,0.526096637294363,0.525869187495358,0.525869187495359,0.722705414153051,0.722705414153051
9,0.398420857168852,0.383377822544057,0.881174764386548,0.443440970093913,0.443440970093914,0.262276298483147,0.180266552965332,0.256758692221703,0.865528189435722,0.842450622951332,0.244674205363099,0.80609212314344,0.80609212314344,0.354991833811879,0.251921997088809,0.251921997088809,0.164363127656376,0.178746699849124,0.784936026999631,0.487730868804518,0.487730868804519,0.369524485662282,0.369524485662283,0.794389201760015,0.341267180814359,0.372936135766588,0.372936135766588,0.71880600043847,0.897219752153052,0.897219752153052,0.781168700550745,0.781168700550745,0.797384902706951,0.797384902706951,0.85741531766157,0.85741531766157,0.48417732562355,0.48417732562355,0.177692991056467,0.833904675218356,0.833904675218356,0.484263999836493,0.484263999836493,0.514767289712358,0.514767289712358,0.51454772540777,0.514547725407771,0.706508287592223,0.706508287592223
