"pd","t168","t289","t154","t161","t234","t218","t36","t17","t271","t89","t171","t103","t40","t269","t158","t91","t106","t26","t208","t28","t82","t173","t162","t285","t156","t49","t60","t45","t230","t148","t283","t131"
10,0.999941767777556,0.695557718663398,0.498352690853474,0.397875554738915,0.0537596965334501,0.65944484704004,0.65944484704004,0.878522571631092,0.513755559176489,0.829545326598855,0.829545326598855,0.994333298277817,0.85289771127358,0.253312229634433,0.253312229634433,0.865770916311811,0.865770916311813,0.563680809316362,0.561922703296849,0.623072222564587,0.623072222564588,0.560381435595054,0.560381435595051,0.994302253015664,0.994302253015664,0.0447215828878215,0.579381674803532,0.579381674803536,0.999932331145275,0.999932331145275,0.842897800457941,0.842897800457942
11,0.999912795153717,0.677259099196181,0.485700262707948,0.389180512843106,0.0565503924004423,0.641801197819527,0.641801197819527,0.863877247807709,0.499454704797055,0.813038366961096,0.813038366961096,0.992773410014337,0.836793902897232,0.250849529686594,0.250849529686594,0.850366296816981,0.850366296816983,0.547411359487437,0.545707936859823,0.60680296290577,0.606802962905771,0.544781628906179,0.544781628906175,0.992735336722625,0.992735336722625,0.0474495543379128,0.562615585332325,0.562615585332329,0.999899208531003,0.999899208531003,0.826330267366541,0.826330267366542
12,0.999873565209442,0.659930728046775,0.474076938453368,0.381243482064268,0.0592373383862466,0.625222960297747,0.625222960297747,0.849117593071312,0.486299430197441,0.796790469315351,0.796790469315351,0.990965287074855,0.820753862597159,0.248598173302317,0.248598173302317,0.834935785519039,0.834935785519041,0.532354076893515,0.530704859702612,0.591623542518563,0.591623542518564,0.530352427096067,0.530352427096064,0.99091944529597,0.99091944529597,0.0500980612564793,0.547063970505627,0.54706397050563,0.999854589974197,0.999854589974197,0.809898161798106,0.809898161798107
13,0.999821670024888,0.643495110162214,0.46334013245139,0.373950958551424,0.0618312985966766,0.609606518284153,0.609606518284153,0.834302286486137,0.474136047814416,0.780829848215806,0.780829848215806,0.988894725452899,0.804828172008663,0.246525832108417,0.246525832108417,0.819534703580725,0.819534703580727,0.518359861427387,0.516763916972767,0.577411364831294,0.577411364831295,0.516947142469568,0.516947142469565,0.988840392766441,0.988840392766441,0.0526745351510722,0.532582361706269,0.532582361706272,0.999795847024411,0.999795847024411,0.793646976624194,0.793646976624195
14,0.999754379366058,0.627883097220019,0.453374660000189,0.367212796565767,0.0643412379527799,0.59486248118993,0.59486248118993,0.819482344520154,0.462839434633607,0.765177711289228,0.765177711289228,0.986548433943365,0.789058772206673,0.244607003947175,0.244607003947175,0.804210094854401,0.804210094854403,0.505305160139575,0.503761261506217,0.564063425916751,0.564063425916752,0.504444756939608,0.504444756939605,0.986484912305156,0.986484912305156,0.0551852257723887,0.519050268896321,0.519050268896324,0.999720013769286,0.999720013769286,0.777613532861082,0.777613532861083
15,0.999668625841021,0.613032736959893,0.444086132328083,0.360956239324027,0.066774722414163,0.580913124444993,0.580913124444993,0.80470203715377,0.452306354209096,0.749849579934936,0.749849579934936,0.983914083977559,0.773480260652709,0.242821224715191,0.242821224715191,0.789001845758533,0.789001845758535,0.493086403374063,0.491593139343721,0.551492264639711,0.551492264639712,0.492744217378712,0.492744217378709,0.983840705776085,0.983840705776085,0.057635455958441,0.506366101709964,0.506366101709967,0.999623773054792,0.999623773054792,0.761827383867524,0.761827383867525
16,0.999560990794815,0.598888320377433,0.435396235319799,0.355121739226922,0.0691382107886914,0.56769040292184,0.567690402921841,0.789999668075613,0.442450632421175,0.734856341348335,0.734856341348335,0.980980361213764,0.758120966705494,0.241151828572404,0.241151828572404,0.773943626308201,0.773943626308202,0.481615895284673,0.480171746300854,0.539622931520877,0.539622931520878,0.481760249391654,0.481760249391652,0.980896495034455,0.980896495034455,0.0600298089608226,0.494443387459259,0.494443387459262,0.999503443541303,0.999503443541303,0.746311966896971,0.746311966896972
17,0.999427690991584,0.585399584985047,0.427239279779481,0.349659960460349,0.0714372721335948,0.555134384140595,0.555134384140595,0.775408250150423,0.433199598598937,0.72020509663311,0.72020509663311,0.977737017345192,0.743003854954314,0.239585066614985,0.239585066614984,0.759063692185156,0.759063692185158,0.47081871984689,0.469422110815032,0.528390677413262,0.528390677413263,0.471420224031954,0.471420224031951,0.977642073421285,0.977642073421285,0.062372269071754,0.483207902164964,0.483207902164967,0.999354967647944,0.999354967647944,0.731085558852365,0.731085558852366
18,0.999264566151092,0.572521043020393,0.419559631975996,0.344529584345257,0.0736767507927228,0.543191995376478,0.543191995376478,0.760956097312774,0.424491411636964,0.705899850984176,0.705899850984176,0.974174920730017,0.728147291238205,0.238109466592028,0.238109466592028,0.744385575619331,0.744385575619333,0.460630372190565,0.459279709240139,0.517739162304852,0.517739162304853,0.461661771849848,0.461661771849846,0.974068356050507,0.974068356050507,0.0646663291485519,0.472595458761491,0.472595458761494,0.999173900457772,0.999173900457772,0.716162076775722,0.716162076775723
19,0.999067067425342,0.560211410932595,0.412309767242035,0.339695672774945,0.0758608937687671,0.53181600967775,0.53181600967775,0.746667347731649,0.416273018381479,0.691942079506739,0.691942079506739,0.970286104561213,0.713565696879539,0.236715358761459,0.236715358761459,0.729928685116094,0.729928685116096,0.450994918359229,0.449688614368486,0.507619047354512,0.507619047354513,0.452430938244492,0.452430938244489,0.970167427600953,0.970167427600953,0.0669150741645998,0.462550177550881,0.462550177550884,0.998955399676006,0.998955399676006,0.70155175291491,0.701551752914911
20,0.998830246919514,0.548433121823086,0.405448773263057,0.335128427848625,0.0779934504757785,0.520964216531974,0.520964216531974,0.732562429029881,0.408498572292857,0.67833119376183,0.67833119376183,0.966063811392765,0.699270110405788,0.235394518777033,0.235394518777032,0.715708828973542,0.715708828973544,0.441863546829201,0.440600038999742,0.497986874175234,0.497986874175235,0.443680737975405,0.443680737975403,0.965932586426647,0.965932586426647,0.0691212470667321,0.453023116613049,0.453023116613052,0.998694216752909,0.998694216752909,0.687261706965059,0.68726170696506
21,0.998548748380108,0.537151906445585,0.39894118362028,0.330802238052582,0.0800777518882528,0.510598737179553,0.510598737179553,0.718658473670326,0.401128192822481,0.665064928177551,0.665064928177551,0.961502532933426,0.685268671709331,0.2341398946232,0.2341398946232,0.701738674088813,0.701738674088815,0.433193415006737,0.4319711767709,0.488804162711822,0.488804162711823,0.435370008736799,0.435370008736797,0.961358383895543,0.961358383895543,0.0712873013525841,0.443971174978304,0.443971174978307,0.998384689302015,0.998384689302015,0.673296433015178,0.673296433015179
22,0.99821679919186,0.526336431312728,0.392756057678519,0.326694935165725,0.0821167740833762,0.50068545459918,0.50068545459918,0.704969690823083,0.394126980802387,0.652139661179534,0.652139661179534,0.956598044116093,0.671567040515688,0.232945394963105,0.232945394963105,0.688028149153499,0.688028149153501,0.424946720933941,0.423764269800208,0.480036677736403,0.480036677736404,0.427462492013647,0.427462492013645,0.956440657965511,0.956440657965511,0.0734154435295465,0.43535620529787,0.435356205297873,0.998020734963341,0.998020734963341,0.659658215082488,0.659658215082489
23,0.997828203843664,0.515957984699224,0.386866246824532,0.322787208471272,0.0841131897971263,0.491193535374109,0.491193535374109,0.691507699789992,0.387464228815262,0.639550682738028,0.639550682738028,0.951347430553914,0.658168758774299,0.231805723064271,0.231805723064271,0.674584799619461,0.674584799619462,0.417089949097857,0.415945851574984,0.471653827002926,0.471653827002927,0.419926088897298,0.419926088897296,0.951176560111111,0.951176560111111,0.0755076677592434,0.427144289387265,0.427144289387268,0.99759584687971,0.99759584687971,0.646347482419284,0.646347482419285
24,0.997376339042271,0.505990203064807,0.381247803475337,0.319062138003204,0.0860694106593665,0.482095025884566,0.482095025884566,0.678281829187492,0.38111278188858,0.627292417658466,0.627292417658466,0.94574910860583,0.64507556488827,0.230716245029198,0.230716245029198,0.661414100549317,0.661414100549319,0.409593252365621,0.408486126783583,0.463628163338636,0.463628163338637,0.412732252157173,0.412732252157171,0.94556457482768,0.94556457482768,0.077565784392522,0.419305141793275,0.419305141793278,0.997103090972375,0.997103090972375,0.633363113733333,0.633363113733334
25,0.996854150670643,0.496408831777045,0.375879500740696,0.315504818987024,0.0879876220977713,0.473364509146708,0.473364509146708,0.665299385452129,0.37504851538153,0.615358612130742,0.615358612130742,0.939802837395061,0.632287666390286,0.22967288417872,0.22967288417872,0.648519732504947,0.648519732504949,0.402429941454087,0.401358459273097,0.455934969610648,0.455934969610648,0.405855485554787,0.405855485554785,0.939604531061404,0.939604531061404,0.0795914436744784,0.411811615002701,0.411811615002704,0.996535105219344,0.996535105219344,0.620702697880479,0.62070269788048
26,0.996254152805238,0.487191515087637,0.370742438760506,0.312102056939173,0.0898698124155839,0.464978811525699,0.464978811525699,0.652565893754624,0.369249905170542,0.603742489646723,0.603742489646723,0.933509722254045,0.619803976639648,0.228672035607583,0.228672035607583,0.635903824878597,0.635903824878598,0.395576060151166,0.394538946188861,0.448551910378277,0.448551910378278,0.39927292838439,0.399272928384388,0.933297605045092,0.933297605045092,0.0815861555920584,0.404639286088254,0.404639286088257,0.995884101155978,0.995884101155978,0.608362757339543,0.608362757339544
27,0.99556842902298,0.4783176111736,0.365819719596879,0.308842118083935,0.0917177971950523,0.456916750758582,0.456916750758583,0.640085314036969,0.363697671210212,0.59243688129042,0.59243688129042,0.926872209207366,0.607622320285413,0.227710496466908,0.227710496466908,0.623567170472795,0.623567170472797,0.38901002951221,0.388006061403498,0.441458737654035,0.441458737654035,0.392964008347937,0.392964008347935,0.926646314158344,0.926646314158344,0.0835513066120964,0.397766109152695,0.397766109152698,0.995141867832147,0.995141867832147,0.596338939778017,0.596338939778019
28,0.994788636243577,0.469768028745897,0.361096176836387,0.30571452349263,0.0935332399177422,0.449158918418663,0.449158918418663,0.627860234588657,0.358374479931051,0.58143433452622,0.58143433452622,0.919894070248617,0.595739611561978,0.226785408629306,0.226785408629306,0.61150941464602,0.611509414646021,0.382712347980794,0.381740355101171,0.434637040906685,0.434637040906685,0.386910149670208,0.386910149670206,0.919654501575883,0.919654501575883,0.0854881738910704,0.391172121347975,0.391172121347978,0.994299778472981,0.994299778472981,0.584626182202275,0.584626182202277
29,0.993906011365934,0.461525082289295,0.356558149216571,0.302709878086387,0.0953176694981901,0.441687491269273,0.441687491269273,0.615892045331017,0.353264694193756,0.570727203904633,0.570727203904633,0.912580379315631,0.58415200892055,0.22589421119271,0.22589421119271,0.599729221933167,0.599729221933168,0.376665337187868,0.375724199210078,0.428070033496346,0.428070033496347,0.381094526208042,0.38109452620804,0.912327311616758,0.912327311616758,0.0873979374128442,0.384839192829597,0.3848391928296,0.993348800100679,0.993348800100679,0.573218851515273,0.573218851515274
30,0.992911380967976,0.453572363456053,0.35219328995087,0.299819727666725,0.0970724952802472,0.434486066985761,0.434486066985761,0.604181092768077,0.34835416196776,0.560307726532946,0.560307726532946,0.90493747901839,0.572855049027535,0.225034600867822,0.225034600867822,0.588224422704109,0.58822442270411,0.37085292531641,0.369941570525549,0.42174236930804,0.421742369308041,0.375501851466159,0.375501851466157,0.904671155857287,0.904671155857287,0.0892816904158243,0.378750812980555,0.378750812980558,0.992279506382185,0.992279506382185,0.562110864747159,0.562110864747161
31,0.99179517434673,0.445894626513622,0.347990405208028,0.297036438650266,0.0987990199331535,0.427539520539065,0.427539520539065,0.592726818378968,0.343630036759831,0.550168084691288,0.550168084691288,0.896972938322359,0.561843762760575,0.224204498732234,0.224204498732234,0.576992142126586,0.576992142126588,0.365260461556785,0.364377865015979,0.415639984569961,0.415639984569961,0.370118199083972,0.370118199083971,0.896693670219011,0.896693670219011,0.091140448398256,0.372891906761939,0.372891906761942,0.991082093971385,0.991082093971385,0.551295791756929,0.551295791756931
32,0.990547440179269,0.438477686058882,0.343939316560581,0.294353096325709,0.100498450597824,0.420833878182961,0.420833878182961,0.581527882064204,0.33908062424224,0.540300457590981,0.540300457590981,0.888695501533849,0.551112775491134,0.22340202216385,0.22340202216385,0.566028913441814,0.566028913441816,0.359874556447255,0.359019738081523,0.409749960794989,0.409749960794989,0.364930848633727,0.364930848633726,0.888403663386588,0.888403663386588,0.0929751569341294,0.367248676232147,0.36724867623215,0.989746402613983,0.989746402613983,0.54076694280896,0.540766942808961
33,0.989157867084484,0.431308325471352,0.340030743262279,0.291763418321687,0.10217190856651,0.41435620650751,0.41435620650751,0.570582272111928,0.334695250630473,0.530697063955146,0.530697063955146,0.880115029070325,0.540656393648814,0.222625461016439,0.222625461016439,0.555330777335508,0.55533077733551,0.354682943885642,0.353854966533388,0.404060405533409,0.404060405533409,0.359928152564017,0.359928152564015,0.87981105704641,0.87981105704641,0.0947866984882396,0.361808463206134,0.361808463206137,0.988261939277797,0.988261939277797,0.530517443093875,0.530517443093876
34,0.987615808359777,0.42437421479501,0.336256201025303,0.289261680643728,0.103820437726208,0.408094514441632,0.408094514441632,0.559887403017688,0.330464149218207,0.521350196838429,0.521350196838429,0.871242430624395,0.530468679308996,0.221873257291961,0.221873257291961,0.544893368988289,0.54489336898829,0.349674361378922,0.34887232884686,0.398560348219076,0.398560348219076,0.355099420903,0.355099420902998,0.87092681856193,0.87092681856193,0.0965758983843785,0.356559629760852,0.356559629760855,0.986617906560094,0.986617906560094,0.520540295978167,0.520540295978169
35,0.985910311154954,0.417663836920807,0.332607914602393,0.286842654157844,0.10544501195447,0.402037666429522,0.402037666429523,0.549440202370304,0.326378362150908,0.51225225188333,0.51225225188333,0.862089591442949,0.520543514325647,0.221143987712556,0.221143987712555,0.534711994213692,0.534711994213694,0.344838445716717,0.344061500863867,0.393239648865914,0.393239648865915,0.350434820952708,0.350434820952706,0.861762886813552,0.861762886813552,0.0983435300532077,0.351491453877896,0.351491453877898,0.984803235606026,0.984803235606026,0.510828436523326,0.510828436523327
36,0.98403015032702,0.411166421095761,0.329078741978794,0.284501549804263,0.107046541623031,0.396175305285096,0.396175305285096,0.539237187905685,0.322429655052339,0.503395750027072,0.503395750027072,0.852669292540158,0.510874655340059,0.220436348710582,0.220436348710582,0.524781695936046,0.524781695936047,0.340165641749077,0.339412964617875,0.388088917753227,0.388088917753227,0.345925289697335,0.345925289697334,0.85233209202727,0.85233209202727,0.100090319664452,0.346594037983112,0.346594037983115,0.98280662374761,0.98280662374761,0.50137477660619,0.501374776606191
37,0.981963867193547,0.404871882914761,0.325662108375432,0.282233971144482,0.108625879338068,0.390497783458512,0.390497783458512,0.529274535728909,0.318610442542713,0.494773355518827,0.494773355518827,0.842995125743039,0.501455780829912,0.219749143445792,0.219749143445792,0.515097312121841,0.515097312121843,0.335647122346331,0.334917928353139,0.383099444547012,0.383099444547013,0.341562457042405,0.341562457042404,0.842648070495067,0.842648070495067,0.101816950230421,0.341858228520907,0.34185822852091,0.980616577040201,0.980616577040201,0.492172242792533,0.492172242792535
38,0.979699813368001,0.398770770061874,0.322351948581462,0.280035873098281,0.110183825024384,0.38499610163885,0.38499610163885,0.51954814061168,0.314913723027536,0.48637788997737,0.48637788997737,0.833081404529538,0.492280531217782,0.219081270530409,0.219081270530409,0.505653526154786,0.505653526154788,0.331274717940008,0.330568256133081,0.378263135555702,0.378263135555703,0.337338578319523,0.337338578319522,0.832725175150241,0.832725175150241,0.10352406525361,0.337275545007595,0.337275545007597,0.978221457832652,0.978221457832652,0.483213807961087,0.483213807961088
39,0.977226199817365,0.392854213162313,0.319142656388834,0.277903525929679,0.11172113044339,0.379661853774821,0.379661853774822,0.510053669186854,0.31133302141051,0.47820234310971,0.47820234310971,0.822943071660839,0.4833425429313,0.218431714199965,0.218431714199964,0.496444910534716,0.496444910534717,0.32704085430506,0.326356405694832,0.373572458024307,0.373572458024308,0.333246474749261,0.33324647474926,0.822578383001264,0.822578383001264,0.105212271979474,0.332838117258265,0.332838117258268,0.975609537457681,0.975609537457681,0.474492517541602,0.474492517541604
40,0.974531151229974,0.387113881186991,0.316029040107303,0.275833483703191,0.113238503220491,0.374487177727192,0.374487177727192,0.500786606783396,0.307862338606493,0.470239880618631,0.470239880618631,0.81259560463144,0.474635477196169,0.217799535713444,0.217799535713444,0.487465964682479,0.48746596468248,0.322938497457183,0.322275373421347,0.369020390540066,0.369020390540066,0.329279480765071,0.32927948076507,0.812223200448478,0.812223200448478,0.106882144306005,0.328538629686709,0.328538629686711,0.972769054070199,0.972769054070199,0.466001511115178,0.466001511115179
41,0.971602765719476,0.381541940920836,0.31300628330554,0.273822556563041,0.11473661044582,0.36946471087699,0.36946471087699,0.491742298573462,0.304496106911954,0.462483849748535,0.462483849748535,0.802054919962855,0.466153044246034,0.217183865803129,0.217183865803129,0.478711147545502,0.478711147545504,0.318961104714456,0.318318645478604,0.364600378762469,0.36460037876247,0.325431397273591,0.32543139727359,0.801675567508962,0.801675567508962,0.108534225393825,0.324370271746973,0.324370271746975,0.969688275593286,0.969688275593286,0.457734040025203,0.457734040025205
42,0.968429179818951,0.376131020065744,0.310069910060712,0.271867786294476,0.116216081902568,0.364587550106552,0.364587550106552,0.482915985637857,0.301229150439151,0.454927782852339,0.454927782852339,0.791337277350202,0.457889023548108,0.216583898024373,0.216583898024373,0.470174905620795,0.470174905620796,0.31510258111742,0.314480154310713,0.360306295806653,0.360306295806653,0.321696450068846,0.321696450068845,0.790951761957205,0.790951761957205,0.110169030014097,0.320326693725049,0.320326693725052,0.966355567654287,0.966355567654287,0.449683481560896,0.449683481560897
43,0.964998638637781,0.370874173600507,0.307215754111136,0.269966424713382,0.117677512969198,0.359849215649014,0.359849215649014,0.474302836496337,0.298056649942756,0.447565399305488,0.447565399305488,0.780459184636742,0.449837280568845,0.215998882879852,0.215998882879852,0.461851696942688,0.461851696942689,0.311357240521862,0.310754239806297,0.356132406705966,0.356132406705966,0.318069252735537,0.318069252735536,0.78006830435395,0.78006830435395,0.11178704666609,0.316401967205588,0.316401967205591,0.96275946630753,0.96275946630753,0.44184335020048,0.441843350200481
44,0.961299570963125,0.365764853064658,0.304439931399249,0.268115914501789,0.119121467235134,0.355243618368493,0.355243618368493,0.465897974594858,0.294974111469062,0.440390606044881,0.440390606044881,0.769437304541303,0.441991780538592,0.215428122612759,0.215428122612759,0.453736011520759,0.45373601152076,0.307719770778665,0.307135614549868,0.352073336460715,0.352073336460716,0.314544773474448,0.314544773474447,0.769041864884496,0.769041864884496,0.11338873949176,0.312590549635744,0.312590549635746,0.958888755246114,0.958888755246114,0.434207306336185,0.434207306336186
45,0.957320668988696,0.360796878471836,0.30173881556893,0.266313872165686,0.120548478863944,0.350765030089921,0.350765030089921,0.457696502192388,0.291977338342155,0.433397496969388,0.433397496969388,0.758288363999307,0.434346599616857,0.21487096657977,0.21487096657977,0.445822388658253,0.445822388658254,0.304185202498847,0.303619332655863,0.348124041248299,0.3481240412483,0.311118305364747,0.311118305364746,0.757889172862713,0.757889172862713,0.114974550010922,0.308887252489784,0.308887252489786,0.954732547104214,0.954732547104214,0.426769162846895,0.426769162846896
46,0.953050972247043,0.355964412591941,0.299109016045138,0.264558072840328,0.12195905473336,0.346408056645939,0.346408056645939,0.449693521044975,0.289062406071761,0.42658035140349,0.42658035140349,0.747029066902176,0.426895933809538,0.214326807128177,0.214326807128176,0.438105431532288,0.438105431532289,0.300748880972194,0.300200761753507,0.344279782427588,0.344279782427589,0.307785439646481,0.30778543964648,0.746626929680425,0.746626929680425,0.11654489869737,0.305287212606735,0.305287212606737,0.950280368344759,0.950280368344759,0.419522889835438,0.41952288983544
47,0.948479955209296,0.351261937370717,0.296547358377257,0.262846436708764,0.123353676377479,0.342167613349789,0.342167613349789,0.441884150244112,0.286225639826428,0.419933631795639,0.419933631795639,0.735676010934532,0.419634105945452,0.213795075912814,0.213795075912814,0.430579819373484,0.430579819373484,0.29740644086722,0.296875557750021,0.340536103019252,0.340536103019252,0.304542041664251,0.30454204166425,0.735271725895941,0.735271725895941,0.118100186413636,0.301785866331328,0.30178586633133,0.945522247117102,0.945522247117102,0.412462617805078,0.412462617805079
48,0.943597617900351,0.346684232281024,0.294050866572409,0.261177016833148,0.124732801753198,0.338038902638809,0.338038902638809,0.434263541529512,0.283463594165259,0.41345198079727,0.41345198079727,0.724245609116288,0.412555570980826,0.213275240597774,0.213275240597774,0.423240317543861,0.423240317543862,0.29415378339033,0.29363964205001,0.336888806385261,0.336888806385261,0.301384229161786,0.301384229161785,0.723839963062819,0.723839963062819,0.119640795719761,0.298378926137701,0.298378926137703,0.940448803357521,0.940448803357521,0.405582639512922,0.405582639512924
49,0.938394578760058,0.342226354422558,0.291616747182768,0.259547988226815,0.126096866850022,0.334017393663894,0.334017393663894,0.426826892363189,0.280773034763261,0.407130217846485,0.407130217846485,0.712754016559946,0.405654919866559,0.212766801895771,0.212766801895771,0.416081785777363,0.416081785777364,0.290987055624634,0.290489180951453,0.333333936866243,0.333333936866244,0.298308352658453,0.298308352658452,0.712347780803003,0.712347780803003,0.121167092069509,0.295062359457154,0.295062359457157,0.935051340294874,0.935051340294874,0.398877410705991,0.398877410705992
50,0.93286216886509,0.337883620206514,0.289242374942857,0.257957638018957,0.127446287160009,0.330098803626898,0.330098803626898,0.419569457021616,0.278150921900875,0.400963335361699,0.400963335361699,0.701217062854511,0.398926882183335,0.212269290904591,0.212269290904591,0.409099184816706,0.409099184816706,0.287902631805164,0.287420566975087,0.329867762165688,0.329867762165688,0.295310977673904,0.295310977673903,0.70081098952948,0.70081098952948,0.122679424905773,0.291832369466978,0.29183236946698,0.929321936417236,0.929321936417236,0.392341549917859,0.39234154991786
51,0.92699252651488,0.333651588479003,0.286925279779902,0.256404356583952,0.128781459022483,0.326279080690985,0.326279080690986,0.412486555935648,0.275594395518335,0.394946494634429,0.394946494634429,0.689650190388696,0.392366327723652,0.211782266705649,0.211782266705649,0.40228758165306,0.402287581653061,0.284897096318224,0.284430401914973,0.326486757296063,0.326486757296063,0.292388868597038,0.292388868597037,0.689245009124969,0.689245009124969,0.124178128665499,0.288685377627959,0.288685377627961,0.923253536856334,0.923253536856334,0.385969837479669,0.38596983747967
52,0.920778691081909,0.329526044952384,0.284663135043393,0.254886629524476,0.130102760856404,0.322554388308976,0.322554388308976,0.405573583483482,0.273100761661269,0.38907502149672,0.38907502149672,0.678068398829447,0.385968267176954,0.211305314194354,0.211305314194354,0.395642153550937,0.395642153550937,0.281967228239176,0.281515481424659,0.323187589924337,0.323187589924338,0.289538974021158,0.289538974021157,0.677664813786709,0.677664813786709,0.125663523703213,0.285618007784447,0.285618007784449,0.916840043058421,0.916840043058421,0.379757213878294,0.379757213878295
