"pd","t82","t175","t124","t233","t206","t81","t209","t199","t110","t300","t296","t145","t213","t150","t147","t266","t76","t190","t53","t11","t5","t154","t188","t30","t37","t189","t254","t288","t98","t185","t151","t176","t128","t122","t144","t26","t17","t9","t73","t56","t10","t31","t178","t87","t89","t20","t85","t95","t217"
0,0.964617561204697,0.996050160250361,0.960381967439022,0.962039990782849,0.999084282363221,0.367683311296536,0.953252060779987,0.751179599787215,0.962039990782849,0.483939134682365,0.997022956385406,0.981601762028874,0.985452249045729,0.984139844122043,0.834705325489256,0.923103034650318,0.923103034650318,0.85388415207137,0.98307316893433,0.774404735467991,0.774404735467993,0.998114930361579,0.998114930361579,0.488403708509598,0.488403708509598,0.954986998420712,0.954986998420712,0.982515552490162,0.982515552490162,0.995452396598219,0.547985835005561,0.547985835005561,0.9796107765304,0.9796107765304,0.99535092843962,0.99535092843962,0.955404887806465,0.955404887806465,0.933468543967554,0.933468543967554,0.982710046699601,0.982710046699601,0.934725951213181,0.508498912611564,0.508498912611563,0.953680722835506,0.953680722835506,0.933951099052528,0.933951099052528
1,0.944642012539313,0.991657209933138,0.93980963984162,0.942190511122379,0.9975820430543,0.397693570722199,0.932047980397503,0.726852305096963,0.942190511122379,0.496991211792283,0.993346349461713,0.96772349708252,0.973404972419428,0.971369793508596,0.8059677531735,0.896974105461152,0.896974105461152,0.824540977011983,0.969757995580736,0.747848039958157,0.747848039958158,0.995504177013849,0.995504177013849,0.501022520427936,0.501022520427937,0.931492568121714,0.931492568121714,0.968924217924966,0.968924217924966,0.990448365996802,0.551306881799288,0.551306881799288,0.96481733315431,0.96481733315431,0.990266997721481,0.990266997721481,0.932038778573867,0.932038778573867,0.905851549037631,0.90585154903763,0.969217383430648,0.969217383430648,0.907198796682735,0.518026847146236,0.518026847146236,0.929845751575777,0.929845751575777,0.906289391603389,0.906289391603389
2,0.928436179628244,0.987105861342733,0.923497940740217,0.926410303154333,0.995737170053985,0.41562844960999,0.915802010375258,0.711952695894136,0.926410303154333,0.504629230891694,0.989369129091025,0.955360900827143,0.962311378889265,0.959731939395361,0.78747280385749,0.878269125886825,0.878269125886825,0.805325003230915,0.957725017766008,0.731383961025017,0.731383961025019,0.992535678801326,0.992535678801326,0.508404479438226,0.508404479438226,0.912902105428345,0.912902105428345,0.956693789091927,0.956693789091927,0.985289731032,0.553247470143407,0.553247470143407,0.951816681597411,0.951816681597411,0.98503929363945,0.985039293639451,0.913528579828768,0.913528579828768,0.885272663745251,0.885272663745251,0.957058707976313,0.957058707976313,0.886611665285092,0.523594704916014,0.523594704916014,0.911062414370599,0.911062414370599,0.885637134578729,0.885637134578729
3,0.914389920091383,0.982464502785292,0.909560760495055,0.912901341048957,0.993631082877437,0.428493389467414,0.902212707795713,0.701092960667721,0.912901341048957,0.510047390877694,0.985196601171856,0.943974013596513,0.951868388691966,0.948852116568468,0.773589169826697,0.863281743649751,0.863281743649751,0.790749127195756,0.946538297985355,0.719298305017591,0.719298305017592,0.989316327568228,0.989316327568228,0.51364002991174,0.51364002991174,0.897057150797182,0.897057150797182,0.945355413043669,0.945355413043669,0.980048428151564,0.554623359658942,0.554623359658942,0.939948449946844,0.939948449946844,0.979736780643854,0.979736780643854,0.897740132593444,0.897740132593444,0.868387136968629,0.868387136968628,0.945776355515571,0.945776355515571,0.869681449865584,0.52754169061321,0.527541690613209,0.895094934238332,0.895094934238332,0.868671801211414,0.868671801211415
4,0.901820738721328,0.977767159602166,0.89721658934203,0.900917896924803,0.991310130746808,0.438540151519437,0.890357947222604,0.692509901879799,0.900917896924803,0.514248482775271,0.980883263793687,0.933314093534007,0.941931676928204,0.938553884448983,0.762386397529598,0.850611672543074,0.850611672543074,0.778901240586159,0.935993903729493,0.709699041924384,0.709699041924385,0.985903606236048,0.985903606236048,0.517699037175786,0.517699037175786,0.883058709679472,0.883058709679472,0.934690629983165,0.934690629983166,0.974760092725963,0.555690007319109,0.555690007319109,0.928912043568938,0.928912043568937,0.974393522350166,0.974393522350166,0.883783743088462,0.883783743088462,0.853876199535615,0.853876199535615,0.935156810027066,0.935156810027066,0.855108961859965,0.530600866832522,0.530600866832521,0.881015425346559,0.881015425346559,0.854080624977019,0.854080624977019
5,0.890355839029228,0.973034509544747,0.88604552848098,0.890059006706039,0.988805501279295,0.446786913894963,0.879753970154893,0.685396412090254,0.890059006706039,0.517679557692346,0.976463295204445,0.923236427961299,0.932414974943838,0.92873263192267,0.752953941574749,0.839553897317748,0.839553897317748,0.768869720364083,0.925971711726053,0.701713619737701,0.701713619737703,0.982334622865466,0.982334622865466,0.521013778873216,0.521013778873216,0.870422048415776,0.870422048415776,0.924571172544193,0.924571172544193,0.969446276031561,0.556561141532964,0.556561141532965,0.918534212710892,0.918534212710891,0.969030063905454,0.969030063905455,0.871179367911858,0.871179367911858,0.841056172797641,0.841056172797641,0.925074579501875,0.925074579501875,0.842218951936687,0.53309870030905,0.533098700309049,0.868324873853082,0.868324873853082,0.841182042590793,0.841182042590793
6,0.8797625212589,0.968280517962518,0.875788951072178,0.880077552934018,0.986140174800323,0.453782559293953,0.870108434615964,0.679313221122604,0.880077552934018,0.520579203155181,0.971960438904036,0.913645765011479,0.923260110106975,0.919318337178113,0.74478503537319,0.829695954046642,0.829695954046642,0.760143088430861,0.916391786443056,0.694864531659662,0.694864531659663,0.978635800841979,0.978635800841979,0.523814921912324,0.523814921912324,0.858847813298567,0.858847813298567,0.914911929023581,0.914911929023581,0.964121450607781,0.557297403964901,0.557297403964901,0.90870184340299,0.908701843402989,0.963660164267287,0.963660164267287,0.859630385800134,0.859630385800134,0.829517924642953,0.829517924642953,0.915446318861774,0.915446318861774,0.830606520151103,0.535209299696055,0.535209299696054,0.856715756996058,0.856715756996058,0.829567721555108,0.829567721555109
7,0.869882814747134,0.96351525728024,0.866273266396704,0.870807577335028,0.983332090658146,0.45985735210727,0.861228232433133,0.67399392811549,0.870807577335028,0.523089877071415,0.967392282387652,0.904474347738125,0.914424767252152,0.91026041766201,0.737566813787686,0.820772645629226,0.820772645629226,0.752403518650475,0.907196696300795,0.688860924045226,0.688860924045227,0.974827156456635,0.974827156456635,0.52624017826786,0.52624017826786,0.848134661475169,0.848134661475169,0.905651909368957,0.905651909368957,0.958795985266757,0.557934980156537,0.557934980156537,0.899335060341586,0.899335060341585,0.958293652348098,0.958293652348098,0.848937196838918,0.848937196838918,0.818993484233071,0.81899348423307,0.906212254530023,0.906212254530023,0.820006025393851,0.537036568068334,0.537036568068334,0.84598160995106,0.84598160995106,0.818969962763851,0.818969962763851
8,0.860603068892402,0.958746323746586,0.857374820046905,0.862130801032519,0.980395824655505,0.465225677821428,0.852977698303849,0.669264434254238,0.862130801032519,0.525303484429908,0.962772438582542,0.895671326484247,0.905876518195524,0.901520363768768,0.73109176048066,0.81260194329907,0.81260194329907,0.745439061615392,0.898342940026213,0.683512033085789,0.68351203308579,0.970924512630775,0.970924512630775,0.528378382499037,0.528378382499038,0.838138933788206,0.838138933788206,0.896745030457629,0.89674503045763,0.953477639660546,0.55849720381368,0.55849720381368,0.890374323810101,0.8903743238101,0.95293786072968,0.952937860729681,0.838957325588875,0.838957325588875,0.809296012876397,0.809296012876397,0.897327187504302,0.897327187504302,0.810231988796814,0.538647509338168,0.538647509338167,0.835975352100733,0.835975352100733,0.809201967299236,0.809201967299236
9,0.851837954669079,0.953979632578369,0.849001590555874,0.8539591598151,0.977343571659913,0.470034682406088,0.84525710130702,0.665004537459069,0.8539591598151,0.527282783982132,0.958111785104811,0.887197015040269,0.897589548450521,0.893067711914022,0.725214777163872,0.805052743717633,0.805052743717633,0.739100831583116,0.889796271405486,0.678685748095555,0.678685748095556,0.966940771767158,0.966940771767158,0.530290191753227,0.530290191753228,0.828753580655793,0.828753580655793,0.888155097693618,0.888155097693618,0.948172403102701,0.559000003002927,0.559000003002927,0.881773458448549,0.881773458448548,0.947598429796924,0.947598429796924,0.829584564331354,0.829584564331354,0.80028910338499,0.80028910338499,0.888755591573819,0.888755591573819,0.801148826704638,0.540087862765512,0.540087862765512,0.826587539570846,0.826587539570846,0.800127261884753,0.800127261884754
