"pd","t168","t289","t154","t161","t234","t218","t36","t17","t271","t89","t171","t103","t40","t269","t158","t91","t106","t26","t208","t28","t82","t173","t162","t285","t156","t49","t60","t45","t230","t148","t283","t131"
0,0.999999999999232,0.999924414556166,0.897608184229725,0.826517409451473,0.18591582516016,0.999996052879539,0.999996052879539,0.997304484456437,0.990218605726357,0.999999713814256,0.999999713814256,0.999997899302706,0.996032098502915,0.536238548049249,0.536238548049249,0.996722478434838,0.996722478434838,0.998054491411151,0.998054491411151,0.891388499360076,0.891388499360074,0.998718332327981,0.998718332327981,0.999997886151499,0.999997886151499,0.131892339398462,0.997871792556339,0.997871792556339,0.999999999999193,0.999999999999193,0.995447869893641,0.995447869893641
1,0.999999999957685,0.999700196471551,0.865289884689869,0.791943430620005,0.220944533048155,0.999976310924341,0.999976310924341,0.993511696832613,0.980887283245601,0.999997448074438,0.999997448074438,0.999985820272719,0.990970531318515,0.530929648198973,0.530929648198973,0.992332324957874,0.992332324957874,0.995148418151938,0.995148418151938,0.858322470268355,0.858322470268353,0.996634813426159,0.996634813426159,0.999985744300042,0.999985744300042,0.167025625988079,0.994761500102069,0.994761500102069,0.999999999955814,0.999999999955814,0.989850383390461,0.989850383390461
2,0.999999999558332,0.999328921822121,0.842642618786564,0.769479951145291,0.243521633783565,0.999932424151135,0.999932424151135,0.989176767765496,0.971824301687812,0.999990822830107,0.999990822830107,0.999956671838212,0.985431558819303,0.527820814584937,0.527820814584937,0.98742373060922,0.98742373060922,0.991734404069002,0.991734404069002,0.835324760825517,0.835324760825516,0.994088946567087,0.994088946567087,0.999956462556673,0.999956462556673,0.190842721765525,0.991143728687694,0.991143728687694,0.999999999540734,0.999999999540734,0.983821679920389,0.983821679920389
3,0.99999999766757,0.998811644101146,0.82476230735057,0.752542044128745,0.26046148479817,0.999857841455477,0.999857841455477,0.984465307998216,0.962986746113311,0.999977244822976,0.999977244822976,0.999904293349447,0.979584626725327,0.525613738443467,0.525613738443467,0.982166889321787,0.982166889321787,0.987953836211371,0.987953836211371,0.817253527154369,0.817253527154368,0.991194125345287,0.991194125345287,0.999903866900213,0.999903866900213,0.20926169137884,0.987164107032499,0.987164107032499,0.99999999758186,0.99999999758186,0.977525394985532,0.977525394985532
4,0.999999991520155,0.998149320936899,0.809819280078711,0.738841319204141,0.274115373088363,0.999746910696053,0.999746910696053,0.979467718874572,0.954351658275729,0.999953977209648,0.999953977209648,0.999823036011487,0.973519079736648,0.523901103261473,0.523901103261473,0.976653121083397,0.976653121083397,0.983885326297829,0.983885326297829,0.802202879219758,0.802202879219757,0.988015153499793,0.988015153499793,0.999822298889956,0.999822298889956,0.224426451049808,0.982903001773377,0.982903001773377,0.999999991228859,0.999999991228859,0.971046630254172,0.971046630254172
5,0.999999975654734,0.997342916913415,0.796900841486729,0.727289394062183,0.285596294898212,0.999594565171982,0.999594565171982,0.974243048156996,0.9459037079264,0.999918172702262,0.999918172702262,0.99970760379928,0.96729169889318,0.52250135919889,0.52250135919889,0.970941279218037,0.970941279218037,0.979580940981976,0.979580940981976,0.789226382827051,0.78922638282705,0.984595829461888,0.984595829461888,0.999706455269914,0.999706455269914,0.237385088173147,0.978413342472826,0.978413342472826,0.99999997486599,0.99999997486599,0.964438860143798,0.964438860143798
6,0.999999940615857,0.996393445854116,0.785477077126905,0.717276951720785,0.295525097738561,0.99939616595073,0.99939616595073,0.968833736116462,0.937631405037164,0.999866893923024,0.999866893923024,0.999552969943365,0.960942311903583,0.521317615788871,0.521317615788871,0.965073167901397,0.965073167901397,0.975078560667842,0.975078560667842,0.777776466609578,0.777776466609577,0.980968565633604,0.980968565633604,0.999551303792471,0.999551303792471,0.248736679878619,0.973733452375591,0.973733452375591,0.999999938789815,0.999999938789815,0.95773920267503,0.95773920267503
7,0.999999871433788,0.995301991804888,0.775209502259154,0.708426128804486,0.304285669072847,0.999147409309452,0.999147409309452,0.963272165488619,0.929525515347031,0.99979712759566,0.99979712759566,0.999354326697546,0.95450061916708,0.520292016576595,0.520292016576595,0.959080336100975,0.959080336100975,0.970407420222021,0.970407420222021,0.767504382893121,0.76750438289312,0.977158764195204,0.977158764195204,0.999352032595706,0.999352032595706,0.258859002797824,0.968892779337786,0.968892779337786,0.999999867663747,0.999999867663747,0.950975058606186,0.950975058606187
8,0.999999745890856,0.994069720395786,0.765867130909401,0.700485406641408,0.312132908442602,0.998844267293179,0.998844267293179,0.957584071001534,0.921578271406604,0.999705795301307,0.999705795301307,0.999107052758169,0.947989705847182,0.519387231686001,0.519387231686001,0.952987593345137,0.952987593345137,0.965591012147509,0.965591012147509,0.758172732287071,0.75817273228707,0.973187134400513,0.973187134400513,0.999104017370286,0.999104017370286,0.26800705487546,0.963914890427015,0.963914890427015,0.99999973875862,0.99999973875862,0.944167512444861,0.944167512444861
9,0.999999532581436,0.992697885139535,0.757284469825275,0.693278410175452,0.319245182125921,0.998482947253891,0.998482947253891,0.951790511173117,0.91378293163273,0.999589762153051,0.999589762153051,0.998806691180352,0.941428054413858,0.518577766080403,0.518577766080403,0.946815033618427,0.946815033618427,0.960648773617981,0.960648773617981,0.749611795025216,0.749611795025215,0.969071050035845,0.969071050035845,0.998802799101965,0.998802799101965,0.276361804309631,0.958819208385386,0.958819208385386,0.999999519986718,0.999999519986718,0.937333274456942,0.937333274456942
