"phy","focal","t292","t168","t289","t3","t154","t161","t110","t157","t6","t141","t234","t52","t249","t115","t268","t218","t36","t247","t130","t200","t86","t17","t109","t50","t278","t79","t151","t143","t129","t271","t174","t107","t88","t22","t187","t217","t89","t171","t246","t227","t119","t73","t189","t192","t236","t135","t296","t286","t214","t103","t40","t58","t190","t277","t7","t68","t262","t95","t85","t123","t179","t256","t9","t259","t269","t158","t91","t106","t184","t26","t208","t224","t78","t186","t47","t220","t138","t28","t82","t146","t205","t102","t180","t173","t162","t96","t264","t29","t291","t117","t134","t253","t133","t163","t267","t206","t285","t156","t228","t238","t178","t215","t231","t125","t59","t93","t288","t34","t248","t142","t127","t175","t49","t210","t261","t43","t60","t45","t252","t77","t41","t4","t67","t76","t8","t149","t274","t222","t54","t24","t27","t16","t98","t242","t230","t148","t87","t44","t140","t116","t10","t266","t283","t131","t46","t118","t237","t75","t250","t255","t66","t113","t177","t276","t166","t258","t19","t23","t13","t51","t181","t72","t25","t155","t223","t209"
3,"t168",0.098918273526246,0.999999999145478,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.419083035364558,0.187016017970599,0.098918273526246,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.419083035364558,0.098918273526246,0.187016017970599,0.187016017970599,0.187016017970599,0.187016017970599,0.187016017970599,0.098918273526246,0.357453263221466,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.187016017970599,0.187016017970599,0.187016017970599,0.187016017970599,0.187016017970599,0.187016017970599,0.098918273526246,0.098918273526246,0.357453263221466,0.357453263221466,0.098918273526246,0.419083035364558,0.187016017970599,0.187016017970599,0.187016017970599,0.098918273526246,0.419083035364558,0.098918273526246,0.098918273526246,0.357453263221466,0.098918273526246,0.357453263221466,0.357453263221466,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.357453263221466,0.357453263221466,0.187016017970599,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.187016017970599,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.357453263221466,0.419083035364558,0.419083035364558,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.357453263221466,0.098918273526246,0.098918273526246,0.357453263221466,0.357453263221466,0.357453263221466,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.419083035364558,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.187016017970599,0.187016017970599,0.357453263221466,0.357453263221466,0.098918273526246,0.098918273526246,0.098918273526246,0.419083035364558,0.187016017970599,0.419083035364558,0.419083035364558,0.357453263221466,0.098918273526246,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.419083035364558,0.961139503549795,0.961139503549795,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.098918273526246,0.357453263221466,0.357453263221466,0.419083035364558,0.098918273526246,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.098918273526246,0.098918273526246,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.357453263221466,0.098918273526246,0.098918273526246,0.187016017970599,0.187016017970599,0.187016017970599,0.098918273526246,0.098918273526246,0.098918273526246,0.187016017970599
3,"t289",0.155520082772326,0.177090044005453,0.959669465531103,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.231350562330818,0.155520082772326,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.231350562330818,0.231350562330818,0.231350562330818,0.372966202569167,0.372966202569167,0.155520082772326,0.177090044005453,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.372966202569167,0.372966202569167,0.231350562330818,0.231350562330818,0.372966202569167,0.372966202569167,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.155520082772326,0.177090044005453,0.372966202569167,0.372966202569167,0.231350562330818,0.155520082772326,0.177090044005453,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.177090044005453,0.372966202569167,0.372966202569167,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.231350562330818,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.177090044005453,0.177090044005453,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.372966202569167,0.372966202569167,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.231350562330818,0.177090044005453,0.177090044005453,0.177090044005453,0.155520082772326,0.231350562330818,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.177090044005453,0.177090044005453,0.177090044005453,0.155520082772326,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.155520082772326,0.372966202569167,0.155520082772326,0.155520082772326,0.155520082772326,0.177090044005453,0.155520082772326,0.155520082772326,0.231350562330818,0.231350562330818,0.372966202569167,0.155520082772326,0.155520082772326,0.155520082772326,0.360444642573763
3,"t154",0.18269195793375,0.181548029258004,0.181548029258004,0.18269195793375,0.800362785554297,0.311851091593048,0.181548029258004,0.181548029258004,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.311851091593048,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.236711313261361,0.236711313261361,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.18269195793375,0.311851091593048,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.236711313261361,0.293659245481987,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.311851091593048,0.18269195793375,0.181548029258004,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.236711313261361,0.236711313261361,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.18269195793375,0.181548029258004,0.18269195793375,0.293659245481987,0.311851091593048,0.181548029258004,0.18269195793375,0.18269195793375,0.181548029258004,0.181548029258004,0.181548029258004,0.18269195793375,0.18269195793375,0.18269195793375,0.181548029258004
3,"t161",0.18425248106201,0.183423212771163,0.183423212771163,0.18425248106201,0.273053694170193,0.643300880708718,0.183423212771163,0.183423212771163,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.329816270099167,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.222325605977185,0.222325605977185,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.18425248106201,0.329816270099167,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.222325605977185,0.260915014646166,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.329816270099167,0.18425248106201,0.183423212771163,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.222325605977185,0.222325605977185,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.18425248106201,0.183423212771163,0.18425248106201,0.260915014646166,0.329816270099167,0.183423212771163,0.18425248106201,0.18425248106201,0.183423212771163,0.183423212771163,0.183423212771163,0.18425248106201,0.18425248106201,0.18425248106201,0.183423212771163
3,"t234",0.161201655417368,0.21726037905314,0.21726037905314,0.197634684721015,0.215881778124673,0.215881778124673,0.21726037905314,0.21726037905314,0.197634684721015,0.21726037905314,0.0128174471297293,0.112191033850856,0.15146063863497,0.21726037905314,0.15146063863497,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.15146063863497,0.21726037905314,0.21726037905314,0.0874462327297422,0.15146063863497,0.197634684721015,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.071477039100533,0.21726037905314,0.197634684721015,0.15146063863497,0.21726037905314,0.15146063863497,0.21726037905314,0.21726037905314,0.0874462327297422,0.197634684721015,0.197634684721015,0.197634684721015,0.197634684721015,0.15146063863497,0.15146063863497,0.197634684721015,0.197634684721015,0.215881778124673,0.197634684721015,0.197634684721015,0.173936948526158,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.197634684721015,0.197634684721015,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.215881778124673,0.215881778124673,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.152489411107277,0.112191033850856,0.112191033850856,0.15146063863497,0.15146063863497,0.21726037905314,0.15146063863497,0.197634684721015,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.15146063863497,0.215881778124673,0.21726037905314,0.21726037905314,0.21726037905314,0.173936948526158,0.173936948526158,0.15146063863497,0.15146063863497,0.197634684721015,0.197634684721015,0.21726037905314,0.15146063863497,0.15146063863497,0.15146063863497,0.15146063863497,0.0874462327297422,0.0874462327297422,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.215881778124673,0.215881778124673,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.21726037905314,0.197634684721015,0.21726037905314,0.15146063863497,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.197634684721015,0.197634684721015,0.215881778124673,0.15146063863497,0.21726037905314,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.215881778124673,0.215881778124673,0.15146063863497,0.15146063863497,0.21726037905314,0.197634684721015,0.197634684721015,0.21726037905314,0.15146063863497,0.215881778124673,0.215881778124673,0.21726037905314,0.197634684721015,0.197634684721015,0.21726037905314,0.21726037905314,0.21726037905314,0.0801918574316624,0.0801918574316624,0.197634684721015,0.21726037905314
3,"t218",0.162700327860167,0.183013069268044,0.233300816331414,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.423314072916165,0.162700327860167,0.423314072916165,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.942686781172521,0.601005712597551,0.252349328523087,0.233300816331414,0.233300816331414,0.162700327860167,0.183013069268044,0.249359210223144,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.233300816331414,0.233300816331414,0.252349328523087,0.252349328523087,0.233300816331414,0.233300816331414,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.162700327860167,0.183013069268044,0.233300816331414,0.233300816331414,0.252349328523087,0.162700327860167,0.183013069268044,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.183013069268044,0.233300816331414,0.233300816331414,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.252349328523087,0.252349328523087,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.183013069268044,0.183013069268044,0.252349328523087,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.423314072916165,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.233300816331414,0.233300816331414,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.252349328523087,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860167,0.249359210223144,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860167,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.162700327860167,0.233300816331414,0.162700327860167,0.162700327860167,0.162700327860167,0.183013069268044,0.162700327860167,0.162700327860167,0.252349328523087,0.252349328523087,0.233300816331414,0.162700327860167,0.162700327860167,0.162700327860167,0.233300816331414
3,"t36",0.162700327860168,0.183013069268044,0.233300816331414,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.423314072916165,0.162700327860168,0.423314072916165,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.601005712597551,0.942686781172521,0.252349328523087,0.233300816331414,0.233300816331414,0.162700327860168,0.183013069268044,0.249359210223144,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.233300816331414,0.233300816331414,0.252349328523087,0.252349328523087,0.233300816331414,0.233300816331414,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.162700327860168,0.183013069268044,0.233300816331414,0.233300816331414,0.252349328523087,0.162700327860168,0.183013069268044,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.183013069268044,0.233300816331414,0.233300816331414,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.252349328523087,0.252349328523087,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.183013069268044,0.183013069268044,0.252349328523087,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.423314072916165,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.233300816331414,0.233300816331414,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.252349328523087,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860168,0.249359210223144,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.183013069268044,0.183013069268044,0.183013069268044,0.162700327860168,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.162700327860168,0.233300816331414,0.162700327860168,0.162700327860168,0.162700327860168,0.183013069268044,0.162700327860168,0.162700327860168,0.252349328523087,0.252349328523087,0.233300816331414,0.162700327860168,0.162700327860168,0.162700327860168,0.233300816331414
3,"t17",0.131190651161467,0.203348089116092,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.203348089116092,0.160951877988594,0.131190651161467,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.203348089116092,0.131190651161467,0.160951877988594,0.160951877988594,0.160951877988594,0.160951877988594,0.160951877988594,0.131190651161467,0.996236856978697,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.160951877988594,0.160951877988594,0.160951877988594,0.160951877988594,0.160951877988594,0.160951877988594,0.131190651161467,0.131190651161467,0.260034086697425,0.260034086697425,0.131190651161467,0.203348089116092,0.160951877988594,0.160951877988594,0.160951877988594,0.131190651161467,0.203348089116092,0.131190651161467,0.131190651161467,0.563171330574041,0.131190651161467,0.310546597841618,0.696840820723123,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.679810533879004,0.679810533879004,0.260034086697425,0.160951877988594,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.160951877988594,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.260034086697425,0.260034086697425,0.203348089116092,0.203348089116092,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.310546597841618,0.310546597841618,0.131190651161467,0.131190651161467,0.563171330574041,0.563171330574041,0.516147976669826,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.203348089116092,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.160951877988594,0.160951877988594,0.563171330574041,0.563171330574041,0.131190651161467,0.131190651161467,0.131190651161467,0.203348089116092,0.160951877988594,0.203348089116092,0.203348089116092,0.260034086697425,0.131190651161467,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.203348089116092,0.203348089116092,0.203348089116092,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.260034086697425,0.131190651161467,0.696840820723123,0.696840820723123,0.203348089116092,0.131190651161467,0.131190651161467,0.131190651161467,0.131190651161467,0.516147976669826,0.131190651161467,0.131190651161467,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.260034086697425,0.131190651161467,0.131190651161467,0.160951877988594,0.160951877988594,0.160951877988594,0.131190651161467,0.131190651161467,0.131190651161467,0.160951877988594
3,"t271",0.162533592217908,0.17730938823575,0.29931904651021,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.212666327623721,0.162533592217908,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.212666327623721,0.212666327623721,0.212666327623721,0.389143803051767,0.389143803051767,0.162533592217908,0.17730938823575,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.511904591904981,0.836423480666963,0.212666327623721,0.212666327623721,0.305634000199325,0.305634000199325,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.162533592217908,0.17730938823575,0.305634000199325,0.305634000199325,0.212666327623721,0.162533592217908,0.17730938823575,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.17730938823575,0.351374058148891,0.351374058148891,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.212666327623721,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.17730938823575,0.17730938823575,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.351374058148891,0.351374058148891,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.212666327623721,0.17730938823575,0.17730938823575,0.17730938823575,0.162533592217908,0.212666327623721,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.17730938823575,0.17730938823575,0.17730938823575,0.162533592217908,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.162533592217908,0.351374058148891,0.162533592217908,0.162533592217908,0.162533592217908,0.17730938823575,0.162533592217908,0.162533592217908,0.212666327623721,0.212666327623721,0.494342732504241,0.162533592217908,0.162533592217908,0.162533592217908,0.291764871487446
3,"t89",0.148002706357924,0.2144785077658,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.2144785077658,0.175924017093294,0.148002706357924,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.2144785077658,0.148002706357924,0.175924017093294,0.175924017093294,0.175924017093294,0.175924017093294,0.175924017093294,0.148002706357924,0.264493816854673,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.175924017093294,0.175924017093294,0.175924017093294,0.175924017093294,0.175924017093294,0.175924017093294,0.148002706357924,0.148002706357924,0.99083949863858,0.855643396333618,0.148002706357924,0.2144785077658,0.175924017093294,0.175924017093294,0.175924017093294,0.148002706357924,0.2144785077658,0.148002706357924,0.148002706357924,0.264493816854673,0.148002706357924,0.264493816854673,0.264493816854673,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.264493816854673,0.264493816854673,0.526830305424549,0.175924017093294,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.175924017093294,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.526830305424549,0.526830305424549,0.2144785077658,0.2144785077658,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.264493816854673,0.264493816854673,0.148002706357924,0.148002706357924,0.264493816854673,0.264493816854673,0.264493816854673,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.2144785077658,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.175924017093294,0.175924017093294,0.264493816854673,0.264493816854673,0.148002706357924,0.148002706357924,0.148002706357924,0.2144785077658,0.175924017093294,0.2144785077658,0.2144785077658,0.526830305424549,0.148002706357924,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.2144785077658,0.2144785077658,0.2144785077658,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.526830305424549,0.148002706357924,0.264493816854673,0.264493816854673,0.2144785077658,0.148002706357924,0.148002706357924,0.148002706357924,0.148002706357924,0.264493816854673,0.148002706357924,0.148002706357924,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.352539919848051,0.148002706357924,0.148002706357924,0.175924017093294,0.175924017093294,0.175924017093294,0.148002706357924,0.148002706357924,0.148002706357924,0.175924017093294
