"pd","t168","t289","t154","t161","t234","t218","t36","t17","t271","t89","t171","t103","t40","t269","t158","t91","t106","t26","t208","t28","t82","t173","t162","t285","t156","t49","t60","t45","t230","t148","t283","t131"
16,0.999453512030946,0.472025400630196,0.232129637241455,0.166640868158539,0.0254133894684646,0.409333607375864,0.409333607375869,0.605989484544902,0.293223037145563,0.588183300175294,0.588183300175294,0.961048221885454,0.605729930682108,0.166288911430406,0.166288911430406,0.623625799431044,0.623625799431035,0.313351621626978,0.311168038822182,0.397041712764659,0.397041712764652,0.359517868024094,0.359517868024093,0.960773418954669,0.960773418954669,0.023085014260068,0.339412373749571,0.339412373749573,0.999362180593725,0.999362180593725,0.587568201498387,0.587568201498387
17,0.999278231294054,0.456852794907899,0.227401213149236,0.164562976641498,0.0265740331540791,0.396715306887772,0.396715306887777,0.586839785011296,0.285246575558502,0.569984648734014,0.569984648734014,0.954630414085235,0.586436605772746,0.164174466786469,0.164174466786469,0.604164755215698,0.60416475521569,0.304258623295288,0.302176837583992,0.385474415489904,0.385474415489898,0.348798792252163,0.348798792252162,0.95432200077033,0.95432200077033,0.0242477642067058,0.329094091403653,0.329094091403655,0.999161378960772,0.999161378960772,0.568569826330386,0.568569826330386
18,0.999061013858031,0.442573581484297,0.222991435530693,0.162616657135039,0.0277192664917935,0.38490428700864,0.384904287008645,0.568479668211901,0.277822765226575,0.552593503589834,0.552593503589834,0.947642152114139,0.567938136571143,0.162194309086889,0.162194309086889,0.585446337019611,0.585446337019602,0.295795715001896,0.293809106008198,0.374650258317804,0.374650258317798,0.338798082688209,0.338798082688208,0.947299164203436,0.947299164203436,0.025400083093204,0.319483026337087,0.319483026337089,0.998913624134473,0.998913624134473,0.550410278664428,0.550410278664428
19,0.99879487527458,0.42911377251455,0.218864576997128,0.16078738057566,0.0288499806942936,0.373822994411918,0.373822994411922,0.550884964011279,0.27089080517456,0.535974110885755,0.535974110885755,0.940082265541851,0.550210966612352,0.160333589346793,0.160333589346793,0.567456341635313,0.567456341635304,0.287894629021975,0.285997165189525,0.364495851915774,0.364495851915769,0.329441522522447,0.329441522522445,0.939704003484755,0.939704003484755,0.0265424846425768,0.310504534141819,0.310504534141821,0.998611334136172,0.998611334136172,0.533056527267015,0.533056527267015
20,0.998472131829831,0.416407067152312,0.214990392533535,0.159062844786247,0.0299669714990987,0.363403724200638,0.363403724200642,0.534029192874455,0.264398919636574,0.520090684409322,0.520090684409322,0.931953219757165,0.533229018408155,0.158579736325461,0.158579736325461,0.550176827911358,0.550176827911349,0.280497024481173,0.278683200068706,0.35494750822722,0.354947508227215,0.320665147813719,0.320665147813718,0.93153925822226,0.93153925822226,0.0276754301481958,0.302094486606837,0.302094486606839,0.998246205752628,0.998246205752628,0.516474435356519,0.516474435356519
21,0.998084377491002,0.404393916254572,0.211343069955503,0.157432546282648,0.0310709535301809,0.35358707616553,0.353587076165534,0.517884441543362,0.258302694162968,0.504907909378774,0.504907909378774,0.923261089414219,0.516964612016508,0.156922018319674,0.156922018319674,0.533587158142954,0.533587158142945,0.273552697606696,0.271817476776325,0.345949646055898,0.345949646055893,0.312413490872856,0.312413490872855,0.922811282972962,0.922811282972962,0.0287993361566536,0.294197437764417,0.294197437764419,0.997809195335188,0.997809195335188,0.500629499298306,0.500629499298306
22,0.997622463751573,0.393020713394799,0.207900417942023,0.155887449672984,0.0321625719404547,0.344320697238446,0.34432069723845,0.50242203984115,0.252563774175393,0.490391301424366,0.490391301424366,0.914015491757045,0.501389177408299,0.155351204870253,0.155351204870253,0.517664829493185,0.517664829493176,0.267018173192009,0.265356940579676,0.337453507807716,0.337453507807711,0.304638179898366,0.304638179898365,0.913529976588964,0.913529976588964,0.0299145807224034,0.286765167831458,0.286765167831459,0.99729050300694,0.99729050300694,0.48548739774832,0.48548739774832
23,0.997076482872215,0.382239094319689,0.204643230226949,0.154419729219247,0.0332424119462265,0.335558249193921,0.335558249193925,0.487613079749033,0.24714883572528,0.476507455615084,0.476507455615084,0.904229479593929,0.486473802834018,0.153859302339192,0.153859302339192,0.502386134596919,0.50238613459691,0.260855584407857,0.259264101502527,0.329416117515056,0.329416117515051,0.297296812003608,0.297296812003607,0.903708671193955,0.903708671193955,0.0310215085506516,0.27975551589597,0.279755515895971,0.996679560811524,0.996679560811524,0.471014393948327,0.471014393948327
24,0.996435755074271,0.372005329378461,0.201554782231747,0.153022564521133,0.0343110067075488,0.32725855524779,0.327258555247794,0.473428809493684,0.242028763298329,0.463224212163158,0.463224212163158,0.893919394777854,0.472189652888567,0.152439344884779,0.152439344884779,0.487726683360086,0.487726683360077,0.255031773375191,0.253506140042446,0.321799427917458,0.321799427917454,0.290352038378864,0.290352038378862,0.893363981735191,0.893363981735191,0.0321204352645259,0.27313143573774,0.273131435737741,0.995965025395594,0.995965025395594,0.457177624434156,0.457177624434156
25,0.995688820302077,0.362279795636453,0.198620428535185,0.151689977319945,0.0353688438963781,0.31938488992973,0.319384889929734,0.459840928731674,0.237177986942782,0.450510759214032,0.450510759214032,0.883104684095385,0.458508283211106,0.15108522752195,0.15108522752195,0.473661812137488,0.473661812137478,0.249517562637753,0.248054183167452,0.314569617093603,0.314569617093598,0.283770815729331,0.283770815729329,0.882515618102169,0.882515618102169,0.03321165097495,0.266860225872603,0.266860225872605,0.995134775873558,0.995134775873558,0.443945300106796,0.443945300106796
26,0.994823435228488,0.353026517316157,0.195827278007506,0.150416699914905,0.0364163712133009,0.311904384586392,0.311904384586396,0.446821805635007,0.232573943309389,0.43833768838809,0.43833768838809,0.871807680439431,0.445401873363691,0.149791571533989,0.149791571533989,0.460166901699824,0.460166901699815,0.244287160284241,0.242882713400569,0.307696504433425,0.307696504433421,0.277523789259587,0.277523789259585,0.871186162772594,0.871186162772594,0.0342954232898024,0.26091289692884,0.260912896928841,0.994175917576254,0.994175917576254,0.431286839932129,0.431286839932129
27,0.993826576232689,0.344212764886794,0.193163929397907,0.149198068147023,0.0374540010540054,0.30478752687279,0.304787526872794,0.434344632475632,0.22819663400882,0.426677015112685,0.426677015112685,0.86005335300881,0.432843395121553,0.148553615023716,0.148553615023716,0.447217621488779,0.447217621488769,0.239317670570815,0.23796908290545,0.301153062613397,0.301153062613393,0.271584780623883,0.271584780623881,0.859400817806444,0.859400817806444,0.0353719998680935,0.255263648228085,0.255263648228086,0.993074792432856,0.993074792432856,0.41917295310304,0.41917295310304
28,0.992684449128826,0.335808704564718,0.19062025443911,0.148029933666749,0.0384821144823583,0.298007737148227,0.29800773714823,0.422383532951325,0.22402826109301,0.415502172997192,0.415502172997192,0.847869031010881,0.420806729956779,0.147367123195579,0.147367123195579,0.434790114451108,0.434790114451098,0.234588688545979,0.233293111135589,0.294915007380346,0.294915007380342,0.265930360298923,0.265930360298921,0.847187125731935,0.847187125731935,0.0364416106018734,0.249889431910721,0.249889431910722,0.99181699677492,0.99181699677492,0.407575682033936,0.407575682033936
29,0.991382506465504,0.327787091215907,0.188187218638895,0.146908591477896,0.0395010646335779,0.291541008188276,0.291541008188279,0.410913631815053,0.220052924170075,0.40478798935836,0.40478798935836,0.835284105919777,0.409266746731973,0.146228314266824,0.146228314266824,0.422861134112483,0.422861134112474,0.230081962098253,0.228836749523396,0.288960450836358,0.288960450836354,0.26053948835788,0.260539488357878,0.83457466943057,0.83457466943057,0.0375044694911977,0.244769587771913,0.244769587771914,0.990387407380563,0.990387407380563,0.396468415846043,0.396468415846043
30,0.98990547324705,0.320122998695114,0.185856732212646,0.145830719686724,0.0405111796456112,0.285365597327474,0.285365597327477,0.399911095226806,0.216256367157477,0.394510647347112,0.394510647347112,0.822329717746296,0.398199348403327,0.14513379786462,0.14513379786462,0.411408143395962,0.411408143395952,0.225781108523764,0.224583800356405,0.283269606884115,0.283269606884111,0.255393211045828,0.255393211045826,0.82159475651734,0.82159475651734,0.0385607762642092,0.23988553561293,0.239885535612931,0.988770216592188,0.988770216592188,0.385825881876132,0.385825881876132
31,0.988237381944449,0.312793582539695,0.183621525309732,0.144793329079957,0.0415127651973003,0.279461762254772,0.279461762254775,0.389353148532355,0.212625765302782,0.384647638847384,0.384647638847384,0.809038430998375,0.387581494754272,0.144080523477378,0.144080523477378,0.400409382923922,0.400409382923912,0.221671375487193,0.220519679758326,0.2778245397768,0.277824539776797,0.250474403169922,0.25047440316992,0.808280093919272,0.808280093919272,0.0396107177841586,0.235220514681851,0.235220514681852,0.986948977339578,0.986948977339578,0.375624121073322,0.375624121073322
32,0.986361617663429,0.305777870683304,0.181475042962989,0.143793720676749,0.0425061067167845,0.273811533339047,0.27381153333905,0.379218076800979,0.209149545091565,0.375177711326176,0.375177711326176,0.795443906053545,0.37739120675423,0.143065737062085,0.143065737062085,0.389843915096468,0.389843915096459,0.217739438365686,0.21663121680319,0.272608948490951,0.272608948490948,0.24576754833088,0.245767548330877,0.794664458382037,0.794664458382037,0.0406544692772283,0.230759361904401,0.230759361904402,0.984906658878181,0.984906658878181,0.365840451838999,0.365840451838999
33,0.984260974315799,0.299056578486253,0.179411356159163,0.142829449794356,0.0434914713117237,0.268398516671306,0.268398516671308,0.369485212355483,0.205817231184999,0.366080811045954,0.366080811045954,0.781580571534858,0.367607556992558,0.142086944313515,0.142086944313515,0.379691649056404,0.379691649056395,0.213973227592545,0.212906482412878,0.267607981029191,0.267607981029188,0.241258550586176,0.241258550586174,0.780782368488944,0.780782368488944,0.041692195408769,0.226488322252481,0.226488322252482,0.982625714006178,0.982625714006178,0.356453425836228,0.356453425836228
34,0.981917722593651,0.292611944913512,0.177425086169706,0.14189829546911,0.0444691094635807,0.263207723052666,0.263207723052669,0.360134912648199,0.202619315704955,0.35733802445542,0.35733802445542,0.767483302994489,0.358210649719673,0.141141879410134,0.141141879410134,0.369933350683709,0.3699333506837,0.210361780878941,0.209334642945233,0.262808073854493,0.26280807385449,0.236934572359321,0.236934572359318,0.766668763475024,0.766668763475024,0.042724051230615,0.222394885882978,0.222394885882979,0.980088158449904,0.980088158449904,0.347442778487171,0.347442778487171
35,0.979313690470854,0.286427587143407,0.175511339853944,0.14099823430698,0.0454392565207531,0.258225418992418,0.25822541899242,0.351148531132416,0.199547146098752,0.348931519113688,0.348931519113688,0.753187112785195,0.349181593291105,0.140228478289612,0.140228478289612,0.360550640972287,0.360550640972279,0.206895116177405,0.205905834361361,0.258196812526503,0.2581968125265,0.232783894374536,0.232783894374534,0.752358693682317,0.752358693682317,0.0437501830182004,0.218467647689633,0.218467647689634,0.977275663001826,0.977275663001826,0.338789376242642,0.338789376242642
36,0.976430356848372,0.280488371273141,0.173665654092243,0.140127418018883,0.0464021340193933,0.253438996453459,0.253438996453462,0.342508383215119,0.196592828532196,0.340844485146211,0.340844485146211,0.738726855464156,0.340502467220092,0.139344855692034,0.139344855692034,0.351525985496553,0.351525985496544,0.203564122026268,0.202611053632752,0.253762810304647,0.253762810304644,0.228795794161967,0.228795794161965,0.737887026956331,0.737887026956331,0.044770729013032,0.214696185710262,0.214696185710263,0.974169658855424,0.974169658855424,0.330475162210208,0.330475162210208
37,0.973248958816091,0.274780297112323,0.171883947856273,0.139284154037627,0.0473579508559475,0.248836858627788,0.248836858627791,0.334197708926137,0.193749144325118,0.333061077955279,0.333061077955279,0.724136952454032,0.332156285571421,0.138489285353834,0.138489285353834,0.342842677149048,0.34284267714904,0.200360462528574,0.199442064660126,0.24949560204068,0.249495602040678,0.224960440290238,0.224960440290236,0.723288174655906,0.723288174655906,0.0457858200835136,0.211070955468528,0.211070955468529,0.970751456404349,0.970751456404349,0.322483101337137,0.322483101337137
38,0.9697506128212,0.269290395331935,0.170162480699379,0.138466888725074,0.048306904331548,0.244408319468904,0.244408319468907,0.326200633578458,0.191009477392888,0.325566362695535,0.325566362695535,0.709451139011023,0.324126958050818,0.137660182849859,0.137660182849859,0.334484813901188,0.33448481390118,0.197276494708811,0.19639131646318,0.245385551134328,0.245385551134325,0.221268799974684,0.221268799974682,0.708595840268187,0.708595840268187,0.0467955803150371,0.207583197839951,0.207583197839952,0.967002377557484,0.967002377557484,0.314797126039184,0.314797126039184
39,0.965916449809751,0.264006635471381,0.168497816669418,0.137674192766927,0.0492491810852114,0.240143515071621,0.240143515071624,0.318502127406759,0.18836775101664,0.318346260861936,0.318346260861936,0.694702235847635,0.316399249841441,0.13685609067176,0.13685609067176,0.326437272989652,0.326437272989644,0.194305196383705,0.193451871791119,0.241423767692262,0.241423767692259,0.217712558106733,0.21771255810673,0.693842792915289,0.693842792915289,0.0478001275385519,0.204224858443326,0.204224858443326,0.962903901366295,0.962903901366295,0.307402082927842,0.307402082927842
40,0.961727764143163,0.258917843506852,0.166886792821839,0.136904748423426,0.050184957930181,0.236033325288825,0.236033325288827,0.311087964941786,0.185818372553794,0.31138749921291,0.31138749921291,0.679921947055001,0.308958740997335,0.136075665203523,0.136075665203523,0.318685682646546,0.318685682646538,0.191440103000345,0.190617344618964,0.237602036330091,0.237602036330089,0.214284046072637,0.214284046072635,0.679060667335781,0.679060667335781,0.0487995738054205,0.20098851689229,0.200988516892291,0.958437822467032,0.958437822467032,0.300283681103038,0.300283681103038
41,0.957166175785763,0.254013627855725,0.165326491651963,0.136157338361325,0.0511144026056011,0.232069304221767,0.232069304221769,0.303944684695525,0.183356184934135,0.304677561156806,0.304677561156806,0.665140685289559,0.301791786010981,0.135317665313249,0.135317665313249,0.311216392260217,0.311216392260208,0.18867525215203,0.187881845250148,0.233912752302891,0.233912752302889,0.210976178993227,0.210976178993224,0.664279791245588,0.664279791245588,0.0497940258152127,0.197867324513519,0.19786732451352,0.953586421510398,0.953586421510398,0.293428442334224,0.293428442334224
42,0.952213804915639,0.24928431283845,0.163814216879638,0.135430835838612,0.0520376744539176,0.228243618425449,0.228243618425451,0.297059549587039,0.180976423976638,0.298204640658351,0.298204640658351,0.650387424551608,0.294885474018731,0.134580942327522,0.134580942327522,0.304016441665918,0.30401644166591,0.186005134691875,0.185239931954204,0.230348864852542,0.23034886485254,0.207782400232597,0.207782400232595,0.649529040348901,0.649529040348901,0.0507835853021257,0.194854949360531,0.194854949360532,0.94833264638977,0.94833264638977,0.286823653341623,0.286823653341623
43,0.946853457733687,0.244720878745372,0.162347472112344,0.134724196050946,0.0529549250329149,0.224548991841404,0.224548991841406,0.290420508423868,0.178674680717478,0.291957598668687,0.291957598668687,0.635689580304238,0.288227589986215,0.133864431193032,0.133864431193032,0.297073530113342,0.297073530113334,0.183424651536029,0.182686568238936,0.226903826828093,0.226903826828091,0.204696632201881,0.204696632201879,0.634835720695502,0.634835720695502,0.051768349384912,0.191945527535143,0.191945527535144,0.942660302692679,0.942660302692679,0.280457320303966,0.280457320303966
44,0.941068821841764,0.240314907764149,0.160923941988824,0.134036448479424,0.0538662986700467,0.220978656612935,0.220978656612937,0.284016158663114,0.176446868067123,0.285925922043426,0.285925922043426,0.621072916172177,0.281806577119552,0.133167142661476,0.133167142661476,0.290375985334904,0.290375985334896,0.180929075389746,0.180217084996912,0.2235715497751,0.223571549775098,0.201713232631831,0.201713232631829,0.620225477577756,0.620225477577756,0.052748410884524,0.189133619979847,0.189133619979847,0.936554251398024,0.936554251398024,0.274318125654083,0.274318125654083
45,0.934844669139854,0.236058535116716,0.159541475467688,0.133366690104471,0.0547719329656736,0.217526309057762,0.217526309057764,0.277835710604943,0.174289191219546,0.28009968488511,0.28009968488511,0.60656147602812,0.275611500672346,0.132488156359498,0.132488156359498,0.283912733039219,0.283912733039211,0.178514016746496,0.177827146882135,0.220346363806549,0.220346363806547,0.198826955610664,0.198826955610661,0.605722229735137,0.605722229735137,0.0537238586131138,0.186414174029901,0.186414174029901,0.930000611434877,0.930000611434877,0.268395387174634,0.268395387174634
46,0.928167063766043,0.231944404835184,0.158198070976986,0.132714079371378,0.0556719592509342,0.21418607017395,0.214186070173952,0.271868953115384,0.17219812132371,0.274469512226699,0.274469512226699,0.592177539922694,0.269632013258959,0.131826614626657,0.131826614626657,0.277673267074089,0.277673267074081,0.176175393607388,0.175512722369144,0.217222981665855,0.217222981665853,0.196032916786024,0.196032916786022,0.591348127289657,0.591348127289657,0.0546947776375467,0.183782489118504,0.183782489118504,0.922986964321366,0.922986964321366,0.262679019369777,0.262679019369777
47,0.921023572186344,0.227965629675698,0.156891863183417,0.132077830810259,0.056566503005223,0.210952450140334,0.210952450140336,0.266106220931907,0.170170371999927,0.26902654595961,0.26902654595961,0.577941602043153,0.263858321738211,0.131181717022012,0.131181717022012,0.271647620438974,0.271647620438966,0.173909404449149,0.173270057027096,0.214196466474696,0.214196466474694,0.193326562215802,0.193326562215799,0.577123531571468,0.577123531571468,0.0556612495201786,0.181234186115888,0.181234186115888,0.915502557729661,0.915502557729661,0.257159497061919,0.257159497061919
48,0.913403472150591,0.224115754729516,0.155621111175398,0.131457210227481,0.0574556842376148,0.207820316345024,0.207820316345025,0.260538363571785,0.168202878344272,0.263762412901575,0.263762412901575,0.563872368692146,0.258281155695811,0.130552715414567,0.130552715414567,0.265826337275412,0.265826337275405,0.171712504036648,0.171095649608599,0.211262202728034,0.211262202728032,0.190703640424695,0.190703640424693,0.563067014806895,0.563067014806895,0.0566233525392979,0.178765179856627,0.178765179856627,0.907538504492688,0.907538504492688,0.251827821143666,0.251827821143666
49,0.905297956883827,0.220388724342967,0.154384187883934,0.130851530397607,0.0583396178360252,0.204784864537111,0.204784864537113,0.255156715837728,0.166292778114927,0.258669194895222,0.258669194895222,0.549986774156178,0.252891737526381,0.129938909585017,0.129938909585017,0.260200445922798,0.26020044592279,0.169581381732879,0.16898623060952,0.208415870157515,0.208415870157513,0.18816017728438,0.188160177284378,0.549195377525805,0.549195377525805,0.0575811618913357,0.176371654471322,0.176371654471323,0.899087973297935,0.899087973297935,0.246675486402022,0.246675486402022
50,0.896700330599207,0.216778852003428,0.153179570590121,0.130260147194932,0.0592184138874352,0.20184159274924,0.201841592749242,0.249953069896074,0.164437394837097,0.25373940082667,0.25373940082667,0.536300012276673,0.247681754095172,0.129339643276557,0.129339643276557,0.254761433094375,0.254761433094367,0.167512942007321,0.166938743003567,0.205653420134562,0.205653420134561,0.185692453386726,0.185692453386723,0.535523681494209,0.535523681494209,0.0585347498766927,0.174050041191159,0.17405004119116,0.890146367121678,0.890146367121678,0.241694451323454,0.241694451323454
51,0.887606191217387,0.213280792888123,0.152005832389146,0.129682456112121,0.0600921779720995,0.198986277683626,0.198986277683627,0.244919648888633,0.162634222599184,0.248965940454004,0.248965940454004,0.522825581536696,0.242643329944177,0.128754300641093,0.128754300641093,0.249501219202687,0.249501219202679,0.165504286884189,0.164950324895708,0.202971054327143,0.202971054327141,0.183296983623351,0.183296983623349,0.522065295983236,0.522065295983236,0.0594841860708097,0.1717969983382,0.171796998338201,0.880711485360345,0.880711485360345,0.236877109783502,0.236877109783502
52,0.878013596077285,0.209889518807194,0.150861634498332,0.12911788912062,0.0609610114343197,0.196214953292679,0.19621495329268,0.240049082029104,0.160880912343461,0.244342099937597,0.244342099937597,0.509575341524695,0.237769001996126,0.128182303034545,0.128182303034545,0.244412134843656,0.244412134843649,0.163552700106535,0.163018293872634,0.200365205360718,0.200365205360716,0.180970498722184,0.180970498722182,0.508831955238255,0.508831955238255,0.0604295374819198,0.169609393252052,0.169609393252053,0.870783665629786,0.870783665629786,0.232216264522379,0.232216264522379
