"Xylosandrus crassiusculus","Euwallacea validus","mutillatus","Xyleborus affinis"
0.982534632823651,0.999991632685763,0.982836992650359,0.964615261675227
0.972861594401523,0.999963811998269,0.964471267530699,0.949171282096615
0.964963297518705,0.999914773636277,0.946068172958148,0.937369442311025
0.958059910340915,0.999843504103611,0.92789463049335,0.92749331348112
0.951827692372328,0.999749270598115,0.910069750266406,0.918864245130313
0.946092470021182,0.999631496589759,0.89265432754654,0.911129373632472
0.940746832852477,0.999489707251724,0.875679873977702,0.904076892634049
0.935718594523009,0.999323500264976,0.859161252776641,0.89756764314207
0.930956263619773,0.999132528264477,0.84310315162595,0.891504293093446
0.926421464256689,0.998916487425613,0.827503763713823,0.885815556992497
0.922084615570397,0.998675109610928,0.812357036928801,0.880447345380517
0.917922298800028,0.998408156729054,0.797654120608665,0.875357448491588
0.913915566670709,0.998115416542936,0.783384331729824,0.870512166724756
0.910048811141822,0.997796699468173,0.769535818216118,0.865884080663676
0.906308978335679,0.997451836071176,0.756096023531384,0.861450521754185
0.902685008116883,0.997080675076103,0.743052016660394,0.857192491695314
0.899167424002968,0.996683081750519,0.730390728530707,0.853093879225823
0.895748026603485,0.99625893657873,0.718099122047533,0.849140879882187
0.892419660148618,0.995808134157447,0.706164314230015,0.84532155784229
0.889176031749901,0.995330582265866,0.694573663324793,0.841625509462059
0.886011569440565,0.994826201074416,0.683314830042302,0.838043601031299
0.882921309223621,0.994294922464999,0.672375819521026,0.834567761645845
0.879900804150554,0.993736689441803,0.661745008858415,0.831190817650371
0.876946050362159,0.993151455616369,0.651411163796122,0.827906358876398
0.874053426351816,0.992539184753997,0.641363447246706,0.824708629508145
0.871219642652621,0.991899850371212,0.631591421691797,0.821592438245075
0.868441699827039,0.991233435375964,0.622085046996049,0.818553083743553
0.865716853132051,0.990539931743839,0.612834674818471,0.815586292273485
0.863042582598348,0.989819340224728,0.603831040529167,0.812688165227177
0.860416567535797,0.989071670075389,0.595065253331527,0.809855134639937
0.857836664684563,0.988296938814109,0.586528785130567,0.807083925275293
0.85530088938967,0.98749517199427,0.578213458565378,0.804371522127078
0.852807399299143,0.98666640299417,0.570111434528442,0.801715142420676
0.850354480181136,0.985810672820803,0.562215199420555,0.799112211374153
0.84794053353035,0.984928029925716,0.554517552332193,0.796560341119481
0.84556406569327,0.984018530031267,0.54701159229681,0.794057312294085
0.843223678289045,0.983082235965901,0.53969070572595,0.791601057900225
0.840918059740752,0.982119217507226,0.532548554107996,0.789189649099595
0.838645977762489,0.981129551231856,0.52557906203036,0.786821282666697
0.836406272672633,0.980113320371107,0.518776405567535,0.784494269870087
0.83419785142402,0.979070614671774,0.512135001063796,0.782207026587654
0.832019682258556,0.978001530261315,0.505649494328629,0.779958064492464
0.829870789907609,0.976906169516833,0.499314750254629,0.777745983170724
0.827750251271061,0.97578464093736,0.493125842861057,0.775569463054074
0.825657191517465,0.974637059018989,0.487078045761303,0.773427259065656
0.823590780555831,0.973463544132446,0.481166823048595,0.771318194893751
0.821550229836298,0.972264222402789,0.475387820591443,0.769241157818829
0.81953478944269,0.971039225590908,0.469736857728166,0.767195094029986
0.817543745444794,0.969788690976577,0.464209919348302,0.765179004375349
0.815576417482331,0.968512761242835,0.458803148347617,0.763191940498269
0.813632156556109,0.967211584361483,0.453512838442799,0.761233001317349
0.811710343004883,0.965885313479548,0.448335427331448,0.759301329813619
0.809810384649026,0.964534106806541,0.443267490182912,0.757396110092727
0.807931715084378,0.963158127502402,0.438305733445452,0.755516564693914
0.80607379211156,0.961757543566009,0.433446988955463,0.753661952120891
0.804236096287729,0.960332527724166,0.428688208334685,0.751831564572673
0.802418129589213,0.958883257320984,0.424026457661748,0.750024725854905
0.800619414174749,0.957409914207605,0.41945891240476,0.748240789454476
0.798839491240137,0.955912684632193,0.414982852602125,0.746479136762051
0.797077919956128,0.954391759130168,0.410595658279248,0.744739175428904
0.795334276482208,0.952847332414645,0.406294805089286,0.743020337845824
0.793608153049702,0.951279603267041,0.402077860166595,0.741322079733226
0.791899157108283,0.949688774427852,0.397942478182044,0.739643878832669
0.790206910530563,0.948075052487576,0.393886397589851,0.737985233691019
0.788531048869981,0.946438647777778,0.389907437056097,0.736345662529378
0.78687122066763,0.944779774262308,0.386003492059551,0.734724702189648
0.785227086804126,0.943098649428661,0.382172531655901,0.73312190715234
0.78359831989295,0.941395494179515,0.378412595396943,0.73153684861982
0.781984603712045,0.939670532724427,0.374721790396706,0.729969113659742
0.780385632670731,0.937923992471739,0.371098288536909,0.728418304403924
0.778801111309282,0.936156103920695,0.367540323804553,0.726884037298327
0.777230753828719,0.934367100553795,0.364046189754813,0.725365942400231
0.775674283648606,0.932557218729418,0.360614237092783,0.723863662719025
0.774131432990832,0.930726697574739,0.357242871367938,0.72237685359734
0.7726019424875,0.928875778878975,0.353930550775545,0.72090518212957
0.771085560811244,0.927004706986977,0.350675784059539,0.719448326615044
0.769582044326402,0.925113728693227,0.347477128511673,0.718005976043366
0.768091156759624,0.923203093136245,0.34433318806206,0.716577829609651
0.766612668888581,0.92127305169347,0.341242611456456,0.715163596257546
0.765146358247582,0.919323857876628,0.338204090515907,0.713762994248134
0.76369200884897,0.917355767227637,0.335216358474606,0.712375750752946
0.76224941091927,0.915369037215087,0.332278188392036,0.711001601469448
0.76081836064914,0.913363927131317,0.329388391635707,0.709640290257528
0.759398659956248,0.911340697990155,0.326545816430936,0.708291568795572
0.757990116260246,0.909299612425329,0.32374934647439,0.706955196254884
0.756592542269116,0.907240934589604,0.320997899608216,0.705630938991245
0.755205755776161,0.905164930054684,0.318290426551802,0.70431857025254
0.753829579467015,0.903071865711904,0.315625909688342,0.703017869901436
0.752463840736057,0.90096200967376,0.313003361903543,0.701728624152181
0.751108371511673,0.898835631176311,0.31042182547395,0.700450625320643
0.749763008089858,0.896693000482482,0.307880371002493,0.699183671586809
0.748427590975652,0.894534388786314,0.305378096398998,0.697927566768967
0.747101964731981,0.89236006811819,0.302914125903515,0.696682120108906
0.745785977835467,0.890170311251069,0.300487609150421,0.695447146067458
0.744479482538822,0.887965391607762,0.298097720271394,0.694222464129797
0.743182334739462,0.885745583169292,0.295743657035396,0.693007898619938
0.741894393853988,0.883511160384345,0.293424640023975,0.691803278523889
0.740615522698227,0.881262398079877,0.291139911840204,0.690608437320993
0.739345587372525,0.878999571372869,0.288888736349733,0.689423212822987
0.738084457152011,0.876722955583287,0.286670397952445,0.688247447020358
0.736832004381576,0.874432826148263,0.284484200883345,0.687080985935595
0.735588104375313,0.872129458537519,0.282329468541316,0.685923679482961
0.734352635320191,0.869813128170061,0.280205542844508,0.68477538133444
0.733125478183744,0.867484110332181,0.278111783611146,0.683635948791529
0.731906516625566,0.865142680096761,0.276047567964604,0.682505242662559
0.730695636912439,0.862789112243931,0.274012289761694,0.681383127145275
0.729492727836884,0.860423681183077,0.2720053590431,0.680269469714384
0.728297680638987,0.858046660876235,0.270026201505015,0.679164141013826
0.727110388931338,0.855658324762875,0.268074257991019,0.678067014753534
0.725930748626922,0.853258945686103,0.26614898400334,0.676977967610442
0.724758657869827,0.850848795820289,0.264249849232626,0.675896879133543
0.723594016968635,0.848428146600141,0.262376337105462,0.67482363165279
0.722436728332367,0.845997268651228,0.260527944348831,0.67375811019166
0.721286696408862,0.843556431721973,0.25870418057083,0.672700202383191
0.720143827625481,0.841105904617129,0.256904567856913,0.671649798389332
0.719008030332026,0.83864595513273,0.255128640381038,0.670606790823454
0.717879214745768,0.836176849992548,0.25337594403106,0.669571074675858
0.716757292898505,0.833698854786043,0.251646036047794,0.668542547242157
0.715642178585537,0.831212233907825,0.249938484677168,0.667521108054381
0.714533787316493,0.82871725049863,0.24825286883492,0.66650665881469
0.713432036267909,0.826214166387799,0.246588777783333,0.665499103331579
0.712336844237504,0.823703242037293,0.2449458108195,0.66449834745845
0.711248131600055,0.821184736487211,0.243323576974658,0.663504299034457
0.710165820264819,0.818658907302833,0.241721694724135,0.66251686782751
0.709089833634437,0.816126010523185,0.240139791707487,0.661535965479354
0.708020096565239,0.813586300611107,0.238577504458405,0.66056150545263
0.706956535328917,0.811040030404855,0.237034478144014,0.659593402979823
0.705899077575486,0.808487451071184,0.235510366313177,0.658631575014023
0.704847652297495,0.805928812059967,0.234004830653456,0.657675940181422
0.703802189795431,0.803364361060283,0.232517540756388,0.65672641873547
