"Xyleborus xylographus","Xyleborus obesus","Xyleborinus saxeseni","Coptoborus pseudotenuis","Xyleborus posticus","Ambrosiodmus obliquus","Xyleborus seriatus","Xyleborus affinis","mutillatus","Xyleborus ferrugineus","Ambrosiodmus rubricollis","Ambrosiodmus tachygraphus","Xylosandrus compactus","Xyleborus germanus","Euwallacea validus","Euwallacea fornicatus","Xyleborus glabratus","Xylosandrus crassiusculus","Sampsonius dampfi","Xylosandrus morigerus"
0.496803810461546,0.117470069594128,0.377533348158027,0.604328617941203,0.180173702084433,0.136607393032455,0.248098826089053,0.534086833399378,0.302955293474544,0.491070739626636,0.339760395360491,0.223212185178892,0.39287610172819,0.413326790836533,0.538204563004598,0.426375978555764,0.968418791238745,0.626808348501645,0.271192792853417,0.577894754302608
0.48611009799257,0.115486459364716,0.374301101713873,0.596664575465683,0.17806266364044,0.134632020894288,0.245136163481734,0.532026191037275,0.298977193263932,0.488180365080202,0.334081697709671,0.218699815566517,0.389361363687142,0.410469067589955,0.533357825707135,0.423007877391664,0.966696908796269,0.62425669886324,0.265377651143341,0.574377532572489
0.475614689898963,0.113565779493913,0.371135955673638,0.589087560440374,0.176007262523264,0.132714553450682,0.242248388190806,0.530000322720855,0.295097624423086,0.485341029069772,0.328548217439351,0.214330272086895,0.385918915115641,0.407666919287095,0.528589237126003,0.419705309747254,0.964916867893146,0.621742689776563,0.259741831074001,0.570914133137745
0.465319596408182,0.111705133559318,0.368035659122998,0.581598642439009,0.174005225604417,0.13085245543488,0.239432617039016,0.528008122135476,0.29131305093416,0.482551151892523,0.323155310395806,0.210097631614899,0.382546394644384,0.40491851155462,0.523897071651308,0.416466190517923,0.963078107673558,0.619265263371667,0.254278629916268,0.567503156979507
0.455226215655659,0.109901798447136,0.364998066102861,0.574198721671458,0.172054405037239,0.12904333829436,0.236686115481878,0.526048535050416,0.287620101242863,0.479809224819725,0.317898493079762,0.205996263803464,0.379241547305209,0.402222096190811,0.519279648732273,0.413288527714686,0.961180102449799,0.616823406844774,0.248981609902478,0.564143258168711
0.445335380585726,0.108153211668263,0.362021129327673,0.566888539135056,0.17015276960129,0.127284949689205,0.23400628803452,0.524120556078558,0.284015558944851,0.47711380589778,0.312773438037151,0.202020815030858,0.376002218397067,0.399576005904023,0.514735331712902,0.41017041708314,0.959222362534585,0.614416149869537,0.243844589760589,0.560833141162599
0.435647404358397,0.106456959766544,0.359102894362993,0.559668686379292,0.168298396763101,0.125575163882298,0.231390669436242,0.522223225685773,0.280496354088764,0.474463516057488,0.30777596918856,0.198166193245036,0.372826347783631,0.396978649446236,0.510262526680329,0.407110037104878,0.957204435040195,0.612042562195298,0.238861636103736,0.557571558275904
0.426162124071118,0.10481076771148,0.35624149422267,0.552539614882578,0.166489465384431,0.123911972934021,0.228836916486737,0.520355627427119,0.277059555049541,0.471857035504541,0.302902057133193,0.194427553662805,0.369711964586645,0.394428507106515,0.505859681328389,0.404105644349062,0.955125904642157,0.609701751416125,0.234027054758651,0.554357307312982
0.416878942648714,0.103212489179631,0.353435144349947,0.545501645041881,0.16472424901668,0.122293478623796,0.226342800494687,0.518516885389425,0.273702360929524,0.469293100367047,0.298147814457387,0.190800285281594,0.366657182242576,0.391924126532867,0.501525283838539,0.401155569145052,0.952986394305248,0.607392860896028,0.229335382101988,0.551189229348404
0.407796868794124,0.101660097639372,0.350682137950256,0.538554974777896,0.16300110972671,0.120717885029264,0.223906200285355,0.516706161821949,0.270422094448382,0.466770499578224,0.293509491072744,0.187279998162131,0.363660193893173,0.389464118854134,0.497257861779844,0.398258211549745,0.950785565969633,0.60511506783721,0.224781376461313,0.54806620664468
0.398914554927211,0.100151678162924,0.347980841646625,0.531699687760016,0.16131849240516,0.119183491701345,0.221525095719137,0.514922654938656,0.267216195286079,0.464288071974633,0.288983469604598,0.183862511441235,0.360719268083323,0.387047155076397,0.493055981029444,0.395412037585814,0.948523121195006,0.602867581479522,0.220360009626943,0.544987160696818
0.390230333069299,0.0986854198976199,0.345329691431375,0.524935761256785,0.159674919513409,0.117688687379978,0.219197561677665,0.513165596877362,0.264082213846026,0.461844703592164,0.284566260847857,0.180543842035088,0.357832744741983,0.384671962730871,0.4889182447146,0.39261557572925,0.946198801760696,0.600649641420383,0.216066458511853,0.541951050394313
0.38174224865723,0.0972596091355722,0.342727188890252,0.518263073618688,0.15806898622993,0.116231944201106,0.2169217624783,0.511434251802409,0.26101780540821,0.459439325143713,0.280254499304041,0.17732019399468,0.354999031424232,0.382337322752492,0.484843292177186,0.389867413626591,0.943812390219738,0.5984605160455,0.211896096989199,0.538956870291982
0.373448092293127,0.0958726229271729,0.340171897677365,0.511681411401183,0.156499355960713,0.114811812350601,0.214695946681562,0.509727914138882,0.258020724644509,0.457070909664,0.276044938810619,0.174187948476643,0.352216599794394,0.380042066570388,0.480829797961273,0.387166195024033,0.941363710405033,0.596299501061589,0.207844487930519,0.536003648981834
0.365345429454862,0.0945229231894887,0.337662440221263,0.5051904761367,0.154964756182031,0.113426915125313,0.212518442259367,0.508045906927517,0.255088820470615,0.454738470308315,0.271934448271353,0.171143654294213,0.349483982331994,0.3777850733932,0.476876470824264,0.384510616892181,0.938852627885785,0.594165918123134,0.203907375462169,0.533090447558779
0.357431628207819,0.0932090512655453,0.335197494644272,0.49878989076505,0.153463974586929,0.112075944365456,0.210387652094958,0.506387580290489,0.252220031210997,0.45244105829321,0.267920007494394,0.168184019014716,0.346799769243886,0.375565267673782,0.472982052771889,0.381899426731682,0.93627905037253,0.592059113545933,0.200080677452896,0.530216358173624
0.349703884971291,0.0919296228949033,0.332775791878802,0.492479205732238,0.151995855509662,0.110757656226098,0.208302049788053,0.504752309999195,0.249412380055188,0.450177760968219,0.263998703143116,0.165305900571573,0.344162605567329,0.373381616739237,0.469145318117207,0.379331420046219,0.93364292806915,0.58997845710084,0.19636047824155,0.52738050266732
0.342159248402973,0.0906833235598396,0.330396112965763,0.486257904768105,0.150559296604734,0.109470867258675,0.206260175741177,0.503139496135952,0.246663970785342,0.447947700008666,0.260167724803226,0.162506299360475,0.341571188450079,0.371233128573531,0.465365072563682,0.376805437970561,0.930944253970426,0.587923340881686,0.19274302161068,0.524582031280918
0.334794641472855,0.0894689041749344,0.328057286521528,0.480125410353569,0.149153245759493,0.108214450776289,0.204260633505255,0.5015485618423,0.243972983756577,0.4457500297205,0.256424361168464,0.159782350790955,0.339024264594753,0.369118849741022,0.461640152312254,0.374320365042369,0.928183064103763,0.585893178241902,0.189224704009,0.521820121436158
0.327606881803679,0.088285177090965,0.32575818636103,0.474081088888438,0.147776698221149,0.106987333479037,0.20230208636452,0.499978952147224,0.241337672113007,0.443583935448881,0.252765996346113,0.157131318266176,0.336520627855744,0.367037863440314,0.457969423192288,0.371875127107452,0.925359437713883,0.583887402794822,0.185802068023483,0.519093976581977
0.320592700359181,0.0871310123867919,0.323497729265657,0.46812425557092,0.146428693920907,0.105788492317886,0.20038325414252,0.498430132869241,0.238756358223667,0.441448632082936,0.24919010628272,0.154550586565258,0.334059116977973,0.364989287678734,0.454351779816173,0.369468689348978,0.922473497389416,0.581905467473078,0.182471796099958,0.516402825102641
0.313748758563985,0.0860053344253931,0.321274872885522,0.462254179000024,0.145108314979483,0.104616951577619,0.19850291021258,0.496901589586784,0.236227430323718,0.439343362649773,0.245694255309619,0.15203765560394,0.331638613467595,0.362972273558583,0.450786144757293,0.367100054431961,0.919525409130445,0.579946843642902,0.179230704509579,0.513745919283495
0.307071663940262,0.0849071186524346,0.319088613766584,0.456470085512013,0.143814683379694,0.103471780161156,0.196659878697523,0.495392826671858,0.23374933934741,0.437267396991388,0.242276092807301,0.149590134550767,0.329258039585587,0.36098600366704,0.447271467751062,0.364768260755033,0.916515382356228,0.578011020269458,0.176075737557299,0.511122534330648
0.300557984346541,0.08383538861775,0.316937985493852,0.450771163262035,0.142546958793109,0.102352089059187,0.194853031844703,0.493903366382307,0.231320595940284,0.435220030518651,0.238933349987114,0.147205736277371,0.32691635645586,0.359029690562308,0.443806724918637,0.362472380802139,0.91344366985247,0.576097503129685,0.173003962027501,0.508531967441191
