"Coptoborus pseudotenuis","Xyleborus affinis","Xyleborus obesus","Euwallacea fornicatus","Xyleborinus saxeseni","Xylosandrus compactus","Xyleborus xylographus","Xyleborus glabratus","Xyleborus germanus","Xylosandrus morigerus","Euwallacea validus","Xylosandrus crassiusculus","Xyleborus posticus","Sampsonius dampfi","Ambrosiodmus obliquus","Ambrosiodmus tachygraphus","Xyleborus seriatus","Ambrosiodmus rubricollis","Xyleborus ferrugineus","mutillatus"
0.919630537672323,0.666845519776145,0.326047509733772,0.670280254857534,0.61939205219947,0.636601915471406,0.951042888617759,0.999412760526204,0.621572952687799,0.793013803765151,0.82273082845394,0.777955583734961,0.362404857688396,0.734183476419632,0.329145299088943,0.62770958385487,0.513084634195069,0.737772423347616,0.681165625208976,0.635830285169551
0.911864738388276,0.660880504802635,0.312536714324836,0.660068782953917,0.608611437046146,0.625484586825588,0.944089393995215,0.999295177802521,0.612374155016479,0.785114018047626,0.813195235380202,0.771799602188729,0.351828769668598,0.715076969372575,0.317227046099589,0.607695671390028,0.499872160385598,0.721626042880098,0.672955330578601,0.621134319699769
0.903901544833426,0.655190639614219,0.300042766507227,0.650270483723873,0.598315177912217,0.61484498704565,0.936665638475691,0.999162378500351,0.603598355939432,0.777442003122103,0.803816198682573,0.765866803535378,0.341956474824789,0.696263903935502,0.306169458094991,0.58842387862809,0.487374090444228,0.705803489610842,0.665090213248666,0.607024947116926
0.895758765950922,0.649751234850788,0.288458026943131,0.640855962003154,0.588466179719779,0.604648556520722,0.928782194354544,0.999013357585602,0.595210598429987,0.769984707983269,0.794593320205938,0.760140171685404,0.33271539596803,0.677786134659728,0.295881230769375,0.569885649957792,0.475531564819129,0.690318741296928,0.657542802721604,0.593471873253133
0.887453564368358,0.644540862317229,0.277689238819431,0.631798931461132,0.57903145891818,0.594864357196935,0.920451828541731,0.99884710224343,0.587180152342012,0.762730317672181,0.785525762818894,0.754604708449406,0.324042991075534,0.659677550079108,0.286283654404621,0.552067520986269,0.464292237274858,0.675181860321965,0.650288905759364,0.58044641479037
0.879002457189887,0.639540795416364,0.267655244208891,0.623075772246143,0.569981542458077,0.585464568433716,0.911689352281101,0.998662592659377,0.579479844126412,0.755668084937268,0.776612330479163,0.749247112475795,0.315885029732225,0.6419650016974,0.27730849882911,0.534952339407411,0.453609370087642,0.660399589960694,0.643307087980966,0.56792146595825
0.870421316506899,0.634734565993484,0.258285114808547,0.614665167723757,0.561289975728919,0.576424070702689,0.902511458228064,0.998458802787984,0.572085516916996,0.748788191669361,0.767851534120747,0.744055521343694,0.308194220314955,0.624669162879073,0.268896313380446,0.518520255058364,0.443441080515919,0.645975867779056,0.636578256516159,0.555871447528361
0.861725370334129,0.630107609465018,0.249516613496312,0.606547803386938,0.552932916008196,0.567720098799195,0.892936546517777,0.998234701113807,0.564975591231463,0.742081633723547,0.759241646218586,0.739019302201375,0.300929106015879,0.60780531621575,0.260995049353277,0.502749519026518,0.433749708978736,0.631912268006027,0.6300853205553,0.544272244693408
0.852929204452479,0.625646977771034,0.24129492146525,0.598706115196636,0.544888793772861,0.559331950665393,0.882984541782973,0.997989251408951,0.558130704259575,0.735540124329736,0.750780746220379,0.734128880185774,0.294053169247291,0.591384069766752,0.253558935378677,0.48761712517549,0.424501285985782,0.618208382777058,0.623812912678094,0.533101138488729
0.844046765471961,0.621341105049126,0.23357157972969,0.591124077630021,0.537138028414863,0.55124074114528,0.872676703314504,0.997721413490537,0.551533411204891,0.729156012438092,0.742466758546187,0.729375596578778,0.287534099227893,0.575412004025624,0.246547552895754,0.473099321962939,0.415665079811805,0.60486215062027,0.617747158132472,0.522336734041162
0.835091365302501,0.61717961473251,0.226303604597076,0.583787023926777,0.529662787975941,0.543429192370144,0.862035430704767,0.997430143980949,0.545167936113979,0.72292221318192,0.734297484491932,0.724751590610872,0.281343188561204,0.559892252558878,0.239925071183019,0.459172017777768,0.407213210658035,0.59187013932241,0.611875482326273,0.51195888794742
0.826075687126095,0.613153159517998,0.219452745049907,0.576681492668957,0.52244678480099,0.535881454252128,0.85108406738062,0.99711439707325,0.539019962532639,0.716832148260752,0.726270629097603,0.720249700247907,0.275454832667012,0.54482502003549,0.233659610576815,0.445811099106946,0.399120319916185,0.579227789296668,0.606186449054701,0.501948636376965
0.817011792893302,0.609253287653512,0.212984856471543,0.56979509606816,0.515475100727919,0.528582949911303,0.839846704425039,0.996773125303746,0.533076456484052,0.710879694512081,0.718383823830317,0.71586337834962,0.269846111883272,0.530208041863222,0.227722709389822,0.432992677548007,0.391363285373658,0.56692962272725,0.600669623660741,0.492288124983695
0.807911132314683,0.605472330477337,0.206869370218905,0.563116406276533,0.508734036739848,0.521520241893875,0.828347987013473,0.996405280333341,0.527325515881582,0.705059139293951,0.710634645769485,0.711586621375663,0.264496440512103,0.516036989919752,0.22208887526715,0.420693278921348,0.383920974934709,0.554969423050264,0.595315456580685,0.482960541341581
0.798784553279527,0.601803307250686,0.201078842525555,0.556634856763591,0.502210983011275,0.514680915838048,0.816612925660238,0.99600981373903,0.521756241716647,0.699365141572408,0.703020633853949,0.707413908410096,0.259387270451571,0.502305828959981,0.216735205716108,0.408889985427185,0.376774032799436,0.543340388720939,0.590115183678073,0.473950050352604
0.789642313606888,0.598239844164265,0.195588569360303,0.550340656364509,0.495894306060775,0.508053478868251,0.804666714291804,0.995585677816611,0.516358627303027,0.693792697818577,0.69553930265042,0.703340148729983,0.254501839624796,0.489007128237707,0.211641065630954,0.397560539866539,0.369904693127541,0.532035264694441,0.585060740497605,0.46524173288311
0.780494094015227,0.594776105040399,0.190376256358656,0.544224714047592,0.489773250334543,0.501627270490454,0.792534556947214,0.995131826395478,0.511123462587,0.688337111985291,0.688188154022542,0.699360636494356,0.249824957396072,0.476132332736242,0.206787812032601,0.386683419343914,0.36329661708108,0.521046454596979,0.580144688133421,0.456821527747055
0.771349012185026,0.591406731746361,0.185421734931225,0.538278572798116,0.483837852028331,0.495392384152279,0.780241504661215,0.99464721566612,0.506042251100913,0.682993968963493,0.680964687015627,0.695471011402745,0.245342820699001,0.463671998188795,0.202158558121582,0.376237884539922,0.356934749838303,0.510366116174103,0.575360148845077,0.448676177056888
0.762215637782122,0.588126792718677,0.180706717244758,0.532494351294284,0.478078863339988,0.489339597944702,0.767812303822603,0.99413080502081,0.501107137584777,0.677759111022557,0.67386640622017,0.691667224386576,0.241042855802488,0.451615993809742,0.197737970223337,0.366204009540985,0.350805194735775,0.499986242265163,0.570700749899558,0.440793174894583
0.753102008307033,0.584931738299264,0.176214584052405,0.526864692274662,0.472487685653243,0.483460313174634,0.755271257028227,0.993581557907741,0.496310844654925,0.672628616821883,0.666890828834962,0.687945507566085,0.236913581586435,0.439953676371705,0.193512092379745,0.356562696302704,0.344895102156138,0.489898729259269,0.56616057439105,0.433160719208554
0.744015645636352,0.581817361822021,0.17193020038548,0.521382716677195,0.46705631040227,0.477746499742627,0.742642097180428,0.992998442698741,0.4916466171817,0.667598782648486,0.660035490615903,0.684302347840288,0.232944490949396,0.428674038965317,0.189468194278576,0.347295677071897,0.339192571155738,0.48009543473277,0.561734118008269,0.425767666811413
0.73496357312557,0.578779765577577,0.167839754959995,0.51604198277695,0.461777266568844,0.472190647427383,0.729947875310105,0.99238043357054,0.487108173265588,0.662666105590019,0.65329795086809,0.680734463585744,0.229125947569409,0.417765837479867,0.185594638965324,0.338385507472793,0.333686562136438,0.470568225746051,0.557416250894403,0.418603491334246
0.725952333147811,0.575815330935292,0.163930619837169,0.510836449670085,0.456643573929102,0.466785722316288,0.717210862355447,0.991726511399414,0.482689660885158,0.657827268397446,0.646675796615014,0.677238784027173,0.225449095720381,0.407217697551609,0.1818807673895,0.329815552453005,0.328366819122502,0.46130901908395,0.553202183886355,0.411658243982302
0.71698800494954,0.57292069202356,0.160191227438785,0.505760444550552,0.451648701302719,0.461525127734839,0.704452464892863,0.991035664668906,0.47838561943985,0.653079125828526,0.640166646058993,0.673812430913961,0.221905781234923,0.397018204448021,0.178316797330373,0.321569966865776,0.323223800416487,0.452309814555617,0.549087438535179,0.404922516932346
0.708076222711773,0.570092712468308,0.156610962480117,0.500808633308052,0.446786529169455,0.456402669122181,0.691693154605914,0.99030689039019,0.474190945533095,0.648418692293745,0.633768151430434,0.670452702194489,0.218488482020139,0.387155978094257,0.174893734649066,0.313633672120998,0.318248616585938,0.443562722322867,0.545067820403864,0.398387409211564
0.699222193713486,0.567328464770138,0.1531800667643,0.495975994043873,0.442051316111182,0.451412522378701,0.678952411092693,0.989539195034533,0.470100862441986,0.643843130651774,0.627478001309608,0.667157057427837,0.215190246790493,0.377619735204617,0.171603295143073,0.305992330055525,0.313432974881646,0.435059985098294,0.541139395216072,0.392044494900708
0.690430716502412,0.564625211966538,0.149889555097806,0.491257793158226,0.437437668615102,0.446549205277648,0.666248677453925,0.98873159547718,0.46611089280296,0.639349742022798,0.621293922492947,0.6639231047117,0.212004640893148,0.36839834025812,0.168437835550108,0.298632314942481,0.308769129313536,0.426793995943159,0.537298467493492,0.385885793509018
0.681706198987097,0.561980391279974,0.146731140849248,0.486649563710515,0.432940513839013,0.441807551588269,0.653599327973592,0.987883119951893,0.462216834112132,0.634935956505869,0.61521368146586,0.660748588937927,0.208925698275361,0.35948084685323,0.165390292471979,0.291540684370593,0.304249835716048,0.418757312298161,0.533541561372664,0.379903742374673
0.673052676372691,0.559391599497572,0.143697169892737,0.482147085794235,0.428555074994171,0.437182687604965,0.641020647100878,0.986992809015243,0.458414736696591,0.630599324701575,0.609235085535687,0.657631381214275,0.205947878787618,0.350856530792226,0.162454128174844,0.284705149570701,0.299868311224502,0.410942666795915,0.52986540333647,0.374091170951697
0.664473828871464,0.556856579865561,0.140780561860451,0.47774636870238,0.424276849047574,0.432670010816814,0.62852781886563,0.986059716519687,0.454700883861324,0.626337509954045,0.603355983671155,0.654569469313701,0.203066030136061,0.34251491607968,0.159623282376849,0.278114045641183,0.295618197660112,0.403342975330589,0.526266906632689,0.368441276851737
0.655972999127186,0.554373210312752,0.137974757783012,0.473443634688156,0.420101586484716,0.428265170485768,0.616134925807679,0.985082910594319,0.451071773957109,0.622148281237199,0.597574267088553,0.651560949031612,0.200275353897725,0.334445794870943,0.156892129263384,0.271756302022202,0.291493528386289,0.395951342796327,0.522743157183267,0.362947603516994
0.64755320930042,0.551939492843571,0.135273673326062,0.46923530415059,0.416025272907236,0.423964049930874,0.603854956471203,0.984061474632129,0.447524104149062,0.618029506619455,0.591887869619542,0.648604016347658,0.197571375095926,0.326639242274274,0.154255439078709,0.26562141348602,0.287488698254474,0.388761066850593,0.519291400814392,0.357604019408263
0.639217177769174,0.549553543963096,0.132671656941034,0.465117982095729,0.412044112268402,0.419762750340755,0.591699820506388,0.982994508282485,0.444054755694668,0.613979147249054,0.586294767890966,0.645696960302283,0.194949914903568,0.319085626792889,0.151708343733971,0.259699411843889,0.283598436305401,0.381765640010295,0.515909031659835,0.352404698599717
0.630967335406379,0.5472135860152,0.130163452341052,0.461088445742343,0.408154511573792,0.415657575958033,0.57968037042936,0.981881128447476,0.440660780564865,0.609995251809022,0.580792981343091,0.642838156509901,0.192407066101612,0.311775617089482,0.149246305948772,0.253980838516194,0.279817780932727,0.374958750346628,0.512593581609116,0.347344102679365
0.622805841402169,0.544917939330632,0.127744164791877,0.457143633156663,0.404353066895561,0.411645020497854,0.567806429115111,0.980720470280665,0.437339389262946,0.606075951396717,0.575380572109329,0.640026061240454,0.189939170970306,0.304700185664372,0.146865091508829,0.248456718069292,0.276142057251379,0.368334281008093,0.509342710688283,0.34241696386121
0.61473459860497,0.542665015095279,0.125409230775107,0.453280632814242,0.400636550566778,0.407721754678712,0.556086822134206,0.979511688186741,0.434087939714132,0.60221945478803,0.570055644777523,0.637259206009626,0.187542801333515,0.297850609958116,0.144560744277778,0.243118532788044,0.272566856443576,0.361886308769528,0.506154198275064,0.337618269221776
0.606755268360944,0.540453308860321,0.123154390638384,0.449496673998739,0.397001899437968,0.403884614757648,0.544529414089956,0.978253956820437,0.430903927114239,0.598424044050746,0.564816346050366,0.634536192625253,0.185214740512969,0.29121847131902,0.142329563648574,0.237958198325546,0.269088016882034,0.355609101777464,0.503025935062118,0.332943245980014
0.59886928483638,0.53828139462577,0.120975663896628,0.445789117957615,0.393446204091613,0.400130591974024,0.533141148166062,0.976946472083076,0.427784974639275,0.594688070475483,0.559660864320243,0.631855688643762,0.182951966980382,0.284795652214447,0.140168084160391,0.232968040449993,0.265701606852947,0.349497116638254,0.499955915692439,0.328387347745509
0.591077868812209,0.536147919437314,0.118869326890648,0.442155449743621,0.389966698922131,0.396456822816615,0.521928088153343,0.97558845211497,0.424728824929405,0.591009950795992,0.55458742917193,0.629216423195919,0.180751639522091,0.278574332011054,0.138073057041645,0.228140772891658,0.262403908721468,0.343544994974726,0.49694223199989,0.323946241665464
0.583382040943938,0.534051598443631,0.116831892545934,0.438593270678707,0.386560752999199,0.392860580038028,0.510895462286046,0.974179138281894,0.421733332270732,0.587388163673577,0.549594310824816,0.626617183145828,0.178611083753839,0.272546981602348,0.136041433469604,0.2234694762799,0.259191404399945,0.337747559559135,0.493983066795594,0.319615796406103
0.575782634483956,0.531991210367622,0.11486009200588,0.435100291383785,0.383225861641227,0.389339264348534,0.500047708281761,0.972717796153771,0.418796455407114,0.583821246423024,0.544679819524903,0.624056809551247,0.176527779843083,0.266706357121221,0.134070349362732,0.218947578150107,0.256060761994571,0.33209981011461,0.491076688147607,0.315392070908955
0.568280307466452,0.529965593350409,0.11295085794088,0.43167432532374,0.379959638633738,0.385890396728553,0.489388519042671,0.971203716473646,0.415916250921801,0.580307791959685,0.539842304895518,0.621534194396842,0.174499351313322,0.261045492939873,0.132157111544134,0.21456883399306,0.253008823519572,0.326596918863816,0.488221444107196,0.311271303866931
0.560875554358045,0.527973641131688,0.111101309358363,0.428313282822346,0.376759809034266,0.382511611305289,0.47892088853846,0.969636216115017,0.413090867135333,0.576846445949435,0.535080155254552,0.61904827757509,0.172523554819739,0.255557694128885,0.130299185133699,0.210327309313683,0.2500325935799,0.321234225891805,0.485415757840134,0.307249903869266
0.553568717179728,0.526014299534111,0.109308737759268,0.42501516550635,0.373624202511525,0.379200648744568,0.468647157451861,0.968014639025509,0.410318538471951,0.573435904144998,0.530391796905038,0.616598044092282,0.170598270798304,0.250236528520792,0.128494182043223,0.206217362662395,0.247129228933863,0.316007234379984,0.482658123125929,0.30332444016821
0.546359996107885,0.524086563222957,0.107570594504357,0.421778061142116,0.370550747171953,0.375955350113829,0.458569058225617,0.966338357154872,0.407597580251862,0.570074909893703,0.525775693405051,0.614182521479471,0.16872149490169,0.245075818500631,0.126739850463293,0.202233629599687,0.244296028856283,0.310911605759307,0.479947100191815,0.299491634023902
0.539249459564023,0.522189472715495,0.105884479269276,0.418600138831824,0.367537463831472,0.372773651176558,0.448687759204076,0.964606771365256,0.404926383871182,0.566762251803206,0.521230344822084,0.611800777390292,0.166891330145101,0.240069632626231,0.125034065243409,0.198371007553097,0.241530426230949,0.305943154823267,0.47728131185183,0.295748350587149
0.532237053804379,0.520322111617175,0.104248129480905,0.415479644539428,0.364582460694539,0.369653577082343,0.439003907613358,0.962819312321679,0.402303412335351,0.563496761552905,0.51675428697645,0.609451917369453,0.165105979693665,0.235212277164056,0.123374819077831,0.194624641525049,0.238829979308309,0.301097844834708,0.474659439924326,0.292091591282812
0.525322612021904,0.518483604064205,0.102659410639446,0.412414896919471,0.361683928406252,0.366593237420126,0.429517671170669,0.960975441360612,0.399727196115258,0.560277311839951,0.512346090677633,0.607135082777322,0.163363740230498,0.230498287611847,0.121760214419338,0.190989910609962,0.236192364070752,0.296371782654856,0.472080221903963,0.288518486659336
0.518505862974155,0.516673112354212,0.101116307441137,0.409404283424362,0.358840135446623,0.363590821605314,0.420228778155882,0.95907465133458,0.39719632929846,0.557102814449736,0.508004360956994,0.604849448857483,0.161662995851123,0.225922420266776,0.120188456051579,0.187462415279499,0.2336153671535,0.291761213918092,0.469542447866643,0.285026289672498
0.511786439151511,0.514889834748521,0.0996169156256766,0.406446256668036,0.356049423839064,0.360644594574154,0.411136555816871,0.957116467430693,0.394709466010547,0.553972218441644,0.50372773629979,0.602594222935429,0.160002212435707,0.221479643887143,0.118657844258134,0.18403796539562,0.231096879274173,0.287262518271798,0.467044957587925,0.281612369373843
0.505163884500741,0.513133003431307,0.0981594344805429,0.403539331025912,0.353310205147767,0.35775289276118,0.402239967014327,0.955100447961038,0.392265317084188,0.550884508441668,0.499514887879069,0.600368642737695,0.158379932455652,0.21716513148649,0.117166768532981,0.180712568912193,0.228634889128623,0.282872204697045,0.464586637857363,0.27827420497643
0.498637661719464,0.511401882612278,0.0967421599414952,0.400682079452911,0.350620956741006,0.354914120337798,0.393537645042111,0.95302618512284,0.389862646955529,0.547838703034198,0.495364518793618,0.598171974821733,0.156794770175573,0.212974252291192,0.115713701782868,0.177482421227219,0.226227477714612,0.278586906922754,0.462166419972893,0.275009380272582
0.492207159137368,0.509695766760901,0.095363478234889,0.397873130502921,0.347980218299517,0.352126745691969,0.385027926585717,0.950893305726384,0.387500270769537,0.544833853245968,0.491275363311871,0.596003513107786,0.155245407215669,0.208902563885974,0.114297194977176,0.174343895149156,0.223872813048538,0.27440337894336,0.459783277400856,0.271815578380132
0.485871697200222,0.508013978961329,0.0940218600129823,0.395111165534559,0.345386588550949,0.349389298130777,0.376708882804373,0.948701471888669,0.385177051677618,0.541869041115724,0.487246186123364,0.593862577504762,0.153730588443032,0.204945804566148,0.112915872205418,0.171293531442352,0.221569145243614,0.270318490647718,0.457436223588617,0.268690576795406
0.479630534572832,0.5063558693782,0.0927158549383784,0.392394916089399,0.342838722213136,0.346700364789215,0.368578348541982,0.946450381690833,0.382891898312359,0.538943378343688,0.483275781599132,0.5917485126229,0.152249118163517,0.20109988591063,0.111568426106521,0.168328029918177,0.219314801920795,0.266329223565074,0.455124309917894,0.265632242732774
0.473482873877017,0.50472081382443,0.0914440866781246,0.38972316143003,0.340335327130406,0.344058587729989,0.360633949688698,0.944139769797438,0.380643762425638,0.536056005015424,0.479362973062168,0.589660686566612,0.150799856588632,0.197360885585752,0.110253613637593,0.165444241040036,0.217108183926334,0.262432666732286,0.452846623788025,0.262638528732025
0.467427867080599,0.503108212422939,0.0902052482719023,0.387094726226386,0.337875161588547,0.341462661220411,0.352873128728779,0.941769408035736,0.378431636677563,0.533206088395093,0.47550661206894,0.58759848980151,0.149381716554331,0.193725040386555,0.108970252153068,0.16263915801207,0.214947761332185,0.258626012685066,0.450602286819313,0.259707468516189
0.461464620553185,0.501517488354961,0.0889980978422103,0.38450847837973,0.33545703179528,0.338911329173628,0.345293168521658,0.939339105933132,0.376254552564825,0.53039282178351,0.471705577702739,0.585561334090134,0.147993660470835,0.190188739519385,0.107717215767939,0.159909909322896,0.212832069697564,0.254906553574871,0.448390453167495,0.256837173083679
0.455592199804272,0.499948086688291,0.0878214546175475,0.381963326974591,0.33307978951419,0.336403382742498,0.337891214372264,0.936848711211111,0.374111578478041,0.527615423436784,0.467958775879533,0.583548651491359,0.146634697484552,0.186748518127333,0.106493431981292,0.157253751717324,0.21075970657187,0.251271677412055,0.446210307941132,0.254025827019751
0.449809633918873,0.498399473279382,0.0866741952423665,0.379458220349726,0.330742329841094,0.333937658055373,0.330664294453673,0.934298110233974,0.372001817878567,0.524873135541612,0.464265138666835,0.581559893418921,0.145303880834936,0.183401051058058,0.105297878538626,0.154668063570444,0.208729328220864,0.247718864435078,0.444061065714425,0.251271685013349
0.444115919705531,0.496871133743756,0.0855552503500451,0.376992144279886,0.328443589112729,0.331513034083922,0.323609338650498,0.93168722841083,0.369924407586068,0.522165223243629,0.460623623616011,0.579594529754829,0.144000305390717,0.180143146872,0.104129580513455,0.152150338639987,0.206739646559577,0.244245683604881,0.441941969128602,0.248573068566391
0.43851002557115,0.495362572489674,0.0844636013773366,0.37456412026086,0.326182542938467,0.329128430633927,0.316723195895195,0.92901603054937,0.367878516168874,0.519490973725479,0.457033213108328,0.577652048013849,0.142723105351335,0.17697174208768,0.102987607590471,0.149698180174187,0.20478942627676,0.240849789222955,0.43985228757558,0.245928362883431
0.432990895136689,0.493873311810422,0.08339827760075,0.372173203890821,0.323958204346524,0.326782806450679,0.310002650071912,0.926284521160055,0.365863342429803,0.516849695331517,0.453492913714987,0.57573195255549,0.141471452100687,0.173883895659737,0.101871071534194,0.147309295353781,0.202877482137012,0.237528917671183,0.437791315958135,0.243336013930491
0.427557450607289,0.492402891031005,0.0823583533770878,0.369818483341574,0.321769622036809,0.32447515743129,0.303444434563827,0.92349274470946,0.363878113980734,0.514240716736262,0.450001755571273,0.573833763840267,0.140244552201435,0.170876783684552,0.100779123828464,0.14498149004798,0.20100267644782,0.234280884271151,0.435758373521277,0.240794525652624
0.422208595909933,0.490950865705339,0.0813429455719811,0.36749907791378,0.319615878733164,0.322204514936792,0.297045245520254,0.92064078582162,0.36192208589978,0.511663386153979,0.446558791764927,0.571957017727234,0.13904164551918,0.16794769432766,0.0997109534734528,0.142712663865525,0.199163916679812,0.231103580260314,0.433752802749952,0.238302457340461
0.416943219611293,0.489516806860405,0.0803512111616937,0.365214136670697,0.317496089628357,0.319969944197481,0.29080175391935,0.917728769426355,0.359994539465371,0.509117070586887,0.443163097738756,0.570101264810036,0.137862003466695,0.165094022966672,0.0986657849280409,0.140500805483033,0.197360153229452,0.227994969882175,0.431773968328589,0.23585842113671
0.411760197627892,0.48810030028408,0.0793823449947748,0.362962837145368,0.315409400915633,0.317770542805421,0.284710616501126,0.914756860853663,0.358094780962033,0.506601155109731,0.439813770707463,0.568266069788941,0.136704927359286,0.162313267543068,0.097642876186472,0.138343988233952,0.195590377314286,0.224953087587476,0.429821256158346,0.233461079674113
0.406658395740259,0.486700945853637,0.0784355777013079,0.36074438411659,0.313354988401173,0.315605439288513,0.278768485643781,0.911725265873422,0.356222140553048,0.504115042188569,0.436509929088633,0.566451010876504,0.135569746873088,0.159603024115993,0.0966415169791516,0.136240365942469,0.193853618991607,0.221976035343221,0.427894072428249,0.231109143837016
