"Ambrosiodmus rubricollis","Xylosandrus morigerus","mutillatus","Xyleborus ferrugineus","Ambrosiodmus obliquus","Ambrosiodmus tachygraphus","Coptoborus pseudotenuis","Xyleborus seriatus","Xyleborus obesus","Xylosandrus compactus","Xyleborus germanus"
0.742575869410645,0.903474998428001,0.597894814950527,0.789973162978084,0.334575516559316,0.627743810330881,0.931669639107514,0.429895462314235,0.265601452651745,0.723688426945935,0.635073426670432
0.73294010424434,0.900425632228394,0.589609179724345,0.785954878224619,0.327767565010551,0.615648976876475,0.927468918433773,0.423592293480767,0.259318804584283,0.717713123349477,0.630461901599989
0.723384986456187,0.897388642782361,0.581529660032827,0.782007143296763,0.321237522882936,0.603788126749231,0.923171488119312,0.417506717216755,0.253322429275364,0.711847511598053,0.625969438494041
0.713916035902739,0.894364211834213,0.57364928854678,0.778127340046971,0.314968531083609,0.5921633936355,0.918780465971569,0.411626722713861,0.247593316013103,0.706088258752469,0.6215902373975
0.704538175071274,0.891352502443345,0.565961369668602,0.774313011565815,0.308945077300196,0.580775961020179,0.914298996898401,0.405941214740454,0.242114094094315,0.700432183751571,0.617318922632335
0.69525577083132,0.888353660565243,0.558459470067961,0.770561848051358,0.303152863326702,0.569626171472656,0.909730247632567,0.400439924515532,0.236868860274046,0.694876247513145,0.61315050135336
0.686072673827692,0.885367816467572,0.551137409116955,0.766871674278437,0.297578687856948,0.558713626284168,0.905077401567038,0.395113331130611,0.231843027490708,0.68941754391883,0.609080327144594
0.676992255620022,0.882395086002534,0.543989249332249,0.763240438447684,0.292210342670788,0.54803727609825,0.900343653711586,0.389952592052449,0.227023191875927,0.684053291580358,0.605104067926904
0.6680174436685,0.879435571753529,0.537009286907259,0.759666202229483,0.287036520452074,0.537595503163291,0.895532205780456,0.384949481473416,0.222397015528039,0.678780826299187,0.601217677569257
0.659150754261577,0.876489364071415,0.530192042397886,0.756147131846988,0.282046732738418,0.527386195817992,0.890646261420138,0.380096335468295,0.217953122916783,0.673597594143731,0.597417370694672
0.650394323478211,0.873556542013478,0.523532251609717,0.752681490066135,0.277231236720878,0.517406815797907,0.885689021585532,0.375386003074671,0.213681009109415,0.668501145078689,0.593699600252654
0.641749936274587,0.870637174196355,0.517024856722096,0.749267628980174,0.272580969794606,0.507654458925439,0.880663680071953,0.370811802545324,0.209570958277346,0.663489127089488,0.590061037496151
0.633219053782902,0.867731319572634,0.510664997674479,0.745903983492635,0.26808749091544,0.498125909717561,0.875573419209639,0.36636748213036,0.205613971167258,0.658559280752168,0.586498554055749
0.624802838907611,0.864839028139496,0.504448003832536,0.742589065416222,0.26374292794733,0.488817690415987,0.870421405726571,0.362047184838245,0.20180170040936,0.653709434205161,0.583009205849208
0.616502180302358,0.861960341586737,0.498369385945101,0.739321458116573,0.259539930295708,0.47972610491428,0.865210786784605,0.357845416701667,0.198126392694258,0.648937498484687,0.579590218602217
0.60831771480867,0.859095293890498,0.492424828398024,0.736099811639434,0.255471626215422,0.470847278025938,0.859944686193098,0.353757018138937,0.194580836984109,0.644241463190002,0.576238974787915
0.600249848435226,0.856243911858303,0.486610181767034,0.732922838267946,0.25153158426171,0.462177190507407,0.85462620080338,0.349777138056368,0.191158318037332,0.639619392448584,0.572953001819278
0.592298775954236,0.853406215630256,0.48092145566856,0.729789308463622,0.247713778420873,0.453711710220476,0.849258397086661,0.345901210383675,0.187852574622722,0.6350694211547,0.569729961350948
0.584464499189059,0.850582219140728,0.475354811905065,0.726698047150499,0.244012556515819,0.445446619790033,0.843844307897166,0.342124932774062,0.184657761881063,0.630589751457715,0.566567639566051
0.576746844064709,0.847771930544313,0.469906557899549,0.723647930306969,0.240422611531922,0.437377641085792,0.838386929421593,0.338444247234577,0.181568417362643,0.626178649478985,0.563463938339729
0.569145476490403,0.844975352609421,0.46457314041249,0.72063788183411,0.236938955552,0.429500456830533,0.832889218315215,0.334855322481448,0.178579430329251,0.621834442238425,0.560416867184895
0.561659917140651,0.842192483082481,0.459351139533425,0.717666870673065,0.233556896026649,0.421810729612738,0.827354089024336,0.331354537840084,0.175686013960975,0.61755551477375,0.557424535897488
0.554289555198819,0.839423315025429,0.454237262938639,0.714733908147204,0.230272014138625,0.41430411855829,0.821784411294122,0.327938468531066,0.17288368015262,0.613340307437068,0.554485147828679
0.547033661124406,0.836667837128825,0.449228340405913,0.71183804550762,0.227080145048136,0.406976293894116,0.816183007860239,0.324603872202115,0.17016821662302,0.609187313355037,0.551596993720158
0.539891398502629,0.833926034002739,0.44432131857695,0.708978371662882,0.223977359830408,0.399822949616387,0.810552652322182,0.321347676582233,0.167535666093718,0.605095076040081,0.54875844604621
0.532861835032256,0.83119788644728,0.439513255957952,0.706154011076116,0.220959948938266,0.392839814457004,0.804896067195607,0.318166968148319,0.164982307322356,0.601062187141349,0.545967953812768
0.525943952705002,0.828483371704499,0.43480131814876,0.703364121814275,0.218024407041155,0.386022661324613,0.799215922140559,0.315058981706838,0.162504637801124,0.59708728432514,0.543224037769352
0.519136657227215,0.825782463693175,0.430182773291023,0.700607893736125,0.215167419108399,0.379367315380262,0.793514832361981,0.312021090803874,0.160099357952458,0.593169049275435,0.540525285994711
0.512438786732019,0.823095133227887,0.425654987725987,0.697884546806832,0.212385847618821,0.372869660892933,0.787795357178529,0.309050798886301,0.157763356673188,0.589306205806,0.537870349821288
0.505849119827619,0.820421348223606,0.421215421852677,0.695193329528309,0.209676720791497,0.366525647006505,0.782059998755349,0.306145731145053,0.155493698094976,0.585497518076294,0.535257940067436
0.499366383025013,0.817761073886949,0.416861626177469,0.692533517475583,0.207037221743531,0.360331292537184,0.776311200996129,0.303303626978763,0.153287609443484,0.58174178890403,0.53268682354959
0.492989257586057,0.81511427289512,0.412591237546321,0.68990441193038,0.204464678490519,0.354282689908967,0.770551348589491,0.300522333022423,0.151142469891491,0.578037858167875,0.530155819849525
0.486716385830493,0.81248090556346,0.408401975551189,0.687305338604025,0.201956554714096,0.348376008324204,0.764782766204519,0.297799796691382,0.149055800312418,0.574384601294296,0.527663798314394
0.480546376938414,0.80986093000247,0.404291639102467,0.684735646442486,0.199510441228577,0.34260749625681,0.759007717830018,0.295134060196008,0.14702525385067,0.570780927823033,0.525209675269498
0.474477812282493,0.807254302265069,0.400258103159617,0.682194706507078,0.19712404808556,0.336973483346924,0.75322840625194,0.292523254986761,0.145048607233905,0.567225780046149,0.522792411425754
0.468509250322305,0.80466097648479,0.39629931561241,0.679681910924958,0.194795197261398,0.331470381767944,0.747446972663264,0.289965596593406,0.143123752760117,0.563718131715957,0.520411009465588
0.462639231091122,0.802080905005573,0.392413294305588,0.67719667190406,0.19252181587781,0.326094687129653,0.741665496400521,0.28745937982554,0.141248690899221,0.560256986817532,0.518064511792572
0.456866280303717,0.799514038503728,0.388598124199996,0.674738420807626,0.190301929910733,0.32084297897463,0.735885994801061,0.285002974304795,0.139421523454943,0.556841378401813,0.51575199843152
0.45118891311196,0.796960326102629,0.384851954663599,0.672306607283898,0.188133658346775,0.315711920919263,0.730110423175169,0.282594820301833,0.137640447238178,0.553470367475603,0.513472585067006
0.445605637533321,0.79441971548061,0.381172996886049,0.669900698446948,0.186015207750465,0.31069826048528,0.724340674887037,0.280233424853744,0.135903748207784,0.550143041945048,0.5112254212094
0.440114957575769,0.791892152972554,0.377559521410814,0.667520178104945,0.183944867208917,0.305798828662938,0.718578581538697,0.277917358139719,0.134209796039083,0.546858515609443,0.509009688478494
0.434715376081116,0.789377583665561,0.374009855779108,0.665164546032501,0.181921003623604,0.301010539242586,0.712825913250976,0.27564525009484,0.132557039084092,0.543615927202385,0.506824598995708
0.42940539730736,0.786875951489109,0.370522382280181,0.662833317283995,0.179942057321693,0.296330387947418,0.707084379035641,0.273415787243653,0.130943999690985,0.540414439477574,0.504669393876655
0.424183529269292,0.784387199300048,0.367095535802772,0.660526021545055,0.17800653796185,0.291755451396651,0.701355627252938,0.271227709736797,0.129369269853282,0.537253238336694,0.502543341816568
0.419048285855325,0.781911268962772,0.363727801782786,0.658242202519578,0.17611302071168,0.287282885925154,0.695641246148855,0.269079808575423,0.127831507162011,0.534131531997007,0.500445737761759
0.41399818873732,0.77944810142486,0.360417714242508,0.655981417349921,0.17426014267596,0.282909926282694,0.689942764466507,0.266970923009455,0.126329431036552,0.531048550196449,0.498375901660832
0.409031769089057,0.776997636788486,0.35716385391688,0.653743236068042,0.172446599556626,0.278633884233334,0.684261652126188,0.264899938096926,0.124861819212045,0.528003543434166,0.49633317728994
0.404147569127936,0.774559814377836,0.353964846462619,0.651527241075567,0.170671142527134,0.274452147073209,0.678599320968779,0.262865782412698,0.12342750446325,0.524995782244553,0.494316931146819
0.399344143493488,0.772134572802805,0.350819360746154,0.649333026650925,0.168932575305266,0.270362176082797,0.672957125557301,0.260867425895854,0.122025371546508,0.522024556503015,0.492326551408793
0.394620060475362,0.769721850019178,0.347726107206548,0.647160198481804,0.16722975140982,0.266361504927923,0.667336364031613,0.258903877825912,0.120654354343071,0.519089174761735,0.490361446950323
0.389973903102546,0.767321583385507,0.344683836289801,0.645008373221341,0.165561571587803,0.262447738022032,0.661738279011368,0.256974184918841,0.119313433188518,0.516188963613888,0.488421046416016
0.385404270104794,0.764933709716893,0.341691336951072,0.642877178066571,0.163926981399881,0.258618548860779,0.656164058542547,0.255077429534551,0.118001632374283,0.513323267084826,0.48650479734537
0.380909776756419,0.762558165335841,0.33874743522158,0.64076625035776,0.162324968952809,0.254871678338591,0.650614837083044,0.253212727988214,0.116718017808497,0.510491446048821,0.484612165345781
0.376489055611934,0.760194886120361,0.335850992837055,0.638675237197353,0.1607545627685,0.251204933055693,0.645091696522954,0.251379228958366,0.115461694824445,0.507692877670091,0.482742633310641
0.372140757142316,0.757843807549483,0.333000905924827,0.636603795087358,0.159214829780188,0.247616183622931,0.639595667235408,0.249576111985292,0.114231806125878,0.504926954866865,0.480895700679583
0.367863550280055,0.755504864746314,0.330196103746741,0.634551589584082,0.157704873446928,0.24410336297085,0.63412772915398,0.24780258605368,0.113027529859337,0.502193085797348,0.479070882738151
0.363656122880553,0.753177992518797,0.327435547495269,0.632518294969186,0.156223831978329,0.240664464668521,0.628688812872871,0.246057888254019,0.11184807780442,0.49949069336649,0.477267709954386
0.359517182106902,0.750863125398287,0.324718229140284,0.630503593936123,0.154770876662072,0.237297541256921,0.623279800766249,0.244341282517598,0.110692693673679,0.496819214752563,0.475485727349999
0.355445454744541,0.748560197676064,0.322043170324133,0.628507177291069,0.153345210287316,0.234000702600928,0.617901528123349,0.242652058420377,0.109560651514471,0.494178100952555,0.473724493903975
0.351439687451826,0.746269143437911,0.319409421302725,0.626528743667543,0.151946065657624,0.230772114263415,0.612554784296056,0.240989530051318,0.108451254205723,0.491566816345512,0.471983581986605
0.347498646952093,0.743989896596841,0.316816059930504,0.624567999253918,0.150572704187538,0.227609995904363,0.607240313855936,0.239353034941126,0.107363832043091,0.488984838272939,0.470262576822092
0.343621120172396,0.741722390924097,0.31426219068725,0.622624657533144,0.149224414577334,0.224512619707435,0.601958817757815,0.237741933047599,0.106297741406523,0.486431656635479,0.468561075977997
0.339805914333686,0.739466560078493,0.311746943744783,0.620698439033978,0.147900511560934,0.221478308836044,0.596710954507205,0.236155605794099,0.105252363504682,0.483906773505112,0.466878688879941
0.336051856996872,0.737222337634208,0.309269474071723,0.618789071093127,0.146600334722279,0.218505435920537,0.591497341329021,0.234593455157876,0.104227103191119,0.481409702752129,0.465215036350041
0.332357796068851,0.734989657107094,0.306828960574561,0.616896287627701,0.145323247375846,0.215592421577809,0.586318555335238,0.233054902805214,0.103221387847445,0.478939969686233,0.463569750167718
0.328722599772273,0.732768451979594,0.304424605273389,0.615019828917424,0.144068635507265,0.212737732964364,0.58117513468925,0.231539389270585,0.102234666329144,0.47649711071111,0.461942472651562
0.325145156582546,0.730558655724325,0.302055632510696,0.613159441396111,0.142835906770313,0.209939882363559,0.576067579764893,0.230046373177191,0.101266407969955,0.474080672991857,0.460332856261058
0.321624375135301,0.728360201826414,0.299721288191752,0.611314877451903,0.141624489536798,0.207197425807574,0.57099635429822,0.228575330496437,0.100316101641076,0.471690214134705,0.458740563217031
0.318159184107278,0.726173023804634,0.297420839055143,0.609485895235831,0.140433831996115,0.20450896173442,0.565961886530271,0.227125753844067,0.0993832548616933,0.469325301878488,0.457165265139778
0.31474853207338,0.723997055231412,0.295153571972106,0.607672258478267,0.139263401301448,0.201873129680144,0.560964570339223,0.225697151810824,0.098467392957612,0.466985513797327,0.455606642703883
0.311391387342427,0.721832229751759,0.292918793273383,0.605873736312875,0.138112682759834,0.19928860900623,0.556004766360439,0.22428904832567,0.0975680582649731,0.464670437014067,0.454064385308801
0.308086737773913,0.719678481101189,0.290715828102367,0.60409010310768,0.136981179063472,0.196754117662062,0.551082803093057,0.222900982049687,0.0966848093762752,0.462379667923972,0.452538190764353
0.304833590577933,0.71753574312266,0.288544019793378,0.602321138302912,0.135868409559839,0.194268410982215,0.546198977991912,0.221532505798937,0.0958172204260983,0.460112811928261,0.451027764990323
0.301630972100225,0.7154039497826,0.28640272927396,0.600566626255274,0.134773909558351,0.191830280518225,0.541353558543655,0.220183185994664,0.0949648804141155,0.457869483177054,0.449532821729399
0.29847792759415,0.713283035186055,0.284291334490155,0.598826356088346,0.133697229671441,0.189438552904416,0.536546783326103,0.218852602139316,0.0941273925631448,0.45564930432133,0.448053082272749
0.29537352098126,0.711172933591013,0.28220922985374,0.597100121548814,0.132637935188075,0.187092088757296,0.531778863049914,0.217540346316959,0.0933043737101435,0.453451906273526,0.446588275197571
0.292316834601993,0.709073579421929,0.280155825710483,0.595387720868241,0.131595605477863,0.184789781607969,0.527049981581802,0.216246022716764,0.0924954537281919,0.451276927976409,0.445138136115988
0.289306968957869,0.706984907282503,0.278130547828508,0.593688956630145,0.130569833424022,0.182530556866954,0.522360296948623,0.214969247178315,0.0917002749776437,0.449124016179885,0.443702407434706
0.286343042446494,0.704906851967744,0.276132836905906,0.592003635642096,0.129560224883576,0.180313370820785,0.517709942321703,0.21370964675756,0.0909184917847433,0.44699282522542,0.442280838124872
0.28342419109052,0.702839348475349,0.274162148096763,0.590331568812643,0.128566398173282,0.178137209659703,0.513099026980936,0.212466859312317,0.0901497699461186,0.444883016837755,0.440873183501638
0.280549568261651,0.700782332016441,0.272217950554832,0.588672571032804,0.12758798357985,0.176001088535757,0.508527637258178,0.211240533106297,0.0893937862576662,0.442794259923633,0.439479205012911
0.277718344400654,0.698735738025684,0.270299726994089,0.587026461061955,0.126624622893134,0.173904050650581,0.503995837459625,0.210030326430673,0.0886502280664419,0.440726230377246,0.438098670036859
0.274929706734286,0.696699502170816,0.268406973265476,0.585393061417882,0.125675968961042,0.171845166372124,0.499503670766863,0.208835907242288,0.0879187928442543,0.438678610892138,0.436731351687719
0.272182858989936,0.694673560361624,0.266539197949141,0.583772198270835,0.124741685264997,0.169823532379599,0.495051160116386,0.207656952817647,0.0871991877817499,0.436651090779309,0.435377028629515
0.269477021108723,0.69265784875838,0.264695921961528,0.582163701341392,0.123821445514836,0.167838270835882,0.490638309057426,0.206493149421878,0.0864911294018485,0.434643365791275,0.434035484897287
0.26681142895773,0.690652303779782,0.262876678176717,0.580567403801973,0.122914933262134,0.16588852858664,0.486265102587999,0.205344191991906,0.0857943431914622,0.43265513795186,0.432706509725481
0.264185334041974,0.688656862110397,0.261081011061396,0.57898314218184,0.122021841530968,0.163973476385417,0.481931507969125,0.204209783833136,0.0851085632505001,0.430686115391476,0.431389897383154
0.261598003216663,0.686671460707659,0.259308476322938,0.577410756275435,0.12114187246521,0.162092308143951,0.477637475517223,0.203089636328949,0.0844335319572172,0.428736012187713,0.43008544701566
0.259048718400245,0.684696036808419,0.257558640570021,0.575850089053912,0.120274736991495,0.160244240206985,0.473382939374741,0.201983468662397,0.0837689996490294,0.426804548210998,0.428792962492532
0.256536776288691,0.68273052793508,0.255831080985288,0.574300986579728,0.119420154497054,0.158428510650826,0.469167818259118,0.200891007549486,0.0831147243179677,0.42489144897517,0.427512252261249
0.254061488071411,0.680774871901334,0.254125385009571,0.572763297924157,0.118577852521652,0.15664437860496,0.464992016190191,0.199811986983481,0.0824704713199927,0.422996445492747,0.426243129206632
0.251622179149187,0.67882900681752,0.252441150037194,0.571236875087619,0.117747566462913,0.154891123595994,0.460855423196254,0.198746147989707,0.0818360130974434,0.421119274134739,0.424985410515606
0.249218188854411,0.676892871095619,0.250777983121924,0.569721572922693,0.116929039294359,0.153168044913241,0.456757915998926,0.197693238390332,0.0812111289139302,0.419259676494827,0.423738917547073
0.246848870173944,0.674966403453905,0.249135500693137,0.568217249059706,0.116122021295526,0.151474460995265,0.452699358677091,0.196653012578666,0.0805956046010278,0.417417399257738,0.422503475706682
0.244513589474845,0.673049542921264,0.247513328281802,0.566723763834801,0.115326269793555,0.149809708836715,0.44867960331015,0.195625231302511,0.0799892323161611,0.415592194071675,0.421278914326262
0.242211726233184,0.671142228841205,0.245911100255883,0.565240980220379,0.114541548915701,0.148173143414805,0.44469849060087,0.194609661456154,0.0793918103111112,0.413783817424651,0.420065066547717
0.239942672766153,0.669244400875568,0.244328459564805,0.563768763757807,0.113767629352206,0.146564137134793,0.440755850478133,0.193606075880584,0.0788031427106013,0.411992030524575,0.418861769211186
0.237705833967631,0.667355999007946,0.242765057492606,0.562306982492328,0.113004288129057,0.14498207929384,0.436851502679906,0.192614253171558,0.0782230393004567,0.410216599182972,0.417668862747277
0.235500627047376,0.66547696354684,0.241220553419463,0.560855506910056,0.112251308390125,0.143426375562653,0.432985257316752,0.191633977495158,0.0776513153248578,0.408457293702187,0.416486191073202
0.233326481273941,0.663607235128546,0.239694614591247,0.559414209877001,0.111508479188261,0.141896447484313,0.429156915416266,0.190665038410493,0.077087791292236,0.406713888765966,0.415313601492638
0.231182837721454,0.661746754719808,0.238186915896807,0.557982966580021,0.1107755952849,0.140391731989712,0.425366269448768,0.189707230699217,0.0765322927893843,0.404986163333288,0.414150944599166
0.229069149020333,0.659895463620217,0.236697139652685,0.556561654469646,0.110052456957787,0.13891168092906,0.421613103834639,0.188760354201564,0.0759846503033823,0.403273900535326,0.412998074183117
0.226984879112025,0.658053303464405,0.235224975394972,0.555150153204685,0.10933886981643,0.137455760618901,0.417897195433692,0.187824213658608,0.0754446990509524,0.401576887575439,0.411854847141703
0.224929503007809,0.656220216224008,0.233770119678045,0.553748344598566,0.108634644624928,0.136023451404127,0.414218314016953,0.186898618560462,0.0749122788148922,0.399894915632087,0.410721123392275
0.222902506551741,0.654396144209436,0.232332275879918,0.552356112567324,0.107939597131835,0.13461424723447,0.410576222721261,0.185983383000164,0.0743872337872395,0.398227779764557,0.409596765788592
0.220903386187746,0.652581030071439,0.230911154013949,0.55097334307919,0.107253547906723,0.133227655254997,0.406970678487077,0.185078325532993,0.0738694124188511,0.396575278821424,0.408481640039971
0.218931648730897,0.650774816802496,0.229506470546686,0.549599924105713,0.106576322183147,0.13186319541011,0.403401432479916,0.184183269040989,0.0733586672750913,0.394937215351629,0.40737561463319
0.216986811142891,0.648977447738019,0.2281179482216,0.548235745574362,0.105907749707723,0.130520400060596,0.399868230495803,0.183298040602433,0.0728548548973435,0.393313395518109,0.406278560757059
0.215068400311724,0.647188866557391,0.226745315888508,0.546880699322553,0.105247664595038,0.129198813613288,0.396370813351159,0.182422471366098,0.0723578356700711,0.391703629013869,0.405190352229512
0.213175952835565,0.645409017284847,0.225388308338454,0.545534679053043,0.104595905188123,0.127897992162893,0.392908917257527,0.181556396430043,0.0718674736931716,0.390107728980436,0.404110865427159
0.211309014810811,0.643637844290194,0.224046666143864,0.544197580290652,0.103952313924266,0.126617503145568,0.389482274181546,0.180699654724778,0.0713836366593794,0.388525511928602,0.403039979217165
0.209467141624312,0.64187529228939,0.222720135503779,0.542869300340259,0.103316737205894,0.125356925003845,0.386090612190569,0.179852088900601,0.0709061957364867,0.386956797661379,0.401977574891385
0.20764989774974,0.640121306344983,0.22140846809397,0.541549738246018,0.102689025276333,0.124115846862514,0.382733655784333,0.179013545218941,0.0704350254541611,0.385401409199104,0.400923536102662
0.205856856548064,0.638375831866413,0.220111420921773,0.540238794751772,0.102069032100211,0.122893868215078,0.379411126213087,0.178183873447533,0.0699700035951559,0.383859172706611,0.399877748803198
0.204087600072109,0.636638814610199,0.218828756185464,0.538936372262601,0.10145661524831,0.121690598620422,0.376122741782548,0.177362926759274,0.0695110110907108,0.38232991742241,0.39884010118492
0.202341718875152,0.634910200679986,0.217560241138014,0.537642374807472,0.100851635786679,0.120505657409336,0.372868218146111,0.176550561634601,0.0690579319199602,0.380813475589805,0.397810483621761
0.200618811823512,0.6331899365265,0.216305647955065,0.536356708002964,0.100253958169817,0.119338673400562,0.369647268584664,0.175746637767259,0.0686106530131699,0.379309682389888,0.396788788613796
0.198918485913095,0.631477968947378,0.215064753606984,0.535079279018003,0.0996634501377551,0.118189284626022,0.36645960427441,0.174951017973306,0.0681690641586312,0.377818375876349,0.395774910733141
0.197240356089831,0.629774245086897,0.213837339734839,0.533809996539608,0.0990799826168786,0.117057138064922,0.363304934543063,0.174163568103232,0.0677330579130571,0.376339396912048,0.394768746571564
0.195584045073972,0.628078712435611,0.212623192530168,0.532548770739579,0.0985034296243214,0.115941889386418,0.360182967114783,0.173384156957076,0.0673025295153218,0.374872589107278,0.393770194689736
0.193949183188171,0.626391318829887,0.211422102618405,0.531295513242122,0.0979336681757898,0.114843202700551,0.357093408344222,0.172612656202401,0.0668773768034056,0.373417798759694,0.392779155568068
0.192335408189312,0.624712012451354,0.210233864945833,0.53005013709236,0.0973705781966708,0.113760750317161,0.354035963440021,0.171848940295033,0.066457500134401,0.371974874795817,0.391795531559062
0.190742365104016,0.623040741826268,0.209058278669947,0.528812556725715,0.0968140424362901,0.112694212512515,0.351010336678124,0.171092886402446,0.0660428023074542,0.370543668714104,0.390819226841137
0.189169706067768,0.621377455824796,0.207895147053099,0.527582687938118,0.0962639463851883,0.111643277303373,0.348016231605231,0.170344374329693,0.065633188489514,0.369124034529499,0.389850147373859
0.18761709016761,0.619722103660219,0.206744277359325,0.526360447857032,0.0957201781952934,0.11060764022824,0.345053351232742,0.169603286447775,0.0652285661437713,0.367715828719447,0.388888200854537
