"","t17","t7","t16","t12","t18","t6","t14","t3","t20","t13","t9","t8","t5","t19","t2","t11","t15","t1","t10","t4"
"X1.1",1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0
