"Euwallacea fornicatus","Coptoborus pseudotenuis","Xylosandrus compactus","Xyleborus glabratus","Xylosandrus morigerus","Sampsonius dampfi","Xyleborinus saxeseni","Xyleborus affinis","Xyleborus posticus","Euwallacea validus","Xyleborus seriatus"
0.900987651870122,0.973540001767483,0.725901486912501,0.999840517843046,0.917127526684786,0.935718907987645,0.732040285015171,0.877420949395459,0.478028887912491,0.916007388349192,0.608204441625049
0.893349584140181,0.969484499518359,0.713202643000443,0.999794553866071,0.911215063612211,0.925958183654336,0.719682299409944,0.871721874988167,0.462499130688857,0.908576786658063,0.591569628787235
0.885819971273054,0.965197287663795,0.701137225598969,0.999740268938903,0.905404290792272,0.915723192672886,0.707935628378493,0.866245372943624,0.448184740124692,0.901175419247049,0.575978008196241
0.878397955769219,0.960688166583528,0.68964720707794,0.999676915605278,0.899690842615768,0.905056873390678,0.69674403934392,0.860970409871121,0.43493460187937,0.893810152346942,0.561324644074588
0.87108247397118,0.955966803222915,0.678682629421071,0.999603738376028,0.894070790247907,0.894001498254135,0.686059185931843,0.855879159859918,0.422623140515474,0.886486782520414,0.54751931819372
0.863872305709898,0.951042743139511,0.668200089198813,0.999519974376386,0.888540567341932,0.882598464987982,0.675839114622246,0.850956346483508,0.411144919000302,0.879210218135638,0.534483867718161
0.856766112242885,0.94592541625731,0.658161577543145,0.999424853948988,0.883096912698677,0.870888104759816,0.666047123873982,0.846188750555787,0.400410595534357,0.871984622003251,0.522150112701362
0.849762465654179,0.940624138106214,0.648533576705586,0.999317601222539,0.877736825212654,0.858909510552703,0.656650877438604,0.841564834987632,0.3903438461331,0.864813525318109,0.510458219284725
0.842859871906382,0.935148107834167,0.63928634589395,0.999197434653992,0.872457527912832,0.846700387664561,0.647621704792592,0.837074454184776,0.380878987845357,0.857699919970332,0.499355390656022
0.836056789092857,0.929506403942673,0.630393349268363,0.999063567550475,0.867256438859759,0.83429692724436,0.63893404182645,0.832708625657755,0.371959119080341,0.850646334260454,0.488794808452979
0.829351642006668,0.923707978459236,0.621830792418708,0.998915208576058,0.86213114729647,0.821733702988055,0.630564978361801,0.828459348195791,0.363534647475757,0.843654895680385,0.478734768194513
0.822742833846135,0.917761650089201,0.61357724280613,0.998751562247455,0.857079393884381,0.809043590505019,0.622493888205383,0.824319455425369,0.355562112219382,0.83672738347184,0.469137966887509
0.816228755668703,0.911676096763606,0.605613316024262,0.998571829422096,0.852099054157485,0.796257708396444,0.614702123794882,0.820282496627935,0.348003232886321,0.829865273003233,0.459970911304051
0.809807794056097,0.905459847905094,0.597921414252055,0.998375207781364,0.847188124542529,0.783405379737553,0.607172761981077,0.816342638818086,0.34082413450057,0.823069773523961,0.451203422899655
0.803478337345708,0.89912127666171,0.590485506524518,0.998160892311369,0.842344710447395,0.770514112406626,0.599890390720601,0.812494585590972,0.333994711109582,0.816341860502778,0.442808220826881
0.797238780703515,0.892668592302305,0.583290942828326,0.997928075783221,0.837567016033194,0.75760959654037,0.592840928812564,0.808733509332718,0.327488099259332,0.809682303495739,0.434760568576774
0.791087530254362,0.886109832923047,0.576324295794954,0.997675949234471,0.832853335369646,0.744715717303293,0.58601147255925,0.805054994180174,0.321280239425664,0.803091690292797,0.427037972851187
0.785023006440385,0.879452858579297,0.56957322509014,0.997403702453099,0.82820204473653,0.731854581126217,0.57939016454113,0.801454987702594,0.315349508404117,0.796570447942658,0.419619925607401
0.779043646743943,0.872705344928595,0.563026360605979,0.997110524465216,0.823611595882143,0.719046553584897,0.572966080690415,0.797929759717021,0.309676409370794,0.790118861140345,0.412487682015657
0.773147907884792,0.86587477744739,0.556673201335672,0.996795604027468,0.819080510086674,0.706310307143984,0.566729132609502,0.794475866981622,0.304243309138668,0.783737088372347,0.405624068467869
0.767334267580453,0.858968446265125,0.550504027410851,0.996458130124936,0.814607372907166,0.693662877075359,0.560669982670953,0.79109012276572,0.299034214285152,0.77742517614377,0.39901331587104
0.761601225942347,0.85199344164366,0.544509823250911,0.996097292475199,0.810190829503271,0.681119723965466,0.554779969896909,0.787769570491722,0.29403457948748,0.771183071556035,0.392640914324171
0.755947306567306,0.844956650117085,0.53868221014427,0.995712282039092,0.805829580460816,0.668694801346789,0.549051044979471,0.78451146079737,0.289231142695033,0.765010633458973,0.386493485966264
0.750371057373635,0.837864751296325,0.533013386876179,0.995302291538575,0.801522378044437,0.656400627118423,0.543475713092398,0.781313231487077,0.284611782781667,0.758907642365084,0.380558673335118
0.744871051222564,0.830724215334072,0.52749607725383,0.994866515982034,0.797268022821918,0.644248357554791,0.538046983375726,0.778172489936453,0.280165396122098,0.752873809284437,0.374825041022165
0.739445886359107,0.82354130103841,0.522123483570055,0.99440415319721,0.793065360612131,0.632247862836108,0.532758324161188,0.775086997590159,0.275881789173644,0.746908783614704,0.369281988770238
0.734094186700815,0.816322054617519,0.516889245201575,0.993914404371912,0.788913279715988,0.620407803166019,0.527603623157489,0.77205465625433,0.271751584654737,0.741012160201052,0.363919674456541
0.728814601998378,0.809072309033134,0.511787401664183,0.993396474602546,0.784810708395977,0.608735704668482,0.522577151937809,0.769073495934156,0.267766139322481,0.735183485664261,0.35872894564551
0.723605807888251,0.801797683936637,0.506812359551054,0.992849573450432,0.78075661257494,0.597238034375674,0.517673534173196,0.766141664007413,0.263917471684362,0.729422264081775,0.353701278596342
0.718466505854398,0.794503586158703,0.501958862866197,0.992272915505832,0.776749993728959,0.585920273730182,0.512887717139038,0.763257415557553,0.260198198250256,0.723727962094929,0.348828723775852
0.71339542311364,0.787195210721252,0.497221966336233,0.99166572095949,0.772789886952737,0.574786990127264,0.508214946091129,0.76041910471698,0.25660147715276,0.718100013505979,0.344103857065491
0.708391312436952,0.779877542338856,0.49259701134317,0.991027216181491,0.76887535917878,0.563841906116071,0.503650741165632,0.75762517689352,0.253120958146366,0.712537823420375,0.339519735966937
0.703452951917194,0.77255535737576,0.488079604170579,0.990356634307129,0.765005507534208,0.553087965962325,0.4991908765056,0.754874161771566,0.249750738146835,0.707040771982756,0.335069860207783
0.698579144692291,0.765233226224096,0.483665596297528,0.989653215829437,0.761179457821047,0.542527399349273,0.494831361357431,0.752164666994945,0.246485321597294,0.701608217749235,0.33074813623069
0.693768718631515,0.757915516068738,0.479351066510053,0.988916209197986,0.757396363107706,0.532161782058943,0.490568422914989,0.749495372451474,0.243319585051931,0.696239500733425,0.326548845118691
0.689020525991476,0.750606394004465,0.475132304629985,0.988144871423501,0.753655402420802,0.521992093532503,0.486398490718241,0.746865025090119,0.240248745455449,0.690933945159265,0.322466613568186
0.684333443047465,0.743309830471556,0.471005796686584,0.987338468687761,0.749955779527827,0.512018771257226,0.482318182438087,0.744272434210909,0.237268331669821,0.68569086194992,0.318496387571329
0.679706369705006,0.73602960297672,0.466968211378255,0.986496276958262,0.746296721802244,0.502241761968968,0.478324290900212,0.741716467175566,0.234374158861691,0.68050955097874,0.314633408512391
0.675138229095777,0.728769300067202,0.463016387690451,0.985617582607009,0.742677479163587,0.492660569693681,0.474413772218943,0.739196045493518,0.231562305416112,0.675389303105364,0.310873191419498
0.670627967161504,0.721532325527013,0.45914732355195,0.984701683032809,0.739097323085942,0.483274300680135,0.470583734927721,0.736710141243602,0.228829092086691,0.67032940201759,0.307211505144734
0.666174552228887,0.714321902765481,0.45535816542566,0.983747887286354,0.735555545668927,0.474081705299137,0.466831430006209,0.73425777379672,0.226171063130073,0.66532912589742,0.303644354272964
0.661776974578231,0.707141079369695,0.451646198742143,0.982755516697372,0.732051458765927,0.465081217002993,0.463154241715757,0.731838006808841,0.223584969204967,0.660387748927744,0.30016796258327
0.657434246008029,0.699992731793812,0.448008839094532,0.981723905503065,0.728584393164863,0.456270988453077,0.459549679165,0.729449945457424,0.22106775184363,0.655504542654473,0.296778757907436
0.653145399397477,0.692879570159708,0.444443624122613,0.980652401477015,0.725153697817277,0.447648924933949,0.45601536853618,0.727092733897415,0.218616529327483,0.650678777217384,0.293473358247673
0.64890948826857,0.685804143144962,0.440948206021796,0.97954036655772,0.721758739111933,0.439212715179837,0.452549045910426,0.724765552915764,0.216228583819059,0.645909722461652,0.290248559031324
0.644725586349224,0.678768842935693,0.437520344619655,0.978387177475861,0.718398900189513,0.43095985974399,0.449148550636953,0.722467617765682,0.213901349620154,0.641196648940833,0.287101321393824
0.640592787138631,0.671775910223313,0.434157900968828,0.977192226379397,0.7150735802953,0.422887697043886,0.445811819196992,0.720198176164014,0.211632402441412,0.636538828821049,0.28402876139307
0.636510203475895,0.664827439225775,0.430858831410403,0.97595492145553,0.711782194167047,0.414993427215805,0.442536879518439,0.717956506436844,0.209419449581874,0.631935536695164,0.281028140068771
0.632476967112816,0.65792538271539,0.427621182066672,0.974674687548574,0.708524171455494,0.4072741339113,0.439321845701756,0.715741915800055,0.207260320928601,0.627386050314919,0.278096854269494
0.62849222829157,0.651071557036763,0.42444308372628,0.973350966772727,0.705298956175204,0.399726804165841,0.43616491312166,0.713553738762962,0.205152960696616,0.622889651248253,0.275232428178204
0.624555155327901,0.644267647099794,0.421322747088505,0.97198321911872,0.70210600618362,0.392348346466645,0.433064353872695,0.711391335644352,0.203095419838204,0.618445625468362,0.272432505474206
0.620664934200332,0.637515211334098,0.41825845833665,0.970570923053307,0.698944792686416,0.385135607142655,0.430018512529925,0.709254091191341,0.201085849058374,0.614053263880447,0.269694842075715
0.616820768145835,0.630815686592472,0.415248575013484,0.969113576110527,0.695814799767376,0.378085385195006,0.427025802198764,0.707141413292425,0.199122492380096,0.609711862791579,0.267017299412831
0.613021877262283,0.624170392992349,0.412291522174178,0.967610695473677,0.692715523941195,0.371194445681252,0.424084700830469,0.705052731776946,0.197203681208854,0.60542072432859,0.264397838185696
0.609267498117976,0.617580538685333,0.409385788794576,0.966061818546905,0.689646473727717,0.364459531761259,0.421193747782007,0.702987497293937,0.195327828851386,0.601179156808507,0.26183451256697
0.605556883368446,0.611047224546088,0.406529924414628,0.964466503515315,0.686607169246263,0.357877375507156,0.418351540601006,0.700945180263991,0.193493425448083,0.596986475065607,0.259325464811723
0.601889301380698,0.604571448772894,0.403722535998683,0.962824329892509,0.683597141828774,0.351444707574117,0.415556732018259,0.698925269898391,0.191699033282664,0.592842000738845,0.256868920241313
0.598264035865021,0.598154111393218,0.400962284996006,0.961134899054441,0.68061593365065,0.345158265823132,0.412808027131828,0.696927273280263,0.189943282436385,0.588745062523064,0.254463182570989
0.594680385514423,0.591796018668597,0.398247884586333,0.959397834758498,0.677663097378183,0.339014802981398,0.41010418076823,0.694950714503009,0.188224866757271,0.584694996387115,0.252106629553698
0.591137663651746,0.585497887393987,0.395578097096631,0.95761278364669,0.674738195831633,0.333011093420485,0.407443995007443,0.692995133861684,0.186542540117748,0.580691145761736,0.249797708915146
0.587635197884478,0.57926034908759,0.392951731576419,0.955779415731882,0.671840801663018,0.327143939127193,0.404826316859654,0.691060087093367,0.184895112936612,0.576732861699812,0.247534934557378
0.584172329767228,0.573083954067907,0.390367641520095,0.953897424865973,0.668970497047773,0.321410174936901,0.402250036082661,0.689145144662945,0.183281448943564,0.572819503011412,0.245316883010169
0.580748414471855,0.566969175415485,0.387824722725683,0.951966529188952,0.666126873389513,0.315806673094299,0.399714083129817,0.687249891090993,0.181700462166578,0.568950436375779,0.243142190111358
0.577362820465176,0.560916412817449,0.3853219112803,0.949986471557802,0.663309531037145,0.310330347201751,0.39721742721923,0.685373924320768,0.180151114124205,0.565125036432314,0.241009547898878
0.574014929194195,0.554925996293544,0.382858181663437,0.947957019954205,0.660518079013681,0.304978155611075,0.394759074515691,0.683516855121527,0.178632411206549,0.561342685852371,0.238917701698738
0.570704134778765,0.548998189802904,0.380432544959882,0.945877967870054,0.657752134756099,0.299747104310334,0.392338066417526,0.68167830652567,0.177143402230134,0.557602775393566,0.236865447394521
0.567429843711588,0.543133194731284,0.378044047174759,0.943749134669803,0.655011323865676,0.294634249353241,0.389953477941153,0.679857913297355,0.175683176153181,0.55390470393817,0.234851628865212
0.564191474565442,0.53733115325894,0.375691767643763,0.941570365928696,0.652295279868244,0.289636698875095,0.387604416196743,0.678055321430474,0.174250859939027,0.550247878516978,0.232875135579231
0.560988457707536,0.531592151609719,0.373374817532201,0.93934153374598,0.649603643983852,0.284751614735599,0.385290018948859,0.676270187674004,0.172845616556475,0.546631714319994,0.230934900333569
0.55782023502086,0.525916223182287,0.371092338416972,0.937062537032226,0.646936064905357,0.279976213825706,0.383009453256468,0.674502179082925,0.171466643106837,0.543055634695136,0.229029897127798
0.554686259632402,0.520303351564757,0.36884350094603,0.934733301769932,0.644292198585499,0.275307769072522,0.380761914187111,0.672750972593049,0.170113169068302,0.539519071136033,0.227159139163582
0.55158599564812,0.51475347343424,0.366627503570321,0.932353781246613,0.64167170803203,0.2707436101735,0.378546623600428,0.671016254618192,0.168784454649054,0.536021463259988,0.225321676961034
0.548518917894516,0.509266481343089,0.364443571343551,0.929923956259649,0.63907426311052,0.266281124088475,0.376362828996612,0.66929772066828,0.167479789241276,0.532562258776983,0.223516596583947
0.54548451166669,0.503842226393842,0.362290954785471,0.927443835292205,0.636499540354444,0.261917755315652,0.374209802425656,0.667595074987063,0.166198489968835,0.529140913450628,0.221743017966575
0.54248227248273,0.498480520805036,0.360168928804704,0.924913454659581,0.63394722278223,0.257651005975399,0.372086839453598,0.665908030208221,0.164939900322006,0.52575689105183,0.220000093335158
0.539511705844299,0.49318114037023,0.358076791677412,0.922332878625414,0.631416999720918,0.253478435723569,0.369993258182222,0.664236307028716,0.163703388873168,0.522409663305906,0.21828700571795
0.536572327003291,0.487943826812698,0.35601386407838,0.91970219948722,0.62890856663614,0.249397661514142,0.367928398318933,0.662579633898354,0.162488348067851,0.519098709833809,0.216602967537947
0.5336636607344,0.482768290038388,0.35397948816132,0.917021537630806,0.626421624968119,0.245406357229217,0.365891620293767,0.660937746724573,0.161294193085971,0.515823518088096,0.21494721928296
0.530785241113479,0.477654210289802,0.351973026685434,0.914291041553163,0.623955881973412,0.241502253192683,0.36388230442069,0.659310388591555,0.160120360768515,0.512583583284178,0.213319028248077
0.52793661130154,0.472601240203547,0.349993862185484,0.911510887853495,0.621511050572156,0.237683135582431,0.361899850100555,0.657697309492811,0.158966308605261,0.5093784083274,0.211717687345908
0.525117323334276,0.46760900677433,0.348041396182803,0.908681281192137,0.619086849200551,0.233946845754542,0.359943675063272,0.656098266076462,0.157831513779499,0.506207503736407,0.210142513980352
0.522326937916941,0.462677113228247,0.346115048434845,0.905802454217142,0.616683001668368,0.23029127949164,0.358013214646878,0.654513021402482,0.156715472265993,0.503070387563248,0.20859284897993
0.519565024224485,0.45780514080819,0.344214256221055,0.902874667458423,0.614299237021254,0.226714386186383,0.35610792111141,0.652941344711222,0.155617697978722,0.499966585310616,0.207068055587002
0.516831159706796,0.452992650474255,0.342338473662969,0.899898209189385,0.611935289407627,0.223214167970042,0.354227262985556,0.65138301120257,0.154537721965207,0.496895629846597,0.205567518499457
0.514124929898921,0.448239184521977,0.34048717107661,0.896873395256059,0.609590897949983,0.219788678795091,0.352370724444247,0.649837801825171,0.15347509164442,0.49385706131727,0.204090642961689
0.511445928236143,0.443544268121259,0.338659834355357,0.893800568873823,0.607265806620401,0.21643602347987,0.350537804715448,0.648305503075132,0.152429370085554,0.490850427057464,0.202636853901904
0.508793755873782,0.438907410778798,0.33685596438159,0.890680100391859,0.604959764120103,0.213154356722529,0.348728017514522,0.646785906803707,0.151400135325075,0.487875281499972,0.201205595113013
0.506168021511611,0.434328107726809,0.335075076465525,0.887512387025589,0.602672523762877,0.209941882090754,0.346940890504644,0.645278810033471,0.150386979719687,0.48493118608347,0.199796328474513
0.503568341222748,0.429805841240782,0.333316699809753,0.884297852557366,0.60040384336222,0.206796850993039,0.345175964781857,0.643784014782522,0.149389509333013,0.482017709159391,0.198408533212994
0.50099433828692,0.425340081889001,0.331580376998084,0.881036947005814,0.598153485122049,0.203717561636711,0.343432794383416,0.642301327896302,0.148407343353923,0.47913442589798,0.19704170519901
0.498445643027979,0.420930289716472,0.329865663507395,0.877730146264242,0.595921215530831,0.200702357977293,0.341710945818196,0.640830560886614,0.147440113544624,0.476280918193712,0.195695356278244
0.495921892655556,0.416575915365867,0.328172127241258,0.874377951708643,0.593706805259007,0.197749628663317,0.34000999761796,0.639371529777481,0.146487463716709,0.473456774570288,0.194369013634997
0.493422731110747,0.412276401138041,0.326499348084194,0.870980889775873,0.591510029059575,0.194857805980196,0.338329539908426,0.637924054957483,0.145549049233534,0.470661590085347,0.193062219186193
0.490947808915719,0.408031181994601,0.324846917475474,0.867539511512635,0.589330665671707,0.192025364796391,0.336669173999062,0.636487961038241,0.144624536537353,0.467894966235073,0.191774529004191
0.488496783027129,0.403839686504963,0.32321443800146,0.864054392095993,0.587168497727293,0.189250821514665,0.335028511990665,0.635063076718745,0.143713602699796,0.465156510858824,0.190505512766789
0.486069316693262,0.399701337740255,0.32160152300552,0.860526130326188,0.585023311660287,0.186532733030908,0.333407176399805,0.633649234655224,0.142815934994329,0.462445838043914,0.189254753232945
0.48366507931478,0.39561555411636,0.320007796214635,0.856955348092585,0.582894897618769,0.183869695702705,0.331804799799264,0.632246271336294,0.141931230489439,0.459762568030664,0.188021845742805
0.481283746308987,0.391581750188328,0.318432891381841,0.85334268981366,0.580783049379594,0.181260344329499,0.33022102447368,0.630854026963107,0.141059195661385,0.457106327117834,0.186806397740713
0.478924998977516,0.387599337398325,0.316876451943716,0.849688821851961,0.578687564265568,0.178703351145989,0.328655502089625,0.629472345334282,0.140199546025392,0.454476747568525,0.185608028319983
0.476588524377341,0.383667724779188,0.315338130692171,0.845994431905055,0.576608243065015,0.176197424830137,0.327107893379398,0.628101073735358,0.139352005784289,0.451873467516633,0.184426367788268
0.474274015195033,0.379786319615641,0.313817589459823,0.842260228373524,0.574544889953693,0.173741309526964,0.325577867837872,0.626740062832583,0.138516307493606,0.449296130873951,0.183261057252433
0.471981169624163,0.375954528065094,0.3123144988183,0.838486939707089,0.572497312418936,0.171333783889129,0.324065103431735,0.625389166570804,0.137692191742231,0.446744387237969,0.182111748221924
0.469709691245764,0.372171755739935,0.310828537788844,0.834675313730039,0.570465321185973,0.168973660135117,0.322569286320549,0.624048242075287,0.136879406847799,0.44421789180045,0.180978102229661
0.467459288911787,0.368437408253122,0.309359393564616,0.830826116947114,0.568448730146317,0.166659783125698,0.321090110589036,0.622717149557277,0.136077708565999,0.441716305256832,0.179859790469545
0.465229676631445,0.364750891728828,0.30790676124415,0.826940133831105,0.566447356288181,0.164391029459201,0.319627277990077,0.621395752223116,0.135286859813063,0.439239293716502,0.178756493449746
0.46302057346039,0.361111613279827,0.306470343575425,0.823018166093393,0.564461019628825,0.162166306586016,0.318180497697898,0.620083916186772,0.134506630400746,0.436786528614005,0.177667900660958
0.460831703392621,0.357518981453249,0.305049850710047,0.819061031938737,0.56248954314879,0.159984551942635,0.316749486070982,0.618781510385611,0.133736796783126,0.434357686621198,0.176593710258873
0.458662795255077,0.353972406646252,0.303644999967087,0.815069565305607,0.560532752727926,0.15784473210544,0.315333966424235,0.617488406499273,0.132977141814619,0.431952449560419,0.175533628760148
0.456513582604822,0.350471301493118,0.302255515606105,0.811044615093408,0.558590477083186,0.155745841964362,0.313933668809998,0.616204478871507,0.132227454518626,0.42957050431867,0.174487370751222
0.454383803628751,0.347015081225203,0.300881128608957,0.806987044377935,0.556662547708096,0.153686903916476,0.312548329807484,0.614929604434845,0.131487529866254,0.427211542762854,0.173454658609324
0.452273201045768,0.343603164005125,0.299521576469971,0.802897729616434,0.554748798813866,0.151666967079502,0.311177692320265,0.613663662637972,0.130757168564627,0.424875261656099,0.17243522223509
0.450181522011347,0.34023497123651,0.298176602994117,0.798777559843642,0.552849067272076,0.149685106525143,0.309821505381435,0.612406535375697,0.130036176854263,0.422561362575164,0.171428798796216
0.448108518024424,0.336909927850557,0.296845958102812,0.794627435860177,0.550963192558886,0.147740422532139,0.308479523966123,0.611158106921394,0.129324366315098,0.420269551828963,0.170435132481629
0.446053944836556,0.333627462570635,0.295529397647017,0.79044826941468,0.54909101670073,0.145832039858862,0.307151508811004,0.609918263861811,0.128621553680702,0.417999540378209,0.169453974265653
0.444017562363277,0.330387008156075,0.294226683227303,0.786240982381075,0.547232384221425,0.143959107035248,0.305837226240519,0.608686895034155,0.127927560660293,0.415751043756194,0.168485081681717
0.441999134597607,0.327188001626263,0.292937582020582,0.782006505932331,0.545387142090675,0.142120795673815,0.304536447999502,0.607463891465349,0.127242213768168,0.413523781990716,0.167528218605131
0.439998429525643,0.324029884466083,0.291661866613206,0.777745779712087,0.543555139673903,0.140316299799507,0.303248951091929,0.60624914631337,0.126565344160184,0.411317479527138,0.166583155044529
0.438015219044184,0.320912102813744,0.29039931484016,0.773459751005502,0.54173622868338,0.138544835198055,0.301974517625533,0.605042554810579,0.125896787476945,0.409131865152613,0.165649666941559
0.436049278880323,0.317834107631933,0.289149709630088,0.769149373910659,0.53993026313061,0.136805638782551,0.30071293466203,0.603844014208978,0.125236383693388,0.406966671921457,0.16472753597844
0.434100388512978,0.314795354863224,0.287912838855905,0.764815608511843,0.538137099279923,0.13509796797789,0.299463994072711,0.602653423727285,0.124583976974451,0.404821637081667,0.163816549393042
0.432168331096282,0.311795305570638,0.286688495190742,0.760459420055991,0.536356595603254,0.133421100122739,0.298227492399183,0.60147068449978,0.123939415536531,0.402696502002599,0.162916499801119
0.430252893384799,0.308833426064159,0.285476475969021,0.75608177813357,0.534588612736046,0.131774331888671,0.29700323071903,0.60029569952684,0.123302551514481,0.40059101210379,0.162027185025399
0.428353865660517,0.305909188014039,0.284276583052428,0.751683655865136,0.532833013434272,0.130156978716092,0.295791014516199,0.59912837362709,0.122673240833858,0.398504916784915,0.161148407931198
0.426471041661559,0.303022068551625,0.283088622700589,0.747266029094768,0.531089662532523,0.128568374266593,0.29459065355591,0.59796861339112,0.12205134308821,0.396437969356893,0.160279976268287
0.424604218512588,0.300171550358455,0.281912405446243,0.742829875591553,0.529358426903126,0.12700786989134,0.293401961763897,0.596816327136684,0.121436721421143,0.394389926974116,0.159421702518724
0.422753196656831,0.297357121744297,0.280747745974747,0.738376174260254,0.527639175416278,0.125474834115124,0.292224757109821,0.595671424865354,0.12082924241297,0.392360550567802,0.158573403750387
0.420917779789713,0.294578276714788,0.279594463007716,0.733905904362253,0.525931778901154,0.123968652135684,0.291058861494659,0.594533818220538,0.12022877597172,0.39034960478046,0.157734901475966
0.41909777479403,0.291834515029306,0.278452379190635,0.729420044747823,0.524236110107954,0.122488725337922,0.289904100641933,0.593403420446838,0.119635195228325,0.38835685790146,0.156906021517169
0.417292991676636,0.289125342249662,0.277321320984298,0.724919573100731,0.522552043670883,0.121034470822617,0.288760303992612,0.592280146350676,0.119048376435779,0.386382081803702,0.156086593873919
0.415503243506602,0.286450269780176,0.276201118559894,0.720405465196148,0.520879456072008,0.119605320949275,0.287627304603537,0.591163912262157,0.118468198872109,0.38442505188136,0.155276452598339
0.413728346354804,0.283808814899662,0.275091605697624,0.715878694172755,0.519218225605987,0.118200722892717,0.286504939049237,0.590054635998104,0.117894544746989,0.382485546988706,0.154475435673293
0.411968119234909,0.281200500785859,0.273992619688679,0.71134022981994,0.517568232345643,0.116820138213048,0.285393047327005,0.588952236826237,0.11732729911182,0.380563349379985,0.153683384895324
0.410222384045718,0.278624856532753,0.272904001240479,0.706791037880884,0.515929358108341,0.115463042438623,0.284291472765095,0.587856635430446,0.116766349773149,0.378658244650351,0.152900145761778
0.408490965514829,0.276081417161277,0.271825594385017,0.702232079372304,0.514301486423171,0.114128924661661,0.283200061933925,0.586767753877116,0.116211587209264,0.376770021677826,0.152125567361949
0.406773691143593,0.273569723623805,0.270757246390203,0.69766430992157,0.512684502498889,0.112817287146129,0.282118664560173,0.585685515582465,0.115662904489836,0.374898472566286,0.151359502272082
0.405070391153324,0.271089322802868,0.269698807674095,0.693088679121863,0.511078293192614,0.111527644947574,0.281047133443647,0.584609845280871,0.11512019719848,0.373043392589461,0.150601806454064
0.403380898432729,0.268639767504458,0.268650131721888,0.688506129905972,0.509482746979248,0.110259525544517,0.279985324376831,0.583540668994126,0.114583363358105,0.371204580135919,0.149852339157659
0.401705048486537,0.26622061644632,0.267611075005585,0.683917597939299,0.507897753921599,0.10901246848111,0.278933096066999,0.582477914001614,0.114052303358942,0.369381836655045,0.14911096282614
0.400042679385278,0.263831434241552,0.266581496906212,0.679324011032564,0.506323205641194,0.107786025020692,0.277890310060802,0.581421508811352,0.113526919889129,0.367574966603978,0.148377543005181
0.398393631716201,0.261471791377864,0.265561259638517,0.674726288574677,0.504758995289762,0.106579757809943,0.276856830671241,0.580371383131888,0.113007117867755,0.365783777395508,0.147651948254875
0.396757748535293,0.259141264192808,0.264550228178038,0.670125340986161,0.503205017521353,0.105393240553304,0.275832524906922,0.579327467845002,0.112492804380261,0.36400807934691,0.14693405006476
0.395134875320372,0.256839434845257,0.263548270190454,0.66552206919349,0.501661168465104,0.104226057697357,0.274817262403531,0.578289694979204,0.111983888616093,0.3622476856297,0.146223722771716
0.393524859925226,0.254565891283445,0.262555255963143,0.660917364124624,0.500127345698606,0.103077804124868,0.273810915357421,0.577257997683983,0.111480281808521,0.360502412220315,0.145520843480649
0.391927552534768,0.252320227209796,0.26157105833886,0.656312106225994,0.498603448221873,0.101948084858183,0.272813358461259,0.576232310204794,0.110981897176541,0.358772077851674,0.144825291987813
0.390342805621197,0.25010204204283,0.260595552651461,0.651707165001136,0.49708937643189,0.100836514771715,0.271824468841639,0.575212567858749,0.110488649868758,0.357056503965632,0.144136950706707
