"Coptoborus pseudotenuis","Sampsonius dampfi","Ambrosiodmus tachygraphus","Xyleborus obesus","Xyleborus affinis","mutillatus","Xyleborus germanus","Xyleborus glabratus","Xyleborus xylographus","Xyleborus ferrugineus","Euwallacea fornicatus"
0.936240658856025,0.924113481991858,0.756595609605419,0.273067093169689,0.976716398443235,0.496849237585671,0.775885184711157,0.996084695126474,0.949309262142983,0.816835452027939,0.752180937777954
0.932262071088875,0.918549340753397,0.74568346232093,0.266617630251401,0.975753142939066,0.489421254010547,0.771186650293886,0.995694778026045,0.944860381197045,0.812974107386042,0.74686486930777
0.928187310734223,0.912804096107454,0.734804072097622,0.260459954204795,0.97478249852218,0.482226283696326,0.76656700345561,0.995280015707639,0.940199574265389,0.80917207123776,0.741640969577285
0.924019174113158,0.906882598189953,0.723969499110245,0.254574873518184,0.973804710285349,0.475253128931617,0.762023663013665,0.994839683367068,0.935327478587544,0.805427371806491,0.736506369101342
0.919760493515552,0.900789997222642,0.713190890196584,0.248944833766804,0.972820012210571,0.4684913201994,0.757554188100896,0.994373062732157,0.930245229023862,0.801738150776734,0.731458341214837
0.915414132278947,0.894531721568192,0.702478511169487,0.243553747517747,0.971828627990976,0.461931056191945,0.753156266965284,0.993879442444969,0.924954453670473,0.798102653723005,0.726494291612967
0.910982979948817,0.888113455290167,0.691841780845591,0.238386844922096,0.97083077176905,0.455563149835268,0.748827706959446,0.993358118451426,0.919457267388725,0.794519221598519,0.721611748932195
0.906469947529327,0.881541115330872,0.68128930635947,0.233430542128945,0.96982664880181,0.449378979610812,0.744566425563203,0.992808394397875,0.913756263252338,0.790986283139866,0.716808356240802
0.901877962833365,0.874820828423489,0.670828919369329,0.228672325098934,0.968816456061925,0.443370445559937,0.740370442306877,0.992229582034156,0.907854501936119,0.78750234806679,0.712081863327725
0.897209965940234,0.867958907856602,0.660467712798204,0.224100646762628,0.967800382782488,0.43752992943937,0.736237871483026,0.991621001622697,0.901755499090338,0.784066000974895,0.707430119694773
0.892468904768884,0.860961830209291,0.650212077792166,0.219704835775388,0.966778610952047,0.431850258565606,0.732166915550924,0.990981982353121,0.895463210764454,0.780675895834537,0.702851068170838
0.88765773077404,0.853836212173559,0.640067740613602,0.215475015376462,0.965751315765572,0.426324672945757,0.728155859151862,0.990311862761863,0.888982016962623,0.77733075102192,0.698342739078106
0.882779394772034,0.846588787578101,0.630039799222782,0.211402031074791,0.964718666036274,0.42094679534301,0.724203063664842,0.989609991156243,0.88231670343106,0.774029344819042,0.693903244889729
0.877836842902492,0.839226384723395,0.620132759334291,0.207477386064781,0.963680824572535,0.41571060396838,0.720306962241894,0.988875726042438,0.875472441793589,0.770770511328004,0.689530775326438
0.872833012731446,0.831755904133041,0.61035056976618,0.203693183427832,0.962637948523666,0.410610407527749,0.716466055270354,0.988108436556769,0.868454768166473,0.767553136752687,0.685223592846361
0.867770829500777,0.824184296820209,0.600696656928775,0.200042074304594,0.961590189697723,0.405640822385455,0.712678906216331,0.987307502899712,0.861269560396652,0.764376156007045,0.680980028488054
0.862653202528246,0.816518543161225,0.591173958326856,0.196517211332598,0.960537694854236,0.400796751633526,0.708944137809431,0.986472316772002,0.853923014078648,0.761238549614635,0.676798478031678
0.857483021761714,0.808765632460804,0.581784954973337,0.193112206737282,0.959480605974325,0.396073365879869,0.705260428533784,0.985602281812196,0.8464216175146,0.7581393408685,0.672677398447449
0.85226315449053,0.80093254328541,0.572531702634662,0.189821094544225,0.958419060510434,0.39146608558975,0.70162650939469,0.984696814035049,0.838772125788976,0.755077593224415,0.668615304604139
0.846996442216387,0.793026224632797,0.563415861847996,0.186638296448613,0.957353191617591,0.386970564833259,0.698041160933864,0.983755342270025,0.830981534134517,0.752052407903782,0.664610766213502
0.841685697685356,0.785053577997092,0.554438726667899,0.183558590936618,0.956283128367953,0.382582676307514,0.694503210469425,0.982777308599266,0.823057050768808,0.749062921685356,0.660662404989221
0.836333702082193,0.777021440379991,0.545601252115769,0.180577085303747,0.95520899595014,0.378298497516419,0.6910115295395,0.981762168794307,0.815006069381664,0.746108304867367,0.656768892001326
0.830943202387414,0.76893656828978,0.536904080318961,0.177689190258749,0.954130915854738,0.374114298003172,0.687565031530693,0.980709392750849,0.806836141452223,0.743187759383812,0.652928945209073
0.825516908897088,0.760805622761177,0.528347565338277,0.174890596839217,0.953049006047179,0.370026527541605,0.684162669474717,0.97961846492084,0.798554948571381,0.740300517060437,0.649141327157078
0.820057492904754,0.752635155420448,0.519931796692676,0.172177255397654,0.951963381129099,0.366031805202038,0.680803433998319,0.978488884741157,0.790170274940166,0.737445837997612,0.645404842821052
0.81456758454436,0.744431595611952,0.511656621598636,0.169545356445021,0.950874152489136,0.362126909215864,0.67748635141316,0.977320167058119,0.78168998020785,0.734623009068652,0.641718337590899
0.809049770792642,0.736201238594397,0.503521665948778,0.166991313163436,0.949781428444057,0.358308767570574,0.674210481933751,0.976111842547117,0.773121972805294,0.731831342523372,0.638080695380107
0.80350659362892,0.727950234807566,0.495526354060328,0.164511745421125,0.948685314371004,0.354574449273651,0.670974918012692,0.974863458126566,0.764474183919381,0.729070174687729,0.634490836851487
0.79794054834986,0.719684580203236,0.48766992722877,0.162103465141546,0.947585912831562,0.350921156229692,0.667778782783606,0.973574577365456,0.755754542243573,0.726338864751374,0.630947717750239
0.792354082036372,0.711410107627557,0.479951461125837,0.159763462894962,0.946483323688308,0.34734621568044,0.664621228603062,0.972244780883709,0.746970949627858,0.723636793635724,0.627450327336166
0.786749592169478,0.703132479236124,0.472369882083922,0.1574888955952,0.945377644214412,0.343847073162101,0.661501435683628,0.970873666744598,0.738131257738845,0.72096336293593,0.623997686907639
0.781129425391629,0.694857179917657,0.46492398231107,0.155277075196983,0.944268969196826,0.340421285938597,0.658418610810957,0.969460850838461,0.729243245827703,0.71831799393076,0.620588848410557
0.775495876409702,0.68658951169732,0.457612434082187,0.153125458300336,0.94315739103354,0.33706651687316,0.655371986138461,0.968005967256939,0.720314599690224,0.715700126654982,0.617222893126165
0.769851187035625,0.678334589086559,0.45043380295294,0.151031636578452,0.942042999825338,0.33378052870408,0.652360818053714,0.966508668656998,0.711352891889769,0.713109219029352,0.613898930432117
0.764197545360369,0.670097335342628,0.443386560043155,0.14899332795404,0.940925883462467,0.330561178693475,0.649384386111269,0.96496862661397,0.702365563300313,0.710544746043772,0.61061609663167
0.758537085056849,0.661882479597943,0.436469093436459,0.147008368456894,0.939806127706559,0.327406413620686,0.646441992027038,0.963385531962876,0.693359906013489,0.708006198989576,0.60737355384631
0.752871884807106,0.653694554816872,0.429679718742444,0.145074704702209,0.938683816268167,0.324314265094389,0.643532958729807,0.9617590951273,0.684343047640617,0.705493084737287,0.604170488967517
0.747203967849019,0.64553789653556,0.42301668886688,0.143190386935239,0.937559030880192,0.321282845159711,0.640656629465839,0.960089046435094,0.675321937028201,0.70300492505649,0.601006112663717
0.741535301637673,0.637416642338942,0.416478203034518,0.141353562593248,0.936431851367504,0.318310342178701,0.637812366952877,0.9583751364202,0.666303331393555,0.700541255974778,0.597879658438798
0.735867797616442,0.629334732028038,0.410062415107826,0.139562470340505,0.935302355712995,0.315395016964281,0.634999552580135,0.956617136109898,0.657293784876124,0.698101627172984,0.594790381738846
0.730203311092769,0.621295908430098,0.403767441243644,0.137815434536327,0.934170620120306,0.312535199149473,0.632217585651178,0.954814837296822,0.648299638489682,0.695685601414146,0.591737559104017
0.724543641213617,0.613303718803954,0.397591366928252,0.136110860100006,0.933036719073457,0.309729283775204,0.629465882666833,0.952968052795058,0.639327011451183,0.693292754003867,0.588720487362718
0.718890531035522,0.605361516793198,0.391532253429835,0.134447227739843,0.931900725393552,0.306975728081312,0.626743876645483,0.951076616679728,0.630381793853467,0.690922672279936,0.585738482865453
0.713245667684211,0.597472464880274,0.385588143705633,0.132823089516573,0.930762710292772,0.304273048486645,0.624051016478337,0.949140384509416,0.621469640641387,0.688574955129222,0.582790880755917
0.707610682598763,0.589639537295473,0.379757067799472,0.131237064714205,0.929622743425806,0.301619817745259,0.621386766317431,0.947159233530871,0.612595966844288,0.686249212530048,0.579877034277093
0.701987151855332,0.581865523335861,0.374037047763644,0.129687835993742,0.928480892938889,0.29901466226671,0.618750604994292,0.945133062865429,0.603765944012015,0.683945065118371,0.576996314110243
0.696376596565531,0.574153031050534,0.368426102137463,0.128174145807474,0.927337225516585,0.296456259589418,0.61614202546737,0.943061793676614,0.594984497796856,0.681662143776223,0.574148107744883
0.690780483344608,0.566504491250086,0.362922250013118,0.126694793053509,0.926191806426458,0.293943335996887,0.613560534296452,0.940945369318423,0.586256306619917,0.679400089241004,0.571331818877931
0.685200224844693,0.558922161799829,0.35752351471786,0.125248629951997,0.925044699561741,0.291474664267374,0.61100565114244,0.938783755463834,0.577585801357426,0.677158551734308,0.568546866840353
0.679637180348432,0.551408132158163,0.3522279271399,0.123834559126131,0.923895967482143,0.289049061548272,0.608476908290963,0.936576940213094,0.56897716598024,0.674937190609078,0.565792686049749
0.674092656418481,0.543964328123316,0.347033528723879,0.12245153087245,0.922745671452877,0.28666538734717,0.605973850198417,0.934324934181402,0.560434339078419,0.672735674013956,0.563068725487441
0.668567907598424,0.536592516753724,0.341938374160219,0.121098540606306,0.921593871482024,0.284322541632103,0.603496033059132,0.932027770565602,0.551961016201997,0.67055367857379,0.560374448198685
0.663064137160821,0.529294311429291,0.336940533791249,0.119774626469525,0.920440626356329,0.282019463034074,0.601043024392435,0.929685505189589,0.54356065294904,0.668390889085345,0.557709330814767
0.657582497898214,0.522071177022851,0.33203809575555,0.118478867088415,0.919285993675494,0.279755127145439,0.598614402648483,0.927298216528122,0.535236468732591,0.666246998227296,0.555072863095787
0.652124092953066,0.514924435153201,0.327229167890649,0.117210379471207,0.918130029885087,0.277528544908181,0.596209756831811,0.924866005708809,0.526991451159167,0.664121706283697,0.552464547493026
0.646689976682757,0.50785526949313,0.322511879412902,0.115968317034942,0.916972790308103,0.275338761086532,0.593828686141607,0.922388996492056,0.518828360953014,0.662014720880128,0.549883898729878
0.64128115555588,0.500864731107887,0.317884382392172,0.114751867752615,0.915814329175276,0.273184852818821,0.591470799627789,0.919867335228817,0.510749737362202,0.659925756731811,0.547330443400354
0.635898589076281,0.493953743801523,0.313344853037746,0.113560252412125,0.914654699654194,0.271065928243723,0.589135715862043,0.917301190796026,0.50275790398499,0.657854535403014,0.544803719584274
0.630543190731382,0.487123109450481,0.30889149281085,0.112392722979237,0.913493953877285,0.26898112519648,0.586823062622992,0.914690754509641,0.49485497495735,0.655800785077125,0.542303276478278
0.625215828961517,0.480373513305664,0.304522529378042,0.111248561057407,0.912332142968729,0.266929609970924,0.584532476594769,0.912036240015251,0.487042861445406,0.653764240336793,0.539828674041868
0.61991732814716,0.473705529246054,0.300236217418803,0.110127076437852,0.911169317070357,0.264910576143435,0.582263603078277,0.909337883156278,0.479323278389437,0.651744641953607,0.537379482657721
0.614648469611054,0.467119624968646,0.296030839299708,0.109027605733752,0.910005525366574,0.26292324345522,0.580016095714476,0.906595941819814,0.471697751449238,0.649741736686789,0.534955282805573
0.609409992632434,0.460616167101147,0.291904705626679,0.107949511092972,0.908840816108368,0.260966856749544,0.577789616219088,0.903810695760199,0.464167624103766,0.647755277090424,0.532555664749004
0.604202595470658,0.454195426225456,0.287856155685988,0.106892178984081,0.90767523663645,0.259040684960765,0.575583834128126,0.90098244640049,0.45673406486125,0.645785021328775,0.530180228234506
0.599026936395731,0.4478575818014,0.283883557783925,0.105855019050857,0.90650883340355,0.257144020152222,0.573398426553713,0.898111516611999,0.449398074539174,0.643830732999276,0.527828582202238
0.593883634723346,0.441602726981643,0.279985309494311,0.104837463030813,0.905341651995933,0.255276176600228,0.571233077949677,0.895198250472147,0.442160493576763,0.641892180962786,0.52550034450791
0.588773271852194,0.435430873309953,0.276159837822331,0.103838963733626,0.904173737154154,0.253436489921603,0.569087479886425,0.892243013000899,0.435022009345748,0.639969139180753,0.523195141655282
0.583696392301459,0.429341955296261,0.272405599292578,0.102858994075623,0.903005132793093,0.251624316242316,0.56696133083467,0.889246189876102,0.427983163428338,0.638061386558935,0.520912608538778
0.578653504746538,0.42333583486309,0.268721079968543,0.101897046166789,0.901835882021313,0.249839031404989,0.564854335957558,0.886208187128099,0.421044358834281,0.636168706797341,0.518652388195739
0.57364508305116,0.417412305658943,0.265104795410285,0.100952630446979,0.900666027159749,0.248080030213152,0.562766206910803,0.883129430814006,0.414205867131829,0.634290888246096,0.516414131567892
0.5686715672942,0.411571097235273,0.261555290576453,0.100025274868297,0.899495609759787,0.246346725710243,0.560696661650457,0.880010366672109,0.407467835470211,0.632427723766943,0.514197497271603
0.56373336478962,0.405811879084493,0.258071139676384,0.0991145241207661,0.898324670620739,0.244638548491517,0.558645424247946,0.876851459756856,0.400830293473844,0.630579010600096,0.512002151376523
0.558830851098094,0.400134264537323,0.254650945977518,0.0982199388986625,0.897153249806743,0.242954946047086,0.556612224712034,0.873653194054968,0.39429315999105,0.628744550236197,0.509827767192254
0.553964371028954,0.394537814518524,0.251293341572988,0.0973410952050371,0.895981386663131,0.241295382134473,0.554596798817407,0.870416072083233,0.387856249682405,0.626924148293134,0.507674025062681
0.549134239631267,0.389022041160708,0.247996987113817,0.0964775836921314,0.894809119832262,0.239659336179117,0.552598887939561,0.867140614468561,0.381519279436073,0.625117614397492,0.505540612167638
0.544340743172888,0.383586411276544,0.244760571509824,0.0956290090355475,0.89363648726886,0.238046302701387,0.550618238895728,0.863827359510947,0.375281874599548,0.623324762070418,0.503427222331583
0.539584140106501,0.378230349690208,0.241582811602987,0.0947949893401766,0.89246352625488,0.236455790768739,0.548654603791538,0.860476862729981,0.369143575019148,0.621545408617697,0.501333555838982
0.534864662021712,0.372953242429408,0.238462451816696,0.0939751555760242,0.891290273413907,0.234887323471722,0.546707739873203,0.857089696395613,0.363103840880413,0.619779375023855,0.499259319256125
0.530182514582373,0.367754439779748,0.235398263784066,0.0931691510421935,0.890116764725121,0.233340437422634,0.544777409384942,0.853666449043871,0.357162058344147,0.618026485850091,0.497204225259088
0.525537878448407,0.362633259203548,0.232389045958177,0.0923766308574024,0.888943035536839,0.231814682275678,0.542863379431445,0.850207724978295,0.351317544974381,0.616286569135885,0.495167992467595
0.520930910181462,0.357588988125596,0.229433623206888,0.0915972614755173,0.887769120579655,0.230309620267552,0.540965421845143,0.846714143757843,0.345569554955873,0.614559456304098,0.493150345284528
0.516361743133845,0.352620886588553,0.226530846394628,0.0908307202246833,0.886595053979192,0.228824825777447,0.53908331305809,0.843186339672067,0.339917284100009,0.612844982069437,0.491151013740854
0.511830488320214,0.347728189780981,0.223679591953365,0.0900766948687229,0.88542086926848,0.227359884905512,0.537216833978244,0.839624961204361,0.334359874639035,0.611142984350107,0.489169733345747
0.507337235271623,0.342910110441196,0.220878761444742,0.089334883189559,0.88424659939998,0.225914395068871,0.535365769869982,0.836030670484125,0.328896419809618,0.609453304182539,0.487206244941695
0.502882052871535,0.338165841140243,0.21812728111521,0.0886049925894977,0.883072276757263,0.224487964614345,0.533529910238657,0.832404142728678,0.323525968227509,0.607775785639046,0.485260294564392
0.498464990173528,0.333494556447499,0.215424101445806,0.087886739712279,0.881897933166356,0.223080212447075,0.531709048719036,0.828746065675783,0.318247528055961,0.606110275748288,0.483331633307217
0.494086077200453,0.328895414982467,0.21276819669806,0.0871798500818711,0.880723599906776,0.221690767674287,0.529902982967454,0.825057139007658,0.313060070971142,0.604456624418433,0.481420017190129
0.489745325724841,0.324367561356395,0.210158564457413,0.0864840577580479,0.879549307722255,0.220319269263466,0.528111514557544,0.821338073767342,0.307962535928431,0.602814684362886,0.479525207032793
0.485442730030453,0.319910128007451,0.207594225175343,0.0857991050078488,0.878375086831171,0.218965365714283,0.526334448879386,0.817589591768325,0.302953832733951,0.6011843110285,0.477646968331783
0.481178267654883,0.315522236933164,0.205074221711318,0.0851247419920725,0.877200966936701,0.217628714743609,0.524571595041942,0.813812424998305,0.298032845426142,0.599565362526148,0.475785071141692
0.476951900113155,0.311203001323889,0.202597618875561,0.08446072646601,0.876026977236694,0.21630898298302,0.52282276577865,0.810007315017982,0.293198435472495,0.597957699563575,0.473939289960005
0.472763573602361,0.306951527101026,0.200163502973527,0.0838068234936695,0.874853146433284,0.215005845688207,0.521087777356046,0.80617501235579,0.288449444786894,0.596361185380427,0.472109403615596
0.46861321968733,0.30276691436372,0.197770981352877,0.0831628051747884,0.873679502742257,0.21371898645976,0.519366449485305,0.802316275899435,0.283784698573218,0.594775685685376,0.470295195160699
0.464500755967449,0.298648258747707,0.195419181953663,0.0825284503839719,0.872506073902161,0.212448096974782,0.517658605236566,0.798431872285154,0.279203008001015,0.593201068595254,0.468496451766233
0.460426086724716,0.294594652699967,0.193107252862364,0.0819035445213336,0.871332887183193,0.211192876728875,0.51596407095597,0.794522575285556,0.274703172719224,0.591637204576125,0.466712964620351
0.456389103553183,0.29060518667273,0.190834361870321,0.0812878792740536,0.870159969395849,0.209953032787999,0.514282676185265,0.790589165196923,0.270283983213963,0.5900839663862,0.46494452883009
0.452389685969945,0.286678950240388,0.188599696037065,0.0806812523882989,0.868987346899366,0.20872827954979,0.512614253583917,0.78663242822685,0.265944223016455,0.58854122902055,0.463190943326022
0.448427702007867,0.282815033142707,0.186402461258983,0.0800834674509865,0.867815045609938,0.207518338513902,0.510958638853605,0.782653155883041,0.261682670767176,0.587008869657529,0.461452010769767
0.444503008790272,0.27901252625774,0.184241881843677,0.0794943336808976,0.866643091008742,0.20632293806098,0.509315670665027,0.778652144364134,0.257498102142288,0.585486767606838,0.459727537464305
0.440615453087812,0.275270522507684,0.182117200090356,0.0789136657286785,0.865471508149756,0.205141813239882,0.507685190586929,0.774630193953347,0.253389291648336,0.583974804259194,0.458017333266941
0.436764871857785,0.271588117700895,0.180027675876545,0.0783412834852926,0.864300321667395,0.203974705562802,0.506067043017261,0.770588108415767,0.249355014291166,0.582472863037508,0.456321211504867
0.432951092766155,0.267964411313127,0.177972586251324,0.0777770118985072,0.863129555783952,0.202821362807937,0.504461075116412,0.766526694400045,0.245394047124875,0.580980829349547,0.454638988893197
0.429173934692572,0.264398507211009,0.175951225035329,0.0772206807970288,0.86195923431687,0.201681538829384,0.502867136742405,0.762446760845287,0.241505170686521,0.579498590542004,0.452970485455416
0.425433208218669,0.260889514320669,0.173962902427642,0.0766721247219146,0.86078938068584,0.200554993373961,0.50128508038803,0.758349118393849,0.237687170322187,0.578026035855935,0.45131552444613
0.421728716099965,0.257436547244283,0.172006944619738,0.0761311827649145,0.859620017919723,0.19944149190465,0.499714761119801,0.754234578810783,0.233938837409847,0.576563056383511,0.449673932276057
0.41806025372167,0.254038726827281,0.170082693416557,0.0755976984134119,0.858451168663327,0.198340805430381,0.498156036518704,0.750103954410601,0.230258970484345,0.57510954502603,0.448045538439174
0.414427609538721,0.250695180678797,0.168189505864803,0.0750715194016525,0.857282855184009,0.197252710341907,0.496608766622654,0.745958057492039,0.226646376269613,0.573665396453157,0.446430175441943
0.410830565500389,0.247405043647886,0.166326753888514,0.0745524975679657,0.85611509937814,0.196176988253501,0.495072813870614,0.741797699781452,0.223099870623135,0.572230507063339,0.444827678734549
0.407268897459781,0.244167458257899,0.164493823931927,0.0740404887176999,0.854947922777417,0.195113425850238,0.493548043048301,0.737623691885451,0.219618279397455,0.570804774945352,0.443237886644077
0.403742375568578,0.240981575101357,0.162690116609661,0.0735353524916048,0.853781346555031,0.194061814740633,0.492034321235444,0.733436842753367,0.216200439223365,0.569388099840949,0.441660640309571
0.400250764657364,0.237846553197514,0.16091504636421,0.0730369522394136,0.852615391531701,0.193021951314427,0.490531517754528,0.72923795915009,0.212845198219257,0.567980383108556,0.440095783618898
0.396793824601873,0.234761560314753,0.159168041130721,0.0725451548983833,0.851450078181575,0.191993636605284,0.489039504120967,0.725027845139809,0.209551416630917,0.566581527687999,0.438543163147367
0.393371310675519,0.23172577325985,0.157448542009022,0.0720598308765717,0.850285426637994,0.190976676158234,0.487558153994683,0.720807301581144,0.206317967405891,0.565191438066206,0.437002628098044
0.389982973888541,0.228738378136032,0.155756002942864,0.0715808539406345,0.849121456699142,0.189970879901646,0.48608734313301,0.716577125634127,0.203143736706365,0.56381002024387,0.435474030243701
0.38662856131412,0.225798570571713,0.154089890406302,0.0711081011079407,0.847958187833561,0.188976062023566,0.484626949344903,0.712338110279459,0.200027624364335,0.562437181703019,0.43395722387035
0.383307816401804,0.222905555921654,0.152449683097161,0.0706414525428149,0.84679563918556,0.187992040852236,0.483176852446404,0.708091043850455,0.196968544282675,0.561072831375487,0.432452065722308
0.380020479278598,0.220058549442256,0.150834871637501,0.0701807914567217,0.845633829580498,0.187018638740636,0.481736934217308,0.703836709578022,0.193965424785546,0.559716879612231,0.430958414948747
0.376766287038047,0.217256776442592,0.149244958281009,0.0697260040122203,0.844472777529963,0.186055681954889,0.480307078359013,0.699575885149015,0.191017208921429,0.558369238153483,0.429476133051674
0.373544974017656,0.214499472412697,0.147679456627206,0.0692769792305245,0.843312501236841,0.185103000566378,0.478887170453497,0.695309342278282,0.188122854721892,0.557029820099706,0.428005083835303
0.370356272064985,0.211785883130596,0.1461378913424,0.0688336089025093,0.842153018600274,0.184160428347429,0.477477097923394,0.691037846294643,0.185281335419078,0.555698539883317,0.426545133356766
0.367199910792748,0.209115264749437,0.144619797887262,0.0683957875030184,0.840994347220526,0.183227802670432,0.47607674999313,0.686762155741071,0.182491639624723,0.554375313241172,0.42509614987813
0.364075617823235,0.206486883866052,0.143124722250927,0.0679634121083276,0.83983650440374,0.182304964410253,0.474686017651083,0.682483021989261,0.179752771473371,0.553060057187762,0.423658003819673
0.360983119022402,0.203900017572196,0.141652220691514,0.0675363823166324,0.838679507166601,0.181391757849823,0.473304793612746,0.678201188868787,0.177063750732347,0.551752689989128,0.422230567714377
0.357922138723918,0.201353953489645,0.140201859482948,0.067114600171429,0.83752337224091,0.180488030588783,0.471932972284845,0.673917392310968,0.174423612880853,0.550453131137437,0.420813716163605
0.354892399943501,0.198847989790275,0.138773214667978,0.0666979700876681,0.836368116078057,0.179593633455063,0.470570449730388,0.669632360007585,0.171831409160496,0.549161301326231,0.419407325793926
