"Xylosandrus compactus","Xyleborus affinis","Xyleborus glabratus","Xylosandrus crassiusculus","Ambrosiodmus obliquus","Coptoborus pseudotenuis","Xyleborus germanus","Sampsonius dampfi","Euwallacea validus","Xyleborinus saxeseni","Xyleborus obesus","mutillatus","Xyleborus ferrugineus","Ambrosiodmus tachygraphus","Euwallacea fornicatus","Xyleborus posticus","Xylosandrus morigerus","Xyleborus xylographus","Xyleborus seriatus","Ambrosiodmus rubricollis"
0.518158643530698,0.605072455066845,0.996064220513205,0.710293903224632,0.227387719322229,0.825048880040814,0.512832116950054,0.552822735031264,0.72785192377422,0.526277712870895,0.213969947101424,0.480004969625343,0.603939071484228,0.432676350657312,0.552463678162128,0.274221775806535,0.719670261523576,0.853043872653847,0.375902967914087,0.578250651049469
0.511205514903686,0.601325727806375,0.995626355308335,0.706026995141803,0.22177133505289,0.816152414325926,0.507285704550145,0.538435219171504,0.720157420013912,0.519399797998428,0.207832112299696,0.470831787507826,0.598554063502519,0.420375725944901,0.545936458848008,0.268796043659605,0.71385917005608,0.842115503605667,0.368741115469336,0.566216868966863
0.504476243529711,0.597690537115096,0.995156785245018,0.701865325898592,0.216434160114792,0.80721806059278,0.501919453970989,0.524458077544669,0.712590049399749,0.512740399930702,0.202020048652531,0.461978060334431,0.593322902269009,0.408571653372052,0.539608204327138,0.263613289008607,0.708170530958391,0.830926113211469,0.361868684913994,0.554502796653343
0.497959066031191,0.594160503513902,0.994654396477422,0.69780369182834,0.211355625867858,0.798256103536292,0.496723155778806,0.510887897580393,0.70514783943313,0.506288110796746,0.196509021094825,0.453428187238167,0.588237574627548,0.397241833839174,0.533468668213108,0.258656647305745,0.70259966282798,0.819498794401873,0.355267843455206,0.543102536676395
0.491643089291965,0.590729787451548,0.994118081424822,0.693837285571408,0.206517150320137,0.789276297740732,0.491687433770468,0.497719799749076,0.697828773016868,0.500032364838591,0.191276704098032,0.44516751569386,0.583290685839488,0.386364705645654,0.527508362309319,0.253910828600489,0.697142163921575,0.807856929421722,0.348922230128839,0.532009734940629
0.485518206814904,0.587393029306056,0.993546739682591,0.689961655356786,0.201901902674336,0.7802878769982,0.48680365627987,0.484947687272546,0.690630800443516,0.493963357420123,0.186302898182505,0.437182275395531,0.578475396191787,0.375919493639234,0.521718482844554,0.249361934018451,0.691793888500404,0.796024029328504,0.342816804016825,0.521217683607828
0.479575024998408,0.584145297570437,0.992939278947869,0.686172669512415,0.197494600723989,0.771299564817363,0.482063859076687,0.472564465843438,0.683551849711383,0.488071973663949,0.181569285191643,0.429459516975793,0.573785365678353,0.365886238901366,0.516090845619873,0.244997297734696,0.686550925799349,0.784023581150088,0.336937711189644,0.510719409447198
0.473804797932482,0.580982043909535,0.99229461595964,0.6824664854047,0.193281335855274,0.762319585993986,0.47746067807062,0.4605622361241,0.67658983540128,0.482349725353353,0.17705921633061,0.421987055257882,0.569214705532656,0.35624581305353,0.510617828782715,0.24080535035066,0.681409581260223,0.771878904021788,0.331272167691472,0.500507749474367
0.468199369543586,0.57789906401553,0.99161167745272,0.678839522148572,0.189249421348798,0.753355679113424,0.472987290349902,0.448932461678606,0.669742666311123,0.476788694959802,0.172757528001935,0.414753416732593,0.564757935602742,0.346979920515883,0.505292322158337,0.236775500325032,0.676366359727752,0.759613015399262,0.325808356322184,0.490575415509777
0.462751122103659,0.574892463380921,0.990889401125086,0.675288436542383,0.185387260428705,0.744415109856359,0.468637362335976,0.437666114844367,0.663008252015952,0.471381485838408,0.16865038130667,0.407747790960462,0.560409946730961,0.338071091428495,0.500107682242506,0.2328980307011,0.67141795035437,0.747248508213693,0.320535335327596,0.480915049086543
0.457452930271395,0.571958627261032,0.990126736617766,0.671810101773066,0.181684231114108,0.735504684982218,0.464405004040419,0.426753802884262,0.656384508496287,0.466121177782734,0.164725121762137,0.400959985611672,0.556165967439282,0.329502667434275,0.495057692101196,0.229164008848963,0.666561212998841,0.734807439605825,0.315442957403052,0.471519267961492
0.452298119959659,0.569094194221354,0.98932264650645,0.668401588510922,0.178130585420725,0.726630766869378,0.460284728576024,0.416185876585125,0.649869362957209,0.461001287253082,0.160970156346293,0.394380384870817,0.552021534333703,0.321258782102597,0.490136525539447,0.225565207325662,0.661793165935825,0.722311231651655,0.310521797658115,0.462380705327872
0.447280431427209,0.566296032765027,0.988476107303808,0.665060148073861,0.174717360862326,0.717799288497117,0.456271416209196,0.405952523290363,0.643460757943329,0.456015731693985,0.157374845438472,0.387999910949646,0.547972465733474,0.313324337427878,0.485338714997584,0.222094034268929,0.657110974720037,0.709780584280165,0.305763089391546,0.45349204269176
0.442393986079706,0.563561220617133,0.987586110471417,0.661783197390455,0.171436302530622,0.709015768760903,0.452360282351935,0.396043846178707,0.63715665484024,0.451158797441209,0.153929407605831,0.381809988467476,0.544014838106718,0.30568497755475,0.480659122712649,0.218743471995554,0.652511942070803,0.697235400386395,0.301158666693628,0.444846037254185
0.437633256537608,0.560887026309192,0.986651663440061,0.658568305532126,0.168279794302848,0.700285328019901,0.448546848983225,0.386449931431032,0.630955036840784,0.446425110789213,0.150624835499373,0.375802511475535,0.540144964956715,0.298327060650243,0.476092914749309,0.215507022684999,0.64799349866135,0.684694722964832,0.29670091303342,0.436435544535559
0.432993039589571,0.558270892762132,0.985671790637087,0.65541318161868,0.165240797949901,0.691612703783125,0.444826919065566,0.377160904765382,0.624853911443988,0.441809611849381,0.147452821384994,0.369969812917671,0.536359377855232,0.291237629654358,0.471635537560053,0.212378660201694,0.643553194712725,0.672176683930604,0.292382715106594,0.428253536886342
0.428468431701457,0.555710422611412,0.984645534519378,0.652315663929703,0.162312799103323,0.683002266448452,0.441196553585617,0.368166978668398,0.618851312545608,0.437307530879373,0.144405691053327,0.364304636335465,0.53265480936275,0.284404382486267,0.46728269678121,0.209352787252589,0.639188692305416,0.659698464160897,0.288197421319075,0.420293118446603
0.424054806794633,0.55320336505573,0.983571956610426,0.649273710077971,0.1594897591939,0.674458035016462,0.43765205090072,0.359458491510159,0.61294530217159,0.432914366806285,0.14147634503491,0.358800109640563,0.529028177611869,0.277815642157812,0.463030338010811,0.206424197195605,0.634897758332908,0.647276264176692,0.284138804366034,0.412547537045736
0.419747796044356,0.550747604042213,0.982450138539868,0.64628538812089,0.156766072603724,0.665983692708777,0.434189928117475,0.351025939599371,0.607133971899198,0.428625867702337,0.13865820620079,0.353449720790997,0.525476572360874,0.271460327143963,0.458874629347686,0.20358803991403,0.630678258030931,0.634925284795431,0.280201027437289,0.405010193471022
0.415543269480628,0.548341147627402,0.981279183083813,0.643348868502782,0.154136528381875,0.657582602428036,0.43080690426594,0.342860003116935,0.601415444004924,0.424438013002468,0.135945172958065,0.348247295221328,0.521997242350313,0.265327922277185,0.454811945499697,0.200839791255251,0.626528149024264,0.62265971701755,0.276378613641231,0.397674648478858
0.411437319201018,0.545982118375527,0.980058215204138,0.640462416734994,0.151596275965046,0.649257822003864,0.427499885064655,0.334951566757883,0.59578787237339,0.420346997279507,0.133331577359186,0.34318697488854,0.518587583817478,0.259408450365845,0.450838853293231,0.198175225602325,0.622445475839966,0.61049274036292,0.272666418291455,0.390534627874413
0.407426244028197,0.543668744674348,0.978786383084921,0.637624386732923,0.14914079442141,0.641012119176094,0.424265949098585,0.32729173581401,0.590249443197274,0.416349215415147,0.13081214753663,0.338263198806923,0.515245130042317,0.253692444682901,0.446952098436919,0.195590391206083,0.61842836484191,0.598436528845302,0.269059603745,0.383584025943316
0.403506535464985,0.541399352864694,0.977462859164068,0.6348332147393,0.146765864801312,0.632847986272999,0.421102335254965,0.31987184834173,0.584798375494583,0.412441249024357,0.128381973953289,0.333470684955519,0.511967541814353,0.24817092242792,0.443148593410401,0.193081587955636,0.614475019546681,0.586502263762159,0.26555361651947,0.376816907482172
0.399674864817016,0.539172360093403,0.976086841158137,0.632087413771929,0.144467545233753,0.62476765454846,0.418006431281608,0.312683483980987,0.579432921466435,0.408619854007676,0.126036479026147,0.328804413451328,0.508752598723834,0.242835359230951,0.439425406364371,0.190645347307733,0.610583716285411,0.574700152481416,0.262144166449462,0.370227508642402
0.395928071368164,0.536986267810849,0.974657553078319,0.629385568541613,0.142242148454934,0.616773108147678,0.414975763349019,0.305718469920842,0.574151366715722,0.404881949120339,0.123771389738238,0.324259610890239,0.505598191192122,0.237677664739354,0.435779750931468,0.188278414131796,0.606752800180046,0.56303945242395,0.258827207671315,0.36381023677369
0.392263151506889,0.534839655844158,0.973174246235454,0.626726330792527,0.140086221495525,0.60886609767637,0.412007986512112,0.298968884444877,0.568952030344596,0.401224605459846,0.121582712903045,0.31983173576576,0.502502313166479,0.232690159307078,0.432208976859124,0.185977730258507,0.602980681405941,0.5515284994685,0.255598921249997,0.35755966942866
0.388677248713074,0.532731176985693,0.971636200231945,0.624108415022944,0.137996527287924,0.601048153353245,0.409100875979773,0.292427058434144,0.563833264946599,0.397645036784571,0.119466712787824,0.31551646488302,0.499463055413195,0.22786555178898,0.428710561385522,0.183740419546466,0.599265831715686,0.540174740042299,0.252455699283495,0.351470552668829
0.385167644324805,0.53065955204366,0.970042723938384,0.621530594549047,0.135970027984561,0.593320597730036,0.406252319111298,0.286085575156324,0.55879345650739,0.394140590585623,0.117419890838687,0.311309680692316,0.49647859935058,0.223196918429694,0.425282101288597,0.181563774304358,0.595606781201657,0.528984766204053,0.249394130338824,0.345537798793028
0.381731749013277,0.528623565308053,0.968393156452659,0.618991697878857,0.134003869803942,0.585684557967421,0.40346030806807,0.279937268626488,0.553831024226389,0.390708739842569,0.115438967281722,0.307207459472674,0.493547211369996,0.218677682826627,0.421921305545633,0.179445242925818,0.592002115277128,0.517964353074077,0.246410986090139,0.33975648359307
0.378367094901629,0.526622060390557,0.966686868039307,0.616490605366947,0.132095369243252,0.578140977658827,0.400722933057001,0.273975220786706,0.548944420270209,0.387347075401038,0.113520864401599,0.303206060301611,0.490667237598856,0.214301596939183,0.418625988547736,0.17738241861126,0.588450471857779,0.507118498017886,0.243503209043732,0.334121843227039
0.375071328270237,0.524653936401833,0.964923261046855,0.614026246123855,0.130242000515566,0.570690628197423,0.398038376109305,0.268192757718228,0.544132129467498,0.38405329891668,0.111662691322681,0.299301914752456,0.487837099064543,0.210062723110904,0.415394063819355,0.175373029065735,0.584950538727232,0.496451461042799,0.240667901247283,0.328629270788071
0.371842202796878,0.522718144433689,0.963101770800879,0.611597595156921,0.128441384086294,0.563334119684522,0.395404905344415,0.262583445070545,0.539392668953682,0.380825216315697,0.109861730138131,0.295491617265384,0.485055287222648,0.205955417067409,0.412223538198179,0.17341492707473,0.581501051071859,0.485966805920975,0.237902313891694,0.323274312635569
0.368677573285463,0.520813684317274,0.961221866470515,0.609203670721749,0.126691276198042,0.556071911380239,0.392820869674245,0.257141082865854,0.534724587773099,0.377660731727223,0.108115423250329,0.291771916142612,0.48232035981678,0.201974311850516,0.409112506435344,0.171506081871024,0.578100789171489,0.475667441605598,0.235203837723594,0.318052664546277
0.365575389841601,0.518939601631593,0.959283051906157,0.606843531865667,0.12498955928561,0.548904321699527,0.390284693907788,0.251859699814953,0.53012646644519,0.374557841847271,0.106421361801481,0.28813970512226,0.479630937040607,0.198114302647442,0.406059146179884,0.16964457121547,0.574748576233911,0.465555663558954,0.232569994195095,0.312960167734328
0.36253369245743,0.517094984939359,0.957284866446109,0.60451627614648,0.123334233193944,0.541831537758711,0.387794874220208,0.24673354726086,0.525596916500569,0.37151463069796,0.104777275086898,0.284592015488944,0.476985697975821,0.19437053247332,0.403061713314977,0.167828574123133,0.571443276362182,0.455633194661,0.229998427284975,0.30799280478218
0.359550605971723,0.515278963229686,0.955226885689962,0.602221037511479,0.121723407121452,0.534853624479359,0.38534997395431,0.241757092849357,0.521134579992187,0.368529264749254,0.103181020855304,0.281126008682556,0.474383377282351,0.190738378665234,0.400118537616685,0.16605636417366,0.568183792644744,0.445901225414412,0.227486895932124,0.303146695518077
0.356624335374606,0.513490703549228,0.953108722236512,0.599956984323209,0.1201552922196,0.527970533257827,0.382948619725514,0.236925014010695,0.516738128986142,0.365599988373554,0.101630576411034,0.277738969369698,0.471822762119516,0.187213440146436,0.397228018708711,0.164326303351382,0.564969065359262,0.436360453206366,0.225033267028017,0.298418092870193
0.353753161429038,0.511729408805249,0.950930026384089,0.597723317519786,0.118628194787101,0.52118211021002,0.38058949780435,0.232232191323727,0.512406265036174,0.362725119606323,0.10012403044212,0.274428298945041,0.469302689278893,0.183791525420224,0.394388622289235,0.16263683636638,0.561798070281872,0.427011120428479,0.222635508920249,0.293803378722912
0.350935436583862,0.509994315725823,0.948690486791179,0.595519268898752,0.117140510003594,0.514488104001984,0.378271350753072,0.2276737018225,0.508137718645402,0.359903046188382,0.0986595755063852,0.271191509432433,0.466822042511529,0.180468641254092,0.391598876608092,0.160986485412882,0.558669817094279,0.41785305129399,0.220291685383827,0.289299059796551
0.348169581155501,0.508284692963776,0.946389831095333,0.593344099514508,0.115690716153452,0.507888173277774,0.375992974295253,0.223244812295556,0.503931248718453,0.357132221867772,0.0972355011147883,0.268026217757904,0.464379750033782,0.177240982016033,0.388857369174604,0.159373845325838,0.555583347881751,0.408885687225545,0.21799995002111,0.284901763568298
0.34545407975747,0.506599839332353,0.944027826488374,0.591197098180287,0.114277369295487,0.501381893696709,0.373753214399244,0.218940972619786,0.499785642006711,0.354411162941074,0.0958501873575692,0.264930140368891,0.461974782197558,0.174104919626358,0.386162743678144,0.157797579100517,0.552537735715677,0.400108120717763,0.215758541054986,0.28060823424904
0.342787477958727,0.504939082161709,0.941604280246031,0.589077580066479,0.112899098338804,0.494968764592679,0.371550964558203,0.214757809163388,0.495699712549144,0.351738445015868,0.0945020990243351,0.261901088175923,0.459606149311995,0.171056994089905,0.383513697105117,0.156256413743477,0.549532083314864,0.391519127606224,0.2135657764832,0.276415328828091
0.340168379153576,0.50330177576641,0.939119040210184,0.586984885387867,0.111554600489091,0.488648215268503,0.369385163251012,0.210691118286211,0.491672301110803,0.349112699977639,0.093189780174163,0.258936961794861,0.457272899604871,0.168093904575129,0.380908977037521,0.154749136426435,0.546565521780223,0.383117197698767,0.211420049564752,0.272320013195538
0.337595441627312,0.501687300015,0.936571995222009,0.584918378172984,0.110242637033163,0.482419610938646,0.367254791569817,0.206736859960359,0.487702274620884,0.346532613145883,0.0919118491161943,0.256035747069405,0.454974117313041,0.165212501008132,0.378347379119512,0.153274590917297,0.543637209397925,0.374900563746149,0.2093198246119,0.268319358349934
0.335067375803178,0.500095058993571,0.933963075504414,0.582877445109436,0.108962029432738,0.476282258333735,0.365158871001272,0.202891151529334,0.483788525611947,0.343996920605479,0.0906669937651026,0.253195510855102,0.452708920892141,0.162409776151359,0.375827744679584,0.15183167426514,0.540746330506514,0.366867228747436,0.207263633063745,0.264410536697364
0.332582941657441,0.498524479755972,0.931292252992266,0.580861494459536,0.107711655701255,0.470235410980358,0.363096461349671,0.199150261620007,0.47992997166174,0.341504406700581,0.0894539673392916,0.25041439704751,0.450476461336705,0.15968285813822,0.373348958497043,0.150419333718119,0.537892094423794,0.359014991601098,0.205250069819498,0.260590818446451
0.330140946290459,0.496975011153989,0.928559541609009,0.578869955041125,0.106490447040046,0.464278274169639,0.361066658791232,0.195510604218331,0.476125554838824,0.339053901679338,0.0882715843727837,0.247690622838411,0.448275920602545,0.157029003436494,0.370909946702389,0.149036563855259,0.535073734429646,0.351341471126014,0.203277789811475,0.256857568102619
0.327740241642661,0.495446122741397,0.925764997488426,0.576902275268854,0.1052973847124,0.45841000962795,0.359068594049731,0.19196873291684,0.472374241153092,0.336644279478742,0.0871187170145284,0.245022475185194,0.446106510123977,0.154445590214846,0.368509674802094,0.147682403914881,0.532290506801224,0.34384412848746,0.201345504799601,0.253208241063854
0.325379722345246,0.493937303746333,0.922908719140382,0.574957922251622,0.104131497136096,0.45262973990299,0.357101430684517,0.188521335339542,0.468675020012073,0.334274455639753,0.0859942915913387,0.24240830747957,0.443967469419105,0.151930112088274,0.366147145819036,0.146355935303952,0.529541689897235,0.336520288072183,0.19945198037079,0.249640380319323
0.323058323696233,0.492448062106935,0.919990847559576,0.57303638094222,0.10299185717675,0.446936552478235,0.35516436348271,0.185165227747726,0.465026903683819,0.331943385343671,0.0848972854128789,0.2398465364028,0.4418580647769,0.149480172219693,0.363821398540574,0.145056279274137,0.526826583288267,0.329367156863676,0.197596033127987,0.246151613251396
0.32077501975325,0.490977923565594,0.917011566276413,0.571137153335547,0.101877579625959,0.441329503628499,0.35325661694808,0.181897349828514,0.46142892676703,0.329650061561437,0.083826723799118,0.237335638955542,0.439777588020373,0.147093477756188,0.361531505866882,0.143782594751535,0.524144506930345,0.322381842374401,0.195776528054929,0.242739648541022
0.318528821535133,0.489526430817588,0.913971101349296,0.569259757712066,0.100787818849645,0.435807622029088,0.35137744387972,0.178714759666493,0.457880145668992,0.327393513308187,0.0827816773124477,0.234874149651257,0.437725355340577,0.14476783457977,0.359276573252728,0.142534076308298,0.521494800379095,0.315561369195715,0.193992376043867,0.239402273175829
0.31631877532501,0.488093142710212,0.910869721297767,0.567403727923427,0.0997217665933293,0.430369912130648,0.349526124034185,0.175614628897589,0.454379638091781,0.32517280399602,0.081761259178268,0.232460657862887,0.435700706196591,0.142501142353661,0.357055737236466,0.141309952265328,0.518876822042093,0.308902694229208,0.192242531574531,0.236137349559879
0.314143961068136,0.486677633488834,0.907707736976077,0.565568612717441,0.0986786499322305,0.425015357311533,0.347701962865313,0.17259423804334,0.450926502527139,0.322987029878446,0.0807646228792886,0.230093805313279,0.433703002277049,0.140291389846306,0.354868164050428,0.140109482916185,0.516289948467141,0.302402720664922,0.19052599053359,0.232942812723645
0.312003490858244,0.485279492086611,0.904485501386937,0.563753975099789,0.097657729355129,0.419742922819081,0.345904290336371,0.169650972022897,0.447519857760322,0.320835318580507,0.0797909599100956,0.227772283700435,0.431731626519093,0.138136650516373,0.352713048307411,0.138931958863215,0.513733573664375,0.296058310772841,0.188841788164713,0.229816667632453
