"Xylosandrus morigerus","Xylosandrus crassiusculus","Xyleborus xylographus","Xyleborinus saxeseni","Xyleborus glabratus","Sampsonius dampfi","mutillatus","Xyleborus affinis","Xyleborus germanus","Euwallacea fornicatus","Coptoborus pseudotenuis","Xylosandrus compactus","Xyleborus obesus","Xyleborus seriatus","Xyleborus posticus","Ambrosiodmus rubricollis","Ambrosiodmus tachygraphus","Euwallacea validus","Ambrosiodmus obliquus","Xyleborus ferrugineus"
0.803372961414033,0.798116418187756,0.965978314904826,0.619072984551635,0.999579934689769,0.78447842288381,0.665925272796236,0.688196694715974,0.61595203849345,0.683702585193471,0.94882604547249,0.666944788496117,0.358059933363946,0.554073710383158,0.38906180892573,0.795575523149867,0.660304856200369,0.843411612678109,0.358144953401536,0.695592996371218
0.794880292927838,0.791500589444634,0.960315991381149,0.607353323803475,0.999484403140729,0.765388407272853,0.649950500369728,0.68153038179796,0.605959151722715,0.672539407580284,0.942745067258723,0.654746954790409,0.342087248424995,0.539082492481452,0.376719889856368,0.77963059120137,0.638771215233637,0.833594258124763,0.344099153784818,0.686599297338918
0.786657496127035,0.785141759546359,0.954182010844316,0.59623032365212,0.999374973840726,0.746415826389239,0.63463095315953,0.675199833385464,0.596490684670121,0.661872011102474,0.936420211359461,0.643099904981363,0.327401681927863,0.524935206756911,0.365270021266591,0.763857401889318,0.618020503230868,0.823929247770531,0.331148350325354,0.678021120626895
0.77868717235602,0.779018549080566,0.947580103500344,0.585651690529843,0.999250627442685,0.727624462815177,0.619932698384098,0.6691719592193,0.587497122749522,0.651661243822988,0.929865885990751,0.63196136489574,0.313858081687281,0.511559632026494,0.35461233018925,0.748286944025246,0.5980523103596,0.814417626334098,0.319167444645924,0.669821851800658
0.770953783289776,0.773112360750891,0.940516384783272,0.575571754271148,0.999110336152401,0.709068554386356,0.605823444220163,0.663418470467433,0.57893574371384,0.641872567109788,0.923096285126857,0.621293809920975,0.301331854137668,0.498891851471911,0.344661924945675,0.732944855071984,0.578858640831565,0.805059760333172,0.308049882366118,0.661969713883818
0.763443366774125,0.767406893691298,0.93299925712461,0.565950368862529,0.99895306455481,0.690793688447111,0.592272565728775,0.657914976516894,0.570769405954288,0.632475325203976,0.916125372182056,0.61106375009896,0.289715522802272,0.486875051115631,0.335346106637791,0.717852102976261,0.560425726674871,0.795855461140351,0.297704312898678,0.654436922285988
0.756143308550085,0.761887762369508,0.925039297389352,0.556752037595857,0.998777770417219,0.672837663990931,0.579251091709586,0.65264028719128,0.562965599834052,0.62344215954772,0.908966862286974,0.601241150617984,0.278915941102665,0.475458528331157,0.326602194827758,0.703025584315447,0.542735491980487,0.786804084736833,0.28805195102367,0.647199020981094
0.749042156632289,0.756542193671084,0.916649130264107,0.547945208689167,0.998583405476525,0.655231312658085,0.566731665544455,0.647575866294807,0.555495695519516,0.614748533711555,0.901634204068226,0.591798956927838,0.26885202230018,0.464596867255975,0.318375812397522,0.688478650447561,0.525766730421602,0.777904613292163,0.27902447297644,0.640234354413001
0.742129468721968,0.75135878331862,0.907843288412336,0.539501702228899,0.998368916216232,0.63799927191186,0.554688489195096,0.642705398407721,0.548334339806773,0.606372344022024,0.894140561608461,0.58271270180092,0.259452880323653,0.454249248162056,0.310619518378243,0.674221571068231,0.509496047920512,0.769155722385669,0.270562324112151,0.633523642572272
0.735395685542079,0.746327297943118,0.898638060647734,0.531396239557273,0.998133244637968,0.62116070595137,0.543097256807936,0.638014441652977,0.541458967449231,0.598293597441374,0.886498797090365,0.573960177359726,0.250656298857941,0.444378865306149,0.303291707722382,0.660261942941178,0.493898613317796,0.760555836754437,0.262613346670896,0.627049635560317
0.728832024755899,0.741438512717072,0.889051329727331,0.523606053490638,0.997875329031429,0.604729971903654,0.531935082471598,0.633490146571425,0.534849401551583,0.590494142827595,0.878721454495668,0.565521159173336,0.242407464123892,0.434952433338475,0.296355718152708,0.646605050355329,0.478948752415822,0.752103176780373,0.255131658804881,0.620796830144383
0.722430391406614,0.736684077002255,0.879102401635462,0.516110562975352,0.997594104745986,0.58871723051107,0.521180425318481,0.629121026430831,0.528487524013367,0.582957445004558,0.870820744627287,0.557377172498714,0.234657910630345,0.42593976653814,0.289779099292298,0.633254182931071,0.464620414551522,0.743795797435281,0.248076732523371,0.614751235196231
0.716183301747901,0.732056402294543,0.868811828422301,0.508891099597301,0.99728850496664,0.573129001879994,0.510813014194477,0.624896767981979,0.522357001623156,0.575668393489615,0.862808531641747,0.549511292940366,0.227364639847091,0.417313418340425,0.283533010164546,0.620210915660876,0.450887535689145,0.735631621034949,0.241412630368588,0.60890017607013
0.710083818026316,0.727548568082791,0.858201226779749,0.501930676179065,0.996957461496557,0.5579686679002,0.500813773426301,0.620808074335643,0.516443056774168,0.568613139520986,0.854696321214653,0.541907975448396,0.220489380004146,0.40904837108671,0.277591719117227,0.607475355468221,0.437724317739556,0.727608464875233,0.235107369692974,0.60323213028734
0.70412549229476,0.723154242225538,0.847293094587564,0.495213789809084,0.996599905547997,0.543236923712616,0.491164750715721,0.616846533579646,0.510732274263174,0.561778956376581,0.846495250410421,0.534552906823813,0.213997961644148,0.401121767847887,0.271932186122852,0.595046358065734,0.425105440264618,0.719724064610469,0.229132390222922,0.597736588605753
0.698302317729932,0.718867613187544,0.836110627649009,0.488726253245839,0.996214768543166,0.528932181134965,0.481849047829454,0.61300450819556,0.505212437498137,0.555154119002137,0.838216079286072,0.527432877857727,0.207859788574595,0.393512679680733,0.26653371182351,0.582921718464252,0.413006217792381,0.711976094069971,0.223462105768929,0.592403936835832
0.692608686228842,0.714683332036782,0.82467753876424,0.482455049863827,0.995800982926153,0.515050927289653,0.472850754493928,0.609275041413242,0.499872388849473,0.548727799755148,0.829869184225579,0.520535671973363,0.202047387810911,0.386201902871713,0.261377641028405,0.571098338112226,0.401402713549194,0.704362182079726,0.218073524905739,0.587225354735572
0.687039351293711,0.710596462529555,0.813017881168512,0.476388208254027,0.995357482986934,0.501588041854275,0.464154885717927,0.605651777457808,0.494701909956718,0.542489977683231,0.821464552974667,0.513849967820546,0.196536025216395,0.379171781676261,0.256447110922445,0.559572371318374,0.390271818422204,0.696879926754804,0.21294592850646,0.582192729060841
0.681589395397926,0.706602437940915,0.801155878198878,0.470514693329385,0.994883205698143,0.488537076406465,0.455747322633471,0.602128893267685,0.489691618633006,0.536431359234904,0.81301178132477,0.507365253730689,0.191303376017477,0.372406052827949,0.251726836208548,0.548339353321614,0.379591302327484,0.689526907647136,0.208060594395646,0.577298578422047
0.676254201170411,0.702697023554267,0.789115760855968,0.464824311366078,0.994377091565116,0.475890499291457,0.447614756851863,0.598701039743755,0.48483287965601,0.530543308679399,0.80452007137832,0.501071752305036,0.186329241344822,0.365889708711639,0.247202924931784,0.537394312115347,0.36933984381434,0.682300696068339,0.203400561251913,0.572535988045903
0.671029425850935,0.698876283925494,0.776921614705266,0.459307626871281,0.993838085489538,0.463639909327967,0.439744638267033,0.59536329096414,0.480117727240957,0.524817786813486,0.79599823131485,0.494960353701396,0.181595303531325,0.359608876598981,0.242862719927312,0.526731865903731,0.359497042634119,0.675198863854757,0.19895042536237,0.567898552893065
0.665910978561212,0.695136554196422,0.764597237323528,0.453955889535423,0.99326513764684,0.451776221506765,0.432125126194648,0.592111100092914,0.475538797392107,0.519247296774968,0.787454676567949,0.489022556420737,0.177084914170648,0.353550711757103,0.238694661775083,0.516346307862354,0.350043419099663,0.668218990799042,0.194696164999298,0.563380327861134
0.660895000011179,0.691474414859533,0.752166007248835,0.448760969822134,0.992657204377326,0.440289827643321,0.424745043707088,0.588940260943114,0.471089268648125,0.513824835977579,0.778897432316464,0.483250414586982,0.172782909969336,0.347703302580648,0.234688169891104,0.506231679691901,0.340960403323971,0.661358670937569,0.190624988122537,0.558975784024882
0.655977844320454,0.687886669477833,0.739650765144759,0.44371530198793,0.992013249090875,0.429170734734568,0.4175938350073,0.585846874339164,0.466762809992546,0.508543853340603,0.770334137189048,0.47763649087034,0.16867545226176,0.342055586177715,0.230833538981509,0.496381835288791,0.332230316824414,0.654615517853977,0.186725199860315,0.554679770044114
0.651156062684529,0.684370324946186,0.727073707646883,0.438811833518138,0.991332243184914,0.418408683550293,0.410661525675552,0.582827318571741,0.462553534906811,0.503398211116068,0.761772048078808,0.472173814333662,0.164749886739409,0.336597273073113,0.227121848564945,0.48679049570932,0.323836348487725,0.647987169135182,0.182986086826338,0.550487478013882
0.646426388656025,0.680922573947369,0.714456294129351,0.434043980124662,0.990613166975222,0.407993249769628,0.40393868561998,0.579878223357408,0.458455960710775,0.498382150722969,0.753218045964199,0.466855842588153,0.16099462050493,0.331318779886539,0.223544883656089,0.477451296471931,0.315762526490945,0.641471290096166,0.17939781582204,0.546394413149127
0.641785724845089,0.677540779310835,0.701819166414833,0.429405585582199,0.989855010638997,0.397913929758197,0.397416394562776,0.576996446812054,0.454464972472212,0.493490262085998,0.744678642633042,0.461676427733559,0.157399014020992,0.326211169005909,0.220095065017758,0.46835782812428,0.307993687448113,0.635065576873126,0.175951344873459,0.542396366791732
0.63723113087105,0.674222460027136,0.689182081257021,0.424890885787788,0.989056775169518,0.388160212875568,0.391086209897781,0.574179055026012,0.450575790878901,0.488717456049439,0.736159988208464,0.456629785632185,0.153953285903574,0.321266094412834,0.216765387646039,0.459503670896371,0.300515443788131,0.628767758970436,0.172638344880407,0.538489392306875
0.632759812420915,0.670965278708102,0.67656385525304,0.420494476518668,0.988217473341574,0.378721642008389,0.38494013676101,0.571423303893407,0.446783943559338,0.484058939497939,0.727667879378437,0.45171046812833,0.150648428823747,0.31647575293262,0.213549366363769,0.450882424167062,0.293314150154851,0.622575601335003,0.169451130425759,0.534669783500694
0.62836911128997,0.667767030313705,0.66398232169567,0.416211284438512,0.987336130686771,0.369587863843484,0.378970600162705,0.568726622901524,0.443085239414682,0.47951019286706,0.719207768234171,0.44691333787726,0.147476135043579,0.311832840278905,0.21044098757148,0.442487731387393,0.286376869446808,0.616486906021507,0.166382598515942,0.530934055245417
0.624056496296353,0.664625631992245,0.651454298752573,0.412036540965181,0.986411786477688,0.36074867022803,0.373170419037331,0.566086600630067,0.439475745588288,0.475066949769649,0.710784771626875,0.442233545492219,0.144428730330083,0.307330511346121,0.207434666348945,0.434313301029588,0.279691338973759,0.610499513503384,0.163426174209073,0.527278926043194
0.61981955497556,0.661539113902022,0.638995568261809,0.407965758666177,0.985443494719761,0.352194031810989,0.367532782076078,0.563500971746879,0.435951766752476,0.470725178500508,0.702403680957026,0.437666508755762,0.141499115173856,0.302962344273787,0.204525208220117,0.426352924064206,0.273245937094077,0.604611303677151,0.160575762241513,0.523701302297693
0.615655985972775,0.658505610900772,0.626620864358874,0.403994709892797,0.984430325149674,0.343914125020907,0.362051225214718,0.560967605317264,0.432509826436919,0.466481065212805,0.694068972315288,0.433207893673868,0.138680712392617,0.298722307867182,0.20170777499421,0.418600488408913,0.267029650606086,0.598820196601314,0.157825703892779,0.520198264094278
0.611563592061167,0.655523355004427,0.614343871099079,0.40011940740209,0.983371364238944,0.3358993533096,0.356719610657879,0.558484494269777,0.42914665016072,0.462330998585997,0.685784816899424,0.428853597178827,0.135967420329227,0.294604732010937,0.19897785417944,0.411049990739993,0.261032043093546,0.593124153005789,0.155170738437076,0.516767052316477
0.607540273723014,0.652590668529747,0.602177228208318,0.396336086748048,0.982265716201304,0.328140363478332,0.351532107328781,0.556049745882948,0.425859150162144,0.458271555827636,0.677555091636839,0.424599731310583,0.133353570963105,0.290604280756752,0.196331231536383,0.403695546011232,0.255243224367297,0.587521174603062,0.152605968620966,0.513405056949144
0.603584023238087,0.649705957846355,0.590132544083317,0.392641190251171,0.981112504002374,0.32062805780206,0.346483172641136,0.553661573175666,0.422644411547055,0.454299489870713,0.669383389947779,0.420442608726571,0.130833892346672,0.286715927805005,0.193763966397396,0.396531394983676,0.249653821098747,0.582009304228337,0.150126829683781,0.51010980643814
0.599692919230161,0.64686770767316,0.578220415166788,0.389031352379249,0.979910870370072,0.313353602577306,0.341567535497286,0.551318287099494,0.419499679700162,0.450411717644858,0.66127303258953,0.416378729407698,0.128403474857247,0.282934934133356,0.191272369428908,0.389551910033249,0.244254948704406,0.576586625832452,0.147729061502756,0.506878957992818
0.595865121628213,0.6440744758622,0.566450450841337,0.385503386392582,0.978659978804098,0.306308433639192,0.336780180423538,0.549018289444311,0.416422348822888,0.446605309314097,0.653227078527172,0.412404768443386,0.126057740822009,0.279256827554369,0.188852982556216,0.382751599470979,0.239038184511855,0.571251264348341,0.145408683500381,0.503710288731798
0.592098867003681,0.641324888619869,0.554831303016121,0.382054272124457,0.977359014582788,0.299484259322408,0.332116332760209,0.546760066380011,0.413409951478589,0.442877478386281,0.64524833578161,0.408517564791857,0.123792417131019,0.2756773840093,0.186502560806879,0.376125110582016,0.233995542215276,0.566001385449188,0.143161971998866,0.500601687584645
0.58839246424945,0.638617636121448,0.543370699619734,0.378681144782874,0.976007185765526,0.292873061278296,0.327571444830001,0.544542182566575,0.410460149040389,0.439225572610115,0.637339372210478,0.40471411092339,0.121603510502541,0.27219261042707,0.184218055860023,0.369667231564422,0.229119447611405,0.560835195214182,0.140985439747095,0.497551147872549
0.584744290569926,0.635951468480059,0.532075481259583,0.375381284672729,0.974603724188894,0.286467093505191,0.323141183014009,0.54236327577318,0.407570722949419,0.43564706558512,0.6295025261823,0.400991543264379,0.119487285107131,0.26879872899658,0.181996601115604,0.363372892526395,0.224402715593721,0.555750939715772,0.138875817380212,0.494556760500168
0.581152787754812,0.633325192035599,0.520951640360091,0.372152107749091,0.973147886454629,0.280258879900727,0.318821415670016,0.540222051954101,0.404739566702114,0.432139549018072,0.621739917108776,0.397347133368866,0.11744024229336,0.265492162717255,0.17983549812066,0.357237165680963,0.219838528372959,0.550746904540598,0.136830036601796,0.491616707698624
0.577616458712038,0.630737665933127,0.510004362147547,0.36899115692221,0.971638954907442,0.274241210602368,0.314608201832635,0.538117280735393,0.401964678494606,0.428700725566636,0.614053455804335,0.393778279751994,0.115459102189486,0.262269522107332,0.177732204209436,0.351255264859789,0.215420414884947,0.545821414254778,0.13484521490435,0.488729257266478
0.574133864237841,0.628187798963559,0.499238066906868,0.365896094043629,0.970076238600689,0.268407137345245,0.310497780639417,0.53604779127163,0.399244154460463,0.425328402217223,0.606444854646148,0.390282500326621,0.113540786982506,0.259127592962351,0.175684321231364,0.345422544452456,0.21114223134183,0.540972831822882,0.132918641666044,0.485892757261445
0.570703620004159,0.625674546642483,0.488656452993522,0.362864692510393,0.968459074247866,0.262749968033947,0.306486561431324,0.534012468436692,0.396576182445099,0.422020484149626,0.598915637511515,0.386857425390415,0.11168240569965,0.256063325067606,0.17368958525576,0.339734497864094,0.206998142879516,0.536199557988781,0.131047765480929,0.483105631100793
0.567324393745497,0.623196908505515,0.478262540141189,0.359894830431088,0.966786827157836,0.257263260696555,0.302571114479827,0.532010249316576,0.393959036266478,0.418774969045899,0.591467149473092,0.383500791116003,0.109881240337799,0.253073821778362,0.171745857154955,0.33418675557234,0.202982606252214,0.531500030625532,0.129230182596518,0.480366373032926
0.563994902629146,0.620753925600888,0.4680587126616,0.356984484303307,0.965058892151701,0.251940816964553,0.298748162296531,0.5300401199758,0.391391070417127,0.415589941805218,0.584100566235636,0.380210433501537,0.108134733204159,0.25015633039046,0.169851113978843,0.328775082854162,0.19909035352411,0.526872724060569,0.127463626347221,0.477673543946627
0.560713910794159,0.618344678161973,0.458046762186502,0.354131723157381,0.963274694459202,0.246776675200843,0.295014571484558,0.528101112472021,0.388870715167306,0.412463569630305,0.576816903300955,0.376984282743143,0.106440475347088,0.247308233231791,0.168003441043579,0.323495377243877,0.195316376708132,0.522316148381671,0.125745957484765,0.475025767487945
0.557480227045899,0.615968283444188,0.448227929652384,0.351334703125771,0.961433690592508,0.241765103379418,0.29136734509399,0.526192302096224,0.386396472033376,0.409394097454373,0.569617024850502,0.373820357994497,0.104796195969537,0.244527039412033,0.166201024665769,0.31834366577559,0.191655913302316,0.51782884872851,0.124075155317812,0.472421726457805
0.55429270269414,0.61362389371234,0.438602946276012,0.348591662401628,0.959535369195269,0.23690059180419,0.287803615446515,0.524312804818224,0.383966909579124,0.406379843680539,0.562501652337524,0.370716762482057,0.103199752729501,0.241810377174261,0.164442145480947,0.313316102056181,0.18810443267532,0.513409404573934,0.122449309582708,0.469860159466148
0.551150229523859,0.611310694365794,0.429172073312689,0.345900916553578,0.957579251864797,0.232177845740438,0.284320637397026,0.522461774919309,0.381580659521088,0.403419196208359,0.555471372783,0.367671678947414,0.101649122842323,0.239155986797476,0.162725172291762,0.308408963208712,0.184657623254006,0.50905642899865,0.120866612975788,0.467339857820826
0.54805173788877,0.60902790219013,0.419935140429322,0.343260854167063,0.95556489394526,0.227591778020351,0.280915782002347,0.520638402795733,0.379236413111817,0.400510608724483,0.54852664677159,0.364683365390913,0.100142394908862,0.236561714004051,0.161048556397072,0.303618646720637,0.181311380467617,0.504768567962442,0.119325354285123,0.464859662631603
0.544996194918575,0.606774763724992,0.410891582560815,0.340669932785346,0.95349188528979,0.223137501673702,0.277586530569452,0.518841912918384,0.376932917777601,0.397652597236592,0.541667816145719,0.361750151093006,0.098677761401646,0.234025503830407,0.159410826358263,0.298941667226386,0.178061795404888,0.500544499574695,0.117823912066233,0.462418462111548
0.54198260283167,0.604550553738864,0.402040475151002,0.338126675125899,0.951359850989425,0.218810322625736,0.274330469057624,0.517071561935418,0.374668973989452,0.394843736831677,0.534895111397516,0.358870432891945,0.0972535117482634,0.231545394923163,0.157810583163601,0.294374653249694,0.174905144142308,0.496382933366587,0.116360748812021,0.460015189059769
0.539009997345753,0.602354573802314,0.39338056770843,0.335629665550113,0.949168452066855,0.214605732496708,0.271145282810853,0.515326636905949,0.372443432348201,0.392082658641402,0.528208658759825,0.356042671698319,0.0958680259575353,0.22911951422652,0.156246495755444,0.289914343927319,0.17183787770374,0.492282609567006,0.114934405572393,0.457648818510961
0.53607744617944,0.60018615095207,0.384910315632886,0.333177546766332,0.946917386132969,0.210519401530843,0.268028751598526,0.513606453654019,0.370255190866349,0.389368046998877,0.521608486998747,0.353265389228652,0.0945197687396149,0.226746072029711,0.154717296888642,0.285557585732592,0.168856612613542,0.488242298383946,0.113543496983513,0.455318365538599
0.53318404763853,0.59804463643896,0.376627910290886,0.330769016748008,0.944606388004272,0.20654717167692,0.264978744944068,0.51191035523309,0.368103192430956,0.386698636772488,0.515094533911341,0.350537164941804,0.0932072840760958,0.224423357346241,0.153221779291644,0.281301329214379,0.16595812200737,0.484260799292907,0.112186706670698,0.453022883199786
0.530328929281124,0.595929404553382,0.368531307337572,0.328402825850433,0.942235230279269,0.202685049837807,0.26199321772265,0.51023771049225,0.365986422433285,0.384073210863716,0.508666652533046,0.347856633163332,0.0919291902006,0.222149733599095,0.151758792104548,0.277142625764612,0.163139327266711,0.480336940333567,0.110862782992532,0.450761460610882
0.527511246656253,0.593839851522515,0.360618253298805,0.326077774110942,0.939803723872017,0.19892920130221,0.259070206010465,0.508587912736089,0.363903906552235,0.381490597856983,0.502324617060251,0.345222480384194,0.0906841749542338,0.219923634588436,0.150327237570892,0.273078624425336,0.160397290145166,0.476469577415826,0.109570535096954,0.448533221143984
0.524730182111087,0.591775394474009,0.352886310441037,0.32379270871883,0.937311718501088,0.195275943368412,0.256207823169299,0.506960378470974,0.361854708679735,0.378949669810549,0.496068128494123,0.342633442721347,0.089470991483766,0.217743560720311,0.148926067962151,0.269106568744393,0.157729205356276,0.472657593636118,0.108308829262905,0.446337320735213
0.52198494366221,0.589735470461312,0.345332879967876,0.321546521642391,0.934759103132298,0.191721739166839,0.253404256151331,0.505354546231086,0.359837928977344,0.376449340178443,0.489896820012424,0.340088303528773,0.0882884542534917,0.215608075476774,0.1475542827159,0.265223793687185,0.155132393594503,0.468899898604772,0.107076585503673,0.444172946296541
0.51927476392678,0.587719535546235,0.337955223591509,0.319338147401576,0.932145806373611,0.188263191685797,0.250657762010102,0.503769875478178,0.357852702054233,0.3739885618542,0.483810262076512,0.337585891148447,0.0871354353445121,0.213515802109484,0.14621092577038,0.261427722610581,0.152604294962636,0.465195427785023,0.105872774410284,0.44203931422361
0.516598899109717,0.585727063934693,0.330750483534469,0.317166560975733,0.929471796820775,0.184897038002687,0.247966664604637,0.502205845569545,0.35589819525756,0.371566325327937,0.477807967281141,0.335125076791574,0.0860108610176388,0.211465420540365,0.144895083079786,0.257715864303758,0.150142462780533,0.46154314184419,0.104696414215365,0.439935668992618
0.513956628043367,0.583757547161928,0.323715701022822,0.315030775836765,0.926737083352291,0.181620143721223,0.24532935148459,0.500661954789157,0.353973607067048,0.369181656948995,0.471889394954937,0.3327047725412,0.0849137085183456,0.20945566445428,0.143605880296022,0.254085810099743,0.147744557751635,0.457942026017414,0.103546568059679,0.437861281839947
0.51134725127633,0.581810493323781,0.316847833336018,0.312929842098847,0.923941715372483,0.178429497613783,0.242744270945129,0.49913771943737,0.352078165586224,0.366833617286967,0.466053955519732,0.330323929468004,0.0838430031041855,0.207485318569906,0.142342480603941,0.250535231060463,0.145408342465155,0.454391089484257,0.102422341445164,0.435815449518699
0.508770090208419,0.5798854263509,0.31014376948148,0.310862844776551,0.921085783001519,0.175322206466832,0.240209929241049,0.497632672974979,0.350211127123446,0.364521299584519,0.460301014617001,0.327981535851717,0.0827978152768689,0.205553216076138,0.141104082698255,0.247061875237359,0.143131676213217,0.450889364758403,0.101322879859772,0.433797493126821
0.506224486268907,0.577981885322975,0.303600344563701,0.308828902143898,0.918169417211364,0.172295490126385,0.237724887950351,0.496146365217755,0.348371774856382,0.362243828295908,0.454629897009843,0.325676615501178,0.0817772582028095,0.203658236222369,0.139889918891316,0.24366356500888,0.140912510103536,0.447435907090591,0.100247366560714,0.43180675700189
0.503709800135446,0.576099423820366,0.297214352918422,0.306827164187433,0.915192789906788,0.169346676739713,0.235287761478163,0.494678361577924,0.346559417574132,0.360000357705573,0.44903989026892,0.323408226166607,0.080780485307384,0.201799302051926,0.138699253341923,0.240338194495675,0.138748882449432,0.444029793884893,0.0991950205039031,0.429842607678045
0.501225410991221,0.574237609310642,0.290982560082406,0.304856811146988,0.912156113950663,0.166473198188889,0.232897214692492,0.493228242349316,0.344773388491644,0.357790070621604,0.443530248250803,0.321175458038102,0.0798066880294573,0.199975378268784,0.137531380396138,0.2370837270537,0.136638914420158,0.440670124128365,0.0981650944084399,0.4279044329009
0.498770715818069,0.572396022567787,0.284901713668613,0.302917052138248,0.909059643132946,0.163672585711271,0.230551960683918,0.491795602033204,0.343013044131516,0.355612177139282,0.438100194377116,0.318977432324865,0.0788550937238946,0.198185469228465,0.136385623031873,0.233898192845137,0.134580805935584,0.437356017834057,0.0971568729459658,0.425991640696598
