"Xyleborus seriatus","Xyleborus glabratus","Xyleborus obesus","Xyleborus affinis"
0.519590645537712,0.99673294651091,0.303080483059346,0.999998610518811
0.514144197691027,0.996448772816605,0.297523537911761,0.999998427083324
0.508839766810464,0.996148549761264,0.292171633870316,0.999998225310016
0.503671204860633,0.995831844447695,0.287013505023236,0.999998003921398
0.498632742576066,0.995498226078726,0.282038701934981,0.999997761587651
0.493718958919391,0.995147266121562,0.277237518570633,0.999997496925904
0.488924753594309,0.99477853847458,0.272600926970173,0.999997208499524
0.484245322248459,0.994391619636511,0.268120518725951,0.999996894817416
0.47967613405182,0.993986088877965,0.263788452447149,0.99999655433333
0.475212911379013,0.993561528415235,0.259597406505546,0.999996185445169
0.470851611359878,0.9931175235863,0.25554053645077,0.99999578649432
0.466588409093365,0.992653663028946,0.251611436563235,0.999995355764976
0.462419682345882,0.992169538860916,0.247804105081346,0.999994891483475
0.458341997577538,0.991664746861983,0.24411291269813,0.999994391817646
0.454352097158921,0.991138886657839,0.240532573972871,0.999993854876153
0.450446887657509,0.990591561905684,0.237058121346672,0.999993278707856
0.446623429087077,0.990022380481383,0.233684881488414,0.999992661301175
0.442878925025789,0.989430954668069,0.230408453730002,0.999992000583455
0.439210713519377,0.988816901346044,0.227224690377996,0.999991294420343
0.435616258695152,0.98817984218383,0.224129678713248,0.999990540615172
0.432093143020723,0.987519403830226,0.22111972451152,0.999989736908341
0.428639060148438,0.986835218107198,0.218191336936745,0.999988880976717
0.425251808292827,0.98612692220345,0.215341214674972,0.999987970433021
0.421929284093813,0.985394158868488,0.212566233191335,0.999987002825243
0.418669476923322,0.984636576607011,0.209863433005046,0.999985975636041
0.415470463597198,0.983853829873445,0.207230008888489,0.99998488628216
0.412330403458122,0.983045579266424,0.204663299906295,0.999983732113847
0.409247533798615,0.982211491723027,0.202160780218951,0.999982510414277
0.40622016559615,0.98135124071258,0.199720050583164,0.99998121839898
0.403246679535115,0.980464506429813,0.197338830487965,0.999979853215271
0.400325522292696,0.979550975987164,0.195014950871646,0.999978411941695
0.397455203067892,0.978610343606029,0.192746347369919,0.999976891587457
0.394634290334766,0.977642310806732,0.190531054050554,0.999975289091881
0.39186140880273,0.976646586597014,0.188367197593941,0.999973601323851
0.389135236568205,0.975622887658801,0.18625299188293,0.999971825081271
0.38645450244335,0.97457093853305,0.184186732968642,0.999969957090522
0.383817983448803,0.973490471802432,0.182166794382053,0.999967994005928
0.381224502458487,0.97238122827164,0.180191622763899,0.999965932409219
0.378672925985549,0.971242957145085,0.178259733787886,0.999963768809006
0.376162162099387,0.97007541620175,0.176369708354467,0.999961499640257
0.373691158464587,0.968878371966997,0.174520189034389,0.999959121263773
0.371258900493286,0.967651599881055,0.172709876743068,0.999956629965674
0.368864409603199,0.966394884464013,0.170937527628458,0.999954021956886
0.366506741574153,0.965108019477042,0.169201950156547,0.99995129337263
0.36418498499651,0.963790808079654,0.167502002379975,0.999948440271919
0.361898259805406,0.962443062982755,0.165836589376444,0.999945458637055
0.359645715895182,0.961064606597277,0.164204660844722,0.999942344373133
0.357426531808803,0.959655271178163,0.162605208846998,0.999939093307544
0.355239913497466,0.958214898963492,0.161037265687305,0.999935701189486
0.353085093145942,0.956743342308525,0.159499901916489,0.999932163689479
0.350961328059523,0.95524046381447,0.157992224455003,0.999928476398876
0.348867899608767,0.953706136451739,0.156513374825466,0.99992463482939
0.34680411222846,0.952140243677529,0.155062527487558,0.999920634412613
0.344769292467523,0.950542679547492,0.153638888268383,0.999916470499545
0.342762788086786,0.948913348821329,0.15224169288197,0.999912138360124
0.340783967201771,0.947252167062112,0.150870205532044,0.999907633182761
0.338832217467833,0.945559060729156,0.149523717592649,0.999902950073879
0.336906945305188,0.943833967264271,0.148201546361586,0.999898084057449
0.335007575161498,0.942076835171216,0.146903033882033,0.99989303007454
0.333133548809891,0.940287624088219,0.145627545828002,0.999887782982865
0.331284324680373,0.93846630485339,0.144374470449644,0.999882337556332
0.329459377222767,0.936612859562901,0.143143217574679,0.999876688484601
0.32765819629943,0.934727281621786,0.141933217662471,0.999870830372637
0.325880286606078,0.932809575787252,0.140743920907563,0.99986475774028
0.324125167119208,0.930859758204369,0.139574796389646,0.999858465021802
0.322392370568648,0.928877856434043,0.138425331267192,0.999851946565481
0.320681442933912,0.926863909473174,0.137295030012151,0.999845196633171
0.318991942963058,0.924817967766915,0.136183413683276,0.999838209399877
0.317323441712892,0.922740093212945,0.135090019235831,0.999830978953336
0.315675522109374,0.920630359157707,0.134014398865564,0.999823499293596
0.314047778527197,0.918488850384548,0.13295611938497,0.999815764332607
0.312439816387533,0.916315663093713,0.131914761630009,0.999807767893804
0.310851251773033,0.914110904874169,0.130889919895548,0.999799503711704
0.309281711059201,0.911874694667234,0.129881201397922,0.999790965431504
0.307730830561314,0.909607162722004,0.128888225763094,0.999782146608674
0.306198256196127,0.907308450542571,0.127910624539012,0.999773040708567
0.304683643157616,0.904978710827058,0.126948040730825,0.999763641106024
0.303186655606087,0.902618107398482,0.126000128357726,0.999753941084984
0.301706966369984,0.900226815127495,0.125066552030244,0.999743933838097
0.300244256659796,0.897805019847041,0.124146986546902,0.999733612466344
0.298798215793482,0.895352918258988,0.123241116509202,0.999722969978658
0.297368540932858,0.892870717832812,0.122348635953979,0.999711999291548
0.295954936830437,0.890358636696415,0.121469248002211,0.999700693228728
0.294557115586233,0.88781690351916,0.120602664523426,0.999689044520752
0.293174796414062,0.885245757387242,0.11974860581492,0.999677045804645
0.291807705416902,0.882645447671497,0.118906800295002,0.999664689623549
0.290455575370905,0.880016233887785,0.118076984209575,0.999651968426364
0.289118145517655,0.87735838555008,0.117258901351377,0.999638874567396
0.287795161364316,0.874672182016412,0.116452302791232,0.999625400306009
0.2864863744913,0.87195791232782,0.115656946620743,0.999611537806279
0.285191542367137,0.869215875040483,0.114872597705835,0.999597279136658
0.283910428170215,0.866446378051207,0.114099027450631,0.999582616269633
0.282642800617097,0.863649738416445,0.113336013571159,0.999567541081395
0.28138843379713,0.860826282165055,0.11258333987841,0.999552045351513
0.280147107013067,0.857976344104993,0.111840796070294,0.999536120762606
0.278918604627449,0.855100267624149,0.111108177532091,0.999519758900028
0.277702715914504,0.852198404485549,0.110385285144964,0.999502951251547
0.276499234917321,0.849271114617142,0.109671925102181,0.999485689207039
0.275307960310083,0.846318765896416,0.108967908732677,0.999467964058175
0.27412869526515,0.843341733930067,0.108273052331613,0.999449766998125
0.272961247324787,0.84034040182897,0.107587176997612,0.999431089121254
0.271805428277341,0.837315159978708,0.106910108476368,0.999411921422831
0.270661054037695,0.834266405805909,0.106241677010339,0.999392254798741
0.269527944531821,0.831194543540643,0.105581717194246,0.999372080045196
0.268405923585261,0.828099983975152,0.104930067836117,0.99935138785846
0.267294818815382,0.824983144219182,0.104286571823637,0.99933016883457
0.266194461527263,0.821844447452168,0.103651075995553,0.999308413469069
0.265104686613052,0.818684322672567,0.103023431017937,0.999286112156735
0.26402533245467,0.815503204444594,0.102403491265063,0.999263255191327
0.26295624082973,0.812301532642651,0.101791114704724,0.999239832765323
0.261897256820539,0.809079752193708,0.101186162787785,0.999215834969672
0.26084822872607,0.805838312817934,0.100588500341787,0.999191251793549
0.259809007976785,0.802577668767838,0.0999979954684457,0.999166073124113
0.258779449052205,0.7992982785662,0.0994145194448556,0.99914028874627
0.25775940940112,0.79600060474307,0.0988379466282656,0.999113888342447
0.256748749364341,0.792685113572111,0.0982681543642636,0.999086861492363
0.25574733209989,0.789352274806547,0.0977050228982321,0.999059197672812
0.254755023510555,0.786002561415,0.0971484352899411,0.999030886257449
0.253771692173704,0.782636449317468,0.0965982773311446,0.999001916516579
0.252797209273285,0.779254417121717,0.0960544374660635,0.998972277616958
0.251831448533928,0.775856945860347,0.0955168067146329,0.998941958621594
0.250874286157074,0.772444518728779,0.0949852785984052,0.998910948489555
0.24992560075906,0.769017620824424,0.0944597490690003,0.998879236075785
0.24898527331108,0.76557673888727,0.0939401164390029,0.998846810130925
0.248053187080968,0.762122361042143,0.0934262813152072,0.998813659301137
0.24712922757673,0.758654976542862,0.0929181465341203,0.99877977212794
0.246213282491758,0.755175075518519,0.0924156170996302,0.998745137048045
0.245305241651686,0.75168314872213,0.0919186001227597,0.998709742393203
0.244404996962804,0.748179687281843,0.0914270047634205,0.998673576390058
0.243512442362,0.744665182454929,0.0909407421740929,0.99863662716
0.242627473768161,0.741140125384766,0.0904597254453565,0.998598882719033
0.24174998903499,0.737605006860998,0.0899838695532004,0.998560330977644
0.240879887905189,0.734060317083073,0.0895130913080474,0.998520959740684
0.24001707196596,0.730506545427321,0.0890473093054245,0.998480756707249
0.23916144460578,0.726944180217776,0.0885864438782208,0.998439709470573
0.238312910972411,0.723373708500877,0.0881304170504715,0.998397805517927
0.237471377932095,0.719795615824227,0.0876791524926121,0.998355032230523
0.236636754029905,0.716210386019551,0.0872325754781482,0.998311376883426
0.235808949451201,0.712618500990002,0.0867906128416896,0.998266826645478
0.234987875984171,0.709020440501934,0.0863531929382967,0.998221368579221
0.234173446983402,0.705416681981288,0.085920245604095,0.998174989640833
0.233365577334466,0.701807700314694,0.0854917021181078,0.998127676680071
0.232564183419469,0.698193967655392,0.085067495165266,0.99807941644022
0.231769183083556,0.694575953234101,0.0846475588005525,0.998030195558052
0.230980495602315,0.69095412317489,0.084231828414239,0.997980000563789
0.230198041650068,0.687328940316162,0.083820240698179,0.99792881788108
0.229421743269019,0.683700864036821,0.0834127336131177,0.997876633826978
0.228651523839224,0.680070350087678,0.083009246356984,0.997823434611936
0.227887308049365,0.676437850428173,0.0826097193341308,0.997769206339797
0.227129021868299,0.672803813068454,0.0822140941254891,0.997713935007808
0.22637659251736,0.669168681916853,0.0818223134596059,0.99765760650663
0.225629948443389,0.665532896632807,0.0814343211845353,0.997600206620364
0.224889019292465,0.661896892485242,0.0810500622405514,0.997541721026581
0.224153735884328,0.658261100216444,0.080669482633659,0.997482135296364
0.223424030187458,0.654625945911439,0.0802925294098716,0.99742143489436
0.222699835294801,0.650991850872864,0.0799191506302317,0.997359605178834
0.221981085400117,0.647359231501373,0.0795492953465501,0.997296631401743
0.221267715774932,0.643728499181506,0.0791829135778377,0.997232498708809
0.220559662746076,0.640100060173082,0.0788199562874087,0.997167192139606
0.219856863673788,0.63647431550803,0.0784603753606321,0.99710069662766
0.219159256930382,0.632851660892677,0.0781041235833099,0.99703299700055
0.218466781879432,0.629232486615437,0.0777511546206629,0.996964077980028
0.217779378855492,0.625617177459871,0.0774014229969023,0.99689392418214
0.217096989144314,0.622006112623071,0.0770548840753695,0.996822520117364
0.216419554963552,0.618399665639332,0.0767114940392252,0.996749850190758
0.215747019443947,0.614798204309034,0.0763712098726698,0.996675898702108
0.215079326610972,0.611202090632697,0.0760339893426801,0.996600649846104
0.214416421366925,0.607611680750145,0.0756997909812417,0.996524087712508
0.213758249473453,0.604027324884694,0.0753685740680664,0.996446196286346
0.213104757534508,0.600449367292304,0.0750402986137749,0.996366959448102
0.212455892979705,0.596878146215635,0.0747149253435337,0.996286360973932
0.211811604048083,0.593313993842888,0.0743924156811291,0.996204384535878
0.211171839772256,0.589757236271394,0.0740727317334666,0.996121013702101
0.210536549962935,0.586208193475831,0.0737558362754815,0.996036231937122
0.209905685193823,0.582667179280998,0.0734416927354491,0.995950022602078
0.209279196786862,0.579134501339047,0.0731302651806802,0.995862368954981
0.208657036797825,0.575610461111093,0.0728215183035929,0.995773254150999
0.208039158002253,0.572095353853073,0.0725154174081464,0.995682661242741
0.207425513881709,0.5685894686058,0.0722119283966276,0.995590573180559
0.206816058610356,0.565093088189079,0.0719110177567803,0.995496972812858
0.206210747041847,0.56160648919979,0.0716126525492636,0.995401842886417
0.20560953469651,0.558129942013851,0.0713168003954344,0.99530516604673
0.205012377748833,0.55466371079193,0.0710234294654397,0.995206924838352
0.204419233015229,0.551208053488824,0.0707325084666129,0.995107101705257
0.203830057942081,0.547763221866391,0.0704440066321628,0.995005678991218
0.20324481059406,0.544329461509914,0.070157893710148,0.994902638940183
0.2026634496427,0.540907011847812,0.0698741399527285,0.994797963696683
0.202085934355236,0.537496106174584,0.0695927161056853,0.99469163530624
0.201512224583683,0.534096971676853,0.0693135933982006,0.994583635715791
0.200942280754169,0.530709829462451,0.0690367435328919,0.994473946774126
0.200376063856494,0.527334894592384,0.0687621386760919,0.994362550232344
0.199813535433925,0.523972376115603,0.0684897514483666,0.994249427744313
0.199254657573213,0.520622477106473,0.0682195549152665,0.994134560867149
0.198699392894831,0.517285394704809,0.0679515225783025,0.994017931061711
0.198147704543421,0.513961320158397,0.0676856283661411,0.993899519693108
0.197599556178455,0.510650438867892,0.0674218466260125,0.993779308031213
0.197054911965089,0.507352930433968,0.0671601521153256,0.993657277251206
0.196513736565223,0.504068968706645,0.0669005199934838,0.993533408434117
0.195975995128746,0.500798721836674,0.0666429258138968,0.993407682567391
0.195441653284972,0.49754235232888,0.0663873455161821,0.993280080545464
0.19491067713426,0.494300017097366,0.0661337554185509,0.99315058317036
0.194383033239805,0.491071867522484,0.065882132210375,0.993019171152292
0.193858688619612,0.487858049509469,0.0656324529449268,0.992885825110289
0.19333761073863,0.484658703548636,0.0653846950322902,0.992750525572831
0.192819767501055,0.481473964777076,0.0651388362324372,0.9926132529785
0.192305127242798,0.478303963041707,0.064894854648464,0.992473987676651
0.1917936587241,0.475148822963645,0.0646527287199856,0.992332709928093
0.191285331122312,0.472008664003769,0.0644124372166806,0.992189399905787
0.190780114024813,0.468883600529407,0.0641739592319854,0.992044037695561
0.19027797742208,0.465773741882062,0.0639372741769329,0.991896603296843
0.189778891700903,0.462679192446079,0.0637023617741306,0.991747076623399
0.189282827637728,0.459600051718201,0.0634692020518763,0.991595437504105
0.188789756392148,0.456536414377896,0.0632377753384061,0.991441665683718
0.188299649500518,0.45348837035842,0.0630080622562728,0.991285740823673
0.187812478869702,0.450456004918507,0.06278004371685,0.991127642502895
0.187328216770943,0.447439398714629,0.0625537009149588,0.990967350218623
0.186846835833863,0.444438627873757,0.0623290153236148,0.990804843387259
0.186368309040575,0.441453764066545,0.0621059686888917,0.990640101345225
0.185892609719916,0.438484874580879,0.0618845430248974,0.990473103349841
0.185419711541792,0.435532022395723,0.0616647206088622,0.990303828580222
0.184949588511645,0.432595266255186,0.0614464839763342,0.990132256138186
0.18448221496501,0.429674660742788,0.0612298159164789,0.989958365049188
0.184017565562199,0.42677025635581,0.0610146994674831,0.989782134263263
0.183555615283075,0.423882099579724,0.0608011179120565,0.989603542655987
0.183096339421935,0.421010232962619,0.0605890547730323,0.989422569029467
0.182639713582489,0.418154695189575,0.0603784938090613,0.98923919211333
0.182185713672939,0.415315521156938,0.0601694190103996,0.989053390565747
0.181734315901151,0.41249274204645,0.059961814594785,0.988865142974462
0.181285496769921,0.409686385399179,0.0597556650034032,0.98867442785785
0.180839233072331,0.40689647518921,0.0595509548969379,0.988481223665982
0.180395501887192,0.404123031897054,0.0593476691517053,0.988285508781717
0.179954280574577,0.401366072582729,0.0591457928558702,0.98808726152181
0.179515546771441,0.398625610958484,0.0589453113057418,0.987886460138032
0.179079278387314,0.395901657461111,0.0587462100021461,0.987683082818318
0.178645453600086,0.393194219323827,0.0585484746468752,0.987477107687928
0.178214050851862,0.390503300647688,0.0583520911392098,0.987268512810629
0.177785048844906,0.387828902472488,0.0581570455725136,0.98705727618989
0.177358426537646,0.385171022847133,0.0579633242308987,0.986843375770105
0.176934163140766,0.382529656899454,0.0577709135859591,0.986626789437828
0.176512238113366,0.379904796905412,0.0575798002935713,0.986407495023028
0.176092631159188,0.377296432357714,0.0573899711907603,0.986185470300365
0.175675322222919,0.374704550033755,0.0572014132926295,0.985960692990483
0.175260291486558,0.372129134062925,0.0570141137893528,0.985733140761326
0.17484751936585,0.369570165993216,0.0568280600432281,0.985502791229465
0.174436986506785,0.367027624857118,0.0566432395857889,0.985269621961454
0.174028673782162,0.364501487236809,0.0564596401149757,0.985033610475198
0.173622562288211,0.361991727328581,0.0562772494923626,0.984794734241346
0.173218633341281,0.359498317006524,0.0560960557404398,0.984552970684698
0.172816868474584,0.357021225885431,0.0559160470399504,0.984308297185635
0.172417249435002,0.354560421382918,0.0557372117272795,0.984060691081568
0.172019758179944,0.35211586878074,0.0555595382918953,0.983810129668406
0.171624376874264,0.349687531285307,0.0553830153738406,0.983556590202044
0.171231087887235,0.347275370087367,0.0552076317612729,0.983300049899869
0.170839873789571,0.344879344420867,0.0550333763880535,0.98304048594229
0.170450717350506,0.342499411620977,0.0548602383313833,0.982777875474283
0.170063601534925,0.340135527181259,0.0546882068094841,0.982512195606957
0.16967850950054,0.337787644810004,0.0545172711793256,0.982243423419144
0.169295424595121,0.335455716485684,0.0543474209343958,0.981971535958999
0.168914330353773,0.333139692511574,0.0541786457025142,0.981696510245635
0.168535210496261,0.330839521569487,0.0540109352436874,0.981418323270759
0.168158048924378,0.328555150772651,0.0538442794480056,0.981136952000345
0.167782829719365,0.326286525717716,0.0536786683335788,0.980852373376318
0.167409537139369,0.324033590535892,0.0535140920445128,0.980564564318256
0.167038155616947,0.321796287943212,0.0533505408489231,0.980273501725121
0.166668669756615,0.319574559289929,0.0531880051369864,0.979979162477
0.166301064332435,0.317368344609041,0.0530264754190292,0.979681523436871
0.165935324285646,0.31517758266395,0.0528659423236514,0.979380561452388
0.165571434722332,0.313002210995252,0.0527063965958858,0.979076253357688
0.165209380911134,0.310842165966671,0.0525478290953916,0.97876857597521
0.164849148280996,0.308697382810122,0.0523902307946816,0.978457506117544
0.16449072241895,0.30656779566993,0.0522335927773819,0.978143020589296
0.164134089067942,0.304453337646187,0.0520779062365242,0.977825096188964
0.163779234124688,0.302353940837271,0.0519231624728692,0.97750370971085
0.16342614363757,0.300269536381517,0.0517693528932611,0.977178837946978
0.163074803804567,0.298200054498054,0.0516164690090118,0.976850457689037
0.162725200971215,0.296145424526816,0.0514645024343153,0.976518545730343
0.162377321628612,0.294105574967718,0.0513134448846898,0.976183078867824
0.16203115241144,0.29208043351903,0.0511632881754494,0.975844033904012
0.161686680096034,0.290069927114929,0.0510140242202022,0.975501387649073
0.161343891598473,0.288073981962257,0.0508656450293764,0.975155116922839
0.161002773972709,0.286092523576478,0.0507181427087722,0.97480519855687
0.16066331440872,0.28412547681685,0.0505715094581405,0.974451609396529
0.160325500230698,0.282172765920825,0.0504257375697858,0.974094326303081
0.159989318895263,0.280234314537661,0.0502808194271949,0.973733326155805
0.159654757989707,0.278310045761298,0.0501367475036899,0.973368585854132
0.15932180523027,0.276399882162459,0.0499935143611046,0.973000082319792
0.158990448460434,0.274503745820017,0.0498511126484843,0.972627792498992
0.158660675649255,0.272621558351627,0.0497095351008092,0.972251693364598
0.158332474889716,0.270753240943631,0.0495687745377393,0.971871761918349
0.158005834397103,0.268898714380247,0.0494288238623815,0.97148797519308
0.157680742507419,0.267057899072057,0.0492896760600786,0.971100310254966
0.157357187675804,0.265230715083786,0.0491513241972194,0.970708744205785
0.157035158475002,0.263417082161409,0.0490137614200683,0.970313254185197
0.156714643593832,0.261616919758568,0.0488769809536168,0.96991381737304
0.156395631835696,0.259830147062335,0.0487409761004535,0.969510410991646
0.156078112117105,0.258056683018304,0.0486057402396541,0.969103012308172
0.15576207346623,0.256296446355044,0.0484712668256906,0.968691598636951
0.155447505021474,0.254549355607915,0.0483375493873584,0.968276147341852
0.155134396030065,0.252815329142254,0.0482045815267227,0.967856635838671
0.154822735846675,0.251094285175948,0.0480723569180818,0.967433041597522
0.154512513932057,0.249386141801392,0.0479408693069489,0.967005342145255
0.154203719851704,0.24769081700686,0.0478101125090501,0.96657351506789
0.153896343274525,0.246008228697283,0.0476800804093406,0.96613753801306
0.153590373971549,0.244338294714457,0.0475507669610358,0.965697388692478
0.153285801814642,0.24268093285667,0.0474221661846601,0.965253044884411
0.152982616775247,0.241036060897796,0.0472942721671111,0.964804484436176
0.15268080892314,0.239403596605813,0.0471670790607385,0.964351685266651
0.152380368425206,0.237783457760814,0.0470405810824402,0.963894625368792
0.152081285544239,0.236175562172469,0.0469147725127713,0.963433282812176
0.151783550637748,0.234579827696979,0.0467896476950695,0.962967635745552
0.151487154156795,0.232996172253527,0.0466652010345937,0.962497662399405
0.151192086644839,0.231424513840218,0.0465414269976778,0.962023341088539
0.150898338736602,0.229864770549547,0.0464183201108972,0.961544650214666
0.150605901156955,0.228316860583376,0.0462958749602502,0.961061568269015
0.150314764719811,0.226780702267449,0.0461740861903516,0.960574073834951
0.150024920327048,0.225256214065447,0.0460529485036403,0.960082145590605
0.149736358967434,0.223743314592583,0.045932456659599,0.95958576231152
0.149449071715577,0.222241922628778,0.0458126054739871,0.959084902873305
0.149163049730889,0.220751957131376,0.0456933898180856,0.958579546254303
0.14887828425656,0.21927333724746,0.0455748046179546,0.958069671538268
0.148594766618554,0.217805982325741,0.0454568448537018,0.957555257917061
0.148312488224615,0.216349811928047,0.0453395055587638,0.957036284693341
0.14803144056329,0.21490474584041,0.0452227818191981,0.956512731283282
0.147751615202963,0.213470704083776,0.0451066687729867,0.955984577219291
0.147473003790907,0.212047606924317,0.0449911616093505,0.95545180215274
0.147195598052348,0.210635374883393,0.0448762555680748,0.954914385856703
0.146919389789538,0.209233928747132,0.0447619459388453,0.954372308228704
0.146644370880852,0.207843189575672,0.044648228060595,0.953825549293475
0.146370533279886,0.206463078712043,0.0445350973208601,0.953274089205721
0.146097869014576,0.205093517790714,0.0444225491551475,0.952717908252891
0.145826370186324,0.203734428745814,0.0443105790463114,0.952156986857956
0.145556028969143,0.202385733819024,0.0441991825239396,0.9515913055822
0.145286837608808,0.201047355567155,0.0440883551637492,0.951020845128006
0.145018788422022,0.199719216869416,0.0439780925869926,0.950445586341664
0.144751873795591,0.198401240934385,0.0438683904598712,0.949865510216165
0.144486086185617,0.197093351306682,0.0437592444929595,0.949280597894021
0.144221418116693,0.195795471873358,0.0436506504406373,0.948690830670071
0.143957862181119,0.194507526870001,0.0435426041005304,0.948096189994304
0.14369541103812,0.193229440886579,0.0434351013129611,0.947496657474683
0.143434057413081,0.191961138872997,0.0433281379604052,0.946892214879965
0.143173794096791,0.190702546144418,0.043221709966959,0.946282844142536
0.142914613944698,0.189453588386315,0.0431158132978136,0.94566852736124
0.142656509876171,0.188214191659283,0.0430104439587367,0.945049246804213
0.142399474873775,0.186984282403609,0.0429055979955635,0.944424984911714
0.142143501982558,0.185763787443608,0.0428012714936939,0.943795724298969
0.141888584309344,0.184552633991735,0.0426974605775982,0.943161447758998
0.141634715022035,0.183350749652464,0.0425941614103299,0.942522138265459
0.141381887348928,0.182158062425968,0.0424913701930455,0.941877778975479
0.141130094578038,0.18097450071157,0.0423890831645319,0.941228353232493
0.140879330056425,0.179799993311006,0.0422872966007408,0.940573844569074
0.14062958718954,0.178634469431474,0.0421860068143295,0.939914236709764
0.140380859440576,0.177477858688502,0.0420852101542092,0.939249513573909
0.140133140329822,0.17633009110862,0.0419849030050995,0.938579659278477
0.139886423434035,0.175191097131846,0.0418850817870895,0.937904658140884
0.139640702385811,0.174060807614005,0.0417857429552056,0.937224494681814
0.139395970872975,0.172939153828863,0.0416868829989852,0.936539153628026
0.139152222637972,0.171826067470099,0.0415884984420572,0.93584861991517
0.138909451477263,0.170721480653112,0.0414905858417283,0.935152878690583
0.138667651240739,0.16962532591667,0.041393141788575,0.934451915316087
0.138426815831136,0.1685375362244,0.0412961629060422,0.933745715370778
0.138186939203458,0.167458044966136,0.0411996458500472,0.933034264653809
0.13794801536441,0.166386785959116,0.0411035873085893,0.932317549187159
0.137710038371837,0.165323693449041,0.0410079840013654,0.931595555218402
0.137473002334169,0.164268702110991,0.0409128326793908,0.930868269223458
0.137236901409878,0.163221747050217,0.0408181301246259,0.930135677909345
0.137001729806937,0.162182763802802,0.0407238731496073,0.929397768216907
0.136767481782288,0.161151688336186,0.0406300585970854,0.928654527323541
0.136534151641316,0.160128457049593,0.040536683339666,0.927905942645911
0.136301733737336,0.159113006774314,0.0404437442794579,0.927152001842646
0.136070222471074,0.158105274773899,0.0403512383477251,0.926392692817028
0.135839612290168,0.157105198744224,0.0402591625045435,0.925628003719665
0.135609897688666,0.156112716813462,0.0401675137384636,0.924857922951154
0.135381073206538,0.155127767541942,0.0400762890661761,0.924082439164722
0.135153133429185,0.154150289921918,0.0399854855321848,0.923301541268859
0.134926072986964,0.15318022337723,0.0398951002084811,0.92251521842993
0.134699886554714,0.152217507762886,0.0398051301942256,0.921723460074775
0.134474568851287,0.151262083364539,0.0397155726154325,0.920926255893287
0.134250114639088,0.150313890897892,0.0396264246246591,0.920123595840975
0.134026518723621,0.149372871508006,0.0395376834006995,0.919315470141511
0.133803775953035,0.148438966768533,0.0394493461482825,0.91850186928925
0.133581881217684,0.147512118680873,0.0393614100977734,0.917682784051742
0.133360829449688,0.146592269673253,0.0392738725048809,0.916858205472212
0.133140615622499,0.145679362599729,0.0391867306503664,0.916028124872027
0.132921234750474,0.144773340739125,0.0390999818397585,0.915192533853138
0.132702681888453,0.143874147793902,0.0390136234030717,0.914351424300504
0.132484952131343,0.142981727888958,0.0389276526945274,0.913504788384483
0.132268040613704,0.142096025570374,0.0388420670922801,0.912652618563216
0.132051942509347,0.141216985804088,0.0387568639981469,0.911794907584968
0.131836653030928,0.140344553974524,0.0386720408373406,0.910931648490461
0.131622167429552,0.139478675883151,0.038587595058206,0.910062834615171
0.131408480994385,0.138619297747006,0.0385035241319609,0.909188459591605
