"Xylosandrus crassiusculus","Euwallacea fornicatus","Xyleborus seriatus","Xyleborus ferrugineus","Xyleborus affinis","Xyleborus xylographus","Xyleborus glabratus","Xyleborus obesus","Xyleborus germanus","Euwallacea validus","Xyleborinus saxeseni","Ambrosiodmus rubricollis","Ambrosiodmus obliquus","Ambrosiodmus tachygraphus","Sampsonius dampfi","Xylosandrus morigerus","mutillatus","Xylosandrus compactus","Xyleborus posticus","Coptoborus pseudotenuis"
0.82204460006647,0.740076295545277,0.598672910262839,0.749191831750632,0.721508808774269,0.981276387236601,0.999783762344592,0.436975583416128,0.696906038116192,0.88555108048738,0.672345408292038,0.852569505308651,0.426563462286382,0.753652432742661,0.85732776487052,0.838182055459703,0.715167135194449,0.698297706974164,0.451680077322602,0.972656005800022
0.814029163640706,0.726458138104269,0.579475422458564,0.738073439450342,0.713027300672779,0.976971381752692,0.999717019298408,0.413868784805173,0.684055899370377,0.875225005106139,0.657503717033595,0.83589541116169,0.406425459379752,0.729196087912012,0.838380480814057,0.828339219505018,0.695810096239478,0.683154059785907,0.434251597654426,0.968001727524933
0.8064122496325,0.713545105841825,0.561599127901582,0.727568917341547,0.70509033914127,0.972166786568692,0.99963757511083,0.392939839807398,0.671980657376129,0.865030282610121,0.643572250631786,0.81924851010891,0.388172412301933,0.705396588051777,0.819203497565372,0.818870935254204,0.677367247954365,0.668870961703426,0.418360235895045,0.96305012935057
0.799150807494016,0.701269988587005,0.544903403898006,0.717611640241824,0.697629245878052,0.966859285982103,0.999544274888523,0.373905272603808,0.660593709472695,0.85497314640402,0.630452835143242,0.802688730691581,0.371546761513686,0.682312242766076,0.799908571638686,0.809746528105905,0.659783443996707,0.655362897185352,0.403795942460784,0.957814714295966
0.792208995306293,0.689575356076668,0.529267992794014,0.708145939056092,0.690587993513737,0.961048513917466,0.999435957406725,0.356527295591039,0.649822769643336,0.845058195391924,0.618062761318622,0.786266269144067,0.35633643118007,0.659981145894974,0.780593749663859,0.800939574623818,0.643006672143483,0.642556909773842,0.390387061573164,0.952308904796628
0.785556582283932,0.678411628511254,0.514589257270945,0.699124720743075,0.683920216593312,0.954736959716403,0.999311455993706,0.340605248911026,0.639606768660204,0.835288720814673,0.60633158623818,0.770022952610994,0.342365105438909,0.638425357462913,0.761344368943728,0.792427066835213,0.62698811469204,0.630390141052666,0.377991648637257,0.946546042633985
0.779167782235577,0.667735623071171,0.50077727182594,0.690507719266837,0.677587067175215,0.947929864028251,0.999169599375342,0.325968823382959,0.629893571294744,0.825666957639088,0.595198745659937,0.753993389327308,0.329484921101629,0.617654307705415,0.742234062321617,0.784188784827345,0.611682101967695,0.618807969235765,0.366491102329769,0.94053938074866
0.773020383294512,0.657509437479748,0.487753530928782,0.682260183173358,0.671555641541958,0.940635101899127,0.99900921249265,0.312472669480468,0.620638260453283,0.816194281229255,0.584611736733825,0.738205950565833,0.317570897692249,0.597667566183463,0.723325757116333,0.776206816085828,0.597046002062736,0.607762574630593,0.355785407423692,0.9343020695794
0.767095086460799,0.647699577883227,0.475449120375942,0.674351872766006,0.665797803175348,0.93286305153418,0.998829117302149,0.29999208550836,0.611801824261227,0.806871363436027,0.574524711382065,0.722683616008654,0.30651663732442,0.578457090389695,0.704672655529087,0.768465180713228,0.583040074314807,0.597211815991008,0.345789522928497,0.927847139819734
0.761374994549995,0.638276267468767,0.463803242108641,0.666756281538513,0.6602892869482,0.924626448278187,0.998628133566703,0.28841954914307,0.603350135629132,0.797698298000464,0.564897371380911,0.707444705797755,0.296230966493195,0.560009046914967,0.686319184302949,0.760949534657455,0.569627304191324,0.5871183378131,0.336430600186202,0.921187482977127
0.755845211576322,0.629212891196154,0.452762012513287,0.659450023127495,0.655009006893406,0.915940224208022,0.998405079642836,0.277661911133386,0.595253148082807,0.788674702359548,0.555694089052672,0.692503516971921,0.286635285885055,0.542305281596638,0.668301903155431,0.753646931483244,0.556773230926243,0.577448852188035,0.327645812580267,0.914335830765329
0.750492524613755,0.620485544669827,0.442277474920085,0.652412342484837,0.649938513972378,0.906821334405747,0.998158773269291,0.267638111624188,0.587484254148964,0.77979980103545,0.5468831993363,0.677870878208579,0.277661458847131,0.525324501689082,0.650650363807656,0.746545628801253,0.544445775137502,0.56817355463141,0.319380642764995,0.907304734106158
0.745305148200853,0.612072663818671,0.432306781702005,0.645624721674701,0.645061566126118,0.897288571512358,0.997888032360591,0.258277311251914,0.580019767732567,0.77107249446444,0.538436423876623,0.663554634114301,0.269250114203378,0.509043222147444,0.633387913835835,0.739634929263427,0.532615070942621,0.559265644155422,0.311587516792694,0.900106542329334
0.740272516827413,0.603954718075463,0.422811511980359,0.639070558723272,0.64036378357997,0.887362370567673,0.997591675808611,0.249517353268817,0.572838502326931,0.76249141618162,0.530328398098537,0.649560068354126,0.261349271029236,0.493436519068127,0.616532441815389,0.732905048666851,0.521253305294055,0.550700925446496,0.304224704492272,0.892753383017148
0.735385114845982,0.596113954026319,0.413757098719112,0.632734903554664,0.635832369718207,0.877064606433719,0.997268524294534,0.241303491342262,0.565921424181449,0.754054980598822,0.522536279534671,0.635890273435258,0.253913215935157,0.478478625819351,0.600097062186357,0.726347005570743,0.510334566063448,0.542457476428115,0.29725542648282,0.885257142831332
0.730634335843357,0.588534179589925,0.405112344771428,0.626604239029926,0.631455882983124,0.866418386287095,0.996917401113054,0.233587331754593,0.559251364737892,0.745761423114479,0.51503942092448,0.622546473812718,0.246901580102233,0.464143401152511,0.584090739890394,0.719952528170787,0.499834699614024,0.534515368415303,0.290647123190319,0.877629449573388
0.726012365442122,0.581200581050977,0.396849011794239,0.620666297981307,0.627224048906756,0.855447839758798,0.996537133010266,0.226325949556968,0.552812780395836,0.737608833922667,0.507819095433231,0.609528308065183,0.240278575603099,0.450404693397976,0.568518856111882,0.713713975153335,0.489731178081301,0.526856428955884,0.284370852064916,0.869881655660923
0.721512082913004,0.574099566955271,0.388941469260312,0.614909909238839,0.623127604019393,0.844177909307005,0.996126551036312,0.219481146598717,0.546591550417029,0.729595186607701,0.500858264172656,0.5968340751352,0.234012359687644,0.437236620544761,0.553383717422161,0.707624267976556,0.480002976246571,0.519464039607436,0.278400787124445,0.862024823146957
0.717126978021167,0.567218634140396,0.381366393346204,0.609324867207326,0.61915816530697,0.832634143338843,0.995684491413554,0.213018825854326,0.540574805820287,0.721718362395793,0.494141378326977,0.584460948996782,0.228074502588168,0.42461378243833,0.538685011314051,0.701676832569155,0.470630457676418,0.512322962524528,0.272713800823626,0.854069710363811
0.712851080308871,0.560546252140065,0.374102507453684,0.603901820723367,0.615308120317019,0.820842494461637,0.995209796420755,0.206908461546237,0.534750783652818,0.71397617076902,0.487654209795335,0.572405165576685,0.222439539614802,0.412511418383531,0.524420211566287,0.695865548849822,0.461595269674892,0.505419190971695,0.267289112647976,0.846026760235991
0.708678898606308,0.554071762941849,0.367130357672372,0.598632177811006,0.611570534082102,0.808829125053496,0.994701315293525,0.201122648546269,0.529108702189455,0.706366367016762,0.481383705492062,0.560662185293545,0.21708459230397,0.400905521007921,0.510584937136846,0.690184706787102,0.452880246525738,0.498739819834718,0.26210799216047,0.837906090275882
0.704605369012627,0.547785293654254,0.360432117715195,0.593508023635995,0.607939069839113,0.796620222108762,0.994157905141072,0.195636717682588,0.52363865350561,0.698886667197111,0.475317861397311,0.549226834177574,0.21198904646271,0.389772915238157,0.497173268390244,0.684628967964738,0.444469320471317,0.492272932947913,0.257153506771798,0.829717484250889
0.700625809936482,0.541677680090829,0.353991418831667,0.588522049485953,0.604407921141629,0.784241823047293,0.993578431879079,0.190428406072593,0.518331510562517,0.691534760898926,0.469445613192272,0.538093426182372,0.207134277346179,0.379091309595738,0.484178024452006,0.679193331809394,0.43634743986975,0.486007504640554,0.252410306464333,0.821470385490096
0.696735883055697,0.535740399636094,0.347793200983553,0.583667491015257,0.600971753439892,0.771719653888971,0.99296177117839,0.18547757358961,0.513178846484429,0.684308322129508,0.463756740896606,0.527255868991877,0.202503414080725,0.368839325667026,0.471591005384084,0.673873105789146,0.428500493983362,0.479933313369183,0.247864439222109,0.813173891781843
0.692931559267765,0.529965512042601,0.341823582195833,0.578938074317452,0.597625653574518,0.759078980896767,0.992306809428983,0.180765958162969,0.508172864133723,0.67720501859968,0.458241785388114,0.516707755353564,0.198081136923043,0.358996510494941,0.459403202713252,0.668663879011536,0.420915243873481,0.474040865672552,0.243503192110702,0.804836751800196
0.689209088870645,0.524345607036821,0.336069743505349,0.574327968644839,0.594365085921412,0.746344476492908,0.991612444718576,0.176276963892012,0.503306334428036,0.670222519634742,0.452891975053853,0.506442441728867,0.193853502118699,0.349543335733181,0.447604981641028,0.663561498746568,0.413579258904861,0.468321328983369,0.239314953890481,0.796467362987869
0.685564975346944,0.518873757796116,0.330519827345008,0.569831744800108,0.591185854155653,0.733540099961666,0.99087758782506,0.171995476989994,0.498572542113931,0.663358502904197,0.447699161118668,0.496453115839536,0.189807790059345,0.340461186662834,0.436186238034831,0.658562049477891,0.406480858394398,0.462766472071643,0.235289095792569,0.788073770815093
0.681995952231782,0.513543479509127,0.325162847542002,0.565444338389877,0.588084067785417,0.720688993176282,0.990101163221821,0.167907705414631,0.493965237929011,0.656610660133825,0.44265576043726,0.486732854500885,0.185932373189429,0.3317323435663,0.425136533058535,0.653661834148791,0.399609057971606,0.457368612090365,0.231415867682756,0.779663669328123
0.6784989626312,0.508348692354755,0.31998860938913,0.561161017263534,0.585056112753806,0.707813391332515,0.989282110094876,0.164001038727629,0.489478596260509,0.649976701939349,0.437754704731282,0.477274672966779,0.182216600719634,0.323339957460127,0.414445208055905,0.648857357321333,0.392953520250944,0.452120567354714,0.227686307317502,0.771244402897083
0.675071141028221,0.503283688335958,0.314987638480564,0.556977352569492,0.582098625524875,0.694934548441504,0.988419383370633,0.160263925286937,0.485107177551744,0.643454361900625,0.432989395412951,0.468071566864366,0.178650697696393,0.315268021786659,0.4041014820597,0.644145310009582,0.386504509447935,0.447015615118126,0.224092160783311,0.762822969070511
0.671709797071139,0.498343101488197,0.310151117196603,0.55288919294996,0.579208470166109,0.682072677133401,0.987511954752961,0.156685764336979,0.480845894825241,0.637041399978284,0.428353663268288,0.459116547666637,0.175225676377945,0.30750134133766,0.394094534067427,0.639522555983061,0.380252849601323,0.442047453717947,0.220625812525333,0.754406022443
0.668412401085757,0.493521881051886,0.305470827883197,0.548892641468598,0.576382718017929,0.669246902152015,0.986558813768166,0.153256810943028,0.476689983788011,0.630735605360433,0.42384173238197,0.450402672536236,0.171933258195977,0.300025499417674,0.384413572005219,0.634986119365823,0.37418988609213,0.437210168554395,0.217280223628034,0.745999879442547
0.665176571092244,0.488815267256278,0.300939101907259,0.544984034925995,0.573618629604969,0.656475226780475,0.985558968816318,0.149968092031377,0.472634976064399,0.624534798814904,0.419448187776263,0.441923069272535,0.16876580485228,0.292826824039737,0.375047890096202,0.630533173381041,0.368307450177178,0.432498201442593,0.21404887722169,0.73761052394548
0.662000061139581,0.484218769410952,0.29654877388262,0.541159925268329,0.570913638496765,0.643774511327897,0.984511448227341,0.14681133205932,0.468676675168462,0.618436834612307,0.41516794631204,0.433670957004626,0.165716257323191,0.285892353771792,0.365986916160015,0.626161030111468,0.362597826279334,0.427906322941287,0.210925730062361,0.729243613628887
0.658880750797486,0.479728146042153,0.292293140457553,0.537417062836561,0.568265336869267,0.63116046272628,0.983415301320111,0.143778887057734,0.464811134883272,0.612439602076341,0.410996230463218,0.425639663193971,0.162778081729951,0.279209803711452,0.357220250196403,0.621867131163505,0.357053721799573,0.42342960731566,0.207905169477084,0.720904486973252
0.655816635668274,0.475339386846,0.288165923136346,0.533752381238841,0.565671462555028,0.618647634233265,0.982269599462781,0.1408636859723,0.461034639761151,0.60654102681039,0.406928544629277,0.417822637440941,0.15994522118744,0.272767531953296,0.348737695447716,0.617649039137192,0.351668239236805,0.419063409837195,0.20498197498579,0.712598170831327
0.652805818800031,0.471048696260112,0.284161234676652,0.530162983658477,0.563129887400311,0.606249434207603,0.981073437132426,0.13805917838318,0.457343687498013,0.600739071643019,0.402960653695563,0.410213462528253,0.157212052872821,0.266554506821672,0.340529282992302,0.613504429816976,0.346434850420608,0.414803346162244,0.202151284011516,0.704329388483041
0.649846502898482,0.466852478480374,0.280273548663505,0.526646130434926,0.560638606772878,0.593978142917489,0.979825932972051,0.1353592878126,0.453734972968104,0.595031737329444,0.399088563589344,0.402805863080366,0.154573349663869,0.260560275068932,0.33258529079239,0.609431085008672,0.341347372679395,0.410645273563901,0.199408561174315,0.696102568100357
0.646936983248508,0.462747323771133,0.276497671911481,0.523199227776578,0.558195730085719,0.581844936354313,0.9785262308429,0.132758369939287,0.450205373733579,0.589417063041366,0.395308503612085,0.395593712170494,0.152024245787941,0.254774931180643,0.324896258005186,0.605426885957195,0.336399946782487,0.406585273820028,0.196749570734852,0.687921851550328
0.644075641267753,0.458729995935593,0.272828719389931,0.519819817482254,0.555799472220117,0.569859916052963,0.97717350086999,0.130251175131517,0.446751936867258,0.58389312667339,0.391616910356258,0.388571036165165,0.149560205999507,0.249189087883032,0.317452995263578,0.601489807287438,0.331587016509007,0.402619637584476,0.194170351813193,0.679791103469122
0.641260938624625,0.454797420829141,0.269262091403554,0.516505567563823,0.553448145746849,0.558032143961537,0.975766940478678,0.127832814789419,0.443371866947344,0.578458044990776,0.388010413038792,0.381732018059594,0.147176997869445,0.243793847911214,0.310246591541977,0.597617911417436,0.326903309709621,0.398744850089392,0.191667196058797,0.671713920544367
0.63849141186142,0.45094667581207,0.265793452792919,0.513254263675655,0.55114015385745,0.546369681455445,0.974305775420056,0.125498731054383,0.44006251510044,0.573109973640115,0.384485820103759,0.375070999524925,0.144870666824716,0.238580777068099,0.303268418142465,0.593809343398805,0.322343820739119,0.394957578044519,0.18923662749057,0.663693640947795
0.635765667470488,0.447174980050121,0.262418713947371,0.510063801268045,0.548873983928643,0.534879631650735,0.972789260782916,0.123244669500895,0.436821368984235,0.567847107041882,0.381040106964571,0.368582481860138,0.142637513624354,0.233541878581448,0.296510130265471,0.590062326144492,0.317903794148624,0.391254657614959,0.186875384262409,0.65573335386476
0.633082377377656,0.443479685581624,0.259134013447062,0.506932178391613,0.546648201652633,0.523568184236691,0.971216681989967,0.121066654475313,0.433646043614232,0.562667678181501,0.377670404771204,0.362261126016563,0.140474073998105,0.228669568749382,0.289963666566792,0.586375156008317,0.313578709536012,0.387633083372445,0.184580402140932,0.647835909071704
0.630440274792441,0.439858269079035,0.255935702171841,0.503857489088211,0.544461445674225,0.512440662116176,0.969587355775987,0.118960966788382,0.43053427295014,0.557569958313452,0.374373990101229,0.356101751841212,0.138377100208673,0.223956653851587,0.283621247047959,0.582746198684616,0.3093642674621,0.384089998126909,0.182348799508863,0.640003926517078
0.627838150389311,0.436308324240595,0.252820328733131,0.500837917311262,0.542312422682794,0.501501569212065,0.967900631145559,0.116924123504671,0.427483902167265,0.552552256591248,0.371148275484931,0.350099336666009,0.136343544328375,0.219396308293728,0.277475369578966,0.579173885399664,0.305256376348145,0.380622683555471,0.180177863730629,0.632239805865476
0.625274848788267,0.432827554754683,0.249784626100947,0.497871731324913,0.540199902913314,0.490754638867734,0.966155890307996,0.114952859603524,0.424492880546727,0.547612919634493,0.367990800684828,0.344249013353303,0.134370543046598,0.214982053945566,0.271518805310355,0.575656709369549,0.301251140277606,0.377228551554944,0.178065038736568,0.624545735968843
0.62274926530657,0.429413767785575,0.246825499312224,0.494957278536966,0.538122716015944,0.480202882337802,0.964352549587117,0.113044111313298,0.421559254925706,0.542750331042887,0.364899224658673,0.338546067893361,0.132455403846675,0.210707740628347,0.265744593195063,0.572193222501725,0.297344847631715,0.373905136251854,0.176007913699328,0.616923704232542
0.620260342956512,0.426064867934585,0.243940014158984,0.492092980725501,0.53607974725831,0.469848636931024,0.96249006030347,0.111195000944179,0.418681163655367,0.537962910865835,0.361871318142703,0.332985936636729,0.130595592409973,0.2065675277038,0.260146033808476,0.56878203231979,0.293533960494466,0.370650086610919,0.17400421269094,0.609375505847788
0.617807069666857,0.422778851635332,0.241125386765647,0.489277329623359,0.534069934028636,0.459693613429653,0.960567909626645,0.10940282306537,0.415856831019784,0.533249115035268,0.358904956798615,0.327564203233098,0.128788721121639,0.20255586671521,0.254716682627406,0.56542179909308,0.289815104768101,0.367461159589058,0.172051785221945,0.601902752865447
0.615388475707911,0.419553801945982,0.238378973974354,0.486508882828463,0.532092262611408,0.449738942468138,0.958585621395351,0.107665031890205,0.413084562074098,0.52860743476836,0.355998114873699,0.322276595338501,0.127032538566968,0.19866748503019,0.249450342904573,0.562111233154427,0.286185060945153,0.364336213787369,0.170148597575242,0.594506883089534
0.613003631302294,0.416387883705032,0.235698264465583,0.483786260011283,0.530145765210319,0.439985219608296,0.956542756902917,0.105979229748344,0.410362737864574,0.524036395945982,0.353148859328782,0.317118981144076,0.125324919919974,0.194897370434706,0.244341058254306,0.558849092391057,0.282640755487641,0.36127320355832,0.16829272485712,0.587189168771785
0.610651644405323,0.413279339020465,0.233080870548756,0.48110813939364,0.528229517195954,0.430432548897866,0.954438915645953,0.104343156537715,0.407689810997007,0.519534558472037,0.350355344393227,0.312087365772102,0.123663858136784,0.191240756628558,0.239383105047048,0.555634179895005,0.279179252768096,0.358270173529622,0.166482343696554,0.579950725091587
0.608331658640522,0.410226483064978,0.230524520564161,0.478473254475709,0.526342634558036,0.421080584744519,0.952273736033939,0.102754680060825,0.405064301523365,0.515100515618184,0.347615806510345,0.307177887578509,0.122047455876148,0.1876931095735,0.234570984694668,0.552465341760708,0.275797747530882,0.355325253510002,0.164715725531333,0.57279251840815
0.606042851377241,0.407227700152623,0.228027051843308,0.475880390990306,0.524484271544162,0.411928571977944,0.950046896057558,0.101211787160457,0.40248479311955,0.510732893357874,0.344928559640183,0.302386814395301,0.120473918077818,0.184250114646641,0.229899415895035,0.549341465018528,0.27249355783566,0.352436653745445,0.162991230426233,0.565715374274309
0.603784431938604,0.404281440074456,0.225586404180076,0.473328384065627,0.522653618468785,0.402975384008728,0.94775811391367,0.0997125755789606,0.399949929529835,0.506430349693153,0.34229199088988,0.297710539741357,0.118941545137015,0.180907664553381,0.22536332689274,0.54626147569402,0.269264118447934,0.349602660497465,0.161307301374242,0.558719985203522
0.601555639929183,0.401386214672903,0.22320061376961,0.470816115579416,0.520849899677842,0.394219559024462,0.945407148584883,0.0982552464734117,0.397458411255896,0.502191573977224,0.33970455644462,0.293145579025755,0.117448726619738,0.177661847955958,0.220957847802855,0.543224336983618,0.266106974644492,0.346821631917602,0.159662459036978,0.551806918183721
0.599355743672766,0.39854059463634,0.220867807576045,0.468342511689126,0.519072371655874,0.385659334191189,0.942993800371769,0.0968380975260527,0.395008992470485,0.498015286235393,0.337164777774812,0.288688565763947,0.115993935469469,0.174508938775606,0.216678303036003,0.540229047538252,0.263019776404086,0.344091994194748,0.158055296884958,0.544976621933495
0.597184038751509,0.395743206497098,0.21858619809383,0.465906540524113,0.517320321263775,0.377292677852073,0.940517911375854,0.0954595165957035,0.392600478137648,0.49390023648666,0.33467123809735,0.284336247823853,0.114575722660933,0.171445386128302,0.212520203855748,0.537274639847134,0.260000272956084,0.341412237954007,0.156484476702387,0.538229433897771
0.595039846638554,0.392992729817557,0.216354078470701,0.463507210027167,0.515593064096426,0.36911731973547,0.937979365931622,0.0941179758614153,0.390231721323105,0.489845204067933,0.332222579070889,0.280085483716067,0.113192712261088,0.168467804856079,0.208479241092969,0.534360178714604,0.25704630766196,0.338780914887734,0.154948724424687,0.531565586981661
0.592922513416935,0.39028789455033,0.214169817963311,0.461143565933846,0.513889942950523,0.361130779201552,0.935378090985872,0.0928120264145731,0.387901620679883,0.485848996962561,0.329817497706883,0.275933238939922,0.111843596861546,0.165572966617869,0.204551278036583,0.531484759823531,0.25415581320647,0.336196634601102,0.153446826280133,0.524985216022491
0.590831408578204,0.387627478559763,0.212031857699156,0.45881468987911,0.512210326393792,0.353330391570649,0.932714056422889,0.0915402932600335,0.385609118095662,0.481910451134645,0.327454743479762,0.271876582394962,0.110527133350156,0.162757791505811,0.200732343515414,0.528647508379294,0.251326807077138,0.333658061656078,0.151977625209754,0.518488364001205
0.588765923894822,0.385010305293044,0.209938706720824,0.456519697621681,0.510553607427596,0.345713332587916,0.929987275334001,0.0903014706907863,0.383353196489498,0.47802842987038,0.325133115621109,0.267912682865584,0.109242138992693,0.16001934015485,0.197018625182161,0.525847577828853,0.248557387312337,0.331163912799113,0.150540017542182,0.512074987995404
0.586725472360865,0.382435241590212,0.207888938290714,0.454257737377406,0.508919202235693,0.33827664108787,0.927197804230238,0.0890943180040936,0.381132877746662,0.474201823127497,0.322851460584023,0.264038805584937,0.107987487798355,0.157354806315316,0.193406463007167,0.523084148649871,0.245845728499752,0.328712954359074,0.149132949902314,0.505744964877201
0.584709487196069,0.379901195623237,0.205881186436307,0.452027988253609,0.507306549012525,0.331017239929295,0.924345743196943,0.0879176555301598,0.378947220781337,0.470429546893701,0.32060866966505,0.260252308882852,0.10676210714536,0.154761509859957,0.189892342986954,0.520356427205226,0.243190078008386,0.326303999803104,0.147755416334683,0.499498096759858
0.582717420908643,0.377407114955138,0.203914142717795,0.449829658777159,0.505715106865015,0.323931955276082,0.921431235989316,0.0867703609471407,0.376795319717779,0.46671054255486,0.318403676772117,0.256550640921338,0.105564974645104,0.152236890198594,0.186472891070185,0.517663644658649,0.240588752438549,0.323935907439114,0.146406455624184,0.493334116197878
0.580748744412704,0.374951984710862,0.201986553201439,0.447661985509533,0.504144354782393,0.317017534303031,0.918454470068035,0.0856513658587809,0.37467630218135,0.463043776273578,0.316235456327921,0.252931336520198,0.104395115225425,0.14977850007519,0.183144867301835,0.51500505594752,0.238040134275399,0.321607578254536,0.145085148798409,0.487252691145786
0.578802946196482,0.372534825852286,0.200097215623447,0.445524231742764,0.502593790669017,0.31027066140779,0.915415676574243,0.0845596526131713,0.372589327691545,0.459428238378651,0.314103021299068,0.249392014074427,0.103251598415259,0.147383999723695,0.179905160184741,0.512379938809171,0.235542668732725,0.319317953881818,0.143790616797267,0.48125342968135
0.576879531537785,0.370154693550307,0.198244976730439,0.443415686270606,0.501062930435614,0.303687973011021,0.912315130243352,0.0834942513431084,0.370533586149813,0.455862942765841,0.312005421342075,0.245930372564333,0.102133535814639,0.145051151360471,0.176750781256429,0.509787592857331,0.233094860774575,0.317066014681907,0.142522018296856,0.475335884499384
0.574978021763511,0.367810675647561,0.196428729783717,0.441335662229768,0.499551307144722,0.297266071026866,0.909153149257271,0.0824542372103125,0.368508296415511,0.452346926310266,0.309941741058059,0.242544188658671,0.10104007873539,0.142777813992499,0.173678859878052,0.507227338705568,0.230695272303281,0.314850777937659,0.141278547675704,0.469499557182596
0.573097953550203,0.365501891205773,0.194647412215624,0.439283496006432,0.498058470206499,0.291001535084915,0.905930095034843,0.0814387278373668,0.366512704963927,0.448879248290675,0.307911098348611,0.23923131391058,0.0999704159992402,0.140561938521883,0.170686638231417,0.504698517134853,0.228342519503245,0.312671296149739,0.140059433112548,0.463743902256211
0.571238878262935,0.363227489132228,0.19290000342722,0.437258546203671,0.49658398462134,0.28489093358339,0.902646371960421,0.0804468809126747,0.36454608462075,0.44545898982577,0.305912642865932,0.235989672045631,0.0989237718811714,0.138401563128389,0.167771466519423,0.502200488302539,0.226035270330602,0.31052665542818,0.138863934805737,0.458068331033296
0.569400361329986,0.360986646880247,0.191185522717371,0.435260192665723,0.495127430266084,0.278930833651155,0.899302427050707,0.0794778919550341,0.362607733367817,0.442085253322707,0.303945554550868,0.232817256340965,0.0978994041869596,0.136294808912932,0.164930798364692,0.499732630990277,0.223772242139596,0.308415973973266,0.137691343305227,0.452472215257833
0.567581981650982,0.358778569218957,0.189503027334142,0.433287835555376,0.493688401220789,0.273117810093728,0.895898749560127,0.0785309922255947,0.360696973215396,0.43875716193783,0.302009042252955,0.229712127094157,0.0968966024547676,0.134239875785994,0.162162186400803,0.497294341888537,0.221552199437127,0.306338400639892,0.136540977948863,0.446954890552697
