"Xyleborus ferrugineus","Xyleborus xylographus","mutillatus","Euwallacea validus","Xyleborus posticus","Xyleborus affinis","Xyleborus obesus","Ambrosiodmus tachygraphus","Ambrosiodmus rubricollis","Ambrosiodmus obliquus","Xyleborus germanus","Xyleborus seriatus","Euwallacea fornicatus","Xylosandrus morigerus","Xyleborus glabratus","Coptoborus pseudotenuis","Xylosandrus compactus","Xylosandrus crassiusculus","Sampsonius dampfi","Xyleborinus saxeseni"
0.671835585140365,0.950391032422936,0.60980710111609,0.830783294776042,0.365394323216855,0.682146470238385,0.323207691006133,0.621163483793691,0.742960067359827,0.330383475796519,0.596611592438986,0.503381087832078,0.673493563735697,0.785377403116679,0.999208300312545,0.915975867426209,0.652920017543551,0.790656107453065,0.738691462417804,0.609509612562866
0.663659303032431,0.943365479012707,0.595159610019955,0.821443629423194,0.354747170033274,0.676085246685391,0.309798690743035,0.60119642492211,0.726939728085621,0.31843013933063,0.587603126970108,0.490320412222459,0.663278580205554,0.777396899189603,0.999054611034689,0.907957911581085,0.641772114678339,0.784554019584112,0.719680985473726,0.598809481893405
0.655833824276506,0.935868084870544,0.581146064400807,0.812242240626532,0.344806334101671,0.670296887161714,0.297402168040326,0.5819931057855,0.71122477552804,0.307338793573377,0.579027399477639,0.477977927289419,0.653473364206692,0.769655125421011,0.998881897201912,0.899747549177149,0.631083901800425,0.778664134463069,0.700942282203938,0.588600418441752
0.648330763539579,0.927909874600173,0.567728970169481,0.803179957765035,0.33549921935017,0.664757318994092,0.285910478339824,0.563541331041426,0.695830481640187,0.297018138944638,0.570847246243753,0.466293241602245,0.644049012789225,0.762137929592655,0.998689003202455,0.891363338055297,0.620823545740547,0.772970716738134,0.68251882709351,0.578843968748903
0.641125163033136,0.919504069315574,0.554873447553537,0.794257085152661,0.326763235249014,0.659445611754422,0.275230435870744,0.545824429996398,0.680768178667892,0.287389448746156,0.563030135113459,0.455212795163236,0.634979657941516,0.754832531486933,0.99847477097104,0.882823098566697,0.610962420347661,0.767459865306831,0.664446159161927,0.56950602589103
0.634194945605909,0.910665931441327,0.542547050522028,0.785473489067221,0.318544083503967,0.654343442788746,0.265281003800009,0.528822443857692,0.666045841433165,0.278384461366774,0.555547413842761,0.444688888949379,0.626242037073368,0.747727333466601,0.998238040781367,0.874143919744201,0.601474674098731,0.7621192247175,0.646752773101114,0.560556183866924
0.627520475132354,0.90141259703702,0.530719591904772,0.776828669877519,0.310794392442952,0.649434673188467,0.255991406518046,0.512513079949723,0.651668590727067,0.269943685361417,0.54837370726435,0.434678880281201,0.617815140002494,0.740811764814658,0.997977652040439,0.865342165018457,0.592336871258269,0.756937752898157,0.629460949034615,0.551967210496874
0.621084199487794,0.891762897356692,0.519362976740591,0.768321822231499,0.303472618108553,0.644705007662754,0.247299578217143,0.496872474760204,0.637639128844029,0.26201502551657,0.541486428832428,0.425144510936916,0.609679916120912,0.734076152559291,0.997692444088128,0.856433478223057,0.583527691501736,0.751905532258101,0.612587518141243,0.543714613083715
0.614870357872292,0.881737171674868,0.50845104522751,0.759951885579866,0.296542152226815,0.640141718973587,0.239150880930728,0.481875800505158,0.623958116498323,0.25455266078522,0.534865381149785,0.416051342465626,0.601819029442414,0.727511613324133,0.997381257004709,0.847432790388515,0.575027676518726,0.747013614601792,0.596144563321402,0.535776277503103
0.608864738832391,0.871357073635916,0.49795942588364,0.751717586804148,0.289970592287931,0.63573342263617,0.231497039710664,0.467497743911203,0.610624498954435,0.247516121556629,0.528492426486414,0.407368278763153,0.594216652140279,0.721109962050039,0.997042932428518,0.838354327644379,0.566819014739677,0.742253892699269,0.580140055661382,0.528132166015576
0.6030544786324,0.860645373519942,0.487865399029603,0.743617476341349,0.283729139854798,0.631469891173444,0.224295253746687,0.453712880914804,0.597635788068056,0.240869525943145,0.522351212908724,0.399067160202228,0.586858289317667,0.714863634388648,0.996676314385473,0.829211620414958,0.558885357275805,0.737618993088078,0.564578428674819,0.520764062477399
0.597427892038792,0.849625758872979,0.478147770385296,0.735649958912505,0.277792101176236,0.627341899802104,0.217507450810502,0.440495966813048,0.584988306001595,0.234580943863776,0.516426945002741,0.391122416831703,0.579730629339553,0.708765620274661,0.996280250131763,0.820017513994912,0.551211659622538,0.733102185945295,0.549461093201332,0.513655356137394
0.591974329365666,0.838322635929213,0.468786754377133,0.727813319744498,0.272136470076164,0.623341097321543,0.211099659056445,0.427822157936776,0.572677395599001,0.228621864546554,0.51070619066205,0.383510770641287,0.572821415249815,0.702809406714094,0.995853591010709,0.810784180517663,0.543784044786464,0.728697308802907,0.534786896462247,0.50679085709189
0.586684054965368,0.826760934166891,0.459763866637537,0.720105747005721,0.266741577502855,0.61945989738029,0.205041475392949,0.415667178042576,0.560697601745569,0.222966748265634,0.505176717272106,0.376210978817478,0.566119333707175,0.696988928228275,0.995395193324504,0.801523132276179,0.536589684348667,0.72439870157967,0.520552529158429,0.500156637901504
0.581548143359856,0.814965916196361,0.451061825119255,0.71252535104415,0.26158879545973,0.615691386345878,0.199305613700017,0.404007440239861,0.549042827475391,0.217592647105958,0.499827352030245,0.369203611428869,0.559613918574379,0.691298523702344,0.99490391922128,0.792245236317364,0.52961669463939,0.720201150932328,0.506752884690729,0.493739896972183
0.576558389982074,0.802962994988404,0.442664459224834,0.705070180912076,0.256661285587116,0.612029244800302,0.193867519367124,0.39282013330216,0.537706468104582,0.212478882618003,0.494647862216298,0.362470858174339,0.553295466839725,0.685732898626485,0.994378637597719,0.782960730204741,0.52285404571804,0.716099842334359,0.493381374630599,0.487528840154344
0.571707234093919,0.790777560223643,0.434556626353544,0.697738238578616,0.251943784626835,0.608467680292154,0.188705039159643,0.382083279589065,0.526681526249224,0.207606770612646,0.489628852058378,0.355996359779186,0.547154964977439,0.680287091905529,0.993818225017253,0.773679238826723,0.516291481262916,0.712090318603346,0.480430204503398,0.481512577679648
0.566987691912703,0.778434815289807,0.426724135285492,0.690527491164244,0.247422420525441,0.605001369446493,0.183798137438636,0.371775770469029,0.51596071022287,0.20295938521641,0.484761673484055,0.349765060387062,0.54118402419144,0.674956446560442,0.993221566643647,0.764409792117365,0.509919447802289,0.708168443841883,0.467890613800247,0.475681034079781
0.562393298343447,0.765959626182708,0.419153675849657,0.68343588147751,0.243084554124494,0.601625407899335,0.179128651372191,0.36187738403459,0.505536517991401,0.198521355782217,0.480038348553598,0.343763077910878,0.535374823256676,0.669736583762894,0.992587557189664,0.755160843551636,0.5037290319813,0.704330371948517,0.45575308393153,0.470024869148657
0.557918056003578,0.753376383288618,0.411832754354912,0.676461337089897,0.238918642326236,0.598335266810736,0.174680079073269,0.352368788999599,0.495401308586345,0.194278691421359,0.475451501772388,0.337977589805228,0.529720057888706,0.664623379738426,0.991915101880286,0.745940289276587,0.497711904771803,0.700572519006839,0.444007517596234,0.464535408343147
0.553556390457143,0.740708876748639,0.404749634298126,0.669601778148556,0.234914119369004,0.59512675493735,0.170437395646284,0.343231537928486,0.485547362636139,0.190218628856946,0.470994300798424,0.332396732130369,0.524212895747331,0.659612945149874,0.991203117429853,0.736755487742329,0.491860271705457,0.696891538981817,0.432643392782499,0.459204581286401
0.549303110760734,0.727980185837299,0.397893281899096,0.662855124096667,0.231061293442412,0.591995985426026,0.16638689297414,0.334448052342084,0.475966933463559,0.186329500049579,0.466660404316439,0.327009510112189,0.518846936322585,0.654701606634635,0.99045053303233,0.727613279701713,0.486166828352262,0.693284302249563,0.421649894347949,0.454024867255811
0.545153374572733,0.715212582534315,0.391253316047305,0.656219299446315,0.227351256351071,0.588939346634824,0.162516039769587,0.326001601749266,0.466652290012799,0.182600616651873,0.462443916056276,0.32180571867818,0.513616175068125,0.649885890219921,0.989656291363777,0.718520008454288,0.480624720383709,0.689747876565225,0.411016025862748,0.448989246715604
0.54110265719899,0.702427449235185,0.384819962279427,0.649692238727961,0.223775804322346,0.585953476404581,0.158813358980992,0.317876278249179,0.45759575270815,0.179022168840108,0.458339344100538,0.31677587167785,0.508514971243137,0.645162506381836,0.988819349595969,0.709481540218079,0.475227507656578,0.686279510137486,0.400730704140342,0.444091158099894
0.537146724047252,0.689645210337061,0.378584010438637,0.643271890723168,0.220327368367954,0.583035239298883,0.155268320107843,0.310056968018865,0.448789723204888,0.175585136472232,0.454341564763042,0.311911138685945,0.503538019003434,0.64052833654851,0.987938680420012,0.70050328452147,0.469969131834185,0.682876616530356,0.390782838635022,0.439324459172408
0.533281606044227,0.676885277253576,0.372536775696958,0.636956222072491,0.2169989528658,0.580181706407605,0.15187124436487,0.302529320732274,0.440226708869452,0.17228121084994,0.450445790431687,0.307203288445635,0.498680321348646,0.635980420876168,0.987013273078646,0.691590214516683,0.464843887129391,0.679536761155816,0.381161397654577,0.43468339238878
0.529503577636491,0.66416600625749,0.36667006264987,0.630743220338036,0.213784081239024,0.577390137372497,0.148613220951262,0.295279717738016,0.431899342717984,0.169102725632839,0.446647540861705,0.30264463814201,0.493937166587698,0.631515947150976,0.986042134405879,0.682746887125796,0.459846393810487,0.67625764915634,0.371855463122159,0.430162553770421
0.52580913705232,0.651504668423621,0.360976132218248,0.624630896589557,0.210676747782857,0.574657964345585,0.145486032945314,0.288295239645607,0.423800399447867,0.16604259567615,0.442942617481854,0.298228007808349,0.489304107031307,0.627132240689543,0.985024289872419,0.673977462939627,0.454971574159039,0.673037114505755,0.362854275424675,0.425756864868378
0.522194988548104,0.63891743084595,0.355447671116466,0.618617287573961,0.207671374833623,0.571982777634362,0.142482091564779,0.281563633826064,0.415922808114435,0.163094262748743,0.439327080339842,0.293946679262464,0.484776939659377,0.622826755127943,0.983958784635341,0.665285725799064,0.450214630609403,0.669873110181451,0.354147269705715,0.421461547454031
0.518658026401982,0.626419348230879,0.35007776366724,0.612700457520336,0.204762774593733,0.569362312823743,0.139594377717279,0.275073282216205,0.408259661933005,0.160251647242756,0.435797227366529,0.289794359050777,0.480351688544402,0.618597064003471,0.982844684590289,0.656675101997323,0.445571025834257,0.666763699281545,0.345724104798712,0.417272100622641
0.515195320450126,0.614024363921568,0.344859865763584,0.606878499625971,0.201946115026363,0.566794439194838,0.136816389919568,0.268813169722136,0.400804225623425,0.157509105115158,0.432349575683214,0.285765144946221,0.476024588840194,0.614440853045513,0.981681077424442,0.64814867905017,0.441036464570014,0.663707046977885,0.33757468585,0.413184280037518
0.511804102988769,0.601745319383772,0.339787780796369,0.601149537263145,0.199216889317081,0.564277149285782,0.134142097794511,0.262772853441749,0.393549940659497,0.154861389409966,0.428980844714,0.281853495604446,0.47179207216933,0.610355913102379,0.980467073668397,0.639709223989187,0.436606877001357,0.660701413210453,0.329689181550721,0.409194079077948
0.508481756888482,0.589593971179204,0.334855637382351,0.595511724941462,0.19657088847009,0.561808549461141,0.131565900464514,0.256942432865485,0.386490428737664,0.152303615801093,0.425687940897093,0.278054203032805,0.467650753263336,0.606340133639833,0.979201807745023,0.631359201140694,0.432278403545903,0.65774514604108,0.32205803678,0.405297711684275
0.505225804787187,0.577581014465392,0.330057868742462,0.589963249056292,0.194004176666105,0.559386851374348,0.12908258925316,0.2513125211662,0.379619493737608,0.14983123167283,0.422467943816036,0.274362367569543,0.463597417727353,0.602391496754743,0.977884439013298,0.62310078935998,0.428047380898814,0.654836675594993,0.314671981358377,0.401491596719379
0.502033899245338,0.565716112088634,0.325389193593699,0.584502328450093,0.191513069059202,0.557010364222868,0.126687314185893,0.245874217650521,0.372931122410956,0.147439988320347,0.419318093594862,0.270773375107589,0.459629010816256,0.598508071653893,0.976514152805065,0.614935898696891,0.423910329213453,0.651974508527669,0.307522035518964,0.397772343687983
0.498903813761293,0.554007928376184,0.320844598430166,0.579127214810218,0.189094111732706,0.554677487708773,0.124375553847922,0.240619081413698,0.366419484002526,0.145125915908085,0.416235779420937,0.267282876329245,0.455742627122454,0.594688009553723,0.975090161452563,0.606866186474775,0.419863940308296,0.649157222962265,0.300599512623015,0.394136739674372
0.495833434557401,0.542464166782799,0.316419321079995,0.573836192923924,0.186744063570606,0.552386705628468,0.122143088215045,0.235539106216156,0.360078928980879,0.142885300871272,0.413218529076142,0.263886767745746,0.451935501086984,0.590929538961743,0.973611705304589,0.598893072770072,0.415905066802612,0.646383463849471,0.293896019575624,0.390581737375556
0.492820753058055,0.531091610602707,0.312108835434891,0.568627580808899,0.184459879832161,0.550136580024836,0.119985974122361,0.230626696581438,0.353903987030839,0.140714665486284,0.410263999371566,0.260581174359618,0.448204998255514,0.587230961304686,0.972078053729036,0.591017755284686,0.412030712094144,0.643651938707413,0.287403455334874,0.387104444121285
0.489863858990322,0.519896166018902,0.307908837258219,0.563499729735398,0.182238697244024,0.5479257458432,0.117900523078133,0.22587464510108,0.347889364439658,0.138610749370272,0.407369967393478,0.257362433788631,0.444548607209508,0.58359064687225,0.970488506099586,0.583241223607561,0.408238021101423,0.640961413704135,0.281114007853212,0.383702111784679
0.486960934045757,0.508882906825342,0.303815230985786,0.558451024154246,0.180077820447197,0.545752906039568,0.115883281166479,0.221276110921188,0.342029940990218,0.136570492700294,0.404534322479128,0.254227081708343,0.4409639321104,0.580007031048586,0.96884239276424,0.575564272865692,0.404524271701561,0.638310710049534,0.275020149742126,0.380372127498086
0.484110246049052,0.498056120222622,0.29982411744097,0.553479881543258,0.177974709655924,0.543616827095678,0.113931010813965,0.216824599377589,0.336320766458803,0.134591020967938,0.401755058850399,0.251171838486114,0.437448685801283,0.576478610806599,0.967139075993393,0.567987516768166,0.40088686680162,0.635698700667315,0.269114632909572,0.377112005098211
0.481310143585239,0.487419353152415,0.295931782392694,0.54858475218319,0.175926969402707,0.541516334900658,0.112040674222334,0.212513942740738,0.330757056801111,0.132669631107611,0.399030268841473,0.248193596893407,0.434000683416431,0.573003941442668,0.965377950905129,0.560511400049731,0.397323326988027,0.633124307120818,0.263390482383434,0.373919377232809
0.478559051042496,0.476975458699421,0.292134685890812,0.543764118873028,0.173932338258483,0.539450310963693,0.110209418293151,0.208338282027626,0.325334190098202,0.1308037788559,0.396358136663821,0.245289410795398,0.430617836454126,0.569581633531666,0.963558446365391,0.553136210322929,0.393831283704127,0.630586496769401,0.257840989502786,0.370791988068499
0.47585546403227,0.466726642150609,0.288429452319181,0.539016496593294,0.171988679429852,0.53741768892606,0.108434560890574,0.20429204983548,0.320047702323626,0.128991067216137,0.393736932658067,0.242456484727663,0.42729814727279,0.566210350084138,0.961680025860724,0.545862089349977,0.390408472910965,0.628084280134556,0.252459704631435,0.367727686545596
0.473197945152484,0.456674506359668,0.284812861111668,0.534340432125057,0.170093972146465,0.535417451344425,0.106713578306248,0.200369954150634,0.314893282983903,0.127229235916797,0.391165007987714,0.239692164279181,0.424039703974425,0.562888803889253,0.959742188341242,0.538689043747378,0.387052729190779,0.625616708457148,0.247240429524573,0.364724420131499
0.470585120063238,0.446820096119021,0.281281838081027,0.529734503631409,0.168246303761443,0.533448626720293,0.105044093805864,0.196566963085491,0.309866770676695,0.125516151765038,0.388640789734552,0.236993927209235,0.420840675642932,0.559615755028744,0.957744469031544,0.531616955137782,0.383761980256643,0.623182871429056,0.242177209458888,0.361780229029093
0.468015673847523,0.43716394129237,0.277833447314726,0.52519732020743,0.166443862496263,0.53151028675323,0.103423867150428,0.192878290496629,0.304964148604168,0.123849799807762,0.38616277635972,0.234359375233198,0.417699307908005,0.556390008548409,0.955686440207297,0.524645589764793,0.380534241835165,0.62078189508423,0.23726432521885,0.358893240801028
0.465488347632297,0.427706098507112,0.274464883595643,0.520727521403931,0.164684930769027,0.529601543797795,0.101850784997222,0.189299382437848,0.300181540073151,0.122228275222235,0.38372953349819,0.231786226418732,0.414613918808131,0.553210412275002,0.953567711935254,0.517774607587433,0.377367612892266,0.618412939835679,0.232496285016622,0.356061665374593
0.463001935447728,0.418446191248159,0.271173465309003,0.516323776729672,0.162967879051605,0.527721548506221,0.100322852095799,0.185825904402988,0.29551520400859,0.120649775866836,0.381339690057649,0.229272308139722,0.411582894928698,0.550075854767472,0.951387932774518,0.511003570871691,0.374260271174856,0.616075198646202,0.227867816409974,0.35328379039539
0.46055528130461,0.409383448232591,0.267956627800086,0.511984785136185,0.161291160206945,0.525869487640685,0.0988381832035259,0.182453729314767,0.290961530502365,0.119112595429944,0.378991934595714,0.226815550540454,0.408604687793466,0.546985263392464,0.949146790436914,0.504331952297124,0.371210469043704,0.613767895321908,0.223373858271292,0.350557976901019
0.458147276471881,0.400516739978348,0.264811917150115,0.507709274488858,0.159653304262921,0.524044582040674,0.0973949956532547,0.179178926217421,0.286517036415743,0.117615117121559,0.376685011951964,0.224413980467136,0.405677810489634,0.543937602514917,0.946844012404406,0.49775914259687,0.368216529575026,0.611490282918584,0.21900955285114,0.34788265528878
0.455776856937938,0.391844613509922,0.261736984340357,0.503496001027508,0.158052913583605,0.522246084732337,0.0959916025127737,0.17599774963266,0.282178361050419,0.116155807858045,0.374417720113573,0.222065715827942,0.402800834508534,0.540931871795388,0.944479366501557,0.49128445774958,0.365276842910329,0.609241642251924,0.214770237971558,0.345256321553784
0.453443001040944,0.383365325169992,0.258729579776855,0.49934374881927,0.156488658402838,0.520473279168034,0.0946264062820042,0.172906629540248,0.277942261900302,0.114733212895524,0.372188907295357,0.219768960346463,0.399972386785575,0.537967104586433,0.942052661421103,0.484907145741911,0.362389862835836,0.607021280503453,0.210651439377234,0.342677533776082
0.451144727254746,0.375076871528331,0.255787548150392,0.495251329206292,0.154959272688486,0.518725477585403,0.0932978930794306,0.169902161946333,0.273805610493722,0.11334595087195,0.36999746921688,0.217521998676677,0.397191146924515,0.53504236642105,0.939563747200836,0.478626392920106,0.359554103574437,0.604828529914757,0.206648863266674,0.340144908837342
0.448881092118212,0.366977018398424,0.252908823608298,0.491217580250451,0.153463550308931,0.517002019476282,0.092004627274188,0.166981100004517,0.26976538833368,0.111992709221959,0.367842346560858,0.215323191850515,0.394455844592426,0.532156753586757,0.937012515650035,0.472441329949058,0.356768136774598,0.602662746563256,0.202758389020388,0.337657119349393
0.446651188296923,0.359063327988303,0.250091425216496,0.487241366176984,0.152000341476099,0.515302270156733,0.0907452465245945,0.164140345656496,0.265818682941953,0.110672239932123,0.365722522598584,0.213170973031728,0.391765257072877,0.529309391779401,0.934398900723851,0.466351037397023,0.354030588681933,0.600523309213408,0.198976062138798,0.335212890778473
0.444454142767147,0.351333184225408,0.247333452691903,0.483321576818723,0.15056854944183,0.51362561943022,0.0895184571877962,0.16137694176087,0.26196268401134,0.10938335560743,0.363637020969376,0.21106384355211,0.389118206965937,0.526499434831305,0.931722878844105,0.460354550963777,0.351340137480373,0.598409618237717,0.195298087398907,0.332810998750498
0.442289115112889,0.343783816306118,0.244633082386772,0.479457127062404,0.149167127426612,0.511971480336707,0.0883230300686539,0.15868806468051,0.258194679669035,0.108124925822637,0.361584903602205,0.209000369208278,0.386513560024535,0.523726063508745,0.928984469165128,0.454450866369688,0.348695510790944,0.596321094602454,0.191720822235724,0.330450266523885
0.440155295927648,0.336412320529195,0.241988563508011,0.47564695629832,0.147795075761658,0.5103392879811,0.0871577964790763,0.156071017300546,0.254512052853004,0.106895873734674,0.359565268768747,0.206979176799101,0.383950223117578,0.520988484374189,0.926183733783369,0.448638943922686,0.346095483317112,0.594257178913398,0.188240770351843,0.328129562617652
0.438051905313188,0.329215680479021,0.239398214555746,0.47189002787442,0.146451439227095,0.508728498435041,0.0860216445817613,0.153523222450671,0.250912277802312,0.105695172934514,0.357577249258001,0.204998950885633,0.381427142311022,0.518285928709058,0.923320777889642,0.442917712779688,0.343538874626591,0.592217330517332,0.18485457555646,0.325847798583528
0.435978191468324,0.322190785629439,0.236860419966616,0.468185328555808,0.145135304570605,0.507138587706589,0.0849135159947626,0.151042216707034,0.247392916661556,0.104521844518957,0.355620010663497,0.203058430756916,0.378943301058789,0.515617651493101,0.920395749863026,0.437286074918467,0.341024547060266,0.590201026655346,0.181559015833332,0.323603926911773
0.433933429361289,0.315334448442398,0.234373626948319,0.464531867990462,0.143845798192285,0.505569050772764,0.0838324026355024,0.148625644550462,0.243951616198905,0.103374954364584,0.353692749774858,0.201156407586475,0.376497718496065,0.512982930436797,0.917408841305574,0.431742908835487,0.338551403759656,0.588207761664369,0.178350997635722,0.321396939061227
0.431916919479776,0.308643420037749,0.231936342492979,0.460928678181864,0.142582083982769,0.504019400670415,0.0827773437848272,0.146271252859184,0.240586104636689,0.102253610587737,0.35179469306621,0.199291721765579,0.374089447828121,0.51038106506341,0.914360287017129,0.426287072984621,0.336118386804995,0.586237046223601,0.175227550405211,0.319225863604916
0.429927986653248,0.302114404511549,0.229547130557736,0.457374812969143,0.141343361302813,0.502489167641199,0.0817474233534687,0.143976885715565,0.237294188593043,0.10115696117587,0.349925095274507,0.19746326040049,0.371717574808297,0.507811375837652,0.911250364909729,0.420917408971131,0.333724475456613,0.584288406642813,0.17218582131028,0.317089764483202
0.427965978942541,0.295744071980288,0.227204609401875,0.453869347515216,0.140128863093559,0.500977898326846,0.0807417673348742,0.141740479507637,0.234073750132741,0.100084191776895,0.348083238061469,0.195669954962001,0.369381216299322,0.505273203338051,0.908079395861188,0.415632744514719,0.331368684492869,0.582361384189702,0.169223070199832,0.31498773935713
0.426030266592168,0.289529070427798,0.224907449070529,0.45041137780334,0.138937854107646,0.499485155011172,0.079759541429793,0.139560058307404,0.230922743925027,0.0990345236343516,0.346268428753279,0.193910779076478,0.367079518912539,0.502765907470394,0.90484774350768,0.410431896194875,0.329050062638386,0.58045553445373,0.166336664766213,0.312918918055203
0.42412024104112,0.28346603643025,0.22265436901571,0.447000020142424,0.13776962925218,0.49801051490562,0.0787999488293032,0.13743372950903,0.22783919450606,0.0980072116572604,0.344479999152715,0.192184746448523,0.364811657720049,0.500288866719771,0.901555813975225,0.405313671991189,0.326767691076819,0.578570426744038,0.163524075911873,0.310882461107319
0.422235313988257,0.277551604832778,0.220444135846103,0.443634410681353,0.136623512035312,0.496553569475333,0.0778622281441258,0.135359679711086,0.224821193643372,0.0970015426145289,0.342717304418772,0.190490908906134,0.362576835035141,0.497841477438922,0.898204055550234,0.400276873630725,0.324520682042777,0.576705643519272,0.16078287331345,0.308877558360117
