"Xyleborus glabratus","Xyleborinus saxeseni","Euwallacea fornicatus","Euwallacea validus","Xyleborus xylographus","Xyleborus posticus","Xyleborus germanus","Xyleborus seriatus","Xylosandrus compactus","mutillatus","Xyleborus ferrugineus","Xylosandrus morigerus","Xyleborus obesus","Xyleborus affinis","Ambrosiodmus obliquus","Coptoborus pseudotenuis","Ambrosiodmus rubricollis","Xylosandrus crassiusculus","Ambrosiodmus tachygraphus","Sampsonius dampfi"
0.999232761158735,0.601694052028132,0.665518573702583,0.815959219693463,0.951042888617759,0.367170849304129,0.597417668755038,0.515504352904597,0.629032479332818,0.622791806601276,0.678673583227129,0.770848154849884,0.326170623705479,0.664552878373322,0.328594449793383,0.927194953688502,0.744656760950237,0.770259485709875,0.618702917522986,0.744625612163895
0.999083377350753,0.591055014084607,0.655301170572788,0.806256441506479,0.944089393995215,0.35647381847803,0.588414300869194,0.502248665972449,0.617949812618476,0.608112731258258,0.670469944599257,0.762760530669862,0.312674378401121,0.658612135294774,0.316716514861297,0.919957279808438,0.728651603328781,0.764097487210125,0.598733478880275,0.725802874533158
0.998915422269834,0.580912069784969,0.645502210306616,0.796725252286841,0.936665638475691,0.346485192252395,0.579842918608762,0.489706642498353,0.607352119597812,0.594044745714575,0.662613099841161,0.754931238032273,0.300193312899925,0.652946435786471,0.305696390658032,0.912512372876705,0.712945407520122,0.758164441890437,0.579536269319363,0.707224521601904
0.998727758434407,0.571225739757855,0.636091580733709,0.787364238126975,0.928782194354544,0.337132308968764,0.57166644940023,0.47781980686837,0.597203629019545,0.580553906821063,0.655075327209653,0.747344007866158,0.288619976490331,0.647531032889524,0.295443003547403,0.904876428867076,0.697554092137619,0.752442594634372,0.561097871261681,0.688935420624108
0.998519245316903,0.561961070266423,0.62704238377648,0.778171619063401,0.920451828541731,0.328352500694318,0.563852438832626,0.46653611467143,0.58747238454765,0.567608381629953,0.647832222797013,0.739984216319079,0.277861279032243,0.642344454799452,0.285877857986307,0.897065183842133,0.682489596878494,0.746916318832428,0.543400520140002,0.670972643925742
0.998288740133576,0.553086953307975,0.618330475016269,0.7691453230401,0.911689352281101,0.320091385378647,0.556372301389706,0.455809065020882,0.578129706001352,0.555178342289462,0.640862174509049,0.732838651688323,0.267836209578495,0.637367942075719,0.27693292106281,0.889093904464988,0.667760463242505,0.741571775253903,0.526423284541979,0.65336630525855
0.998035098634337,0.544575572628805,0.609934085975036,0.760283046348543,0.902511458228064,0.312301504939836,0.549200719500768,0.445596960339083,0.56914974551211,0.543235854376928,0.634145938755801,0.725895323533657,0.258473969321397,0.632585002067639,0.268548922835965,0.88097737854994,0.653372337540722,0.73639663836951,0.510143011818809,0.636140344697979
0.997757175896201,0.536401948110348,0.60183351135898,0.751582303301883,0.892936546517777,0.304941228844472,0.542315156591315,0.435862284959604,0.560509118629665,0.531754763379717,0.62766629628577,0.719143304794593,0.249712435211569,0.627981052208461,0.260673979606008,0.872729906270351,0.639328406923515,0.73137987446033,0.494535081806641,0.619313258200351
0.99745382712325,0.52854355788186,0.594010847905586,0.743040467255027,0.882984541782973,0.297973863725998,0.535695458824116,0.426571180270377,0.552186595262284,0.520710582448453,0.621407769749864,0.712572600039764,0.241496888967224,0.623543131562748,0.253262470342677,0.864365292458059,0.625629777428939,0.726511559984198,0.479574003892675,0.602898769873622
0.997123908455448,0.520980022480649,0.586449774647931,0.734654804608353,0.872676703314504,0.291366924533163,0.529323526604797,0.417692998896539,0.544162838860672,0.510080383450396,0.615356389948547,0.706174034630991,0.233778960256537,0.619259665414684,0.246274113297729,0.85589684028928,0.612275801694646,0.721782731593088,0.465233886489907,0.586906446637726
0.996766277788171,0.513692839008912,0.579135366734564,0.726422503079714,0.862035430704767,0.285091533501562,0.523183041519691,0.409199924046175,0.536420184852628,0.499842692589642,0.60949950086274,0.699939160791385,0.226515743651774,0.615120271520906,0.239673202187802,0.847337346545334,0.599264362882402,0.717185261293287,0.451488802855636,0.571342256246477
0.996379795603903,0.506665155922949,0.572053936670006,0.718340695262771,0.85108406738062,0.279121921148404,0.517259237726269,0.40106664292316,0.528942451275867,0.489977391332725,0.603825595869401,0.693860177459272,0.21966905731264,0.611115599415746,0.233427970527277,0.838699098554528,0.586592120464502,0.712711751768329,0.438313072929904,0.556209070632633
0.995963325817233,0.499881581105088,0.565192898139794,0.710406478285865,0.839846704425039,0.273435009348245,0.51153870929526,0.393270065266453,0.521714776023772,0.480465623013103,0.598324179246046,0.687929861478095,0.213204817849398,0.607237196175877,0.227510059597745,0.829993872858325,0.574254722768782,0.708355448012489,0.425681477339484,0.541507117254804
0.995515736633969,0.493328017396431,0.55854064857234,0.702616930228117,0.828347987013473,0.268010060934718,0.506009246858047,0.385789079760624,0.514723476240998,0.471289705237641,0.592985648344958,0.682141508178987,0.20709251088661,0.603477393544739,0.221894070778632,0.821232935596347,0.562246990541038,0.704110162265149,0.413569416792165,0.527234381609134
0.995035901424928,0.486991520939395,0.552086467349896,0.694969123826362,0.816612925660238,0.262828383592821,0.500659698315837,0.378604342391384,0.507955926272898,0.462433048048827,0.587801192784974,0.676488879800801,0.201304740828344,0.599829212434406,0.21655718697039,0.812427044567646,0.55056307523763,0.699970209872789,0.401953027674244,0.513386964360575
0.994522699614753,0.480860178585038,0.545820427171138,0.68746013790955,0.804666714291804,0.257873078341698,0.495479849439018,0.371698091875978,0.501400451249168,0.453880077684445,0.582762707749035,0.670966160492669,0.195816846466179,0.596286281667348,0.211478850931911,0.80358645289773,0.539196595289926,0.695930354191096,0.390809262676372,0.499959396686501
0.993975017585855,0.474923001327627,0.539733316530388,0.680087066920071,0.792534556947214,0.253128824861419,0.490460321012037,0.3650539881435,0.495046233914384,0.445616165704957,0.577862719047737,0.665567916878731,0.190606571561965,0.592842768465748,0.206640490755474,0.794720914220261,0.528140753173711,0.691985759014043,0.380115943637405,0.48694491744357
0.993391749597445,0.469169831285821,0.533816571643982,0.672847028819652,0.780241504661215,0.248581697434908,0.485592479822599,0.35865697052103,0.488883232740513,0.437627563216045,0.573094318055023,0.660289063349465,0.185653781522477,0.589493318693253,0.202025284582404,0.785839689267654,0.517388435760899,0.688131947307873,0.36985179245256,0.474335715696926
0.992771798719387,0.463591260191869,0.528062216445397,0.66573717162753,0.767812303822603,0.244219006464178,0.480868361298776,0.352493132833416,0.482902109694142,0.429901339891082,0.568451104972635,0.655124831390839,0.18094021887309,0.586233005240585,0.197617958144202,0.776951553755009,0.506932300120251,0.6843647652561,0.359996444790227,0.462123142014033
0.992114077780494,0.458178557703395,0.522462809504281,0.658754678798036,0.755271257028227,0.240029161456814,0.476280601996757,0.346549613074432,0.477094166303095,0.422425327489622,0.563927139157567,0.650070742379938,0.176449291517037,0.583057283249337,0.193404609888928,0.768064807435876,0.496764846662162,0.680680350801997,0.350530450459288,0.450297891744045
0.991417510330699,0.452923608136606,0.517011396913216,0.651896773611496,0.742642097180428,0.236001552122221,0.471822380459724,0.340814495675845,0.471451286887512,0.415188067568935,0.559516895468134,0.645122583370421,0.172165888801178,0.579961951107422,0.189372559390322,0.759187284205574,0.486878481284642,0.677075106018589,0.341435263530424,0.438850163294052
0.990681031616419,0.447818854449966,0.511701470339406,0.645160722725095,0.729947875310105,0.232126444811253,0.467487365223106,0.335276724704732,0.465965888000214,0.408178763092985,0.555215225762184,0.640276385467911,0.168076221249025,0.57694311633983,0.185510215489625,0.75032636312763,0.477265567969243,0.673545672751186,0.332693224711696,0.427769794188673
0.989903589568264,0.442857248494892,0.506526929563945,0.638543839007708,0.717210862355447,0.228394892010286,0.463269668946983,0.329926026570894,0.460630873268678,0.401387233654894,0.551017324824675,0.635528404458172,0.164167680506635,0.573997165670526,0.181806961227296,0.7414889802607,0.467918473092964,0.670088911070316,0.324287537986406,0.417046377469014
0.989084145800166,0.438032206703711,0.501482048934515,0.632043483763966,0.704452464892863,0.224798652986744,0.459163807823173,0.324752841035324,0.455439592952588,0.394803874043027,0.546918700118761,0.63087510340237,0.160428716607819,0.571120738653975,0.178253053114329,0.732681641166786,0.4588296025621,0.66670188014824,0.316202243120082,0.406669360758281
0.988221676618815,0.433337570511663,0.496561447242699,0.625657068437144,0.691693154605914,0.221330123996701,0.455164665540691,0.319748259485332,0.450385807631806,0.388419615896489,0.542915144850072,0.626313136956242,0.156848730126111,0.568310704374096,0.174839532694339,0.723910433986266,0.449991432733693,0.66338182123368,0.30842218531682,0.396628130099643
0.987315174042245,0.428767570914541,0.491760060608028,0.619382055867299,0.678952411092693,0.217982276721394,0.451267461204943,0.314903969588372,0.445463655523653,0.382225892212015,0.53900271391248,0.6218393372053,0.153417977161489,0.56556414078941,0.171558148676311,0.715181042970851,0.441396535967308,0.660126142449901,0.300932983039826,0.38691208046071
0.986363646826248,0.424316796650677,0.487073118010111,0.61321596117006,0.666248677453925,0.214748603809718,0.447467720698144,0.310212205559854,0.440667622998767,0.376214604480468,0.535177702348546,0.617450700837608,0.150127485425016,0.56287831636947,0.168401288188399,0.70649876237192,0.433037601542242,0.656932405182854,0.293720994795525,0.377510674600757
0.985366121497209,0.419980165568849,0.482496119159906,0.607156352292098,0.653599327973592,0.211623070577203,0.443761251044755,0.305665703384379,0.43599251792395,0.370378092247152,0.531436626011767,0.613144377500362,0.146968979946644,0.560250673722252,0.165361915926522,0.697868510588416,0.424907452580957,0.653798311860651,0.286773285506067,0.368413491812707
0.984321643389881,0.415752898804766,0.478024814443039,0.601200850291395,0.641020647100878,0.208600072055547,0.440144117409294,0.301257660418083,0.431433445510347,0.364709104905451,0.527776204162679,0.608917659207287,0.143934817150042,0.55767881495735,0.162433520156857,0.689294844485557,0.416999059537114,0.65072169495436,0.280077592953909,0.359610267882632
0.98322927768847,0.411630497440305,0.473655186703517,0.595347129383708,0.62852781886563,0.205674394706241,0.436612622406988,0.296981698874905,0.426985786387662,0.359200775547929,0.524193343768576,0.604767970681377,0.141017926221313,0.555160488567371,0.159610064685669,0.680781973802789,0.409305550734341,0.647700507054133,0.273622294668247,0.351090927455023
0.982088110469369,0.407608721363202,0.469383434666253,0.589592916790878,0.616134925807679,0.202841182211533,0.433163287452327,0.292831832763666,0.422645176661092,0.353846596712827,0.52068512530824,0.600692860532481,0.138211756852171,0.552693577641236,0.15688594603888,0.672333775576587,0.40182022037883,0.64473281189493,0.267396375531451,0.342845609852107
0.980897249743757,0.403683570081922,0.465205957822456,0.583935992421714,0.603854956471203,0.200095904839624,0.429792835908163,0.288802437897659,0.418407489738444,0.348640397876752,0.517248789909867,0.596689993181888,0.135510232567622,0.550276089249382,0.154255955202037,0.663953808510794,0.394536534413645,0.641816776223092,0.261389396310102,0.33486468926927
0.979655826498212,0.399851265281895,0.461119342623886,0.578374188412004,0.591699820506388,0.197434331951275,0.426498177829808,0.284888224645614,0.41426881974121,0.343576324556413,0.513881727673043,0.592757141456944,0.132907708957603,0.547906144862917,0.151715243362401,0.655645327234111,0.387448134534443,0.638950662409458,0.255591463256493,0.327138790155498
0.978362995731426,0.396108234936275,0.457120349850789,0.572905388546566,0.57968037042936,0.194852507274433,0.423276396125571,0.281084213133359,0.410225466336039,0.338648818893361,0.51058146704491,0.588892179788079,0.130398936224778,0.545581971687483,0.149259291171846,0.647411296390994,0.380548840644203,0.636132821726998,0.249993198879683,0.319658798486658
0.977017937485026,0.39245109880746,0.453205903034536,0.567527527583165,0.567806429115111,0.192346726623768,0.420124733978172,0.277385710640539,0.406273920842552,0.333852601606034,0.507345665137148,0.585093077948624,0.12797902553947,0.543301894808383,0.146883881114418,0.639254404518621,0.373832651987788,0.633361688221356,0.2445857139482,0.312415869549564
0.975619857866451,0.388876655195507,0.449373077829995,0.562238590495418,0.556086822134206,0.189913517784784,0.417040583391154,0.273788290967037,0.402410853490335,0.329182655202847,0.504172098884491,0.581357895284751,0.125643418759923,0.541064330056983,0.144585072617816,0.631177077668614,0.367293747175092,0.630635773111663,0.239360580757387,0.305401432775025
0.974167990061782,0.385381868806698,0.445619092244781,0.557036611649523,0.544529414089956,0.187549622318584,0.414021474741242,0.270287775569993,0.398633101712575,0.324634208358856,0.501058656957633,0.57768477538888,0.123387861133437,0.538867777519898,0.1423591795953,0.623181492737914,0.360926483273521,0.627953659666665,0.234309807671714,0.298607194087595
0.972661595336382,0.381963859630385,0.441941297643075,0.551919673927614,0.533141148166062,0.185251979074595,0.411065067232124,0.266880216295184,0.394937659376527,0.320202721366507,0.498003332353802,0.574071941175121,0.121208376643129,0.536710815622298,0.140202750144845,0.615269590478533,0.354725394126134,0.625313998507801,0.229425814934879,0.292025136177618
0.971099964021129,0.378619892725076,0.438337170450876,0.54688590780883,0.521928088153343,0.18301770922521,0.408169140157622,0.263561879546457,0.391321666862122,0.315883872578356,0.495004215597333,0.57051769031987,0.119101245707309,0.534592095725117,0.138112548167039,0.607443088160856,0.348685188030514,0.622715503296584,0.224701411727202,0.285647517046477
0.969482416482043,0.375347368825983,0.434804304497541,0.541933490417661,0.510895462286046,0.180844102659356,0.405331584893045,0.260329231754293,0.387782401909687,0.311673545766388,0.49205948849038,0.567020391034659,0.117062984974794,0.532510337183224,0.136085536692888,0.599703491869742,0.342800744894855,0.620156946768603,0.220129774439845,0.279466867128002
0.967808304071036,0.372143815695963,0.431340403935534,0.537060644547845,0.500047708281761,0.178728605591749,0.40255039754291,0.257178926019838,0.384317271166276,0.307567818328731,0.489167418360704,0.563578478141848,0.115090328990912,0.530464322817902,0.134118862738358,0.592052108416876,0.337067112971614,0.617637157080729,0.215704426128163,0.273475985246959
0.966077010055507,0.36900688015036,0.427943276686383,0.53226563766894,0.489388519042671,0.176668809261789,0.399823672181348,0.25410778982408,0.380923802367561,0.303562950280223,0.486326352759421,0.560190449426813,0.113180213536061,0.528452894762402,0.132209843524619,0.584490056856648,0.331479505255016,0.615155014441867,0.211419217101348,0.267667933638826
0.964287950524516,0.365934320693742,0.424610828366352,0.527546780921694,0.47892088853846,0.174662439610815,0.397149594628661,0.251112813703655,0.377599637098794,0.299655373968444,0.48353471456673,0.556854862242975,0.111329760462232,0.526474950644114,0.130355953922089,0.57701827959633,0.326033295616432,0.612709448000846,0.207268306602146,0.262036032222981
0.96244057526923,0.362924000713078,0.421341056650015,0.522902428107507,0.468647157451861,0.172707347839415,0.394526436713698,0.248191140805055,0.374342524084153,0.295841684461575,0.480790997468226,0.553570330348395,0.109536263873367,0.524529440070945,0.128554814993047,0.569637553094438,0.320724014741033,0.610299432967918,0.203246145528391,0.256573852293535
0.96053436863537,0.359973882177701,0.418132046034211,0.51833097467648,0.458569058225617,0.17080150175763,0.391952550977137,0.245340057238213,0.371150312958898,0.292118630558765,0.478093761768318,0.550335520954771,0.10779717751318,0.522615361393148,0.126804183522021,0.562348498143993,0.315547345919844,0.607923987948813,0.199347460147095,0.251275209767701
0.958568850345381,0.357082019801519,0.414981962968544,0.513830856717942,0.448687759204076,0.168942977850752,0.389426365775602,0.242556983158474,0.368020948483308,0.288483106377626,0.475441630510825,0.547149151971533,0.106110103239656,0.520731758714945,0.125101942435786,0.555151589739901,0.310499120743291,0.605582172472528,0.195567236751688,0.246134158110568
0.956543576288083,0.354246555627413,0.411889051321933,0.50940054995672,0.439003907613358,0.167129953991935,0.386946380750673,0.239839464513155,0.364952465161365,0.28493214347714,0.472833285879867,0.5440099894294,0.104472780478955,0.518877719133055,0.123446092025808,0.548047166531873,0.305575314735352,0.60327308469594,0.191900707213474,0.241144981036783
0.954458139273581,0.351465713997795,0.408851628157628,0.505038568757967,0.429517671170669,0.165360702740368,0.384511162630614,0.237185165395207,0.361942982230771,0.281462903477521,0.47026746585691,0.540916845069212,0.102883076563385,0.517052370181672,0.121834741895637,0.541035439866268,0.300772042961364,0.600995859270079,0.188343335379322,0.236302185073863
0.952312169751257,0.348737796878806,0.405868079791769,0.500743465142892,0.420228778155882,0.163633585170347,0.382119341335895,0.23459186095218,0.358990698994029,0.278072671141655,0.467742961112231,0.537868574083206,0.101338977868505,0.515254877465537,0.120266103564166,0.534116502421921,0.296085555637302,0.598749665354385,0.184890804268913,0.231600492058174
0.950105336488712,0.346061179508824,0.402936858112863,0.496513827817373,0.411136555816871,0.161947045182365,0.379769606362465,0.232057430803685,0.356093890463182,0.27475884788548,0.465258612111203,0.534864072997038,0.0998385816735874,0.513484442464663,0.118738483663153,0.527290336446501,0.291512233763787,0.596533704766629,0.181539004026444,0.227034831622765
0.947837347209585,0.343434306344716,0.400056477141672,0.492348281215093,0.402239967014327,0.16029960425248,0.377460703419352,0.229579852925041,0.353250903293342,0.27151894568724,0.462813306417701,0.531902277681942,0.0983800886777713,0.511740300495908,0.11725027767391,0.520556821601147,0.287048584804148,0.59434721025737,0.17828402058343,0.222600333726133
0.945507949188241,0.340855687281799,0.397225509812851,0.488245484556566,0.393537645042111,0.1586898565807,0.375191431299386,0.227157197958787,0.350460151982401,0.268350581367841,0.460405976178611,0.528982161487328,0.096961796111316,0.51002171881808,0.115799964153843,0.513915742422255,0.282691238422501,0.592189443898888,0.175122124991097,0.218292321262202
0.943116929799383,0.338323894125711,0.394442584961366,0.484204130925134,0.385027926585717,0.157116464603148,0.37296063896393,0.22478762391933,0.347720115316379,0.265251471216711,0.458035595774962,0.526102733484987,0.0955820913876856,0.508327994868554,0.114386099408633,0.507366795410074,0.278436942294825,0.590059695579465,0.172049763382783,0.214106302784328
0.940664117020754,0.335837557296363,0.391706384498229,0.480222946360844,0.376708882804373,0.155578154836304,0.370767222824283,0.222469371259191,0.345029333041662,0.262219425939484,0.455701179626498,0.523263036816838,0.094239446247751,0.506658454620548,0.113007312570349,0.500909595754556,0.27428255800355,0.587957281594752,0.169063547528735,0.210037965369699
0.938149379887144,0.333395362745983,0.389015640761422,0.476300688972875,0.368578348541982,0.154073714024731,0.368610124204044,0.220200758268192,0.34238640274706,0.259252345905655,0.453401780137752,0.52046214713881,0.0929324113523305,0.505012451051249,0.111662301045777,0.494543683709426,0.270225057023952,0.58588154332869,0.166160245947608,0.206083167645019
0.935572628894051,0.330996049074825,0.386369134029115,0.47243614807105,0.360633949688698,0.152601985566547,0.366488326968174,0.217980176779499,0.339789976940075,0.256348216675972,0.451136485774753,0.517699171154112,0.0916596112836729,0.503389362711872,0.110349826302831,0.488268530625884,0.266261516808833,0.58383184601716,0.163336775540913,0.202237932989683
0.93293381634944,0.328638404829607,0.38376569018339,0.468628143316815,0.352873128728779,0.151161866193326,0.364400855305797,0.215806088158781,0.337238760303111,0.253505104790872,0.448904419262445,0.514973245229661,0.0904197399203845,0.501788592391612,0.109068709966028,0.482083544657669,0.262389116976337,0.581807577588125,0.160590193718517,0.198498442928673
0.930232936672138,0.326321265971007,0.381204178513645,0.464875523893927,0.345293168521658,0.149752302883389,0.362346771654926,0.213677019554793,0.334731507116577,0.250721153802628,0.4467047358938,0.512283534089986,0.0892115561537625,0.500209565868125,0.10781783019485,0.475988076149426,0.258605135604418,0.579808147572576,0.157917690985152,0.194861030724053
0.92747002663557,0.324043513497746,0.378683509649796,0.461177167699026,0.337891214372264,0.148372289989389,0.360325174758364,0.211591560391627,0.332267018836906,0.247994580535176,0.444536621942373,0.509629229583346,0.0880338799165994,0.498651730737891,0.106596118321325,0.469981422720435,0.254906945634302,0.577832986081098,0.155316583959591,0.191322175171085
0.924645165555605,0.321804071215842,0.376202633616153,0.457531980552108,0.330664294453673,0.147020866562888,0.358335197840967,0.20954835908453,0.329844141818514,0.245323671556748,0.442399293170739,0.507009549515248,0.0868855884982774,0.497114555320376,0.105402555725382,0.464062834055794,0.251292011384308,0.575881542841291,0.152784308799892,0.187878494602599
0.921758475421482,0.319601903642561,0.37376053799764,0.453938895426906,0.323609338650498,0.145697113860219,0.356376006899278,0.20754611996275,0.327461765169621,0.242706779851527,0.440291993427933,0.50442373654492,0.0857656131224438,0.495597527630448,0.104236170928557,0.458231516417136,0.247757885174573,0.573953286291722,0.150318415009657,0.184526741103278
0.918810120968867,0.317436014035493,0.371356246210651,0.450396871701064,0.316723195895195,0.144400153015321,0.354446799095357,0.205583600384273,0.325118818732657,0.24014232167754,0.438213993329537,0.501871057140614,0.0846729357657715,0.494100154413991,0.10309603688842,0.45248663688483,0.244302204062517,0.572047702728399,0.147916559601827,0.181263794933827
0.915800309694282,0.315305442537929,0.368988815871479,0.446904894425955,0.310002650071912,0.143129142866559,0.352546801247268,0.203659608028527,0.322814271180724,0.237628773598889,0.436164589014627,0.499350800589986,0.0836065861982876,0.492621960242092,0.101981268477699,0.446827327343506,0.240922686688303,0.570164295500112,0.145576501597957,0.178086659163654
0.91272929181026,0.31320926443245,0.366657337255779,0.443461973615945,0.303444434563827,0.141883277925674,0.350675268409344,0.201772998354341,0.32054712822226,0.235164669681325,0.434143100974235,0.496862278062012,0.0825656392275354,0.491162486659559,0.100891020133522,0.441252688222532,0.237617130229072,0.568302584249294,0.143296096842304,0.174992454509541
0.909597360140764,0.311146588495297,0.36436093184305,0.440067143556846,0.297045245520254,0.140661786478023,0.348831482535912,0.199922672211425,0.318316430906658,0.232748598840878,0.432148872946422,0.494404821717226,0.0815492121304319,0.489721291383903,0.0998244836635227,0.435761792002839,0.234383407460334,0.566462104195289,0.141073293111338,0.171978414376902
0.906404849956538,0.309116555444639,0.362098750940586,0.436719462133289,0.29080175391935,0.139463928804263,0.347014751222659,0.198107573594603,0.316121254024146,0.230379202336029,0.430181270873457,0.491977783863267,0.0805564622581276,0.488297947551206,0.0987808861966853,0.430353686501234,0.231219463922557,0.564642405457191,0.138906125500526,0.169041880099473
0.903152138750244,0.307118336476454,0.359869974381735,0.433418010174696,0.284710616501126,0.138288995514416,0.345224406520304,0.196326687530907,0.313960704593759,0.22805517139455,0.428239681916923,0.489580536152951,0.0795865848004636,0.486892043005624,0.0977594882679099,0.425027397943067,0.228123315190756,0.56284305241363,0.136792712071384,0.166180296372718
0.899839645951374,0.305151131882163,0.357673809293732,0.430161890819526,0.278768485643781,0.137136305986068,0.343459803815656,0.194579038090395,0.311833920433689,0.225775244966749,0.426323513526932,0.48721246882229,0.078638810697802,0.485503179629508,0.0967595820261921,0.419781933833767,0.225093044244678,0.561063623097074,0.134731249742858,0.163391206875788
