"Xylosandrus compactus","Xylosandrus crassiusculus","Coptoborus pseudotenuis","Euwallacea fornicatus","Xyleborus obesus","Xyleborinus saxeseni","Xyleborus affinis","Xylosandrus morigerus","Xyleborus germanus","Xyleborus xylographus","Xyleborus ferrugineus"
0.707997323398326,0.795631934698554,0.950846112216185,0.703681486307035,0.441297979744473,0.740295465283551,0.677954447782191,0.828650393160141,0.968402570288179,0.979848275370837,0.712151701482567
0.693325139670016,0.787826236475605,0.943554731729419,0.690281695503458,0.418462106992632,0.726290029029976,0.670372112461205,0.818899128705442,0.96474053613847,0.975302431200861,0.701437582816806
0.679472380772442,0.78045527494802,0.935959925901248,0.677665565656645,0.397756980714135,0.712998585834031,0.663317755864243,0.80955201667973,0.961013169571939,0.970247599927697,0.691382255470206
0.666357769896273,0.773468334031501,0.928089332835072,0.665748878233799,0.378906196281157,0.700355114807012,0.656720821806069,0.800573022473988,0.957227306973644,0.964682878957247,0.681907656588601
0.653912038722652,0.766823609941003,0.91996906260015,0.654460873217066,0.361678004947197,0.688302911259809,0.650524289931113,0.791931394309469,0.953389022397359,0.95861031946604,0.672949377807254
0.642075553681504,0.760486171062124,0.911623822056009,0.643741411048942,0.34587687329996,0.676792794011271,0.644681379808487,0.783600590029308,0.949503756857988,0.952034806630887,0.664453567589577
0.630796525593933,0.754426481218766,0.903077009761159,0.633538867748577,0.331336831321667,0.66578174685513,0.639153208434246,0.775557476724106,0.945576418047865,0.944963930529441,0.656374681113286
0.620029633355344,0.748619307084848,0.894350790424402,0.623808542172994,0.317916198510662,0.655231869135333,0.633907086520652,0.767781721515679,0.941611458686982,0.937407845184768,0.64867381033125
0.60973494831083,0.743042894243178,0.885466155311579,0.614511429622152,0.305493376130848,0.645109551559057,0.628915254232525,0.760255319534989,0.937612939096358,0.929379114624132,0.641317421213724
0.5998770814177,0.737678335327457,0.8764429730192,0.60561326297578,0.293963468608065,0.635384819475662,0.624153926298018,0.752962222454584,0.933584577895995,0.920892545883321,0.634276383057942
0.590424498397531,0.73250907821194,0.867300033678484,0.597083752793444,0.283235553546319,0.626030802889346,0.619602559401265,0.745888042097396,0.929529793611189,0.911965009704671,0.627525211358863
0.581348963540392,0.727520538096373,0.858055088726736,0.588895977793223,0.273230462248027,0.61702330389154,0.615243282197644,0.739019811027484,0.92545173921246,0.902615250303848,0.621041469524984
0.572625083407101,0.722699787871551,0.848724887735259,0.581025890639638,0.263878964518658,0.608340440028692,0.611060446246107,0.732345787028625,0.921353331088217,0.892863686051209,0.614805290559236
0.564229929069245,0.718035308295252,0.839325213324316,0.573451913303301,0.255120275600741,0.599962347601184,0.607040268168235,0.725855291834451,0.917237273577243,0.882732203250334,0.60879899059466
0.556142720787324,0.713516784447343,0.829870914867639,0.566154602818979,0.246900821318682,0.591870932795807,0.603170541547556,0.719538576910239,0.91310607992027,0.872243945415209,0.603006753640917
0.548344562832387,0.709134938407759,0.820375941453139,0.559116372964265,0.239173211406824,0.58404966138576,0.599440402786514,0.713386710832439,0.908962090294203,0.861423100561723,0.597414372164686
0.540818218949896,0.704881390585228,0.810853374396347,0.552321260791246,0.231895381632784,0.5764833798154,0.595840139170049,0.707391484082714,0.904807487447334,0.850294689050509,0.59200903190149
0.533547921043182,0.700748543926547,0.801315459480867,0.545754729454928,0.225029873524067,0.569158162040767,0.592361030277259,0.701545328011038,0.900644310344798,0.838884354458407,0.586779132040662
0.526519205219925,0.696729486560729,0.791773639012706,0.539403500655072,0.218543226855939,0.562061177670291,0.588995215986713,0.695841245423408,0.896474466150588,0.827218159826807,0.581714133946573
0.519718770538376,0.692817909418084,0.782238583713797,0.533255411421335,0.212405465006676,0.5551805778464,0.585735585870984,0.690272750780028,0.892299740808626,0.815322391448883,0.576804433086581
0.513134356708871,0.68900803610606,0.772720224437631,0.527299291049398,0.206589657163765,0.548505396000654,0.582575685931149,0.684833818395288,0.888121808435866,0.803223372126408,0.572041249972547
0.506754637720471,0.685294562887903,0.763227783661772,0.52152485482598,0.201071544420009,0.542025461154292,0.579509639492342,0.679518837344078,0.883942239701574,0.790947285562456,0.567416536788619
0.500569128922913,0.681672607043399,0.75376980669447,0.515922611826013,0.195829219218916,0.535731321860268,0.576532079743725,0.674322572023187,0.879762509336157,0.778520013270437,0.562922897043885
0.494568105537145,0.678137662226736,0.744354192522962,0.510483784571308,0.190842849536306,0.529614179219163,0.573638091914906,0.669240127508558,0.875584002888468,0.765966985083389,0.558553516105338
0.488742530920989,0.674685559698866,0.734988224227109,0.505200238739963,0.186094440727757,0.523665827670253,0.570823163475041,0.664266919001464,0.871408022830801,0.753313044050098,0.554302100871025
0.483083993199963,0.6713124345184,0.725678598882385,0.500064421434232,0.181567629212312,0.517878602475393,0.568083141048663,0.659398644778284,0.867235794094851,0.740582326215114,0.550162827162219
0.477584649102515,0.668014695939077,0.716431456879454,0.495069306769919,0.177247503165492,0.512245332988818,0.5654141929847,0.654631262156454,0.863068469108958,0.727798155505323,0.546130293666882
0.47223717402528,0.664789001392844,0.707252410592985,0.490208347756454,0.173120446208525,0.506759300948997,0.562812776707215,0.649960966068401,0.858907132396312,0.714982953692326,0.542199481469392
0.467034717506469,0.661632233542992,0.698146572338953,0.485475433604179,0.169174000744263,0.501414203146101,0.560275610129788,0.645384169899902,0.85475280478499,0.702158165171817,0.53836571836469
0.461970863410973,0.658541479977062,0.689118581567198,0.480864851732075,0.165396748133553,0.496204117915486,0.557799646538628,0.640897488302243,0.850606447273482,0.6893441961016,0.534624647287256
0.457039594234528,0.65551401517864,0.680172631243819,0.476371253861449,0.161778203352427,0.491123474987941,0.555382052449039,0.636497721731249,0.846468964589227,0.676560367270407,0.530972198292971
0.45223525902053,0.65254728447401,0.671312493385916,0.471989625673795,0.158308722139111,0.486167028294403,0.553020188020784,0.632181842502398,0.842341208472656,0.663824879930986,0.52740456362018
0.447552544455121,0.649638889696323,0.662541543718947,0.467715259587947,0.154979418945204,0.481329831378988,0.55071158968396,0.627946982181432,0.838223980714922,0.651154793722474,0.523918175428905
0.442986448766603,0.64678657634865,0.653862785434379,0.463543730275748,0.151782094259289,0.476607215121293,0.548453954681337,0.623790420155036,0.834118035973906,0.638566015727648,0.520509685877259
0.438532258106095,0.643988222079337,0.645278872032365,0.459470872589099,0.148709170083101,0.47199476750887,0.546245127277858,0.619709573247407,0.830024084389987,0.626073299658219,0.517175949244076
0.43418552512943,0.641241826309913,0.636792129240599,0.455492761616417,0.145753632517744,0.467488315234531,0.544083086425209,0.615701986266412,0.825942794020469,0.613690254133638,0.513914005848486
0.429942049536814,0.638545500878231,0.628404576006498,0.451605694624562,0.142908980566455,0.463083906921959,0.541965934700253,0.611765323378204,0.821874793109304,0.601429359012955,0.510721067552133
0.42579786035792,0.635897461578416,0.620117944565179,0.44780617467459,0.140169180385958,0.458777797807699,0.539891888362021,0.607897360222081,0.817820672206806,0.589301988752376,0.507594504659214
0.421749199796699,0.633296020495154,0.611933699590489,0.44409089572713,0.137528624324564,0.454566435728696,0.537859268393685,0.604095976688398,0.813780986152421,0.577318441790211,0.504531834054333
0.417792508473065,0.630739579043397,0.603853056440556,0.440456729076574,0.134982094175157,0.450446448282699,0.535866492414203,0.600359150291795,0.809756255932143,0.565487975002951,0.501530708439347
0.413924411918217,0.628226621636031,0.595876998513002,0.436900710973361,0.132524728147664,0.446414631044512,0.533912067359885,0.596684950080108,0.805746970420935,0.553818842328546,0.498588906548278
0.410141708197398,0.625755709911934,0.588006293728063,0.433420031310813,0.13015199113083,0.442467936734639,0.531994582849199,0.593071531026384,0.801753588019426,0.54231833671284,0.495704324234751
0.406441356548506,0.62332547746522,0.580241510160564,0.430012023267835,0.127859647868845,0.43860346524863,0.530112705155418,0.58951712885743,0.797776538193189,0.530992834600341,0.492874966339529
0.402820466937792,0.620934625023732,0.572583030843849,0.426674153811637,0.125643738726151,0.434818454465687,0.528265171721202,0.586020055277658,0.793816222922084,0.51984784225878,0.490098939257035
0.399276290444937,0.618581916031056,0.565031067770573,0.423404014975683,0.12350055775478,0.431110271764045,0.526450786157486,0.582578693551504,0.789873018066403,0.508888043296618,0.487374444129478
0.395806210399507,0.616266172591729,0.557585675116647,0.420199315837797,0.12142663281394,0.427476406178439,0.524668413676039,0.579191494411758,0.78594727465593,0.49811734680208,0.484699770605599
0.392407734199245,0.613986271743967,0.550246761715702,0.417057875131697,0.119418707522083,0.423914461141873,0.522916976911192,0.575856972264609,0.782039320107419,0.48753893560026,0.48207329110839
0.389078485748119,0.611741142028319,0.543014102812159,0.413977614432619,0.117473724848077,0.420422147759906,0.521195452091451,0.572573701665275,0.778149459375535,0.477155314190298,0.479493455562426
0.385816198458535,0.609529760324159,0.535887351121499,0.410956551864089,0.115588812171021,0.416997278571012,0.519502865526294,0.569340314040832,0.774277976041805,0.466968355986786,0.476958786537012
0.382618708767919,0.607351148929029,0.528866047226523,0.407992796278559,0.113761267658147,0.413637761751268,0.517838290377418,0.566155494639173,0.770425133345761,0.456979349547868,0.474467874766161
0.37948395012492,0.605204372858558,0.521949629338451,0.405084541869565,0.111988547827568,0.410341595725762,0.516200843687127,0.563017979685196,0.766591175162082,0.447189043526526,0.472019375010627
0.376409947404987,0.603088537347029,0.515137442451513,0.402230063177456,0.110268256177765,0.407106864152823,0.514589683639602,0.559926553727125,0.76277632692722,0.437597690131133,0.469612002230952
0.373394811719074,0.601002785530763,0.508428746919381,0.399427710454575,0.108598132778951,0.403931731250443,0.513004007033403,0.55688004715757,0.758980796518718,0.428205086926287,0.467244528043712
0.370436735582718,0.59894629629834,0.50182272648134,0.396675905359218,0.106976044732996,0.400814437437167,0.511443046945896,0.553877333895356,0.755204775090168,0.419010616845389,0.464915777436054
0.367533988415929,0.59691828229327,0.495318495765521,0.393973136950695,0.105399977418812,0.397753295262338,0.509906070572311,0.550917329215502,0.751448437864505,0.410013286322343,0.462624625716105
0.364684912347095,0.594917988056193,0.488915107295862,0.39131795796053,0.103868026449009,0.394746685602905,0.508392377223948,0.547998987715852,0.747711944888163,0.40121176148142,0.46036999567915
0.361887918296632,0.592944688294936,0.482611558028731,0.388708981317219,0.102378390271522,0.391793054106089,0.506901296471618,0.545121301409956,0.743995441748381,0.3926044023519,0.458150854971372
0.359141482318326,0.590997686271906,0.476406795444346,0.386144876904093,0.100929363356864,0.388890907859032,0.505432186421827,0.542283297936685,0.740299060255818,0.384189295097854,0.455966213634807
0.356444142178341,0.589076312299286,0.470299723217296,0.383624368531753,0.0995193299177878,0.38603881226829,0.503984432114424,0.539484038877935,0.736622919094449,0.375964282273692,0.453815121818672
0.353794494153638,0.587179922333422,0.464289206489577,0.381146231108234,0.0981467581136052,0.383235388133451,0.50255744403156,0.536722618176517,0.732967124440591,0.367926991133063,0.451696667643656
0.351191190033188,0.585307896660553,0.45837407676869,0.378709287991592,0.0968101946962047,0.380479308900611,0.501150656708784,0.533998160647013,0.729331770552769,0.360074860032774,0.449609975207014
0.348632934306796,0.583459638666802,0.45255313647239,0.376312408510968,0.095508260059114,0.37776929808256,0.499763527439959,0.531309820572973,0.725716940334008,0.352405162984784,0.447554202717415
0.346118481527688,0.581634573685943,0.446825163140811,0.373954505643419,0.0942396436547553,0.375104126833728,0.498395535068472,0.528656780384413,0.722122705868064,0.344915032418424,0.445528540749496
0.343646633836154,0.579832147919061,0.441188913335749,0.371634533834918,0.0930030997484331,0.372482611668869,0.497046178857916,0.526038249410038,0.718549128930939,0.337601480221896,0.443532210608992
0.341216238632652,0.57805182742074,0.435643126245972,0.369351486954919,0.0917974434806245,0.369903612315406,0.49571497743603,0.523453462699092,0.71499626147902,0.330461417137329,0.441564462800093
0.338826186389717,0.576293097146855,0.430186527016564,0.367104396374774,0.0906215472118459,0.367366029690149,0.494401467806255,0.52090167990813,0.711464146115026,0.323491670587153,0.439624575587424
0.336475408592888,0.574555460059507,0.424817829819385,0.364892329161126,0.0894743371267845,0.364868803991875,0.493105204421762,0.518382184248391,0.707952816532912,0.316689001011796,0.437711853645698
0.334162875801696,0.572838436284979,0.419535740680929,0.362714386376123,0.0883547900765558,0.362410912901908,0.491825758317253,0.515894281489782,0.70446229794279,0.310050116799698,0.435825626790683
0.331887595822429,0.571141562320948,0.414338960082963,0.360569701476959,0.087261930639885,0.359991369885457,0.490562716294264,0.513437299017792,0.700992607476871,0.303571687890716,0.433965248785642
0.329648611985075,0.569464390289521,0.409226185350575,0.358457438807881,0.0861948283857584,0.357609222587045,0.489315680156035,0.511010584939941,0.69754375457737,0.297250358133198,0.432130096217918
0.327445001517442,0.567806487232895,0.404196112841443,0.356376792178315,0.0851525953216605,0.355263551313855,0.488084265988378,0.508613507238622,0.694115741367255,0.291082756473577,0.430319567440751
0.32527587400998,0.566167434448752,0.399247439949387,0.354326983521303,0.0841343835129206,0.352953467601304,0.486868103483243,0.506245452967412,0.690708563004664,0.285065507055358,0.428533081575813
0.323140369965334,0.564546826862681,0.394378866934548,0.352307261626856,0.0831393828599702,0.350678112855555,0.485666835301973,0.503905827488189,0.687322208021795,0.279195238301972,0.426770077572328
0.32103765942712,0.562944272435177,0.389589098591835,0.350316900945286,0.0821668190214571,0.348436657068107,0.484480116475476,0.501594053746514,0.68395665864899,0.273468591055207,0.425030013318939
0.318966940682809,0.561359391600911,0.384876845768591,0.34835520045593,0.0812159514722038,0.346228297597922,0.483307613838774,0.499309571583002,0.680611891124718,0.267882225837998,0.423312364804814
0.316927439036003,0.559791816738193,0.380240826741847,0.346421482597029,0.0802860716859305,0.344052258016906,0.48214900549758,0.497051837078491,0.677287875992122,0.262432829307171,0.42161662532674
0.314918405643716,0.558241191666647,0.375679768464843,0.344515092252855,0.0793765014335192,0.341907787014832,0.481003980324747,0.49482032193103,0.673984578382739,0.257117119958516,0.419942304739195
0.312939116414614,0.556707171171338,0.371192407691985,0.342635395794454,0.0784865911883592,0.339794157360108,0.479872237484596,0.492614512862807,0.670701958288001,0.251931853143246,0.418288928744637
0.310988870964433,0.555189420551646,0.366777491990812,0.340781780170644,0.0776157186310171,0.337710664913006,0.478753485983295,0.490433911055297,0.667439970819062,0.246873825451581,0.416656038221435
0.309066991625082,0.553687615193366,0.36243378064904,0.338953652046152,0.0767632872461068,0.335656627688237,0.477647444243582,0.488278031610988,0.664198566455485,0.241939878515927,0.415043188587064
0.307172822504176,0.552201440162597,0.358160045484237,0.337150436983998,0.0759287250048119,0.333631384963943,0.476553839702267,0.486146403040206,0.660977691283288,0.237126902282881,0.413449949194371
0.305305728591978,0.550730589820083,0.353955071563228,0.335371578669425,0.0751114831270392,0.331634296434405,0.475472408429063,0.484038566771602,0.657777287222834,0.232431837800127,0.411875902758852
0.303465094912923,0.549274767454782,0.349817657837869,0.333616538172896,0.0743110349176569,0.329664741403924,0.474402894765402,0.481954076685,0.654597292246998,0.227851679561248,0.410320644815059
0.301650325719111,0.5478336849355,0.345746617703412,0.331884793249806,0.073526874671712,0.327722118019507,0.473345050981978,0.479892498665381,0.651437640590062,0.223383477448552,0.408783783200365
0.299860843723318,0.546407062379539,0.341740779485272,0.330175837674761,0.0727585166439128,0.325805842540175,0.472298636953878,0.47785341017683,0.648298262947724,0.219024338311143,0.407264937564447
0.298096089369242,0.544994627837346,0.337798986859659,0.3284891806084,0.0720054940780329,0.323915348640797,0.471263419852209,0.475836399855393,0.645179086668626,0.214771427212823,0.405763738902966
0.296355520136852,0.543596116992254,0.333920099213141,0.326824345994869,0.0712673582922175,0.322050086748552,0.470239173851242,0.47384106711982,0.642080035937757,0.210621968381823,0.404279829114019
0.294638609880856,0.542211272874428,0.330102991945904,0.325180871988207,0.0705436778164843,0.320209523410196,0.46922567985012,0.471867021799252,0.639001031952087,0.20657324589195,0.402812860576045
0.292944848200424,0.540839845588233,0.326346556723147,0.32355831040598,0.0698340375789837,0.318393140688453,0.468222725208293,0.469913883776959,0.635941993088768,0.202622604102439,0.401362495745941
0.291273739838423,0.53948159205225,0.322649701678743,0.321956226208656,0.0691380381378418,0.316600435585948,0.467230103493854,0.46798128264931,0.632902835066209,0.198767447881653,0.399928406776241
0.289624804108544,0.53813627575125,0.319011351575039,0.320374197003261,0.0684552949556419,0.314830919495197,0.466247614244036,0.466068857399175,0.629883471098342,0.195005242637747,0.398510275150288
0.287997574348786,0.536803666499456,0.315430447922388,0.318811812569997,0.0677854377138152,0.31308411767326,0.46527506273717,0.464176256083032,0.626883812042358,0.191333514177522,0.397107791334373
0.286391597399876,0.535483540214488,0.31190594906177,0.317268674410554,0.0671281096644102,0.311359568739765,0.46431225977545,0.462303135531093,0.62390376654019,0.187749848412905,0.395720654445928
0.284806433107282,0.534175678701397,0.308436830213621,0.315744395316936,0.0664829670168897,0.309656824197051,0.463359021477889,0.46044916105978,0.620943241154006,0.184251890932888,0.394348571936863
0.283241653845559,0.532879869446269,0.305022083495787,0.314238598959712,0.0658496783577726,0.307975447971317,0.462415169082908,0.458614006195965,0.618002140495967,0.180837346457159,0.39299125929125
0.281696844063855,0.531595905418873,0.301660717913288,0.312750919494641,0.065227924101092,0.306315015973648,0.461480528760016,0.456797352412371,0.615080367352482,0.177503978186289,0.39164843973656
0.280171599851461,0.530323584883883,0.298351759322424,0.31128100118672,0.0646173959677812,0.304675115679948,0.46055493143008,0.454998888873602,0.612177822803188,0.17424960706198,0.39031984396774
0.278665528522369,0.529062711220235,0.295094250371547,0.309828498050715,0.0640177964922308,0.303055345728778,0.459638212593732,0.453218312192294,0.609294406334883,0.171072110949675,0.389005209883454
0.277178248217861,0.52781309274818,0.291887250420672,0.308393073507351,0.0634288385543816,0.301455315536236,0.458730212167454,0.451455326194893,0.606430015950612,0.167969423754681,0.387704282333831
0.275709387526193,0.52657454256367,0.288729835441938,0.306974400054329,0.0628502449358287,0.299874644926991,0.457830774326949,0.449709641696603,0.603584548274102,0.16493953448193,0.386416812879149
0.274258585118533,0.525346878379664,0.285621097902785,0.305572158951428,0.0622817478985122,0.298312963780705,0.456939747357403,0.447980976285087,0.600757898649752,0.161980486248528,0.385142559558866
0.272825489400309,0.524129922374051,0.282560146633587,0.304186039918974,0.0617230887846735,0.296769911693067,0.456056983510279,0.446269054112491,0.597949961238342,0.159090375257362,0.38388128667049
0.271409758177216,0.522923501043819,0.279546106681318,0.302815740849003,0.0611740176368318,0.295245137650731,0.455182338866304,0.444573605695424,0.595160629108641,0.156267349739207,0.382632764557768
0.270011058335152,0.521727445065193,0.27657811915078,0.301460967528491,0.060634292836631,0.293738299719485,0.45431567320433,0.442894367722522,0.592389794325095,0.153509608870056,0.381396769407752
0.268629065533396,0.520541589159428,0.273655341034714,0.30012143337405,0.0601036807614698,0.292249064745022,0.453456849875766,0.441231082869244,0.589637348031731,0.150815401669671,0.38017308305627
0.267263463910386,0.519365771964002,0.270776945034113,0.298796859177529,0.0595819554579082,0.290777108065707,0.452605735684304,0.439583499619593,0.586903180532445,0.148183025886765,0.37896149280142
0.265913945801488,0.518199835908925,0.267942119369866,0.297486972861995,0.0590688983309014,0.289322113236772,0.451762200770669,0.437951372094426,0.584187181367816,0.145610826875611,0.377761791224656
0.264580211468181,0.517043627097943,0.265150067586857,0.296191509247585,0.0585642978479775,0.287883771765408,0.450926118502141,0.436334459886083,0.581489239388591,0.14309719646839,0.376573776019139
0.263261968838109,0.51589699519439,0.262400008351485,0.294910209826766,0.0580679492575279,0.286461782856244,0.450097365366624,0.434732527899041,0.578809242825968,0.140640571847071,0.375397249824964
0.261958933255499,0.514759793311479,0.259691175243547,0.293642822548543,0.0575796543204339,0.285055853166737,0.449275820871022,0.433145346196341,0.576147079358803,0.138239434418209,0.374232020070959
0.260670827241442,0.513631877906811,0.25702281654332,0.292389101611211,0.057099221054299,0.283665696572003,0.448461367443733,0.431572689851524,0.573502636177881,0.135892308693635,0.373077898822741
0.259397380263594,0.512513108680934,0.254394195014631,0.291148807263236,0.0566264634896063,0.282291033938685,0.447653890341038,0.430014338805857,0.570875800047348,0.133597761179658,0.371934702636722
0.258138328514853,0.511403348479729,0.251804587684628,0.289921705611897,0.0561612014371542,0.280931592907432,0.446853277557231,0.428470077730604,0.568266457363433,0.131354399277055,0.370802252419801
0.256893414700597,0.510302463200487,0.249253285620902,0.288707568439322,0.0557032602661718,0.279587107683596,0.446059419738278,0.426939695894135,0.56567449421056,0.129160870193855,0.369680373294472
0.255662387834103,0.509210321701479,0.246739593706588,0.287506173025599,0.055252470692546,0.278257318835804,0.445272210098864,0.425422987033684,0.563099796414956,0.127015859872619,0.368568894469105
0.254445003039773,0.508126795714883,0.244262830413962,0.286317301978615,0.0548086685766272,0.276941973102034,0.444491544342661,0.42391974923153,0.560542249595858,0.124918091933707,0.36746764911315
0.25324102136381,0.507051759762915,0.24182232757708,0.285140743070337,0.0543716947301155,0.275640823202883,0.443717320585664,0.422429784795449,0.558001739214414,0.12286632663578,0.366376474237061
0.252050209592021,0.505985091077009,0.239417430163884,0.28397628907925,0.0539413947315529,0.274353627661694,0.442949439282464,0.420952900143243,0.555478150620357,0.120859359854588,0.365295210576713
0.250872340074427,0.504926669519934,0.237047496048223,0.282823737638662,0.0535176187499813,0.273080150631267,0.442187803155315,0.419488905691186,0.552971369096571,0.118896022080932,0.364223702482113
0.249707190556384,0.503876377510704,0.234711895782156,0.281682891090632,0.0531002213763478,0.271820161726851,0.441432317125872,0.418037615746219,0.550481279901591,0.116975177438505,0.36316179781023
0.248554544015923,0.502834099952169,0.232410012368897,0.280553556345269,0.0526890614622632,0.270573435865163,0.440682888249478,0.416598848401763,0.548007768310162,0.115095722722197,0.362109347821736
0.247414188507047,0.501799724161166,0.230141241036709,0.279435544745167,0.0522840019657436,0.269339753109162,0.439939425651898,0.415172425436978,0.545550719651899,0.113256586457281,0.361066207081519
0.24628591700873,0.50077313980113,0.227904989014034,0.278328671934763,0.0518849098035866,0.268118898518362,0.439201840468368,0.413758172219356,0.543110019348148,0.111456727979843,0.360032233362775
0.245169527279366,0.499754238817053,0.225700675306126,0.277232757734393,0.0514916557100506,0.266910662004418,0.43847004578488,0.412355917610496,0.540685552947099,0.109695136538637,0.359007287554544
0.244064821716439,0.498742915372696,0.223527730473406,0.276147626018858,0.0511041141015275,0.265714838191793,0.437743956581601,0.410965493874953,0.538277206157245,0.10797083041853,0.357991233572545
0.2429716072212,0.497739065789964,0.221385596411757,0.275073104600306,0.050722162946914,0.264531226283282,0.437023489678319,0.40958673659203,0.535884864879224,0.10628285608557,0.356983938273152
0.241889695068135,0.496742588490343,0.219273726134939,0.274009025115241,0.0503456836434052,0.263359629930201,0.436308563681847,0.408219484570406,0.533508415236135,0.104630287353653,0.355985271370393
0.24081890077902,0.495753383938335,0.217191583559294,0.272955222915506,0.0499745608974473,0.262199857107042,0.435599098935293,0.406863579765481,0.531147743602367,0.103012224572714,0.354995105355848
0.239759044001392,0.494771354586786,0.215138643290887,0.271911536963048,0.0496086826106021,0.261051719990421,0.434895017469116,0.405518867199351,0.528802736631018,0.101427793838288,0.354013315421318
0.238709948391223,0.493796404824048,0.213114390415208,0.270877809728338,0.0492479397700893,0.259915034842141,0.4341962429539,0.404185194883296,0.526473281279943,0.0998761462222588,0.353039779384146
0.237671441499662,0.492828440922895,0.211118320289552,0.269853887092274,0.0488922263437845,0.258789621896214,0.433502700654761,0.402862413742695,0.524159264836501,0.0983564570245576,0.352074377615101
0.236643354663649,0.491867370991123,0.209149938338184,0.268839618251436,0.048541439179463,0.257675305249662,0.432814317387338,0.401550377544282,0.521860574941041,0.0968679250455478,0.351116992968696
0.235625522900263,0.490913104923767,0.20720875985035,0.267834855626561,0.048195477908092,0.256571912756985,0.432131021475283,0.400248942825641,0.51957709960919,0.0954097718787872,0.350167510715867
0.234617784804646,0.489965554356874,0.205294309781235,0.266839454774099,0.0478542448509817,0.255479275928109,0.431452742709203,0.398957968826874,0.517308727252969,0.0939812412238459,0.349225818478894
0.233619982451364,0.48902463262277,0.203406122555909,0.265853274300732,0.047517644930618,0.254397229829716,0.430779412306991,0.397677317424348,0.515055346700816,0.0925815982188272,0.348291806168493
0.232631961299071,0.488090254706763,0.201543741876318,0.264876175780744,0.047185585585008,0.253325612989797,0.430110962875485,0.396406853066457,0.51281684721652,0.0912101287922206,0.347365365922985
0.231653570098336,0.487162337205224,0.199706720531364,0.263908023676122,0.046857976685378,0.252264267305322,0.429447328373411,0.395146442711318,0.510593118517152,0.089866139033708,0.34644639204946
0.230684660802527,0.486240798285,0.197894620210094,0.262948685259282,0.0465347304570724,0.251213037952895,0.42878844407555,0.393895955766332,0.508384050789999,0.0885489545835182,0.345534780966862
0.229725088481611,0.485325557644102,0.19610701131804,0.261998030538323,0.0462157614035099,0.250171773302288,0.428134246538084,0.392655264029553,0.506189534708555,0.0872579200399305,0.344630431150919
0.228774711238779,0.48441653647362,0.194343472796705,0.261055932184709,0.0459009862330586,0.249140324832745,0.427484673565079,0.391424241632779,0.504009461447609,0.0859923983845075,0.343733243080839
0.227833390129771,0.483513657420829,0.192603591946222,0.260122265463285,0.0455903237887035,0.248118547051944,0.426839664176055,0.390202764986334,0.501843722697466,0.0847517704246444,0.342843119187723
0.226900989084808,0.482616844553425,0.190886964251174,0.259196908164535,0.0452836949803799,0.247106297417527,0.426199158574599,0.38899071272545,0.499692210677326,0.0835354342530059,0.341959963804608
0.225977374833028,0.481726023324861,0.189193193209589,0.258279740539007,0.0449810227198576,0.246103436261093,0.425563098117991,0.387787965658224,0.497554818147869,0.0823428047234338,0.341083683118092
0.225062416829328,0.480841120540744,0.187521890165086,0.257370645233813,0.0446822318580642,0.245109826714575,0.424931425287794,0.386594406715063,0.495431438423062,0.0811733129428972,0.340214185121483
0.224155987183535,0.479962064326243,0.185872674142168,0.256469507231128,0.0443872491247421,0.244125334638902,0.424304083661373,0.385409920899599,0.493321965381243,0.0800264057790658,0.339351379569397
