"Xylosandrus crassiusculus","Ambrosiodmus tachygraphus","Xyleborus posticus","Ambrosiodmus rubricollis","Xyleborus affinis","Xyleborus xylographus","Xyleborinus saxeseni","Coptoborus pseudotenuis","Xyleborus obesus","Xyleborus seriatus","Xyleborus germanus"
0.914952554643259,0.615896167518703,0.447995432438046,0.803675825809258,0.864534378415576,0.939601324140746,0.650223758047655,0.983197725647757,0.358499602677791,0.522933941812925,0.659814615435853
0.911420642498462,0.597389352859841,0.436701725857861,0.790399004911105,0.860135079033757,0.931780907993895,0.640842252120349,0.981041637511799,0.34517182801362,0.511077010456867,0.651953344989315
0.907958419123265,0.579623410453658,0.426078673033895,0.777243684930931,0.855864198072465,0.923529294426869,0.631867722375627,0.978753581223259,0.332784523054821,0.499849610266976,0.644440175911957
0.904561910376645,0.56257532292068,0.416063155514394,0.764228374365673,0.851712721717763,0.914864424198607,0.623268267063759,0.976334316086073,0.321242279489116,0.48919819471273,0.637246010621226
0.901227555763844,0.546220221512877,0.406600161230766,0.75136876822968,0.847672669381259,0.905805696193993,0.615015684513532,0.973784769399389,0.310462101492834,0.479075520150339,0.63034535854939
0.897952147091716,0.530532119366621,0.397641472697531,0.738678075062675,0.843736932045166,0.89637377851011,0.60708490456616,0.971106029369069,0.300371460353134,0.469439697615805,0.623715748801913
0.894732778655992,0.515484477031403,0.389144609682462,0.726167305054793,0.839899142093013,0.886590418329768,0.599453528009325,0.968299338331836,0.290906702178031,0.460253417896297,0.617337259873887
0.891566806379017,0.501050635437212,0.381071969158375,0.713845524884706,0.836153567390606,0.876478252375191,0.592101449801819,0.965366086200213,0.282011736469554,0.451483312764715,0.611192139129276
0.888451813978767,0.487204144083955,0.373390119872488,0.701720083766683,0.832495024276916,0.866060619776528,0.585010548078811,0.962307804059613,0.273636949656824,0.443099424335708,0.605264491968532
0.885385584722473,0.473919006468066,0.36606921930271,0.689796814387942,0.828918805467294,0.855361379156792,0.578164425355934,0.959126157866633,0.265738299994449,0.435074761094702,0.599540025711037
0.882366077660533,0.461169860226991,0.359082528371868,0.67808021180161,0.825420619837834,0.844404731641448,0.571548191562004,0.955822942211331,0.25827655958771,0.427384924010396,0.59400583687923
0.879391407487971,0.448932105901961,0.352406004901362,0.666573592865006,0.821996541765335,0.83321505136004,0.565148280892259,0.952400074116989,0.251216676471903,0.420007789767979,0.588650233235889
0.876459827367963,0.437181995382861,0.346017960976015,0.655279238438275,0.818642968219364,0.821816724830541,0.558952296233406,0.9488595868593,0.244527235201368,0.412923240899252,0.583462583891399
0.873569714193001,0.425896688845629,0.339898772555614,0.64419852025759,0.81535658219375,0.810234000415237,0.552948876237852,0.945203623793625,0.238179998698103,0.406112934676488,0.578433192265021
0.870719555866697,0.415054287198645,0.334030632081537,0.63333201415132,0.81213432136084,0.798490848819415,0.547127581134696,0.941434432184332,0.232149517467757,0.399560104248451,0.573553187791681
0.867907940271842,0.404633845624039,0.328397336684226,0.622679601063362,0.808973351058193,0.78661083537957,0.541478794142467,0.937554357034474,0.22641279493299,0.393249386750686,0.568814433110548
0.865133545654532,0.394615372657508,0.322984106039526,0.612240557175885,0.805871040892294,0.774617004663813,0.535993635952307,0.933565834917479,0.220948999725766,0.387166674105674,0.564209444122025
0.862395132204411,0.384979818337214,0.317777425050795,0.602013634276968,0.802824944380071,0.762531777689937,0.530663890223265,0.929471387815253,0.215739217445293,0.381298983006086,0.559731320805157
0.859691534650806,0.375709054221984,0.312764907424054,0.591997131392074,0.799832781156095,0.750376861861669,0.525481938404851,0.925273616969197,0.210766235721254,0.375634341193672,0.55537368708323
0.857021655726104,0.366785847494557,0.307935176910596,0.582188958588267,0.79689242135811,0.738173173534917,0.520440702499134,0.920975196752326,0.206014357494625,0.370161687643023,0.551130638337879
0.854384460373073,0.358193830897777,0.303277763556846,0.572586693763537,0.794001871871133,0.725940772956569,0.515533594612782,0.916578868571919,0.201469238295752,0.364870784660223,0.546996695420497
0.85177897059322,0.349917469877149,0.298783012756166,0.563187633148538,0.791159264164716,0.713698811170522,0.510754472341441,0.91208743481305,0.197117744004252,0.35975214023189,0.542966764208723
0.849204260849937,0.341942028003527,0.294442005265383,0.553988836172626,0.788362843501818,0.701465488360307,0.506097599184737,0.907503752833994,0.192947826150684,0.354796939225797,0.53903609991613
0.846659453953681,0.334253531510051,0.290246486648344,0.544987165279023,0.785610959333449,0.689258022995153,0.501557609317362,0.902830729024873,0.18894841229166,0.349996982262422,0.535200275493216
0.844143717367623,0.326838733586025,0.286188804853902,0.536179321214047,0.782902056722452,0.677092631066254,0.497129476146172,0.898071312941102,0.185109309378543,0.3453446312567,0.531455153563802
0.841656259881365,0.319685078917631,0.282261854837095,0.527561874261881,0.780234668663775,0.664984514641294,0.492808484169364,0.893228491523172,0.181421118360903,0.340832760778473,0.52779686142786
0.839196328607984,0.312780668843745,0.278459029298759,0.51913129184832,0.777607409188451,0.652947858926605,0.488590203725276,0.888305283414174,0.177875158532447,0.336454714504304,0.524221768733356
0.836763206266024,0.306114227398425,0.274774174756816,0.510883962893977,0.77501896715498,0.640995837005783,0.484470468277866,0.883304733386145,0.174463400349057,0.332204266137246,0.52072646747904
0.834356208713382,0.299675068435017,0.271201552277522,0.502816219258747,0.772468100645548,0.629140621419316,0.480445353935756,0.878229906885939,0.171178405634151,0.328075584258368,0.517307754059409
0.831974682704563,0.293453063966426,0.267735802291227,0.494924354584601,0.769953631896078,0.617393401759583,0.476511160943577,0.873083884710814,0.168013274242236,0.324063200647356,0.513962613104301
0.829618003846519,0.287438613808511,0.264371912998001,0.487204640812599,0.767474442698767,0.605764407477274,0.472664396919698,0.86786975782335,0.164961596382525,0.320161981671761,0.510688202900152
0.827285574731569,0.281622616576549,0.261105191936647,0.479653342621868,0.765029470224,0.594262935126929,0.468901761644324,0.862590622314649,0.162017409915105,0.316367102397229,0.507481842209104
0.824976823228582,0.275996442055866,0.257931240348249,0.472266730013089,0.762617703215475,0.582897379318604,0.465220133227385,0.857249574524107,0.159175162025824,0.312674023116109,0.504340998326752
0.822691200915992,0.270551904945727,0.254845930014363,0.465041089236254,0.760238178518268,0.571675266688011,0.461616555507367,0.851849706323262,0.156429674765656,0.309078468030245,0.501263276240283
0.820428181642205,0.265281239958774,0.251845382291622,0.457972732242058,0.757889977904678,0.560603292246957,0.45808822655077,0.846394100570482,0.153776114008076,0.305576405856773,0.498246408766506
0.818187260200674,0.260177078245859,0.248925949100123,0.451058004817844,0.755572225166967,0.54968735752804,0.454632488137856,0.840885826742458,0.151209961435922,0.302164032154053,0.495288247564563
0.815967951108446,0.255232425106988,0.246084195653508,0.444293293552524,0.753284083449895,0.538932609990984,0.451246816134099,0.835327936747652,0.148726989218795,0.298837753189368,0.492386754931093
0.813769787478239,0.250440638942699,0.243316884744807,0.437675031759971,0.751024752799122,0.52834348321161,0.447928811658578,0.829723460926059,0.146323237084686,0.295594171191114,0.489539996296887
0.811592319975256,0.245795411395882,0.240620962424775,0.431199704477019,0.748793467904355,0.517923737427153,0.44467619297089,0.824075404238814,0.143994991526154,0.292430070846563,0.486746133353735
0.809435115850898,0.241290748631444,0.237993544928907,0.424863852640172,0.746589496018532,0.507676500062826,0.441486788007047,0.818386742650415,0.141738766913085,0.289342406922193,0.484003417748524
0.807297758046412,0.236920953699844,0.23543190672628,0.418664076534287,0.744412135036415,0.497604305913432,0.438358527502642,0.812660419705516,0.13955128831139,0.286328292897479,0.481310185288929
0.805179844360244,0.23268060993022,0.232933469578005,0.4125970385968,0.742260711717828,0.487709136700073,0.435289438648321,0.806899343301503,0.137429475830789,0.283384990515133,0.478664850611329
0.803080986673509,0.228564565299225,0.230495792505895,0.406659465652292,0.740134580042341,0.477992459765213,0.432277639228591,0.80110638265735,0.135370430345412,0.280509900161406,0.476065902267104
0.801000810228603,0.224567917722731,0.228116562583075,0.400848150644373,0.738033119683634,0.468455265709325,0.429321332200174,0.795284365478503,0.133371420448959,0.277700551999367,0.47351189818825
0.798938952956442,0.220686001218936,0.225793586468033,0.395159953924781,0.735955734592999,0.459098104808952,0.426418800670716,0.789436075316918,0.131429870521805,0.274954597786257,0.471001461497499
0.796895064848311,0.216914372893188,0.223524782612137,0.389591804153275,0.733901851682507,0.449921122089269,0.423568403242719,0.783564249124716,0.12954334980114,0.272269803313217,0.468533276631795
0.794868807368647,0.213248800696747,0.221308174078162,0.384140698856209,0.731870919599366,0.440924090954078,0.420768569691105,0.777671574999318,0.127709562357271,0.26964404141204,0.466106085751235
0.792859852905495,0.209685251913794,0.219141881913958,0.378803704686559,0.729862407583795,0.432106445302854,0.418017796946007,0.771760690117375,0.125926337889728,0.267075285479249,0.46371868540849
0.790867884255634,0.206219882333148,0.217024119031231,0.373577957423598,0.72787580440353,0.423467310087886,0.415314645355162,0.765834178854288,0.124191623266084,0.264561603472739,0.461369923456199
0.788892594141678,0.202849026063327,0.21495318454452,0.368460661746294,0.725910617358721,0.415005530285213,0.412657735202778,0.759894571085624,0.122503474734592,0.262101152340698,0.459058696172112
0.786933684758711,0.19956918595177,0.212927458530036,0.363449090810829,0.723966371351581,0.406719698270756,0.41004574346397,0.753944340666327,0.120860050748899,0.25969217284639,0.456783945583741
0.784990867348205,0.196377024571169,0.210945397168038,0.358540585659286,0.722042608015689,0.398608179608363,0.407477400775811,0.747985904083178,0.119259605349524,0.25733298475594,0.454544656976042
0.783063861797211,0.193269355737977,0.209005528236012,0.353732554483644,0.720138884900283,0.390669137269299,0.404951488607818,0.742021619275681,0.117700482052383,0.255021982359349,0.452339856567209
0.781152396260962,0.190243136530155,0.207106446923099,0.349022471766482,0.718254774705362,0.382900554313507,0.402466836616292,0.736053784620163,0.116181108199659,0.252757630297749,0.450168609339114
0.7792562068072,0.187295459773198,0.205246811939068,0.344407877317482,0.716389864563723,0.375300255071753,0.400022320168288,0.730084638071666,0.114699989732773,0.250538459672456,0.448030017010115
0.777375037080673,0.184423546965329,0.203425341893648,0.339886375222605,0.714543755366469,0.367865924874861,0.397616858022317,0.724116356457946,0.113255706351147,0.248363064413533,0.445923216139137
0.775508637986403,0.181624741614548,0.201640811924303,0.335455632720972,0.712716061128773,0.360595128381772,0.395249410153993,0.71815105491972,0.11184690702397,0.246230097887658,0.443847376350887
0.773656767390412,0.178896502961901,0.199892050552565,0.331113379022698,0.710906408392988,0.353485326562393,0.392918975715853,0.712190786491125,0.110472305825344,0.244138269726858,0.441801698673009
0.771819189836722,0.176236400066953,0.198177936750848,0.326857404079432,0.709114435666439,0.346533892394151,0.390624591121526,0.706237541814261,0.109130678065969,0.242086342861282,0.43978541397676
0.76999567627953,0.173642106232951,0.196497397203301,0.32268555731797,0.707339792891438,0.339738125333209,0.388365328245252,0.70029324898157,0.10782085669704,0.240073130740692,0.437797781513545
0.768186003829554,0.171111393750605,0.194849403745717,0.31859574634606,0.705582140945301,0.333095264622348,0.386140292728495,0.694359773499782,0.106541728964314,0.238097494730614,0.43583808754029
0.766389955513624,0.168642128940749,0.19323297097085,0.314585935638446,0.703841151168274,0.326602501497903,0.383948622386091,0.688438918369092,0.105292233292268,0.236158341670337,0.433905644027235
0.764607320046652,0.16623226747742,0.191647153986649,0.310654145210176,0.702116504917506,0.320256990357822,0.381789485704982,0.682532424271283,0.104071356380138,0.234254621580986,0.431999787442265
0.762837891615201,0.163879849974079,0.190091046316043,0.306798449283363,0.700407893145305,0.314055858952141,0.379662080429155,0.676641969860484,0.102878130493216,0.232385325512892,0.430119877606382
0.761081469671921,0.161582997816797,0.188563777927805,0.303016974952759,0.698715016000081,0.3079962176559,0.377565632224901,0.670769172150346,0.10171163093429,0.230549483522364,0.428265296615359
0.759337858740169,0.159339909229301,0.187064513388992,0.29930790085483,0.697037582448485,0.302075167882932,0.375499393420987,0.664915586991475,0.100570973681408,0.228746162768761,0.426435447823025
0.757606868228195,0.157148855555709,0.18559245013016,0.29566945584439,0.695375309917383,0.296289809697119,0.373462641818752,0.659082709633035,0.0994553131793436,0.22697446572352,0.424629754881982
0.755888312252315,0.155008177747757,0.184146816815341,0.292099917682276,0.6937279239544,0.290637248675596,0.371454679567515,0.653271975362585,0.0983638402732568,0.225233528483415,0.422847660837895
0.754182009468517,0.152916283044101,0.182726871809395,0.288597611737071,0.692095157905861,0.285114602076194,0.369474832101041,0.647484760218314,0.0972957802739646,0.223522519180979,0.421088627273789
0.752487782912027,0.15087164183015,0.181331901735938,0.285160909703438,0.690476752611042,0.279719004359039,0.367522447131136,0.641722381767964,0.0962503911451745,0.22184063648553,0.419352133501079
0.750805459844345,0.148872784667562,0.1799612201196,0.281788228339215,0.688872456111742,0.274447612109854,0.365596893694721,0.635986099948934,0.0952269618038014,0.220187108188773,0.41763767579427
0.74913487160733,0.146918299483299,0.178614166106865,0.278478028223098,0.687282023376219,0.26929760841006,0.36369756125102,0.630277117964157,0.0942248105252352,0.218561189869395,0.415944766666546
0.747475853483932,0.145006828908722,0.17729010326017,0.27522881253441,0.685705216036656,0.264266206696326,0.361823858825729,0.624596583228587,0.093243283446081,0.216962163631495,0.414272934183629
0.745828244565195,0.14313706775987,0.175988418420367,0.272039125856197,0.684141802139324,0.259350654149839,0.359975214199269,0.618945588361239,0.0922817531574982,0.215389336912081,0.412621721313516
0.744191887623174,0.141307760650591,0.174708520633034,0.268907553002627,0.682591555906711,0.254548234653145,0.358151073136425,0.613325172217977,0.0913396173828114,0.213842041353206,0.410990685309838
0.742566628989447,0.139517699730753,0.173449840134434,0.265832717871483,0.68105425751092,0.249856271350126,0.356350898654878,0.607736320960389,0.0904162977335691,0.212319631734658,0.409379397126802
0.74095231843892,0.137765722542237,0.172211827393266,0.262813282322317,0.67952969285768,0.245272128842419,0.354574170330277,0.602179969156322,0.0895112385386756,0.21082148496339,0.40778744086376
0.739348809078622,0.136050709985875,0.170993952204614,0.259847945080708,0.678017653380373,0.240793215053399,0.35282038363572,0.596657000907805,0.0886239057416438,0.209346999116173,0.406214413237642
0.737755957241247,0.13437158439295,0.16979570283278,0.256935440668876,0.676517935843507,0.236416982788789,0.351089049313589,0.591168251002338,0.0877537858613924,0.207895592532195,0.404659923081572
0.736173622383172,0.132727307695239,0.168616585199918,0.254074538362816,0.675030342155108,0.232140931020935,0.349379692777887,0.585714506083668,0.0869003850123607,0.206466702952551,0.403123590868131
0.734601666986723,0.131116879687986,0.167456122117613,0.251264041175971,0.67355467918755,0.227962605921899,0.347691853545295,0.580296505838423,0.0860632279800299,0.205059786703801,0.40160504825582
0.733039956466485,0.12953933638053,0.166313852558743,0.248502784869405,0.672090758606344,0.223879601668715,0.346025084693338,0.574914944195136,0.0852418573482363,0.203674317922952,0.400103937657379
0.731488359079417,0.12799374842963,0.165189330967172,0.245789636988301,0.670638396706474,0.21988956104243,0.344378952344107,0.569570470532409,0.0844358326749218,0.202309787821408,0.398619911828711
0.72994674583861,0.126479219650858,0.164082126602961,0.243123495924594,0.669197414255856,0.215990175840947,0.342753035172121,0.564263690893132,0.0836447297132203,0.200965703985601,0.397152633477231
0.728414990430489,0.124994885603694,0.162991822920976,0.240503290005436,0.667767636345565,0.212179187124156,0.34114692393498,0.558995169201898,0.0828681396749964,0.199641589712155,0.395701774888563
0.726892969135293,0.12353991224623,0.1619180169809,0.237927976607177,0.666348892246459,0.208454385308413,0.33956022102557,0.553765428482909,0.0821056685341671,0.198336983375604,0.394267017570546
0.725380560750668,0.122113494655648,0.160860318886785,0.235396541294469,0.66494101527187,0.204813610126068,0.337992540044637,0.548574952075845,0.0813569363673198,0.197051437826787,0.392848051913604
0.723877646518224,0.120714855810854,0.159818351254436,0.232907996984088,0.663543842646053,0.20125475046452,0.33644350539263,0.543424184847383,0.0806215767293241,0.195784519820193,0.391444576866576
0.722384110052923,0.119343245433884,0.15879174870499,0.230461383133015,0.662157215378104,0.197775744098051,0.334912751879797,0.538313534396169,0.0798992360617882,0.194535809468614,0.390056299627181
0.720899837275138,0.117997938886884,0.157780157383206,0.228055764950322,0.660780978141054,0.194374577324641,0.333399924353547,0.533243372249249,0.0791895731323654,0.193304899723589,0.388682935346313
0.719424716345286,0.116678236121673,0.156783234499038,0.225690232632341,0.659414979155904,0.191049284518927,0.33190467734219,0.528214035048112,0.0784922585030496,0.192091395880222,0.38732420684545
0.717958637600892,0.115383460679065,0.155800647891195,0.223363900620634,0.658059070080333,0.187797947611504,0.330426674714185,0.523225825722639,0.0778069740257305,0.190894915105015,0.385979844346471
0.716501493495983,0.114112958735297,0.154832075611438,0.221075906882221,0.656713105901864,0.184618695503918,0.328965589352114,0.518279014651419,0.0771334123633899,0.189715085985494,0.384649585213235
0.715053178542709,0.112866098193063,0.15387720552848,0.21882541221155,0.655376944835272,0.181509703427849,0.327521102840607,0.513373840807023,0.0764712765354349,0.188551548100422,0.383333173704324
0.713613589255065,0.111642267814808,0.152935734950392,0.216611599553665,0.654050448224012,0.178469192256253,0.326092905167534,0.508510512884949,0.0758202794857603,0.187403951609523,0.382030360736349
0.712182624094659,0.110440876396059,0.152007370264517,0.214433673348025,0.652733480445504,0.175495427773514,0.32468069443777,0.503689210415113,0.0751801436722275,0.186271956861672,0.380740903657321
0.710760183418397,0.109261351976712,0.151091826593943,0.212290858892456,0.651425908820058,0.172586719911009,0.323284176598928,0.498910084854836,0.0745506006763306,0.185155234020571,0.379464566029535
0.709346169428022,0.108103141088307,0.150188827469636,0.210182401726667,0.6501276035233,0.169741421953911,0.321903065178457,0.494173260662442,0.0739313908319047,0.184053462707015,0.378201117421525
0.707940486121417,0.106965708035435,0.149298104517408,0.208107567034823,0.648838437501913,0.166957929724483,0.320537081031543,0.489478836350654,0.0733222628717986,0.182966331656872,0.376950333208627
0.706543039245603,0.105848534209533,0.14841939715893,0.206065639066616,0.647558286392552,0.164234680746614,0.319185952099301,0.48482688551909,0.0727229735915102,0.181893538393988,0.375711994381713
0.705153736251346,0.104751117433415,0.147552452326061,0.204055920576333,0.646287028443789,0.161570153395902,0.317849413176742,0.480217457865283,0.0721332875288411,0.180834788917233,0.374485887363725
0.703772486249319,0.103672971334978,0.146697024187788,0.202077732279386,0.645024544440933,0.158962866039122,0.316527205690064,0.475650580173685,0.0715529766586872,0.179789797400994,0.373271803833606
0.702399199967742,0.102613624748625,0.145852873889136,0.200130412325791,0.643770717633625,0.156411376166562,0.315219077482808,0.471126257282277,0.0709818201021413,0.178758285908428,0.372069540557284
0.701033789711445,0.101572621143012,0.145019769301438,0.19821331579011,0.642525433666054,0.153914279520328,0.31392478261048,0.466644473026408,0.0704196038491276,0.177739984116839,0.370878899225372
0.699676169322287,0.1005495180738,0.144197484783368,0.196325814177346,0.641288580509702,0.151470209221391,0.312644081143216,0.462205191159631,0.0698661204938422,0.176734629054586,0.369699686297268
0.698326254140886,0.0995438866601964,0.143385800952224,0.194467294944311,0.640060048398492,0.14907783489786,0.311376738976141,0.457808356251335,0.0693211689823158,0.175741964848955,0.368531712851344
0.696983960969599,0.0985553110840925,0.142584504464918,0.192637161036007,0.638839729766237,0.146735861816658,0.310122527647056,0.453453894561043,0.0687845543714552,0.174761742484448,0.367374794440958
0.695649208036695,0.0975833881107066,0.141793387808214,0.190834830436536,0.637627519186303,0.144443030020571,0.308881224161115,0.449141714889316,0.0682560875989589,0.173793719571009,0.366228750956007
0.69432191496169,0.09662772662968,0.141012249097744,0.189059735734103,0.636423313313367,0.142198113472365,0.307652610822181,0.444871709405265,0.0677355852635411,0.172837660121684,0.365093406489769
0.693002002721786,0.095687947215639,0.140240891885378,0.187311323699664,0.635227010827207,0.139999919207485,0.306436475070555,0.440643754450696,0.0672228694149282,0.171893334339286,0.363968589210797
0.691689393619364,0.094763681707287,0.139479124974543,0.185589054878798,0.63403851237842,0.137847286496651,0.305232609326799,0.436457711321007,0.0667177673531256,0.170960518411628,0.362854131239639
0.690384011250513,0.0938545728041381,0.1387267622431,0.183892403196367,0.632857720535997,0.13573908601948,0.304040810841371,0.432313427022947,0.0662201114364799,0.170038994314923,0.361749868530155
0.689085780474522,0.0929602736800569,0.137983622473436,0.18222085557358,0.631684539736672,0.133674219050139,0.302860881549824,0.428210735009438,0.0657297388980933,0.169128549624973,0.360655640755245
0.687794627384328,0.0920804476128072,0.137249529189396,0.180573911557041,0.630518876235976,0.131651616655838,0.301692627933332,0.424149455891658,0.0652464916701662,0.168228977335781,0.359571291196781
0.686510479277868,0.0912147676288577,0.136524310499772,0.178951082959419,0.629360638060926,0.129670238908905,0.300535860884292,0.420129398128643,0.0647702162158746,0.167340075685258,0.358496666639556
0.685233264630297,0.0903629161627315,0.135807798948004,0.177351893511345,0.628209734964278,0.127729074113014,0.299390395576796,0.416150358694679,0.0643007633684063,0.166461647987675,0.357431617269095
0.683962913067052,0.0895245847302229,0.135099831367834,0.175775878524191,0.627066078380289,0.12582713804406,0.298256051341769,0.412212123724788,0.0638379881768034,0.16559350247258,0.356375996573129
0.68269935533772,0.0886994736148406,0.134400248744614,0.174222584563361,0.625929581381919,0.12396347320608,0.297132651546559,0.408314469138646,0.0633817497582792,0.164735452129883,0.35532966124661
0.681442523290686,0.087887291566869,0.13370889608203,0.172691569131775,0.624800158639422,0.122137148102513,0.296020023478804,0.404457161243273,0.062931911156693,0.163887314560817,0.354292471100089
0.680192349848529,0.0870877555144704,0.133025622273975,0.171182400363187,0.623677726380271,0.120347256523045,0.294917998234385,0.400639957314865,0.0624883392068862,0.16304891183453,0.353264288971331
0.678948768984136,0.08630059028628,0.132350279981359,0.16969465672504,0.622562202350359,0.118592916846181,0.293826410609313,0.396862606160157,0.0620509044045996,0.16222007035006,0.352244980640025
0.677711715697518,0.0855255283449761,0.13168272551361,0.168227926730534,0.621453505776436,0.116873271357659,0.292745098995359,0.393124848657716,0.0616194807817041,0.161400620703448,0.351234414745456
0.676481125993289,0.0847623095313287,0.131022818714682,0.166781808659608,0.620351557329722,0.115187485584741,0.291673905279302,0.389426418279572,0.0611939457864951,0.160590397559763,0.350232462707028
0.675256936858797,0.0840106808182597,0.130370422853349,0.165355910288546,0.619256279090664,0.113534747646373,0.290612674745628,0.385767041593608,0.0607741801688127,0.159789239529843,0.349238998647507
0.674039086242873,0.0832703960744696,0.129725404517608,0.163949848627926,0.618167594514787,0.111914267619174,0.289561255982545,0.382146438747151,0.0603600678697605,0.158996989051532,0.34825389931889
0.672827513035186,0.0825412158372051,0.129087633513008,0.162563249668628,0.617085428399594,0.110325276919159,0.288519500791182,0.378564323932172,0.0599514959158124,0.158213492275228,0.34727704403077
0.671622157046171,0.0818229070937682,0.128456982764739,0.161195748135658,0.616009706852481,0.108767027699076,0.287487264097847,0.375020405832577,0.0595483543171031,0.15743859895356,0.346308314581119
0.670422958987526,0.0811152430713815,0.1278333282233,0.159846987249503,0.614940357259633,0.107238792261212,0.286464403869213,0.371514388053994,0.0591505359697126,0.15667216233502,0.345347595189384
0.66922986045324,0.0804180030350479,0.127216548773624,0.1585166184948,0.613877308255854,0.105739862485477,0.285450781030325,0.368045969536525,0.0587579365617609,0.155914039061374,0.344394772431796
0.668042803901149,0.079730972093056,0.126606526147485,0.157204301396056,0.612820489695304,0.104269549272586,0.284446259385311,0.364614844950914,0.0583704544831435,0.155164089068715,0.343449735178819
0.666861732634992,0.079053941009805,0.126003144839058,0.155909703300197,0.611769832623113,0.102827182002103,0.283450705540697,0.361220705078562,0.0579879907387421,0.15442217549199,0.342512374534642
0.665686590786959,0.0783867060256324,0.125406292023502,0.154632499165728,0.610725269247826,0.101412108005123,0.282463988831222,0.357863237175848,0.0576104488649555,0.153688164572858,0.341582583778648
0.664517323300703,0.0777290686833482,0.124815857478437,0.153372371358275,0.609686732914667,0.100023692051333,0.281485981248054,0.354542125323202,0.057237734849406,0.152961925570759,0.340660258308765
0.663353875914812,0.0770808356611893,0.124231733508194,0.152129009452309,0.608654158079584,0.0986613158501998,0.280516557369318,0.351257050759365,0.0568697570536776,0.152243330677047,0.339745295586649
0.662196195146718,0.0764418186119248,0.123653814870724,0.150902110038849,0.607627480284041,0.0973243775660152,0.279555594292852,0.348007692201271,0.0565064261389572,0.151532254932066,0.338837595084609
0.661044228277031,0.0758118340078531,0.123081998707053,0.149691376538947,0.606606636130548,0.0960122913465055,0.278602971571095,0.344793726149998,0.0561476549944492,0.150828576145065,0.337937058234218
0.659897923334286,0.0751907029914462,0.122516184473194,0.148496519022763,0.605591563258879,0.0947244868647392,0.27765857114804,0.341614827183207,0.0557933586684462,0.150132174816815,0.337043588376548
0.658757229080086,0.0745782512314043,0.121956273874391,0.147317254034057,0.604582200322982,0.0934604088740324,0.276722277298163,0.338470668234482,0.0554434543019392,0.149442934064843,0.33615709071396
