"Ambrosiodmus tachygraphus","Xyleborus seriatus","Euwallacea fornicatus","Xyleborus obesus","Euwallacea validus","Xyleborus glabratus","Xyleborus posticus","Xyleborus germanus","Ambrosiodmus rubricollis","Xylosandrus crassiusculus","Xyleborus ferrugineus"
0.447992766353866,0.370478899953393,0.709049233734527,0.231873251188802,0.732549364624109,0.998942934925508,0.32414566992979,0.544974732685873,0.652492935884415,0.886770832287408,0.781720715187425
0.436833118284348,0.364533907451214,0.70301822561307,0.226060016369924,0.725943553901431,0.998817359611745,0.318627467168479,0.540335414631767,0.641714210287507,0.88400276740507,0.777140019367418
0.426077477860697,0.358811027909677,0.697104497198747,0.220524861179704,0.719444989514515,0.998681448077384,0.3133271819994,0.535832178541252,0.631128581602034,0.881263970407586,0.772635251559829
0.415709267809567,0.353297141884155,0.691304218924746,0.215248483569833,0.713051412869631,0.998534705950351,0.308231292081886,0.531457789390007,0.620736813593848,0.878553645254423,0.768203923951064
0.405712436964861,0.34798018916557,0.685613749377514,0.210213316911726,0.706760607714209,0.998376631841535,0.303327415294622,0.527205574285272,0.610539083243015,0.875871038835138,0.763843685083934
0.396071485748873,0.342849060567602,0.680029622201052,0.205403340128208,0.700570401205529,0.998206717581762,0.298604188734162,0.523069365157141,0.60053504983323,0.873215437397532,0.75955230887698
0.386771481262645,0.337893503046249,0.67454853422721,0.200803912123923,0.694478664634209,0.998024448461432,0.294051163124105,0.519043448642045,0.590723917387828,0.870586163370556,0.755327684818432
0.377798064055033,0.333104036234831,0.66916733468549,0.196401626974829,0.688483313858852,0.997829303473349,0.289658710354423,0.515122522092788,0.581104491043031,0.867982572528437,0.75116780917924
0.369137448277283,0.328471878791512,0.663883015367148,0.192184186912442,0.682582309499137,0.997620755559207,0.285417942253465,0.511301654830548,0.571675227898972,0.865404051450985,0.747070777113972
0.360776416628484,0.323988883212959,0.658692701636064,0.18814029061111,0.676773656927136,0.997398271860173,0.281320639006477,0.507576253900748,0.562434282843436,0.862850015242044,0.743034775538327
0.352702311246957,0.319647477978258,0.653593644193588,0.184259534676315,0.671055406090419,0.997161313971977,0.277359185888798,0.50394203371399,0.553379549801515,0.860319905473767,0.739058076688495
0.344903021494792,0.315440616060942,0.648583211516952,0.180532326554656,0.665425651195337,0.996909338204874,0.273526517190755,0.500394989050878,0.544508698826074,0.857813188329157,0.735139032281319
0.337366969410352,0.311361728990941,0.643658882901288,0.176949807354358,0.659882530274533,0.996641795848835,0.269816066383563,0.49693137098984,0.535819209408728,0.855329352919279,0.731276068205595
0.330083093460539,0.307404685768103,0.638818242044138,0.173503783288762,0.654424224659107,0.996358133444282,0.266221721718333,0.49354766538347,0.527308400358694,0.852867909754844,0.727467679684457
0.32304083110622,0.303563756029134,0.63405897111888,0.170186664642461,0.649048958372798,0.996057793058666,0.262737786569144,0.490240573564066,0.518973456567034,0.850428389354653,0.723712426856835
0.316230100596078,0.299833576953891,0.629378845289933,0.166991411316925,0.643754997462969,0.99574021256915,0.259358943930448,0.487006995005039,0.51081145294643,0.848010340975726,0.720008930732803
0.309641282323106,0.296209123467819,0.624775727628149,0.163911484144912,0.638540649280969,0.99540482595165,0.256080224562432,0.483844011703414,0.502819375811387,0.845613331451944,0.716355869483426
0.303265200010917,0.292685681357222,0.620247564389547,0.160940801274849,0.633404261722627,0.995051063576452,0.252896978348124,0.480748874081088,0.494994141940564,0.843236944129676,0.712751975030645
0.297093101941836,0.289258822964908,0.615792380624698,0.158073699021272,0.628344222438016,0.994678352510602,0.249804848485352,0.477718988229858,0.487332615541625,0.840880777890373,0.709196029906967
0.291116642393165,0.285924385177034,0.611408276089613,0.155304896658062,0.623358958018283,0.994286116827257,0.246799748186966,0.474751904348478,0.479831623319409,0.83854444625126,0.705686864358364
0.285327863410663,0.282678449448922,0.607093421432151,0.152629464699944,0.618446933166209,0.993873777922127,0.243877839605534,0.471845306239707,0.472487967830304,0.836227576536402,0.702223353666885
0.279719177017557,0.279517323649327,0.60284605463064,0.150042796276549,0.613606649856128,0.993440754837165,0.241035514735239,0.468997001752162,0.465298439289184,0.833929809111263,0.698804415672219
0.27428334793236,0.276437525529817,0.598664477663847,0.147540581253685,0.608836646488051,0.992986464591597,0.238269378075003,0.466204914066234,0.458259825980268,0.831650796674714,0.695429008473767
0.269013476848263,0.273435767649395,0.594547053393464,0.145118782799753,0.604135497040036,0.992510322520382,0.23557623086367,0.463467073735658,0.451368923409394,0.829390203603113,0.692096128296828
0.263902984310318,0.27050894360475,0.590492202642216,0.142773616132564,0.599501810222286,0.992011742620163,0.232953056721255,0.460781611407052,0.444622542322644,0.827147705341672,0.688804807508277
0.258945595213168,0.267654115434078,0.586498401452248,0.140501529213982,0.594934228635882,0.99149013790276,0.230397008550168,0.458146751148902,0.438017515704687,0.824922987838865,0.685554112768679
0.254135323931303,0.26486850207765,0.582564178509949,0.13829918518772,0.590431427938589,0.990944920756205,0.227905396567629,0.45556080432949,0.431550704859725,0.822715747020068,0.68234314330913
0.249466460085232,0.262149468791579,0.578688112724658,0.136163446379746,0.585992116019795,0.99037550331333,0.225475677355475,0.453022163990165,0.425219004668299,0.82052568829703,0.67917102932233
0.244933554940118,0.25949451742283,0.574868830949812,0.134091359701821,0.581615032186274,0.989781297827866,0.223105443826576,0.450529299666404,0.419019348104483,0.81835252611012,0.676036930458436
0.240531408428127,0.256901277463616,0.571105005836152,0.132080143316958,0.57729894636019,0.989161717058006,0.220792416018469,0.448080752614384,0.412948710090026,0.816195983500612,0.672940034417191
0.236255056781608,0.25436749781223,0.567395353807507,0.130127174441586,0.573042658290463,0.988516174657361,0.218534432634735,0.445675131405363,0.407004110754729,0.814055791710546,0.669879555628639
0.232099760761136,0.251891039175145,0.563738633150499,0.128229978173176,0.568844996778438,0.987844085573196,0.216329443263339,0.443311107854255,0.401182618165767,0.811931689807913,0.666854734015483
0.228060994460125,0.249469867052069,0.560133642210233,0.126386217244345,0.564704818918584,0.987144866451826,0.21417550120879,0.440987413252293,0.395481350582647,0.809823424335182,0.663864833830772
0.224134434666111,0.247102045251713,0.556579217684736,0.124593682615192,0.560621009354774,0.986417936051026,0.212070756881692,0.43870283487682,0.389897478289047,0.807730748979324,0.660909142565216
0.220315950757721,0.244785729891369,0.55307423301146,0.122850284825093,0.556592479552573,0.985662715659278,0.210013451695146,0.436456212754012,0.384428225047819,0.805653424261688,0.657986969918927
0.216601595115669,0.242519163838111,0.549617596839752,0.121154046033506,0.552618167087849,0.984878629521652,0.208001912422718,0.434246436652765,0.379070869220954,0.80359121724624,0.655097646832841
0.212987594025841,0.240300671553656,0.546208251583644,0.119503092686707,0.548697034951865,0.984065105272096,0.206034545977263,0.432072443290147,0.373822744592205,0.801543901264769,0.652240524575524
0.209470339052493,0.238128654308641,0.542845172049773,0.117895648753876,0.544828070872982,0.983221574371897,0.204109834574012,0.429933213730734,0.368681240926374,0.799511255657854,0.649414973881396
0.206046378859797,0.236001585735377,0.539527364135658,0.116330029481705,0.541010286654991,0.982347472554014,0.202226331244949,0.427827770963857,0.363643804295914,0.79749306553043,0.64662038413679
0.202712411460309,0.233918007691111,0.536253863593901,0.114804635621838,0.537242717532021,0.981442240273012,0.20038265567472,0.425755177644306,0.358707937202438,0.795489121520924,0.643856162610519
0.199465276869468,0.231876526406476,0.533023734858222,0.113317948089962,0.533524421539942,0.980505323160239,0.198577490331198,0.423714533983388,0.353871198517986,0.79349921958301,0.641121733725933
0.196301950145805,0.229875808896134,0.529836069927552,0.111868523019421,0.529854478904105,0.979536172483921,0.196809576866397,0.421704975778465,0.349131203268395,0.791523160779127,0.638416538371684
0.193219534797213,0.227914579610782,0.526689987304672,0.110454987175831,0.526231991443238,0.978534245613785,0.195077712765691,0.419725672570157,0.344485622278856,0.789560751084936,0.635740033248627
0.190215256534357,0.225991617311531,0.523584630986129,0.109076033702387,0.522656081989283,0.977499006489804,0.19338074822537,0.417775825917397,0.3399321816997,0.787611801204004,0.633091690250513
0.18728645735305,0.224105752149412,0.520519169500435,0.107730418168395,0.519125893822922,0.976429926094654,0.191717583240371,0.415854667781382,0.335468662428604,0.785676126392042,0.630470995876295
0.184430589928173,0.222255862934277,0.517492794991707,0.106416954896182,0.515640590124526,0.975326482929408,0.19008716488569,0.413961459010242,0.331092899443719,0.783753546290052,0.627877450672032
0.181645212302519,0.220440874578732,0.514504722346154,0.105134513543784,0.512199353440239,0.974188163492019,0.188488484776448,0.41209548791699,0.326802781060746,0.781843884765842,0.625310568700561
0.17892798285469,0.218659755704008,0.511554188358963,0.103882015922924,0.508801385162898,0.973014462758061,0.186920576692905,0.410256068943913,0.322596248125566,0.779946969763361,0.622769877037195
0.176276655530947,0.216911516395761,0.508640450939317,0.10265843303361,0.505445905027467,0.971804884663239,0.185382514357935,0.408442541407169,0.31847129315284,0.778062633159364,0.620254915289881
0.173689075326662,0.215195206098844,0.505762788351426,0.101462782298386,0.502132150620674,0.970558942587096,0.183873409355539,0.406654268315866,0.31442595941986,0.776190710626974,0.617765235142331
0.171163174003744,0.213509911640983,0.502920498489588,0.100294124980734,0.498859376904512,0.96927615983736,0.182392409179947,0.404890635260373,0.310458340023916,0.774331041505701,0.615300399918776
0.168696966031116,0.211854755376142,0.50011289818543,0.0991515637735208,0.495626855753283,0.967956070134349,0.180938695405755,0.403151049365042,0.306566576910565,0.772483468677543,0.612859984169055
0.166288544736013,0.210228893439084,0.497339322545604,0.0980342405445702,0.492433875503842,0.966598218094812,0.179511481970334,0.401434938300898,0.302748859879323,0.770647838448804,0.610443573272877
0.163936078654493,0.208631514103377,0.494599124318305,0.0969413342275733,0.489279740518709,0.965202159714584,0.178110013560469,0.399741749354231,0.299003425572618,0.768824000437303,0.60805076306215
0.161637808070227,0.207061836235642,0.491891673287108,0.0958720588475365,0.486163770761713,0.963767462849416,0.176733564095846,0.398070948547314,0.295328556453125,0.767011807464648,0.605681159460354
0.159392041731188,0.205519107839481,0.489216355690685,0.094825661670874,0.483085301385842,0.962293707693297,0.175381435302606,0.396422019807794,0.291722579774037,0.765211115453301,0.603334378138008
0.157197153734465,0.204002604682984,0.486572573667079,0.093801421471077,0.480043682332961,0.960780487253606,0.174052955370715,0.394794464183537,0.288183866546274,0.76342178332816,0.601010044183344
0.155051580569941,0.202511629004209,0.48395974472127,0.0927986469016345,0.477038277945076,0.959227407822388,0.172747477689409,0.393187799099994,0.284710830506146,0.761643672922396,0.598707791787346
0.152953818314131,0.201045508289468,0.481377301214867,0.0918166749685589,0.47406846658683,0.957634089443042,0.171464379655414,0.391601557657329,0.281301927086554,0.759876648887334,0.596427263942397
0.150902419965923,0.19960359411962,0.478824689876801,0.0908548695954838,0.471133640278897,0.956000166371713,0.170203061549038,0.390035287964793,0.27795565239442,0.758120578606136,0.594168112153784
0.148895992916462,0.198185261079949,0.476301371333991,0.0899126202748668,0.468233204341981,0.954325287532638,0.16896294547365,0.388488552509992,0.274670542196684,0.756375332111093,0.591929996163405
0.146933196545848,0.196789905729535,0.473806819660995,0.0889893407993349,0.465366577051104,0.952609116966717,0.167743474354339,0.386960927560878,0.271445170916882,0.754640782004333,0.589712583685022
0.145012739939725,0.195416945626316,0.471340521947727,0.0880844680676821,0.462533189299894,0.950851334272555,0.166544110991931,0.385452002598446,0.268278150644053,0.752916803381769,0.587515550150476
0.143133379719251,0.194065818404328,0.468901977884351,0.0871974609604502,0.459732484274564,0.949051635039212,0.165364337168757,0.383961379778257,0.26516813015546,0.751203273760113,0.585338578466298
0.141293917978294,0.192735980899848,0.466490699362562,0.086327799280415,0.456963917137313,0.94720973126992,0.164203652802899,0.382488673419055,0.262113793954375,0.749500073006803,0.583181358780187
0.139493200322063,0.191426908323429,0.464106210092441,0.0854749827536548,0.454226954718864,0.945325351795983,0.163061575147822,0.381033509516852,0.259113861323991,0.747807083272694,0.581043588256869
0.137730114001695,0.19013809347499,0.461748045234181,0.0846385300872039,0.451521075219863,0.943398242680114,0.161937638034557,0.379595525282973,0.256167085398328,0.746124188927377,0.578924970862869
0.136003586139656,0.18886904599935,0.459415751043975,0.0838179780795918,0.448845767920875,0.941428167608434,0.160831391153794,0.378174368704661,0.253272252250865,0.74445127649699,0.576825217159752
0.134312582041092,0.187619291679777,0.457108884533426,0.0830128807808431,0.446200532900723,0.939414908270395,0.159742399375426,0.376769698126931,0.250428180001434,0.742788234604408,0.574744044105437
0.132656103586543,0.186388371767268,0.454827013141838,0.0822228086987621,0.443584880762913,0.93735826472585,0.158670242103272,0.375381181854447,0.247633717941857,0.74113495391169,0.572681174863173
0.131033187701692,0.185175842343463,0.452569714420831,0.0814473480485601,0.440998332369902,0.935258055758542,0.157614512662839,0.374008497772292,0.24488774568062,0.73949132706467,0.570636338617844
0.129442904900091,0.1839812737152,0.450336575730704,0.0806861000430908,0.438440418584972,0.93311411921528,0.156574817720163,0.372651332984551,0.242189172306842,0.737857248639607,0.568609270399222
0.127884357894993,0.182804249838903,0.44812719394803,0.0799386802211577,0.435910680021477,0.930926312330056,0.155550776729879,0.371309383469734,0.239536935573653,0.736232615091779,0.566599710911875
0.126356680276683,0.181644367773051,0.445941175183985,0.0792047178115355,0.433408666799235,0.928694512032429,0.154542021410804,0.36998235375208,0.236930001101066,0.734617324705941,0.564607406371396
0.124859035251866,0.180501237157149,0.443778134512937,0.078483855130512,0.43093393830786,0.926418615239441,0.153548195247427,0.368669956587897,0.234367361598319,0.733011277548558,0.562632108346689
0.123390614441906,0.1793744797157,0.441637695710854,0.0777757470109103,0.428486062976801,0.924098539130434,0.152568953015822,0.367371912666098,0.23184803610563,0.731414375421735,0.560673573608011
0.121950636736836,0.178263728785753,0.4395194910031,0.0770800602606917,0.426064618051903,0.92173422140407,0.151603960332577,0.366087950322193,0.229371069255245,0.729826521818761,0.558731563980534
0.120538347202286,0.177168628866753,0.437423160821213,0.0763964731493692,0.423669189378275,0.919325620516959,0.150652893225429,0.364817805264996,0.226935530551613,0.728247621881205,0.556805846203166
0.119153016036603,0.176088835191424,0.435348353568296,0.0757246749205808,0.421299371189287,0.916872715903257,0.149715437724405,0.363561220315388,0.224540513670481,0.726677582357482,0.554896191792401
0.117793937575594,0.175024013316564,0.433294725392645,0.0750643653292843,0.418954765901493,0.914375508174678,0.148791289472303,0.362317945156501,0.222185135776678,0.725116311562842,0.553002376910993
0.116460429342475,0.173973838732659,0.431261939969269,0.0744152542021348,0.416634983915303,0.911834019300341,0.147880153353451,0.361087736094733,0.21986853686032,0.723563719340699,0.551124182241213
0.115151831140726,0.172937996491299,0.429249668288986,0.0737770610197064,0.414339643421242,0.909248292765958,0.146981743139756,0.359870355831023,0.21758987909114,0.722019717025267,0.549261392862532
0.113867504187701,0.171916180849467,0.427257588454761,0.0731495145193,0.412068370211602,0.906618393711844,0.146095781153074,0.358665573241882,0.21534834619064,0.720484217405423,0.547413798133502
0.112606830286948,0.170908094929777,0.425285385485009,0.0725323523171679,0.409820797497338,0.903944409049319,0.145221997943056,0.35747316316967,0.213143142821725,0.718957134689763,0.545581191577689
0.111369211037288,0.169913450395856,0.42333275112357,0.0719253205490572,0.407596565730047,0.901226447555062,0.144360131979606,0.356292906221657,0.210973493995489,0.717438384472794,0.543763370773471
0.110154067076849,0.168931967142055,0.421399383656083,0.0713281735280456,0.405395322428861,0.898464639943048,0.143509929359206,0.35512458857744,0.208838644494794,0.715927883702214,0.541960137247539
0.10896083736032,0.167963372996769,0.419484987732507,0.0707406734187069,0.403216722012129,0.895659138913715,0.14267114352436,0.353968001804295,0.206737858314279,0.714425550647241,0.540171296371962
0.107788978467776,0.167007403438647,0.417589274195549,0.0701625899267077,0.401060425633716,0.892810119180069,0.141843534995477,0.352822942680072,0.204670418116435,0.712931304867942,0.53839665726466
0.106637963943555,0.166063801325066,0.415711959914751,0.0695937000029881,0.398926101023793,0.889917777470455,0.141026871114554,0.35168921302328,0.202635624703364,0.711445067185524,0.536636032693141
0.105507283663691,0.165132316632216,0.41385276762603,0.0690337875617365,0.396813422333984,0.886982332507786,0.140220925800041,0.350566619530003,0.200632796503867,0.709966759653553,0.534889238981392
0.104396443230549,0.164212706206237,0.412011425776437,0.0684826432114116,0.394722069986727,0.88400402496505,0.139425479312325,0.349454973617321,0.198661269075458,0.708496305530053,0.533156095919771
0.10330496339333,0.163304733524859,0.410187668373962,0.0679400639981181,0.39265173052873,0.880983117396975,0.138640318029302,0.348354091272937,0.196720394620953,0.70703362925047,0.531436426677804
0.102232379493205,0.162408168469008,0.408381234842158,0.0674058531606766,0.390602096488397,0.87791989414776,0.137865234231509,0.34726379291071,0.194809541519243,0.705578656401443,0.529730057719759
0.101178240931917,0.161522787103912,0.406591869879426,0.066879819896772,0.388572866237099,0.874814661234851,0.137100025896369,0.346183903231821,0.192928093869881,0.704131313695372,0.528036818722895
0.100142110662719,0.160648371469234,0.404819323322767,0.0663617791396031,0.386563743854183,0.87166774620876,0.136344496501065,0.345114251091305,0.191075451051128,0.702691528945738,0.526356542498278
0.0991235647025956,0.159784709377794,0.403063350015842,0.0658515513444847,0.3845744389956,0.868479497988996,0.135598454833654,0.344054669369714,0.18925102729107,0.701259231043157,0.524689064914073
0.0981221916647772,0.158931594222476,0.40132370968117,0.0653489622848926,0.382604666766046,0.865250286676227,0.134861714811988,0.343004994849668,0.187454251251471,0.699834349932133,0.523034224821207
0.0971375923105816,0.158088824790927,0.399600166796317,0.0648538428574655,0.380654147594509,0.861980503340798,0.134134095310083,0.341965068097075,0.185684565623983,0.698416816588488,0.521391863981325
0.0961693791196947,0.157256205087681,0.39789249047393,0.0643660288955107,0.378722607113125,0.858670559787853,0.133415419991575,0.340934733346808,0.183941426738382,0.697006562997444,0.51976182699694
0.0952171758780296,0.156433544163357,0.396200454345455,0.0638853609905834,0.376809776039242,0.855320888299277,0.13270551714992,0.339913838392643,0.182224304182484,0.695603522132329,0.518143961243708
0.0942806172823562,0.155620655950612,0.394523836448437,0.0634116843217362,0.374915390060592,0.851931941352783,0.13200421955502,0.338902234481273,0.180532680433395,0.694207627933889,0.516538116804743
0.09335934856093,0.154817359106516,0.392862419117239,0.0629448484920565,0.373039189723487,0.848504191318483,0.131311364305983,0.337899776210209,0.178866050499774,0.692818815290183,0.514944146406893
0.0924530251093919,0.154023476861083,0.39121598887708,0.0624847073721324,0.371180920323945,0.845038130133332,0.130626792689711,0.336906321429403,0.177223921574787,0.691437020017041,0.513361905358914
0.0915613121412437,0.153238836871647,0.389584336341256,0.0620311189501074,0.369340331801662,0.841534268953899,0.129950350045065,0.335921731146438,0.175605812699433,0.690062178839056,0.511791251491467
0.0906838843522423,0.152463271082847,0.387967256111444,0.0615839451880027,0.367517178636743,0.837993137787942,0.129281885632338,0.334945869435122,0.17401125443593,0.688694229371112,0.510232045098881
0.0898204255980848,0.151696615591946,0.386364546680974,0.0611430518840041,0.365711219749114,0.834415285105308,0.1286212525078,0.333978603347342,0.172439788550872,0.687333110100403,0.508684148882598
0.0889706285847917,0.150938710519259,0.384776010340953,0.0607083085404268,0.363922218400532,0.830801277428746,0.127968307403083,0.333019802828051,0.170890967707851,0.685978760368946,0.507147427896274
0.0881341945712225,0.150189399883457,0.383201453089169,0.0602795882370877,0.362149942099133,0.82715169890523,0.127322910609183,0.332069340633235,0.169364355169264,0.684631120356568,0.505621749492443
0.0873108330831857,0.149448531481538,0.381640684541643,0.0598567675098282,0.360394162506417,0.823467150858447,0.126684925864881,0.33112709225076,0.167859524507029,0.683290131064333,0.504106983270712
0.0865002616386336,0.148715956773259,0.380093517846768,0.0594397262339455,0.35865465534662,0.819748251323141,0.126054220249377,0.330192935823957,0.166376059321926,0.681955734298426,0.502603001027426
0.0857022054834541,0.147991530769823,0.378559769601926,0.0590283475123028,0.356931200318407,0.815995634562039,0.125430664078961,0.329266752077847,0.164913552971321,0.680627872654447,0.501109676706752
0.0849163973373989,0.147275111926663,0.377039259772504,0.0586225175679008,0.355223581008795,0.812209950566103,0.124814130807531,0.328348424247895,0.163471608304988,0.67930648950212,0.499626886353134
0.0841425771497077,0.146566562040123,0.375531811613233,0.0582221256407048,0.353531584809272,0.808391864538922,0.124204496930807,0.327437838011179,0.162049837408807,0.677991528970402,0.498154508065071
0.0833804918640087,0.145865746147878,0.374037251591765,0.0578270638885322,0.351855002834024,0.804542056366038,0.123601641894061,0.326534881419897,0.160647861356074,0.676682935932968,0.496692421950183
0.0826298951920973,0.145172532432941,0.372555409314406,0.0574372272918156,0.350193629840224,0.800661220070076,0.12300544800323,0.325639444837095,0.159265309966203,0.67538065599407,0.495240510081499
0.0818905473962135,0.144486792131098,0.371086117453951,0.0570525135620653,0.348547264150322,0.79675006325253,0.122415800339255,0.32475142087455,0.157901821570576,0.67408463547476,0.493798656454951
0.0811622150794572,0.143808399441629,0.369629211679537,0.056672823053866,0.346915707576275,0.792809306523127,0.121832586675516,0.3238707043327,0.156557042785334,0.672794821399449,0.492366746948025
0.0804446709839934,0.143137231441182,0.368184530588445,0.0562980586802489,0.345298765345667,0.788839682917646,0.121255697398224,0.32299719214256,0.15523062829088,0.671511161482815,0.490944669279517
0.0797376937967244,0.142473168000668,0.366751915639802,0.0559281258312895,0.343696246029656,0.784841937305174,0.120685025429662,0.322130783309533,0.153922240617903,0.670233604117026,0.489532312970388
0.0790410679621103,0.14181609170505,0.365331211090102,0.0555629322957885,0.342107961472715,0.780816825785704,0.120120466154131,0.321271378859055,0.152631549939689,0.668962098359283,0.488129569305644
0.0783545835018442,0.141165887775914,0.363922263930501,0.0552023881859017,0.340533726724095,0.77676511507907,0.119561917346521,0.320418881783981,0.15135823387056,0.66769659391967,0.486736331297245
0.0776780358410945,0.1405224439967,0.362524923825822,0.0548464058645877,0.338973359970976,0.772687581906174,0.119009279103363,0.319573196993679,0.150101977270226,0.666437041149295,0.485352493647983
0.0770112256410444,0.139885650640499,0.361139043055215,0.0544948998757557,0.337426682473257,0.768585012363491,0.118462453776295,0.318734231264729,0.148862472053865,0.665183391028724,0.483977952716314
0.0763539586374689,0.139255400400303,0.35976447645442,0.0541477868769919,0.335893518499933,0.764458201291842,0.117921345907817,0.317901893193198,0.147639417007767,0.663935595156688,0.4826126064821
