"Xylosandrus compactus","Xyleborus ferrugineus","Sampsonius dampfi","Coptoborus pseudotenuis"
1,0.903270651801518,0.480475639945728,0.758512496156327
1,0.902491602622766,0.475533617685453,0.754904831198843
1,0.901713337796546,0.47063633897353,0.751290594783158
1,0.900935860839042,0.465783972823416,0.747670334723512
1,0.90015917517467,0.460976658639552,0.74404459348078
1,0.89938328413821,0.456214507317885,0.740413907985885
1,0.898608190976861,0.451497602330164,0.736778809471179
1,0.897833898852248,0.446826000790902,0.733139823309757
1,0.897060410842362,0.442199734506004,0.729497468862665
1,0.896287729943449,0.437618811002208,0.725852259333928
1,0.895515859071842,0.433083214536523,0.722204701633356
1,0.894744801065745,0.428592907085032,0.718555296247034
1,0.893974558686963,0.424147829310465,0.714904537115434
1,0.893205134622586,0.419747901508048,0.711252911519051
1,0.892436531486623,0.415393024529247,0.707600899971471
1,0.891668751821601,0.411083080683061,0.703948976119774
1,0.890901798100103,0.406817934614636,0.700297606652161
1,0.890135672726284,0.402597434161001,0.696647251212696
1,0.889370378037329,0.398421411183837,0.692998362323036
1,0.888605916304887,0.394289682379194,0.689351385311052
1,0.887842289736452,0.390202050064184,0.685706758246167
1,0.887079500476724,0.386158302940689,0.682064911881332
1,0.886317550608918,0.382158216836194,0.678426269601469
1,0.885556442156052,0.378201555421869,0.674791247378252
1,0.884796177082196,0.374288070908108,0.671160253731082
1,0.884036757293688,0.370417504717737,0.667533689694117
1,0.883278184640322,0.366589588137127,0.663911948789204
1,0.882520460916504,0.36280404294552,0.660295417004559
1,0.881763587862383,0.359060582022859,0.656684472779047
1,0.881007567164945,0.35535890993646,0.653079486991915
1,0.880252400459092,0.351698723506881,0.649480822957808
1,0.879498089328682,0.348079712353358,0.645888836426928
1,0.878744635307557,0.3445015594192,0.642303875590163
1,0.877992039880529,0.340963941477537,0.638726281089046
1,0.87724030448436,0.337466529617844,0.635156386030369
1,0.876489430508708,0.334008989713663,0.631594516005311
1,0.875739419297052,0.330590982871948,0.628040989112909
1,0.874990272147596,0.327212165864485,0.624496115987725
1,0.874241990314152,0.323872191541808,0.620960199831545
1,0.873494575007003,0.320570709230093,0.617433536448965
1,0.872748027393743,0.31730736511143,0.613916414286694
1,0.872002348600101,0.314081802587974,0.610409114476438
1,0.871257539710745,0.310893662630382,0.60691191088121
1,0.870513601770066,0.307742584111009,0.603425070144897
1,0.869770535782946,0.304628204122296,0.599948851744971
1,0.869028342715508,0.301550158280797,0.596483508048157
1,0.86828702349585,0.298508081017281,0.593029284368959
1,0.86754657901476,0.295501605853345,0.589586419030855
1,0.866807010126419,0.292530365664961,0.586155143430056
1,0.866068317649087,0.289593992933384,0.582735682101684
1,0.865330502365771,0.286692119983832,0.579328252788214
1,0.864593565024882,0.283824379212356,0.575933066510078
1,0.863857506340877,0.280990403301291,0.572550327638284
1,0.863122326994889,0.278189825423686,0.569180233968919
1,0.862388027635335,0.275422279437102,0.56582297679942
1,0.861654608878523,0.272687400067161,0.562478741006501
1,0.86092207130924,0.269984823081197,0.559147705125585
1,0.860190415481323,0.267314185452394,0.555830041431668
1,0.85945964191823,0.264675125514752,0.552525916021467
1,0.858729751113586,0.262067283109223,0.549235488896758
1,0.858000743531726,0.259490299721365,0.5459589140488
1,0.857272619608226,0.256943818610824,0.542696339543728
1,0.856545379750418,0.254427484932981,0.539447907608829
1,0.855819024337902,0.251940945853057,0.536213754719595
1,0.855093553723038,0.249483850652991,0.532994011687453
1,0.85436896823144,0.247055850831371,0.529788803748096
1,0.853645268162448,0.24465660019671,0.52659825065031
1,0.852922453789599,0.242285754954338,0.52342246674522
1,0.852200525361085,0.239942973787181,0.520261561075872
1,0.851479483100201,0.23762791793068,0.517115637467061
1,0.850759327205789,0.235340251242103,0.513984794615351
1,0.850040057852665,0.233079640264494,0.510869126179179
1,0.849321675192048,0.23084575428549,0.507768720869004
1,0.848604179351971,0.22863826539123,0.504683662537415
1,0.847887570437688,0.226456848515591,0.501614030269132
1,0.847171848532077,0.224301181484931,0.498559898470845
1,0.846457013696027,0.222170945058581,0.495521336960829
1,0.845743065968826,0.220065822965254,0.492498411058263
1,0.845030005368533,0.217985501935568,0.489491181672228
1,0.844317831892353,0.215929671730882,0.486499705390295
1,0.843606545516995,0.213898025168593,0.483524034566683
1,0.84289614619903,0.21189025814409,0.480564217409917
1,0.842186633875237,0.209906069649516,0.477620298069967
1,0.841478008462952,0.207945161789497,0.474692316724788
1,0.840770269860395,0.206007239793987,0.471780309666258
1,0.840063417947008,0.204092012028385,0.468884309385455
1,0.839357452583774,0.202199190001055,0.466004344657232
1,0.838652373613536,0.200328488368379,0.463140440624078
1,0.83794818086131,0.198479624937489,0.460292618879207
1,0.83724487413459,0.19665232066679,0.457460897548866
1,0.836542453223649,0.194846299664391,0.454645291373823
1,0.835840917901833,0.193061289184568,0.451845811790008
1,0.835140267925856,0.191297019622364,0.449062467008286
1,0.834440503036078,0.189553224506429,0.446295262093345
1,0.833741622956788,0.187829640490205,0.443544199041663
1,0.83304362739648,0.18612600734155,0.440809276858548
1,0.83234651604812,0.184442067930897,0.438090491634232
1,0.831650288589413,0.182777568218028,0.435387836618994
1,0.830954944683063,0.181132257237566,0.432701302297308
1,0.830260483977027,0.179505887083238,0.430030876460995
1,0.829566906104768,0.177898212891019,0.427376544281369
1,0.828874210685504,0.176308992821205,0.424738288380379
1,0.828182397324446,0.1747379880395,0.422116088900709
1,0.827491465613038,0.173184962697182,0.419509923574864
1,0.826801415129196,0.171649683910409,0.416919767793205
1,0.82611224543753,0.170131921738733,0.414345594670942
1,0.825423956089577,0.168631449162877,0.411787375114089
1,0.824736546624023,0.167148042061828,0.40924507788435
1,0.824050016566916,0.165681479189312,0.406718669662967
1,0.823364365431889,0.164231542149686,0.4042081151135
1,0.822679592720365,0.162798015373309,0.40171337694356
1,0.821995697921767,0.161380686091427,0.399234415965481
1,0.821312680513726,0.159979344310632,0.396771191155938
1,0.820630539962274,0.15859378278692,0.39432365971452
1,0.819949275722049,0.157223796999395,0.391891777121241
1,0.819268887236487,0.155869185123662,0.389475497193016
1,0.81858937393801,0.15452974800494,0.38707477213909
1,0.817910735248218,0.153205289130922,0.384689552615431
1,0.817232970578072,0.151895614604437,0.382319787778096
1,0.816556079328076,0.150600533115915,0.379965425335561
1,0.815880060888455,0.149319855915711,0.377626411600045
1,0.815204914639334,0.148053396786298,0.375302691537816
1,0.814530639950905,0.146800972014365,0.372994208818491
1,0.813857236183606,0.145562400362839,0.370700905863347
1,0.813184702688279,0.144337503042859,0.368422723892638
1,0.812513038806342,0.143126103685722,0.366159602971936
1,0.811842243869947,0.141928028314824,0.363911482057506
1,0.811172317202141,0.140743105317608,0.361678299040714
1,0.810503258117024,0.13957116541755,0.359459990791494
1,0.809835065919901,0.138412041646194,0.357256493200869
1,0.809167739907437,0.13726556931525,0.355067741222542
1,0.808501279367803,0.136131585988775,0.352893668913579
1,0.807835683580828,0.135009931455452,0.350734209474172
1,0.807170951818139,0.133900447700973,0.348589295286509
1,0.806507083343307,0.132802978880554,0.346458857952766
1,0.805844077411984,0.131717371291579,0.344342828332223
1,0.805181933272048,0.130643473346387,0.342241136577507
1,0.80452065016373,0.129581135545226,0.34015371217
1,0.803860227319755,0.128530210449362,0.338080483954406
1,0.80320066396547,0.127490552654372,0.336021380172482
1,0.802541959318977,0.126462018763616,0.333976328495967
1,0.801884112591258,0.125444467361905,0.331945256058702
1,0.801227122986301,0.124437758989366,0.329928089487965
1,0.800570989701226,0.123441756115509,0.327924754935027
1,0.799915711926404,0.122456323113517,0.325935178104935
1,0.799261288845582,0.121481326234739,0.32395928428556
1,0.798607719635996,0.120516633583424,0.321996998375886
1,0.797955003468489,0.11956211509166,0.320048244913585
1,0.797303139507628,0.11861764249457,0.318112948101865
1,0.796652126911815,0.117683089305722,0.316191031835621
1,0.7960019648334,0.116758330792793,0.314282419726896
1,0.795352652418786,0.11584324395347,0.312387035129654
1,0.794704188808544,0.114937707491592,0.310504801163896
1,0.794056573137514,0.114041601793551,0.308635640739115
1,0.793409804534911,0.113154808904931,0.30677947657711
1,0.792763882124429,0.112277212507404,0.304936231234165
1,0.792118805024342,0.111408697895879,0.303105827122617
1,0.791474572347605,0.110549151955907,0.301288186531807
1,0.790831183201952,0.109698463141334,0.29948323164844
1,0.790188636689992,0.108856521452222,0.297690884576365
1,0.789546931909307,0.108023218413013,0.295911067355766
1,0.788906067952544,0.107198447050959,0.294143701981815
1,0.78826604390751,0.106382101874811,0.292388710422753
1,0.787626858857262,0.105574078853753,0.290646014637444
1,0.786988511880199,0.104774275396604,0.288915536592402
1,0.786351002050148,0.103982590331274,0.287197198278289
1,0.785714328436455,0.103198923884471,0.285490921725917
1,0.785078490104069,0.102423177661667,0.283796629021754
1,0.784443486113627,0.101655254627314,0.282114242322937
1,0.783809315521539,0.100895059085321,0.280443683871817
1,0.78317597738007,0.100142496659773,0.278784876010038
1,0.782543470737421,0.0993974742759079,0.277137741192158
1,0.78191179463781,0.0986599001413365,0.275502201998826
1,0.781280948121551,0.097929683727516,0.27387818114953
1,0.780650930225131,0.0972067357514662,0.27226560151491
1,0.780021739981287,0.0964909681577309,0.270664386128666
1,0.779393376419084,0.0957822941005824,0.26907445819905
1,0.778765838563985,0.0950806279264671,0.267495741119968
1,0.778139125437928,0.0943858851566893,0.265928158481687
1,0.777513236059398,0.093697982470334,0.264371634081176
1,0.776888169443499,0.0930168376874215,0.262826091932058
1,0.776263924602021,0.0923423697523003,0.261291456274218
1,0.775640500543514,0.0916744987172661,0.25976765158305
1,0.775017896273352,0.0910131457264125,0.258254602578359
1,0.774396110793805,0.0903582329997075,0.256752234232927
1,0.773775143104101,0.089709683817295,0.255260471780759
1,0.773154992200496,0.0890674225040178,0.253779240724994
1,0.772535657076335,0.0884313744141621,0.252308466845517
1,0.771917136722115,0.0878014659164177,0.25084807620626
1,0.771299430125553,0.0871776243790553,0.249397995162207
1,0.770682536271644,0.0865597781553162,0.247958150366113
1,0.770066454142721,0.0859478565690125,0.246528468774931
1,0.769451182718518,0.0853417899003358,0.245108877655978
1,0.768836720976228,0.0847415093718716,0.243699304592818
1,0.768223067890562,0.0841469471348185,0.242299677490897
1,0.767610222433806,0.0835580362554062,0.240909924582913
1,0.766998183575879,0.0829747107015149,0.239529974433945
1,0.766386950284386,0.0823969053294882,0.238159755946336
1,0.765776521524679,0.0818245558711429,0.236799198364346
1,0.765166896259904,0.0812575989209683,0.23544823127857
1,0.764558073451063,0.0806959719235152,0.234106784630137
1,0.763950052057059,0.0801396131609716,0.232774788714693
1,0.763342831034756,0.0795884617409234,0.231452174186172
1,0.762736409339022,0.0790424575842952,0.230138872060356
1,0.762130785922789,0.0785015414134736,0.228834813718251
1,0.761525959737096,0.077965654740605,0.227539930909249
1,0.76092192973114,0.0774347398560695,0.226254155754117
1,0.760318694852329,0.0769087398171282,0.224977420747795
1,0.759716254046323,0.0763875984367383,0.223709658762019
1,0.759114606257089,0.0758712602725384,0.222450803047765
1,0.75851375042694,0.075359670615999,0.221200787237535
1,0.757913685496587,0.0748527754817348,0.21995954534747
1,0.757314410405182,0.0743505215969802,0.218727011779308
1,0.756715924090364,0.0738528563912221,0.217503121322191
1,0.756118225488301,0.07335972798599,0.216287809154314
1,0.755521313533736,0.0728710851848004,0.215081010844437
1,0.754925187160028,0.0723868774632528,0.213882662353255
1,0.754329845299197,0.0719070549592773,0.212692700034625
0.999999999999999,0.753735286881963,0.071431568463528,0.211511060636669
0.999999999999999,0.753141510837788,0.0709603694099237,0.21033768130274
0.999999999999999,0.752548516094919,0.0704934098663321,0.209172499572274
0.999999999999999,0.751956301580424,0.0700306425253943,0.208015453381508
0.999999999999999,0.751364866220235,0.0695720206954907,0.206866481064093
0.999999999999999,0.750774208939187,0.0691174982918428,0.205725521351587
0.999999999999998,0.750184328661052,0.0686670298277514,0.204592513373839
0.999999999999998,0.749595224308585,0.0682205704059678,0.20346739665927
0.999999999999998,0.749006894803551,0.067778075710196,0.202350111135044
0.999999999999997,0.748419339066773,0.0673395019967259,0.201240597127152
0.999999999999997,0.74783255601816,0.0669048060861924,0.200138795360381
0.999999999999996,0.747246544576747,0.0664739453554616,0.199044646958211
0.999999999999996,0.746661303660728,0.0660468777296388,0.197958093442605
0.999999999999995,0.746076832187495,0.0656235616742019,0.196879076733723
0.999999999999994,0.745493129073667,0.0652039561872501,0.19580753914954
0.999999999999993,0.744910193235128,0.0647880207918757,0.1947434234054
0.999999999999992,0.744328023587061,0.0643757155286491,0.193686672613474
0.99999999999999,0.743746619043977,0.0639670009482197,0.192637230282152
0.999999999999988,0.74316597851975,0.0635618381040295,0.191595040315362
0.999999999999986,0.742586100927652,0.0631601885451386,0.190560047011811
0.999999999999984,0.742006985180378,0.062762014309159,0.189532195064171
0.999999999999981,0.741428630190084,0.0623672779152978,0.188511429558183
0.999999999999977,0.740851034868414,0.0619759423575044,0.187497695971714
0.999999999999973,0.740274198126533,0.0615879710977254,0.186490940173739
0.999999999999969,0.739698118875153,0.0612033280592589,0.185491108423279
0.999999999999963,0.739122796024567,0.0608219776202129,0.184498147368267
0.999999999999956,0.738548228484677,0.0604438846070623,0.183512004044372
0.999999999999949,0.73797441516502,0.0600690142883044,0.182532625873767
0.99999999999994,0.7374013549748,0.0596973323682107,0.181559960663844
0.999999999999929,0.736829046822915,0.0593288049806743,0.180593956605887
0.999999999999917,0.736257489617984,0.0589633986831514,0.17963456227369
0.999999999999902,0.735686682268373,0.0586010804506944,0.178681726622142
0.999999999999885,0.735116623682228,0.0582418176700759,0.177735398985762
0.999999999999865,0.734547312767491,0.0578855781340022,0.17679552907719
0.999999999999842,0.733978748431937,0.0575323300354158,0.175862066985655
0.999999999999814,0.733410929583193,0.0571820419618823,0.174934963175384
0.999999999999782,0.732843855128766,0.0568346828900648,0.174014168483993
0.999999999999745,0.732277523976065,0.0564902221802809,0.173099634120835
0.999999999999701,0.731711935032433,0.0561486295711434,0.17219131166532
0.99999999999965,0.731147087205164,0.0558098751742807,0.171289153065202
0.99999999999959,0.730582979401529,0.055473929469139,0.170393110634834
0.99999999999952,0.730019610528803,0.0551407632978623,0.169503137053402
0.999999999999439,0.729456979494283,0.0548103478602502,0.168619185363124
0.999999999999344,0.728895085205318,0.0544826547087915,0.167741208967432
0.999999999999233,0.728333926569324,0.0541576557437742,0.166869161629123
0.999999999999104,0.727773502493814,0.053835323208468,0.166002997468491
0.999999999998954,0.727213811886413,0.0535156296843801,0.165142670961437
0.999999999998779,0.726654853654886,0.0531985480865837,0.16428813693756
0.999999999998576,0.726096626707155,0.0528840516591145,0.163439350578221
0.999999999998339,0.725539129951325,0.0525721139704395,0.162596267414606
0.999999999998064,0.7249823622957,0.0522627089089917,0.161758843325753
0.999999999997744,0.724426322648806,0.0519558106787731,0.160927034536571
0.999999999997371,0.723871009919411,0.0516513937950243,0.160100797615854
0.999999999996939,0.723316423016548,0.0513494330799575,0.159280089474261
0.999999999996437,0.722762560849529,0.0510499036585558,0.158464867362301
0.999999999995855,0.722209422327969,0.0507527809544335,0.157655088868299
0.999999999995178,0.721657006361805,0.0504580406857596,0.156850711916346
0.999999999994394,0.721105311861312,0.0501656588612423,0.156051694764252
0.999999999993485,0.720554337737125,0.0498756117761732,0.155257996001475
0.999999999992431,0.720004082900258,0.0495878760085305,0.154469574547053
0.999999999991209,0.719454546262117,0.0493024284151417,0.153686389647522
0.999999999989795,0.718905726734524,0.0490192461279017,0.152908400874829
0.999999999988157,0.718357623229733,0.0487383065500487,0.15213556812424
0.999999999986261,0.717810234660443,0.0484595873524947,0.15136785161224
0.999999999984068,0.717263559939822,0.0481830664702122,0.150605211874432
0.999999999981532,0.716717597981522,0.047908722098672,0.14984760976343
0.9999999999786,0.716172347699691,0.0476365326903363,0.149095006446746
0.999999999975211,0.715627808008996,0.0473664769512029,0.148347363404681
0.999999999971295,0.715083977824636,0.0470985338374005,0.147604642428204
0.999999999966774,0.714540856062358,0.0468326825518347,0.146866805616845
0.999999999961553,0.713998441638474,0.0465689025408839,0.146133815376568
0.999999999955529,0.713456733469875,0.0463071734911431,0.145405634417659
0.999999999948578,0.712915730474049,0.0460474753262173,0.144682225752608
0.999999999940562,0.712375431569094,0.0457897882035605,0.143963552693989
0.999999999931321,0.711835835673733,0.0455340925113627,0.143249578852351
0.99999999992067,0.711296941707329,0.0452803688654821,0.142540268134097
0.999999999908399,0.710758748589902,0.0450285981064221,0.141835584739378
0.999999999894267,0.710221255242137,0.0447787612963537,0.141135493159982
0.999999999877997,0.709684460585406,0.0445308397161808,0.140439958177227
0.999999999859271,0.709148363541777,0.0442848148626482,0.139748944859863
0.999999999837726,0.708612963034028,0.0440406684454935,0.139062418561968
0.999999999812946,0.708078257985663,0.0437983823846389,0.13838034492086
0.999999999784454,0.707544247320922,0.0435579388074252,0.137702689855003
0.999999999751707,0.707010929964797,0.0433193200458854,0.137029419561924
0.999999999714079,0.706478304843044,0.0430825086340588,0.136360500516135
0.999999999670858,0.705946370882194,0.0428474873053436,0.135695899467061
0.99999999962123,0.705415127009569,0.0426142389898885,0.135035583436969
0.999999999564262,0.704884572153291,0.0423827468120217,0.13437951971891
0.99999999949889,0.704354705242296,0.0421529940877177,0.133727675874664
0.999999999423898,0.703825525206347,0.0419249643221006,0.133080019732695
0.999999999337899,0.703297030976042,0.0416986412069831,0.132436519386107
0.999999999239308,0.702769221482832,0.0414740086184425,0.131797143190613
0.999999999126318,0.702242095659026,0.0412510506144298,0.131161859762512
0.999999998996865,0.701715652437804,0.0410297514324148,0.13053063797667
0.999999998848599,0.701189890753233,0.0408100954870648,0.129903446964512
0.999999998678838,0.700664809540272,0.040592067367956,0.129280256112022
0.999999998484526,0.700140407734785,0.0403756518373187,0.128661035057751
0.999999998262182,0.699616684273553,0.0401608338278144,0.128045753690831
0.999999998007839,0.699093638094282,0.0399475984403452,0.12743438214901
0.999999997716983,0.698571268135614,0.0397359309418937,0.126826890816675
0.999999997384474,0.698049573337142,0.0395258167633954,0.126223250322906
0.99999999700446,0.69752855263941,0.0393172414976392,0.125623431539526
0.999999996570288,0.697008204983935,0.0391101908972006,0.125027405579168
0.999999996074388,0.696488529313205,0.0389046508724018,0.124435143793342
0.999999995508155,0.695969524570699,0.0387006074893027,0.123846617770528
0.999999994861805,0.695451189700887,0.0384980469677194,0.12326179933426
0.999999994124223,0.694933523649249,0.0382969556792716,0.122680660541237
0.99999999328278,0.694416525362274,0.0380973201454569,0.122103173679434
0.999999992323133,0.693900193787479,0.0378991270357531,0.121529311266228
0.999999991229001,0.693384527873409,0.037702363165747,0.120959046046532
0.999999989981899,0.692869526569653,0.0375070154952897,0.120392350990942
0.999999988560854,0.692355188826848,0.0373130711266776,0.119829199293892
0.999999986942074,0.691841513596688,0.0371205173028601,0.119269564371823
0.999999985098576,0.691328499831934,0.0369293414056713,0.118713419861362
0.999999982999767,0.690816146486424,0.0367395309540871,0.118160739617511
0.999999980610971,0.690304452515074,0.0365510736025069,0.117611497711842
0.999999977892895,0.689793416873894,0.0363639571390595,0.117065668430721
0.999999974801024,0.689283038519991,0.0361781694839317,0.116523226273517
0.999999971284946,0.688773316411579,0.0359936986877221,0.115984145950844
0.99999996728758,0.688264249507985,0.035810532929816,0.115448402382806
0.999999962744318,0.687755836769656,0.0356286605167841,0.11491597069725
0.999999957582047,0.687248077158171,0.035448069880804,0.114386826228039
0.999999951718052,0.68674096963624,0.0352687495781012,0.113860944513323
0.999999945058784,0.68623451316772,0.0350906882874157,0.113338301293843
0.999999937498464,0.685728706717616,0.0349138748084858,0.112818872511219
0.999999928917521,0.685223549252089,0.0347382980605556,0.112302634306275
0.999999919180824,0.684719039738465,0.0345639470809025,0.111789563017357
0.999999908135703,0.68421517714524,0.0343908110233845,0.111279635178676
0.999999895609712,0.683711960442085,0.034218879157008,0.110772827518649
0.999999881408123,0.683209388599856,0.0340481408645159,0.110269116958269
0.999999865311102,0.682707460590599,0.0338785856409937,0.109768480609465
0.999999847070534,0.682206175387552,0.0337102030924961,0.109270895773494
0.999999826406461,0.681705531965159,0.0335429829346918,0.108776339939332
0.999999803003075,0.68120552929907,0.0333769149915277,0.108284790782082
0.999999776504216,0.680706166366148,0.0332119891939097,0.107796226161389
0.999999746508318,0.680207442144478,0.0330481955784033,0.107310624119871
0.999999712562741,0.679709355613366,0.0328855242859511,0.106827962881561
0.999999674157395,0.679211905753354,0.0327239655606083,0.106348220850358
0.999999630717599,0.678715091546216,0.0325635097482944,0.10587137660849
0.999999581596062,0.67821891197497,0.0324041472955629,0.105397408914991
0.999999526063888,0.677723366023881,0.0322458687483878,0.104926296704189
0.999999463300494,0.677228452678466,0.0320886647509655,0.1044580190842
0.999999392382305,0.676734170925499,0.0319325260445338,0.103992555335442
0.999999312270083,0.676240519753018,0.0317774434662071,0.103529884909154
0.999999221794724,0.675747498150326,0.031623407947826,0.103069987425928
0.999999119641356,0.675255105108,0.0314704105148242,0.102612842674256
0.999999004331522,0.674763339617894,0.0313184422851095,0.102158430609079
0.999998874203226,0.674272200673144,0.03116749446796,0.101706731350361
0.999998727388604,0.673781687268171,0.0310175583629354,0.101257725181658
0.999998561788922,0.673291798398689,0.0308686253588029,0.100811392548715
0.999998375046606,0.672802533061704,0.0307206869324772,0.100367714058059
