"Ambrosiodmus rubricollis","Xyleborus germanus","Xylosandrus compactus","Xylosandrus morigerus","Xyleborus ferrugineus","Xyleborus xylographus","Coptoborus pseudotenuis","Euwallacea validus","mutillatus","Xyleborus obesus","Xyleborinus saxeseni","Xyleborus seriatus","Xyleborus glabratus","Xylosandrus crassiusculus","Xyleborus affinis","Ambrosiodmus obliquus","Ambrosiodmus tachygraphus","Sampsonius dampfi","Xyleborus posticus","Euwallacea fornicatus"
0.754886304020301,0.602338288958458,0.671408020167383,0.804708681563782,0.670196552493323,0.953364154519931,0.920172366709249,0.844421604379263,0.62555801813465,0.327370213915187,0.621840077479539,0.516289302657343,0.999061964418726,0.781287770381126,0.668687229380918,0.328264339790627,0.624576614426639,0.744460601590287,0.365437900366382,0.661269766975254
0.739087156233438,0.593285938615369,0.660241892715478,0.796944592779555,0.662029018747895,0.946669904901065,0.912440350453385,0.835486346593219,0.610878957088183,0.313819327380675,0.611049791794176,0.503032608299207,0.998883180690404,0.775134349472975,0.662696664944885,0.316406395877353,0.60457002098678,0.72562354743032,0.354778876545532,0.651068994452612
0.72354924611232,0.584664329549712,0.649512878035031,0.789390823225367,0.654213146849591,0.939511505208998,0.90450982376853,0.826659375262629,0.596805772418331,0.301286587412741,0.600741739505798,0.490488616294612,0.998682849060435,0.769201510212826,0.656981549999031,0.305404932028643,0.585316342966575,0.707031418124683,0.344827067622279,0.641290645294183
0.708291412662141,0.576436772225507,0.639192407690179,0.78203602376996,0.646720398723532,0.931897921584729,0.896398505876002,0.81794320973193,0.583305277828841,0.289664434405977,0.590879180504952,0.478599007539803,0.998459727259613,0.763472567312795,0.651517228571424,0.295168974262278,0.566805375945626,0.688729151489205,0.335509794297189,0.631903974340463
0.693328429694466,0.568571120258994,0.629254639975793,0.774869876235001,0.639525689716539,0.923840301644876,0.88812348422777,0.809339751393337,0.570346294532396,0.278859647645838,0.581429428708224,0.467311869171642,0.998212574589463,0.757932804222987,0.646282295660672,0.285620121045395,0.549022186999499,0.670753872997326,0.326764391717762,0.622881549696974
0.678671561300122,0.561039036746199,0.619676108339914,0.767882956299418,0.632606836695274,0.915351841713298,0.879701214209608,0.80085037562826,0.557899560867082,0.268791074490618,0.572363261531234,0.456580811272185,0.997940152689495,0.752569160937174,0.64125804016668,0.276690427149146,0.531948324510895,0.653135734140959,0.318536495200591,0.614198774589906
0.664329047534131,0.553815405295605,0.610435427636777,0.761066620341809,0.62594411454629,0.906447640940716,0.871147518620793,0.792476008629333,0.545937633068666,0.25938777039251,0.563654436135338,0.446364230176966,0.997641226318886,0.747369983063772,0.636428003591141,0.268320703798035,0.515562795365353,0.635898699300622,0.310778673720549,0.605833495580928
0.650306529396552,0.546877852379135,0.601513046624393,0.75441291112286,0.619519896091924,0.897144543662654,0.862477587628602,0.784217192069133,0.534434782292742,0.250587467194218,0.555279289513118,0.436624689928945,0.997314564154323,0.742324818014902,0.631777626559332,0.260459142046109,0.499842850422201,0.619061277187218,0.303449330192054,0.597765678534193
0.636607420764636,0.540206356359222,0.592891037843469,0.747914478472342,0.613318356984263,0.887460971691555,0.853705979673622,0.776074137894069,0.523366891325384,0.242335305164357,0.547216405143723,0.427328399743727,0.996958939605277,0.737424247884538,0.627293962827709,0.253060189482814,0.484764612337716,0.602637194874361,0.296511808714306,0.589977138347648
0.623233233820536,0.533782924750372,0.584552918008638,0.7415645120555,0.607325231780015,0.877416748500341,0.844846623636192,0.768046775017163,0.512711353267744,0.234582778067417,0.539446333044005,0.418444770093908,0.996573131647604,0.732659751218415,0.622965445763145,0.246083627215222,0.47030357408495,0.586636014075545,0.289933664011936,0.582451311792192
0.610183863628954,0.527591325739036,0.576483493525551,0.735356683959879,0.601527610739568,0.867032917436288,0.835912822450189,0.760134789307257,0.502446973673473,0.227286851222301,0.531951353045043,0.409946033620057,0.996155925676035,0.728023587770447,0.61878169605993,0.239493806462716,0.456434991696171,0.571063690627215,0.28368605918026,0.575173065241323
0.597457836788515,0.521616863246976,0.568668726864609,0.729285099338219,0.595913769332421,0.856331556210289,0.826917258256939,0.752337657987907,0.492553877053024,0.220409220754092,0.524715273356923,0.401806919838299,0.995706114375864,0.723508701720471,0.614733362186166,0.233259013312578,0.443134190711823,0.555923079136467,0.277743265804181,0.568128530884509
0.585052528468116,0.515846187236324,0.561095620374523,0.723344253714804,0.590473024235291,0.845335589942273,0.817871999122129,0.744654679341695,0.483013418263969,0.213915688662136,0.517723258165766,0.394004374755446,0.995222498613896,0.719108639848026,0.610811987042928,0.227350937104171,0.430376802437523,0.541214385475157,0.272082246414226,0.561304966378269
0.572964351617523,0.510267132761109,0.553752114776664,0.717528995845538,0.585195610959721,0.834068605014799,0.808788507286464,0.737084998447279,0.473808099031746,0.2077756333459,0.510961679286796,0.386517318177262,0.994703888348474,0.714817481919738,0.607009895793397,0.22174422315519,0.418138943287504,0.526935570290467,0.266682303656459,0.554690633923737
0.561188921690896,0.504868582637519,0.546627000093958,0.711834495239486,0.580072579268283,0.822554665900451,0.799677648882621,0.729627629544701,0.464921489655864,0.201961559173862,0.504417987881924,0.379326432816079,0.994149103558268,0.710629781124958,0.603320100922254,0.216416094555469,0.406397348142748,0.513082706996628,0.261524783890974,0.548274695554492
0.549721199829447,0.4996403496508,0.539709837171789,0.70625621361858,0.575095703320152,0.81081813699257,0.790549705023686,0.722281475520322,0.456338155828173,0.196448711795687,0.498080603015039,0.372413980353616,0.993556975189264,0.706540512835215,0.599736221420142,0.211346030847313,0.395129466700063,0.499650297851945,0.25659282548236,0.542047122035427
0.538555617105189,0.49457307502377,0.532990888268978,0.700789879724623,0.57025740409028,0.798883511291392,0.781414384149426,0.715045344919655,0.448043590404758,0.19121474837068,0.491938814417583,0.365763640454945,0.992926346119293,0.702545030303368,0.596252413625498,0.206515493814996,0.384313530170827,0.486631551744175,0.251871144008666,0.535998613256529
0.527686182124454,0.489658140500352,0.526461055453543,0.695431466987488,0.565550682076358,0.786775247587855,0.77228083550461,0.707917966829524,0.440024149918954,0.186239453858014,0.485982697310615,0.359360369406409,0.992256072139229,0.698639026183145,0.592863311747645,0.20190769248725,0.373928594350268,0.474018627235636,0.247345848140028,0.530120528386926
0.517106574021887,0.48488759189086,0.520111825745044,0.690177173651919,0.560969058676796,0.77451761755397,0.763157663616799,0.700898003916814,0.432266995590981,0.181504496095247,0.480203037506702,0.353190275599073,0.991545022949903,0.694818498957733,0.589563976477259,0.197507380938803,0.363954563973743,0.461802844282273,0.243004281131283,0.524404824358145
0.506810222638377,0.480254072316016,0.513935222113566,0.685023405027405,0.556506524914961,0.762134563900678,0.754052943638335,0.693984063866761,0.424760038573183,0.176993213664772,0.474591265317497,0.34724050952664,0.99079208317358,0.691079723530531,0.586349850390003,0.193300683652522,0.354372202366179,0.449974867858909,0.238834883813438,0.518844001488956
0.496790377466146,0.475750763697573,0.507923759582938,0.679966757579897,0.552157496417658,0.749649570509633,0.744974237417861,0.687174709427358,0.417491889164351,0.172690431577678,0.469139397037122,0.34149916633359,0.989996153378789,0.687419225362248,0.583216719085806,0.189274944141526,0.345163129641762,0.438524866512577,0.234827075715255,0.513431055260657
0.4870401667579,0.471371335292795,0.50207040579906,0.675004004628302,0.547916773742616,0.737085545192054,0.73592861016979,0.680468467236298,0.410451809728466,0.168582300641189,0.46383998296999,0.335955199251447,0.989156151117111,0.683833757643728,0.580160677194498,0.185418593283202,0.336309812095355,0.427442648640029,0.230971151542402,0.508159433411265
0.477552648031727,0.46710989827134,0.496368545517838,0.670132083444947,0.543779507300562,0.724464715482334,0.726922647615116,0.673863835581798,0.403629671060288,0.164656157058474,0.458686061133932,0.330598342511294,0.988271011970464,0.680320281078765,0.577178098529296,0.18172103442421,0.327795544921945,0.416717779054129,0.227258190720634,0.503022997647567
0.468320851057082,0.462960965496509,0.490811948545257,0.665348083589028,0.53974116624,0.711808537642016,0.717962473473365,0.667359291227626,0.397015911950474,0.160900399368921,0.453671115902897,0.325419042528704,0.987339690607292,0.676875945920189,0.574265609791068,0.178172542808003,0.319604429986355,0.406339678174196,0.223679978096569,0.498015989381207
0.459337814277566,0.45891941580633,0.485394740727275,0.660649236326824,0.535797510762949,0.699137618835837,0.709053767192843,0.66095329541498,0.390601501715276,0.157304380296887,0.44878904096369,0.320408396331006,0.986361161845954,0.673498075958891,0.571420067324771,0.174764177277697,0.311721350026562,0.39629770595274,0.220228934204161,0.493132998983651
0.450596615511465,0.454980462199449,0.480111377642019,0.656032905013096,0.53194456742212,0.686471652248956,0.700201781814409,0.654644299138909,0.384377905469309,0.153858311456768,0.444034106052762,0.315558096342565,0.985334421723549,0.670184154211739,0.568638536509715,0.171487702535761,0.304131940396938,0.386581232438966,0.216898053761798,0.488368938128431
0.442090397669541,0.451139623421269,0.474956620693043,0.651496576325329,0.528178607017935,0.673829364745883,0.691411361872402,0.648430747784278,0.378337051933825,0.150553179176955,0.439400927015414,0.310860380766391,0.984258488568263,0.666931810092627,0.565918273431036,0.1683355205123,0.296822559231643,0.377179696680409,0.213680851275751,0.483719014850542
0.433812390139894,0.447392698520654,0.469925515341567,0.647037852257041,0.52449612477012,0.661228476528074,0.682686961244998,0.642311085195432,0.372471303586877,0.147380669966956,0.434884438793831,0.306307988904051,0.983132404073295,0.663738807882599,0.563256708533947,0.165300609616981,0.289780256724134,0.368082655479217,0.210571312799446,0.479178711004377
0.425755926410473,0.443735744009997,0.46501337124902,0.642654442788643,0.520893822485548,0.64868567212936,0.674032660874837,0.636283757244427,0.366773428975408,0.144333104370491,0.430479871004164,0.301894120843755,0.981955234370298,0.660603036341475,0.560651432007135,0.162376470834848,0.282992744068848,0.359279823349708,0.207563853041959,0.474743761844904
0.41791445842995,0.440165053313597,0.4602157441297,0.638344159164781,0.517368592483344,0.636216581995722,0.665452186289248,0.630347214954738,0.361236577022513,0.141403378130191,0.426182725808487,0.297612401021229,0.980726071100203,0.657522499325555,0.558100180678918,0.159557079780497,0.276448362489444,0.350761104868758,0.204653277138747,0.470410137493517
0.410281568145973,0.436677138233189,0.455528419137819,0.634104907715953,0.513917503071246,0.623835773827566,0.656948924857594,0.624499917230456,0.355854253175613,0.138584909743283,0.421988757826007,0.293456845221795,0.979444032479251,0.6544953072946,0.555600826240907,0.156836843953953,0.270136052679356,0.342516620470077,0.201834746497578,0.466174026081047
0.402850976605525,0.433268712196404,0.45094739563423,0.629934684169814,0.510537785395161,0.611556752816881,0.64852594273113,0.618740333235035,0.350620297253183,0.135871593617063,0.417893955860825,0.289421830646714,0.978108264357954,0.651519669607031,0.553151364639966,0.154210564549729,0.264045324900814,0.334536726606798,0.1991037482163,0.46203181838697
0.395616550954207,0.429936675085254,0.4464688731963,0.625831568404108,0.507226821507415,0.599391969886685,0.640186001418246,0.613066944458481,0.345528862858763,0.13325775814246,0.413894526251616,0.285502068713724,0.976717941270674,0.648593887515593,0.550749906501222,0.151673402261542,0.258166229924255,0.326812031093236,0.196456067639563,0.457980093816493
0.388572309629183,0.426678099468303,0.442089238750099,0.621793719598771,0.503982133519309,0.58735283703353,0.631931573955004,0.60747824650738,0.340574398241353,0.130738128096733,0.409986877672699,0.281692580302082,0.975272267473472,0.645716347787104,0.548394668463426,0.149220846602026,0.252489330938616,0.319333404335307,0.193887763681022,0.454015607576625
0.381712426003416,0.423490218082839,0.43780505471775,0.617819371749648,0.500801373720705,0.575449748883392,0.623764860637446,0.601972750648216,0.335751628490926,0.128307790865259,0.406167607236641,0.27798867318729,0.973770477967793,0.64288551687954,0.546083965323667,0.14684868832189,0.247005676521816,0.312091987068853,0.191395146587951,0.45013527892908
0.375031230706291,0.42037041243274,0.433613048084672,0.613906829510444,0.497682315564027,0.563692109594415,0.615687804288239,0.596548985131023,0.331055538966716,0.125962166039572,0.402433487766438,0.274385921440829,0.972211839507574,0.640099935618037,0.54381620290185,0.144552994568313,0.241706774728034,0.305079195145219,0.188974757867944,0.446336180412299
0.368523212817024,0.417316202384349,0.429510100301831,0.610054464333228,0.49462284542266,0.552088364274339,0.607702105035819,0.591205496317368,0.326481359864181,0.123696978006311,0.398781456120724,0.270880146596428,0.970595651587288,0.637358214318475,0.541589871546744,0.142330086469535,0.236584568322561,0.298286721832673,0.186623352133882,0.442615527937361
0.362183020102151,0.414325236656946,0.425493237947223,0.606260710881008,0.491620955044547,0.540646034123765,0.599809234589326,0.585940849634037,0.322024551834108,0.121508231190947,0.395208602468904,0.267467400407135,0.968921247408453,0.634659028313469,0.539403540215184,0.140176518872914,0.23163141117476,0.29170653803998,0.184337880654524,0.438970671673406
0.356005458446282,0.411395284116777,0.421559624078779,0.602524063688672,0.488674734631184,0.529371754566413,0.592010449997273,0.580753630371449,0.317680792574352,0.119392187662508,0.391712160424729,0.264143949037335,0.967187994822095,0.632001113840887,0.537255851064436,0.138089061998283,0.226840045803971,0.285330890813632,0.182115476424806,0.435399087647665
0.349985490605933,0.408524225794259,0.417706550217931,0.598843074051093,0.48578236648028,0.518271315682347,0.584306806882046,0.575642444343766,0.313445964321093,0.117345346841913,0.388289497957015,0.260906258551189,0.965395297244689,0.629383264259592,0.535145514504951,0.136064684798137,0.222203582061151,0.279152300412107,0.179953440592941,0.431898369993397
0.344118234399262,0.405710047553237,0.413931428909256,0.595216347119305,0.48294211913743,0.507349704317941,0.576699172146135,0.57060591842585,0.309316142172399,0.115364427087978,0.384938109005081,0.257750981574147,0.963542594545068,0.626804326561141,0.533071304666989,0.134100539841764,0.217715476920023,0.273163556218451,0.177849230101201,0.428466223786268
0.338398960429612,0.402950833349237,0.410231786807094,0.591642539187613,0.480152342008268,0.496611147305545,0.569188236149294,0.565642700980599,0.3052875831823,0.113446348962385,0.381655605734298,0.254674945017545,0.96162936389984,0.624263198149613,0.531032055240025,0.132193949562557,0.213369515344798,0.267357711715619,0.175800446414428,0.425100458416051
0.332823089427743,0.400244759020699,0.4066052582449,0.588120355156164,0.477411460387903,0.486059155285218,0.561774524358769,0.560751462188768,0.301356716168514,0.111588219998462,0.378439711373924,0.251675138767966,0.959655120614869,0.621758823864797,0.529026655648528,0.13034239372684,0.209159792196831,0.261728078716914,0.173804825225115,0.421798981446034
0.327386189286177,0.397590086563274,0.403049579247377,0.584648546154988,0.47471797086918,0.475696566679206,0.554458408477336,0.55593089429211,0.297520132181553,0.109787320819127,0.375288253585484,0.248748705253422,0.957619418910394,0.619290193226644,0.527054047531845,0.128543497999204,0.205080695139323,0.256268221015847,0.171860227036844,0.418559792917504
0.322083971849073,0.394985158842716,0.399562581949274,0.581225907316866,0.47207043709534,0.465525591426354,0.547240117056094,0.551179711759525,0.293774575587042,0.108041092467196,0.372199158315217,0.245892929807477,0.955521852667443,0.616856337881204,0.525113221499433,0.126795023493736,0.201126888497218,0.25097194759544,0.169964628539032,0.415380980060912
0.316912289512313,0.392428394706551,0.396142189388151,0.577851275687564,0.469467485826343,0.455547854137504,0.540119745600883,0.546496651384935,0.290116935716975,0.106347124826824,0.369170444088822,0.243105231760517,0.953362056133201,0.614456329230335,0.523203214135895,0.125094857213165,0.197293298028393,0.245833305515824,0.16811611469577,0.412260712379231
0.311867131680797,0.389918284458941,0.392786410641444,0.574523528262999,0.466907803291249,0.445764436383744,0.533097266182837,0.541880472324664,0.286544239049058,0.10470314602845,0.366200216710898,0.240383156194493,0.951139704583111,0.612089276229296,0.521323105232929,0.123441003288904,0.19357509656195,0.240846572580692,0.16631287148008,0.409197237072369
0.306944621123292,0.387453385666759,0.389493336280893,0.571241580143869,0.464390131801872,0.436175917876653,0.526172536564912,0.537329956081314,0.283053641876544,0.103107012741545,0.36328666433515,0.237724366303817,0.94885451493751,0.609754323337906,0.519472015227792,0.121831574944632,0.189967690459747,0.236006249867304,0.164553179192416,0.406188874774524
0.302141010259303,0.385032319268185,0.38626113411983,0.568004382799113,0.461913266605436,0.426782416343291,0.519345308857394,0.532843906440424,0.279642423433874,0.101556701269917,0.360428052874715,0.235126636310678,0.946506246330727,0.607450648612411,0.517649102829953,0.120264787114474,0.18646670685801,0.231307054191015,0.162835406308829,0.403234015579056
0.29745267740736,0.38265376595798,0.38308804523102,0.564810922430317,0.459476052956109,0.417583625938437,0.512615237716234,0.528421149365537,0.276307979446157,0.100050299373531,0.357622721724897,0.23258784488811,0.944094700630615,0.605177461926425,0.515853562819495,0.118738949654271,0.183067981646981,0.226743910563528,0.161158003810008,0.400331115327849
0.292876123019682,0.380316462826123,0.379972380214703,0.561660218429875,0.457077383387313,0.408578854072495,0.505981888098818,0.524060532856739,0.273047816072949,0.098585998748878,0.354869079773171,0.230105969048566,0.941619722906639,0.602934003310442,0.514084624002501,0.117252461090952,0.179767548147854,0.22231194469383,0.159519499947508,0.397478692144251
0.288407965924274,0.37801920022881,0.376912515698258,0.558551321926303,0.454716195168386,0.399767056565578,0.499444742592272,0.519760926777199,0.269859544219104,0.0971620881071069,0.352165601673689,0.227679078459772,0.939081201844715,0.600719541400425,0.512341547310113,0.115803802860795,0.176561626447755,0.218006475572068,0.157918495407994,0.394675323190621
0.284044939592184,0.375760818872765,0.373906891050504,0.555483314410675,0.452391467930771,0.391146871066755,0.493003208329781,0.515521222651807,0.266740874187507,0.0957769467954024,0.349510824365566,0.225305330153175,0.936479070107123,0.598533371986833,0.510623624029243,0.114391533992433,0.173446613355123,0.213823008169085,0.156353658840326,0.391919641633205
0.279783888444705,0.373540207095653,0.370954005295093,0.552455306438639,0.450102221450263,0.382716648702342,0.486656623510653,0.511340333441561,0.263689610650433,0.0944290389127124,0.346903343816118,0.222982963593537,0.933813304635948,0.596374816656282,0.508930174154113,0.113014286194983,0.170419072939536,0.20975722627792,0.154823722713815,0.389210333798598
0.27562176421275,0.371356298326977,0.368052414208755,0.549466436402922,0.447847513573092,0.374474483938775,0.480404263539944,0.507217193296992,0.26070364791801,0.0931169078758635,0.344341811971888,0.220710296081042,0.931083926898623,0.594243221518713,0.50726054484879,0.111670759315659,0.167475727621724,0.205804985518076,0.15332747947917,0.386546136507456
0.271555622358462,0.369208068715265,0.365200727591309,0.546515869371636,0.445626438274729,0.366418242664108,0.474245346803478,0.503150757293593,0.257780965483875,0.0918391713965034,0.341824933901809,0.218485718459904,0.928291003074309,0.592137956013592,0.505614109011839,0.110359717134765,0.16461344978123,0.201962306518695,0.151863778006386,0.383925834572341
0.267582618567176,0.367094534908656,0.36239760669546,0.543602795988077,0.443438123841303,0.358545588507937,0.468179040094023,0.499140001151882,0.254919623829605,0.0905945168332204,0.339351465118215,0.216307691109757,0.925434644179967,0.59005841178924,0.503990263935006,0.109079983469151,0.161829253850891,0.19822536829279,0.150431520276362,0.381348258447702
0.263700005316233,0.365014751977138,0.359641761805332,0.540726431428028,0.441281731164384,0.350854007432602,0.462204463704181,0.495183920944504,0.252117760470839,0.0893816968866694,0.336920209062631,0.21417474019818,0.92251500613515,0.588004001649902,0.502388430048624,0.107830438557966,0.159120288868954,0.194590501811326,0.149029658305215,0.378812282021044
0.259905128525698,0.362967811465723,0.356931949953589,0.537886014410915,0.439156452140744,0.34334083063933,0.456320696201362,0.491281532792479,0.249373586229274,0.0881995256086404,0.334530014744372,0.212085454174637,0.91953228976469,0.585974158565623,0.500808049747051,0.106610015707112,0.156483831461289,0.191054183783118,0.147657191282268,0.376316820535204
0.256195424294837,0.360952839568802,0.354266972767782,0.535080806261389,0.437061508169363,0.336003255841603,0.450526778899887,0.487431872552528,0.246685381715868,0.0870468746987746,0.332179774521015,0.210038480487752,0.916486740738633,0.583968334740429,0.499248586288064,0.105417698170987,0.153917279227709,0.187613030644095,0.146313162904428,0.373860828632515
0.252568415727141,0.358968995416729,0.351645674437312,0.532310090018227,0.434996148738667,0.328838366964827,0.444821720044933,0.483633995497182,0.244051494011632,0.0859226700651174,0.329868422010653,0.208032522509414,0.913378649448915,0.581986000734679,0.497709522760681,0.104252516252128,0.151418144507921,0.184263792757515,0.144996658891294,0.371443298512381
0.249021709845796,0.35701546946648,0.349066939793016,0.529573169587619,0.43295965009753,0.321843152336498,0.439204498722671,0.479886975989203,0.241470333533382,0.0848258886269118,0.327594930126732,0.206066336650581,0.910208350822472,0.58002664463779,0.496190361116328,0.103113544601175,0.148984048504089,0.181003348825059,0.143706804666723,0.369063258194464
0.245552994600713,0.355091481988882,0.346529692492059,0.526869368938157,0.430951314004125,0.315014521434748,0.433674068510524,0.476189907151695,0.238940371072709,0.0837555553400311,0.325358309226962,0.204138729654913,0.90697622407064,0.578089771287869,0.494690621258735,0.101999899701138,0.146612715738333,0.177828700507342,0.142442763193891,0.366719769880317
0.242160035967627,0.353196281645566,0.344032893301288,0.52419803133502,0.428970466547203,0.308349320265557,0.428229360881044,0.47254190053513,0.236460134997262,0.082710740427234,0.323157605368488,0.202248556057492,0.903682692374865,0.57617490153504,0.493209840188315,0.100910737521456,0.144301968824837,0.174736967251276,0.141203732952022,0.36441192840683
0.238840675139153,0.351329144149328,0.341575538472789,0.521558518611029,0.427016457034789,0.301844345440292,0.422869288372451,0.468942085782371,0.234028208604208,0.0816905567970319,0.32099189866215,0.200394715796956,0.900328222508938,0.574281571545525,0.49174757119715,0.0998452513285682,0.142049723537454,0.171725381320822,0.139988946043987,0.362138859785416
0.235592825807301,0.34948937100212,0.339156658205786,0.518950210472415,0.425088656945712,0.295496357025641,0.417592747538426,0.465389610292672,0.231643227616425,0.0806941576364043,0.318860301719159,0.198576151970273,0.896913324398139,0.572409332143769,0.490303383111004,0.0988026696409546,0.139853984154871,0.168791283026921,0.138797666424937,0.359899719821294
0.232414471536502,0.34767628830533,0.336775315189493,0.516372503837282,0.423186458939736,0.289302090237687,0.412398621689263,0.461883638885525,0.229303877812655,0.0797207341638998,0.316761958184109,0.196791848720263,0.893438550615855,0.570557748190096,0.488876859575114,0.0977822543176025,0.13771283906653,0.16593211615183,0.137629188242949,0.357693692807656
0.229303663225906,0.345889245637457,0.334430603221891,0.513824812204901,0.421309275922389,0.283258266050892,0.407285783436004,0.458423353465103,0.227008892783432,0.0787695135308358,0.314696041348632,0.195040829246773,0.889904495818405,0.568726397991595,0.487467598380723,0.0967832987698404,0.135624456623519,0.163145423562676,0.136482834283438,0.355519990289936
