"Euwallacea validus","Coptoborus pseudotenuis","Xyleborus ferrugineus","Xylosandrus crassiusculus","Xylosandrus morigerus","Xyleborus xylographus","Xylosandrus compactus","Xyleborus obesus","Ambrosiodmus tachygraphus","Xyleborus posticus","Ambrosiodmus obliquus"
0.99998481863115,0.999449923112461,0.955404098008954,0.95122071910764,0.967544098152322,0.99996435091777,0.97116093690671,0.91526030600747,0.996842906331614,0.859356598066703,0.883777121035712
0.999936956423397,0.998182521594119,0.931005112026312,0.930779778683227,0.947660330785582,0.999803938180218,0.948345243137046,0.83972108162994,0.990447702117817,0.781642467583564,0.801715597808602
0.999855016952204,0.996347293568914,0.911478903733811,0.915389616441621,0.931154319235811,0.999468672857326,0.927927658881552,0.774334713880642,0.981835969745301,0.723619764605413,0.736443298556715
0.999738238828063,0.994012464948295,0.894728000339587,0.902649711434538,0.916644445935526,0.998922482520169,0.909167424620698,0.717619519668406,0.971468755871376,0.677120698887809,0.682526698653036
0.999586092219671,0.991223914159288,0.879865571834568,0.891615965623952,0.903530163775607,0.998136014869067,0.891699713904553,0.668138720849024,0.959663315066402,0.638402759377042,0.63692999603146
0.999398176078497,0.988017004866368,0.866408223873347,0.881799459622626,0.891477278967971,0.997084325388685,0.875300277914677,0.624684856170936,0.946668154781201,0.605347202594541,0.597707022329237
0.999174173902975,0.984421117327548,0.854054824627115,0.872907709835718,0.880273983551935,0.995745797207573,0.859814432840038,0.58627487926042,0.932690143380632,0.576612882706139,0.563516815781222
0.998913830389837,0.980461830659015,0.842601353999257,0.864749126352387,0.869774597113936,0.994101553576741,0.845127621806097,0.55211355330899,0.917907001509598,0.551288539132808,0.533391297784903
0.998616937543117,0.976162119437082,0.831901325652978,0.857190070879214,0.859873097627512,0.992135110683051,0.831150833271038,0.521556215355592,0.902473980058295,0.528723496386292,0.506607675796417
0.998283325717798,0.971543067211855,0.821844980336779,0.850132915297169,0.850489058799892,0.989832161758005,0.817812481383787,0.494077438429252,0.886527856230436,0.508435620297773,0.482612128393228
0.997912857497912,0.966624317321567,0.812347343995545,0.843503758401397,0.841559502421355,0.987180437897943,0.805053490114255,0.469246109601907,0.870189569315011,0.490057199524579,0.460971365003595
0.997505423320836,0.961424369808371,0.803340905531871,0.83724506008402,0.833033859358988,0.984169615296384,0.792824123422786,0.44670598937797,0.853566118656397,0.473301196417225,0.441340481696501
0.997060938236416,0.955960783029395,0.794770888902851,0.831310980195089,0.824870689812643,0.980791250711383,0.781081838096545,0.426160622042963,0.836752039220519,0.457939208458953,0.423440874478019
0.996579339435337,0.950250313701812,0.786592070600896,0.825664298332869,0.817035458999013,0.977038733587768,0.769789770620834,0.407361606683154,0.819830622401408,0.443786532260119,0.407044627658084
0.996060584317012,0.944309015868631,0.778766562698587,0.820274304399426,0.80949897666918,0.972907247108067,0.758915635692693,0.390099439739774,0.802874973854811,0.430691725914364,0.391963215513937
0.995504648946586,0.938152311772429,0.771262223502428,0.815115310078284,0.802236270824717,0.968393732840517,0.748430902390976,0.374196322862459,0.785948959412698,0.418529124314329,0.378039159626358
0.994911526799262,0.931795043166742,0.764051489954153,0.810165571356305,0.795225754952593,0.963496855226469,0.738310163744643,0.359500476991204,0.769108067638421,0.407193352388515,0.365139760681253
0.994281227720955,0.925251508833563,0.75711050161727,0.805406491264599,0.788448599347627,0.958216963239726,0.728530644755009,0.345881616497527,0.752400205001609,0.396595225484622,0.353152316608075
0.993613777054614,0.918535492303625,0.750418431275784,0.800822018567405,0.781888247838257,0.952556047343395,0.719071811910459,0.333227322107462,0.735866432636294,0.386658634647427,0.341980425030851
0.992909214895229,0.911660282603974,0.743956965112669,0.796398186546926,0.775530040333071,0.946517690472728,0.709915058648872,0.321440114678604,0.719541649816193,0.377318145031532,0.331541089439339
0.992167595446024,0.904638690060969,0.737709893247497,0.792122753931568,0.769360913838278,0.940107012248176,0.701043448690756,0.310435079120358,0.703455227288235,0.36851711970003,0.321762429614768
0.99138898645506,0.897483058633074,0.731662783076357,0.787984921602758,0.763369162641684,0.933330606009534,0.692441504180907,0.300137923018527,0.687631592663563,0.360206236510174,0.312581852181904
0.990573468716342,0.890205275854707,0.725802715678705,0.78397510640188,0.757544243776666,0.926196468582546,0.684095029023061,0.290483380984486,0.672090769709105,0.352342303202638,0.303944575607817
0.989721135623023,0.882816781188393,0.720118070913233,0.780084758569324,0.751876617605764,0.918713922957779,0.675990960210685,0.281413895702157,0.6568488733356,0.344887301559585,0.295802431127178
0.988832092763016,0.875328573374034,0.714598350564927,0.776306212949177,0.746357615975099,0.91089353428649,0.668117241686183,0.272878521780739,0.641918562175349,0.33780760953278,0.288112880546977
0.987906457549281,0.867751217209097,0.709234031561902,0.772632566626787,0.740979332252776,0.902747019784987,0.660462716517971,0.264832010071734,0.627309450789908,0.331073363080405,0.280838206035944
0.986944358878613,0.860094850076991,0.704016443196876,0.769057577477586,0.735734528912645,0.89428715329085,0.653017034112946,0.25723403897893,0.613028483691489,0.324657928722088,0.273944837417504
0.985945936813938,0.852369188452494,0.698937663690441,0.765575579419225,0.730616559314938,0.885527665333655,0.645770569876596,0.25004856614417,0.599080273474924,0.318537464606476,0.267402790234878
0.98491134228606,0.844583534545619,0.693990432472774,0.762181411124784,0.725619301071933,0.876483139671293,0.638714355259687,0.243243279220336,0.585467405428469,0.31269055291174,0.261185193685195
0.983840736811523,0.836746783193521,0.689168075340428,0.758870355673329,0.720737098941376,0.867168907302212,0.63184001653445,0.236789128610554,0.572190711019328,0.3070978901647,0.255267891945125
0.982734292223875,0.828867429070295,0.684464440236465,0.755638089155017,0.715964715612577,0.85760093899562,0.625139720956405,0.230659928330842,0.559249512636576,0.3017420249143,0.249629105801636
0.981592190416042,0.820953574254023,0.679873841855673,0.752480636659199,0.711297289074638,0.847795737387793,0.618606129213253,0.224832013746773,0.546641841925753,0.296607134373322,0.24424914412166
0.980414623091953,0.813012936167052,0.675391013627415,0.749394334389907,0.706730295508323,0.837770229675362,0.612232353256062,0.219283946997284,0.53436463397249,0.291678833321749,0.23911015673487
0.979201791525843,0.80505285588785,0.671011065902537,0.746375796897924,0.702259516840309,0.827541661898104,0.606011918762508,0.213996262567827,0.522413899493562,0.286944009871095,0.234195921904547
0.977953906327918,0.797080306819494,0.666729449386259,0.743421888609934,0.697881012254384,0.817127495747235,0.599938731606024,0.208951246800161,0.510784877079152,0.282390683712308,0.229491662825874
0.976671187215298,0.789101903690171,0.66254192302992,0.740529698986,0.693591093078071,0.806545308763126,0.594007047805214,0.204132746196046,0.499472167405124,0.278007883277595,0.22498388859633
0.975353862787315,0.781123911854112,0.658444525730968,0.737696520756203,0.689386300562432,0.795812698701861,0.588211446509737,0.199526000240047,0.48846985120346,0.273785538888469,0.220660255906991
0.974002170304395,0.773152256856743,0.654433551300441,0.734919830782873,0.685263386152947,0.7849471927561,0.582546805646054,0.195117495173949,0.477771592646413,0.269714389475808,0.216509448350593
0.972616355469881,0.765192534224873,0.650505526246045,0.732197273171722,0.681219293914361,0.773966162215153,0.577008279901878,0.190894835734111,0.467370729668415,0.265785900870959,0.212521070765643
0.971196672214268,0.75725001944127,0.646657189991322,0.729526644317424,0.677251144825511,0.762886743045019,0.571591280774157,0.186846632338762,0.457260352621574,0.261992194001403,0.208685556461517
0.969743382481389,0.749329678062565,0.642885477210693,0.726905879619848,0.67335622270376,0.751725762763849,0.566291458443856,0.182962401604745,0.447433372537462,0.258325981596696,0.204994085517412
0.968256756016196,0.741436175939881,0.639187502008945,0.724333041648608,0.669531961554677,0.740499673884418,0.561104685272993,0.179232478398253,0.437882580150934,0.254780512233071,0.2014385126336
0.966737070153813,0.733573889502746,0.635560543714126,0.721806309567752,0.66577593417248,0.729224494094726,0.556027040746546,0.175647937894415,0.428600696731745,0.251349520728096,0.198011303249057
0.965184609609635,0.725746916068457,0.632002034086398,0.719323969660593,0.662085841841687,0.717915753252689,0.551054797704819,0.17220052634601,0.419580417667182,0.248027184047962,0.194705476834681
0.963599666270257,0.717959084141099,0.628509545773441,0.716884406818171,0.658459505011283,0.706588447182456,0.546184409731432,0.168882599450423,0.410814449643896,0.244808082015344,0.191514556433554
0.961982538985076,0.710213963666706,0.625080781866551,0.714486096874382,0.654894854830278,0.695256998179338,0.541412499578737,0.165687067362466,0.402295542189704,0.24168716221021,0.188432523655285
0.96033353335846,0.702514876213482,0.621713566431395,0.712127599687229,0.651389925448355,0.683935222058528,0.536735848526822,0.162607345534363,0.394016514256015,0.238659708543323,0.185453778444945
0.958652961542374,0.694864905048572,0.61840583590415,0.709807552879443,0.647942846997899,0.672636301520141,0.532151386584501,0.159637310677116,0.385970276448526,0.235721313055502,0.182573103042671
0.956941142029417,0.687266905085478,0.615155631258017,0.7075246661634,0.644551839184388,0.661372765550027,0.527656183451369,0.156771261233257,0.378149849447558,0.232867850557508,0.179785629630589
0.955198399446224,0.679723512678786,0.611961090857205,0.705277716185142,0.641215205421278,0.650156474532028,0.523247440169159,0.154003881832394,0.370548379099386,0.230095455777686,0.177086811231961
0.953425064347217,0.672237155245461,0.608820443925885,0.703065541830734,0.637931327453384,0.63899861071291,0.518922481398629,0.151330211270425,0.363159148605852,0.227400502728825,0.174472395485415
0.951621473008707,0.664810060694411,0.605732004568474,0.700887039945367,0.634698660419438,0.627909673635477,0.514678748265189,0.148745613612616,0.355975588190867,0.224779586043433,0.171938400966539
0.949787967223362,0.657444266648433,0.602694166285314,0.698741161421798,0.631515728310405,0.616899480137895,0.510513791722563,0.146245752071649,0.348991282578748,0.222229504058876,0.169481095771272
0.947924894095073,0.650141629444943,0.599705396934385,0.696626907619983,0.628381119785088,0.605977168507393,0.506425266389068,0.143826565355474,0.342199976580272,0.219747243461407,0.167096978111721
0.946032605834253,0.642903832904015,0.596764234095427,0.694543327084343,0.625293484308999,0.595151206373393,0.502410924815861,0.141484246217453,0.335595579047393,0.217329965321826,0.164782758706107
0.944111459553635,0.635732396854309,0.593869280797829,0.692489512529038,0.622251528586208,0.58442940192812,0.498468612150547,0.139215221973827,0.329172165426453,0.214974992375913,0.162535344771266
0.942161817064613,0.628628685409348,0.591019201577938,0.690464598065042,0.619254013257248,0.573818918070923,0.494596261163242,0.137016136781716,0.322923979111981,0.212679797420448,0.160351825449302
0.9401840446742,0.621593914988352,0.588212718835241,0.688467756645791,0.616299749839027,0.563326289085148,0.490791887605393,0.134883835495222,0.316845431778556,0.210441992710835,0.158229458519965
0.938178512982691,0.614629162077452,0.585448609460162,0.686498197710754,0.61338759788526,0.552957439472696,0.487053585874512,0.132815348938522,0.310931102846337,0.208259320259646,0.156165658267712
0.936145596682084,0.607735370728588,0.582725701709119,0.684555165008561,0.610516462348153,0.542717704590514,0.483379524960544,0.130807880453265,0.305175738216473,0.206129642946898,0.154157984387499
0.934085674355366,0.600913359794744,0.580042872305031,0.682637934583268,0.607685291124064,0.532611852754691,0.47976794465183,0.128858793593774,0.299574248395465,0.204050936362934,0.152204131826552
0.931999128276744,0.594163829901373,0.577399043743695,0.680745812909123,0.604893072767585,0.522644108500746,0.476217151980676,0.12696560085766,0.294121706112357,0.202021281313559,0.150301921470828
0.929886344212907,0.587487370154983,0.574793181788456,0.678878135160681,0.602138834360044,0.512818176712653,0.472725517890323,0.12512595335185,0.288813343519247,0.200038856924787,0.148449291594978
0.927747711225414,0.580884464590806,0.572224293137329,0.677034263606506,0.599421639519781,0.503137267357604,0.46929147410676,0.123337631304869,0.283644549053784,0.198101934291271,0.146644290003444
0.925583621474311,0.574355498362361,0.569691423248288,0.675213586115857,0.596740586542776,0.493604120588032,0.465913510200244,0.121598535345814,0.278610864031877,0.196208870618472,0.144885066798096
0.923394470023056,0.567900763676467,0.567193654309818,0.673415514768824,0.594094806663277,0.484221031996597,0.462590170822732,0.119906678478846,0.273707979029695,0.194358103813816,0.143169867714624
0.92118065464486,0.561520465477936,0.564730103345053,0.67163948456132,0.591483462425044,0.474989877833467,0.45932005310859,0.118260178689476,0.268931730105935,0.192548147486721,0.141497027975971
0.918942575630538,0.555214726888735,0.562299920438925,0.66988495219716,0.588905746154687,0.465912140017883,0.456101804226999,0.116657252125507,0.264278094908268,0.19077758632147,0.139864966616382
0.916680635597957,0.548983594406918,0.559902287078711,0.668151394960182,0.586360878529343,0.456988930797724,0.452934119075466,0.115096206801293,0.259743188701638,0.189045071790491,0.138272181234392
0.914395239303186,0.542827042871017,0.557536414599253,0.666438309660069,0.583848107231625,0.448221016931144,0.449815738104682,0.113575436779147,0.255323260350626,0.187349318178867,0.136717243137227
0.912086793453436,0.53674498019593,0.555201542724913,0.664745211646065,0.581366705685413,0.439608843283533,0.446745445265777,0.112093416786333,0.251014688283324,0.185689098893708,0.135198792842858
0.909755706521883,0.530737251886624,0.552896938201004,0.663071633883344,0.578915971866584,0.431152555750758,0.443722066071737,0.110648697230144,0.24681397645998,0.184063243034581,0.13371553590918
0.907402388564463,0.524803645336176,0.550621893508106,0.66141712608726,0.576495227183316,0.42285202343595,0.440744465765385,0.1092398995772,0.242717750366009,0.182470632203467,0.132266239062808
0.905027251038728,0.518943893914839,0.548375725653221,0.659781253911104,0.574103815421023,0.414706860022019,0.437811547586913,0.107865712066368,0.238722753045802,0.180910197534727,0.130849726602557
0.902630706624858,0.51315768085695,0.546157775032233,0.658163598183411,0.571741101747415,0.406716444295553,0.434922251134529,0.106524885727579,0.234825841190964,0.179380916927376,0.129464877055043
0.90021316904889,0.507444642952533,0.543967404358632,0.656563754191177,0.56940647177352,0.398879939789864,0.432075550812204,0.105216230681441,0.23102398129423,0.177881812463583,0.128110620061947
0.89777505290828,0.501804374050506,0.541803997653829,0.654981331005666,0.567099330666867,0.391196313525789,0.42927045435903,0.103938612696845,0.227314245878159,0.176411947998796,0.126785933480341
0.895316773499835,0.496236428380409,0.53966695929483,0.653415950847774,0.564819102313321,0.38366435383836,0.426506001455037,0.102690949985866,0.223693809805955,0.174970426910153,0.125489840679212
0.892838746650135,0.490740323699487,0.537555713115331,0.651867248490148,0.562565228524327,0.376282687285862,0.423781262398752,0.10147221021713,0.220159946680136,0.17355638999107,0.124221408016775
0.89034138854848,0.485315544271958,0.53546970155663,0.650334870693509,0.5603371682866,0.369049794645052,0.421095336852085,0.100281407730497,0.216710025333445,0.172169013480921,0.122979742484607
0.887825115582456,0.479961543687182,0.533408384865046,0.648818475674833,0.558134397051497,0.361964026002548,0.418447352648447,0.0991176009374444,0.213341506415226,0.170807507219687,0.121763989505784
0.885290344176177,0.474677747523339,0.531371240332759,0.647317732605209,0.555956406061546,0.355023614957714,0.415836464660332,0.0979798898928773,0.21005193907548,0.169471112918344,0.120573330875385
0.882737490631265,0.469463555863115,0.529357761579276,0.645832321135399,0.553802701711757,0.348226691956794,0.413261853722793,0.0968674140253637,0.206838957747973,0.168159102536496,0.119406982832686
0.880166970970636,0.464318345667771,0.527367457870871,0.644361930947258,0.551672804943564,0.341571296781696,0.41072272560956,0.095779350013872,0.203700279033017,0.166870776759503,0.11826419425528
0.87757920078514,0.459241473015779,0.525399853475617,0.642906261329309,0.549566250669375,0.335055390219817,0.408218310058712,0.0947149098001258,0.200633698679959,0.165605463567976,0.117144244966202
0.874974595083115,0.454232275212113,0.523454487051751,0.641465020774928,0.547482587225844,0.328676864943556,0.405747859845058,0.0936733387265919,0.197637088668855,0.164362516893108,0.11604644414584
0.872353568142896,0.449290072774049,0.52153091106731,0.640037926601672,0.545421375854156,0.322433555630001,0.403310649896565,0.0926539137909495,0.194708394390407,0.163141315351809,0.114970128841139
0.869716533368338,0.444414171299222,0.519628691249109,0.638624704590424,0.543382190205689,0.31632324835247,0.400905976452338,0.0916559420086467,0.191845631922844,0.161941261056138,0.113914662565168
0.867063903147388,0.439603863221462,0.51774740605928,0.637225088643109,0.541364615871568,0.310343689276466,0.398533156259841,0.090678758875824,0.189046885404151,0.160761778491922,0.112879433980706
0.864396088713737,0.434858429459774,0.515886646197717,0.635838820457834,0.539368249934703,0.304492592693031,0.396191525809172,0.0897217269255184,0.186310304497806,0.159602313461869,0.111863855662013
0.861713500011609,0.430177140965639,0.514046014128875,0.634465649220381,0.537392700543024,0.298767648422628,0.393880440602361,0.0887842343706164,0.183634101949969,0.158462332088849,0.11086736292938
