"Euwallacea validus","Coptoborus pseudotenuis","Xyleborus ferrugineus","Xylosandrus crassiusculus","Xylosandrus morigerus","Xyleborus xylographus","Xylosandrus compactus","Xyleborus obesus","Ambrosiodmus tachygraphus","Xyleborus posticus","Ambrosiodmus obliquus"
0.859016545563701,0.425559260173637,0.5122251236315,0.63310533131107,0.53543758650269,0.293166528622529,0.391599274455805,0.0878656938275508,0.18101655123594,0.15734131987534,0.109889412751521
0.856305632342306,0.421004042360199,0.510423599369956,0.63175763002606,0.533502536890146,0.287686894030277,0.389347418834028,0.0869655411151973,0.178455984293561,0.156238780815338,0.108929482711207
0.853581165643655,0.416510736915125,0.508641076485884,0.630422315312243,0.531587190681971,0.282326399675248,0.387124282213118,0.0860832341238632,0.175950789341177,0.155154236555322,0.107987070029933
0.85084354896548,0.412078588530309,0.506877200209059,0.62909916351493,0.529691196401536,0.277082700089563,0.384929289472265,0.0852182517496501,0.173499408777674,0.154087225601106,0.107061690647689
0.848093183887844,0.407706838309961,0.505131625486344,0.627787957137584,0.527814211781537,0.271953454048741,0.382761881311922,0.0843700928898304,0.171100337162111,0.153037302567643,0.106152878354256
0.845330469957223,0.40339472480641,0.503404016627729,0.626488484612904,0.525955903441558,0.266936328871483,0.380621513697212,0.0835382754952095,0.168752119270416,0.152004037469069,0.105260183968636
0.842555804573874,0.399141484985421,0.501694046968523,0.62520054008463,0.524115946579836,0.262029004306957,0.378507657325283,0.0827223356757425,0.166453348226632,0.150987015046463,0.10438317456357
0.839769582882489,0.39494635512479,0.500001398546792,0.623923923199447,0.522294024678492,0.257229176036806,0.376419797115389,0.0819218268559539,0.164202663706203,0.149985834130983,0.103521432732228
0.836972197666142,0.390808571649799,0.498325761795236,0.622658438908437,0.520489829221497,0.252534558817937,0.374357431720539,0.0811363189769578,0.161998750208801,0.149000107040205,0.102674555894439
0.834164039243526,0.38672737190898,0.496666835246716,0.621403897277545,0.518703059424732,0.247942889291008,0.372320073059642,0.0803653977421135,0.159840335398263,0.148029459005638,0.10184215563997
0.831345495369493,0.382701994893472,0.495024325252707,0.62016011330657,0.516933421977488,0.243451928478282,0.370307245869132,0.0796086639035613,0.157726188507194,0.147073527629542,0.101023857106565
0.828516951138874,0.378731681903078,0.493397945713998,0.618926906756224,0.515180630794847,0.239059463993382,0.368318487273092,0.0788657325870814,0.155655118803896,0.146131962369287,0.10021929839061
0.825678788893595,0.374815677162037,0.491787417822995,0.617704101982813,0.513444406780369,0.234763311984237,0.366353346370997,0.078136232652899,0.153625974119295,0.145204424047628,0.099428129988434
0.822831388133053,0.370953228387331,0.490192469817027,0.61649152778015,0.511724477598583,0.23056131882941,0.364411383842206,0.0774198060902285,0.151637639431601,0.144290584387369,0.0986500142663955
0.819975125427773,0.367143587312257,0.488612836742095,0.615289017228309,0.510020577456789,0.226451362606796,0.362492171566401,0.076716107443497,0.149689035506518,0.143390125569011,0.0978846249580419
0.817110374336291,0.36338601016781,0.487048260226526,0.61409640754887,0.508332446895699,0.22243135435262,0.360595292259207,0.076024803268336,0.147779117590848,0.142502739810026,0.0971316466867266
0.81423750532529,0.359679758124368,0.485498488264035,0.612913539966317,0.506659832588504,0.218499239127555,0.358720339122293,0.0753455716155571,0.145906874157432,0.141628128964564,0.096390774512193
0.811356885692928,0.356024097695969,0.483963275005732,0.611740259575274,0.505002487147946,0.214652996905757,0.356866915507238,0.0746781015414478,0.144071325699398,0.140766004142394,0.0956617134997266
0.808468879495367,0.352418301109421,0.482442380560619,0.610576415213278,0.503360168941009,0.210890643301627,0.355034634592561,0.07402209264284,0.142271523571792,0.139916085346027,0.0949441783105714
0.80557384747646,0.348861646640334,0.480935570804174,0.609421859338829,0.501732641910875,0.207210230148106,0.353223119073271,0.0733772546155001,0.140506548878689,0.139078101124986,0.094237892812392
0.802672147000577,0.345353418918065,0.479442617194614,0.60827644791443,0.500119675405789,0.203609845939475,0.351432000862392,0.0727433068344926,0.138775511403984,0.138251788246297,0.0935425897086428
0.799764131988543,0.341892909201474,0.47796329659648,0.607140040294382,0.498521044014526,0.200087616150668,0.349660920803884,0.0721199779552513,0.137077548584107,0.137436891380293,0.0928580101857763
0.796850152856648,0.338479415627279,0.476497391111186,0.606012499117108,0.496936527408132,0.196641703444358,0.347909528396485,0.0715070055341803,0.135411824520972,0.136633162800908,0.0921839035772977
0.793930556458708,0.335112243432714,0.475044687914203,0.604893690201776,0.495365910187672,0.193270307776241,0.346177481527942,0.0709041356676779,0.133777529033524,0.13584036209968,0.0915200270437264
0.791005686031132,0.331790705154087,0.47360497909857,0.603783482449014,0.49380898173769,0.18997166640821,0.344464446219203,0.0703111226485508,0.13217387674634,0.135058255912728,0.0908661452675939
0.788075881140967,0.328514120802776,0.47217806152443,0.602681747745531,0.492265536085142,0.186744053838436,0.342770096378104,0.0697277286388506,0.130600106213756,0.134286617660014,0.0902220301626553
0.785141477636881,0.325281818020088,0.470763736674315,0.60158836087245,0.490735371763537,0.183585781656661,0.341094113562151,0.0691537233582246,0.129055479078087,0.133525227296252,0.0895874605965457
0.782202807603035,0.322093132212364,0.469361810513926,0.600503199417182,0.489218291682068,0.180495198332442,0.339436186749991,0.0685888837869324,0.127539279260533,0.132773871072838,0.088962222126159
0.77926019931582,0.318947406667594,0.467972093358137,0.599426143688681,0.487714102999508,0.177470688943446,0.337796012121199,0.0680329938827281,0.126050812183456,0.132032341310252,0.0883461067450718
0.776313977203405,0.315843992654783,0.466594399742009,0.598357076635914,0.486222617002655,0.174510674850394,0.33617329284402,0.0674858443108624,0.124589404022724,0.131300436180379,0.0877389126423748
0.77336446180805,0.312782249507203,0.465228548296574,0.597295883769406,0.484743648989143,0.171613613324702,0.334567738870738,0.0669472321864997,0.1231544009889,0.130577959498248,0.0871404439723142
0.770411969751153,0.309761544690628,0.463874361629187,0.596242453085728,0.483277018154412,0.168777997134406,0.332979066740331,0.0664169608288924,0.121745168636096,0.129864720522719,0.0865505106341781
0.767456813700968,0.306781253857566,0.462531666208237,0.595196674994768,0.481822547482674,0.166002354093506,0.331406999388121,0.0658948395266898,0.120361091197356,0.12916053376565,0.0859689280619011
0.764499302342963,0.303840760888468,0.461200292252032,0.594158442249697,0.4803800636417,0.163285246579434,0.329851265962112,0.0653806833137996,0.119001570945476,0.128465218809147,0.0853955170228863
0.761539740352751,0.300939457920817,0.459880073621672,0.593127649879484,0.478949396881259,0.160625271022969,0.328311601645756,0.0648743127552539,0.117666027578228,0.127778600130477,0.0848301034255768
0.758578428371573,0.298076745366963,0.458570847717743,0.592104195123856,0.477530380935072,0.158021057374563,0.326787747486867,0.0643755537425627,0.11635389762699,0.127100506934277,0.0842725181353348
0.75561566298425,0.295252031921517,0.457272455380668,0.591087977370601,0.47612285292612,0.15547126855069,0.325279450232432,0.0638842372980682,0.115064633887809,0.126430772991704,0.0837225967982095
0.752651736699582,0.292464734559051,0.455984740794549,0.590078898095105,0.474726653275175,0.152974599863523,0.323786462169093,0.0634001993878434,0.113797704873997,0.125769236486184,0.0831801796722033
0.749686937933127,0.289714278522856,0.454707551394374,0.589076860802032,0.473341625612418,0.150529778436951,0.322308540969049,0.0629232807427029,0.112552594289381,0.125115739865451,0.0826451114656645
0.746721550992314,0.287000097305396,0.453440737776425,0.588081770969055,0.471967616692027,0.148135562611686,0.320845449541181,0.062453326686919,0.11132880052135,0.124470129699571,0.0821172411824563
0.743755856063837,0.284321632621128,0.452184153611774,0.587093535992544,0.470604476309602,0.145790741341934,0.31939695588718,0.0619901869742585,0.110125836152909,0.123832256544669,0.0815964219735732
0.740790129203283,0.28167833437227,0.450937655562722,0.586112065135145,0.469252057222322,0.143494133585904,0.317962832962477,0.0615337156309813,0.108943227492958,0.123201974812097,0.0810825109948904
0.737824642326925,0.279069660608079,0.449701103202078,0.585137269475154,0.46791021507173,0.1412445876922,0.316542858541796,0.0610837708054549,0.107780514124062,0.12257914264277,0.0805753692707544
0.734859663205653,0.276495077478182,0.448474358935148,0.584169061857616,0.466578808309023,0.139040980783926,0.315136815089143,0.0606402146240657,0.106637248467003,0.121963621786463,0.080074861563134
0.731895455460962,0.273954059180442,0.447257287924332,0.583207356847093,0.465257698122774,0.136882218142187,0.313744489632058,0.0602029130531194,0.105512995361432,0.121355277485806,0.0795808562460685
0.728932278562966,0.271446087903839,0.446049758016221,0.582252070682007,0.46394674836897,0.134767232590471,0.312365673639964,0.059771735766445,0.104407331661972,0.120753978364787,0.0790932251851648
0.725970387830372,0.268970653766789,0.444851639671106,0.581303121230514,0.462645825503289,0.132694983881255,0.311000162906461,0.0593465560184276,0.103319845849164,0.120159596321549,0.0786118436219061
0.723010034432366,0.26652725475133,0.443662805894777,0.580360427947846,0.461354798515526,0.13066445808603,0.309647757435407,0.058927250522214,0.102250137654632,0.119572006425286,0.0781365900625495
0.720051465392356,0.264115396633544,0.442483132172558,0.579423911835046,0.460073538866082,0.128674666989815,0.308308261330652,0.0585136993328464,0.101197817699927,0.118991086817058,0.0776673461714009
0.717094923593516,0.26173459291059,0.441312496405457,0.578493495399066,0.458801920424445,0.126724647491102,0.306981482689277,0.058105785735094,0.100162507148488,0.118416718614351,0.0772039966682667
0.714140647786085,0.25938436472467,0.440150778848374,0.577569102614148,0.457539819409586,0.124813461008069,0.305667233498207,0.0577033961357633,0.099143837370192,0.117848785819217,0.0767464292298916
0.711188872596362,0.257064240784264,0.438997862050274,0.576650658884462,0.456287114332192,0.122940192891798,0.304365329534085,0.0573064199602813,0.0981414496180134,0.11728717522983,0.0762945343952033
0.708239828537348,0.254773757282916,0.437853630796255,0.575738091007932,0.455043685938679,0.121103951847129,0.30307559026627,0.0569147495533534,0.0971549947162888,0.116731776355319,0.0758482054741925
0.705293742020978,0.252512457815847,0.436717972051435,0.574831327141218,0.453809417156904,0.11930386936172,0.301797838762854,0.0565282800835132,0.0961841327601448,0.116182481333732,0.0754073384602659
0.702350835371899,0.250279893294669,0.435590774906601,0.573930296765801,0.452584193043534,0.117539099143778,0.300531901599582,0.0561469094513838,0.0952285328256416,0.115639184852995,0.0749718319459194
0.699411326842731,0.248075621860423,0.434471930525535,0.57303493065514,0.451367900732992,0.115808816568883,0.299277608771573,0.0557705382014878,0.0942878726902139,0.115101784074737,0.074541587041583
0.696475430630775,0.245899208795181,0.43336133209397,0.572145160842838,0.450160429387932,0.114112218136235,0.298034793607741,0.0553990694374434,0.0933618385630032,0.114570178560865,0.0741165072975011
0.693543356896106,0.243750226432411,0.432258874770117,0.571260920591816,0.448961670151193,0.112448520934623,0.296803292687814,0.055032408740399,0.0924501248246974,0.114044270202769,0.0736964986285151
0.690615311780992,0.241628254066312,0.431164455636684,0.570382144364415,0.447771516099164,0.110816962118334,0.29558294576186,0.0546704640905604,0.0915524337765053,0.113523963153047,0.0732814692416222
0.687691497430625,0.239532877860295,0.430077973654363,0.569508767793422,0.446589862196529,0.109216798393201,0.294373595672235,0.054313145791678,0.0906684753979121,0.11300916375964,0.0728713295661923
0.684772112015069,0.237463690754774,0.42899932961671,0.56864072765398,0.445416605252327,0.107647305512913,0.293175088277861,0.0539603663983611,0.0897979671128765,0.112499780502295,0.0724659921867292
0.681857349752407,0.235420292374444,0.427928426106371,0.567777961836337,0.444251643877286,0.106107777785708,0.291987272380759,0.0536120406461008,0.088940633564142,0.111995723931232,0.0720653717780684
0.678947400933034,0.233402288935167,0.426865167452613,0.566920409319414,0.443094878442397,0.104597527591495,0.290809999654748,0.0532680853838808,0.0880962063953524,0.111496906607958,0.0716693850429078
