"Xyleborus xylographus","Ambrosiodmus obliquus","Euwallacea validus","Xylosandrus compactus","Xyleborus glabratus","Ambrosiodmus rubricollis","Coptoborus pseudotenuis","Ambrosiodmus tachygraphus","Xylosandrus morigerus","Xyleborus posticus","mutillatus"
0.889818651125902,0.332428109868892,0.906738390961915,0.66757577258599,0.998308822344803,0.644824350768974,0.897908034018718,0.525042750027448,0.954866189104492,0.401430079083395,0.53267535923985
0.882114507035912,0.326220573935741,0.903194564466612,0.662216265914757,0.998127682999249,0.635277287961725,0.892651693775719,0.514122487470549,0.95312714748917,0.395710054669969,0.525499272788602
0.874206363906057,0.320261636610777,0.89964555512472,0.656981613448982,0.997933661018377,0.62592125077136,0.887331374339242,0.503525300923182,0.951380957874,0.390193145813431,0.518533929529742
0.866104580940564,0.314536082075632,0.8960925051722,0.651866482336702,0.997726280230867,0.616753588983131,0.881951336417099,0.493241377623271,0.949628040501164,0.384867643988075,0.511769621400138
0.857819811695841,0.309029942108499,0.892536494154125,0.646865886398819,0.997505063178221,0.607771460520289,0.876515735252887,0.483260971076334,0.947868795008107,0.379722776911526,0.505197257502995
0.849362952083027,0.303730368395796,0.888978543107339,0.64197515535873,0.997269531325407,0.598971866877169,0.871028620569506,0.473574446866494,0.946103601932911,0.374748612946723,0.498808313536233
0.840745089105144,0.298625520452614,0.885419618354062,0.637189907542702,0.997019205272998,0.590351684098217,0.865493936574564,0.464172319526284,0.944332824067102,0.369935977345243,0.492594786337929
0.831977450656406,0.293704466940755,0.881860634954016,0.632506025577721,0.996753604971074,0.581907689845434,0.85991552204371,0.455045281850269,0.942556807675285,0.365276378613784,0.486549152928565
0.823071356690201,0.288957098528321,0.878302459855584,0.627919634688791,0.996472249935133,0.573636587026846,0.854297110493857,0.446184227832781,0.940775883598117,0.360761943570406,0.480664333517761
0.814038172037515,0.28437405072636,0.874745914780674,0.62342708325936,0.996174659464221,0.565535024398647,0.848642330454864,0.43758027023571,0.938990368252663,0.356385359888949,0.474933658016872
0.804889261130145,0.279946635378503,0.871191778873079,0.61902492536938,0.995860352861458,0.557599614502161,0.842954705845454,0.429224753643639,0.937200564542192,0.352139825119913,0.469350835660776
0.795635944853333,0.275666779678817,0.867640791136064,0.614709905067563,0.995528849657101,0.549826949252215,0.837237656456756,0.421109263736805,0.935406762685782,0.348019001332256,0.46390992739457
0.786289459721462,0.271526971758901,0.86409365268147,0.610478942169422,0.995179669834267,0.542213613454973,0.831494498544916,0.41322563340413,0.933609240976668,0.344016974649771,0.458605320725325
0.776860919538517,0.267520212023801,0.860551028809725,0.606329119401974,0.994812334057421,0.534756196499737,0.825728445532615,0.40556594622615,0.931808266477127,0.340128219062979,0.453431706776943
0.767361279673038,0.263639969532527,0.85701355093769,0.602257670740551,0.994426363903689,0.52745130244005,0.819942608817958,0.398122537778712,0.930004095656623,0.336347563986986,0.448384059318574
0.757801304045552,0.259880142816834,0.853481818389186,0.598261970803946,0.994021282097055,0.520295558653943,0.814139998688124,0.390887995140875,0.928196974979119,0.332670165110776,0.443457615564853
0.748191534895691,0.256235024614592,0.849956400061235,0.594339525191643,0.99359661274548,0.51328562325085,0.808323525334269,0.383855154932762,0.926387141444723,0.329091478146439,0.438647858570201
0.738542265366648,0.252699270064179,0.846437835977519,0.590487961661868,0.993151881580936,0.506418191373184,0.802495999963449,0.377017100159877,0.924574823090194,0.32560723514015,0.433950501060148
0.72886351491673,0.249267867965955,0.842926638739235,0.586705022061896,0.992686616202375,0.499690000523394,0.796660136002774,0.370367156098256,0.922760239452307,0.32221342305176,0.429361470560584
0.719165007541825,0.245936114767775,0.839423294882375,0.582988554932998,0.992200346321585,0.493097835032221,0.790818550390573,0.363898885418831,0.920943601997615,0.318906264348302,0.424876895701484
0.709456152768808,0.242699590975022,0.835928266149447,0.579336508721782,0.991692604011906,0.486638529770587,0.784973764949015,0.357606082718615,0.919125114521717,0.315682199389366,0.420493093585243
0.699746029358481,0.239554139723027,0.832441990682833,0.575746925537752,0.99116292395975,0.480308973195829,0.779128207832425,0.351482768600039,0.917304973520836,0.312537870410353,0.41620655812169
0.690043371637623,0.236495847281917,0.828964884146169,0.572217935403928,0.990610843718844,0.474106109812642,0.773284215045367,0.345523183417279,0.915483368538153,0.309470106933642,0.412013949242257
0.680356558363214,0.233521025291684,0.825497340779505,0.568747750953395,0.990035903967114,0.468026942119941,0.767444032024528,0.339721780789278,0.91366048248713,0.306475912458359,0.407912082914974
0.670693604007886,0.230626194549297,0.822039734393419,0.565334662529971,0.989437648766109,0.462068532106807,0.761609815278382,0.334073220962746,0.911836491953777,0.303552452297371,0.403897921890025
0.66106215234407,0.227808070190504,0.818592419306734,0.561977033655724,0.988815625822841,0.456228002353462,0.755783634078708,0.328572364094503,0.910011567479644,0.300697042445501,0.39996856711273
0.651469472195121,0.225063548127093,0.815155731232051,0.558673296832144,0.988169386753918,0.450502536786944,0.749967472198059,0.323214263510585,0.908185873827131,0.29790713937646,0.396121249747119
0.64192245521474,0.222389692616149,0.811729988112902,0.55542194964525,0.987498487351827,0.444889381135485,0.744163229687458,0.317994158989422,0.906359570228541,0.295180330677597,0.39235332375887
0.632427615551202,0.21978372485166,0.808315490915975,0.552221551148057,0.986802487853193,0.439385843120628,0.7383727246887,0.312907470107745,0.904532810620167,0.292514326441792,0.388662259011335
0.622991091250049,0.217243012480857,0.804912524381566,0.549070718496509,0.986080953208875,0.4339892924217,0.732597695275851,0.307949789680569,0.902705743862596,0.289906951344688,0.385045634832798
0.613618647247819,0.214765059958278,0.80152135773509,0.54596812381743,0.985333453355677,0.428697160443314,0.726839801320704,0.303116877320359,0.90087851394826,0.287356137343269,0.381501134017052
0.604315679809948,0.212347499659839,0.798142245362295,0.542912491289144,0.984559563489522,0.423506939913089,0.72110062637718,0.298404653135219,0.899051260197228,0.284859916938617,0.378026537222911
0.595087222267966,0.209988083687393,0.794775427450531,0.539902594417328,0.98375886433984,0.418416184333686,0.715381679579877,0.293809191581493,0.897224117442071,0.282416416951728,0.37461971774139
0.585937951914343,0.207684676301464,0.791421130598292,0.536937253490316,0.982930942444993,0.413422507310472,0.70968439755221,0.289326715482395,0.895397216202631,0.28002385276654,0.37127863660215
0.576872197917623,0.20543524692626,0.788079568395006,0.534015333199589,0.982075390428472,0.408523581773696,0.704010146319819,0.284953590221125,0.893570682851385,0.277680522999044,0.368001337993304
0.567893950125699,0.203237863676691,0.784750941972947,0.53113574041249,0.981191807275653,0.403717139111879,0.698360223225162,0.280686318114281,0.891744639770087,0.275384804555482,0.364785944970966
0.55900686863101,0.201090687362165,0.781435440532939,0.528297422085415,0.980279798610854,0.399000968231147,0.692735858839455,0.276521532969141,0.889919205498274,0.273135148046318,0.361630655436987
0.550214293977902,0.198991965926359,0.778133241845439,0.525499363306784,0.979338976974425,0.394372914553552,0.687138218868378,0.27245599482657,0.888094494874205,0.270930073525937,0.358533738365154
0.541519257899385,0.19694002928616,0.774844512728424,0.522740585460045,0.978368962099614,0.389830878965855,0.681568406048178,0.268486584889741,0.886270619168725,0.268768166530932,0.355493530257801
0.532924494477676,0.194933284536476,0.771569409503446,0.520020144497833,0.97736938118893,0.385372816728892,0.676027462029065,0.264610300637658,0.884447686212523,0.26664807439242,0.352508431816304
0.524432451630376,0.192970211490798,0.768308078431061,0.517337129319171,0.976339869189706,0.380996736356417,0.670516369243021,0.260824251121383,0.882625800517224,0.264568502800166,0.349576904810271
0.516045302831581,0.191049358530195,0.765060656126817,0.514690660242286,0.975280069068586,0.376700698471238,0.665036052753356,0.257125652440088,0.880805063390684,0.262528212598329,0.346697469131501
0.507764958984688,0.18916933873595,0.761827269958834,0.512079887566244,0.974189632084614,0.372482814645509,0.659587382083592,0.25351182339337,0.87898557304688,0.260526016794519,0.343868700019901
0.499593080371033,0.187328826283342,0.758608038428,0.50950399021519,0.973068218060633,0.368341246231133,0.654171173023444,0.24998018130575,0.877167424710705,0.258560777765498,0.341089225449571
0.49153108860568,0.185526553076052,0.755403071531684,0.506962174459452,0.971915495652665,0.364274203185548,0.64878818940989,0.246528238018885,0.875350710717988,0.256631404644367,0.338357723664187
0.483580178538653,0.183761305602562,0.752212471111843,0.504453672708276,0.970731142616968,0.360279942897408,0.643439144881508,0.243153596046708,0.873535520611038,0.254736850875399,0.335672920851685
0.475741330046608,0.182031921997513,0.749036331188331,0.501977742369344,0.969514846074423,0.356356769016118,0.638124704604463,0.239853944888517,0.871721941229946,0.252876111923905,0.333033588948988
0.468015319666337,0.180337289292504,0.74587473827814,0.499533664770631,0.968266302771935,0.352503030288626,0.632845486968689,0.236627057494874,0.869910056799923,0.25104822312959,0.330438543568244
0.460402732027556,0.17867634084213,0.742727771701316,0.497120744140487,0.966985219340508,0.348717119406405,0.627602065252999,0.233470786881108,0.868099949014882,0.24925225769287,0.327886642036694
0.452903971048143,0.177048053912278,0.739595503874176,0.494738306642172,0.965671312549654,0.34499747186513,0.622394969258006,0.230383062883167,0.866291697117485,0.247487324784461,0.325376781542836
0.445519270860326,0.175451447418795,0.736478000590459,0.492385699459327,0.964324309557792,0.341342564839173,0.617224686905913,0.227361889050583,0.864485377975848,0.245752567769409,0.32290789738215
0.43824870644132,0.173885579805626,0.733375321291004,0.490062289929152,0.962943948158304,0.337750916072731,0.612091665806343,0.224405339671355,0.862681066157094,0.244047162537415,0.320478961296099
0.431092203926466,0.172349547052415,0.730287519322478,0.487767464720299,0.961529977020887,0.334221082789074,0.606996314787559,0.221511556923613,0.860878833997909,0.242370315932006,0.318088979898583
0.424049550587217,0.170842480802407,0.727214642185692,0.485500629052698,0.960082155927869,0.330751660619168,0.601939005392514,0.218678748149039,0.859078751672291,0.240721264271668,0.315736993184459
0.417120404460119,0.169363546602181,0.72415673177397,0.483261205956737,0.958600256005137,0.327341282550675,0.596920073339319,0.215905183243094,0.8572808872566,0.239099271956639,0.313422073115098
0.410304303616518,0.167911942245459,0.721113824602044,0.481048635569429,0.957084059947324,0.32398861789815,0.591939819945817,0.213189192157264,0.855485306792088,0.237503630155533,0.311143322276322
0.403600675065847,0.166486896213841,0.718085952025897,0.478862374465315,0.955533362236934,0.32069237129505,0.586998513518051,0.21052916250863,0.853692074345011,0.235933655566427,0.308899872604366
0.397008843288254,0.165087666207859,0.71507314045396,0.476701895020064,0.953947969357032,0.317451281708044,0.582096390702534,0.207923537292248,0.851901252064463,0.234388689247459,0.306690884175838
0.390528038394827,0.163713537762271,0.712075411550053,0.474566684804841,0.952327699997191,0.314264121473946,0.577233657802294,0.205370812691916,0.850112900238031,0.232868095512361,0.3045155440579
0.384157403915992,0.162363822939981,0.70909278242843,0.472456246009644,0.950672385252336,0.311129695359477,0.572410492056753,0.202869535985127,0.848327077345391,0.231371260886696,0.302373065215159
0.377896004220595,0.161037859099382,0.706125265841274,0.470370094893971,0.948981868814174,0.308046839643986,0.5676270428856,0.200418303538072,0.846543840109939,0.22989759312088,0.300262685469988
0.371742831569949,0.159735007730337,0.703172870358967,0.468307761263226,0.947256007154874,0.305014421225113,0.562883433096854,0.198015758886789,0.844763243548554,0.22844652025637,0.298183666513227
0.3656968128126,0.158454653354336,0.700235600543444,0.466268787969441,0.945494669702677,0.302031336747353,0.558179760059404,0.195660590900649,0.842985341019577,0.227017489741651,0.29613529296239
0.359756815726877,0.157196202484727,0.697313457114927,0.464252730434948,0.943697739009133,0.299096511753365,0.553516096840349,0.193351532024538,0.841210184269096,0.225609967594912,0.294116871464714
0.35392165501934,0.155959082643197,0.69440643711231,0.462259156197731,0.941865110907655,0.296208899857851,0.548892493307537,0.191087356596239,0.839437823475612,0.224223437610511,0.292127729842547
0.348190097988182,0.154742741428964,0.691514534047476,0.460287644477278,0.939996694663091,0.293367481943728,0.544308977197727,0.18886687923568,0.83766830729316,0.222857400606546,0.290167216278733
0.342560869861323,0.153546645637394,0.68863773805377,0.458337785759815,0.938092413112033,0.290571265380338,0.539765555150849,0.186688953302801,0.835901682892955,0.221511373711034,0.288234698539803
0.337032658819583,0.152370280424994,0.685776036028897,0.456409181401895,0.936152202793585,0.287819283263336,0.535262213710884,0.184552469421006,0.834137996003631,0.220184889684365,0.286329563234916
0.331604120715717,0.151213148517935,0.682929411772453,0.454501443251358,0.934176014070324,0.285110593675916,0.530798920293908,0.182456354063224,0.83237729095013,0.218877496275878,0.284451215108623
0.326273883500449,0.150074769461469,0.680097846118311,0.452614193284747,0.932163811239189,0.282444278970987,0.526375624123866,0.180399568197784,0.830619610691309,0.217588755612542,0.282599076365648
0.321040551366875,0.148954678907779,0.677281317062068,0.45074706326033,0.930115572632077,0.279819445073885,0.521992257136691,0.178381105991415,0.828864996856304,0.21631824361785,0.280772586025988
0.315902708624714,0.147852427939981,0.674479799883757,0.448899694385916,0.928031290705898,0.277235220805213,0.517648734853388,0.17639999356678,0.827113489779727,0.215065549459186,0.278971199308737
0.310858923315932,0.146767582430124,0.671693267265992,0.44707173700071,0.925910972121873,0.27469075722336,0.513344957222709,0.174455287812125,0.825365128535722,0.213830275022024,0.277194387043138
0.30590775058325,0.145699722429224,0.668921689407753,0.445262850270496,0.923754637813887,0.272185226986264,0.509080809434104,0.172546075240661,0.823619950970943,0.21261203440943,0.27544163510545
0.301047735802934,0.144648441587442,0.666165034133956,0.443472701895476,0.921562323045695,0.26971782373196,0.504856162701585,0.170671470897476,0.821877993736493,0.211410453465437,0.273712443880315
0.296277417493146,0.143613346602702,0.663423267000989,0.441700967830138,0.919334077456814,0.26728776147746,0.500670875019212,0.168830617311813,0.820139292318863,0.210225169320952,0.272006327745365
0.2915953300089,0.142594056696103,0.660696351398358,0.439947332014559,0.917069965096944,0.264894274035507,0.496524791888856,0.167022683492706,0.818403881069922,0.209055829960962,0.270322814577909
0.287000006034484,0.141590203112624,0.657984248646598,0.438211486116575,0.914770064448779,0.262536614448737,0.492417747020961,0.165246863966007,0.816671793235977,0.207902093811845,0.268661445282575
0.282489978883898,0.140601428645689,0.655286918091601,0.436493129284305,0.912434468439087,0.2602140544408,0.488349563008969,0.163502377850966,0.814943060985965,0.206763629347702,0.267021773338886
0.278063784619613,0.139627387184286,0.652604317195467,0.434791967908521,0.91006328443794,0.257925883883977,0.484320051978125,0.161788467974591,0.813217715438784,0.205640114714681,0.265403364367769
0.273719963999591,0.138667743281364,0.649936401624051,0.433107715394397,0.907656634246022,0.25567141028284,0.480329016209341,0.160104400022108,0.811495786689821,0.204531237372323,0.263805795716076
0.269457064262233,0.137722171742378,0.647283125331293,0.431440091942194,0.905214654069938,0.253449958273523,0.476376248738818,0.158449461721912,0.809777303836683,0.203436693751029,0.262228656058246
0.265273640758525,0.136790357232865,0.644644440640475,0.429788824336458,0.902737494485468,0.251260869138136,0.472461533934103,0.156822962063478,0.808062295004187,0.202356188924797,0.260671545014272
0.261168258440368,0.135871993904026,0.64202029832251,0.428153645743346,0.900225320388734,0.249103500333922,0.468584648047281,0.155224230546767,0.806350787368614,0.201289436298428,0.259134072783195
0.257139493213649,0.134966785035367,0.63941064767137,0.426534295515688,0.89767831093527,0.246977225036694,0.46474535974595,0.153652616461754,0.804642807181267,0.20023615730845,0.257615859791388
0.253185933164322,0.134074442693486,0.636815436576769,0.424930519005449,0.895096659466994,0.24488143169816,0.460943430622674,0.152107488196725,0.802938379791357,0.199196081137057,0.256116536354936
0.249306179665366,0.133194687406147,0.634234611594196,0.423342067383238,0.892480573427111,0.242815523616715,0.457178615683553,0.1505882325741,0.801237529668237,0.198168944438398,0.254635742355437
0.245498848372158,0.132327247850864,0.631668118012386,0.421768697464562,0.889830274262979,0.240778918521296,0.453450663816568,0.149094254212563,0.799540280423011,0.197154491076585,0.25317312692862
0.241762570113429,0.131471860557225,0.629115899918342,0.420210171542515,0.887145997317008,0.238771048167903,0.449759318240347,0.147624974914362,0.79784665482954,0.19615247187484,0.251728348165164
0.238095991684659,0.13062826962226,0.626577900259984,0.418666257226612,0.884427991705683,0.236791357948416,0.446104316933961,0.146179833076668,0.796156674844863,0.195162644375212,0.250301072823185
0.234497776550383,0.129796226438182,0.624054060906507,0.41713672728751,0.881676520186779,0.234839306511317,0.442485393048392,0.144758283125962,0.79447036162906,0.19418477260836,0.248890976051831
0.230966605461601,0.128975489431882,0.621544322706544,0.415621359507353,0.878891859014927,0.232914365393954,0.438902275300258,0.143359794974446,0.792787735564567,0.193218626872887,0.247497741125508
0.227501176994138,0.128165823815575,0.619048625544206,0.414119936535493,0.876074297785644,0.231016018666006,0.435354688348405,0.141983853497529,0.791108816274973,0.192263983523773,0.24612105918824
0.224100208013477,0.127367001348057,0.616566908393069,0.412632245749363,0.873224139267984,0.22914376258377,0.431842353153932,0.140629958031487,0.789433622643304,0.191320624769465,0.244760629007724
0.220762434071329,0.126578800106033,0.614099109368192,0.411158079120274,0.870341699225999,0.227297105254969,0.428364987324235,0.139297621890426,0.787762172829825,0.190388338477203,0.243416156738636
0.217486609738875,0.125801004265027,0.611645165776232,0.40969723308394,0.867427306229195,0.225475566313722,0.424922305441602,0.137986371901731,0.786094484289357,0.189466917986195,0.242087355694805
0.21427150888136,0.125033403889411,0.609205014163724,0.408249508415514,0.864481301452196,0.22367867660538,0.421514019376931,0.136695747959207,0.784430573788155,0.188556161928264,0.240773946129832
0.211115924878436,0.1242757947311,0.606778590363583,0.40681471010897,0.861504038463836,0.221905977880889,0.418139838589064,0.135425302593166,0.782770457420324,0.187655874055623,0.239475655025822
0.208018670794411,0.123527978036507,0.604365829539911,0.405392647260624,0.858495883005942,0.220157022500418,0.414799470410289,0.134174600556754,0.781114150623817,0.186765863075443,0.238192215889856
0.204978579502293,0.122789760361362,0.601966666231142,0.403983132956645,0.855457212762056,0.218431373145922,0.411492620318486,0.132943218427813,0.779461668196023,0.185885942490894,0.236923368557879
0.201994503765318,0.122060953393009,0.599581034391609,0.402585984164386,0.852388417116379,0.216728602542374,0.408218992196412,0.131730744225647,0.77781302430894,0.18501593044837,0.235668859005689
0.199065316279376,0.121341373779849,0.59720886743157,0.401201021627374,0.849289896903222,0.215048293187398,0.404978288578608,0.130536777042065,0.776168232523972,0.184155649590612,0.234428439166723
0.196189909679592,0.12063084296758,0.594850098255756,0.399828069763823,0.846162064147293,0.213390037089012,0.401770210886385,0.129360926686094,0.774527305806346,0.18330492691546,0.233201866756359
0.193367196514079,0.119929187041925,0.592504659300491,0.398466956568517,0.843005341795112,0.211753435511252,0.398594459651326,0.12820281334182,0.772890256539159,0.182463593639982,0.231988905102455
0.190596109187689,0.119236236577543,0.590172482569432,0.397117513517938,0.839820163437916,0.2101380987274,0.39545073472777,0.12706206723879,0.771257096537081,0.181631485069744,0.230789322981868
0.187875599878436,0.118551826492846,0.587853499667979,0.395779575478508,0.836606973026387,0.208543645780592,0.392338735494661,0.125938328334476,0.769627837059707,0.180808440472984,0.229602894462717
0.185204640429041,0.117875795910455,0.585547641836401,0.394452980617821,0.833366224577564,0.206969704251556,0.389258161047205,0.124831246008302,0.768002488824582,0.179994302959485,0.228429398752134
0.182582222215946,0.117207988023022,0.58325483998172,0.393137570318751,0.830098381874312,0.205415910033272,0.38620871037872,0.123740478766754,0.766381062019901,0.179188919363928,0.227268620049297
0.180007355997927,0.11654824996421,0.580975024708405,0.391833189096325,0.826803918157739,0.203881907112305,0.383190082553055,0.122665693959144,0.7647635663169,0.178392140133541,0.226120347403522
0.177479071746337,0.11589643268456,0.578708126347898,0.390539684517251,0.823483315812927,0.202367347356629,0.380201976867966,0.121606567503567,0.763150010881938,0.177603819219858,0.224984374577213
0.174996418458851,0.115252390832069,0.576454074987038,0.389256907122004,0.820137066048405,0.200871890309713,0.377244093009809,0.120562783622669,0.76154040438829,0.176823813974403,0.22386049991348
0.172558463958452,0.11461598263724,0.574212800495396,0.387984710349373,0.816765668569746,0.199395202990671,0.374316131199874,0.119534034588817,0.759934755027652,0.176051985048139,0.222748526208223
0.170164294679282,0.113987069802426,0.571984232551583,0.386722950463369,0.813369631247725,0.197936959700305,0.371417792332741,0.118520020478294,0.758333070521368,0.175288196294521,0.221648260586529
0.167813015440868,0.113365517395273,0.569768300668538,0.385471486482421,0.80994946978144,0.196496841832816,0.368548778106945,0.117520448934165,0.75673535813139,0.174532314676006,0.220559514383198
0.165503749212115,0.112751193746092,0.567564934217863,0.384230180110752,0.80650570735683,0.195074537693043,0.365708791148282,0.116535034937477,0.755141624670972,0.173784210173858,0.21948210302723
0.163235636866359,0.112143970348985,0.565374062453206,0.382998895671878,0.803038874301013,0.193669742319017,0.362897535126066,0.115563500586439,0.753551876515114,0.17304375570114,0.218415845930143
0.161007836928688,0.111543721766567,0.563195614532753,0.381777500044137,0.799549507732893,0.192282157309694,0.360114714862615,0.114605574883307,0.751966119610755,0.172310827018729,0.217360566377947
0.15881952531663,0.11095032553813,0.561029519540839,0.380565862598179,0.79603815121045,0.190911490657677,0.35736003643627,0.113660993528629,0.750384359486729,0.171585302654263,0.216316091426652
0.156669895075232,0.110363662091114,0.558875706508717,0.379363855136347,0.792505354375162,0.189557456586786,0.354633207278199,0.112729498722598,0.748806601263489,0.170867063823868,0.215282251801165
0.154558156107489,0.109783614655729,0.556734104434514,0.378171351833872,0.788951672593997,0.188219775394313,0.351933936263269,0.111810838973222,0.747232849662593,0.170155994356578,0.214258881797458
0.152483534900969,0.109210069182609,0.554604642302399,0.376988229181835,0.785377666599408,0.186898173297819,0.349261933795225,0.110904768911041,0.745663109015986,0.169451980621331,0.213245819187872
0.150445274251463,0.108642914263374,0.552487249100993,0.375814365931813,0.781783902127767,0.18559238228633,0.34661691188644,0.110011049110153,0.744097383275051,0.168754911456428,0.212242905129442
0.148442632984375,0.108082041053975,0.550381853841045,0.374649643042164,0.778170949556682,0.184302139975787,0.343998584232451,0.109129445915302,0.742535676019463,0.168064678101376,0.211249984075137
0.146474885674539,0.107527343200704,0.548288385572397,0.37349394362588,0.77453938354161,0.183027189468625,0.341406666281523,0.108259731274786,0.740977990465832,0.167381174131002,0.210266903687904
0.144541322365077,0.106978716768776,0.546206773400267,0.372347152899973,0.770889782652212,0.181767279217347,0.338840875299463,0.107401682578983,0.739424329476151,0.166704295391766,0.209293514757403
0.14264124828587,0.106436060173361,0.544136946500869,0.371209158136318,0.767222729008863,0.180522162891971,0.336300930429877,0.106555082504264,0.737874695566052,0.166033939940173,0.208329671119349
