"Ambrosiodmus tachygraphus","Xyleborus germanus","Xyleborus glabratus","Xylosandrus compactus","Xyleborinus saxeseni","Xyleborus posticus","Xyleborus obesus","Xyleborus ferrugineus","Xylosandrus morigerus","Xyleborus seriatus","Euwallacea fornicatus","Sampsonius dampfi","mutillatus","Ambrosiodmus rubricollis","Coptoborus pseudotenuis","Ambrosiodmus obliquus","Xyleborus xylographus","Xylosandrus crassiusculus","Xyleborus affinis","Euwallacea validus"
0.480001553841075,0.531255765770883,0.996205153839973,0.541512934443131,0.541845278699818,0.298287151235187,0.242301518777136,0.616299162597122,0.732243524970176,0.402698543632021,0.592785661126052,0.601052291709001,0.503684904520296,0.627050856169785,0.863859650444711,0.255708551670949,0.893323713455207,0.732363885522867,0.633860211790541,0.723385842957902
0.465657015502223,0.524910440582017,0.995736605970349,0.533580142997167,0.534103897942981,0.29167324640589,0.234550414874369,0.610277482325269,0.725852754557217,0.394257602922727,0.58526212517279,0.585047638370962,0.493257036655786,0.613702217937777,0.855370598086415,0.248634076767819,0.883635126224759,0.72763091363751,0.62949261541295,0.714867287254871
0.451907048940544,0.51879699159354,0.995231469536533,0.525930660179223,0.526639129817897,0.28539115530169,0.227255832873814,0.604451146440802,0.719614371696923,0.386194337586407,0.57798478339795,0.569475332585733,0.483228196719226,0.600693746663395,0.846791181005016,0.241951392280788,0.873599845845481,0.723027465362414,0.625269770998032,0.706523145223138
0.438726053767455,0.512900549073987,0.994688462393294,0.518547828050219,0.519434545360161,0.279415095822843,0.220379474008598,0.598808502297611,0.713521618892742,0.378482912977099,0.570939907986381,0.554337888161684,0.473576796430197,0.588022314204195,0.838133715773394,0.235628455740886,0.863238222060138,0.718546326042978,0.621182390660328,0.698349016755325
0.426088880654819,0.507207618436417,0.994106317808379,0.51141637505748,0.512475102469512,0.273721977671378,0.213887145069771,0.593338927597922,0.707568211163205,0.371099865417317,0.564114881269161,0.539635188402306,0.464282713492491,0.575683767673171,0.829410003215931,0.22963665082545,0.852571571943642,0.714180902874011,0.617222070522615,0.690340578914138
0.413970991721901,0.501705914516482,0.99348378541646,0.504522265677814,0.505746993167604,0.268291052007296,0.207748228935165,0.58803270970691,0.701748289382467,0.364023830037016,0.557498076762101,0.52536489080898,0.455327175987167,0.563673113243977,0.820631329094874,0.223950338965964,0.841622005001148,0.709925152595255,0.61338118026293,0.682493593137391
0.402348577053092,0.496384220324566,0.992819632197347,0.497852570202989,0.499237511626275,0.263103615370114,0.201935234147595,0.582880942463984,0.696056379614419,0.357235306011278,0.551078756121577,0.51152278566834,0.446692656590338,0.551984674825856,0.811808466471935,0.218546479876321,0.830412248945694,0.705773519673651,0.609652769578461,0.674803910608486
0.391198636168362,0.491232266020139,0.992112643476401,0.491395351458745,0.492934939611794,0.258142758173047,0.196423410240275,0.577875437488116,0.690487357497132,0.350716453226961,0.5448469794688,0.498103112253404,0.438362775822022,0.540612230811121,0.802951679672989,0.213404308906319,0.818965478157947,0.701720883166067,0.606030488524802,0.667267476128878
0.380499031636225,0.486240624700679,0.99136162394507,0.485139565839345,0.486828446615697,0.253393150028653,0.191190417980769,0.573008647565804,0.685036416908687,0.344450915491401,0.538793527006916,0.485098836367573,0.430322213567862,0.52954913169718,0.794070729763224,0.2085050614996,0.807305146705089,0.697762510813712,0.602508519312307,0.65988033076612
0.370228520677821,0.481400622254203,0.990565398699372,0.479074976507439,0.480908002436507,0.24884085568098,0.186216045677826,0.568273600170985,0.679699042283017,0.338423666259698,0.532909830229172,0.472501892871702,0.422556628160314,0.518788401035611,0.785174881425528,0.203831736896309,0.795454827633723,0.693894019197479,0.599081517622016,0.6526386135009
0.360366769510222,0.476704259039477,0.989722814294124,0.4731920769824,0.475164300369457,0.244473176506179,0.181481964276846,0.563663839528047,0.674470984053908,0.332620873550064,0.527187911313935,0.460303396682041,0.415052582355136,0.508322821855443,0.776272911125194,0.199368894689153,0.783438060060575,0.690111339001585,0.595744561877656,0.645538562056345
0.350894354275352,0.472144141564976,0.98883273981061,0.467482023640198,0.469588689476231,0.240278513479577,0.176971515243087,0.559173375915579,0.66934823679318,0.327029781276304,0.521620329540967,0.448493825531536,0.407797475589704,0.498145010440394,0.767373116438292,0.195102479007518,0.771278205372624,0.68641068460537,0.592493109203597,0.638576513060381
0.341792751663006,0.467713422661588,0.98789406793534,0.461936575890637,0.464173114660837,0.236246248250211,0.172669526261749,0.554796641136905,0.664327019679972,0.321638604681062,0.516200133755953,0.43706317756511,0.400779481959646,0.488247479105427,0.758483326418393,0.191019666035689,0.758998313622688,0.682788527360371,0.58932295703043,0.631748901665712
0.33304432173332,0.463405748903696,0.986905716047482,0.456548042995293,0.458910063484065,0.232366639557519,0.168562150620901,0.55052844926676,0.659403758995773,0.316436437924719,0.510920820066875,0.426001106603945,0.39398749339848,0.478622689412437,0.749610912876354,0.187108731319452,0.746621000974855,0.679241572019994,0.58623020949432,0.625052260730475
0.324632284951774,0.4592152142426,0.985866627312479,0.45130923665129,0.453792518817549,0.228630732701998,0.164636726825928,0.546363961931652,0.654575072387024,0.31141317218961,0.505776294083703,0.415297037674126,0.387411067590379,0.469263097084464,0.740762802449831,0.183358933919621,0.734168338823062,0.675766735877912,0.583211247924038,0.618483219645125
0.316540695048346,0.455136318986083,0.984775771779302,0.446213428599238,0.448813916576932,0.225030280167406,0.160881655553501,0.542298657501771,0.64983775467597,0.306559422910606,0.500760837118147,0.404940265158472,0.381040380188695,0.460161189719653,0.731945489342793,0.179760414961653,0.72166175498172,0.672361130243505,0.580262704828715,0.612038502876628
0.308754408985669,0.451163933396507,0.98363214747874,0.441254312623892,0.443968107887985,0.221557671805493,0.157286291513102,0.538328303670735,0.645188765032575,0.30186646495156,0.495869075847117,0.394920035701986,0.374866180952154,0.451309518267308,0.723165048620139,0.176304108530702,0.70912194713449,0.669022043941598,0.57738144089593,0.605714928289135
0.301259055055219,0.447293265293491,0.98243478152006,0.436425970407803,0.439249325134438,0.21820587325036,0.153840848163942,0.534448932980317,0.640625215347051,0.297326174720481,0.491095955015793,0.385225617784683,0.36887975344671,0.442700723106668,0.71442714994829,0.172981663189435,0.696568808530375,0.665746928572104,0.574564524588523,0.599509405290418
0.294040999904813,0.443519831140904,0.981182731183339,0.431722840774812,0.434652151415414,0.214968371439678,0.150536313549861,0.530656820914047,0.636144359664939,0.292930978361332,0.486436712816498,0.375846359672684,0.363072877994048,0.434327555462312,0.705737071679057,0.169785372665965,0.684021365738335,0.662533385305161,0.571809213993087,0.593418932845144
0.287087315125805,0.439839430175553,0.979875085004695,0.427139691924583,0.430171493006675,0.211839126293384,0.147364375776558,0.526948466239037,0.631743584565416,0.288673805282005,0.48188685863014,0.366771737270599,0.357437797577766,0.426182894796548,0.697099715180941,0.166708114482425,0.671497728114908,0.659379153020415,0.569112940626269,0.587440597389229
0.280385743886842,0.43624812119953,0.978510963851643,0.422671596313542,0.425802554475604,0.208812527743955,0.14431735687397,0.523320573321544,0.627420400379392,0.284548046380479,0.477442152859534,0.357991393225896,0.351967186445528,0.418259762737213,0.688519619329212,0.163743295480021,0.659015048505098,0.656282097626763,0.566473294949068,0.581571570673764
0.273924667986887,0.432742201712176,0.977089521985745,0.418313907883442,0.421540816146987,0.205883357431846,0.141388153969529,0.519770036180508,0.623172433157343,0.28054751641784,0.47309858861996,0.349495168478996,0.346654121170208,0.410551334027556,0.680000975073335,0.16088480335073,0.646589494585649,0.653240202421896,0.56388801337592,0.575809107562251
0.267693075608219,0.429318189102921,0.975609948109699,0.414062241377741,0.417382013656533,0.203046754479318,0.138570186851685,0.516293924075797,0.618997417308303,0.276666420060306,0.468852375082838,0.341273127310845,0.341492053955361,0.403050944922091,0.671547640007607,0.158126963414976,0.634236230171456,0.650251559370457,0.561354966595959,0.570150543800843
0.261680529976354,0.425972803664439,0.974071466396011,0.409912453519165,0.413322119363092,0.200298184839524,0.13585735113259,0.512889468455383,0.614893188841132,0.272899321174956,0.464699922294463,0.333315576811985,0.336474787990597,0.395752099397351,0.663163152878002,0.155464499992953,0.621969405739578,0.647314361195953,0.558872149049463,0.564593293777923
0.255877139074806,0.422702953217856,0.972473337494362,0.405860625850233,0.40935732541949,0.197633413788008,0.133243976328259,0.509554051108901,0.610857679147596,0.269241115017256,0.460637827313984,0.325613081582736,0.331596454680629,0.388648473498429,0.654850747965172,0.152892501808562,0.609802157379632,0.644426894195471,0.556437669424136,0.559134848286473
0.250273526515613,0.419505719169138,0.970814859514804,0.40190304906288,0.405484028326793,0.195048481183178,0.130724788267337,0.506285193394877,0.606888909273944,0.265687002994221,0.456662861533954,0.318156474372122,0.326851492588223,0.381733918100174,0.646613369290306,0.150406390942053,0.597746613352776,0.641587531698023,0.554049742054084,0.553772772300357
0.244860803629347,0.416378343839139,0.969095368983917,0.39803620866431,0.401698814818135,0.192539679172603,0.128294875318443,0.503080546425743,0.602984984633912,0.262232469726283,0.452771959063153,0.310936863272554,0.322234627946129,0.37500246032523,0.638453684596906,0.148001894912833,0.585813907431919,0.63879472809741,0.551706679119839,0.548504702773542
0.239630542809057,0.413318218929731,0.967314241771066,0.394256771844294,0.397998448936675,0.19010353206474,0.125949657993307,0.499937882109253,0.599144090121422,0.258873262164805,0.448962206065641,0.303945636007053,0.317740856606449,0.368448303828997,0.630374099067658,0.145675021529504,0.574014198201248,0.636047013399106,0.54940688356098,0.54332834646963
0.234574752119737,0.410322875005556,0.965470893981946,0.390561575424843,0.394379860188171,0.187736778122138,0.123684861540398,0.496855084957312,0.595364485585944,0.25560537055134,0.445230830962246,0.297174461774939,0.313365427307977,0.362065828133639,0.622376768741261,0.143422036191593,0.56235669351144,0.633342988228066,0.547148842624113,0.538241477827617
0.229685851167261,0.4073899718856,0.963564782816625,0.386947614786773,0.39084013266244,0.185436353063352,0.121496491192949,0.493830144583911,0.591644501637535,0.252425011030053,0.441575195411381,0.290615291059536,0.30910382615293,0.355849587168784,0.614463613599453,0.141239441367973,0.550849679315773,0.630681319250728,0.54493112197865,0.53324193686856
0.224956648207302,0.404517289851525,0.961595407389345,0.383412033679564,0.387376495029993,0.183199375087504,0.119380809777626,0.490861148823137,0.587982535752136,0.24932860974664,0.437992785995374,0.284260353746617,0.304951762194344,0.349794307155271,0.606636330299375,0.139123958011741,0.539500552149894,0.628060734969965,0.542752360341074,0.528327627146848
0.220380318464627,0.401702721590622,0.959562309507393,0.379952114831232,0.383986311330572,0.181023131258427,0.117334317426476,0.487946277406191,0.584377048650793,0.246312788286187,0.434481206546589,0.278102155854286,0.300905154044264,0.343894883949672,0.598896404531059,0.137072508701214,0.528315854562005,0.625480021856551,0.54061126455554,0.523496513748858
0.215950383625861,0.398944264800764,0.957465074406445,0.376565271284003,0.380667072479471,0.178905065105131,0.115353733166278,0.485083796143342,0.58082656092924,0.243374350319045,0.431038171054742,0.272133475132931,0.296960117420895,0.338146379951137,0.591245122983954,0.135082202322436,0.517301312849123,0.622938020784804,0.538506605084819,0.518746621341089
0.211660692463552,0.396240015393004,0.955303331439817,0.373249038389519,0.377416388425515,0.176842765312483,0.113435978186564,0.48227205156276,0.577329649916639,0.240510269338351,0.427661497103015,0.266347355757181,0.293112953560119,0.332544020657937,0.583683584910283,0.133150320130896,0.506461876507014,0.620433623743709,0.536437211870935,0.514076032269231
0.207505402545929,0.393588161234688,0.953076754719202,0.370001066404268,0.374231980901593,0.174833955390799,0.111578160611223,0.4795094659635,0.573884946744433,0.237717677385556,0.424349099786068,0.260737102299816,0.289360138423341,0.327083190948837,0.576212713276452,0.131274303049396,0.49580175885515,0.617965770797948,0.534401970529497,0.509482884709115
0.203478962984615,0.390986976382206,0.950785063704514,0.366819113632089,0.371111676714823,0.172876484225989,0.109777561619036,0.476794532844514,0.570491133608127,0.234993854671522,0.421098986067848,0.255296273149698,0.285698312639563,0.32175943115365,0.568833265496873,0.129451740075764,0.48532447835216,0.615533447276046,0.532399818845757,0.504965370870059
0.199576098171505,0.388434815758056,0.948428023740622,0.363701040066031,0.3680534015289,0.170968317423067,0.108031622776381,0.474125812675638,0.567146941206466,0.232336220010547,0.417909249541388,0.250018673511625,0.282124272124947,0.316568432968068,0.561545843747372,0.127680357688673,0.47503290017084,0.613135681165253,0.530429743543984,0.50052173525077
0.195791792455818,0.385930110231707,0.946005446538811,0.360644801486625,0.36505517409594,0.169107529365701,0.106337934460876,0.471501928980069,0.563851146343988,0.229742321993383,0.414778065556527,0.244898348105004,0.278634959327998,0.311506035259717,0.554350904857802,0.125958010152514,0.464929277653916,0.610771540694889,0.528490777304808,0.496150272947652
0.19212127571274,0.383471362068013,0.943517190601007,0.357648443977908,0.362115100899456,0.16729229592297,0.104694225268358,0.468921564700989,0.560602569684205,0.227209830832921,0.411703686684846,0.239929573660066,0.275227455052914,0.306568219805365,0.547248769785714,0.124282670633371,0.455015293321753,0.608440132091803,0.526581996007908,0.491849328015133
0.188560009755999,0.381057140710677,0.94096316158487,0.354710098826295,0.359231371173832,0.165520887742069,0.10309835230751,0.466383458827792,0.557400073641869,0.224736530823014,0.408684438494077,0.235106851294627,0.271898970817652,0.301751106993099,0.540239632674856,0.122652423047874,0.445292099150564,0.606140597493191,0.524702516179806,0.487617291877412
0.185103675547975,0.378686078871577,0.938343312608051,0.351827977770747,0.356402252269053,0.163791664072267,0.101548292296902,0.463886403259799,0.55424256040382,0.222320313356858,0.405718715606897,0.230424898840825,0.268646841706873,0.297050951517976,0.533323569503919,0.121065454575188,0.435760355883981,0.60387211300354,0.522851492628633,0.483452601790868
0.181748161162495,0.376356868899693,0.935657644490037,0.349000368575717,0.353626085332423,0.162103067071202,0.100042133388414,0.461429239887544,0.551128970068837,0.219959170456732,0.402804978021348,0.22587864317958,0.265468519683283,0.292464138095056,0.52650054633243,0.119520048769943,0.426420271181923,0.601633886883738,0.521028116249563,0.47935373935623
0.178489550457158,0.374068259405972,0.932906205930182,0.34622563090097,0.350901281281669,0.160453616549759,0.0985780676490947,0.45901085787365,0.548058278897785,0.217651188771551,0.399941747672275,0.221463212630443,0.262361567323815,0.28798717720976,0.519770427151879,0.118014579220449,0.41727163644826,0.599425157861532,0.519231611986277,0.475319229079513
0.175324112413883,0.37181905212279,0.930089093620678,0.343502192444812,0.348226317046226,0.15884190511626,0.0971543841406593,0.456630191117026,0.545029497666068,0.215394544002953,0.397127605215012,0.217173929435875,0.259323651949913,0.283616700922045,0.513132981351231,0.116547503702403,0.408313862212972,0.597245193553582,0.517461236935263,0.471347636980625
0.172248291108278,0.369608098978698,0.927206452293402,0.340828545339375,0.345599732055614,0.157266593684681,0.0957694625421487,0.454286215885655,0.542041670111122,0.213187495724378,0.394361187014276,0.213006302371591,0.256352540123591,0.279349458737906,0.506587890806804,0.115117358783408,0.399546011975147,0.595093288990238,0.515716278581034,0.467437569248506
0.169258696270335,0.367434299370984,0.924258474699749,0.338203242778531,0.343020124955725,0.155726407315199,0.0944217672668341,0.451977948604626,0.539093871468252,0.211028382560922,0.391641182322708,0.208956019508265,0.253446092483272,0.275182313559174,0.500134756607194,0.113722754838183,0.390966834440492,0.59296876523501,0.513996053151518,0.463587670941594
0.166352094400916,0.365296597620233,0.921245401522758,0.335624895860737,0.340486150535578,0.154220131358452,0.0931098420294287,0.449704443787264,0.536185207088712,0.208915617700801,0.388966330634894,0.205018941144489,0.25060225889543,0.271112237720366,0.493773105424481,0.112362371438393,0.382574794111138,0.590870968091426,0.512299904083869,0.459796624732389
0.163525400410374,0.363193980592486,0.918167521221008,0.333092170630662,0.337996516848606,0.152746607877749,0.0918323048240473,0.447464792098343,0.533314811134395,0.206847684711888,0.386335419203907,0.201191092926301,0.247819073899982,0.267136309119426,0.487502395543346,0.111034953084581,0.374368100206498,0.588799266890615,0.510627200591888,0.456063149694867
0.160775669747529,0.361125475475956,0.915025169803971,0.330603785304829,0.335549982513957,0.151304732325921,0.0905878432772712,0.445258118539318,0.530481845343972,0.204823133639253,0.383747280708529,0.197468659164687,0.245094652429083,0.263251707447611,0.481322022560048,0.109739305250912,0.366344733912129,0.586753053353581,0.508977336327034,0.452386000133477
0.158100090989025,0.359090147700392,0.911818730538692,0.328158507667798,0.333145354184514,0.149893450455731,0.0893752103441524,0.443083580746424,0.527685497865723,0.202840577361746,0.381200791060297,0.193847976359145,0.242427185780558,0.259455710522348,0.475231324763396,0.10847429071623,0.358502473968981,0.58473174052261,0.507349728125752,0.448763964452469
0.155495978860827,0.357087098988272,0.908548633587883,0.325755152626524,0.330781484169496,0.148511755444759,0.0881932203180993,0.440940367393272,0.524924982152688,0.200898688187659,0.378694867340446,0.190325526932689,0.239814937828645,0.255745690725726,0.469229588209947,0.107238826157522,0.350838920628493,0.582734761756782,0.505743814836486,0.44519586406427
0.152960767665304,0.355115465527927,0.905215355579679,0.323392579911565,0.328457268200499,0.14715868521744,0.0870407451283547,0.438827696690309,0.522199535916079,0.198996194671216,0.376228465857604,0.186897933181254,0.237256241456054,0.252119111550269,0.463316051505704,0.106031878984083,0.343351518009753,0.580761569786949,0.50415905622035,0.441680552335678
0.150492005088928,0.353174416259564,0.90181941910956,0.321069691914761,0.326171643330766,0.145833319948527,0.0859167109012569,0.436744814974122,0.519508420133239,0.197131878633258,0.373800580317878,0.183561951438609,0.234749495192533,0.248573524252795,0.45748991030651,0.104852464392757,0.336037574903776,0.578811635825954,0.502594931919945,0.438216913570635
0.148087346367151,0.35126315126594,0.898361392175071,0.318785431653822,0.323923585958325,0.144534779733679,0.0848200947636941,0.4346909953802,0.516850918106689,0.195304572370885,0.371410240099599,0.180314466456221,0.232293160046268,0.245106564616434,0.451750321549271,0.103699642626399,0.328894284076931,0.5768844487302,0.501050940491287,0.434803862028351
0.145744548784455,0.349380900260109,0.894841887544243,0.316538780855065,0.321712109964365,0.143262222414156,0.0837499218691539,0.432665536593244,0.514226334571069,0.193513156042131,0.369056508625646,0.177152485996208,0.229885756515444,0.241715949820278,0.446096407425927,0.102572516419373,0.321918740130949,0.574979514209026,0.499526598494252,0.431440340975605
0.143461466488942,0.34752692116332,0.891261562058738,0.314328758146215,0.319536264958948,0.142014841543767,0.0827052626285533,0.430667761669657,0.511633994845022,0.19175655521291,0.366738481826799,0.174073135634446,0.227525861768225,0.238399475415651,0.440527259111937,0.101470228615324,0.315107955980954,0.573096354078579,0.498021439637321,0.428125321772033
0.141236045602126,0.345700498766698,0.887621115873004,0.31215441735182,0.317395134626743,0.140791864487229,0.0816852301296438,0.428697016927217,0.509073244025276,0.190033738554524,0.36445528669009,0.171073653770013,0.225212106980284,0.235155012407548,0.435041940260765,0.100391959943798,0.30845887801574,0.571234505557201,0.496535013972765,0.424857802987281
0.139066319605798,0.343900943470869,0.883921291630843,0.310014845884438,0.31528783516606,0.139592550640064,0.0806889777302287,0.426752670897388,0.506543446220371,0.188343715680991,0.362206079886573,0.168151386836464,0.222943174819795,0.231980504439472,0.429639490275605,0.0993369269434821,0.301968400006219,0.569393520599543,0.495066887138721,0.421636809548893
0.136950404988982,0.342127590098149,0.880162873581034,0.307909163225231,0.313213513814994,0.138416189760989,0.0797156968117337,0.424834113336042,0.504043983821692,0.186685535116325,0.359990046473378,0.165303784709904,0.220717797070511,0.228873965079612,0.424318927369276,0.0983043800208661,0.295633375828815,0.567572965266834,0.493616639644916,0.418461391919857
0.134886497139085,0.34037979677236,0.876346686633796,0.305836519488142,0.311171347458929,0.137262100408525,0.0787646146808461,0.42294075428873,0.501574256809571,0.18505828238268,0.357806398665276,0.162528396308384,0.218534752384246,0.225833475206099,0.419079251422901,0.0972936016341317,0.289450631070579,0.565772419130964,0.492183866199023,0.415330625304758
