"Xyleborus seriatus","Euwallacea validus","Xyleborus obesus","Ambrosiodmus rubricollis","Ambrosiodmus tachygraphus","Xylosandrus crassiusculus","Xyleborus ferrugineus","Xyleborus posticus","Xyleborinus saxeseni","Coptoborus pseudotenuis","Xylosandrus morigerus","Sampsonius dampfi","Xyleborus glabratus","Xylosandrus compactus","Ambrosiodmus obliquus","mutillatus","Xyleborus xylographus","Euwallacea fornicatus","Xyleborus germanus","Xyleborus affinis"
0.476676941502426,0.837376629555596,0.323774456932218,0.749200491877007,0.627201414021249,0.779917764949982,0.679400546208547,0.366096845704671,0.594468267784775,0.924777450039434,0.779730011580488,0.730493355671045,0.99898361116285,0.624619349577088,0.328618319978952,0.632210288496033,0.949286292328891,0.679584070875845,0.600382494230951,0.664569449561253
0.464070748488577,0.828211374306475,0.310345258239832,0.733302681829294,0.607192697674496,0.773759666032539,0.671198446702785,0.355435983037001,0.583903777952669,0.917367351131833,0.771701632690312,0.711291447397355,0.998791545921611,0.613561124395481,0.316726642628202,0.617519708596105,0.942139345179887,0.66937265069832,0.591342982012108,0.658615754652235
0.452188154724983,0.819169445659477,0.297929402637367,0.717687447755732,0.587927766275488,0.767823292719954,0.663342564662929,0.345481787735614,0.573839006814037,0.909752805516937,0.763919805929363,0.692400243005693,0.998576620690444,0.602991807848918,0.305693997550277,0.603422616523293,0.934518012180551,0.659564131767573,0.582734997790369,0.65293759971005
0.440965143583841,0.810252606497061,0.286419246598024,0.702371865953766,0.569397768404101,0.762091823302489,0.655805254377433,0.336161683292213,0.564233590824237,0.901950550082136,0.756369555787638,0.673860464799157,0.998337550284102,0.592874941084895,0.295429188385007,0.589887691718221,0.926434085368943,0.650130554669103,0.574521683377611,0.647510204770651
0.430345337028203,0.801462035486176,0.275721590288393,0.687369012575841,0.55158898020352,0.756550424585836,0.648562176418573,0.327413088993355,0.555051854449951,0.893976803449872,0.749037383299124,0.65570482173572,0.998073053215037,0.583177992142401,0.285853610230044,0.576885364119925,0.917901554739448,0.641046856710126,0.566670754401571,0.642312068111679
0.420278851456043,0.79279841821611,0.265755372908159,0.672688531786258,0.534484023271422,0.751185936176952,0.641591773719453,0.319181709373894,0.546262098270092,0.885847259423581,0.741911060106835,0.637958970115399,0.997781852443764,0.57387179685535,0.276899132843694,0.564387760959712,0.90893644471502,0.632290466029066,0.559153760475924,0.637324403108876
0.410721359179867,0.784262023084817,0.256449788628392,0.658337129729125,0.51806285159676,0.745986616778935,0.634874849916722,0.311420170605513,0.537836020041942,0.877577080398161,0.734979459449543,0.620642397406554,0.997462676150792,0.564930098875725,0.268506399686589,0.552368638905578,0.899556638457606,0.623840967497534,0.551945491472685,0.632530692352211
0.401633312562315,0.775852764940669,0.24774273773828,0.644319004335143,0.502303547562886,0.740941938166838,0.62839422649871,0.304086923050579,0.529748239453632,0.869180891381376,0.728232416084989,0.60376922874809,0.997114258530844,0.556329167866793,0.260623449980947,0.540803307637165,0.889781691860657,0.615679825169464,0.545023496154827,0.627916330669152
0.392979298035488,0.767570258789435,0.239579546483961,0.630636219391221,0.48718296048859,0.736042416283959,0.622134461424349,0.297145350303011,0.52197590465549,0.860672775075364,0.721660609161633,0.587348957426653,0.996735340609762,0.548047480025818,0.253204594036702,0.529668549092837,0.87963263937617,0.607790149778486,0.538367688271531,0.623468336435571
0.384727494733649,0.75941386536435,0.231911903497849,0.617289030041756,0.472677215643081,0.731279471564342,0.616081616224723,0.290563040058188,0.514498363960236,0.852066268318778,0.715255463486972,0.571387102001459,0.996324671084232,0.540065448802473,0.246209488876037,0.518942535331616,0.869131794038064,0.600156502494162,0.531960021488345,0.619175115957534
0.376849218054236,0.751382729975467,0.224696971778992,0.604276165881829,0.458762116997222,0.726645312503832,0.610223061731439,0.284311183003641,0.507296889966385,0.84337436007724,0.709009065688681,0.555885793755668,0.995881007184239,0.532365196408613,0.239602373539265,0.508604747029482,0.858302544161248,0.592764728137023,0.525784219038626,0.615026269543601
0.369318532669591,0.743475815765968,0.217896643718199,0.59159507697395,0.445413463036222,0.722132837899763,0.604547314865722,0.278364073861731,0.500354446216639,0.834609491083653,0.702914092540852,0.540844298835422,0.995403115557951,0.524930358752054,0.233351432644095,0.498635893970531,0.847169149229479,0.585601812533157,0.519825547278845,0.611012430651983
0.362111922715416,0.735691932282277,0.21147691327941,0.579242147426628,0.432607291651428,0.71773555421211,0.599043900617696,0.272698694595099,0.493655488642432,0.825783555164202,0.696963749309483,0.526259479847179,0.994889773178542,0.517745917965924,0.227428263675377,0.489017838422263,0.835756537443185,0.578655759805185,0.514070624768455,0.607125131516482
0.355208009345506,0.728029760093791,0.205407344608679,0.567212880584428,0.420320067358087,0.713447505271407,0.593703234616045,0.26729436418784,0.487185795665894,0.816907902235877,0.691151716412823,0.512126201873295,0.9943397682723,0.510798057880988,0.221807428719877,0.479733521947231,0.824090107290308,0.571915486247504,0.508507260320041,0.603356690148959
0.348587307753801,0.720487872064198,0.199660620387194,0.55550205937393,0.408528821771283,0.709263212142831,0.588516522651089,0.262132442745151,0.480932322070287,0.807993342923731,0.685472103030782,0.498437687883457,0.993751901267225,0.504074038696012,0.216466075367776,0.470766895963011,0.812195535338732,0.565370728089404,0.503124314846578,0.599700114733692
0.342232017260632,0.713064751770562,0.194212156432571,0.544103884912748,0.397211256343677,0.705177621402271,0.583475674251365,0.257196080196598,0.474883072708065,0.799050154718194,0.679919406559873,0.485185828408643,0.993124985761146,0.497562087808697,0.211383614593497,0.462102856192125,0.800098592238662,0.559011960959971,0.497911582888455,0.596149022274154
0.336125839239608,0.705758809481947,0.189039771578117,0.533012096107991,0.386345814765505,0.70118606042451,0.578573227983363,0.252470001846642,0.469026992862683,0.790088089572683,0.674488477015277,0.472361450141227,0.992457849508277,0.491251304325906,0.206541445830971,0.453727181023947,0.787824968678064,0.552830329269361,0.492859690517659,0.592697568998196
0.330253818598599,0.698568396041497,0.184123403870584,0.522220072637698,0.375911731097636,0.697284198551716,0.573802286588068,0.247940324537054,0.463353872667697,0.781116382827864,0.669174485643378,0.459954547859475,0.991749335422997,0.485131575212893,0.201922721339235,0.445626473728003,0.775400112764816,0.546817584038317,0.487960006950842,0.589340390525094
0.324602205277662,0.691491814940825,0.179444865735958,0.511720923416826,0.365889058607728,0.69346801322079,0.569156460416976,0.243594398376228,0.457854263452092,0.772143763340113,0.663972897136705,0.447954483771126,0.990998302599504,0.479193501393458,0.197512143436646,0.437788108402309,0.762849080025697,0.540966027961016,0.483204567700772,0.586072550184669
0.319158332829849,0.684527332830689,0.17498763205649,0.501507562392952,0.356258683369875,0.689733760294541,0.564629817906666,0.23942066992879,0.452519404252356,0.763178464686852,0.658879444946303,0.436350158047441,0.990203627345885,0.47342833239631,0.193295789357913,0.430200179504149,0.750196396924341,0.5352684666899,0.478586007489415,0.58288949418175
0.313910511639161,0.677673188674921,0.170736656147115,0.491572773291304,0.347002325937721,0.686077947974212,0.560216842051545,0.235408563503635,0.447341157030355,0.754228237319836,0.653890109269644,0.425130153990196,0.989364204231045,0.46782790837244,0.189260959426478,0.422851454788623,0.737465938516441,0.529718165495919,0.474097501459492,0.579787012538583
0.308847934727499,0.670927601724104,0.16667820946726,0.481909264730242,0.338102533782749,0.682497313777288,0.555912392011511,0.231548377773329,0.442311949377624,0.745300361538415,0.649001097359726,0.41428286094995,0.988478947142797,0.462384608495288,0.185396044988003,0.415731331468428,0.724680820588164,0.524308810591854,0.469732713472871,0.576761204938018
0.303960594427849,0.664288778459989,0.162799741594921,0.472509716953643,0.329542666680898,0.678988804150362,0.551711669134425,0.227831195435836,0.437424723683193,0.736401661157713,0.64420882585619,0.403796577801728,0.98754679035535,0.457091304908822,0.181690413158443,0.408829795403727,0.711863306369086,0.519034474516378,0.465485750487094,0.5738084507427
0.299239208468656,0.657754918640448,0.15908975755525,0.463366821272847,0.321306876812841,0.675549556356633,0.547610186789743,0.224248804015782,0.432672891902909,0.727538517751177,0.639509904884633,0.393659599488979,0.986566689604309,0.45194132151497,0.178134305933248,0.402137383131542,0.699034727678838,0.5138895850672,0.461351122166132,0.570925382588134
0.294675154235576,0.651324220556827,0.155537710060417,0.454473313175583,0.313380085000477,0.67217688233459,0.543603743504814,0.220793626216312,0.428050295200514,0.7187168853526,0.634901123707801,0.383860288871222,0.985537623167223,0.446928396996546,0.174718751606105,0.395645146548168,0.686215420160521,0.508868897346761,0.457323705015991,0.568108863046944
0.290260410160461,0.644994885600492,0.152133904600623,0.445821999940221,0.305747954221351,0.668868254271271,0.539688398973666,0.217458658488939,0.423551167840197,0.709942305509228,0.6303794377435,0.374387135856795,0.984458592947619,0.44204665155895,0.171435486774733,0.389344620064675,0.673424672076046,0.503967468546499,0.45339871044618,0.565355963942666
0.28598750334059,0.638765122222536,0.148869415643391,0.437405783489126,0.298396861312937,0.665621291672148,0.535860452572746,0.214237416699109,0.419170104801213,0.70121992258468,0.625941956790079,0.365228805570141,0.983328625560382,0.437290556946856,0.168276887482057,0.38322779006353,0.660680685989936,0.49918063514809,0.449571656249183,0.562663947957771
0.281849462619365,0.6326331493597,0.145736012461799,0.429217679122898,0.291313867591042,0.662433749741766,0.532116424071812,0.211123887938632,0.414902032661082,0.692554499217831,0.621585934322189,0.356374177092672,0.982146773416284,0.432654909353299,0.165235908264738,0.377287066493377,0.64800055254888,0.49450399226402,0.445838341065552,0.560030252235284
0.277839776467398,0.626597199390217,0.142726093332164,0.421250830696537,0.284486688953485,0.659303508916,0.528453036272939,0.208112487679746,0.410742183357451,0.683950431851509,0.617308757737895,0.347812374126947,0.980912115803338,0.428134804890281,0.162306028066615,0.3715152564484,0.635400235473547,0.489933374877054,0.442194821465114,0.55745247371855
0.273952355093828,0.620655520675301,0.139832627025562,0.413498522727637,0.277903665915645,0.656228565409195,0.524867199348156,0.205198021585011,0.406686070492312,0.675411766252501,0.613107939453819,0.339532788764324,0.979623759962675,0.423725617333754,0.159481202129141,0.365905539588239,0.622894566815424,0.485464840769569,0.438637391327382,0.554928356011292
0.270181496294604,0.61480637973508,0.137049100671948,0.40595418986453,0.271553733923214,0.653207022658269,0.521355996677778,0.202375651386919,0.402729467887429,0.666942212951982,0.608981108758199,0.33152509938517,0.978280842156489,0.419422977893028,0.156755819100082,0.3604514452639,0.610497251492466,0.481094654960599,0.435162563248377,0.552455777571453
0.266521854609805,0.609048063101825,0.134369473205648,0.398611424087666,0.265426394205525,0.650237083561745,0.517916672018169,0.199640864334703,0.398868390138293,0.658545162542908,0.604926004343064,0.323779283586742,0.976882528725627,0.415222756786434,0.154124662710104,0.355146831224282,0.59822088010091,0.476819275491211,0.431767051738349,0.550032741078604
0.262968413417728,0.603378878888166,0.131788133710802,0.391463979969745,0.25951168536652,0.647317043425159,0.514546617850252,0.196989445776113,0.39509907494652,0.650223700778064,0.600940467446371,0.316285626915335,0.975428017134297,0.411121046432183,0.15158287745811,0.349985863786797,0.58607694900375,0.472635340418523,0.428447758006315,0.547657363836829
0.25951645964106,0.597797158103503,0.129299864078367,0.384505778278107,0.253800155857085,0.644445283535719,0.511243364779344,0.194417454501283,0.391417967038536,0.641980623419326,0.597022435543267,0.309034728075006,0.973916536999364,0.407114146086763,0.14912593782323,0.344962999363997,0.574075886716422,0.468539655895474,0.425201756154157,0.545327869093669
0.256161560781212,0.592301255747908,0.126899805465323,0.377730908166249,0.248282837429678,0.641620265298889,0.508004571873262,0.191921200526076,0.387821703502316,0.633818450795199,0.593169936532783,0.302017501193477,0.972347351101668,0.403198547783273,0.14674962058665,0.340072967246045,0.562227085644312,0.464529185228,0.422026280625756,0.543042578171553
0.252899544031981,0.586889551709413,0.124583428114075,0.371133628169108,0.242951219641985,0.638840524877921,0.504828017839759,0.189497225035014,0.384307100394447,0.625739442029783,0.589381083372487,0.295225175645541,0.970719756376768,0.3993709234395,0.144449979901973,0.335310753546371,0.550538938272003,0.460601038813882,0.418918714776183,0.540799903321606
0.249726477253889,0.581560451487604,0.122346504147559,0.36470836618868,0.237797225449254,0.636104668284548,0.50171159295636,0.187142282240313,0.380871140487546,0.617745608912074,0.585654069118955,0.288649293864111,0.969033084882519,0.395628113020591,0.142223324800059,0.330671586224849,0.539018876958186,0.456752464878394,0.415876580442659,0.538598341221252
0.246638651616709,0.576312386763802,0.120185083004827,0.358449718631874,0.232813187903556,0.633411366875271,0.498653291676163,0.184853322944675,0.377510962043344,0.609838729379769,0.58198716233663,0.282281707507853,0.967286704740867,0.391967113654259,0.140066198854777,0.326150921109328,0.527673416550401,0.452980840931421,0.412897528413381,0.536436467046827
0.243632565740279,0.571143815835844,0.118095469224214,0.352352448841034,0.227991827961566,0.630759353212978,0.49565120584208,0.182627479622187,0.374223848510056,0.602020360596657,0.578378702841681,0.276114572301073,0.965480021051286,0.388385069607866,0.137975361770696,0.321744428842432,0.516508199098145,0.449283665878972,0.40997932970273,0.534312929060934
0.240704911183402,0.56605322393344,0.116074202317557,0.346411484938686,0.223326233389525,0.628147417258328,0.492703518449868,0.180462052854612,0.371007219054165,0.594291851607149,0.57482709775108,0.270140341815277,0.963612476773245,0.384879263046679,0.135947772683596,0.317447982686138,0.505528040009511,0.445658552729283,0.407119867552117,0.532226443661495
0.237852559147722,0.561039123428301,0.114118038510416,0.340621917191702,0.218809838744268,0.625574402859328,0.48980849790703,0.178354498980168,0.36785861984683,0.586654355555576,0.571330817810193,0.264351760421675,0.961683553575178,0.381447105501324,0.133980574990279,0.313257647121862,0.494736975063689,0.442103221840043,0.404317130085019,0.530175790845792
0.235072548278399,0.556100053951667,0.112223934150346,0.334978994985656,0.214436406401861,0.623039204511054,0.486964492740582,0.176302418828978,0.364775716033922,0.579108841461579,0.567888393974991,0.258741855609186,0.959692772647413,0.378086129980099,0.132071082546391,0.309169667188554,0.484138307758097,0.438615494658876,0.401569203552882,0.528159810048217
0.232362073456498,0.551234582430456,0.110389030608872,0.329478123487665,0.210200008600064,0.620540764360536,0.48416992671186,0.174303547434186,0.361756284326339,0.571656105546233,0.56449841422735,0.25330392983248,0.957639695476584,0.374793983668566,0.130216767090107,0.305180458505762,0.473734656533487,0.435193287914112,0.398874266115619,0.526177396315182
0.229718475489414,0.546441303052057,0.108610640523227,0.324114860065067,0.206095010457135,0.618078069434528,0.48142329430104,0.172355744620632,0.358798206154065,0.564296782106515,0.561159520604103,0.248031552028699,0.955523924579109,0.371568421164745,0.128415246766241,0.301286597932697,0.463528001482109,0.431834608217269,0.396230582106608,0.52422749678478
0.227139231615749,0.541718837166644,0.106886235241756,0.318884910517733,0.202116053927043,0.615650149070213,0.478723156527999,0.170456986384146,0.355899461333334,0.55703135393835,0.557870406422372,0.24291854891917,0.953345104191361,0.368407298203488,0.126664275639796,0.297484814818092,0.453519730202448,0.428537547042454,0.393636496737509,0.522309107442344
0.224621946749874,0.53706583313498,0.105213433352359,0.313784125173551,0.198258042649758,0.613256072531002,0.47606813707967,0.168605356984337,0.353058122201504,0.549860162310806,0.554629813685396,0.23795899619325,0.951102920914252,0.365308565828272,0.124961734100612,0.293771982799126,0.443710682518468,0.425300276051344,0.391090431202962,0.520421270126257
0.222164345399222,0.532480966128758,0.103589990186969,0.308808494889345,0.194516127654647,0.610894946791386,0.473456918717065,0.166799041682262,0.350272348178877,0.542783416496008,0.551436530654582,0.233147209654966,0.94879710431001,0.362270264972711,0.123305620071827,0.290145112110872,0.434101193831595,0.422121042735426,0.388590878149417,0.518563069761052
0.219764264194258,0.527962937889808,0.102013788206905,0.303954146993227,0.190885693875043,0.60856591447644,0.470888239937908,0.165036320061898,0.34754038072079,0.535801202861124,0.548289389574818,0.228477736398992,0.946427427449052,0.359290521417814,0.121694040944477,0.286601342370649,0.424691136919576,0.418998166349861,0.386136397476019,0.516733631797335
0.217419644977149,0.523510476453779,0.100482828184365,0.299217341198887,0.187362347432517,0.606268151942984,0.468360891873185,0.163315559880858,0.344860538626916,0.528913493530264,0.545187264541291,0.223945346070422,0.943993707404928,0.356367541094193,0.120125206169084,0.283137935804388,0.415479962037805,0.415930034115734,0.38372561243874,0.514932119840134
0.215128528400576,0.519122335843319,0.0989952211044942,0.294594465517586,0.183941903650263,0.604000867490708,0.465873715398054,0.161635211401648,0.342231213677961,0.52212015462542,0.542129069497107,0.219545022252478,0.941495805695426,0.353499605701405,0.118597420442486,0.279752270884586,0.406466735215871,0.41291509766964,0.381357206031828,0.513157733449213
0.212889047992922,0.514797295735223,0.0975491807205137,0.290082032189477,0.180620375756117,0.601763299692659,0.463425598439483,0.159993802159791,0.339650866572782,0.51542095409662,0.539113756351982,0.215271954017544,0.938933628668082,0.350685068619135,0.117109077434734,0.276441836351709,0.397650174674925,0.409951869741415,0.379029917623196,0.511409706096525
0.210699424650361,0.510534161105526,0.0961430167015123,0.285676673652301,0.177393964237077,0.599554715835523,0.461015473464624,0.158389932129704,0.337118023141535,0.508815569152386,0.536140313213097,0.211121527669382,0.936307127828408,0.347922351087292,0.115658654006656,0.273204225593041,0.389028685320311,0.407038921042594,0.376742539822644,0.50968730326745
0.208557961520123,0.506331761856102,0.094775128318778,0.281375138562415,0.174259046808623,0.597374410461007,0.458642315135462,0.156822269253179,0.334631270812713,0.502303593302233,0.533207762720007,0.20708931869814,0.933616300109332,0.345209938634155,0.114244704873797,0.270037131354855,0.380600391288924,0.404174877349704,0.374493915563848,0.507989820693802
0.206463039242681,0.502188952425924,0.0934439986221111,0.277174287880408,0.171212168963728,0.595221704000452,0.456305138116623,0.15528954529883,0.332189255314007,0.495884543023549,0.530315160476187,0.203171083964326,0.930861188080485,0.342546377733558,0.112865857676964,0.266938340765639,0.37236316655217,0.401358416767876,0.372282935382821,0.506316582707711
0.204413111523567,0.498104611389807,0.0921481890624817,0.273071091031268,0.168250035068008,0.593095941495496,0.454002995024399,0.153790552024046,0.329790677588732,0.489557864065576,0.527461593570381,0.199362754123505,0.92804188009608,0.339930272673794,0.111520808423596,0.263905730649684,0.364314663593588,0.398588267161552,0.370108534877197,0.504666940706567
0.202406701008273,0.494077641047128,0.0908863345217667,0.269062622147043,0.165369499969105,0.590996491398272,0.451734974506159,0.152324137613728,0.327434290911201,0.483322937403487,0.524646179181558,0.195660426299605,0.925158510380334,0.337360282622437,0.110208317267765,0.26093726311189,0.356452340195328,0.395863203740134,0.367969692332097,0.503040271720097
0.20044239543613,0.490106967002759,0.0896571387141899,0.265146056398239,0.162567561090018,0.588922744445183,0.449500199440256,0.150889203372616,0.325118898185906,0.477179084855775,0.521868063261704,0.192060357011641,0.922211259049531,0.334835118872607,0.108927204599752,0.258030981376043,0.34877348438012,0.393182046787505,0.365865426499651,0.501435977071497
0.198518844051222,0.486191537742186,0.0884593699275456,0.261318666418711,0.159841350977657,0.586874112598841,0.447297825247415,0.149484700650195,0.322843349416706,0.471125574378201,0.519126419291215,0.188558955355986,0.919200352069956,0.332353542257471,0.107676347418971,0.255185005860071,0.341275237565371,0.390543659525214,0.363794794520396,0.499853481125285
0.196634754250368,0.482330324202563,0.0872918570753771,0.25757781882754,0.157188130279489,0.584850028053191,0.445127038305375,0.148109627979159,0.320606539333382,0.465161625047571,0.516420447102027,0.185152776444163,0.916126061151166,0.32991436072085,0.106454675966525,0.252397530473006,0.333954615993849,0.387946946099999,0.361756889975822,0.498292230115169
0.194788888449955,0.478522319341254,0.0861534860340274,0.253920970850319,0.154605281122647,0.582849942297283,0.442987054459256,0.14676302841018,0.318407405164035,0.459286411748537,0.513749371764031,0.181838515094375,0.912988703574193,0.327516427032834,0.105261170595928,0.249666819119433,0.326808530511371,0.385390849687054,0.359750841062248,0.496751691045871
0.192980061155023,0.474766537703238,0.085043196240951,0.25034566704134,0.152090300871317,0.580873325233546,0.440877117620756,0.145443987027318,0.316244924542754,0.453499069576454,0.511112442530628,0.178612999773509,0.90978864195446,0.325158636640194,0.104094858862524,0.246991202398255,0.319833804766115,0.382874350701135,0.357775808877105,0.495231350663334
0.191207136215408,0.47106201498858,0.083959977532874,0.246849536107405,0.149640796239637,0.578919664346724,0.438796498449871,0.144151628629824,0.314118113542873,0.447798697969161,0.50850893183966,0.175473186785219,0.906526283939394,0.322839925642225,0.102954812813949,0.244369074483497,0.313027191907073,0.380396465108229,0.355830985809404,0.493730714488254
0.189469024255064,0.467407807621048,0.0829028672043681,0.243430287833305,0.147254477738685,0.576988463919989,0.436744493113332,0.142885115567373,0.312026024826913,0.442184364580281,0.505938134366154,0.172416154698744,0.903202081840888,0.320559268883391,0.101840146465587,0.241798890175748,0.306385389860652,0.377956242831086,0.353915594026905,0.492249305908299
0.18776468026185,0.463802992318788,0.0818709472691806,0.240085710108507,0.144929154437386,0.575079244295004,0.434720422114449,0.141643645716904,0.309967745905075,0.436655108906394,0.503399366123668,0.169439099012431,0.899816532202937,0.318315678154831,0.100750013446411,0.239279162113643,0.299905055265041,0.375552766242419,0.352028884053101,0.490786665324777
0.186093101326145,0.460246665667899,0.0808633419082518,0.236813666054057,0.142662729018417,0.573191541172959,0.432723629189453,0.140426450590294,0.307942397494742,0.431209945680084,0.500891963611198,0.166539327045351,0.896370175304987,0.316108200497407,0.0996836048019356,0.236808458135488,0.293582816141573,0.373185148740051,0.350170133427705,0.489342349349856
0.184453324517579,0.456737943699611,0.0798792150897903,0.233612091248391,0.1404531931113,0.571324904953873,0.43075348026584,0.139232793563017,0.305949131974118,0.425847868040567,0.49841528300286,0.163714253050029,0.892863594601692,0.313935916599546,0.0986401469421413,0.234385398781846,0.287415283381225,0.370852533398729,0.348338645444835,0.487915930050776
0.182844424890092,0.453275961471685,0.0789177683480673,0.230478991050402,0.138298622886013,0.569478900111617,0.428809362478566,0.13806196821478,0.303987131923602,0.420567850493229,0.495968699377759,0.16096139353901,0.88929741609997,0.311797939283627,0.0976188997233199,0.232008654930503,0.28139906112277,0.368554091693716,0.346533747963557,0.486506994237781
0.181265513606291,0.449859872654578,0.0779782387087554,0.22741243801785,0.136197174891411,0.56765310460235,0.42689068324025,0.136913296773902,0.302055608749057,0.415368851669036,0.493551605987638,0.158278362817819,0.885672307674428,0.309693412075161,0.0966191546537334,0.229676945555822,0.275530756096908,0.366289022291623,0.34475479228588,0.485115142792752
