"Xyleborus germanus","Xylosandrus compactus","Xylosandrus crassiusculus","Xyleborus ferrugineus","Xyleborinus saxeseni","Coptoborus pseudotenuis","Ambrosiodmus rubricollis","Xyleborus xylographus","Ambrosiodmus tachygraphus","Xyleborus seriatus","Euwallacea fornicatus","Xyleborus affinis","Ambrosiodmus obliquus","Sampsonius dampfi","Xyleborus posticus","Xyleborus obesus","Xyleborus glabratus","Xylosandrus morigerus","mutillatus","Euwallacea validus"
0.601366131179158,0.647458821326614,0.775354539354337,0.667165585405762,0.625759908458835,0.93993907582243,0.744472814792672,0.952741669797505,0.627812651365636,0.479033685675852,0.666263211887985,0.67351932086931,0.331936704731535,0.72791630287636,0.371616993205785,0.326005380106425,0.999068577948854,0.784352264115939,0.6283669943505,0.833988149062926
0.592316980577806,0.63632298763092,0.769194805157503,0.659011247032242,0.614925942263782,0.933652280318031,0.728467350539747,0.945977489776009,0.607790364323094,0.466380204864075,0.656036473783163,0.667508450761049,0.319945543568868,0.70865058411453,0.360794356648616,0.312508428931619,0.998890873001504,0.776376610559616,0.613675927325166,0.824745962770302
0.583699097223875,0.625652970981606,0.763260273833722,0.65121022290356,0.604571753565573,0.927147814420093,0.71276156597841,0.938747445331881,0.588510028444672,0.454450450383161,0.646227652999164,0.661771976846022,0.308817461837736,0.689707621096361,0.350685332731951,0.300027053405927,0.998691718234594,0.76864102911469,0.599585752149708,0.815635130829692
0.575475700659629,0.615416008656809,0.757533675679039,0.643733693197852,0.594661162622388,0.920438740179942,0.697371297949788,0.931060932501908,0.569963198918901,0.443180671029575,0.636806750842698,0.656285456140132,0.29846122561784,0.671127309852957,0.341217106343058,0.288453736436191,0.998469873402444,0.761131189731796,0.5860640829425,0.80665686725896
0.567614569112355,0.605582685902461,0.751999796497768,0.63655633873206,0.585161944448691,0.913537948771527,0.682308410241355,0.922929533310097,0.552136501680667,0.432514687804048,0.627746963322255,0.651027657795225,0.28879813984516,0.652941506227254,0.332326823919026,0.277695332502424,0.998224099602851,0.753834158969374,0.573080427139066,0.797811840142538
0.560087302800489,0.596126479245937,0.746645149756616,0.629655779987649,0.57604525724953,0.906458139624537,0.667581374325073,0.914366878306773,0.535012857112346,0.422402764836049,0.619024224327424,0.645980014029649,0.279759950350994,0.635175008219201,0.323959899872607,0.267670784351849,0.997953160049469,0.74673820651582,0.560606112122496,0.789100259717235
0.552868732616953,0.587023378178885,0.741457713340362,0.623012126542992,0.567285173563735,0.899211799770372,0.65319577226219,0.905388496103401,0.518572472671598,0.412800682357763,0.610616830761565,0.641126184951316,0.271287156058508,0.617846456673941,0.316068664391183,0.25830925437202,0.99765582085793,0.739832646267662,0.548614200273429,0.780521951520476
0.545936440634331,0.578251569033495,0.736426715945371,0.616607611424999,0.558858292158171,0.891811183855098,0.639154732539067,0.896011651329064,0.502793644294241,0.403668969665795,0.602505132055642,0.636451709819405,0.263327640224622,0.600969154564101,0.308611273590531,0.24954858692435,0.997330851847541,0.733107704507211,0.537079398013332,0.77207641756134
0.539270367668028,0.569791168755297,0.73154246208961,0.610426291580361,0.550743414120459,0.884268295160995,0.625459307862703,0.886255172775791,0.487653399943937,0.394972265962355,0.594671270838016,0.631943724759773,0.255835552152457,0.584551806824519,0.301550823529985,0.241334036301869,0.99697702735992,0.726554409585402,0.525977962667222,0.763762887787356
0.532852489366818,0.561623999102417,0.726796187505804,0.604453800404343,0.542921270508074,0.876594867890093,0.612108802580391,0.876139273754509,0.473128013195315,0.386678784291381,0.587098964673196,0.627590732172221,0.248770387222978,0.568599184006686,0.294854624241071,0.233617209049556,0.996593127095544,0.720164498855025,0.515287609746101,0.755580363615295
0.526666546788597,0.553733393892169,0.722179938687385,0.598677141673914,0.535374291783081,0.868802350892619,0.599101056288969,0.865685366856307,0.45919341009793,0.378759859243662,0.57977332108258,0.623382410779785,0.242096225201556,0.553112713957937,0.288493600520046,0.22635518021005,0.996177936968869,0.71393033957769,0.504987422385129,0.74752765491788
0.520697820697086,0.54610403348349,0.717686471816601,0.593084516720022,0.528086411398868,0.860901892966503,0.586432689295422,0.854915875409641,0.445825488653935,0.371189563221215,0.572680679769071,0.619309457947655,0.23578109579605,0.538091006344031,0.282441794003852,0.219509751423284,0.995730249982361,0.707844861252365,0.495057764062621,0.739603411574039
0.514932941240172,0.538721801873439,0.713309167382232,0.587665178513448,0.521042897515528,0.85290432980785,0.574099314834805,0.84385404394858,0.43300036694903,0.363944379188538,0.565808477253233,0.615363457856733,0.229796447231189,0.523530315177663,0.276675946811689,0.213046825307325,0.995248867119572,0.701901497356741,0.485480195292852,0.731806150472624
0.50935972648598,0.531573662699204,0.709041957600098,0.582409307715414,0.514230208047746,0.844820172654394,0.562095722311191,0.832523749966704,0.42069457321373,0.357002920253099,0.559145130107162,0.611536770565751,0.224116698759533,0.509424944643819,0.271175151355854,0.206935875622481,0.994732598257138,0.696094134905139,0.476237394680905,0.724134278691075
0.503967044666773,0.524647551145223,0.704879264358644,0.577307906785771,0.507635865194007,0.836659598632941,0.550416035279271,0.820949319133108,0.408885188781453,0.350345688292894,0.552679933724905,0.607822438080798,0.218718861978493,0.495767603475503,0.265920554198887,0.201149496704444,0.99418026309541,0.690417070543145,0.467313084513986,0.716586113438669
0.498744696031328,0.517932279309499,0.700815945876965,0.572352709037878,0.501248346330725,0.82843244279636,0.539053847411654,0.809155345999474,0.397549952982636,0.343954865317693,0.546402974152861,0.604214104372106,0.213582218872619,0.482549712973572,0.260895104336975,0.195663018795568,0.993590692107206,0.684864972144423,0.458691960915221,0.709159899249811
0.493683311017211,0.511417453021152,0.696847250621353,0.567536100143781,0.495056988731194,0.820148191814957,0.528002339287173,0.797166522039121,0.386667337410434,0.337814132409881,0.540305050961798,0.600705946905364,0.208688046873294,0.469761673518831,0.25608333822004,0.19045417839639,0.992962727504062,0.67943284506702,0.450359628484558,0.701853822829806
0.488774262085648,0.505093398449958,0.692968777305405,0.562851050071724,0.489051906025159,0.811815979270329,0.517254378478788,0.785007472639527,0.376216595662199,0.331908512012407,0.534377609504275,0.597292617738798,0.204019383087501,0.457393094122689,0.251471195320137,0.185502834746522,0.992295224219148,0.674116002377819,0.442302539283875,0.694666025888757
0.484009587057184,0.498951097128501,0.689176440017645,0.558291053813556,0.483223914678137,0.803444582486486,0.506802605108422,0.772702604428258,0.366177793557809,0.326224230068919,0.528612681189755,0.593969192613707,0.19956082131436,0.445432989228202,0.247045859236016,0.180790725135526,0.991587050905904,0.668910038474266,0.434507935980229,0.68759461624516
0.479381922178289,0.492982128233665,0.68546643769366,0.553850079556702,0.477564469061324,0.795042420822607,0.496639504763808,0.760275964057451,0.356531823923656,0.320748595115287,0.523002830641225,0.590731126761334,0.195298336632769,0.433869946624099,0.242795620249971,0.176301253025056,0.990837090951318,0.663810805628946,0.42696379893551,0.680637677436611
0.474884443461254,0.487178617158119,0.681835227287553,0.549522523192053,0.47206560391866,0.786617555343996,0.486757470434215,0.747751109312258,0.347260409277825,0.315469891902995,0.517541108784139,0.587574216382211,0.191219133273759,0.422692269984134,0.238709755990606,0.172019303998829,0.990044243502606,0.658814393060516,0.419658797017526,0.673793277038789
0.470510815090193,0.481533189553023,0.678279500108041,0.545303168239045,0.466719883229378,0.778177689782115,0.477148854913198,0.735150993151715,0.33834609513105,0.310377287527043,0.512221011070674,0.584494564939683,0.187311512238332,0.41188809920237,0.234778427444779,0.167931085397641,0.989207424505976,0.653917108197773,0.412582241903087,0.667059473863905
0.466255143888027,0.476038930147099,0.674796160873702,0.541187150422479,0.461520354621213,0.76973017269082,0.467806014933658,0.722497861042831,0.329772236106804,0.305460748352169,0.507036440166636,0.581488553557943,0.18356475572497,0.401445511368619,0.230992588036299,0.164023986182112,0.988325567755997,0.649115459855368,0.405724045645346,0.66043432418489
0.462111939003455,0.470689345749791,0.671382309114295,0.537169926260174,0.456460508618519,0.761282000703838,0.458721348140296,0.709813161715896,0.321522976663669,0.300710966295565,0.501981672530782,0.578552814934741,0.179969025920824,0.39135260492159,0.227343903872556,0.160286454127187,0.987397625954024,0.644406143082266,0.399074681283479,0.653915887110787
0.458076076110913,0.465478331931591,0.668035222604244,0.533247245122227,0.451534242116249,0.752839822797769,0.449887323864163,0.697117471255564,0.313583227858112,0.296119293242867,0.497051328400972,0.575684210276024,0.176515276110117,0.381597569232832,0.223824683572262,0.156707887913867,0.986422571773993,0.639786025479203,0.392625146281379,0.647502229221307
0.45414276552648,0.460400142945955,0.664752342562892,0.529415124306208,0.446735825559482,0.744409945465381,0.441296508541066,0.684430430251368,0.305938641302953,0.2916776825558,0.492240344771949,0.572879808838989,0.173195172380697,0.372168741613489,0.220427816342484,0.15327854206449,0.985399398933819,0.635252134810681,0.386366928592311,0.64119142855376
0.450307523733475,0.455449364517152,0.661531260396259,0.525669826741543,0.442059873382252,0.735998338705471,0.432941586507928,0.671770693565205,0.298575581245246,0.287378636781364,0.48754395100835,0.570136869734916,0.170001024479219,0.363054653498432,0.217146717182592,0.149989442983382,0.984327123270534,0.630801647761457,0.380291975157763,0.634981578023085
0.446566147886669,0.450620889168941,0.658369705788254,0.522007840993529,0.43750131732154,0.72761064273783,0.424815376816957,0.659155892133116,0.291481095498019,0.283215160799297,0.482957646785871,0.567452825696641,0.16692572458816,0.354244067347836,0.213975278265537,0.146832314626956,0.983204783817201,0.62643187970801,0.374392662660397,0.628870788345035
0.442914692926741,0.44590989381175,0.655265535976982,0.518425863285076,0.433055382274662,0.719252175354897,0.416910846625041,0.646602606104651,0.284642885805865,0.279180719751283,0.478477182095098,0.564825268559755,0.16396269298284,0.345726005613859,0.21090782569011,0.143799512546165,0.982031443879571,0.622140275392782,0.368661770362768,0.622857190523499
0.439349450988921,0.44131181934246,0.652216726075004,0.514920781294126,0.428717564412501,0.710927939825216,0.409221121643627,0.634126348534655,0.278049278098523,0.275269201185333,0.474098539077652,0.562251936243463,0.161105829680649,0.337489772948265,0.207939080916972,0.140883965227397,0.980806192110373,0.617924400403598,0.363092454875024,0.61693893795518
0.435866932833857,0.436822352041926,0.64922136031184,0.511489659518238,0.424483611298639,0.702642633267762,0.401739494071326,0.621741558778294,0.271689192984359,0.271474880925078,0.46981791549423,0.559730701047714,0.158349471323529,0.329524972674246,0.205064126300848,0.13807912181168,0.979528143579042,0.613781933373172,0.357678226705947,0.611114208198109
0.432463851065766,0.432437406581984,0.646277624093499,0.508129726026068,0.420349503796411,0.694400655420556,0.394459428376343,0.609461604698823,0.265552116752676,0.267792392238428,0.465631709649528,0.557259559109037,0.155688352642942,0.321821518410639,0.202278374214758,0.135378905401701,0.97819644083464,0.609710658824179,0.352412928462395,0.605381204444737
0.429137104934369,0.428153110476524,0.643383796787694,0.504838360439434,0.416311439573307,0.686206117731441,0.387374565247679,0.597298792776852,0.259628073086762,0.264216697935306,0.461536506620869,0.554836620879175,0.153117571947575,0.31436964161764,0.199577539332461,0.13277767127559,0.976810254959663,0.605708460594532,0.347290714572291,0.599738156735335
0.425883766543777,0.423965789830935,0.640538245155276,0.501613083009991,0.412365818035599,0.678062852703625,0.380478723992047,0.585264385207455,0.253907595635489,0.260743065071357,0.457529065656051,0.552460102508954,0.150632560151054,0.307159895728523,0.196957613694659,0.13027016941929,0.975368786612372,0.601773315785266,0.342306032415793,0.594183322943103
0.422701068314199,0.419871956261242,0.637739417358506,0.498451544671912,0.408509226546274,0.669974423433283,0.373765903616656,0.573368623084851,0.248381701547928,0.257367041975038,0.45360630862203,0.550128318035388,0.148229052922114,0.30018315744006,0.194414844234836,0.127851510868133,0.973871267055251,0.597903289180247,0.337453604758219,0.588714989558641
0.419586391561807,0.415868294869016,0.634985837485423,0.495351517966803,0.404738427796784,0.661944133281286,0.367230282806074,0.561620754801056,0.243041866040706,0.254084437350287,0.449765309399971,0.547839672283227,0.145903065595176,0.293430625654232,0.191945712483375,0.125517137415523,0.972316959167147,0.59409652809269,0.33272841338653,0.583331472298114
0.416537256078738,0.411951653171029,0.632276100537002,0.492310888749855,0.401050348218225,0.653975035625813,0.360866218973356,0.550029068822475,0.237879998040348,0.250891301237013,0.446003284134263,0.545592654403473,0.143650870526565,0.286893818493805,0.189546916205106,0.123262794304039,0.970705158436636,0.5903512575986,0.32812568385891,0.578031116556625
0.41355131060958,0.408119030893744,0.629608867830188,0.489327648597172,0.397442067330635,0.646069943647226,0.354668246541298,0.538600930054483,0.232888416921016,0.247783907637611,0.442317582253564,0.543385831981066,0.14146897662203,0.280564568753513,0.187215352756632,0.121084505563485,0.96903519393412,0.586665776121617,0.323640871284075,0.572812297725769
0.410626324133034,0.404367570552608,0.626982862775411,0.486399887843745,0.393910807940522,0.638231440101079,0.348631074588438,0.527342819056477,0.22805983034112,0.24475873864018,0.438705678191045,0.541217845652238,0.139354110795941,0.274435018095671,0.184948103976583,0.118978551702691,0.96730642926016,0.583038451337624,0.319269647053537,0.567673421392155
0.40776017786819,0.400694548744622,0.624396866991971,0.48352578918971,0.390453927106665,0.630461887039458,0.342749583975876,0.516260373426677,0.223387313169055,0.241812469888714,0.435165163739008,0.539087404179224,0.137303201152318,0.268497610253214,0.182742422444953,0.116941449498256,0.965518263467553,0.579467716370818,0.315007886456114,0.562612923431752
0.404950857934109,0.397097368090234,0.621849716728861,0.480703621819668,0.387068907802935,0.622763435445019,0.337018824054922,0.505358430735384,0.218864287478289,0.238941957267512,0.431693740979997,0.536993279936197,0.135313361703583,0.26274508346344,0.180595718967557,0.114969933654829,0.963670131954647,0.575952066255924,0.310851657109568,0.557629270013203
0.402196448599515,0.393573549767229,0.619340299562188,0.477931735986072,0.383753351214512,0.615138034746061,0.331434009041505,0.494641072445937,0.214484503584501,0.236144224681976,0.428289215742664,0.534934304765652,0.133381878465093,0.257170462321449,0.178505551158843,0.113060940138697,0.961761507327429,0.572490054643829,0.306797208149406,0.552720957521786
0.399495126066424,0.390120726585124,0.616867551343535,0.475208558013057,0.380504969610579,0.607587442184704,0.325990514131078,0.484111668322915,0.210242022091955,0.233416452830908,0.424949491536025,0.532909366169147,0.13150619678279,0.251767049212678,0.176469613011137,0.111211591009974,0.959791900227916,0.569080290730188,0.302840960119599,0.547886512414337
0.396845152737709,0.386736636553787,0.614430453376375,0.472532585681881,0.377321579742467,0.600113232013802,0.320683871417146,0.473772920886168,0.206131196912464,0.230755968876863,0.421672563920501,0.530917403800339,0.129683909767954,0.246528415458441,0.174485725351394,0.109419180599192,0.957760860126446,0.5657214363886,0.298979495514318,0.54312449101431
0.394244871924004,0.383419116904531,0.612028029800064,0.469902383963256,0.374201096721455,0.592716804501536,0.315509765667295,0.463626909526207,0.202146659217696,0.228160236931111,0.418456515278336,0.528957406231828,0.127912747727608,0.241448392286476,0.172551827097765,0.107681162891848,0.95566797607548,0.562412203491739,0.295209549923806,0.53843347925512
0.391692702950072,0.380166098526053,0.609659345163093,0.46731658106553,0.371141528335014,0.58539939472571,0.310464030002596,0.453675133950535,0.198283302284085,0.225626849278561,0.415299509949683,0.52702840797039,0.126190568491777,0.236521061719665,0.170665967238124,0.105995140000048,0.953512877422595,0.559151351405429,0.29152800374113,0.533812092378965
0.389187136624938,0.376975600781178,0.607323502169142,0.464773864770869,0.368140969764378,0.578162081142657,0.305542641519311,0.443918556681375,0.194536267188893,0.223153518275801,0.412199789703971,0.525129486697935,0.124515348549864,0.231740747460011,0.168826297461331,0.104358851613931,0.951295234480408,0.555937684642038,0.287931874389965,0.529258974597571
0.386726731043777,0.373845726673604,0.605019639581175,0.462272979034463,0.365197598669959,0.571005793918306,0.300741716885746,0.434357644372373,0.19090092931588,0.220738068862258,0.409155669519067,0.52325976071789,0.122885174918103,0.227102005831108,0.167031065379521,0.102770165337491,0.949014759151233,0.552770050660877,0.284418309036615,0.524772798720507
0.384310107692783,0.370774658336707,0.602746930270236,0.459812720824264,0.362309670614324,0.563931323011405,0.296057507941929,0.42499240775525,0.187372885629487,0.218378431630562,0.406165533643383,0.521418386588822,0.121298237668554,0.222599616830619,0.165278608286351,0.101227067823799,0.946671205504377,0.549647337804376,0.280984577752345,0.520352265756154
0.381935947831122,0.367760652819063,0.600504579396964,0.457391937180982,0.359475514795349,0.556939326001106,0.29148639732522,0.415822440066741,0.183947942677236,0.216072636407596,0.403227831918377,0.519604556928979,0.119752823057569,0.218228575334207,0.163567347401961,0.0997276566338503,0.944264370304037,0.546568473359842,0.27762806709468,0.515996104489789
0.379602989126632,0.364802038143626,0.598291822714978,0.455009522480084,0.356693530064709,0.550030335653165,0.28702489414105,0.406846953841706,0.180622105281104,0.213818806302493,0.400341076341005,0.517817498377067,0.118247307198227,0.213984082483848,0.161895782560542,0.0982701327513054,0.941794093485888,0.543532421737497,0.274346274078724,0.511703071042751
0.377310022524196,0.361897209619575,0.5961079249863,0.452664415879245,0.353962181209168,0.543204767220829,0.282669629694619,0.398064815989893,0.177391565879958,0.21161515218211,0.397503837847528,0.516056469696042,0.116780150227072,0.209861537286234,0.160262487300963,0.0968527936925276,0.939260258580553,0.540538182756325,0.271136800511765,0.50747194841623
0.375055889327729,0.359044626387711,0.593952178499946,0.450355598936296,0.351279995474188,0.536462925478157,0.278417353296468,0.389474581101801,0.174252694486509,0.209459967538281,0.39471474330173,0.514320760007973,0.115349890920578,0.205856528440847,0.158666104324902,0.0954740271576165,0.936662793082247,0.537584790029945,0.267997347666423,0.503301546022777
0.372839478478527,0.356242808181929,0.591823901685603,0.448082093384116,0.3486455593112,0.529805011484971,0.274264928152291,0.381074522953491,0.171202029223828,0.207351623714584,0.391972472672147,0.512609687149218,0.113955141721326,0.201964826412128,0.157105341290507,0.0941323051737031,0.93400166876104,0.534671309445453,0.264925711269471,0.49919069920831
0.370659724014327,0.353490332290827,0.589722437815048,0.445842959050141,0.346057515331549,0.523231129083995,0.270209327345254,0.372862664201309,0.168236267407977,0.205288565463329,0.389275756384214,0.510922596136133,0.112594584137906,0.198182375755864,0.155578966912774,0.0928261786867134,0.931276901917279,0.531796837728689,0.261919776785168,0.495138268767047
0.368515602694867,0.350785830704854,0.58764715378465,0.443637291909298,0.343514559451622,0.516741291131874,0.266247629917181,0.364836804275474,0.165352257144954,0.20326930680622,0.386623372834456,0.509258857732491,0.111266964486117,0.194505287706267,0.154085807344636,0.0915542725621854,0.928488553576888,0.528960501089998,0.258977514973489,0.491143140451529
0.366406131781029,0.348127987435616,0.585597438972856,0.441464222260183,0.341015438214973,0.510335425466806,0.262377017053419,0.356994545496739,0.162546989411734,0.201292427174572,0.384014146054978,0.507617867110577,0.109971089942234,0.190929833027217,0.152624742815264,0.0903152809596272,0.925636729626373,0.52616145394498,0.256096977705104,0.487204224479625
0.364330366955802,0.345515535995112,0.583572704167118,0.439322913015173,0.338558946278507,0.504013380616419,0.258594768374813,0.349333317452898,0.159817590592742,0.199356567807117,0.38144694351745,0.505999042598668,0.108705824881926,0.187452435128661,0.151194704504331,0.0891079630483691,0.922721580886553,0.523398877705201,0.253276294016269,0.483320455040198
0.36228740037633,0.342947257023609,0.581572380555177,0.437212558096018,0.336143924050866,0.497774931250289,0.254898258339107,0.341850399682266,0.157161315444694,0.197460428385434,0.37892067406672,0.504401824508274,0.107470087480954,0.18406966344709,0.149794671632963,0.087931139035961,0.919743303124145,0.520671979634221,0.250513666388027,0.479490789798897
0.360276358847267,0.340421976055858,0.579595918776077,0.435132380927142,0.333769255472118,0.491619783382169,0.251284952753066,0.334542942719435,0.154575540464175,0.195602763888761,0.37643428597497,0.502825674035074,0.106262846556024,0.180778227087368,0.148423668753925,0.0867836864829264,0.916702137000543,0.517979991764654,0.247807367235227,0.475714209405362
0.358296402106489,0.337938561416107,0.577642788026644,0.433081633019582,0.331433865924807,0.485547579327551,0.247752405395826,0.32740798756502,0.152057757633845,0.193782381651574,0.373986765108081,0.501270072228054,0.105083118626192,0.177574968721807,0.147080763225148,0.0856645368801549,0.913598367957269,0.515322169872326,0.245155735591929,0.471989717002973
0.356346721214977,0.335495922233178,0.575712475219536,0.431059592639061,0.329136720267164,0.479557902422649,0.24429825475327,0.320442483645845,0.149605568524488,0.191998138608715,0.371577133196528,0.499734519021786,0.103929965177039,0.174456858741349,0.145765062852179,0.0845726724674311,0.910432326037748,0.512697792503867,0.242557173980693,0.468316337742118
0.354426537043373,0.333093006567522,0.573804484189292,0.429065563552249,0.326876820980071,0.473650281511278,0.240920220862665,0.313643305335366,0.14721667873151,0.190248938714189,0.369204446203757,0.498218532327259,0.102802490111434,0.171420989652832,0.144475713686421,0.0835071232735756,0.907204385645246,0.510106160054374,0.24001014545416,0.46469311829782
0.352535098848342,0.330728799642815,0.571918334943084,0.427098873845738,0.324653206420012,0.467824195206413,0.237616102266277,0.307007267106229,0.144888892625738,0.188533730520881,0.366867792785507,0.49672164717704,0.101699837372193,0.168464570715698,0.143211897967164,0.0824669643604575,0.903914965236975,0.507546593892023,0.237513170798127,0.461119126392487
0.350671682932423,0.328402322175214,0.570053562953135,0.425158874812718,0.322464949170858,0.46207907593342,0.234383773072351,0.300531137387959,0.142620108399572,0.186851504909541,0.364566292834092,0.495243414920882,0.100621188723222,0.165584922811006,0.141972832196502,0.0814513132547387,0.900564526954539,0.50501843552673,0.235064825886081,0.457593450324381
0.348835591381564,0.326112628793919,0.568209718488042,0.423244939902717,0.320311154487893,0.456414313762161,0.231221180121452,0.294211651202939,0.140408313390719,0.185201292956316,0.362299096102073,0.493783402468258,0.099565761676948,0.162779473535281,0.140757765337137,0.080459327552647,0.897153576191102,0.502521045820189,0.232663739175847,0.454115198502365
0.347026150875031,0.323858806547168,0.566386365980406,0.421356463730172,0.318190958828003,0.450829260035265,0.228126340255959,0.288045521653274,0.138251579666795,0.183582163929018,0.360065380900202,0.492341191574537,0.0985328075568691,0.16004575251149,0.139565977123946,0.0794902026843749,0.893682661095796,0.500053804234776,0.230308589339654,0.450683498987387
0.345242711562747,0.321639973488212,0.564583083428415,0.419492861137887,0.316103528460385,0.445323230799928,0.22509733769028,0.282029450329991,0.13614805985513,0.181993223403072,0.357864352864886,0.49091637816782,0.0975216096850547,0.157381386909309,0.138396776480956,0.0785431698258723,0.890152372016112,0.497616108119037,0.227998103019503,0.447297499041069
