"Ambrosiodmus obliquus","Xyleborus glabratus","Xyleborus xylographus","Xyleborus germanus"
0.420015201184518,0.924643931890933,0.466034597514665,0.979247088158372
0.417389788879826,0.922872226465996,0.460927215347631,0.978909908502649
0.414795105333354,0.921080620452776,0.455878719213987,0.978570805529214
0.412230633371044,0.919269251533998,0.450888876772035,0.978229791223586
0.409695866971734,0.917438261452366,0.445957427697567,0.977886877465299
0.407190310979902,0.91558779594206,0.441084085425866,0.977542076030246
0.404713480826774,0.913718004659051,0.436268538826309,0.977195398592936
0.402264902259513,0.911829041110228,0.431510453810792,0.976846856728684
0.399844111078266,0.909921062581413,0.426809474877284,0.976496461915722
0.397450652880808,0.907994230064281,0.422165226589905,0.976144225537247
0.39508408281456,0.906048708182223,0.417577314996966,0.975790158883396
0.392743965335739,0.904084665115214,0.413045328988497,0.97543427315316
0.390429873975435,0.902102272523702,0.408568841594789,0.975076579456239
0.388141391112384,0.900101705471582,0.404147411227566,0.97471708881483
0.385878107752244,0.898083142348288,0.399780582865371,0.974355812165371
0.383639623313164,0.896046764790048,0.39546788918481,0.973992760360219
0.381425545417448,0.893992757600361,0.391208851639283,0.973627944169279
0.379235489689132,0.891921308669718,0.387002981486866,0.973261374281591
0.377069079557293,0.889832608894638,0.382849780768959,0.972893061306854
0.374925946064897,0.887726852096057,0.378748743241349,0.972523015776919
0.372805727683034,0.885604234937107,0.374699355259322,0.972151248147222
0.370708070130363,0.883464956840364,0.370701096618404,0.971777768798188
0.368632626197605,0.88130921990457,0.366753441352342,0.971402588036585
0.36657905557693,0.879137228820924,0.36285585848988,0.971025716096842
0.364547024696101,0.876949190788956,0.35900781277187,0.970647163142324
0.362536206557196,0.87474531543205,0.355208765330227,0.970266939266577
0.360546280579806,0.872525814712668,0.351458174330209,0.969885054494529
0.358576932448544,0.87029090284731,0.347755495577475,0.969501518783666
0.356627853964746,0.868040796221277,0.344100183091327,0.969116342025166
0.354698742902233,0.865775713303271,0.340491689645522,0.968729534045006
0.35278930286701,0.863495874559895,0.336929467277995,0.968341104605037
0.35089924316078,0.861201502370087,0.333412967770803,0.967951063404028
0.349028278648166,0.858892820939553,0.329941643101559,0.967559420078684
0.347176129627518,0.856570056215232,0.326514945867587,0.967166184204633
0.3453425217052,0.854233435799856,0.323132329683998,0.966771365297387
0.343527185673257,0.851883188866635,0.31979324955684,0.966374972813281
0.341729857390357,0.849519546074135,0.316497162232454,0.965977016150378
0.339950277665907,0.847142739481371,0.313243526524096,0.96557750464936
0.338188192147254,0.844753002463187,0.310031803616901,0.965176447594386
0.33644335120987,0.84235056962595,0.306861457352177,0.964773854213938
0.334715509850445,0.839935676723603,0.303731954492008,0.964369733681635
0.333004427582792,0.837508560574136,0.300642764965111,0.96396409511703
0.33130986833648,0.835069458976496,0.297593362094849,0.963556947586387
0.329631600358121,0.832618610628005,0.294583222810256,0.963148300103439
0.327969396115231,0.830156255042299,0.291611827840935,0.962738161630121
0.326323032202583,0.827682632467847,0.288678661896611,0.962326541077293
0.324692289250992,0.825197983807091,0.285783213832117,0.961913447305439
0.32307695183844,0.822702550536229,0.282924976798562,0.961498889125349
0.321476808403505,0.820196574625699,0.280103448381385,0.961082875298784
0.319891651160986,0.817680298461386,0.277318130725965,0.960665414539129
0.318321276019703,0.815153964766591,0.274568530651471,0.960246515512025
0.31676548250237,0.81261781652481,0.271854159753539,0.959826186835985
0.315224073667518,0.810072096903329,0.269174534496406,0.959404437083
0.313696856033376,0.807517049177698,0.266529176295053,0.958981274779127
0.312183639503675,0.804952916657095,0.263917611587918,0.958556708405064
0.310684237295319,0.802379942610618,0.261339371900693,0.958130746396708
0.309198465867856,0.799798370194531,0.25879399390171,0.957703397145707
0.307726144854715,0.797208442380498,0.256281019449393,0.957274668999993
0.306267096996142,0.794610401884828,0.253799995632231,0.956844570264301
0.304821148073809,0.792004491098752,0.251350474801705,0.956413109200687
0.303388126847023,0.789390952019768,0.248932014598591,0.955980294029017
0.301967864990511,0.786770026184061,0.246544177973019,0.95554613292746
0.300560197033729,0.784141954600047,0.244186533198691,0.955110634032964
0.299164960301651,0.781506977683023,0.241858653881582,0.954673805441717
0.297781994856995,0.778865335190986,0.239560118963496,0.954235655209606
0.296411143443861,0.776217266161604,0.237290512720793,0.953796191352656
0.29505225143272,0.773563008850381,0.235049424758582,0.953355421847471
0.293705166766732,0.770902800670013,0.232836450000698,0.952913354631654
0.292369739909352,0.768236878130969,0.230651188675719,0.952469997604224
0.291045823793194,0.765565476783294,0.228493246299315,0.952025358626023
0.289733273770104,0.762888831159662,0.226362233653152,0.95157944552011
0.28843194756243,0.760207174719678,0.22425776676061,0.951132266072156
0.287141705215435,0.757520739795443,0.222179466859546,0.950683828030819
0.285862409050843,0.7548297575384,0.220126960372293,0.95023413910812
0.284593923621469,0.752134457867458,0.218099878873131,0.949783206979805
0.283336115666921,0.749435069418406,0.216097859053397,0.949331039285702
0.282088854070323,0.746731819494623,0.214120542684434,0.948877643630073
0.280852009816063,0.744024934019092,0.212167576578549,0.948423027581951
0.279625455948504,0.741314637487712,0.210238612548141,0.947967198675479
0.278409067531663,0.738601152923929,0.208333307363154,0.947510164410237
0.277202721609811,0.735884701834664,0.206451322707011,0.947051932251562
0.276006297168982,0.733165504167565,0.204592325131162,0.946592509630862
0.274819675099356,0.730443778269556,0.202755986008368,0.946131903945927
0.273642738158513,0.727719740846713,0.200941981484874,0.945670122561228
0.27247537093551,0.724993606925431,0.199149992431544,0.945207172808215
0.271317459815774,0.722265589814909,0.19737970439412,0.944743061985604
0.270168892946798,0.719535901070933,0.195630807542658,0.944277797359666
0.269029560204594,0.716804750460951,0.193902996620286,0.9438113861645
0.26789935316091,0.714072345930452,0.192195970891335,0.943343835602312
0.266778165051174,0.711338893570617,0.190509434088963,0.942875152843676
0.265665890743155,0.708604597587258,0.188843094362335,0.942405345027804
0.264562426706319,0.705869660271029,0.187196664223436,0.941934419262796
0.263467670981864,0.70313428196889,0.185569860493603,0.9414623826259
0.262381523153414,0.700398661056839,0.183962404249828,0.940989242163752
0.261303884318363,0.697662993913872,0.182374020770905,0.940515004892628
0.260234657059837,0.694927474897191,0.180804439483473,0.940039677798673
0.259173745419281,0.692192296318621,0.179253393908023,0.939563267838142
0.258121054869634,0.689457648422249,0.177720621604905,0.939085781937627
0.257076492289088,0.686723719363251,0.176205864120398,0.938607226994283
0.256039965935419,0.683990695187913,0.174708866932874,0.938127609876048
0.255011385420864,0.681258759814813,0.173229379399118,0.937646937421861
0.253990661687546,0.678528095017173,0.17176715470082,0.937165216441877
0.25297770698342,0.675798880406345,0.170321949791294,0.936682453717673
0.251972434838733,0.673071293416427,0.168893525342445,0.936198656002456
0.250974760042991,0.670345509289994,0.167481645692034,0.935713830021266
0.249984598622404,0.66762170106493,0.166086078791237,0.935227982471169
0.249001867817822,0.664900039562327,0.16470659615257,0.93474112002146
0.248026486063119,0.662180693375468,0.163342972798157,0.934253249313848
0.247058372964051,0.659463828859843,0.161994987208401,0.933764376962647
0.246097449277539,0.656749610124197,0.160662421271066,0.933274509554958
0.245143636891395,0.654038199022605,0.159345060230776,0.932783653650857
0.244196858804469,0.651329755147521,0.158042692638972,0.932291815783566
0.243257039107203,0.648624435823823,0.156755110304327,0.931799002459633
0.242324102962593,0.645922396103808,0.155482108243635,0.931305220159106
0.24139797658754,0.643223788763131,0.154223484633198,0.930810475335697
0.240478587234584,0.640528764297664,0.152979040760704,0.930314774416955
0.239565863174019,0.637837470921262,0.151748580977622,0.929818123804426
0.238659733676362,0.635150054564413,0.15053191265212,0.929320529873817
0.237760128995186,0.632466658873751,0.149328846122511,0.928821998975152
0.236866980350306,0.62978742521242,0.148139194651228,0.928322537432934
0.235980219911292,0.627112492661265,0.146962774379353,0.927822151546289
0.235099780781328,0.624441998020832,0.145799404281686,0.927320847589129
0.234225596981387,0.621776075814149,0.144648906122364,0.92681863181029
0.233357603434729,0.619114858290293,0.143511104411045,0.926315510433685
0.232495735951703,0.616458475428693,0.142385826359639,0.925811489658449
0.231639931214857,0.613807054944173,0.141272901839604,0.925306575659076
0.230790126764343,0.611160722292705,0.140172163339807,0.92480077458556
0.229946260983605,0.608519600677852,0.139083445924939,0.924294092563539
0.22910827308536,0.60588381105789,0.138006587194499,0.92378653569442
0.228276103097846,0.603253472153581,0.136941427242339,0.923278110055521
0.227449691851347,0.600628700456586,0.135887808616767,0.922768821700201
0.226628980964972,0.598009610238486,0.134845576281212,0.922258676657985
0.225813912833703,0.595396313560413,0.133814577575449,0.921747680934696
0.225004430615689,0.592788920283252,0.132794662177375,0.921235840512579
0.224200478219784,0.590187538078405,0.131785682065342,0.920723161350428
0.223402000293332,0.587592272439099,0.13078749148104,0.920209649383701
0.222608942210185,0.585003226692219,0.129799946892924,0.919695310524648
0.221821250058948,0.582420502010641,0.12882290696019,0.919180150662426
0.221038870631455,0.579844197426067,0.127856232497287,0.918664175663217
0.220261751411458,0.577274409842308,0.126899786438962,0.918147391370342
0.219489840563542,0.574711234049042,0.125953433805844,0.917629803604376
0.218723086922236,0.572154762735994,0.125017041670548,0.917111418163258
0.217961439981346,0.569605086507538,0.124090479124306,0.916592240822406
0.217204849883474,0.567062293897703,0.123173617244111,0.916072277334824
0.216453267409751,0.564526471385554,0.122266329060374,0.915551533431205
0.215706643969744,0.561997703410956,0.121368489525095,0.915030014820046
0.214964931591569,0.559476072390678,0.120479975480523,0.914507727187746
0.214228082912176,0.556961658734833,0.119600665628326,0.913984676198712
0.213496051167822,0.554454540863644,0.118730440499241,0.91346086749546
0.212768790184718,0.551954795224512,0.117869182423214,0.912936306698718
0.212046254369852,0.549462496309373,0.117016775500021,0.912410999407522
0.211328398701972,0.546977716672323,0.116173105570358,0.911884951199318
0.210615178722748,0.544500526947516,0.115338060187406,0.911358167630057
0.209906550528088,0.54203099586729,0.114511528588847,0.910830654234289
0.209202470759613,0.53956919028054,0.113693401669349,0.910302416525261
0.20850289659629,0.537115175171294,0.112883571953492,0.90977345999501
0.207807785746216,0.534669013677498,0.112081933569141,0.909243790114451
0.207117096438549,0.53223076710999,0.111288382221259,0.908713412333473
0.20643078741559,0.529800494971653,0.11050281516615,0.908182332081029
0.205748817925004,0.527378254976723,0.109725131186128,0.90765055476522
0.205071147712179,0.524964103070255,0.108955230564609,0.907118085773389
0.204397737012726,0.522558093447725,0.108193015061615,0.906584930472205
0.203728546545113,0.520160278574759,0.107438387889686,0.906051094207747
0.203063537503425,0.517770709206974,0.106691253690198,0.905516582305594
0.202402671550261,0.515389434409924,0.105951518510071,0.904981400070905
0.20174591080975,0.513016501579139,0.105219089778876,0.904445552788501
0.201093217860693,0.510651956460241,0.10449387628632,0.903909045722954
0.200444555729824,0.508295843169131,0.103775788160112,0.90337188411866
0.199799887885195,0.505948204212239,0.103064736844201,0.902834073199924
0.199159178229673,0.503609080506821,0.102360635077389,0.902295618171038
0.198522391094548,0.501278511401292,0.101663396872291,0.90175652421636
0.197889491233255,0.498956534695597,0.100972937494666,0.901216796500393
0.19726044381521,0.496643186661593,0.100289173443089,0.900676440167859
0.196635214419746,0.494338502063451,0.099612022428974,0.900135460343779
0.196013769030155,0.492042514178056,0.0989414033569287,0.899593862133545
0.195396074027835,0.4897552548154,0.0982772363054513,0.899051650622996
0.194782096186537,0.487476754338965,0.0976194425079517,0.898508830878493
0.194171802666713,0.485207041686081,0.0969679443340964,0.89796540794699
0.193565161009952,0.482946144388253,0.0963226652714717,0.897421386856108
0.192962139133524,0.480694088591451,0.0956835299075594,0.896876772614207
0.192362705325003,0.478450899076358,0.0950504639120204,0.896331570210455
0.191766828236994,0.476216599278561,0.0944233940192808,0.8957857846149
0.19117447688194,0.473991211308687,0.0938022480114162,0.895239420778541
0.190585620627022,0.471774755972469,0.0931869547013259,0.894692483633393
0.190000229189141,0.469567252790745,0.0925774439161983,0.89414497809256
0.189418272629986,0.46736872001938,0.0919736464812569,0.893596909050299
0.188839721351188,0.46517917466909,0.0913754942037842,0.89304828138209
0.188264546089547,0.462998632525202,0.0907829198574209,0.892499099944702
0.187692717912347,0.460827108167292,0.090195857166731,0.891949369576256
0.187124208212743,0.458664614988738,0.0896142407920332,0.891399095096295
0.186558988705226,0.456511165216167,0.0890380063144915,0.890848281305847
0.185997031421165,0.454366769928785,0.0884670902214594,0.890296932987486
0.18543830870442,0.452231439077598,0.0879014298920776,0.889745054905402
0.184882793207027,0.45010518150451,0.0873409635831154,0.88919265180546
0.184330457884957,0.447988004961299,0.0867856304150564,0.888639728415264
0.18378127599394,0.445879916128464,0.0862353703584202,0.888086289444216
0.183235221085358,0.443780920633942,0.0856901242203205,0.887532339583585
0.182692267002212,0.441691023071693,0.0851498336312507,0.886977883506561
0.18215238787514,0.439610227020134,0.0846144410320967,0.886422925868319
0.181615558118516,0.437538535060446,0.0840838896613703,0.885867471306079
0.181081752426597,0.435475948794728,0.0835581235426633,0.885311524439164
0.180550945769745,0.433422468863997,0.0830370874723118,0.884755089869064
0.180023113390698,0.431378094966056,0.0825207270072746,0.884198172179489
0.17949823080091,0.429342825873181,0.0820089884532161,0.883640775936432
0.178976273776946,0.427316659449683,0.0815018188527936,0.883082905688222
0.178457218356933,0.425299592669278,0.0809991659741429,0.882524565965588
0.177941040837068,0.423291621632327,0.080500978299562,0.881965761281712
0.177427717768184,0.421292741582892,0.0800072050143845,0.881406496132286
0.176917225952368,0.419302946925639,0.079517795996045,0.88084677499557
0.176409542439632,0.417322231242563,0.079032701803328,0.880286602332446
0.175904644524639,0.415350587309561,0.0785518736658017,0.879725982586475
0.175402509743475,0.41338800711282,0.0780752634734284,0.879164920183954
0.174903115870479,0.411434481865043,0.0776028237663543,0.878603419533965
0.17440644091512,0.409490002021498,0.0771345077248691,0.878041485028437
0.173912463118915,0.407554557295898,0.0766702691595375,0.877479121042193
0.173421160952408,0.405628136676101,0.0762100625014975,0.87691633193301
0.172932513112185,0.403710728439639,0.0757538427929222,0.876353122041668
0.172446498517941,0.40180232016907,0.0753015656776429,0.875789495692007
0.171963096309592,0.399902898767153,0.0748531873919302,0.875225457190974
0.171482285844427,0.398012450471842,0.0744086647554309,0.874661010828683
0.171004046694308,0.396130960871108,0.0739679551622574,0.87409616087846
0.170528358642914,0.394258414917579,0.073531016572227,0.873530911596901
0.170055201683022,0.392394796943003,0.073097807502248,0.872965267223918
0.169584556013833,0.390540090672529,0.0726682870178518,0.872399231982797
0.169116402038339,0.388694279238816,0.0722424147248652,0.871832810080239
0.168650720360728,0.386857345195954,0.0718201507612244,0.871266005706422
0.168187491783829,0.385029270533212,0.0714014557889234,0.870698823035043
0.167726697306596,0.383210036688608,0.0709862909861001,0.870131266223373
0.16726831812163,0.381399624562295,0.0705746180392521,0.869563339412302
0.166812335612738,0.379598014529776,0.0701663991355839,0.868995046726394
0.166358731352528,0.377805186454935,0.0697615969554806,0.868426392273935
0.165907487100041,0.376021119702891,0.0693601746651085,0.867857380146976
0.165458584798416,0.374245793152679,0.0689620959091367,0.867288014421392
0.165012006572594,0.372479185209755,0.068567324803581,0.866718299156923
0.164567734727052,0.370721273818315,0.0681758259287667,0.866148238397222
0.164125751743572,0.368972036473454,0.0677875643224069,0.865577836169911
0.163686040279046,0.367231450233138,0.0674025054727971,0.865007096486619
0.163248583163307,0.36549949173001,0.0670206153121195,0.864436023343035
0.162813363396995,0.363776137183019,0.0666418602098618,0.863864620718957
0.162380364149458,0.362061362408877,0.0662662069663406,0.863292892578333
0.16194956875668,0.360355142833352,0.0658936228063347,0.862720842869313
0.161520960719236,0.358657453502378,0.0655240753728208,0.862148475524295
0.161094523700286,0.356968269093012,0.0651575327208136,0.861575794459969
0.160670241523586,0.355287563924205,0.0647939633113064,0.861002803577367
0.160248098171541,0.353615311967424,0.0644333360053112,0.860429506761906
0.159828077783276,0.351951486857096,0.0640756200579962,0.859855907883435
0.15941016465274,0.35029606190089,0.0637207851129193,0.859282010796281
0.158994343226834,0.348649010089842,0.0633688011963555,0.858707819339293
0.15858059810357,0.347010304108309,0.0630196387117173,0.858133337335891
0.158168914030253,0.345379916343765,0.0626732684340652,0.857558568594106
0.15775927590169,0.343757818896444,0.0623296615047082,0.85698351690663
0.157351668758425,0.342143983588814,0.0619887894258917,0.856408186050856
0.156946077784998,0.3405383819749,0.0616506240555712,0.855832579788927
0.156542488308232,0.338940985349454,0.0613151376022711,0.855256701867776
0.156140885795539,0.337351764756965,0.0609823026200272,0.854680556019176
0.155741255853253,0.335770691000519,0.0606520920034085,0.854104145959777
0.15534358422499,0.334197734650506,0.0603244789826227,0.853527475391154
0.154947856790022,0.332632866053184,0.0599994371186979,0.852950547999854
0.154554059561684,0.331076055339083,0.059676940298743,0.852373367457431
0.154162178685794,0.329527272431269,0.0593569627312835,0.851795937420497
0.153772200439105,0.327986487053468,0.0590394789416728,0.851218261530761
0.153384111227768,0.32645366873803,0.058724463767577,0.850640343415075
0.152997897585826,0.324928786833768,0.0584118923545305,0.850062186685475
0.15261354617372,0.323411810513642,0.0581017401515647,0.849483794939223
0.152231043776826,0.321902708782317,0.0577939829069051,0.848905171758853
0.151850377304001,0.320401450483567,0.0574885966637367,0.84832632071221
0.151471533786159,0.318908004307559,0.0571855577560375,0.847747245352494
0.151094500374859,0.31742233879799,0.0568848428044778,0.847167949218303
0.150719264340916,0.315944422359098,0.0565864287123842,0.846588435833674
0.150345813073033,0.314474223262535,0.0562902926617681,0.846008708708124
0.149974134076446,0.313011709654118,0.0559964121094168,0.845428771336693
0.149604214971594,0.311556849560441,0.0557047647830452,0.844848627199987
0.149236043492802,0.310109610895372,0.0554153286775102,0.844268279764217
0.148869607486983,0.308669961466414,0.0551280820510828,0.843687732481241
0.148504894912362,0.307237868980946,0.0548430034217794,0.843106988788608
0.148141893837209,0.305813301052345,0.0545600715637515,0.842526052109595
0.147780592438598,0.304396225205981,0.0542792655037301,0.841944925853251
0.147420979001174,0.302986608885096,0.0540005645175276,0.841363613414437
0.147063041915947,0.301584419456565,0.0537239481265925,0.840782118173866
0.14670676967909,0.300189624216545,0.0534493960946205,0.840200443498147
0.146352150890764,0.298802190395997,0.0531768884242145,0.839618592739819
0.145999174253952,0.297422085166111,0.0529064053536003,0.839036569237399
0.14564782857331,0.296049275643607,0.0526379273533907,0.838454376315418
0.145298102754034,0.29468372889593,0.0523714351234012,0.837872017284462
0.144949985800746,0.293325411946341,0.0521069095895141,0.837289495441213
0.144603466816383,0.291974291778893,0.0518443319005911,0.836706814068486
0.144258535001114,0.290630335343306,0.0515836834254345,0.836123976435275
0.143915179651265,0.28929350955974,0.0513249457497937,0.835540985796784
0.143573390158256,0.287963781323459,0.0510681006734188,0.834957845394478
0.143233156007558,0.2866411175094,0.0508131302071592,0.83437455845611
0.142894466777656,0.285325484976642,0.0505600165701064,0.833791128195772
0.142557312139036,0.28401685057277,0.0503087421867807,0.833207557813927
0.142221681853174,0.282715181138151,0.0500592896843607,0.83262385049745
0.141887565771544,0.281420443510114,0.0498116418899557,0.832040009419668
0.14155495383464,0.280132604527025,0.0495657818279188,0.8314560377404
0.141223836071009,0.278851631032286,0.0493216927172009,0.830871938605995
0.140894202596294,0.277577489878234,0.0490793579687462,0.830287715149368
0.140566043612294,0.276310147929945,0.0488387611829249,0.829703370490045
0.14023934940603,0.275049572068965,0.048599886147007,0.829118907734196
0.139914110348834,0.27379572919694,0.0483627168326729,0.828534329974678
0.139590316895434,0.272548586239167,0.0481272373935615,0.82794964029107
0.139267959583066,0.271308110148061,0.0478934321628569,0.827364841749712
0.138947029030587,0.27007426790654,0.0476612856509087,0.826779937403748
0.138627515937603,0.268847026531322,0.0474307825428902,0.826194930293157
0.13830941108361,0.267626353076148,0.047201907696491,0.825609823444795
0.137992705327142,0.26641221463493,0.046974646139644,0.825024619872437
0.137677389604932,0.26520457834481,0.0467489830682865,0.824439322576806
0.137363454931085,0.264003411389151,0.0465249038441544,0.823853934545617
0.137050892396257,0.262808681000453,0.0463023939926099,0.823268458753618
0.136739693166847,0.26162035446319,0.0460814392005008,0.822682898162617
0.136429848484205,0.260438399116581,0.045862025314052,0.822097255721531
0.136121349663834,0.259262782357286,0.0456441383367881,0.821511534366416
0.135814188094623,0.258093471642027,0.0454277644274869,0.82092573702051
0.13550835523807,0.256930434490156,0.045212889898163,0.820339866594266
0.13520384262753,0.255773638486133,0.0449995012120806,0.819753925985392
0.13490064186746,0.254623051281959,0.044787584981797,0.819167918078886
0.134598744632685,0.253478640599528,0.0445771279672334,0.818581845747076
0.134298142667661,0.252340374232924,0.0443681170737744,0.817995711849657
0.133998827785759,0.251208220050648,0.0441605393503963,0.817409519233724
0.133700791868549,0.250082145997789,0.0439543819878213,0.816823270733813
0.133404026865096,0.248962120098134,0.0437496323166994,0.816236969171939
0.133108524791268,0.247848110456208,0.0435462778058174,0.815650617357628
0.132814277729043,0.246740085259271,0.0433443060603328,0.815064218087957
0.132521277825839,0.245638012779246,0.0431437048200341,0.81447777414759
0.132229517293835,0.244541861374594,0.042944461957626,0.813891288308817
0.131938988409315,0.243451599492133,0.0427465654770401,0.813304763331585
0.131649683512014,0.2423671956688,0.0425500035117691,0.812718201963538
0.131361595004467,0.241288618533369,0.0423547643232257,0.812131606940057
0.131074715351379,0.240215836808101,0.0421608362991248,0.811544980984288
