"Xylosandrus morigerus","Xylosandrus compactus","Xyleborus seriatus","Xyleborus obesus","Ambrosiodmus obliquus","Ambrosiodmus rubricollis","Xyleborus glabratus","Euwallacea validus","Ambrosiodmus tachygraphus","Xyleborus affinis","mutillatus"
0.892875096954268,0.589362959236565,0.43079175547021,0.254114087996315,0.28610794881188,0.692226590752901,0.996543951053314,0.795206765118036,0.631218366025711,0.852969053232738,0.502785151501702
0.889527740726447,0.583428120931988,0.424243467423203,0.247934345534531,0.280188395308569,0.681976347485309,0.99618985402266,0.789306163597937,0.618904231110643,0.850142461341909,0.494990339351354
0.886196330314637,0.577652735178305,0.417921956499067,0.242041686049305,0.274522964503605,0.671870273419775,0.995812212599903,0.78346912069802,0.606821173937275,0.847360286930179,0.48743769228282
0.882881038043426,0.572029394086556,0.411814818677408,0.236416746037347,0.26909524322072,0.661911230070904,0.995410274540193,0.777695363843947,0.594972424002838,0.844620842360644,0.480115976481547
0.87958201505385,0.566551192945481,0.405910581057128,0.231041854397049,0.263890223272811,0.652101483341323,0.994983291596527,0.771984566431393,0.583360151006013,0.841922549163677,0.473014649225024
0.876299393138816,0.561211684710131,0.400198612888886,0.225900852376946,0.25889415258508,0.642442760529403,0.994530519958629,0.766336354247915,0.571985580643173,0.839263928059295,0.466123805983401
0.873033286387148,0.556004839647852,0.394669046928065,0.220978935935049,0.254094405029775,0.632936302695572,0.994051220698736,0.760750311190297,0.560849100897267,0.836643590145462,0.459434132365128
0.869783792660786,0.550925009440219,0.389312709701513,0.216262517333542,0.249479366263306,0.623582912736574,0.993544660224181,0.755225984364896,0.549950359334997,0.834060229088037,0.452936860390098
0.866550994925943,0.545966895150436,0.384121059501257,0.211739103295427,0.245038333298941,0.614382999490767,0.993010110736598,0.74976288864582,0.539288351941607,0.831512614174961,0.446623728636133
0.863334962455929,0.541125518556681,0.379086131099613,0.207397187464514,0.240761425910478,0.605336618173877,0.992446850697527,0.74436051075513,0.528861504026731,0.828999584119164,0.440486945859219
0.860135751920811,0.536396196427023,0.374200486330178,0.203226155254223,0.236639508260299,0.596443507423141,0.991854165300152,0.739018312920465,0.518667743730986,0.826520041512661,0.434519157735034
0.856953408376929,0.531774517373726,0.369457169804047,0.199216199457058,0.232664119391378,0.587703123208061,0.991231346946875,0.733735736157997,0.508704568652956,0.824072947849082,0.428713416410236
0.853787966167525,0.527256320976692,0.364849669134931,0.195358245225888,0.228827411427186,0.579114669847758,0.990577695732343,0.728512203222371,0.498969106101137,0.821657319044119,0.423063152587429
0.850639449744215,0.522837678909199,0.360371879134426,0.191643883238665,0.22512209449359,0.570677128358043,0.989892519931575,0.723347121259936,0.489458167456629,0.819272221393574,0.417562149898748
0.847507874417774,0.518514877835608,0.356018069512471,0.188065310026888,0.221541387519317,0.562389282335561,0.989175136492719,0.718239884197046,0.480168297110755,0.81691676791723,0.412204521350002
0.84439324704563,0.514284403881568,0.351782855680428,0.184615274590349,0.218078974190992,0.554249741571678,0.988424871534005,0.713189874891312,0.471095816418352,0.814590115043877,0.406984687641028
0.84129556666252,0.510142928503357,0.347661172307221,0.181287030541091,0.214728963439557,0.546256963575047,0.987641060844372,0.708196467070344,0.462236863082835,0.812291459598895,0.401897357188701
0.838214825060003,0.506087295605282,0.343648249324074,0.178074293121671,0.21148585391994,0.538409273168917,0.986823050387235,0.703259027079658,0.45358742636396,0.810020036060875,0.396937507697316
0.835151007319823,0.502114509772999,0.339739590111992,0.174971200529764,0.2083445020181,0.530704880317214,0.985970196806836,0.698376915458917,0.445143378473915,0.807775114058116,0.392100369137216
0.832104092305544,0.498221725506949,0.335930951639177,0.171972279055344,0.205300092980981,0.523141896322187,0.98508186793657,0.693549488363521,0.436900502502407,0.805555996079508,0.387381408006754
0.829074053116371,0.494406237354058,0.332218326344037,0.1690724116002,0.202348114817337,0.515718348525839,0.984157443308661,0.688776098846671,0.428854517186988,0.803362015377502,0.382776312765313
0.826060857506633,0.490665470847943,0.328597925583952,0.166266809204005,0.199484334662266,0.508432193637538,0.983196314664542,0.684056098015398,0.421001098821321,0.801192534043565,0.378280980336272
0.823064468274031,0.48699697417829,0.325066164491204,0.163550985248011,0.196704777336771,0.501281329801018,0.982197886465245,0.679388836072596,0.41333590057148,0.799046941238867,0.373891503588733
0.820084843619399,0.483398410519151,0.321619648095857,0.160920732047869,0.194005705866834,0.494263607505363,0.981161576401102,0.674773663255829,0.405854569448867,0.796924651564971,0.369604159715689
0.817121937480467,0.479867550953751,0.318255158591395,0.158372099581949,0.191383603755048,0.487376839436601,0.980086815900042,0.670209930682587,0.398552761168014,0.794825103561034,0.365415399434153
0.814175699841834,0.47640226794032,0.31496964363284,0.155901376131809,0.188835158822586,0.480618809359067,0.978973050633702,0.665696991110657,0.391426153098403,0.792747758315564,0.361321836939836
0.811246077023138,0.473000529269427,0.311760205569287,0.153505070637692,0.186357248460727,0.473987280108774,0.977819741020625,0.661234199621418,0.384470455501532,0.7906920981821,0.357320240555223
0.808333011947237,0.46966039246859,0.308624091523431,0.151179896594776,0.183946926149784,0.467480000774568,0.976626362725719,0.656820914233092,0.377681421227741,0.788657625589329,0.353407524015549
0.80543644438999,0.466379999614574,0.305558684240047,0.14892275733581,0.1816014091195,0.461094713136894,0.975392407155202,0.652456496450305,0.371054854031822,0.786643861937182,0.34958073834221
0.802556311213127,0.463157572517842,0.302561493633605,0.146730732563167,0.179318067039158,0.454829157428418,0.974117381946198,0.648140311755679,0.364586615652027,0.784650346571339,0.3458370642577
0.799692546581522,0.45999140824724,0.299630148972463,0.144601066008545,0.177094411638008,0.448681077475631,0.97280081145017,0.64387173004865,0.358272631783858,0.782676635829342,0.342173805100219
0.796845082166073,0.456879874966198,0.296762391643489,0.142531154111929,0.174928087167514,0.44264822527579,0.971442237209337,0.639650126036215,0.352108897067772,0.780722302152223,0.338588380199795
0.794013847333271,0.453821408054502,0.293956068446631,0.140518535623123,0.172816861626425,0.436728365059139,0.970041218425228,0.635474879579865,0.346091479198704,0.77878693325616,0.335078318681064
0.791198769322483,0.450814506492267,0.291209125373981,0.13856088203949,0.170758618678086,0.430919276882291,0.968597332418533,0.631345376002577,0.340216522255019,0.7768701313592,0.331641253660842
0.788399773411813,0.447857729484904,0.288519601832345,0.136655988802654,0.168751350196809,0.425218759794884,0.967110175079376,0.627261006359387,0.334480249335072,0.774971512458594,0.32827491681133
0.785616783073409,0.44494969330992,0.285885625272288,0.13480176718494,0.166793149386622,0.419624634618145,0.96557936130716,0.623221167674733,0.328878964580948,0.773090705654687,0.324977133262239
0.782849720118949,0.442089068368125,0.283305406190183,0.132996236803431,0.164882204421555,0.414134746370797,0.964004525439124,0.619225263149503,0.323409054661078,0.771227352517711,0.321745816817345
0.780098504836007,0.439274576423426,0.280777233472922,0.13123751870584,0.163016792561681,0.408746966374793,0.962385321666752,0.615272702340418,0.318066989776308,0.769381106494146,0.318578965462977
0.777363056115937,0.436504988016817,0.278299470057799,0.129523828977982,0.161195274703727,0.403459194070624,0.960721424439188,0.611362901314201,0.312849324247454,0.767551632349632,0.315474657147796
0.774643291573858,0.433779120041439,0.275870548882568,0.12785347282758,0.159416090329095,0.39826935856946,0.959012528852815,0.607495282778728,0.307752696736484,0.765738605645689,0.312431045814854
0.771939127661273,0.431095833466737,0.273488969102985,0.126224839103595,0.15767775281572,0.393175419967053,0.957258351026155,0.603669276193184,0.302773830148114,0.763941712247724,0.309446357668461
0.769250479771825,0.42845403120078,0.271153292557133,0.124636395214189,0.155978845083444,0.388175370442243,0.955458628459284,0.599884317859078,0.297909531253714,0.762160647862044,0.306518887659732
0.766577262340638,0.425852656080736,0.268862140457705,0.123086682409967,0.154318015545403,0.383267235160908,0.953613120376949,0.596139850993802,0.293156690075055,0.760395117599791,0.303646996175983
0.763919388937669,0.423290688982341,0.266614190295017,0.121574311402278,0.152693974340543,0.378449073004448,0.951721608054596,0.592435325788289,0.288512279061425,0.758644835565878,0.30082910592025
0.761276772355453,0.420767147039954,0.264408172935064,0.12009795828919,0.15110548982463,0.373718977140235,0.949783895126548,0.588770199450174,0.283973352090057,0.756909524471163,0.298063698968278
0.758649324691615,0.418281081969494,0.262242869898215,0.118656360764258,0.149551385299226,0.369075075449921,0.947799807875583,0.585143936233767,0.279537043316562,0.755188915266283,0.295349313991281
0.756036957426458,0.415831578487162,0.260117110805413,0.117248314585502,0.14803053595992,0.364515530830153,0.945769195503198,0.581556007458031,0.275200565899127,0.753482746795629,0.292684543633633
0.753439581495965,0.413417752817429,0.258029770979788,0.115872670284013,0.146541866046798,0.360038541378922,0.943691930379847,0.578005891513643,0.270961210617627,0.751790765470143,0.290068032035492
0.750857107360472,0.411038751284294,0.255979769192636,0.114528330093474,0.145084346181606,0.355642340479651,0.941567908274514,0.574493073860153,0.266816344406376,0.75011272495766,0.287498472491036
0.7482894450693,0.408693748980257,0.253966065543578,0.113214245083505,0.143656990877446,0.351325196794012,0.939397048562966,0.571017047014152,0.26276340881715,0.748448385889655,0.284974605233737
0.745736504321582,0.406381948507919,0.251987659465562,0.111929412481262,0.14225885620804,0.347085414173512,0.937179294414101,0.567577310529297,0.258799918427174,0.746797515583321,0.282495215340655
0.743198194523519,0.40410257878947,0.250043587846099,0.110672873167028,0.140889037624709,0.342921331498972,0.934914612953816,0.564173370968965,0.254923459205036,0.745159887778014,0.280059130748349
0.740674424842275,0.401854893939723,0.248132923256809,0.109443709330789,0.139546667910225,0.338831322456202,0.932602995405881,0.560804741872249,0.251131686845943,0.743535282385137,0.277665220373506
0.738165104256714,0.39963817219863,0.246254772283967,0.108241042277859,0.138230915259578,0.334813795255423,0.930244457209327,0.557470943713953,0.247422325086363,0.741923485250634,0.275312392331884
0.735670141605167,0.397451714919575,0.244408273953317,0.107064030372632,0.136940981478528,0.330867192301295,0.927839038111904,0.554171503859172,0.243793164006822,0.740324287929313,0.272999592249593
0.733189445630395,0.395294845609937,0.242592598242913,0.105911867110446,0.135676100291579,0.326989989819769,0.925386802239211,0.550905956513037,0.240242058330536,0.738737487470279,0.270725801661175
0.730722925021917,0.393166909020743,0.240806944678238,0.104783779308339,0.134435535751643,0.323180697447424,0.92288783813914,0.547673842666095,0.236766925724548,0.737162886212805,0.268490036489303
0.728270488455857,0.391067270282395,0.23905054100427,0.103679025406264,0.133218580744329,0.319437857788395,0.920342258801329,0.544474710035828,0.233365745109152,0.735600291592011,0.266291345601271
0.725832044632435,0.388995314083715,0.237322641929575,0.102596893870979,0.13202455558031,0.315760045943535,0.917750201651363,0.541308113004711,0.230036554980602,0.734049515953796,0.264128809437789
0.723407502311265,0.386950443891717,0.235622527937834,0.101536701695451,0.130852806669767,0.312145869015998,0.915111828519501,0.538173612555208,0.226777451751373,0.732510376378452,0.262001538709869
0.720996770344554,0.384932081209697,0.233949504162592,0.100497792987189,0.129702705273346,0.308593965597042,0.912427325583786,0.535070776202088,0.22358658811163,0.730982694512492,0.259908673159886
0.718599757708333,0.382939664871414,0.232302899321278,0.0994795376394275,0.128573646324517,0.30510300523546,0.90969690328741,0.53199917792236,0.220462171414992,0.7294662964082,0.25784938038315
0.716216373531832,0.38097265036927,0.230682064704848,0.0984813300795403,0.127465047318587,0.301671687893734,0.906920796230286,0.528958398083156,0.217402462091173,0.727961012370484,0.255822854706555
0.713846527125096,0.379030509214533,0.229086373219655,0.0975025880895219,0.126376347264003,0.298298743393679,0.904099263034813,0.525948023367836,0.214405772087656,0.726466676810606,0.253828316121108
0.711490128004939,0.377112728327798,0.227515218478387,0.0965427516937367,0.125307005691886,0.294982930854091,0.90123258618589,0.522967646700571,0.211470463342143,0.72498312810644,0.25186500926532
0.709147085919329,0.375218809457982,0.225968013937136,0.0956012821095135,0.12425650172004,0.291723038122613,0.898321071845266,0.520016867169632,0.20859494628719,0.723510208468868,0.24993220245666
0.706817310870287,0.373348268628262,0.224444192075852,0.0946776607564874,0.123224333167973,0.288517881203853,0.895365049640395,0.517095289949618,0.205777678388129,0.722047763814008,0.248029186768436
0.704500713135383,0.371500635607475,0.222943203619636,0.0937713883208926,0.122210015719689,0.285366303685532,0.892364872427977,0.514202526222808,0.203017162715111,0.720595643640949,0.246155275149618
0.7021972032879,0.369675453405592,0.221464516798495,0.0928819838712887,0.121213082131267,0.282267176164276,0.88932091603248,0.51133819309982,0.200311946549857,0.719153700914707,0.244309801585302
0.699906692215744,0.36787227779195,0.220007616643318,0.0920089840224553,0.120233081480447,0.27921939567247,0.88623357895991,0.508501913539751,0.197660620027505,0.717721791954127,0.242492120295624
0.697629091139156,0.366090676835044,0.218572004316028,0.091151942144428,0.119269578455628,0.276221885107446,0.883103282087229,0.505693316269937,0.195061814813759,0.716299776324475,0.240701604971096
0.695364311627308,0.364330230462709,0.21715719647194,0.0903104276138598,0.11832215268189,0.273273592664115,0.879930468327814,0.502912035705491,0.192514202817392,0.714887516734481,0.238937648042423
0.693112265613813,0.362590530041638,0.215762724652536,0.0894840251050938,0.117390398081796,0.270373491272054,0.876715602273423,0.500157711868724,0.190016494937993,0.713484878937608,0.237199659983013
0.690872865411241,0.360871177975215,0.214388134706945,0.0886723339185146,0.116473922268876,0.267520578037885,0.873459169813186,0.49742999030858,0.187567439848777,0.712091731637322,0.235487068642478
0.688646023724665,0.359171787318721,0.213032986240549,0.0878749673439149,0.115572345971887,0.264713873693733,0.870161677730175,0.494728522020186,0.185165822814117,0.710707946396188,0.233799318609523
0.686431653664301,0.357491981411016,0.211696852089221,0.0870915520567671,0.114685302487996,0.261952422052405,0.866823653276157,0.492052963364616,0.182810464541419,0.709333397548576,0.232135870602719
0.684229668757285,0.355831393521869,0.210379317817807,0.0863217275454386,0.113812437163232,0.259235289469867,0.863445643725188,0.489402975988944,0.180500220066858,0.707967962116823,0.230496200887757
0.682039982958636,0.354189666514137,0.209079981241539,0.0855651455675151,0.112953406898606,0.256561564315513,0.860028215906732,0.486778226746684,0.178233977674442,0.706611519730667,0.228879800719828
0.679862510661444,0.352566452520054,0.207798451969154,0.084821469633527,0.112107879680436,0.253930356450631,0.856571955719043,0.484178387618678,0.176010657847814,0.705263952549811,0.227286175809886
0.677697166706319,0.350961412630935,0.20653435096657,0.0840903745164791,0.111275534133504,0.251340796715424,0.853077467623581,0.481603135634488,0.17382921225416,0.703925145189449,0.225714845813601
0.675543866390152,0.349374216599626,0.20528731014003,0.0833715457856967,0.110456059095744,0.248792036424872,0.849545374121266,0.479052152794374,0.171688622759563,0.70259498464864,0.224165343841883
0.673402525474205,0.347804542555091,0.20405697193771,0.0826646793635939,0.109649153213263,0.246283246873676,0.845976315211431,0.476525125991891,0.169587900475101,0.701273360241372,0.222637215991924
0.671273060191583,0.34625207672853,0.202842988968819,0.0819694811040605,0.108854524554569,0.243813618850461,0.842370947834316,0.474021746937149,0.167526084832983,0.699960163530207,0.221130020897748
0.669155387254109,0.344716513190503,0.201645023639306,0.0812856663912513,0.108071890242939,0.241382362161391,0.838729945298047,0.471541712080806,0.165502242691986,0.698655288262385,0.219643329299347
0.667049423858633,0.343197553598501,0.200462747803314,0.0806129597576346,0.107300976105947,0.238988705163295,0.835053996691002,0.469084722538793,0.163515467471452,0.697358630308272,0.218176723629493
0.664955087692804,0.341694906954501,0.199295842429603,0.079951094520232,0.106541516341212,0.236631894306381,0.831343806280532,0.466650484017833,0.161564878313101,0.696070087602053,0.216729797617389
0.662872296940344,0.340208289372024,0.198143997282169,0.0792998124340492,0.105793253197501,0.234311193686556,0.827600092899018,0.464238706741777,0.159649619269905,0.694789560084559,0.21530215590837
0.660800970285829,0.338737423852249,0.197006910614363,0.0786588633617561,0.105055936670361,0.232025884607391,0.823823589318254,0.461849105378768,0.157768858521274,0.693516949648152,0.21389341369889
0.658741026919019,0.337282040068774,0.195884288875849,0.0780280049587384,0.10432932421152,0.22977526515169,0.820015041613176,0.459481398969279,0.155921787613801,0.692252160083548,0.212503196386083
0.656692386538753,0.335841874160631,0.194775846431754,0.0774070023726912,0.103613180451319,0.227558649762636,0.816175208515959,0.457135310855021,0.154107620726843,0.690995097028531,0.211131139231236
0.654654969356437,0.334416668533164,0.193681305293433,0.0767956279569794,0.102907276933518,0.225375368834459,0.812304860761522,0.454810568608754,0.152325593962168,0.689745667918446,0.209776887036503
0.65262869609913,0.333006171666435,0.192600394860273,0.0761936609970363,0.102211391861808,0.22322476831255,0.808404780425491,0.452506903965007,0.150574964656983,0.688503781938403,0.208440093834293
0.650613488012274,0.331610137930805,0.191532851672017,0.0756008874491123,0.101525309857455,0.221106209302925,0.804475760255665,0.450224052751722,0.148855010719604,0.687269349977133,0.207120422588728
0.648609266862066,0.33022832740938,0.190478419171107,0.0750170996907309,0.100848821727485,0.219019067690947,0.800518602998041,0.447961754822823,0.147165029987065,0.686042284582408,0.205817544908627
0.646615954937493,0.328860505727019,0.189436847474556,0.0744420962822451,0.100181724242896,0.21696273376918,0.796534120718453,0.445719753991732,0.145504339603998,0.684822499917965,0.204531140771522
0.644633475052059,0.32750644388561,0.188407893154927,0.073875681738922,0.0995238199263792,0.214936611874263,0.792523134120874,0.443497797965817,0.143872275422083,0.683609911721883,0.203260898258189
0.64266175054521,0.32616591810535,0.18739131902997,0.0733176663130193,0.0988749168490863,0.212940120032662,0.788486471863426,0.441295638281799,0.142268191419429,0.682404437266337,0.202006513297237
0.640700705283471,0.324838709671762,0.186386893960533,0.0727678657853457,0.0982348284359836,0.210972689615161,0.784424969873133,0.439113030242097,0.140691459139229,0.681205995318678,0.200767689419321
0.638750263661318,0.323524604788211,0.18539439265636,0.0722261012658289,0.0976033732793825,0.209033764999945,0.780339470660446,0.436949732852134,0.139141467147065,0.680014506103799,0.199544137520544
0.636810350601794,0.322223394433677,0.184413595489412,0.0716921990026405,0.0969803749602395,0.207122803244133,0.776230822634546,0.434805508758574,0.137617620506247,0.678829891267708,0.198335575634663
0.634880891556885,0.320934874225568,0.183444288314378,0.0711659901994524,0.0963656618768527,0.205239273763591,0.772099879420433,0.432680124188524,0.136119340270591,0.67765207384229,0.197141728713701
0.632961812507663,0.319658844287361,0.18248626229605,0.0706473108404252,0.0957590670805981,0.203382658020874,0.767947499178766,0.430573348889668,0.134646062994055,0.676480978211185,0.195962328416629
0.631053039964212,0.318395109120868,0.181539313743245,0.0701360015225486,0.0951604281183695,0.201552449221138,0.763774543929425,0.428484956071342,0.133197240256671,0.675316530076759,0.194797112905747
0.629154500965356,0.317143477482933,0.180603243949006,0.0696319072949778,0.0945695868814037,0.199748152015855,0.759581878879719,0.426414722346547,0.131772338206211,0.67415865642811,0.193645826650454
0.627266123078184,0.315903762266388,0.179677859036772,0.0691348775050276,0.0939863894601912,0.197969282214159,0.755370371758168,0.424362427674885,0.130370837115081,0.673007285510077,0.192508220238103
0.625387834397396,0.314675780385081,0.178762969812293,0.0686447656505039,0.093410686005186,0.196215366501682,0.751140892154732,0.422327855306421,0.128992230951894,0.671862346793215,0.191384050191615
0.623519563544472,0.313459352662817,0.177858391621006,0.0681614292380731,0.0928423305930462,0.194485942166682,0.746894310868346,0.420310791726457,0.127636026967254,0.670723770944689,0.190273078793604
0.621661239666681,0.312254303726061,0.176963944210656,0.0676847296473813,0.0922811810981502,0.192780556833324,0.74263149926261,0.418311026601217,0.12630174529324,0.669591489800067,0.189175073916725
0.619812792435929,0.311060461900235,0.176079451598933,0.0672145320006548,0.0917270990691457,0.191098768201942,0.738353328630396,0.416328352724424,0.124988918556132,0.668465436335963,0.18808980885999
0.617974152047463,0.309877659109485,0.175204741945905,0.0667507050375246,0.0911799496103021,0.189440143796111,0.734060669568179,0.414362565964773,0.12369709150193,0.667345544643513,0.187017062190813
0.61614524921844,0.308705730779768,0.174339647431051,0.0662931209948347,0.0906396012674512,0.187804260716378,0.729754391360796,0.41241346521428,0.122425820634214,0.666231749902639,0.185956617592553
0.614326015186355,0.307544515745133,0.173484004134694,0.0658416554912017,0.0901059259183065,0.186190705400484,0.725435361377338,0.410480852337504,0.121174673863921,0.665123988357083,0.184908263717322
0.612516381707359,0.306393856157077,0.172637651923652,0.065396187416111,0.089578798666969,0.184599073389924,0.721104444478849,0.40856453212163,0.119943230170643,0.664022197290181,0.18387179404386
0.610716281054446,0.30525359739684,0.171800434340933,0.0649565988233418,0.0890580977424306,0.183028969102682,0.71676250243845,0.406664312227401,0.118731079275021,0.662926315001339,0.182847006740266
0.608925646015547,0.304123587990547,0.170972198499307,0.0645227748285247,0.0885437044009015,0.181480005611998,0.712410393374469,0.404780003140895,0.117537821321882,0.661836280783209,0.181833704531394
0.607144409891505,0.303003679527074,0.17015279497859,0.0640946035106482,0.0880355028317925,0.179951804430993,0.708048971197153,0.40291141812612,0.116363066573721,0.660752034899508,0.180831694570729
0.605372506493961,0.301893726578538,0.169342077726494,0.0636719758173365,0.0875333800671938,0.178443995303032,0.703679085069452,0.401058373178444,0.115206435114185,0.659673518563492,0.179840788316572
0.603609870143152,0.300793586623312,0.1685399039629,0.0632547854737314,0.0870372258946984,0.176956215997652,0.699301578882366,0.399220686978817,0.114067556561206,0.658600673917033,0.178860801412362
0.601856435665614,0.299703119971469,0.167746134087408,0.0628429288948208,0.0865469327734277,0.175488112111923,0.694917290745287,0.397398180848799,0.112946069789453,0.657533444010299,0.177891553570968
0.600112138391816,0.298622189692568,0.16696063159004,0.0624363051010603,0.0860623957531209,0.174039336877102,0.690527052491741,0.395590678706369,0.111841622661777,0.656471772781994,0.176932868462817
0.598376914153707,0.297550661545691,0.166183262964965,0.0620348156371481,0.0855835123961591,0.172609550970435,0.686131689200879,0.393798007022509,0.110753871769337,0.655415605040165,0.175984573607681
0.596650699282203,0.296488403911648,0.165413897627132,0.0616383644938138,0.0851101827024002,0.171198422331968,0.681732018735057,0.392019994778548,0.109682482180109,0.654364886443537,0.175046500270018
0.594933430604601,0.295435287727273,0.164652407831689,0.0612468580324929,0.0846423090367069,0.169805625986249,0.677328851293774,0.390256473424262,0.108627127195489,0.653319563483362,0.174118483357703
0.593225045441939,0.294391186421734,0.163898668596089,0.0608602049127632,0.0841797960590544,0.16843084386877,0.672922988984225,0.388507276836706,0.107587488114704,0.652279583465766,0.173200361324036
0.591525481606288,0.29335597585478,0.163152557624766,0.060478316022427,0.0837225506571132,0.167073764657041,0.668515225408675,0.386772241279779,0.106563254006771,0.651244894494587,0.172291976072901
