"Xyleborus glabratus","Ambrosiodmus tachygraphus","Ambrosiodmus obliquus","Euwallacea validus","Xyleborus germanus","Coptoborus pseudotenuis","Xyleborus posticus","Xyleborinus saxeseni","Xyleborus ferrugineus","Xylosandrus crassiusculus","Euwallacea fornicatus"
0.999892186785783,0.610234012691454,0.368914928657133,0.840248419431468,0.675387305351516,0.955275961369654,0.439226847908542,0.62136169642942,0.829170101018123,0.884207423317372,0.799090286800813
0.999866464628306,0.590642959047982,0.356318610235829,0.831564784472406,0.666853542771717,0.950294435814117,0.427394484881913,0.611497754280269,0.822404135857939,0.879800856766876,0.790306477066014
0.999836617599118,0.571903478084245,0.344621488946321,0.823036741967747,0.658706132687387,0.945119733251738,0.416313967490267,0.602113225565738,0.815834246118271,0.875514368190642,0.781769444242623
0.999802269539249,0.553984622386814,0.333727297753124,0.814661381974874,0.650912019840097,0.939761356210721,0.405909766650559,0.593166463862974,0.809447929512773,0.871339663852051,0.773466102985187
0.99976303324421,0.53685364754658,0.323553345165074,0.806435725382201,0.64344236244889,0.934228676836004,0.396116673882764,0.584621100541128,0.803234026801406,0.867269415089114,0.765384522531684
0.99971851078742,0.520476914818914,0.314028162832441,0.798356752815207,0.63627182431627,0.928530933272605,0.386878030427345,0.576445169381787,0.797182517721877,0.86329710315142,0.757513775146815
0.999668293827038,0.504820566687397,0.305089632824248,0.790421427330333,0.629378012781028,0.922677224414346,0.378144319408344,0.568610408982734,0.791284356386922,0.859416895237728,0.749843811207595
0.999611963898975,0.489851026900373,0.296683482828332,0.782626712293881,0.622741027331494,0.916676503582332,0.369872035086541,0.561091700640979,0.785531337028227,0.855623544319396,0.742365355143049
0.999549092698449,0.475535364888202,0.288762066638473,0.774969585490008,0.61634309332549,0.910537571565486,0.362022766179319,0.553866610847741,0.779915983386763,0.851912307344074,0.735069817912521
0.999479242352142,0.461841555537544,0.281283368063248,0.76744705024891,0.61016826197006,0.904269069356477,0.354562446388853,0.546915015529703,0.774431456751269,0.848278877817563,0.7279492227561
0.999401965682711,0.448738658417518,0.274210181412738,0.760056144202029,0.604202162464721,0.89787947084082,0.347460736855209,0.540218788864593,0.769071478864429,0.844719329759059,0.720996141710628
0.999316806467237,0.436196935226124,0.267509432722132,0.752793946134919,0.598431795629992,0.891377075638367,0.340690513658008,0.533761543613257,0.763830266801326,0.841230070744885,0.714203640943795
0.999223299690958,0.4241879200877,0.261151614025219,0.745657581306454,0.592845360837429,0.884770002250348,0.334227439676496,0.52752841292508,0.758702477576995,0.837807802282839,0.707565233375842
0.999120971797549,0.412684454109037,0.255110309098756,0.738644225525713,0.587432109901724,0.878066181628483,0.328049604724357,0.521505865811026,0.753683160726793,0.834449486150228,0.70107483737347
0.999009340937004,0.401660693085351,0.249361793719807,0.731751108218653,0.582182222975513,0.871273351253163,0.322137221343593,0.515681550158878,0.74876771747115,0.83115231562209,0.694726740541484
0.998887917212152,0.391092095279399,0.243884697006844,0.72497551467081,0.577086702531697,0.86439904978378,0.316472366279296,0.510044158440842,0.743951865357131,0.827913690738878,0.688515567823841
0.998756202924665,0.380955394655904,0.23865971313308,0.71831478759642,0.572137282316219,0.857450612324732,0.311038759681863,0.504583312241829,0.739231607485984,0.824731196933666,0.682436253271159
0.998613692821394,0.371228563745618,0.233669354810566,0.711766328156137,0.567326348770113,0.850435166334567,0.305821575651212,0.499289462493834,0.734603205604537,0.821602586471161,0.676484014946243
0.998459874341776,0.361890769366024,0.228897741594143,0.705327596523106,0.562646872899108,0.843359628192559,0.300807278961722,0.494153802892883,0.73006315647092,0.818525762254076,0.670654332530251
0.998294227866978,0.352922323682662,0.224330417354734,0.698996112079188,0.558092350945428,0.836230700426108,0.295983483769692,0.489168194440232,0.725608171010007,0.815498763633754,0.664942927265059
0.998116226971421,0.344304632512284,0.219954192302654,0.692769453308771,0.553656752514098,0.829054869593456,0.291338830868137,0.484325099418418,0.721235155857786,0.812519753926446,0.659345743926274
0.997925338677255,0.336020142312242,0.21575700576463,0.686645257445842,0.549334475043298,0.821838404808936,0.286862880662355,0.4796175234074,0.716941196961159,0.809587009388238,0.653858934569275
0.997721023712312,0.328052286942801,0.211727806578895,0.680621219920543,0.545120303698513,0.814587356892024,0.282546019528237,0.475038964182904,0.712723544954161,0.806698909443146,0.648478843829827
0.997502736772033,0.320385435009426,0.207856448506031,0.674695093643611,0.541009375923875,0.807307558116774,0.278379377609713,0.470583366530735,0.708579602075925,0.80385392799251,0.64320199559312
0.997269926785824,0.313004838373829,0.204133598486152,0.668864688160718,0.536997150008787,0.80000462253446,0.274354756432028,0.466245082166768,0.704506910432065,0.801050625661204,0.638025080871863
0.997022037188258,0.305896582252838,0.200550655926045,0.663127868703439,0.533079377129869,0.792683946839429,0.270464564968972,0.462018834079978,0.700503141431043,0.798287642858665,0.632944946756315
0.99675850619551,0.299047537192499,0.197099681489309,0.657482555159187,0.529252076411873,0.785350711746004,0.266701763016692,0.45789968472083,0.696566086251886,0.795563693551198,0.627958586317845
0.996478767087375,0.29244531310336,0.193773334100781,0.651926720978819,0.52551151262033,0.778009883842884,0.263059810903521,0.453883007544206,0.692693647220215,0.792877559657366,0.623063129363293
0.996182248495217,0.286078215464984,0.190564815073571,0.64645839203757,0.521854176155927,0.770666217890486,0.259532624711662,0.449964461488101,0.688883829986808,0.790228085990994,0.618255833950738
0.995868374696114,0.2799352037486,0.187467818430671,0.641075645462425,0.518276765068365,0.763324259526311,0.256114536308353,0.446139968029543,0.685134736417373,0.787614175686997,0.613534078588508
0.995536565913508,0.274005852062201,0.18447648662946,0.635776608436901,0.514776168847362,0.755988348343327,0.252800257585808,0.442405690509575,0.68144455811446,0.785034786054164,0.608895355048965
0.995186238624577,0.268280311989336,0.181585371011634,0.630559456992415,0.511349453782039,0.748662621306693,0.249584848394493,0.438758015461601,0.677811570502741,0.782488924806589,0.604337261736782
0.994816805874569,0.262749277568755,0.178789396396926,0.625422414793895,0.507993849708221,0.741351016474748,0.246463687726031,0.435193535713209,0.674234127417734,0.779975646631807,0.599857497558574
0.994427677598279,0.257403952344967,0.176083829319821,0.620363751926003,0.50470673798718,0.734057276991013,0.243432447762621,0.431709035061991,0.670710656145521,0.777494050059151,0.595453856246807
0.994018260948856,0.252236018408134,0.173464249476793,0.61538178368528,0.5014856405797,0.726784955315014,0.240487070461212,0.428301474351715,0.667239652867455,0.775043274596425,0.591124221096274
0.993587960634071,0.247237607334267,0.170926524009579,0.610474869382568,0.498328210096754,0.719537417660899,0.237623746384328,0.424967978797297,0.66381967846939,0.772622498106991,0.586866560075958
0.993136179260174,0.242401272932475,0.168466784299353,0.605641411159312,0.495232220722906,0.7123178486142,0.234838895526667,0.421705826425906,0.660449354679713,0.770230934402736,0.582678921283168
0.99266231768344,0.237719965704263,0.166081404988768,0.600879852820677,0.492195559921372,0.705129255898447,0.232129149918485,0.418512437517795,0.657127360504603,0.767867831031334,0.57855942871031
0.992165775369475,0.233187008919924,0.163766984984884,0.596188678687848,0.489216220840616,0.697974475264888,0.229491337814088,0.415385364944431,0.653852428932511,0.765532467238724,0.574506278297735
0.991645950760326,0.228796076218573,0.161520330226971,0.591566412471406,0.48629229535187,0.690856175480086,0.226922469297285,0.412322285313612,0.650623343882948,0.763224152089942,0.570517734248818
0.991102241649424,0.224541170640746,0.159338438029776,0.587011616167281,0.483421967655189,0.683776863387716,0.224419723155959,0.409320990841717,0.647438937377434,0.760942222733325,0.566592125585773
0.990534045564354,0.22041660500571,0.157218482835842,0.5825228889764,0.48060350839877,0.676738889022489,0.221980434895459,0.406379381882376,0.644298086912777,0.75868604279479,0.562727842926866
0.989940760157434,0.21641698354918,0.15515780323035,0.578098866248916,0.477835269262498,0.669744450755674,0.219602085775732,0.403495460048744,0.641199713018971,0.756455000890299,0.558923335467482
0.989321783604034,0.212537184741112,0.153153890089188,0.573738218453592,0.47511567796208,0.662795600453244,0.217282292770383,0.400667321873518,0.638142776985837,0.754248509245947,0.555177108149222
0.988676515008579,0.20877234520729,0.15120437574591,0.569439650172754,0.472443233634897,0.655894248629201,0.215018799357324,0.397893152956899,0.635126278744112,0.752066002416167,0.551487719002638
0.988004354818111,0.205117844682599,0.149307024076345,0.565201899123017,0.469816502572837,0.649042169578097,0.212809467060819,0.395171222557997,0.632149254888157,0.749906936091567,0.547853776650538
0.987304705243298,0.201569291927972,0.14745972141095,0.561023735201869,0.467234114271053,0.642241006472209,0.210652267673466,0.392499878589888,0.629210776828691,0.747770785988756,0.544273937959973
0.986576970686724,0.198122511547081,0.145660468195012,0.556903959560025,0.464694757764777,0.635492276410219,0.208545276094458,0.389877542982637,0.626309949065073,0.745657046815284,0.540746905832053
0.985820558178279,0.194773531642766,0.143907371325501,0.552841403699431,0.462197178229211,0.628797375405536,0.206486663727207,0.387302707382224,0.623445907567689,0.743565231303515,0.537271427119706
0.985034877817441,0.191518572257007,0.142198637101079,0.548834928596618,0.459740173819964,0.6221575833037,0.204474692385428,0.384773929156575,0.620617818261827,0.741494869307813,0.533846290664308
0.98421934322222,0.188354034541849,0.14053256472849,0.544883423851132,0.457322592733801,0.615574068619473,0.202507708662051,0.382289827682698,0.61782487560527,0.739445506960003,0.530470325442912
0.983373371984483,0.185276490612196,0.138907540334536,0.540985806858621,0.454943330471384,0.609047893285375,0.20058413871998,0.379849080891512,0.615066301252505,0.73741670587851,0.527142398818455
0.982496386131398,0.182282674034605,0.137322031438071,0.537141022008166,0.452601327285492,0.602580017304472,0.198702483467877,0.377450422049157,0.612341342799103,0.735408042427003,0.523861414885972
0.981587812592646,0.179369470909362,0.135774581841114,0.533348039903394,0.450295565799745,0.596171303301241,0.19686131408779,0.375092636755643,0.609649272600387,0.73341910701879,0.520626312908403
0.980647083673094,0.176533911505998,0.1342638069023,0.529605856606853,0.448025068784258,0.589822520965256,0.195059267884713,0.372774560143427,0.606989386658992,0.73144950346349,0.517436065836064
0.979673637530526,0.173773162415142,0.13278838915954,0.525913492907148,0.445788897075924,0.583534351383316,0.193295044431057,0.370495074260163,0.604361003576437,0.729498848352863,0.514289678904355
0.978666918658049,0.171084519182178,0.13134707427201,0.522269993608284,0.443586147632111,0.577307391256451,0.191567401981608,0.36825310562128,0.601763463564174,0.727566770482929,0.511186188304676
0.977626378370756,0.168465399390555,0.129938667254514,0.518674426840674,0.441415951707587,0.571142156998964,0.189875154136837,0.366047622919324,0.599196127510007,0.725652910309756,0.508124659923893
0.976551475296176,0.165913336164837,0.128562028979791,0.515125883393242,0.439277473145385,0.565039088717383,0.188217166734503,0.36387763487819,0.596658376096083,0.723756919436526,0.50510418814808
0.975441675868056,0.163425972065672,0.127216072926719,0.511623476066071,0.437169906773114,0.558998554067809,0.186592354951335,0.361742188241378,0.594149608964985,0.72187846012968,0.502123894726545
0.97429645482295,0.161001053350781,0.125899762154365,0.508166339043015,0.435092476896987,0.553020851990706,0.184999680598234,0.359640365884354,0.591669243930702,0.720017204862129,0.499182927692471
0.973115295699111,0.1586364245779,0.124612106483719,0.504753627283724,0.433044435886454,0.547106216322752,0.183438149593925,0.35757128504197,0.589216716231545,0.718172835881687,0.49628046033674
0.971897691337115,0.156330023527252,0.123352159870598,0.501384515934516,0.431025062842965,0.54125481928577,0.181906809603321,0.35553409564261,0.586791477822274,0.716345044803014,0.493415690231769
0.970643144381646,0.154079876422737,0.122119017954688,0.498058199757549,0.429033662346897,0.535466774853254,0.180404747828086,0.353527978741472,0.584392996702923,0.714533532221521,0.490587838302423
0.96935116778385,0.151884093432423,0.120911815771042,0.494773892577737,0.427069563277188,0.52974214199534,0.178931088937938,0.351552145045995,0.582020756282008,0.712738007347771,0.487796147941233
0.968021285303626,0.149740864430313,0.119729725611552,0.491530826746882,0.425132117698638,0.52408092780343,0.177484993132246,0.349605833527006,0.579674254771956,0.710958187661071,0.485039884165395
0.966653032011214,0.147648455002588,0.118571955025005,0.488328252624485,0.423220699812284,0.518483090495973,0.176065654322344,0.347688310109692,0.577353004614773,0.709193798581,0.482318332813136
0.965245954787422,0.145605202682696,0.117437744945315,0.485165438074731,0.421334704964555,0.51294854230719,0.174672298425783,0.345798866438969,0.575056531936105,0.707444573155759,0.479630799777258
0.963799612821799,0.143609513400733,0.116326367938394,0.482041667979126,0.419473548711328,0.507477152260724,0.173304181764493,0.343936818714233,0.572784376025976,0.705710251766276,0.476976610273759
0.96231357810806,0.141659858133564,0.115237126558964,0.478956243764304,0.417636665933223,0.502068748830428,0.171960589559449,0.342101506588875,0.570536088844611,0.703990581845099,0.474355108143613
0.960787435936037,0.139754769743052,0.114169351809297,0.475908482944515,0.415823509998825,0.496723122490675,0.170640834515082,0.340292292130311,0.568311234551875,0.702285317609169,0.471765655185883
0.959220785379429,0.137892839990632,0.113122401692563,0.472897718678326,0.414033551972728,0.491440028158686,0.169344255487161,0.338508558836571,0.566109389058941,0.700594219805646,0.469207630520486
0.957613239778603,0.136072716717269,0.112095659854045,0.469923299339073,0.412266279865547,0.486219187531536,0.16807021622843,0.336749710705814,0.563930139600915,0.69891705546999,0.466680429979016
0.955964427217672,0.134293101178563,0.111088534304031,0.466984588098632,0.410521197923242,0.481060291320554,0.166818104206686,0.3350151713554,0.561773084329218,0.697253597695594,0.464183465522131
0.954273990995095,0.132552745525481,0.110100456216697,0.464080962524051,0.40879782595331,0.475963001385942,0.165587329490417,0.333304383187382,0.559637831922614,0.695603625414284,0.461716164682128
0.952541590087002,0.130850450421803,0.109130878799718,0.461211814186657,0.407095698685565,0.470926952774475,0.164377323697504,0.331616806597533,0.557524001215851,0.693966923187059,0.45927797002938
0.950766899602469,0.129185062789986,0.108179276229797,0.458376548283196,0.405414365165384,0.465951755663198,0.163187539002806,0.329951919225216,0.555431220844927,0.692343281004492,0.45686833866142
0.94894961122993,0.127555473677699,0.107245142649634,0.455574583268635,0.403753388177469,0.461036997212046,0.162017447200786,0.3283092152416,0.553359128908098,0.690732494096244,0.454486741713502
0.94708943367394,0.125960616237774,0.10632799122223,0.452805350500233,0.402112343698283,0.456182243328349,0.160866538819617,0.326688204673897,0.55130737264175,0.689134362749179,0.452132663889576
0.945186093081491,0.124399463814832,0.105427353238724,0.450068293892516,0.400490820375475,0.451387040346162,0.159734322283459,0.325088412763476,0.54927560811037,0.687548692133612,0.449805603012633
0.943239333457058,0.122871028132233,0.104542777276236,0.447362869582783,0.398888419032699,0.44665091662336,0.158620323119857,0.323509379355823,0.547263499909844,0.685975292137242,0.447505069593482
0.941248917065602,0.121374357573472,0.103673828402478,0.444688545606812,0.397304752198358,0.441973384059406,0.157524083209423,0.321950658320499,0.545270720883403,0.68441397720635,0.445230586417027
0.939214624822716,0.11990853555246,0.102820087424107,0.442044801584422,0.395739443656897,0.437353939536687,0.156445160075155,0.32041181699933,0.543296951849551,0.68286456619388,0.44298168814522
0.937136256671137,0.118472678967551,0.101981150176029,0.439431128414565,0.394192128021359,0.432792066288272,0.155383126208967,0.318892435681214,0.541341881341364,0.681326882214036,0.44075792093587
0.935013631942838,0.117065936734447,0.101156626849076,0.436847027979631,0.392662450325998,0.428287235194877,0.154337568433145,0.317392107102031,0.539405205356582,0.679800752503053,0.438558842076541
0.932846589705931,0.115687488393464,0.100346141353631,0.434292012858669,0.391150065637847,0.42383890601381,0.153308087294609,0.315910435968213,0.537486627117949,0.678286008285818,0.436384019632849
0.930634989095629,0.114336542786909,0.0995493307169898,0.431765606049227,0.389654638686167,0.419446528542599,0.152294296490029,0.314447038502677,0.535585856843289,0.676782484648049,0.434233032110453
0.928378709628524,0.113012336802593,0.0987658445123655,0.429267340697522,0.388175843508816,0.415109543719928,0.151295822319936,0.313001542011861,0.533702611524843,0.675290020413737,0.432105468130125
0.926077651499459,0.111714134179738,0.0979953443176216,0.426796759836672,0.386713363114609,0.410827384666484,0.150312303170148,0.311573584472704,0.531836614717409,0.673808458027598,0.430000926115271
0.92373173586029,0.110441224373805,0.0972375032019261,0.42435341613272,0.385266889160813,0.406599477668218,0.149343389018894,0.310162814138491,0.529987596334855,0.672337643442276,0.427919013991356
0.92134090507986,0.109192921476941,0.096492005238658,0.421936871638201,0.383836121644964,0.402425243104471,0.148388740968149,0.308768889162534,0.528155292454611,0.670877426010065,0.425859348896672
0.918905122984527,0.107968563190975,0.0957585450430075,0.419546697552994,0.382420768610254,0.398304096323358,0.147448030797813,0.30739147723874,0.526339445129757,0.66942765837893,0.423821556903951
0.91642437507862,0.106767509850075,0.0950368273328149,0.41718247399223,0.381020545863774,0.394235448466706,0.146520940541401,0.306030255258167,0.524539802208344,0.667988196392616,0.42180527275232
0.913898668744216,0.105589143490352,0.0943265665112918,0.414843789761018,0.379635176706947,0.390218707246795,0.145607162082061,0.304684908980727,0.522756117159615,0.666558898994649,0.419810139589168
0.911328033419676,0.104432866963859,0.0936274862703594,0.412530242135776,0.378264391677521,0.386253277677082,0.144706396767762,0.303355132721243,0.520988148906807,0.665139628136047,0.417835808721453
0.908712520756401,0.103298103094585,0.0929393192134181,0.410241436651935,0.376907928302535,0.382338562758983,0.143818355044601,0.302040629049121,0.519235661666226,0.663730248686556,0.415881939376064
0.906052204753303,0.102184293874202,0.0922618064964466,0.407976986897829,0.3755655308617,0.378473964126769,0.14294275610723,0.300741108500938,0.517498424792316,0.66233062834926,0.413948198468829
0.903347181868535,0.101090899695437,0.0915946974863911,0.405736514314556,0.374236950160673,0.374658882652511,0.142079327565462,0.299456289305286,0.515776212628444,0.660940637578399,0.412034260381808
0.900597571108044,0.100017398621078,0.0909377494358815,0.40351964800162,0.372921943313732,0.370892719012981,0.141227805126195,0.298185897119258,0.514068804363152,0.659560149500248,0.410139806748504
0.897803514090573,0.0989632856867429,0.0902907271733641,0.401326024528174,0.371620273535391,0.367174874220305,0.140387932289818,0.296929664775985,0.512375983891631,0.658189039836917,0.408264526246672
0.894965175088758,0.0979280722356334,0.0896534028078051,0.399155287749669,0.370331709940509,0.363504750118145,0.139559460060337,0.295687332042687,0.510697539682182,0.656827186832954,0.406408114398387
0.89208274104603,0.0969112852836227,0.0890255554471664,0.397007088629752,0.369056027352494,0.359881749845076,0.138742146668496,0.29445864538871,0.509033264647456,0.655474471184595,0.404570273377089
0.889156421569062,0.0959124669131006,0.0884069709299082,0.394881085067234,0.367793006119197,0.356305278266775,0.137935757307207,0.293243357763072,0.507382956020254,0.654130775971583,0.402750711821293
0.886186448895555,0.094931173694103,0.0877974415688189,0.392776941727968,0.366542431936141,0.352774742378595,0.137140063878656,0.292041228381041,0.505746415233703,0.652795986591403,0.400949144654714
0.883173077837205,0.0939669761313306,0.0871967659065123,0.390694329881482,0.365304095676733,0.349289551679993,0.136354844752479,0.290852022519326,0.504123447805612,0.651469990695863,0.399165292912514
0.880116585697733,0.0930194581357429,0.0866047484819772,0.388632927242213,0.364077793229127,0.345849118522252,0.135579884534445,0.289675511319467,0.502513863226839,0.650152678129889,0.397398883573459
0.877017272165915,0.0920882165194894,0.0860211996075961,0.386592417815201,0.362863325339435,0.342452858430874,0.134814973845106,0.288511471599028,0.50091747485349,0.648843940872463,0.395649649397713
0.873875459183614,0.0911728605130059,0.0854459351560902,0.3845724917461,0.36166049746099,0.33910019040395,0.134059909107923,0.287359685670236,0.499334099802804,0.647543672979598,0.393917328770064
0.870691490788826,0.0902730113031715,0.084878776356874,0.382572845175357,0.360469119609376,0.335790537187755,0.133314492346382,0.286219941165708,0.497763558852564,0.64625177052927,0.392201665548361
0.867465732933853,0.0893883015914844,0.0843195496013389,0.380593180096458,0.359289006222974,0.332523325530796,0.132578530989664,0.285092030870953,0.496205676343882,0.644968131568221,0.390502408916955
0.864198573278719,0.0885183751712679,0.0837680862566092,0.378633204218081,0.358119976028766,0.329297986417428,0.131851837686442,0.283975752563324,0.49466028008724,0.643692656060561,0.388819313244942
0.860890420960047,0.0876628865229783,0.0832242224873436,0.376692630830052,0.356961851913164,0.326113955282174,0.131134230126408,0.282870908857134,0.493127201271638,0.64242524583809,0.387152137949038
0.857541706335611,0.0868215004267302,0.0826877990851754,0.374771178672985,0.35581446079764,0.322970672205761,0.130425530869158,0.281777307054653,0.491606274376734,0.64116580455227,0.385500647360883
0.854152880704869,0.0859938915912088,0.082158661305414,0.372868571811482,0.354677633518943,0.319867582093908,0.12972556718008,0.280694759002721,0.490097337087847,0.639914237627783,0.383864610598621
0.850724416005822,0.0851797442981797,0.0816366587106456,0.370984539510791,0.35355120471371,0.316804134839793,0.129034170872903,0.279623080954735,0.488600230213727,0.638670452217605,0.382243801442591
0.847256804488582,0.084378752061852,0.0811216450208958,0.369118816116818,0.352435012707261,0.313779785471131,0.128351178158604,0.278562093437762,0.487114797606965,0.637434357159549,0.380637998214961
0.843750558366089,0.0835906173023855,0.0806134779700336,0.367271140939376,0.351328899406422,0.310793994282717,0.127676429500363,0.277511621124553,0.48564088608695,0.636205862934194,0.379046983663169
0.84020620944248,0.0828150510328769,0.0801120191681136,0.365441258138586,0.350232710196178,0.307846226955279,0.127009769474283,0.276471492710259,0.484178345365277,0.634984881624175,0.377470544847022
0.836624308719619,0.0820517725591904,0.0796171339693724,0.363628916614327,0.349146293840014,0.304935954661407,0.126351046635612,0.275441540793617,0.482727027973501,0.633771326874756,0.375908473029321
0.833005425982397,0.0813005091920316,0.0791286913456083,0.361833869898644,0.348069502383775,0.302062654159332,0.125700113390214,0.274421601762449,0.481286789193162,0.632565113855657,0.374360563569871
0.8293501493634,0.0805609959706976,0.0786465637646881,0.360055876051017,0.347002191062895,0.299225807875254,0.125056825871038,0.273411515683256,0.47985748698798,0.631366159224059,0.372826615822769
0.825659084887633,0.079832975397963,0.0781706270739419,0.358294697556422,0.345944218212872,0.296424903974902,0.124421043819372,0.272411126194757,0.478438981938149,0.630174381088781,0.371306433036832
0.821932855997988,0.0791161971855912,0.0777007603882146,0.356550101226076,0.344895445182829,0.293659436424976,0.123792630470657,0.271420280405193,0.47703113717665,0.628989698975544,0.369799822259059
0.818172103062214,0.0784104180099852,0.0772368459823596,0.354821858100807,0.343855736252059,0.290928905045085,0.12317145244465,0.270438828793249,0.475633818327506,0.627812033793307,0.368306594241026
0.814377482862169,0.0777154012775175,0.076778769187969,0.353109743356956,0.342824958549411,0.288232815550755,0.122557379639762,0.26946662511243,0.474246893445905,0.626641307801632,0.366826563348084
0.810549668066169,0.0770309168991035,0.076326418294146,0.351413536214739,0.341802981975415,0.285570679588081,0.121950285131364,0.268503526298766,0.472870232960127,0.625477444579025,0.365359547471297
0.806689346685274,0.0763567410736005,0.0758796844521356,0.349733019849,0.340789679127034,0.282942014760521,0.121350045073902,0.267549392381686,0.471503709615214,0.624320368992234,0.363905367941978
0.802797221514418,0.0756926560796419,0.0754384615836397,0.34806798130228,0.339784925224926,0.280346344648363,0.120756538606641,0.266604086397962,0.470147198418301,0.623170007166461,0.362463849448772
0.798874009559255,0.0750384500755295,0.07500264629265,0.346418211400135,0.33878859804314,0.277783198821314,0.120169647762901,0.265667474308567,0.468800576585577,0.622026286456456,0.361034819957175
0.794920441449684,0.0743939169068287,0.0745721377806416,0.344783504668632,0.337800577841117,0.275252112844673,0.119589257382606,0.264739424918352,0.467463723490793,0.620889135418458,0.359618110631404
0.790937260840975,0.0737588559213287,0.0741468377649803,0.343163659253966,0.336820747297936,0.272752628279508,0.119015255028031,0.263819809798424,0.466136520615272,0.619758483782956,0.358213555758545
0.786925223803514,0.0731330717910467,0.0737266504003988,0.341558476844135,0.335848991448705,0.270284292677246,0.118447530902592,0.262908503211108,0.464818851499372,0.618634262428247,0.356820992674897
0.782885098202115,0.0725163743409687,0.0733114822034106,0.339967762592607,0.334885197623001,0.267846659569055,0.117885977772561,0.262005382037404,0.463510601695345,0.617516403354744,0.355440261694431
0.77881766306594,0.0719085783842367,0.0729012419795314,0.338391325043926,0.333929255385311,0.26543928845038,0.117330490891577,0.261110325706836,0.462211658721544,0.616404839660032,0.354071206039308
0.774723707950018,0.0713095035635059,0.072495840753187,0.336828976061198,0.332981056477358,0.263061744760973,0.11678096792784,0.2602232161296,0.460921912017938,0.615299505514622,0.352713671772359
0.77060403228942,0.0707189741982073,0.0720951917001952,0.335280530755407,0.332040494762283,0.26071359986075,0.116237308893874,0.259343937630915,0.459641252902878,0.614200336138401,0.351367507731493
0.766459444747095,0.0701368191374649,0.0716992100827063,0.333745807416507,0.331107466170572,0.258394431001775,0.115699416078751,0.258472376887506,0.458369574531087,0.613107267777733,0.350032565465942
0.762290762556431,0.0695628716184302,0.0713078131865035,0.33222462744623,0.330181868647695,0.256103821296654,0.115167193982686,0.25760842286613,0.457106771852816,0.612020237683206,0.348708699174299
0.758098810859562,0.0689969691298021,0.0709209202605603,0.330716815292576,0.329263602103371,0.253841359683636,0.11464054925389,0.25675196676406,0.45585274157414,0.610939184087995,0.347395765644277
0.753884422042464,0.0684389532803209,0.0705384524587605,0.329222198385926,0.328352568362412,0.251606640888649,0.1141193906276,0.255902901951468,0.45460738211835,0.609864046186816,0.34609362419414
