"Pest","FocalHost","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %"
"Xylosandrus compactus","Acer",0.313431619019945,1.79638562099961,0.174479029088161,0.861489010340803,-3.20741950048492,3.83428273852481,-0.926940189574614,0.689324232439855,-1.34470855071165,0.178719372227067,-2.27799085882745,0.424110479678217
"Xylosandrus compactus","Ardisia",1.51826484975103,2.25450714182604,0.673435369346984,0.500670353279883,-2.90048795111634,5.93701765061841,-1.36048873160506,0.844696156003001,-1.61062498264787,0.107261485257163,-3.01606277525037,0.295085312040249
"Xylosandrus compactus","Arundina",2.359730773686,3.34034006210154,0.706434294058494,0.479918100401289,-4.18721544414929,8.9066769915213,-1.62497925770894,1.20978380157442,-1.34319806199602,0.179207849042363,-3.99611193787476,0.74615342245688
"Xylosandrus compactus","Cajanus",-0.0671576202214611,1.65166771779645,-0.0406604909073712,0.967566559218773,-3.30436686152997,3.17005162108705,-0.78405341472796,0.636927396367791,-1.2309933898262,0.218325336565934,-2.0324081723757,0.464301342919777
"Xylosandrus compactus","Camellia",1.75678484744371,2.45346612111367,0.716042024108439,0.473965400537086,-3.05192038722827,6.56549008211569,-1.44850207540232,0.917711436266758,-1.57838511994011,0.11447716155707,-3.24718343868569,0.350179287881055
"Xylosandrus compactus","Carya",1.46704244472705,2.24506084795114,0.653453311105526,0.513464079607423,-2.93319596035814,5.86728084981224,-1.36140663937588,0.853781429895224,-1.59456108051326,0.11081042164069,-3.03478749263963,0.311974213887868
"Xylosandrus compactus","Celtis",0.0720301405930057,1.74430822599554,0.041294387952505,0.967061207021142,-3.34675116029521,3.49081144148122,-0.832063483121078,0.667824254324022,-1.24593181175083,0.212789429946295,-2.14097496959848,0.476848003356322
"Xylosandrus compactus","Cinnamomum",3.66930108222485,4.21702937940867,0.870115133686683,0.384237488081238,-4.59592462316345,11.9345267876131,-2.09972335584951,1.52764349774207,-1.37448518515806,0.16929110642874,-5.09384959264076,0.894402880941733
"Xylosandrus compactus","Coffea",1.22197230766989,2.07495492789141,0.588915109067775,0.555918221714624,-2.84486462054119,5.28880923588097,-1.25246897762624,0.780120296515328,-1.60548185096686,0.10838780411819,-2.78147666240499,0.276538707152508
"Xylosandrus compactus","Cornus",2.74280356292253,3.79066740302199,0.723567454305253,0.469331328102538,-4.68676802437055,10.1723751502156,-1.80277566994881,1.40294045565693,-1.28499799309348,0.198792985338242,-4.55248843549061,0.946937095592984
"Xylosandrus compactus","Gleditsia",0.669020726884595,1.95899287361305,0.341512588379504,0.732717729747058,-3.17053475136761,4.5085762051368,-1.05910355159345,0.747741696983644,-1.41640295822184,0.156657558304853,-2.52465034742026,0.406443244233353
"Xylosandrus compactus","Ilex",1.96916511668642,2.70554308699907,0.727826189924247,0.466719990284452,-3.33360189245307,7.2719321258259,-1.52676521751748,1.01051229388743,-1.51088237793132,0.130818421376148,-3.50733291947179,0.453802484436839
"Xylosandrus compactus","Koelreuteria",0.313431619019978,1.79638562099962,0.174479029088178,0.861489010340789,-3.20741950048489,3.83428273852485,-0.926940189574627,0.689324232439855,-1.34470855071166,0.178719372227061,-2.27799085882746,0.424110479678205
"Xylosandrus compactus","Liquidambar",2.19535219258245,3.25198375811151,0.675080921639454,0.499624354048933,-4.17841885162531,8.56912323679021,-1.59411287619017,1.19960036398893,-1.32886995039698,0.183890879259606,-3.94528638544962,0.757060633069275
"Xylosandrus compactus","Magnolia",2.41391409158918,3.07718378701544,0.784455612230571,0.432772817665251,-3.61725530477165,8.44508348795002,-1.64285178506811,1.11399766246584,-1.4747353970489,0.140283695654233,-3.82624708236296,0.540543512226746
"Xylosandrus compactus","Myrica",1.71562713688806,2.47386903727595,0.693499579418799,0.487996089678977,-3.13306707864158,6.56432135241769,-1.4548256697812,0.939364816357391,-1.54873340415562,0.121445820336914,-3.29594687818577,0.386295538623363
"Xylosandrus compactus","Olea",1.06345982660313,1.98785800988279,0.534977760642892,0.592665235711306,-2.8326702791466,4.95958993235286,-1.1940366707681,0.748537737091683,-1.59515895004483,0.11067669576622,-2.66114367653692,0.273070335000706
"Xylosandrus compactus","Persea",3.66930108222488,4.21702937940872,0.870115133686682,0.384237488081239,-4.5959246231635,11.9345267876133,-2.09972335584952,1.52764349774208,-1.37448518515805,0.169291106428742,-5.0938495926408,0.894402880941751
"Xylosandrus compactus","Piper",36.8705304830939,23.9255808160299,1.54105059210897,0.123304473364887,-10.0227462255272,83.763807191715,-14.0002484416421,8.5940048387897,-1.62907151022895,0.103297881521433,-30.8441884086328,2.84369152534868
"Xylosandrus compactus","Piscidia",0.211561084961054,1.74217784458769,0.121434838365267,0.903346624028108,-3.20304474509444,3.62616691501654,-0.890176241328578,0.670554576700535,-1.32752243032729,0.184335925123513,-2.20443906133013,0.424086578672971
"Xylosandrus compactus","Quercus",0.949407118727594,2.03109242790265,0.467436688594212,0.640187478673119,-3.03146088923362,4.93027512668881,-1.1636858145893,0.773027736776684,-1.50536100999629,0.132231287549445,-2.67879233772211,0.351420708543511
"Xylosandrus compactus","Swietenia",-0.164486900126909,1.75271492255384,-0.093846921715734,0.925230757992434,-3.59974502349834,3.27077122324453,-0.7429411002962,0.672585702326287,-1.10460436153575,0.269331060366892,-2.0611848533723,0.5753026527799
"Xyleborus germanus","Abies",29.641166561244,11.845095344133,2.50239999764338,0.01233544687518,6.42520629330025,52.8571268291878,-11.1955749310572,4.22758108509346,-2.64822240087435,0.0080916273562541,-19.4814815995631,-2.90966826255126
