"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Ambrosiodmus obliquus",1.9867868063192,2.80410542691228,0.700835166909718,0.484038593733475,-3.50915883928218,7.48273245192057,-2.19239350702066,1.08128153649724,-2.06667107169834,0.0434344597724716,-4.31166637570339,-0.0731206383379309
"Ambrosiodmus rubricollis",5.22129254304622,4.78941041837715,1.02707437059738,0.372353776746509,-4.1657793841539,14.6083644702463,-3.3479158552948,1.82958958855577,-1.9062358678275,0.0869258721610131,-6.93384555535357,0.238013844763959
"Ambrosiodmus tachygraphus",4.69610957314212,7.11657880039913,0.685660726751736,0.494559382728542,-9.25212856878142,18.6443477150657,-3.40257039060516,2.71801659594451,-1.35998909289329,0.192328031902341,-8.72978502803856,1.92464424682824
"Coptoborus pseudotenuis",7.66686896066472,5.81487414203769,1.12474534664968,0.27832369504849,-3.73007493236239,19.0638128536918,-4.14769644214958,2.23907522100956,-1.91087986581545,0.0588479260426723,-8.53620323400438,0.24081034970522
"Euwallacea fornicatus",2.93006201303902,3.09151245986563,0.929013497808734,0.385581006655433,-3.12919106605445,8.98931509213249,-1.82792789109277,1.16503397914443,-1.7227337834142,0.104473788001909,-4.11135253098124,0.455496748795705
"Euwallacea validus",4.76379684415695,3.32795480153342,1.092281163187,0.404692493847434,-1.7588747090257,11.2864683973396,-2.60078155847503,1.23827205726774,-1.90125108680978,0.0993954725895995,-5.02775019378212,-0.173812923167937
"mutillatus",3.55228681861563,3.10741177576785,0.835027429288226,0.500651606496612,-2.53812834702502,9.64270198425627,-2.49014412893045,1.16328402530889,-2.03933754201984,0.047118006326187,-4.77013892232666,-0.210149335534237
"Sampsonius dampfi",5.7737006509173,6.36342152494465,0.964338791100747,0.36667305662456,-6.69837635642116,18.2457776582558,-3.86308171942069,2.46705437901574,-1.75053713547179,0.125319059263468,-8.69841945019336,0.972256011351986
"Xyleborinus saxeseni",2.66399753881206,2.91931511047913,0.72814824605395,0.507875030603981,-3.0577549372506,8.38575001487471,-1.80330905104653,1.09373234549036,-1.5720641288905,0.137382666812292,-3.94698505693415,0.340366954841085
"Xyleborus affinis",2.00916185417736,2.48063854800294,0.731945641048003,0.475001697973409,-2.85280035857013,6.87112406692486,-1.07282544339486,0.924519307244968,-1.14571869525157,0.270112860720036,-2.88484998860691,0.739199101817203
"Xyleborus atratus",3.15559003306219,5.15446453655309,0.628972528027402,0.529928666296626,-6.94697481817081,13.2581548842952,-3.1573106043439,1.93957752612165,-1.73575731209167,0.105140193682866,-6.95881270076564,0.644191492077836
"Xyleborus bispinatus",2.84086564552777,4.39967076074658,0.657179447552097,0.511346684912635,-5.78233058936946,11.464061880425,-3.07462260017073,1.69520669297686,-1.91937350854976,0.0740341092523057,-6.39716666475663,0.247921464415161
"Xyleborus ferrugineus",2.59692935449881,2.5321525552531,0.970286566739746,0.362765858718142,-2.36599845715832,7.55985716615595,-1.50461955189164,0.953716923882681,-1.5882927559958,0.128766470148032,-3.37387037414802,0.364631270364742
"Xyleborus germanus",2.26265041827091,2.64602124353804,0.563379912465755,0.509896233086869,-2.92345592139153,7.44875675793335,-1.50977853960393,0.976969110856409,-1.36460113941402,0.230867096631654,-3.42460281089061,0.405045731682752
"Xyleborus glabratus",16.0619340400809,4.23567322467414,3.16491984147515,0.248982577185566,7.760167069439,24.3637010107229,-7.19732967155083,1.61502905526397,-3.96729694899522,0.0260245883860168,-10.362728453854,-4.0319308892477
"Xyleborus obesus",2.35992550888814,3.38562823163734,0.695340584410792,0.486895085251112,-4.27578389016308,8.99563490793935,-2.50514716542667,1.29400488043076,-1.95693025304253,0.0536204468499231,-5.04135012689001,0.0310557960366752
"Xyleborus posticus",1.74230181548802,2.63732097512267,0.654273388503819,0.517631013583873,-3.42675231142446,6.9113559424005,-1.86286698496254,1.00151039580436,-1.95695349092025,0.0621370091797197,-3.82579129088154,0.10005732095645
"Xyleborus seriatus",2.58221656241202,3.17774788232822,0.651165838158684,0.538881283584349,-3.64605483889971,8.81048796372375,-2.09790199627245,1.18393011916989,-1.84412635028876,0.0712292402728277,-4.41836239005765,0.222558397512752
"Xyleborus spathipennis",2.716507907982,3.89227681384506,0.69809365467524,0.48511958956571,-4.91221446501462,10.3452302809786,-3.0894435176529,1.550152606368,-1.99932219604073,0.0465974205963191,-6.12768679667508,-0.0512002386307198
"Xyleborus xylographus",9.93816656318382,7.12854504798073,1.35654652566913,0.240816088285215,-4.03352499302975,23.9098581193974,-5.6558099577329,2.82637189888915,-1.95248921320963,0.0788125520671576,-11.1953970864717,-0.116222828994076
"Xylosandrus compactus",2.99907184657216,3.38975774847059,0.549171736791348,0.601190606263685,-3.64473125674577,9.64287494989009,-1.94875418208441,1.25109841801713,-1.51973071551634,0.131808566292006,-4.40086202251302,0.503353658344194
"Xylosandrus crassiusculus",3.00181746690361,2.96085817310101,0.931383397037233,0.359602294857429,-2.80135791570543,8.80499284951265,-1.42027488058879,1.10208920421751,-1.26928883839179,0.273460152358157,-3.58033002860551,0.739780267427926
"Xylosandrus morigerus",3.63165639293653,2.86728818973617,1.16371097982798,0.310623253609186,-1.98812519224341,9.25143797811648,-1.88835904355019,1.07992104387271,-1.74629820836965,0.113153508416416,-4.0049653956876,0.228247308587219
