"Xyleborinus saxeseni","Xyleborus glabratus","Coptoborus pseudotenuis","Xylosandrus crassiusculus","Xyleborus seriatus","mutillatus","Sampsonius dampfi","Xyleborus ferrugineus","Xylosandrus compactus","Xylosandrus morigerus","Ambrosiodmus rubricollis"
0.551846420625225,0.998665328671923,0.844542871851477,0.792741272651554,0.514754713145886,0.519903926443437,0.476841260259957,0.648950113674589,0.562386355189331,0.736682718507193,0.579567215225001
0.545783774664355,0.998509784897546,0.836930190875016,0.789337715278748,0.506603222833627,0.511344426050178,0.464557891194199,0.644302785974939,0.556043519607845,0.731789424325981,0.568717547431681
0.539894699018627,0.998341777612942,0.829268092559712,0.785999966626742,0.498699193598813,0.503041934322044,0.452693278238497,0.639772360359632,0.549878376612245,0.726992110340144,0.55813833935028
0.534170761714082,0.998160737888514,0.82156417908396,0.782725246223127,0.491031724814555,0.494985668495682,0.441233902428966,0.635353261766442,0.543882601414381,0.722287149943019,0.547824204994385
0.528604120863479,0.997966090159033,0.813825746395807,0.779510963032881,0.483590535200359,0.487165403067508,0.430166200868092,0.631040316576878,0.538048429072919,0.717671135071212,0.537769527468214
0.52318747027736,0.997757252524356,0.80605978646173,0.776354697642346,0.47636592044429,0.479571437651825,0.419476667706,0.626828713855899,0.532368604819988,0.713140857621294,0.527968518628293
0.517913991307942,0.997533637053816,0.798272990196967,0.773254186563241,0.469348714146502,0.472194566623524,0.409151936065866,0.622713971264751,0.526836339890365,0.708693292914379,0.518415270316702
0.512777310072947,0.997294650094837,0.790471751035684,0.770207308354105,0.462530251799725,0.465026050497395,0.399178843798152,0.618691904975342,0.521445272121759,0.704325584932791,0.509103798240715
0.507771459341769,0.997039692586318,0.782662169095472,0.767212071306554,0.455902337547291,0.458057588982469,0.389544485551262,0.614758603025948,0.516189430707997,0.700035033096636,0.500028079438455
0.502890844477297,0.996768160377264,0.774850055888163,0.764266602484436,0.449457213482221,0.451281295641053,0.380236253298808,0.610910401648656,0.511063204580182,0.695819080383789,0.491182084152525
0.498130212918257,0.996479444551106,0.767040939527547,0.761369137937222,0.443187531272094,0.444689674076903,0.371241867160829,0.607143864172937,0.506061313968185,0.69167530262627,0.482559802830769
0.493484626762785,0.996172931756101,0.759240070384038,0.758518013936375,0.437086325913676,0.43827559557441,0.362549398093036,0.603455762170671,0.501178784759116,0.687601398840407,0.47415526888367
0.488949438077144,0.995848004542178,0.751452427136571,0.755711659106037,0.431146991438938,0.43203227811008,0.354147283789981,0.599843058558185,0.496410925323255,0.683595182468495,0.465962577749403
0.484520266606389,0.995504041704555,0.743682723172803,0.752948587338163,0.42536325841012,0.425953266658369,0.346024338950708,0.596302892412652,0.491753305523099,0.679654573426711,0.457975902748975
0.480192979608223,0.995140418634403,0.735935413289981,0.750227391397935,0.419729173056075,0.420032414715767,0.338169760885152,0.592832565295011,0.487201737659334,0.675777590868325,0.450189508153778
0.475963673568802,0.994756507676823,0.728214700650552,0.747546737138417,0.414239077915346,0.414263866969496,0.330573131292925,0.589429528900741,0.482752259139875,0.671962346583373,0.442597759835288
0.471828657591053,0.994351678496339,0.720524543948513,0.744905358254492,0.40888759386344,0.408642043040196,0.323224414920029,0.586091373884351,0.478401116685546,0.668207038966152,0.435195133820538
0.467784438273071,0.99392529845012,0.712868664744742,0.742302051515447,0.403669603412636,0.403161622231205,0.316113955690829,0.582815819724211,0.474144751909524,0.664509947490672,0.427976223036591
0.46382770591725,0.993476732969055,0.705250554931896,0.739735672423539,0.398580235182535,0.397817529220465,0.309232470819889,0.579600705511872,0.469979788127661,0.660869427641603,0.420935742491818
0.459955321930565,0.993005345946828,0.697673484291916,0.737205131252603,0.393614849448496,0.392604920634572,0.302571043328885,0.576443981564999,0.465903018274185,0.657283906254682,0.414068533110733
0.456164307293393,0.992510500137082,0.690140508111745,0.734709389426537,0.3887690246832,0.387519172447963,0.296121113326014,0.573343701775807,0.461911393812075,0.653751877226011,0.407369564411908
0.452451831988903,0.99199155755872,0.68265447482538,0.732247456202458,0.38403854501394,0.382555868153599,0.289874468347402,0.570298016617816,0.458002014540369,0.650271897554433,0.400833936194612
0.448815205297679,0.991447879909392,0.675218033652968,0.729818385627566,0.379419388524909,0.377710787654863,0.283823233010684,0.56730516674313,0.454172119211783,0.646842583685284,0.394456879378843
0.445251866873225,0.990878828987159,0.667833642210126,0.727421273742425,0.374907716339769,0.372979896831525,0.277959858188957,0.564363477110557,0.450419076883772,0.643462608127371,0.388233756125099
0.441759378523543,0.990283767120303,0.660503574063158,0.725055256006539,0.370499862425321,0.36835933773569,0.27227710987756,0.561471351591888,0.446740378934621,0.64013069631814,0.382160059344057
0.438335416632248,0.989662057605223,0.653229926208188,0.722719504924874,0.366192324062043,0.363845419376515,0.26676805789588,0.558627268009714,0.443133631683594,0.636845623714705,0.376231411692258
0.434977765159987,0.989013065152327,0.646014626454549,0.720413227856351,0.361981752931812,0.359434609055229,0.261426064540694,0.555829773565431,0.439596549560625,0.633606213090792,0.370443564137453
0.431684309173282,0.988336156339799,0.638859440694939,0.718135664987434,0.357864946777226,0.355123524214551,0.256244773285812,0.553077480620713,0.436126948776801,0.630411332021718,0.364792394166402
0.428453028853473,0.987630700075074,0.631765980046931,0.715886087455781,0.353838841590727,0.350908924769018,0.25121809760446,0.550369062799711,0.432722741451855,0.627259890541379,0.359273903698427
0.425281993943409,0.986896068063856,0.624735707852431,0.71366379561049,0.349900504295073,0.346787705885028,0.246340209975365,0.547703251382779,0.429381930159388,0.624150838956813,0.3538842167596
0.42216935859381,0.986131635286441,0.617769946523482,0.71146811739692,0.346047125879892,0.342756891181494,0.241605531120503,0.545078831965612,0.426102602854405,0.62108316580737,0.348619576965177
0.419113356575102,0.985336780481122,0.61086988422458,0.70929840685529,0.342276014961806,0.338813626324018,0.237008719511548,0.542494641360401,0.422882928151282,0.618055895956745,0.343476344851439
0.416112296823899,0.984510886634371,0.604036581383268,0.707154042723341,0.338584591738265,0.334955172987327,0.232544661172938,0.539949564718001,0.419721150923328,0.615068088807281,0.338450995092508
0.41316455929632,0.983653341477504,0.597270977022289,0.705034427134338,0.334970382307532,0.331178903162447,0.228208459801875,0.537442532852226,0.416615588197902,0.612118836626953,0.333540113632742
0.410268591103005,0.982763537989496,0.590573894907931,0.702938984402525,0.331431013329453,0.327482293786701,0.223995427219221,0.534972519749273,0.413564625323436,0.609207262980303,0.32874039476106
0.407422902903091,0.981840874905542,0.583946049510496,0.700867159888929,0.327964207003602,0.323862921676105,0.219901074160059,0.532538540246925,0.410566712386972,0.606332521255437,0.324048638149715
0.404626065536524,0.980884757231003,0.577388051773978,0.698818418941058,0.324567776343186,0.32031845874114,0.215921101408361,0.530139647869658,0.407620360862725,0.603493793279876,0.319461745876799
0.401876706875974,0.979894596760268,0.570900414693088,0.696792245900672,0.321239620724755,0.316846667468156,0.212051391276694,0.527774932807129,0.404724140473958,0.600690288018683,0.314976719448835
0.399173508881368,0.978869812600088,0.564483558696722,0.694788143174331,0.317977721695258,0.313445396649891,0.208287999429045,0.525443520024638,0.401876676252051,0.597921240348911,0.310590656837326
0.396515204841514,0.977809831696881,0.558137816837833,0.692805630361893,0.314780139019394,0.310112577349663,0.204627147042545,0.523144567495259,0.399076645778012,0.595185909904872,0.306300749540921
0.393900576788733,0.976714089367485,0.551863439790456,0.690844243438602,0.311645006951447,0.306846219084901,0.201065213302051,0.520877264544257,0.396322776593005,0.592483579989224,0.302104279682951
0.39132845307359,0.975582029832813,0.545660600655281,0.688903533986754,0.308570530716985,0.303644406216563,0.197598728220107,0.518640830297226,0.393613843765586,0.5898135565453,0.297998617152431
0.388797706087956,0.97441310675381,0.539529399575842,0.686983068473307,0.305554983190863,0.300505294531953,0.194224365773729,0.516434512224184,0.390948667604376,0.587175167186452,0.293981216795159
0.386307250125637,0.973206783769137,0.53346986816786,0.685082427570105,0.302596701758943,0.297427108009253,0.190938937348606,0.514257584772503,0.388326111505871,0.584567760278549,0.290049615660297
0.383856039370701,0.971962535033905,0.527481973764799,0.683201205513659,0.29969408535188,0.294408135752852,0.18773938548076,0.512109348082183,0.38574507992788,0.581990704072066,0.286201430306732
0.381443066004444,0.970679845758836,0.521565623483068,0.681339009501703,0.296845591640127,0.2914467290893,0.18462277788527,0.509989126777526,0.383204516479914,0.579443385880503,0.282434354172561
0.379067358422709,0.969358212749134,0.515720668110644,0.67949545912396,0.294049734380087,0.288541298814353,0.18158630176146,0.507896268829771,0.380703402122503,0.576925211302086,0.278746155010238
0.376727979555914,0.96799714494238,0.50994690582321,0.67767018582476,0.29130508090206,0.285690312582228,0.178627258363814,0.505830144485689,0.378240753468072,0.574435603481994,0.275134672389209
0.374424025284762,0.966596163944696,0.504244085732111,0.67586283239536,0.288610249731267,0.282892292428739,0.175743057827896,0.50379014525756,0.375815621176586,0.571974002412508,0.271597815267277
0.372154622945186,0.965154804564439,0.498611911268648,0.674073052493961,0.285963908333855,0.280145812420529,0.17293121424063,0.501775682970324,0.373427088439682,0.569539864268727,0.268133559631399
0.36991892991655,0.963672615342644,0.493050043409367,0.672300510191601,0.28336477098032,0.277449496423127,0.170189340944427,0.499786188862011,0.371074269547523,0.567132660777619,0.264739946208193
0.367716132287612,0.962149159079415,0.487558103747145,0.67054487954222,0.280811596719318,0.274802015981011,0.167515146064899,0.4978211127339,0.368756308532995,0.564751878618389,0.261415078244046
0.36554544359517,0.960584013355471,0.482135677412922,0.668805844175349,0.278303187455303,0.272202088303286,0.164906428252079,0.495879922147104,0.366472377888321,0.56239701885225,0.258157119354418
0.363406103630703,0.958976771048001,0.47678231585302,0.667083096909969,0.275838386123867,0.269648474349007,0.16236107262542,0.493962101662541,0.364221677349498,0.560067596379851,0.254964291441638
0.361297377310642,0.957327040839999,0.471497539466977,0.6653763393882,0.273416074959062,0.26713997700654,0.159877046913078,0.492067152121491,0.362003432744307,0.557763139424712,0.251834872680298
0.359218553606272,0.955634447722225,0.46628084011087,0.663685281727607,0.271035173847381,0.264675439361707,0.157452397776369,0.490194589964134,0.359816894899965,0.555483189041163,0.248767195569153
0.35716894452951,0.95389863348693,0.46113168347104,0.662009642190944,0.268694638763385,0.262253743049783,0.155085247310572,0.488343946583672,0.357661338606749,0.553227298645355,0.245759645048277
0.355147884171122,0.952119257212479,0.45604951131312,0.660349146872301,0.266393460282332,0.259873806686732,0.152773789713618,0.486514767713814,0.35553606163421,0.550995033568034,0.242810656680123
0.353154727788156,0.950295995737982,0.451033743611214,0.658703529398647,0.264130662165434,0.25753458437533,0.150516288114527,0.484706612847547,0.353440383796804,0.548785970627842,0.23991871489302
0.351188850937601,0.948428544127076,0.446083780561984,0.657072530645865,0.261905300013658,0.255235064282111,0.148311071553815,0.482919054685292,0.351373646066003,0.546599697724003,0.237082351285579
0.349249648653508,0.946516616119965,0.441199004488351,0.655455898468419,0.259716459986237,0.2529742672813,0.146156532108398,0.481151678610649,0.349335209726151,0.544435813447315,0.234300142990417
0.347336534664987,0.944559944572838,0.4363787816374,0.653853387441856,0.257563257580324,0.250751245662138,0.14405112215389,0.479404082192105,0.347324455571516,0.542293926708452,0.231570711095577
0.345448940652666,0.942558281883794,0.431622463876993,0.652264758617411,0.255444836468409,0.248565081896224,0.141993351757473,0.477675874709133,0.345340783142147,0.540173656382635,0.228892719121978
0.343586315541385,0.940511400404402,0.426929390295486,0.650689779288017,0.253360367390357,0.246414887461679,0.139981786194869,0.475966676701281,0.343383609996333,0.538074630969798,0.226264871555245
0.341748124827022,0.938419092836042,0.422298888708825,0.649128222765087,0.251309047097108,0.244299801721155,0.138015043585229,0.474276119538891,0.341452371017574,0.535996488269417,0.223685912430235
0.339933849935505,0.936281172610163,0.41773027707918,0.647579868165447,0.249290097343259,0.242218990850866,0.136091792638052,0.472603845014227,0.339546517754133,0.533938875069253,0.221154623966604
0.338142987612189,0.934097474251632,0.413222864849168,0.646044500207883,0.247302763925918,0.240171646817987,0.134210750506542,0.470949504951831,0.337665517789358,0.531901446847262,0.21866982525376
0.336375049339887,0.931867853724353,0.40877595419557,0.644521909018761,0.245346315767384,0.238156986403927,0.132370680742067,0.46931276083704,0.335808854141083,0.529883867486007,0.216230370983567
0.33462956078398,0.92959218875835,0.404388841206336,0.643011889946229,0.243420044039347,0.236174250271126,0.130570391344675,0.467693283461637,0.333976024688497,0.527885808998936,0.213835150229194
0.332906061263088,0.92727037915753,0.400060816984537,0.641514243382547,0.241523261326435,0.234222702071149,0.128808732904851,0.466090752585697,0.332166541625033,0.525906951267921,0.211483085268528
0.331204103243936,0.924902347087378,0.395791168682804,0.64002877459411,0.239655300827074,0.232301627591997,0.127084596831942,0.464504856614746,0.33037993093584,0.523946981791496,0.209173130450595
0.329523251859084,0.922488037341851,0.391579180471658,0.638555293558761,0.237815515589738,0.230410333942649,0.12539691366494,0.462935292291387,0.328615731898559,0.522005595443271,0.206904271103484
0.327863084446311,0.92002741758876,0.387424134445006,0.637093614810011,0.236003277782782,0.228548148772984,0.123744651461473,0.461381764400637,0.326873496606168,0.520082494240012,0.204675522482285
0.32622319010849,0.917520478592979,0.383325311465973,0.635643557287819,0.234217977996152,0.226714419527321,0.122126814261137,0.459843985488226,0.325152789510734,0.518177387118929,0.202485928755606
0.324603169292888,0.91496723441684,0.379281991956089,0.63420494419558,0.232459024573366,0.224908512729923,0.120542440619437,0.458321675591192,0.323453186986996,0.516289989723713,0.200334562029265
0.323002633388864,0.912367722597118,0.37529345663075,0.63277760286303,0.230725842972254,0.223129813300879,0.118990602208846,0.456814561980116,0.321774276914769,0.514420024198926,0.198220521405788
0.321421204343021,0.909722004298028,0.371358987183735,0.631361364614748,0.229017875153023,0.221377723900915,0.117470402483633,0.455322378912401,0.320115658279182,0.512567218992324,0.196142932078408
0.319858514290918,0.907030164439735,0.367477866923465,0.629956064643996,0.227334578992303,0.219651664303698,0.115980975405316,0.453844867396036,0.318476940787887,0.510731308664764,0.194100944458265
0.318314205204484,0.904292311801876,0.363649381363562,0.628561541891623,0.225675427721895,0.217951070794337,0.114521484225727,0.452381774963287,0.316857744504358,0.50891203370733,0.19209373333358
0.316787928554365,0.901508579101669,0.359872818770149,0.627177638929789,0.224039909391028,0.21627539559281,0.11309112032487,0.450932855453854,0.315257699496492,0.50710914036534,0.190120497059596
0.315279344986437,0.898679123046221,0.356147470668249,0.62580420185028,0.222427526350975,0.214624106301144,0.111689102100858,0.449497868806978,0.313676445499761,0.505322380468943,0.188180456778129
0.313788124011786,0.89580412435869,0.352472632309502,0.624441080157187,0.220837794760964,0.212996685373216,0.110314673909391,0.448076580862092,0.312113631594198,0.503551511269977,0.186272855665615
0.312313943709504,0.892883787778008,0.348847603103354,0.623088126663747,0.219270244114364,0.211392629606117,0.108967105050344,0.446668763167567,0.310568915894547,0.501796295284832,0.184396958208555
0.310856490441654,0.889918342031935,0.345271687013744,0.621745197393151,0.217724416784187,0.20981144965208,0.107645688799172,0.445274192797186,0.309041965252942,0.500056500143037,0.182552049505336
0.309415458579835,0.886908039783244,0.341744192923231,0.620412151483129,0.216199867586988,0.208252669549999,0.10634974148096,0.443892652173946,0.307532454973522,0.498331898441325,0.180737434593406
0.30799055024277,0.883853157548913,0.338264434966422,0.619088851094139,0.21469616336432,0.206715826275659,0.105078601585044,0.442523928900859,0.306040068538409,0.496622267602929,0.178952437800844
0.306581475044412,0.880753995592238,0.334831732834451,0.617775161321001,0.213212882580908,0.205200469309798,0.103831628918256,0.441167815598409,0.30456449734452,0.49492738974189,0.177196402121392
0.30518794985205,0.877610877787847,0.331445412052198,0.616470950107811,0.211749614938778,0.203706160223204,0.102608203794928,0.439824109748352,0.303105440450704,0.493247051532158,0.175468688612036
0.303809698553955,0.874424151459644,0.328104804229829,0.615176088165987,0.210305961006621,0.202232472278069,0.101407726261895,0.438492613543566,0.301662604334729,0.491581044081277,0.173768675812296
0.302446451836128,0.871194187191777,0.324809247290197,0.613890448895315,0.20888153186367,0.200778990044871,0.100229615356838,0.437173133743667,0.300235702659663,0.489929162808462,0.172095759184371
0.301097946967707,0.867921378612763,0.321558085673515,0.612613908307858,0.207475948757461,0.19934530903408,0.0990733083983573,0.435865481536132,0.298824456049221,0.488291207326892,0.170449350573349
0.299763927594664,0.864606142152993,0.318350670520697,0.611346344954593,0.206088842774833,0.197931035342044,0.0979382603063031,0.434569472402674,0.297428591871675,0.486666981330027,0.168828877686707
0.298444143541393,0.861248916775848,0.315186359836652,0.610087639854677,0.204719854525589,0.196535785310415,0.096823942950911,0.433284925990621,0.296047844031932,0.485056292481793,0.167233783592377
0.297138350619836,0.857850163682761,0.312064518634766,0.608837676427207,0.203368633838237,0.195159185198526,0.0957298445294009,0.432011665989101,0.294681952771434,0.483458952310477,0.165663526234634
0.295846310445814,0.854410365992593,0.308984519063743,0.607596340425377,0.202034839467298,0.193800870868151,0.0946554689687518,0.430749520009789,0.293330664475509,0.481874776106172,0.164117577967164
0.29456779026224,0.850930028395737,0.305945740517916,0.606363519872936,0.200718138811659,0.192460487480108,0.0936003353534296,0.429498319472037,0.291993731487868,0.480303582821636,0.162595425102616
0.293302562768909,0.847409676783444,0.302947569732072,0.605139105002836,0.199418207643494,0.191137689202196,0.0925639773769124,0.428257899492178,0.290670911931919,0.478745194976429,0.161096567478037
0.292050405958566,0.84384985785289,0.299989400861792,0.603922988197986,0.198134729847293,0.189832138927982,0.0915459428159092,0.427028098776834,0.289361969538611,0.477199438564183,0.159620518035567
0.290811102958998,0.840251138688581,0.297070635550241,0.602715063934024,0.196867397168561,0.188543508005965,0.0905457930262305,0.425808759520055,0.288066673480523,0.475666142962905,0.158166802417816
0.289584441880872,0.836614106320722,0.294190682982306,0.601515228724028,0.195615908971782,0.187271475978686,0.0895631024593155,0.424599727304109,0.286784798211932,0.474145140848167,0.156734958577365
0.288370215671079,0.832939367261234,0.291348959926927,0.600323381065069,0.194379972007237,0.186015730331355,0.0885974581984738,0.42340085100379,0.285516123314608,0.472636268109095,0.155324536399853
0.287168221971347,0.829227547018155,0.288544890768404,0.599139421386555,0.19315930018632,0.184775966249607,0.087648459513944,0.422211982694081,0.284260433349087,0.471139363767027,0.15393509734014
0.285978262981896,0.825479289589196,0.285777907527452,0.59796325200028,0.191953614364974,0.183551886385996,0.0867157174359194,0.421032977561027,0.283017517711201,0.469654269896754,0.152566214071032
0.284800145329937,0.821695256935265,0.283047449872702,0.596794777052103,0.190762642134928,0.182343200634859,0.0857988543447278,0.419863693815707,0.28178717049364,0.468180831550236,0.151217470144119
0.283633679942787,0.817876128434835,0.280352965123325,0.595633902475217,0.18958611762239,0.18114962591523,0.084897503577399,0.418703992611145,0.280569190352338,0.466718896682702,0.149888459662253
0.28247868192543,0.814022600320029,0.27769390824342,0.594480535944909,0.188423781293908,0.179970885961435,0.0840113090498843,0.417553737962068,0.279363380377492,0.46526831608104,0.148578786963224
0.281334970442335,0.810135385095373,0.275069741828753,0.593334586834791,0.187275379769081,0.178806711121093,0.0831399248942334,0.416412796667373,0.278169547969016,0.463828943294404,0.147288066314225
0.280202368603347,0.806215210940178,0.272479936086417,0.592195966174414,0.186140665639863,0.17765683816019,0.0822830151100663,0.415281038235216,0.276987504716247,0.462400634566938,0.146015921616698
0.279080703353496,0.802262821095543,0.269923968807953,0.591064586608229,0.185019397296177,0.176521010074961,0.0814402532297087,0.414158334810585,0.275817066281751,0.46098324877255,0.144761986121169
0.277969805366561,0.798278973237003,0.267401325336419,0.58994036235584,0.183911338757585,0.1753989759103,0.0806113219963913,0.413044561105297,0.274658052289041,0.459576647351657,0.143525902151699
0.276869508942234,0.794264438833888,0.264911498527896,0.588823209173489,0.182816259510781,0.174290490584437,0.079795913054943,0.411939594330292,0.273510286214066,0.458180694249836,0.1423073208396
0.275779651906751,0.790220002496421,0.262453988707861,0.587713044316745,0.181733934352656,0.173195314719624,0.0789937266544316,0.410843314130141,0.272373595280314,0.456795255858299,0.141105901866066
0.274700075516839,0.786146461311705,0.260028303622859,0.586609786504338,0.180664143238736,0.172113214478615,0.0782044713622381,0.4097556025197,0.271247810357396,0.455420200956137,0.13992131321339
0.273630624366856,0.782044624169641,0.257633958387858,0.585513355883097,0.179606671136762,0.171043961406683,0.0774278637890682,0.408676343822791,0.270132765862971,0.454055400654268,0.138753230924453
0.272571146299001,0.777915311079945,0.255270475429666,0.584423673993956,0.178561307885214,0.169987332278987,0.0766636283244325,0.407605424612872,0.269028299667869,0.452700728341023,0.137601338870179
0.271521492316463,0.773759352481356,0.252937384426754,0.583340663738984,0.177527848056594,0.168943108953054,0.0759114968821485,0.40654273365558,0.267934253004314,0.45135605962932,0.136465328524661
0.27048151649941,0.769577588544189,0.250634222245809,0.582264249349406,0.176506090825276,0.167911078226197,0.0751712086554373,0.405488161853116,0.266850470377109,0.450021272305366,0.135344898747677
0.269451075923693,0.765370868467363,0.248360532875335,0.581194356354571,0.175495839839743,0.166891031697669,0.0744425098812077,0.40444160219036,0.265776799477674,0.44869624627883,0.134239755574339
0.268430030582183,0.761140049771039,0.246115867356579,0.580130911551848,0.174496903099052,0.165882765635375,0.0737251536131426,0.403402949682692,0.264713091100838,0.447380863534449,0.133149612011594
0.267418243308609,0.756885997586006,0.243899783712058,0.579073842977393,0.173509092833356,0.164886080846971,0.0730188995032148,0.402372101325419,0.263659199064263,0.446075008084999,0.132074187841345
0.266415579703835,0.752609583940947,0.241711846871944,0.578023079877781,0.172532225388334,0.163900782555174,0.0723235135912829,0.401348956044777,0.262614980130423,0.444778565925602,0.131013209429947
0.265421908064463,0.748311687048693,0.239551628598537,0.576978552682458,0.17156612111338,0.162926680277137,0.0716387681024291,0.400333414650432,0.261580293931025,0.443491424989312,0.129966409543851
0.264437099313685,0.74399319059259,0.237418707409049,0.575940192976985,0.17061060425341,0.161963587707726,0.0709644412517194,0.399325379789429,0.260555002893794,0.442213475103945,0.128933527171164
0.263461026934298,0.739654983014068,0.235312668496923,0.57490793347705,0.169665502844143,0.161011322606558,0.0703003170560791,0.398324755901544,0.25953897217153,0.4409446079501,0.127914307348935
0.262493566903796,0.735297956802479,0.233233103651855,0.573881708003222,0.168730648610746,0.160069706688663,0.0696461851529918,0.397331449175975,0.258532069573347,0.439684717020347,0.126908500995937
