"Xyleborus seriatus","Xyleborus germanus","Ambrosiodmus rubricollis","Coptoborus pseudotenuis","Xyleborus obesus","mutillatus","Xyleborus glabratus","Euwallacea validus","Ambrosiodmus tachygraphus","Xylosandrus morigerus","Xylosandrus compactus"
0.549739799867616,0.665046868664703,0.849075787101433,0.98792087670443,0.447445591682147,0.665439213911703,0.999437546105884,0.856965404165047,0.786533652680772,0.992660350584272,0.750350882585078
0.537885929090462,0.657989687154068,0.837280653066367,0.986220524588907,0.431575793817076,0.652323029777971,0.999321828029767,0.849315646869853,0.77028005204973,0.991889428354388,0.741243154023779
0.526711525132645,0.651296103446981,0.825534777371195,0.984409297391197,0.416794693062122,0.639787699282777,0.999191545049716,0.841826264870768,0.754238415635877,0.991092314150501,0.732493171016773
0.516151254243825,0.644930021975151,0.813857427275905,0.982487971765893,0.402993890610256,0.627791534949828,0.999045889828955,0.834490867793379,0.73843739929799,0.990269858078497,0.724073482782328
0.506148644646927,0.638860598517572,0.802265259735533,0.98045742578025,0.390078924809432,0.616297127582728,0.998884062124436,0.827303536211042,0.722900241813788,0.989422850592232,0.715959924048212
0.496654541580951,0.633061251445666,0.790772637888998,0.97831863449282,0.377967099691787,0.60527076045191,0.998705268742039,0.820258762994921,0.707645497541624,0.988552030251432,0.708131078777784
0.487625888924903,0.627508897895071,0.779391902552245,0.976072665797008,0.366585707468787,0.594681925338781,0.998508723534397,0.813351405165681,0.692687673871943,0.98765809011624,0.700567853587216
0.479024756949644,0.622183355637373,0.768133607121295,0.973720676458411,0.355870563995604,0.584502918853992,0.998293647436034,0.806576643869024,0.678037787251735,0.986741683071911,0.693253134234356
0.470817558195778,0.617066868962637,0.757006722258445,0.97126390829332,0.345764794710419,0.57470850282634,0.998059268531489,0.799929950730116,0.66370384892239,0.985803426303331,0.68617150594812
0.462974408977946,0.612143728700453,0.746018815288363,0.968703684449404,0.336217822429817,0.565275616407256,0.997804822152824,0.793407059284629,0.649691289582916,0.984843905086251,0.679309023469559
0.455468604916625,0.607399964627927,0.7351762081812,0.966041405759738,0.327184518882086,0.556183130338966,0.997529551003515,0.787003940499586,0.636003330735738,0.98386367602371,0.672653020265872
0.448276186690377,0.602823094193676,0.724484117224316,0.963278547149123,0.318624489874883,0.547411635909526,0.997232705306142,0.78071678162585,0.622641309339808,0.982863269827754,0.666191948948037
0.441375577854748,0.59840191552544,0.713946776901185,0.960416654077478,0.310501470160058,0.538943262676571,0.996913542971675,0.774541967792339,0.609604961488643,0.981843193725308,0.659915246790014
0.434747280731596,0.59412633560259,0.703567550050629,0.957457339009719,0.302782808838524,0.530761520227846,0.996571329788425,0.768476065877628,0.596892670086352,0.980803933550964,0.653813221623679
0.428373619468505,0.589987226605475,0.693349026033859,0.95440227790508,0.295439029879918,0.52285116016021,0.996205339628935,0.762515810289507,0.584501680870824,0.979745955577085,0.647876954411023
0.422238521699608,0.585976305031087,0.683293108364588,0.951253206721632,0.288443455264958,0.515198055170222,0.995814854673317,0.756658090355688,0.572428290602208,0.978669708122038,0.642098215571167
0.416327332013899,0.582086029345966,0.673401093040085,0.948011917933968,0.281771880578376,0.50778909270883,0.995399165647625,0.750899939084983,0.560668010776903,0.977575622969914,0.636469392732323
0.410626651801086,0.578309512841473,0.663673738635163,0.944680257063755,0.275402294726404,0.500612081096675,0.99495757207603,0.745238523102164,0.549215709828966,0.976464116629112,0.63098342803592
0.405124201102886,0.574640449040069,0.654111329076984,0.941260119224228,0.269314636930244,0.49365566635184,0.994489382545612,0.739671133594295,0.538065736431995,0.975335591452511,0.625633763475917
0.399808698924962,0.571073047528504,0.64471372989925,0.937753445680764,0.263490585335726,0.486909258268463,0.993993914982707,0.734195178133849,0.527212026207627,0.974190436638121,0.620414293035821
0.394669759116829,0.567601978504008,0.635480438674397,0.93416222043052,0.257913372540865,0.480362964517379,0.993470496939778,0.728808173266033,0.516648193875999,0.973029029126073,0.615319320607105
0.389697799444851,0.564222324641327,0.626410630237983,0.930488466804731,0.252567624124598,0.474007531730379,0.992918465891849,0.723507737765538,0.506367612644069,0.971851734405308,0.61034352284926
0.384883961897439,0.560929539142588,0.617503197247478,0.926734244097774,0.247439216898134,0.467834292686253,0.992337169541572,0.71829158648253,0.496363482415833,0.970658907241276,0.605481916293405
0.380220042594672,0.557719409034328,0.608756786555836,0.922901644227388,0.242515154123932,0.461835118846456,0.991725966132057,0.713157524709566,0.48662888822087,0.969450892334281,0.600729828106103
0.375698429944277,0.554588022937971,0.600169831826777,0.918992788430714,0.237783455378604,0.456002377596055,0.991084224766583,0.708103443010981,0.47715685009158,0.968228024916731,0.59608287002327
0.371312049905497,0.551531742670703,0.59174058277215,0.915009824000919,0.233233059092808,0.450328893635855,0.990411325734376,0.703127312464438,0.467940365472421,0.966990631296339,0.591536915040455
0.367054317402122,0.548547178139552,0.583467131351096,0.910954921069214,0.228853736097541,0.444807914047346,0.989706660841625,0.698227180271172,0.458972445114452,0.965739029351415,0.587088076508633
0.362919093073923,0.545631165077823,0.575347435234937,0.90683026943707,0.224636012753193,0.439433076616117,0.988969633746937,0.693401165697153,0.450246143293408,0.964473528983518,0.582732689336646
0.358900644678017,0.542780745243824,0.567379338810181,0.902638075463344,0.220571102444428,0.434198381053579,0.988199660300445,0.688647456312248,0.441754583087979,0.963194432532063,0.5784672930447
0.35499361255331,0.539993148760108,0.559560591964089,0.898380559010902,0.21665084439745,0.429098162802971,0.987396168885789,0.683964304498543,0.433490977365154,0.961902035154897,0.574288616449446
0.351192978645924,0.537265778319708,0.551888866872456,0.894059950457158,0.21286764892234,0.424127069155048,0.986558600764195,0.679350024202486,0.425448646040335,0.96059662517835,0.570193563791511
0.347494038664549,0.534596195025992,0.544361772987123,0.889678487772742,0.209214448306733,0.419280037432596,0.9856864104199,0.674802987908479,0.417621030110082,0.959278484419831,0.566179202141902
0.34389237699439,0.531982105666245,0.536976870401069,0.885238413672278,0.205684652691738,0.414552275031995,0.984779065906149,0.670321623814139,0.410001702893786,0.957947888485693,0.562242749945328
0.340383844048827,0.529421351247214,0.529731681751267,0.880741972840992,0.20227211035011,0.409939241135112,0.983836049191022,0.665904413189642,0.402584378866356,0.95660510704674,0.558381566576875
0.336964535780642,0.526911896644477,0.522623702803699,0.876191409240601,0.198971071862546,0.405436629926493,0.982856856502341,0.661549887905493,0.395362920416316,0.955250404093516,0.55459314280412
0.333630775111011,0.524451821237523,0.515650411850765,0.871588963497645,0.195776157752929,0.401040355169653,0.981840998670909,0.65725662811472,0.388331342821687,0.95388403817324,0.550875092060174
0.330379095065479,0.522039310419355,0.508809278038588,0.866936870377109,0.192682329198997,0.396746536012676,0.980788001471339,0.653023260076963,0.381483817699174,0.95250626261007,0.547225142444678
0.327206223432662,0.51967264788386,0.502097768730279,0.862237356343887,0.189684861482754,0.392551483907616,0.979697405959747,0.648848454113188,0.374814675149701,0.951117325710183,0.543641129379637
0.324109068784207,0.517350208606531,0.495513356000918,0.857492637214331,0.186779319886191,0.388451690540712,0.97856876880757,0.64473092268087,0.368318404794878,0.949717470953006,0.540120988855603
0.321084707714159,0.515070452444649,0.489053522350756,0.852704915899794,0.183961537773489,0.384443816681427,0.977401662630778,0.640669418560489,0.361989655873967,0.9483069371698,0.536662751211064
0.318130373172816,0.512831918292105,0.482715765714746,0.847876380243775,0.181227596631734,0.380524681867945,0.976195676313774,0.636662733145053,0.355823236548973,0.946885958710661,0.533264535394425
0.315243443784824,0.51063321873188,0.476497603838999,0.843009200953962,0.17857380786894,0.376691254855293,0.974950415327257,0.632709694825099,0.349814112546248,0.94545476560091,0.529924543663497
0.312421434053981,0.508473035135902,0.470396578087944,0.838105529630169,0.175996696191461,0.372940644759722,0.97366550203935,0.628809167462358,0.343957405246097,0.944013583687748,0.526641056682394
0.309661985368292,0.506350113167897,0.464410256739837,0.83316749688883,0.173492984403158,0.369270092839684,0.972340576019283,0.624960048945849,0.33824838931714,0.942562634777944,0.523412428979973
0.306962857728492,0.504263258649892,0.458536237822681,0.828197210584476,0.171059579486442,0.365676964859572,0.970975294332961,0.621161269824702,0.332682489979184,0.941102136767288,0.520237084737781
0.304321922131693,0.502211333757482,0.452772151537667,0.823196754128283,0.168693559840793,0.362158743987668,0.969569331829716,0.617411792012531,0.327255279967067,0.939632303762446,0.517113513878724
0.301737153549188,0.500193253512813,0.447115662312646,0.818168184903553,0.166392163567997,0.358713024184371,0.968122381419602,0.613710607558585,0.321962476257995,0.938153346195795,0.514040268430683
0.299206624443995,0.498207982547625,0.441564470524095,0.813113532777685,0.164152777705259,0.355337504040952,0.96663415434056,0.610056737481307,0.316799936616234,0.936665470933782,0.511015959141806
0.29672849877939,0.496254532111668,0.436116313922308,0.808034798709996,0.161972928317918,0.352029981032772,0.965104380414811,0.606449230660295,0.311763656001441,0.935168881379286,0.508039252326564
0.294301026474751,0.494331957304385,0.430768968791211,0.802933953454474,0.159850271372718,0.348788346154228,0.963532808293882,0.602887162782957,0.306849762880289,0.933663777568423,0.505108866923643
0.291922538269489,0.492439354510087,0.425520250871143,0.797812936356346,0.157782584320825,0.345610578905651,0.961919205691611,0.59936963534246,0.302054515475288,0.932150356262201,0.502223571748591
0.289591440959783,0.49057585901884,0.420368016070229,0.792673654241131,0.15576775832701,0.342494742605073,0.960263359604585,0.595895774683833,0.297374297979634,0.930628811033394,0.499382182925714
0.287306212976311,0.48874064281709,0.415310160987486,0.787517980394662,0.153803791087845,0.339438980000135,0.958565076519407,0.592464731095298,0.29280561676257,0.929099332348975,0.496583561485183
0.285065400274335,0.486932912533629,0.410344623268514,0.782347753632379,0.151888780187477,0.336441509157608,0.956824182606261,0.589075677942155,0.288345096585879,0.927562107648406,0.493826611112588
0.282867612510188,0.485151907527937,0.405469381812672,0.777164777456019,0.150020916944605,0.333500619609924,0.955040523898235,0.585727810840721,0.28398947684884,0.926017321418087,0.491110276039305
0.280711519480743,0.483396898109153,0.400682456848712,0.771970819295719,0.148198480708803,0.330614668739854,0.953213966455905,0.582420346869999,0.279735607876071,0.924465155262218,0.488433539063119
0.278595847804597,0.481667183875072,0.395981909894238,0.766767609835359,0.146419833568359,0.327782078386096,0.951344396516683,0.579152523818933,0.275580447260185,0.922905787970306,0.48579541968944
0.27651937782571,0.479962092161551,0.391365843612825,0.761556842418904,0.14468341543541,0.325001331653928,0.949431720628492,0.575923599467248,0.271521056269012,0.921339395581554,0.483194972384274
0.274480940721967,0.478280976593596,0.386832401581262,0.756340172535369,0.142987739477344,0.322270969916416,0.94747586576732,0.572732850898009,0.26755459632527,0.919766151446322,0.48063128493092
0.272479415802736,0.476623215730206,0.382379767978175,0.751119217379945,0.141331387866341,0.31958958999282,0.945476779438262,0.569579573840155,0.263678325564935,0.918186226284868,0.47810347688297
0.270513727980916,0.474988211795745,0.378006167204119,0.745895555488744,0.1397130078215,0.316955841491945,0.943434429759675,0.566463082039395,0.259889595479166,0.916599788243513,0.475610698106854
0.268582845406228,0.473375389491291,0.373709863442275,0.740670726444573,0.138131307920326,0.314368424309111,0.941348805530092,0.56338270665595,0.256185847643455,0.915007002948426,0.473152127407719
0.266685777247673,0.471784194879947,0.369489160167912,0.735446230651057,0.136585054658405,0.311826086266367,0.939219916277604,0.560337795687719,0.252564610536608,0.913408033557152,0.470726971232911
0.264821571614111,0.470214094340649,0.365342399613992,0.730223529172428,0.135073069238035,0.309327620886318,0.937047792291399,0.557327713417547,0.249023496451327,0.911803040808037,0.468334462447814
0.26298931360285,0.46866457358546,0.361267962199508,0.725004043636242,0.133594224568191,0.306871865290715,0.934832484635246,0.55435183988335,0.245560198497367,0.910192183067665,0.465973859179201
0.261188123467001,0.467135136735764,0.357264265926491,0.719789156196278,0.132147442459801,0.30445769821562,0.932574065142673,0.551409570369939,0.242172487697642,0.908575616376443,0.463644443721634
0.25941715489308,0.465625305453167,0.353329765750994,0.714580209552857,0.130731691001644,0.30208403813557,0.930272626393686,0.548500314921442,0.238858210177087,0.906953494492428,0.461345521502793
0.257675593381098,0.46413461812124,0.349462952932805,0.709378507027819,0.129345982103446,0.299749841489726,0.927928281672868,0.545623497873303,0.235615284443659,0.90532596893351,0.459076420103922
0.255962654719949,0.462662629074569,0.345662354368132,0.704185312691417,0.127989369193869,0.297454101003524,0.925541164908747,0.542778557402893,0.232441698760455,0.90369318901804,0.456836488331885
0.254277583551518,0.46120890787186,0.34192653190908,0.699001851538385,0.126660945062127,0.2951958440998,0.923111430594378,0.539964945097824,0.229335508607638,0.902055301904001,0.454625095339566
0.252619652017452,0.4597730386101,0.33825408167326,0.693829309710482,0.125359839832876,0.29297413139381,0.92063925368906,0.53718212554111,0.226294834232585,0.900412452626794,0.452441629791589
0.250988158482986,0.458354619277002,0.334643633346593,0.688668834762822,0.124085219064874,0.290788055266959,0.918124829501236,0.534429575912381,0.223317858286481,0.898764784135723,0.450285499072581
0.249382426332683,0.456953261139218,0.331093849481925,0.68352153597137,0.122836281964671,0.288636738514414,0.915568373552559,0.531706785604377,0.220402823545413,0.897112437329249,0.448156128535355
0.247801802833323,0.455568588163936,0.327603424795881,0.678388484678999,0.1216122597073,0.286519333062136,0.912970121423234,0.529013255854017,0.217548030713873,0.895455551089089,0.446052960786624
0.246245658059536,0.454200236471714,0.324171085466002,0.673270714677573,0.120412413856554,0.284435018749144,0.910330328578716,0.526348499387364,0.214751836308523,0.893794262313206,0.443975455007985
0.244713383878126,0.452847853818534,0.320795588430048,0.668169222623557,0.119236034878031,0.282383002171143,0.907649270177921,0.523712040077856,0.212012650619953,0.892128705947765,0.441923086310106
0.243204392987298,0.45151109910522,0.317475720689077,0.663084968484737,0.118082440738653,0.28036251558189,0.90492724086312,0.521103412617179,0.209328935750154,0.890459015018099,0.439895345118151
0.241718118007324,0.450189641912496,0.314210298615717,0.65801887601568,0.116950975586846,0.278372815848929,0.902164554531734,0.518522162198244,0.20669920372339,0.888785320658751,0.437891736586653
0.240254010619391,0.448883162060088,0.310998167268885,0.652971833259632,0.115841008508013,0.276413183460546,0.899361544090273,0.515967844209699,0.204122014668132,0.887107752142622,0.435911780042143
0.238811540749651,0.447591349188398,0.307838199716018,0.647944693074614,0.114751932350331,0.274482921580998,0.896518561190713,0.513440023941486,0.201595975067726,0.885426436909281,0.433955008451944
0.237390195795674,0.446313902361362,0.304729296363755,0.642938273681576,0.113683162616293,0.272581355151289,0.893635975949613,0.510938276300948,0.199119736077502,0.883741500592481,0.432020967917685
0.235989479892708,0.445050529689217,0.301670384297858,0.637953359232501,0.112634136415719,0.2707078300329,0.890714176650334,0.508462185539031,0.196691991906005,0.882053067046918,0.430109217192138
0.234608913217363,0.443800947969992,0.298660416633054,0.632990700396451,0.11160431147631,0.268861712192094,0.887753569428735,0.506011344986153,0.194311478258128,0.880361258374268,0.428219327218103
0.233248031326453,0.44256488234862,0.29569837187337,0.628051014961628,0.110593165208089,0.267042386922535,0.884754577942761,0.50358535679731,0.191976970837904,0.878666194948538,0.426350880688143
0.231906384528918,0.441342065992626,0.292783253283439,0.623134988451569,0.109600193818323,0.265249258104119,0.881717643026366,0.501183831706053,0.189687283908805,0.876967995440771,0.424503471624024
0.23058353728889,0.44013223978344,0.289914088271154,0.618243274753713,0.108624911473793,0.263481747496051,0.878643222328244,0.498806388786939,0.187441268909424,0.875266776843125,0.422676704974823
0.229279067658072,0.43893515202244,0.287089927781993,0.613376496758602,0.107666849507466,0.261739294062298,0.875531789935861,0.496452655226119,0.185237813122465,0.873562654492363,0.42087019623271
0.227992566735757,0.437750558150882,0.284309845705259,0.608535247008123,0.10672555566686,0.260021353327718,0.872383835985331,0.494122266099722,0.183075838395038,0.871855742092783,0.419083571065463
0.226723638154887,0.436578220482935,0.28157293829241,0.603720088351197,0.105800593401565,0.25832739676319,0.869199866257659,0.491814864159718,0.180954299908296,0.870146151738601,0.417316464964859
0.225471897592696,0.435417907951101,0.278878323587605,0.598931554605465,0.104891541187552,0.256656911198261,0.865980401761957,0.48953009962695,0.178872184994525,0.868433993935829,0.415568522910118
0.224236972304539,0.434269395863317,0.276225140870562,0.594170151223548,0.103997991886085,0.255009398259835,0.862725978306209,0.48726762999105,0.176828511999843,0.866719377623657,0.41383939904562
0.223018500679623,0.433132465671119,0.27361255011174,0.589436355962564,0.103119552135179,0.253384373835579,0.859437146056208,0.485027119816968,0.174822329190731,0.865002410195371,0.412128756372191
0.221816131817436,0.432006904748256,0.271039731439862,0.584730619555629,0.10225584177169,0.251781367560756,0.856114469083304,0.482808240557845,0.172852713702678,0.863283197518816,0.410436266451256
0.220629525123729,0.430892506179195,0.268505884621731,0.58005336638416,0.10140649328226,0.250199922327301,0.852758524901615,0.480610670373978,0.170918770529283,0.861561843956434,0.408761609121226
0.219458349925,0.429789068556996,0.266010228554281,0.575404995149881,0.10057115128145,0.248639593814006,0.849369903995372,0.478434093957647,0.169019631550203,0.85983845238489,0.407104472225522
0.218302285100487,0.428696395790052,0.263552000768772,0.57078587954544,0.0997494720154862,0.247099950036756,0.845949209337081,0.476278202363572,0.167154454596421,0.858113124214302,0.405464551351653
0.217161018730721,0.427614296917244,0.261130456947006,0.566196368922696,0.0989411228901944,0.245580570917812,0.842497055897192,0.474142692844777,0.165322422551321,0.856385959407095,0.403841549580823
0.21603424776178,0.426542585931055,0.258744870449441,0.561636788957733,0.09814578202173,0.244081047873211,0.839014070145993,0.472027268693671,0.163522742486168,0.85465705649649,0.402235177247547
0.214921677684411,0.425481081608262,0.25639453185505,0.557107442311741,0.0973631378088454,0.242600983417365,0.835500889548439,0.469931639088121,0.161754644828589,0.852926512604646,0.400645151708816
0.213823022227247,0.424429607347792,0.254078748512756,0.552608609286994,0.0965928885254952,0.241139990784052,0.831958162052631,0.467855518942363,0.160017382562742,0.851194423460466,0.399071197122335
0.212738003063392,0.423387991015392,0.251796844104269,0.548140548477138,0.0958347419326587,0.239697693562989,0.828386545572681,0.46579862876253,0.15831023045991,0.849460883417086,0.397513044233437
0.211666349529695,0.422356064794782,0.249548158218138,0.543703497411169,0.0950884149083332,0.238273725351229,0.824786707466696,0.463760694506667,0.156632484338269,0.847725985469042,0.395970430170236
0.210607798358061,0.42133366504495,0.247332045934815,0.539297673190408,0.0943536330947105,0.236867729418703,0.821159324010601,0.461741447449025,0.15498346035068,0.845989821269154,0.394443098246667
0.20956209341819,0.420320632163292,0.245147877422543,0.534923273117956,0.0936301305616142,0.235479358387205,0.81750507986855,0.459740624048521,0.153362494299368,0.844252481145112,0.392930797773033
0.208528985471188,0.41931681045433,0.242995037543835,0.530580475320057,0.0929176494853301,0.234108273922207,0.813824667560637,0.457757965821162,0.151768940976396,0.842514054115788,0.391433283873723
0.207508231933492,0.418322048003703,0.240872925472356,0.526269439358915,0.0922159398420142,0.232754146436907,0.810118786928653,0.455793219216346,0.150202173528913,0.840774627907282,0.389950317311786
0.206499596650617,0.417336196557215,0.238780954319965,0.521990306836534,0.0915247591149111,0.231416654807925,0.806388144600601,0.453846135496844,0.148661582848158,0.839034288968708,0.388481664320027
0.205502849680229,0.416359111404665,0.236718550773728,0.517743201989169,0.090843872014665,0.230095486102134,0.802633453454679,0.451916470622373,0.147146576981279,0.837293122487732,0.387027096438373
0.20451776708411,0.415390651268263,0.234685154742648,0.513528232272084,0.0901730502120425,0.22879033531409,0.798855432083459,0.450003985136617,0.145656580565046,0.835551212405869,0.385586390357204
0.203544130728574,0.414430678195393,0.232680219013913,0.509345488934252,0.0895120720824305,0.227500905113611,0.795054804258935,0.448108444057567,0.144191034280571,0.833808641433547,0.384159327766391
0.202581728092931,0.413479057455535,0.230703208918438,0.505195047582785,0.0888607224615089,0.226226905603019,0.79123229839914,0.446229616771078,0.1427493943282,0.832065491064942,0.382745695209807
0.201630352085632,0.412535657441149,0.228753602005468,0.50107696873682,0.0882187924115303,0.224968054083626,0.787388647037012,0.444367276927518,0.141331131921767,0.830321841592602,0.38134528394506
0.20068980086771,0.411600349572336,0.22683088772604,0.496991298370681,0.0875860789976755,0.22372407483106,0.783524586292151,0.442521202341417,0.139935732801432,0.82857777212185,0.379957889808235
0.199759877683196,0.410673008205114,0.224934567125066,0.492938068446138,0.0869623850739795,0.222494698879015,0.779640855346131,0.440691174893989,0.138562696764366,0.826833360584991,0.378583313083424
0.198840390696179,0.409753510543136,0.223064152541836,0.488917297433636,0.0863475190783549,0.221279663811085,0.775738195921978,0.438876980438458,0.137211537212562,0.825088683755312,0.377221358376842
0.197931152834204,0.4088417365527,0.22121916731873,0.484928990822372,0.0857412948362647,0.22007871356031,0.771817351768443,0.437078408708063,0.1358817807171,0.823343817260891,0.375871834495349
0.197031981637718,0.407937568880907,0.219399145517909,0.480973141619154,0.0851435313726203,0.218891598216108,0.767879068149647,0.435295253226683,0.134572966598209,0.821598835598222,0.374534554329175
0.19614269911529,0.407040892776819,0.217603631645796,0.477049730835958,0.0845540527315078,0.217718073838267,0.763924091340686,0.433527311221955,0.133284646520492,0.81985381214565,0.373209334738692
0.195263131604349,0.406151596015502,0.215832180385139,0.473158727966182,0.0839726878033626,0.216557902277711,0.759953168129728,0.431774383540844,0.13201638410273,0.818108819176634,0.371895996445055
0.194393109637186,0.405269568824811,0.214084356334443,0.469300091449551,0.0833992701592372,0.215410851003732,0.755967045327161,0.430036274567544,0.130767754541674,0.816363927872835,0.370594363924566
0.19353246781199,0.404394703814805,0.212359733754593,0.465473769125714,0.0828336378918251,0.214276692937432,0.751966469282276,0.428312792143672,0.129538344249281,0.814619208337031,0.369304265306588
0.192681044668693,0.403526895909691,0.210657896322453,0.461679698676526,0.0822756334629202,0.213155206291104,0.747952185407988,0.426603747490636,0.128327750502872,0.812874729605878,0.368025532274902
0.191838682569423,0.402666042282166,0.208978436891272,0.457917808057087,0.0817251035570108,0.212046174413306,0.743924937714054,0.42490895513415,0.127135581107689,0.811130559662499,0.366757999972333
0.191005227583348,0.40181204229008,0.207320957257695,0.454188015915587,0.0811818989407226,0.210949385639404,0.739885468349225,0.423228232830789,0.125961454071388,0.809386765448924,0.365501506908535
0.190180529375734,0.400964797415302,0.205685067935204,0.450490232002032,0.0806458743278388,0.209864633147336,0.73583451715275,0.421561401496546,0.124804997289982,0.807643412878376,0.364255894870814
0.189364441101031,0.400124211204711,0.204070387933808,0.44682435756594,0.0801168882496412,0.208791714818404,0.731772821215626,0.419908285137308,0.123665848244807,0.805900566847403,0.363021008837853
0.18855681929982,0.399290189213225,0.202476544545814,0.443190285743126,0.0795948029303305,0.207730433102881,0.727701114451961,0.4182687107812,0.122543653710072,0.804158291247875,0.361796696896241
0.187757523799446,0.398462638948767,0.200903173137505,0.439587901931652,0.0790794841672917,0.206680594890239,0.72362012718078,0.416642508412728,0.121438069470587,0.802416648978824,0.360582810159694
0.186966417618193,0.397641469819111,0.19934991694655,0.436017084157121,0.0785708012159914,0.205642011383808,0.719530585718605,0.415029510908684,0.12034876004928,0.800675701958155,0.35937920269086
0.186183366872855,0.396826593080518,0.197816426885008,0.432477703427393,0.0780686266792937,0.204614497979706,0.715433211983096,0.413429553975724,0.119275398444126,0.798935511134219,0.358185731425615
0.185408240689541,0.396017921788095,0.196302361347741,0.428969624076909,0.0775728364010025,0.203597874149841,0.711328723108013,0.411842476089606,0.118217665874123,0.797196136497248,0.357002256099755
0.184640911117613,0.395215370747804,0.194807386026102,0.425492704100747,0.0770833093634396,0.202591963328855,0.707217831069743,0.410268118435999,0.117175251533978,0.795457637090661,0.355828639177988
0.183881253046594,0.394418856470063,0.193331173726737,0.422046795478586,0.0765999275888849,0.201596592804837,0.703101242325617,0.408706324852851,0.116147852357161,0.793720071022242,0.354664745785147
0.183129144125957,0.393628297124867,0.191873404195359,0.41863174448872,0.0761225760447056,0.200611593613662,0.69897965746419,0.407156941774228,0.115135172787025,0.791983495475193,0.353510443639539
0.182384464687649,0.392843612498379,0.190433763945358,0.415247392012322,0.0756511425520188,0.199636800436818,0.694853770867672,0.405619818175617,0.114136924555664,0.790247966719059,0.352365602988352
0.181647097671264,0.392064723950924,0.18901194609109,0.411893573828096,0.0751855176977306,0.198672051502584,0.690724270386631,0.404094805520624,0.113152826470245,0.788513540120534,0.351230096545039
0.180916928551743,0.39129155437634,0.187607650185737,0.408570120897523,0.0747255947498102,0.197717188490429,0.686591837027105,0.40258175770903,0.112182604206511,0.786780270154149,0.350103799428614
0.18019384526951,0.390524028162627,0.186220582063582,0.405276859640868,0.0742712695756599,0.196772056438519,0.682457144650214,0.401080531026172,0.111225990109199,0.785048210412842,0.348986589104789
0.179477738162938,0.389762071153855,0.184850453686591,0.402013612204137,0.0738224405634487,0.195836503654197,0.67832085968433,0.399590984093595,0.110282722999107,0.783317413618407,0.347878345328879
0.178768499903068,0.389005610613264,0.18349698299516,0.398780196717165,0.0733790085462869,0.19491038162734,0.674183640849885,0.398112977820956,0.109352547986569,0.78158793163184,0.346778950090426
0.178066025430478,0.388254575187536,0.182159893762928,0.395576427543035,0.0729408767291208,0.193993544946481,0.670046138896809,0.396646375359118,0.108435216291102,0.779859815463565,0.345688287559462
