"Euwallacea fornicatus","Xylosandrus morigerus","Xyleborus seriatus","Ambrosiodmus obliquus","Ambrosiodmus rubricollis","Xyleborus obesus","Coptoborus pseudotenuis","Xyleborus germanus","Xyleborinus saxeseni","Xyleborus xylographus","Xylosandrus crassiusculus","Ambrosiodmus tachygraphus","Xyleborus affinis","Euwallacea validus","mutillatus","Xyleborus ferrugineus","Xylosandrus compactus","Xyleborus posticus","Xyleborus glabratus","Sampsonius dampfi"
0.580045424862272,0.716812149828457,0.382735554600187,0.239247669925492,0.627621782876936,0.228358824317427,0.839728581253202,0.510173969988368,0.533242959650601,0.856881120679179,0.729137140831654,0.460799461200247,0.615182561264087,0.736082481036209,0.47723904973957,0.610313639274044,0.530085401490544,0.280713455656147,0.997078843897067,0.556059526247021
0.572968200045835,0.710722131149187,0.37509035150462,0.233023407122281,0.614868948283183,0.221454887466489,0.830850434920566,0.504393583412631,0.525990168053864,0.845679454150541,0.724635852948413,0.447400423469713,0.611168908526229,0.728059763283739,0.467669620371715,0.604624919245249,0.522668912154265,0.274846711502282,0.996725356811132,0.541021689055322
0.566110879576109,0.704772845884154,0.367771997702513,0.227125298502576,0.6024120508663,0.214936053171002,0.821916772100548,0.498814929032165,0.518981467584559,0.834201229711355,0.720248843479061,0.434543425412387,0.60728176797827,0.720175362116478,0.458458444764401,0.599108841907318,0.515503180260435,0.269258604893324,0.996343929772399,0.526440120711274
0.55946189993326,0.698958309353601,0.360759116900457,0.221528027886029,0.590249955620976,0.208771661596945,0.812939001842603,0.493425683734727,0.512203264927394,0.8224721241517,0.715970223856338,0.422205239493882,0.60351346007003,0.71242698583572,0.449586389579835,0.593755814958833,0.508574310833744,0.263928612141679,0.995933466601186,0.512309706319365
0.553010575899549,0.693272934072091,0.35403220861608,0.216208853816619,0.578380559077331,0.202934178163746,0.803927965938403,0.488214607270486,0.505643040497273,0.810518058491561,0.711794576324127,0.410363156340651,0.599856995160033,0.704812295227397,0.441035619081091,0.588557036143975,0.501869495792557,0.258838242544586,0.995492873789932,0.498623689497636
0.546747012331589,0.687711492770377,0.347573442332594,0.211147288487134,0.56680093820399,0.197398809550747,0.794893947466683,0.483171418453783,0.499289237842958,0.798365013360847,0.707716902980336,0.398995093862819,0.596305992197094,0.697328918050619,0.432789490985852,0.583504406915527,0.495376903315071,0.253970787171529,0.995021061356001,0.485373981687804
0.540662026994857,0.682269085882825,0.341366478685294,0.206324823759802,0.555507481425765,0.192143174428869,0.78584668069391,0.478286688695202,0.493131167123162,0.786038854836336,0.703732581721341,0.388079675312658,0.592854609154885,0.689974461364265,0.424832461674739,0.578590457800891,0.489085581110791,0.249311104618356,0.994516943708244,0.472551430459786
0.534747082799328,0.676941112839875,0.335396313558063,0.201724696384919,0.544496003713463,0.187147020109577,0.776795362210882,0.473551750010521,0.487158920525946,0.773565172174236,0.6998373279748,0.37759628241025,0.589497483223892,0.682746522013119,0.417149999871195,0.573808283589163,0.482985371518059,0.244845437451017,0.993979440527622,0.460146051199732
0.528994228064778,0.671723246619877,0.329649141681895,0.197331686002728,0.533761847503432,0.182391977872899,0.767748663177525,0.468958615190225,0.481363297874571,0.760969128586156,0.696027161314437,0.367525088568511,0.586229679151773,0.675642695542288,0.409728507987802,0.569151486805288,0.477066836708086,0.240561254264123,0.993407477661992,0.448147226267852
0.523396043676624,0.666611411106632,0.324112236903231,0.193131940690106,0.523299971023877,0.177861351000913,0.758714742544327,0.464499908237143,0.475735740961661,0.748275325912793,0.692298376214013,0.357847076338905,0.58304664442601,0.668660583765625,0.402555250407999,0.564614128213035,0.471321192565174,0.236447113226455,0.992799988034996,0.436543875389793
0.517945596180899,0.661601760873334,0.318773846757085,0.189112825751891,0.513105025441624,0.173539930566554,0.749701261118317,0.460168803516821,0.470268275394776,0.735507683762012,0.688647516328033,0.348544042445854,0.579944170231937,0.661797801178639,0.395618288041434,0.560190683308466,0.465740250046968,0.232492543736503,0.992155912568819,0.425324600717279
0.512636396019555,0.656690663073978,0.31362309936102,0.185262792209565,0.50317142209524,0.169413834859421,0.740715396343484,0.455958972334983,0.464953458932617,0.72268933340375,0.685071351791362,0.33959859315576,0.57691835730944,0.655051980377286,0.388906418555166,0.555876003942262,0.460316363019347,0.228687943410473,0.991474201120476,0.41447780967034
0.507462360232101,0.651874681172721,0.30864992095851,0.181571262047292,0.493493390946895,0.165470369009286,0.731763857669468,0.451864535873739,0.459784335451418,0.709842526459085,0.681566859114366,0.33099413221364,0.573965585983835,0.64842077661992,0.382409121741564,0.551665284352088,0.455042381716855,0.225024488106451,0.990753813431081,0.403991818362069
0.502417779052277,0.64715056028233,0.303844962697774,0.178028527767839,0.484065031264736,0.161697901924413,0.722852902387793,0.447880023594298,0.454754393812928,0.696988558189813,0.678131203318821,0.322714843158051,0.57108248976911,0.64190187164957,0.376116509537065,0.547554031002356,0.449911611108352,0.221494053077066,0.989993720087496,0.393854938112204
0.497497285913342,0.642515213916461,0.299199535445365,0.174625664212225,0.474880355438787,0.158085758119712,0.713988351821412,0.444000336357459,0.449857531014381,0.684147704990928,0.674761722015906,0.314745667477679,0.568265932041061,0.635492976876864,0.370019280254326,0.543538035723698,0.444917773554213,0.218089143658582,0.989192903495552,0.384055547281093
0.492695830446152,0.637965711988503,0.294705551611066,0.171354450925556,0.465933326735459,0.154624122387814,0.705175607760627,0.440220713630771,0.445088019091346,0.671339175513816,0.671455911173643,0.307072279787866,0.565512985358855,0.629191836009767,0.364108676633908,0.539613351722612,0.440054975230181,0.214802834161888,0.988350358863997,0.374582150402137
0.488008654113127,0.633499269913064,0.290355473108743,0.168207303621753,0.457217891707652,0.151303955579729,0.696419669046218,0.436536704248066,0.440440475319941,0.658581074703357,0.668211412359216,0.299681060971508,0.562820913079885,0.622996227204294,0.358376447360961,0.535776272096268,0.435317675867192,0.211628713842139,0.987465095198131,0.365423426359317
0.483431268170668,0.629113238685817,0.286142264701892,0.165177213523108,0.448728007898323,0.148116920022438,0.687725148208635,0.432944140267282,0.435909835328209,0.645890379917445,0.665026001273135,0.292559070037352,0.560187152967399,0.616903964800245,0.352814811727687,0.532023310541066,0.430700661418809,0.208560838997816,0.986536136302048,0.356568267146514
0.47895943369421,0.62480509583398,0.282059352087105,0.162257693535751,0.440457667404485,0.145055313318562,0.679096288080284,0.42943911353906,0.431491328779781,0.633282928211548,0.661897577418541,0.28569401529224,0.557609302535576,0.610912900697334,0.347416427154116,0.528351183988246,0.426199019320496,0.20559369039406,0.985562521788245,0.348005808556374
0.474589143435401,0.620572437143709,0.278100584156915,0.159442730376216,0.432400916805046,0.142112009455523,0.670536978305991,0.426017954654294,0.427180457338036,0.620773413812232,0.658824154770976,0.279074225296191,0.555085105914288,0.60502092541973,0.342174359308157,0.524756796937333,0.421808116049431,0.202722135324857,0.9845433080933,0.339725453977242
0.470316605310748,0.616412969082619,0.274260198958263,0.156726741893178,0.424551873899082,0.139280406304897,0.662050771684675,0.422677213985438,0.422972974657194,0.608375394769636,0.655803853332478,0.272688619965231,0.552612442047118,0.599225968910691,0.33708205459144,0.521237227289675,0.417523576731414,0.199941393728569,0.983477569498195,0.331716892325907
0.466138227346662,0.612324501845832,0.270532792926442,0.154104538936441,0.416904741650411,0.136554378721736,0.653640900282895,0.419413644575657,0.418864868179357,0.596101307767276,0.652834891469495,0.266526682102454,0.550189314062483,0.593526001093561,0.332133314780309,0.517789713510989,0.413341266573654,0.197247007855016,0.982364399151784,0.323970111010166
0.462050603927606,0.608304942962653,0.266913293028625,0.151571291216227,0.409453819688978,0.1339282365629,0.645310291268309,0.416224186663091,0.414852342544349,0.583962490075355,0.649915578947352,0.260578429569331,0.547813839679839,0.587919032230699,0.327322273631863,0.514411642974375,0.409257273929849,0.194634815052674,0.981202910095824,0.316475404696922
0.458050503212801,0.604352291408507,0.263396931497513,0.149122496672626,0.402193513679253,0.13139668703594,0.637061582418036,0.413105953655656,0.410931804443039,0.571969207658028,0.647044310585323,0.254834388254022,0.545484242531586,0.582403113107917,0.322643375283311,0.511100541354454,0.405267894827673,0.192100923303962,0.979992236289891,0.309223380557401
0.454134855603082,0.600464632173206,0.259979222875491,0.146753953940116,0.395118342829852,0.128954800868864,0.628897137263442,0.410056219395748,0.407099848765401,0.560130688483005,0.644219560465932,0.249285565948981,0.54319884429715,0.576976335068443,0.318091354289408,0.507854062959697,0.401369618809188,0.189641689186852,0.978731533634425,0.30220496056952
0.450300743153402,0.596640131242252,0.256655943123974,0.144461737547358,0.388222945786602,0.126597981858166,0.620819059839039,0.407072406574668,0.403353245912222,0.548455160130587,0.641439876640379,0.243923427214452,0.540956057559189,0.57163682991748,0.313661217157516,0.504669981904033,0.397559115952355,0.187253697983757,0.977419980990113,0.295411381377303
0.446545389838582,0.592877030952712,0.25342311058221,0.142242175539612,0.38150208512286,0.124321939409949,0.612829209008809,0.404152076174112,0.39968893015473,0.536949890856199,0.638703876279056,0.238739869276092,0.538754379303322,0.566382769715714,0.309348225253127,0.501546184030902,0.393833224957092,0.18493374569502,0.976056781191691,0.288834192137126
0.442866152590355,0.589173645689465,0.25027696858541,0.140091829251379,0.374950650615618,0.122122663738074,0.604929212348555,0.401292917827112,0.396103988939674,0.525621233323221,0.63601024122222,0.23372719898244,0.536592384992696,0.5612123664779,0.305147878960618,0.498480659513311,0.390188942192593,0.182678822745468,0.974641162054245,0.282465250719495
0.439260513032911,0.58552835789128,0.247213969574313,0.138007474991399,0.368563661473522,0.119996403425581,0.59712047956759,0.39849274100379,0.392595653048976,0.514474670289378,0.633357713891173,0.22887811083026,0.534468723157067,0.55612387179062,0.301055902994702,0.495471496062449,0.386623411614207,0.180486099199086,0.973172377369998,0.276296718581818
0.4357260698521,0.58193961433947,0.244230760547539,0.135986087431828,0.362336267663035,0.117939645091982,0.589404215457503,0.395749466938487,0.389161287533145,0.503514861598182,0.630745093524841,0.224185666052068,0.532382110443446,0.551115576361571,0.297068232767698,0.492516872685196,0.383133915468236,0.178352911319861,0.971649707893541,0.270321054581481
0.432260531740453,0.578405922704666,0.241324169724987,0.134024824518949,0.356263750461378,0.115949094940467,0.581781432359615,0.393061121224553,0.385798383346466,0.492745691895406,0.628171232710654,0.219643272749569,0.53033132708156,0.546185809511207,0.293181001726416,0.48961505393764,0.379717865711902,0.176276749336503,0.970072462313409,0.264531007958397
0.42886171086629,0.574925848329765,0.238491194305167,0.132121013744858,0.350341522349242,0.114021661986214,0.574252962146283,0.390425827011504,0.382504549619715,0.482170318557876,0.625635034182065,0.215244667048762,0.528315212722904,0.541332938616239,0.289390529580261,0.486764384627622,0.37637279608343,0.174255246285879,0.968439978207893,0.258919610681562
0.425527516820587,0.57149801122934,0.235728989212264,0.130272139638695,0.344565126342482,0.11215444279061,0.566819467714372,0.387841798746612,0.379277506512918,0.471791219387081,0.623135447858074,0.210983895246602,0.526332662616832,0.53655536851331,0.285693311349206,0.483963284924466,0.373096354764062,0.172286167824732,0.966751622982911,0.253480169324109
0.422255951000002,0.568121083287704,0.233034856739984,0.128475832352561,0.33893023484973,0.110344707546639,0.559481453991947,0.38530733640941,0.37611507859668,0.461610239682182,0.620671468102777,0.206855296914863,0.524382624091286,0.531851540870117,0.282086007166631,0.481210245838597,0.369886297579786,0.170367402912105,0.965006794789779,0.248206256605522
0.419045101388696,0.564793785639583,0.230406237009177,0.126729857231687,0.333432648132112,0.108589887378539,0.552239278461756,0.382820820193185,0.373015188715853,0.451628638365522,0.618242131185281,0.202853488924041,0.522464093309341,0.527219933530391,0.278565432777778,0.478503825037669,0.366740481695919,0.168496955276052,0.963204923420688,0.243091702717346
0.415893137705257,0.561514886218877,0.227840699164961,0.125032105271025,0.328068292431649,0.106887562734415,0.545093161207117,0.380380705592502,0.369975852293993,0.441847132888122,0.615846512922374,0.198973350348303,0.520576112275902,0.522659059838301,0.275128550679735,0.475842642969345,0.363656859762316,0.166672935587959,0.961345471179689,0.238130586529572
0.412798306884361,0.558283197462344,0.225335933246746,0.123380584371364,0.322833217826525,0.105235452764079,0.538043194487731,0.377985518860062,0.366995172041187,0.432265942692664,0.613483726488132,0.195210008211576,0.518717766071627,0.518167467947173,0.271772461853553,0.473225379263936,0.360633474471213,0.164893554276309,0.959427933726989,0.233317226758395
0.409758928865719,0.555097574156275,0.222889742671441,0.121773411317741,0.31772359586392,0.103631405586321,0.53108935185446,0.375633852800084,0.364071333031471,0.422884831057068,0.61115292037625,0.191558824034605,0.516888180293589,0.513743740116791,0.268494398043368,0.470650769392795,0.357668453493346,0.163157114919185,0.957451840894383,0.228646173161959
0.406773392665473,0.551956911415297,0.220500037276072,0.120208804411317,0.312735717014577,0.102073389360276,0.524231496813455,0.373324362868704,0.36120259811936,0.413703145182742,0.608853276502296,0.188015381143042,0.515086518684317,0.509386492003012,0.26529171454119,0.468117601560805,0.354760004761329,0.161462008161364,0.955416757469639,0.224112197818581
0.403840152707531,0.548860142783444,0.218164826871469,0.118685076693293,0.307865987987442,0.100559484084751,0.517469391051097,0.371055763554891,0.358387303667876,0.404719854428231,0.606584008434314,0.184575472697294,0.513311980932736,0.505094371942918,0.262161883439576,0.465624713813391,0.351906412072173,0.159806706107587,0.95332228394771,0.219710286531696
0.400957725394402,0.545806238448466,0.21588221526339,0.117200629705987,0.303110928937629,0.0990878740574716,0.510802702232125,0.368826825018011,0.355623855563062,0.395933586621316,0.60434435974136,0.181235090405792,0.511563800632198,0.500866060238335,0.259102487317486,0.463170991340412,0.34910603098348,0.158189757148691,0.951168057246649,0.215435630396926
0.398124685898965,0.54279420356117,0.213650394701698,0.115753947741924,0.298467170596471,0.0976568409333589,0.504231011384008,0.366636369960503,0.352910725492307,0.387342662410839,0.602133602450481,0.177990413884533,0.509841243382249,0.49670026844016,0.256111213327571,0.460755363960938,0.346357284980156,0.156609781181754,0.948953751386176,0.211283617559242
0.395339665160258,0.53982307665227,0.211467640721972,0.114343592536876,0.293931451348453,0.0962647573272652,0.497753819881175,0.364483270716225,0.35024644746584,0.378945127643956,0.599951035603608,0.174837800627039,0.508143605022126,0.492595738635604,0.253185847655694,0.458376803774461,0.343658661890624,0.155065465189377,0.946679078126872,0.207249825181856
0.392601347067893,0.536891928139861,0.209332307347331,0.112968198367291,0.289500614276347,0.0949100809121795,0.491370556043116,0.362366446536862,0.347629614562637,0.370738783775383,0.597795983906544,0.171773776550354,0.506470209985092,0.488551242740174,0.250324270325873,0.456034322965399,0.341008710533367,0.153555559146716,0.944343787568045,0.20333001164311
0.389908465821034,0.533999858921213,0.207242822621212,0.111626467516535,0.285171604192824,0.0935913489688793,0.485080581360615,0.360284861060467,0.345058875883652,0.362721216332753,0.595667796462996,0.168795027084149,0.504820409763792,0.484565581795947,0.247524450326033,0.453726971748962,0.338406037576358,0.152078872228027,0.941947668702385,0.199520108973141
0.387259803449079,0.531145999043094,0.205197684444587,0.110317166077903,0.280941464674112,0.0923071733473988,0.478883196364537,0.358237519947664,0.342532933696772,0.354889821476826,0.593565845587208,0.165898388771591,0.503193581477714,0.480637585277484,0.244784441031855,0.451453836447531,0.335849304593424,0.150634269287221,0.939490549925588,0.195816215538317
0.384654187482319,0.528329506445295,0.203195456693509,0.109039120065513,0.276807335108954,0.0910562358046012,0.472777646151639,0.356223468672374,0.340050540759256,0.347241830707176,0.591489525689313,0.163080841352114,0.501589126534683,0.4767661104065,0.242102375907884,0.449214037687666,0.333337225303004,0.149220667589425,0.936972299499224,0.192214588978265
0.382090488761787,0.525549565772466,0.201234765595026,0.107791211806994,0.272766447774014,0.0898372836856258,0.466763125581819,0.354241790455113,0.337610497804633,0.339774333773509,0.589438252228047,0.16033950029781,0.500006469379031,0.472950041476247,0.239476464466624,0.447006728708711,0.330868562975956,0.147837033772706,0.9343928259652,0.18871163939769
0.379567619378446,0.522805387249761,0.199314296341498,0.106572376594375,0.268816124945111,0.0886491259200895,0.460838784161123,0.352291604327981,0.335211651182142,0.332484299860105,0.587411460725935,0.157671609776613,0.49844505631978,0.469188289186418,0.236904988467903,0.44483109377478,0.328442128000232,0.146482381021135,0.9317520785103,0.18530392281302
0.377084530732651,0.520096205618113,0.197432789925074,0.105381599571836,0.264953776052072,0.0874906293066984,0.455003730624628,0.350372063321397,0.332852890637785,0.32536859711642,0.585408605842453,0.155074536016954,0.496904354432741,0.465479789989218,0.234386298342127,0.442686346682571,0.326056775591217,0.14515576643205,0.929050047279335,0.181988134852131
0.374640211705547,0.517421279125325,0.195589040175692,0.104217912840943,0.261176894883608,0.0863607150624066,0.449257037233086,0.34848235276353,0.330533147226968,0.318424010610707,0.583429160501059,0.152545761049942,0.495383850530987,0.461823505447136,0.231918809822306,0.440571729358127,0.323711403637478,0.143856288562038,0.926286763635616,0.178761104703931
0.372233686934779,0.514779888569408,0.193781890987383,0.103080392765828,0.257483056847442,0.0852583556144844,0.443597743796939,0.346621688684131,0.328251391349523,0.311647258786021,0.581472615066338,0.150082876806531,0.493883050198626,0.458218421602864,0.229501000770875,0.438486510536214,0.321404950672474,0.142583085137482,0.923462300367522,0.175619789313456
0.369864015187418,0.5121713363909,0.192010233718974,0.101968157462327,0.253869916289844,0.0841825716158494,0.43802486144097,0.344789316315188,0.326006630898656,0.305035008499192,0.579538476567772,0.147683579548396,0.492401476883249,0.454663548361677,0.227131408188397,0.436429984516529,0.31913639396356,0.14133533091686,0.920576771840102,0.172561267817187
0.36753028782364,0.509594945811119,0.190273004756423,0.100880364456581,0.250335203877848,0.0831324291658044,0.432537376122525,0.342984508681435,0.323797909516009,0.298583888723645,0.577626267966986,0.145345664612535,0.490938671042804,0.451157918886537,0.224808625392175,0.434401469991388,0.316904747710285,0.140112235693072,0.917630334090756,0.169582736212563
0.365231627345142,0.507050060013534,0.18856918322512,0.0998162084998661,0.246876724046635,0.0821070372199361,0.427134251915846,0.341206565274369,0.321624304945683,0.292290502996294,0.575735527465517,0.143067021450777,0.489494189343014,0.4477005890061,0.222531299353708,0.432400308940027,0.314709061344622,0.138913042425125,0.914623184868203,0.166681502255149
0.362967186022755,0.504536041365643,0.186897788841413,0.0987749195275989,0.243492352513866,0.0811055451743745,0.421814434074648,0.339454810803896,0.319484927480592,0.286151440687473,0.573865807850412,0.140845628946502,0.488067603901772,0.44429063663573,0.220298128184726,0.430425865584972,0.312548417926344,0.137737025489436,0.911555563614047,0.163854980576491
