"mutillatus","Xylosandrus crassiusculus","Xyleborus xylographus","Xyleborus glabratus","Coptoborus pseudotenuis","Euwallacea fornicatus","Xyleborus seriatus","Euwallacea validus","Xylosandrus compactus","Xyleborus affinis","Sampsonius dampfi","Xyleborus posticus","Xyleborinus saxeseni","Ambrosiodmus obliquus","Xyleborus ferrugineus","Ambrosiodmus rubricollis","Ambrosiodmus tachygraphus","Xyleborus obesus","Xyleborus germanus","Xylosandrus morigerus"
0.710175966340646,0.822353144044345,0.982046869004457,0.999831384961934,0.953159288863608,0.747894895052739,0.616047700311373,0.897130700938432,0.712307548298913,0.711002391172457,0.859140286825989,0.454235273201808,0.693590558736128,0.42962029397644,0.723942155241817,0.849897025747282,0.768398774298147,0.44008601410377,0.683376940720542,0.826638981820149
0.690725830217262,0.814341154308681,0.977890385579059,0.999778070665443,0.94604840098687,0.734369109138961,0.596762885626518,0.887460595418716,0.697265887373039,0.702559745776211,0.840346560302205,0.43674026527088,0.678804527678091,0.409423119132321,0.71274048187833,0.833041833156853,0.744464462548313,0.416864568143859,0.670551662600485,0.81652787558186
0.672214264259027,0.806727047976962,0.973244978612538,0.999714260297162,0.938618613331273,0.721525056632502,0.578752945465017,0.877873228853497,0.683044146981067,0.694669121469257,0.821310549241546,0.420783218078734,0.664877638133384,0.391107936387273,0.702199989748346,0.816230574826967,0.721060091817989,0.395821318360456,0.658524386035783,0.806828138902691
0.65458244087141,0.799467873826124,0.96810636285795,0.999638938151511,0.930896933951347,0.709299302053352,0.561888292096494,0.868377848998028,0.669564009963828,0.687260087111393,0.802143535602379,0.40615467255822,0.651721627238009,0.374418732492343,0.692245322159614,0.799522780523587,0.698257640402047,0.376674585802886,0.647203623523025,0.797504260670521
0.63777523632599,0.792527869696075,0.962473122743527,0.999551077387329,0.922909073318072,0.697637480931743,0.546057236562946,0.858981870032612,0.656758305289916,0.680275285331644,0.782943400439098,0.392683334862895,0.639261623082779,0.359144511338539,0.682813922068351,0.782968084359831,0.676108431718272,0.359187715515536,0.636513291845201,0.788525802705062
0.621741194338239,0.785876869742227,0.956346630602656,0.999449641043033,0.914679536075232,0.686492530341575,0.531162843450799,0.849691215736329,0.644568872129046,0.673667326632808,0.763795567325178,0.380227469996729,0.627433448776033,0.345109709191732,0.673853190564221,0.766607634901048,0.65464702438397,0.343160729443172,0.62638933324784,0.779866386637006
0.606432401170535,0.779489141285855,0.949730955628929,0.999333582982389,0.906231687893736,0.675823352868752,0.517120459939407,0.840510585051997,0.632944936637619,0.667396564786519,0.744773956142071,0.368668584053101,0.616181597182366,0.33216698267184,0.665318410230339,0.750475282719397,0.633894444979658,0.328423693860882,0.616777235527599,0.771502935506472
0.591804311413529,0.773342517018961,0.942632760530144,0.99920184878821,0.897587805683001,0.665593788071236,0.503855748111079,0.831443661266404,0.621841855173831,0.661429467201295,0.725941936995873,0.357906700556829,0.60545768008291,0.320191705054341,0.657171195127289,0.734598592044497,0.613860872299754,0.314831427048293,0.607630173938099,0.763415094402284
0.577815548965167,0.767417735387382,0.935061184180463,0.999053376617376,0.88876911676789,0.655771807238211,0.491303099556256,0.822493279282862,0.611220125423788,0.655737397502482,0.707353271532822,0.347856771299267,0.595219220748792,0.309077712806422,0.64937831240085,0.718999709598851,0.594547861661903,0.302259255351409,0.598907593768744,0.75558478000008
0.564427698586629,0.761697930932565,0.927027709607013,0.998887098027682,0.87979583088906,0.646328873638633,0.479404344813422,0.813661561123796,0.601044597316564,0.650295690239341,0.689053029166448,0.338445909961112,0.585428700128007,0.298733980591266,0.641910771834532,0.703696115017106,0.575950183000854,0.290599591663756,0.590574111889654,0.747995824861769
0.551605097607066,0.756168234744754,0.918546017476941,0.998701938784913,0.870687167698845,0.637239427624839,0.468107693208534,0.804950026928035,0.591283835528745,0.645082936789855,0.671078467360456,0.329611232526838,0.576052793652443,0.289081994941699,0.634743112289107,0.688701271485694,0.558057334845817,0.279759161699539,0.582598653505844,0.740633692695179
0.539314633613612,0.750815457156977,0.909631825920046,0.998496819656881,0.861461381604938,0.628480467433916,0.457366854841152,0.796359686756059,0.581909598778365,0.640080426685664,0.653459867338706,0.32129815193399,0.567061753566712,0.28005366001416,0.627852835270746,0.674025191285636,0.540854786760104,0.269656742953603,0.574953765246559,0.733485247626668
0.527525551542333,0.74562783280603,0.900302718058141,0.998270657199915,0.852135785237358,0.620031204377942,0.447140308061967,0.787891117160543,0.572896410327971,0.635271705139334,0.636221318952717,0.313459017355687,0.55842890390262,0.271589613009751,0.621219950111454,0.659674928114501,0.524324994817107,0.260221311514492,0.567615062418899,0.72653856519181
0.516209272012598,0.74059481364164,0.890577959031659,0.998022364542277,0.842726772403267,0.611872776592847,0.437390684241477,0.779544525518064,0.564221200590633,0.63064221870163,0.619381450666764,0.306052018158943,0.550130223742546,0.263637858192353,0.61482660497285,0.645655006002443,0.508448227863675,0.251390515061332,0.560560779704874,0.719782775973596
0.505339221727814,0.735706899258168,0.880478304627583,0.997750852168194,0.83324984109857,0.603988009411169,0.428084247887736,0.771319804423462,0.555863007361939,0.62617902862759,0.602954102586182,0.299040293393058,0.542144000462656,0.256152650980262,0.608656784656063,0.631967793073881,0.49320323647467,0.243109408127666,0.553771402579232,0.713207935094501
0.494890676111067,0.730955496607067,0.870025803828651,0.997455028705528,0.82371961693152,0.596361213240395,0.419190454865934,0.763216577938446,0.547802722565729,0.621870576877065,0.586948942099849,0.292391202501524,0.534450539011114,0.249093580011846,0.602696060996353,0.618613827184097,0.478567791488313,0.235329399360919,0.547229362407982,0.706804912404047
0.484840613932183,0.726332803077321,0.859243597729112,0.997133801719582,0.814149877158864,0.588978011895592,0.410681575037612,0.755234241105945,0.540022876883259,0.617706493473061,0.571372023024753,0.286075723681902,0.527031916472993,0.24242480718941,0.596931385071133,0.605592099478639,0.464519114720519,0.228007371035776,0.540918782287807,0.700565299396066
0.475167583432107,0.721831708337701,0.848155717304485,0.996786078515077,0.804553575423623,0.58182519587312,0.402532368374035,0.747371993854438,0.532507455491121,0.613677436678712,0.556226290148316,0.280067954179173,0.519871773546844,0.236114434721297,0.591350912967544,0.592900301116992,0.451034220795551,0.221104939241283,0.534825263686808,0.694481329771845
0.465851579307432,0.717445711373847,0.836786882489773,0.996410766947961,0.794942867204046,0.57489059621108,0.394719805720141,0.739628870196608,0.525241739537608,0.609774959453868,0.54151203179658,0.274344692625345,0.512955136341796,0.230133974964929,0.585943858716786,0.580535037726924,0.43809018591868,0.214587829517544,0.528935706170934,0.688545811226021
0.456873929846139,0.713168849930303,0.825162304921329,0.996006776248375,0.785329135927664,0.568162975465402,0.387222827045604,0.732003763456398,0.518212169062189,0.605991397132049,0.527227283553398,0.268885087905253,0.506268263260279,0.224457904023708,0.58070036939485,0.568492015582286,0.42566435678177,0.208425347692484,0.523238154168412,0.682752066532849
0.448217193480646,0.70899564015526,0.813307496541703,0.995573017855818,0.775723019666599,0.56163193301082,0.380022131329214,0.724495448125304,0.511406223894026,0.602319772365862,0.513368186558237,0.263670342334679,0.499798512773373,0.219063283995073,0.575611418442651,0.556766203004071,0.413734510569632,0.202589929581878,0.517721665989226,0.677093882394149
0.439865064029624,0.704921024694723,0.80124808606452,0.995108406267301,0.766134438305994,0.555287822405223,0.373099993264,0.717102598843393,0.504812319714473,0.598753714226589,0.499929303956494,0.258683459463421,0.493534228703989,0.213929441812491,0.570668714063598,0.545351970057212,0.402278975165519,0.197056756308745,0.512376201285431,0.671565464807168
0.431802283924247,0.70094032782915,0.789009645058416,0.994611859899048,0.756572621063338,0.549121678971233,0.366440102804061,0.709823806916523,0.498419716979738,0.5952873889834,0.486903899101146,0.253909028763697,0.48746464026559,0.209037694993418,0.565864620177796,0.534243209242997,0.391276717086741,0.191803424455175,0.507192523887031,0.666161399942586
0.424014564750226,0.69704921651511,0.776617525145659,0.994082301962093,0.747046134229858,0.543125156077649,0.360027424245955,0.702657594713648,0.492218440805766,0.591915440580896,0.47428417903792,0.249333040978027,0.481579774603373,0.204371116461683,0.561192087895547,0.523433439560585,0.380707403370761,0.186809662220762,0.502162117532221,0.660876619705613
0.416488514478744,0.69324366640608,0.764096707532617,0.993518661351956,0.737562909004315,0.537290468865728,0.353848072082234,0.695602428233281,0.486199210242297,0.588632939217131,0.462061506673348,0.244942729086334,0.475870379981791,0.199914332077087,0.556644595852324,0.512915896024477,0.37055144253894,0.182057084334685,0.497277112470119,0.65570637129838
0.409211570803925,0.689519932093738,0.751471665805038,0.992919873552386,0.72813026929273,0.53161034437601,0.347889201309036,0.688656728083441,0.480353375624751,0.58543533672491,0.45022658484659,0.240726430787175,0.470327858080325,0.195653345667484,0.552216098047466,0.502683606472541,0.360790008855148,0.177528979735672,0.492530221277883,0.650646190217951
0.402171940049458,0.685874520944449,0.738766242639914,0.992284881553007,0.718754959353751,0.526077977201989,0.342138910233931,0.681818879082604,0.474672862904978,0.582318427696478,0.438769615318529,0.236673469130695,0.464944204115896,0.191575387286947,0.547900978067984,0.492729457276948,0.351405053340537,0.173210127059634,0.48791468252448,0.64569187621799
0.395358541150966,0.682304170012494,0.726003540814845,0.991612636780558,0.709443171177593,0.520686989935767,0.336586154130497,0.675087238658699,0.469150124035199,0.579278315480538,0.427680435468191,0.232774048534414,0.459711953718451,0.187668781169276,0.543694008770613,0.483046249374549,0.342379304378955,0.16908663380833,0.483424211146557,0.640839471838098
0.388760954262727,0.678805825597971,0.713205828641605,0.99090210004327,0.700200571496007,0.515431397784634,0.331220668334671,0.668460144197883,0.463778092621817,0.576311382331686,0.416948635257072,0.229019163890211,0.454624135656229,0.183922830448175,0.539590316650031,0.473626745860527,0.333696260228461,0.165145795752822,0.479052954590356,0.636085243166863
0.382369373576983,0.675376625087356,0.70039445971797,0.990152242487798,0.691032328331034,0.510305576831222,0.326032899584766,0.661935919473578,0.458550144183193,0.573414263114115,0.406563656793803,0.225400520856666,0.449674229646737,0.180327716204157,0.535585350246901,0.464463712237002,0.325340175325396,0.161375973683112,0.474795453926917,0.631425662555638
0.376174563980953,0.672013880772018,0.687589806684361,0.98936204656799,0.681943137000945,0.505304235487536,0.321013944579777,0.65551288026841,0.453460060443029,0.570583822060129,0.39651487861013,0.221910465744643,0.444856128604664,0.176874408796852,0.531674852052033,0.455549950274115,0.31729604191331,0.157766485074121,0.470646609273122,0.626857393042144
0.370167821210757,0.66871506538703,0.674811208491924,0.988530507024653,0.672937245512412,0.500422388757765,0.316155494875521,0.649189339286638,0.448501997172223,0.567817132164458,0.386791686548031,0.218541923660256,0.440164104773473,0.173554589768008,0.527854833447255,0.446878326323051,0.309549568237101,0.15430750861715,0.466601648954185,0.622377274277915
0.364340935192772,0.665477799151433,0.662076930537556,0.987656631875382,0.664018479278396,0.495655334978872,0.311449787360134,0.642963610441806,0.443670455160214,0.56511145686126,0.377383532959439,0.2152883437798,0.435592779267098,0.170360582869376,0.524121552293178,0.438441794816432,0.302087154302436,0.150989999880059,0.462656101928305,0.617982309782761
0.358686156291573,0.66229983812338,0.649404136899107,0.986739443413368,0.655190265111239,0.490998634753328,0.306889559653586,0.63683401259348,0.438960253954077,0.562464233684946,0.368279985735708,0.212143650804776,0.431137094614777,0.167285292991858,0.520471492831705,0.430233417600012,0.294895866003037,0.14780561662074,0.458805773064853,0.613669655373849
0.353196164209697,0.659179063710394,0.636808873810137,0.985777979214036,0.64645565444994,0.486448091826715,0.30246800986329,0.630798872797555,0.434366508052056,0.5598730596609,0.359470768514394,0.20910220178894,0.426792289958167,0.164322151956794,0.516901347619211,0.422246379659163,0.287963408256292,0.144746652496605,0.455046720926409,0.609436608637568
0.347864039308181,0.656113473197514,0.624306063446472,0.984771293148233,0.637817345789452,0.481999735695379,0.298178760202276,0.624856529126621,0.429884605279273,0.557335678209469,0.35094579325613,0.20615874764891,0.422553878597161,0.161465070283892,0.51340800124654,0.41447400173288,0.28127809765491,0.141805978095537,0.451375237754274,0.605280599329757
0.342683236138318,0.65310117117496,0.611909507054631,0.983718456400608,0.629277706288005,0.47764980575691,0.294015824039924,0.619005333109929,0.42551018710828,0.554849967377743,0.342695186243984,0.203308398769786,0.418417627620966,0.158708394178886,0.509988515635743,0.406909750245917,0.274828835033737,0.138976988367262,0.44778783139862,0.601199180604602
0.337647558994551,0.650140361762944,0.599631896432445,0.982618558491719,0.620838792535976,0.473394736839823,0.289973576009593,0.613243651836551,0.421239130717019,0.552413929239808,0.334709308431172,0.200546594200997,0.414379539395083,0.156046867091797,0.506640116732003,0.39954724493511,0.268605078262227,0.13625355566353,0.444281208969425,0.597190020985148
0.332751139316068,0.647229341544744,0.587484832772366,0.98147070830232,0.612502370476546,0.469231145968994,0.2860467248442,0.607569869760132,0.417067532602301,0.55002568032808,0.326978770949433,0.197869074008083,0.410435834703946,0.153475595287598,0.503360182433322,0.392380264498053,0.262596815500958,0.133629987704874,0.440852262014067,0.593250896999067
0.327988414780547,0.644366493130674,0.575478851895136,0.980274035098205,0.604269934474503,0.465155820240749,0.282230288650974,0.601982390239103,0.412991693588988,0.547683442976947,0.319494446489014,0.195271854405657,0.40658293737393,0.150990016947772,0.500146231621046,0.385402750550313,0.256794539102006,0.131100989884488,0.437498053052654,0.589379686412643
0.323354109947942,0.641550279285393,0.56362345493297,0.979027689553899,0.596142725534901,0.461165705696479,0.27851957237135,0.59647963684233,0.409008105093987,0.545385537475653,0.312247477170938,0.192751205347214,0.402817460222828,0.148585874386345,0.496995914171826,0.378608810140547,0.2511892202856,0.128661631398641,0.434215803323723,0.585574362003806
0.318843218325181,0.638779237559382,0.551927143564464,0.977730844773404,0.588121748678051,0.457257897096602,0.274910147201995,0.591060054446711,0.405113436520671,0.543130374940781,0.305229279452234,0.190303630290335,0.399136192200374,0.146259189019299,0.493907001846539,0.371992717040598,0.245772284687274,0.126307314760264,0.431002881611391,0.581832985822008
0.314450985734396,0.636051975372657,0.54039745895539,0.976382697306168,0.580207789481398,0.453429628507896,0.27139783177906,0.585722110150241,0.401304523673528,0.5409164508301,0.298431546534035,0.187925847892394,0.395536086600337,0.144006238773409,0.490877379964576,0.365548911999422,0.24053558883909,0.124033748309883,0.427856794040833,0.578153703888612
0.310172894877944,0.633367165504987,0.529041023618112,0.974982468156344,0.572401429802436,0.449678264627013,0.267978674950389,0.58046429402141,0.397578358095309,0.538742339029348,0.291846248680057,0.185614775423143,0.392014250238533,0.141823537660926,0.487905039782946,0.359272002124899,0.235471397624001,0.121836921387277,0.42477517474265,0.574534741296721
0.306004651003045,0.630723541952257,0.517863585465346,0.97352940378339,0.564703062699758,0.446001292771477,0.264648939980266,0.575285119703487,0.393932077239718,0.536606686451929,0.285465631798078,0.183367513707339,0.388567933503137,0.13970781728107,0.484988071509184,0.353156759535976,0.230572362723051,0.119713081869626,0.421755777298428,0.570974397673811
0.301942168577557,0.628119896113295,0.506870063399417,0.972022777091972,0.557112906571897,0.442396315476952,0.261405090048487,0.570183124890198,0.390362955402177,0.534508208098744,0.279282214588863,0.181181333433676,0.385194521194109,0.137656010039083,0.482124657885352,0.347198119408595,0.225831502059826,0.117658715818337,0.418796466890025,0.567471042974553
0.297981558896235,0.625555073275504,0.496064593844499,0.970461888409111,0.549631018535643,0.438861043646037,0.258243774920747,0.565156871687475,0.386868395339503,0.532445682531628,0.273288784524758,0.179053662686141,0.381891524077744,0.135665233899168,0.479313068287554,0.341391177522324,0.221242180234692,0.115670529008222,0.415895213083955,0.564023113574607
0.294119118543931,0.623027969371164,0.485450577695129,0.968846066446478,0.5422573070672,0.435393290199636,0.255161818680561,0.560204946874395,0.383445920516577,0.530417947719303,0.267478392883304,0.176982075571109,0.37865657109031,0.133732778509847,0.476551653291694,0.335731187400105,0.216798089932245,0.113745430139941,0.413050083189985,0.560629108639239
0.290351318648595,0.620537527979384,0.475030727218359,0.967174669245684,0.534991543930787,0.431990964186979,0.252156208424674,0.555325962074977,0.380093167924575,0.528423897219453,0.26184434902899,0.174964281828416,0.37548740213182,0.131856092559396,0.473838839661594,0.330213557120899,0.212493234278491,0.111880515560206,0.410259236139777,0.55728758674328
0.286674794862781,0.618082737551325,0.46480711250847,0.965447085104421,0.527833375420312,0.428652065314801,0.249224083834141,0.550518553851261,0.376807881420919,0.526462476664619,0.256380214108219,0.172998117327553,0.372381861397105,0.130032772235708,0.471173125720423,0.324833845873953,0.208321910119195,0.110073055334814,0.407520916837305,0.553997162721306
0.283086338017603,0.615662628838737,0.45478120715143,0.963662733481267,0.520782332940318,0.425374678860185,0.246362727542409,0.54578138372699,0.373587905546185,0.524532680523215,0.251079794298167,0.171081535361432,0.369337891196859,0.1282605506794,0.468553077070514,0.319587760313765,0.204278692187239,0.108320480537382,0.404833450937948,0.550756504729002
0.27958288539789,0.613276272507889,0.44495393281077,0.961821065876977,0.513837842952898,0.422156970935023,0.243569556229715,0.541113138150207,0.37043117977758,0.522633549110073,0.245937133728979,0.169212598659985,0.366353526226104,0.126537288331628,0.465977322630371,0.314471150766436,0.200358418124344,0.106620371632305,0.402195240017708,0.547564331498534
0.276161512591606,0.610922776922837,0.435325702496964,0.959921566690055,0.506999236317365,0.418997184073167,0.240842112380265,0.536512528402202,0.367335733182592,0.520764165823683,0.240946507180427,0.167389472054479,0.363426888241788,0.124860964089092,0.463444550960863,0.309480007330746,0.196556174321044,0.104970447844061,0.399604757097994,0.544419409772383
0.272819425870561,0.608601286083579,0.425896462328507,0.957963754044448,0.500265757049526,0.415893633114117,0.238178056644948,0.531978290459473,0.364299679439888,0.51892365458969,0.23610241263819,0.16561041573096,0.36055618111502,0.123229667188403,0.460953506855504,0.304610455910923,0.192867282537985,0.103368557416924,0.397060542494945,0.541320551901579
0.269553955062996,0.606310977706086,0.416665731634654,0.955947180587159,0.493636570527148,0.412844701359527,0.235575160757977,0.527509184814625,0.361321212197673,0.517111177492371,0.23139956378119,0.163873779017849,0.357739686226778,0.121641589750435,0.458502988172183,0.299858754212507,0.18928728727147,0.101812668679642,0.394561199965401,0.538266613595552
0.266362546881881,0.604051061432481,0.407632641287236,0.953871434253668,0.487110771167925,0.409848836981033,0.233031300960834,0.523103996261547,0.358398600742503,0.515325932577643,0.226832882459555,0.162177994658572,0.354975758178934,0.120095019922757,0.456091842886022,0.295221287727877,0.18581194382643,0.100300861838838,0.392105393124391,0.535256491812011
0.26324275867575,0.601820777160741,0.398795970182194,0.951736138999016,0.480687389605777,0.406904549659866,0.230544451891356,0.518761533649623,0.355530185954043,0.513567151812838,0.222397491212548,0.160521573525207,0.352262820795088,0.118588335564795,0.453718966344961,0.290694565733822,0.182437207060613,0.0988313214330115,0.38969184211145,0.532289122776284
0.26019225257154,0.599619393484337,0.390154179820705,0.949540955492478,0.474365399390756,0.404010407440461,0.228112680899775,0.514480629611221,0.352714376523481,0.511834099189956,0.218088705867008,0.158903099733679,0.349599363388083,0.117119998426148,0.451383298711472,0.286275217319871,0.179159220764678,0.0974023293861571,0.387319320485296,0.529363480120499
0.257208789981424,0.597446206233114,0.381705446965158,0.947285581773808,0.468143723237198,0.40116503378187,0.22573414275711,0.510260140266291,0.349949645415333,0.510126068960387,0.213902028249324,0.15732122612507,0.346983937273206,0.115688548773629,0.449083822575376,0.281959987462956,0.175974307643951,0.0960122586063821,0.384986652328315,0.526478573133827
0.254290226447801,0.595300537107491,0.373447694367052,0.944969753869053,0.462021238844078,0.398367104792204,0.223407074724452,0.506098944907462,0.347234526554138,0.508442383990264,0.209833139037488,0.155774670081126,0.344415152507979,0.114292600427093,0.446819560724132,0.277745733161236,0.172878959868818,0.0946595670804564,0.382692709544052,0.523633445115756
0.251434506802698,0.593181732398827,0.365378619582463,0.942593246364049,0.455996784310713,0.395615346632617,0.2211297919546,0.501995945668686,0.344567611719192,0.506782394226649,0.205877890774263,0.154262209645244,0.341891674841153,0.112930836168163,0.444589574058218,0.273629419637537,0.169869830162045,0.093342792420226,0.380436409332455,0.520827171825062
0.248639660619679,0.591089161789393,0.357495721906194,0.940155872933728,0.450069163170227,0.392908533078458,0.218900683200028,0.497950067180151,0.341947547631914,0.505145475265669,0.202032301057788,0.152782679923,0.339412222855067,0.111602003489495,0.44239295964039,0.269608116620831,0.166943723392678,0.0920605468212116,0.378216711829023,0.518058860017733
0.245903797938065,0.589022217226013,0.349796327468572,0.9376574868255,0.444237149062306,0.390245483226331,0.216718206803503,0.493960256211902,0.339373033221738,0.503531027014521,0.19829254592198,0.151334969738799,0.336975565286894,0.110304910655429,0.44022884886854,0.265678994712412,0.164097588647579,0.090811512397639,0.376032617895238,0.515327646067692
0.243225105240837,0.586980311861913,0.342277612549108,0.935097981295017,0.438499490065983,0.387625059336663,0.214580886949753,0.490025481308328,0.336842817057646,0.501938472440053,0.194654953415645,0.14991801852746,0.334580518515571,0.109038423047684,0.438096405762872,0.261839321841905,0.161328511753049,0.089594436861635,0.37388316704879,0.512632694664638
0.240601841669008,0.584962879061831,0.334936625169467,0.932477289992741,0.432854912712281,0.385046164802304,0.212487310158434,0.486144732415447,0.334355694933493,0.500367256397225,0.191115997386431,0.148530813441519,0.332225944202309,0.107801459772257,0.435994825358834,0.258086459816967,0.158633708220394,0.0884081295174374,0.371767435523116,0.509973197583788
0.238032335456573,0.582969371465812,0.327770305034319,0.929795387299844,0.427302125695736,0.382507742234401,0.21043612200039,0.482317020502731,0.33191050759628,0.498816844531406,0.187672291473293,0.147172386656857,0.329910747073619,0.106592990505973,0.433923332198073,0.254417860969387,0.156010516590664,0.0872514575442441,0.369684534446674,0.507348372522735
0.235514980571316,0.580999260107555,0.320775501893241,0.927052288612062,0.421839823302932,0.380008771657517,0.208426024020676,0.478541377180985,0.329506138607395,0.497286722248953,0.18432058330916,0.145841812860832,0.327633872836678,0.105412032563129,0.431881178910254,0.2508310648994,0.153456392155104,0.0861233425438157,0.367633608133196,0.504757462000985
0.233048233547889,0.57905203358346,0.313948992399832,0.924248050570263,0.416466688575362,0.37754826880661,0.206455770853245,0.474816854317659,0.327141512327648,0.495776393751017,0.181057748933829,0.144538206908522,0.325394306217745,0.104257648164472,0.429867644879264,0.247323695319161,0.150968901029189,0.0850227573311693,0.365613832474904,0.502199732318096
0.230630610500548,0.577127197268877,0.307287495546048,0.921382771236587,0.411181396223068,0.375125283519035,0.204524167513429,0.471142523650789,0.324815592017664,0.494285381125967,0.177880787415717,0.143260721634003,0.323191069115024,0.103128941892394,0.427882034987788,0.243893456995705,0.148545714559333,0.083948722948698,0.363624413431336,0.499674472566658
0.228260684303886,0.57522427257834,0.30078768675045,0.918456590215158,0.405982615304723,0.372738898215301,0.2026300668555,0.467517476402652,0.32252737804584,0.492813223496176,0.174786815679982,0.142008545804734,0.321023218858125,0.102025058317659,0.425923678434801,0.240538132793094,0.146184604042579,0.0829003058858425,0.361664585607043,0.497180993696614
0.225937081930731,0.573342796266801,0.294446210678907,0.915469688716515,0.400869011689011,0.37038822646275,0.200772367183613,0.46394082289407,0.320275906196698,0.491359476215307,0.171773063539607,0.140780902208137,0.318889846566855,0.100945179784306,0.423991927620919,0.237255580812996,0.143883435740697,0.0818766154880523,0.359733610911961,0.494718627627712
0.22365848193718,0.571482319769139,0.288259692875362,0.912422289565016,0.395839250311389,0.368072411616823,0.198950010005402,0.460411692160217,0.318060246073012,0.489923710112541,0.168836868925306,0.139577045860462,0.316790075602652,0.0998885243405327,0.422086157096968,0.234043731632544,0.141640166171247,0.0808768015402235,0.357830777298761,0.492286726407093
0.221423612085436,0.569642408575416,0.282224750278727,0.909314657148635,0.390891997239556,0.365790625534914,0.197161977918319,0.456929231568638,0.31587949958557,0.488505510780466,0.165975673309539,0.138396262328818,0.314723060106499,0.0988543438044443,0.420205762571521,0.230900585637988,0.139452837659159,0.0799000520111051,0.355955397571941,0.489884661409247
0.219231247095801,0.567822641639562,0.27633800069995,0.906147097310723,0.386025921560259,0.36354206735824,0.195407292619621,0.453492606440148,0.313732799524934,0.487104477903628,0.163187017319469,0.137237866158062,0.312687983617624,0.097841921954496,0.418350159973437,0.227824210452361,0.137319574133389,0.0789455909463475,0.354106808263819,0.487511822575772
