"Xyleborus glabratus","Xylosandrus compactus","Coptoborus pseudotenuis","Sampsonius dampfi"
0.981237046192534,0.887939312962323,0.986061254071872,0.9876248041117
0.980668022399735,0.886834402313505,0.985570271088555,0.987062515993846
0.980086945008171,0.885729135291374,0.985066473143611,0.986479930024819
0.979493680545803,0.884623541373094,0.984549652099282,0.985876518738234
0.978888096233684,0.883517649592457,0.984019599270786,0.985251747949497
0.978270060029234,0.882411488547647,0.98347610549128,0.984605076917408
0.977639440669848,0.881305086408808,0.982918961178344,0.983935958518077
0.976996107716823,0.88019847092543,0.982347956402004,0.983243839431482
0.976339931599593,0.879091669433546,0.981762880954272,0.982528160340977
0.97567078366025,0.877984708862758,0.981163524420215,0.98178835614604
0.974988536198339,0.876877615743092,0.980549676250538,0.981023856188578
0.974293062515917,0.875770416211687,0.979921125835672,0.980234084493043
0.973584236962849,0.87466313601933,0.97927766258137,0.979418460020667
0.972861934982327,0.873555800536838,0.978619075985789,0.978576396938049
0.972126033156597,0.872448434761283,0.977945155718044,0.977707304900365
0.971376409252877,0.871341063322084,0.977255691698233,0.976810589349428
0.970612942269438,0.870233710486955,0.976550474178908,0.975885651826813
0.969835512481839,0.869126400167721,0.975829293827968,0.97493189030226
0.969044001489288,0.868019155926,0.975091941812972,0.973948699517535
0.968238292261112,0.866912000978764,0.974338209886833,0.972935471345909
0.967418269183317,0.865804958203772,0.973567890474881,0.971891595167397
0.966583818105211,0.864698050144891,0.972780776763263,0.970816458259888
0.965734826386071,0.863591299017295,0.971976662788658,0.969709446206239
0.964871182941831,0.862484726712561,0.971155343529268,0.968569943317418
0.963992778291768,0.861378354803647,0.970316614997072,0.967397333071727
0.963099504605159,0.860272204549775,0.969460274331281,0.96619099857011
0.962191255747897,0.859166296901206,0.96858611989299,0.96495032300754
0.961267927329017,0.858060652503914,0.96769395136096,0.963674690160399
0.960329416747138,0.856955291704176,0.966783569828515,0.9623634848898
0.959375623236768,0.855850234553052,0.96585477790149,0.961016093660683
0.958406447914467,0.85474550081079,0.964907379797199,0.959631905076554
0.957421793824824,0.853641109951131,0.963941181444374,0.958210310429638
0.956421565986238,0.852537081165537,0.962955990584026,0.956750704266214
0.955405671436467,0.851433433367329,0.961951616871163,0.955252484966835
0.954374019277911,0.850330185195749,0.960927871977341,0.953715055341107
0.953326520722623,0.849227355019944,0.959884569693963,0.952137823236638
0.952263089136996,0.848124960942868,0.958821526036284,0.950520202161747
0.951183640086112,0.847023020805112,0.957738559348057,0.948861611921446
0.950088091377724,0.845921552188665,0.956635490406757,0.947161479266178
0.948976363105834,0.8448205724206,0.955512142529327,0.945419238552739
0.947848377693851,0.843720098576693,0.954368341678363,0.94363433241677
0.946704059937288,0.842620147484973,0.953203916568683,0.94180621245612
0.945543337045972,0.841520735729212,0.952018698774206,0.93993433992438
0.944366138685749,0.840421879652343,0.950812522835066,0.9380181864338
0.943172397019635,0.839323595359827,0.949585226364885,0.936057234666742
0.941962046748401,0.838225898722947,0.948336650158129,0.934050979094813
0.940735025150553,0.837128805382054,0.947066638297475,0.931998926704712
0.939491272121679,0.83603233074975,0.945775038261097,0.929900597729821
0.938230730213142,0.834936490014016,0.94446170102979,0.927755526386487
0.936953344670071,0.833841298141283,0.943126481193865,0.925563261613903
0.935659063468646,0.832746769879457,0.941769237059699,0.923323367816456
0.934347837352621,0.831652919760882,0.940389830755877,0.921035425607327
0.933019619869081,0.83055976210526,0.938988128338833,0.918699032552128
0.931674367403384,0.829467311022517,0.937563999897884,0.916313803911269
0.930312039213274,0.828375580415623,0.936117319659581,0.913879373379737
0.928932597462127,0.827284583983363,0.934647966091286,0.911395393822913
0.927536007251303,0.826194335223065,0.933155822003859,0.908861538007007
0.92612223665159,0.825104847433273,0.931640774653383,0.906277499322678
0.924691256733685,0.824016133716393,0.930102715841822,0.90364299250034
0.923243041597716,0.822928206981279,0.928541542016509,0.900957754315652
0.921777568401753,0.821841079945783,0.92695715436837,0.898221544283648
0.920294817389296,0.820754765139273,0.925349458928795,0.895434145339945
0.918794771915714,0.81966927490509,0.923718366665037,0.892595364507443
0.9172774184736,0.818584621402986,0.922063793574055,0.889705033546923
0.915742746717025,0.817500816611516,0.920385660774699,0.886763009589925
0.914190749484667,0.816417872330384,0.918683894598124,0.883769175752307
0.912621422821789,0.815335800182765,0.916958426676358,0.880723441726845
0.911034766001038,0.814254611617585,0.915209194028899,0.877625744353282
0.90943078154206,0.813174317911762,0.91343613914725,0.874476048164206
0.907809475229883,0.81209493017242,0.911639210077304,0.871274345905176
0.906170856132069,0.811016459339064,0.909818360499463,0.868020659027516
0.904514936614612,0.809938916185723,0.907973549806407,0.864715038152244
0.902841732356541,0.808862311323059,0.906104743178406,0.861357563503603
0.90115126236325,0.807786655200447,0.904211911656084,0.857948345310735
0.899443548978486,0.806711958108022,0.902295032210546,0.854487524176048
0.897718617895032,0.805638230178696,0.900354087810759,0.850975271408888
0.895976498164017,0.804565481390143,0.898389067488115,0.847411789323199
0.894217222202887,0.803493721566761,0.896399966398068,0.843797311497874
0.892440825801977,0.802422960381591,0.894386785878768,0.840132102998604
0.890647348129705,0.80135320735823,0.892349533506605,0.836416460560083
0.888836831736363,0.800284471872691,0.890288223148569,0.832650712727504
0.887009322556486,0.799216763155258,0.888202875011359,0.828835219956372
0.885164869909804,0.798150090292298,0.88609351568715,0.824970374669737
0.883303526500756,0.797084462228058,0.883960178195946,0.821056601272049
0.881425348416561,0.796019887766429,0.881802902024445,0.817094356118929
0.879530395123845,0.794956375572691,0.879621733161342,0.81308412744224
0.877618729463806,0.793893934175226,0.877416724129007,0.809026435229979
0.875690417645924,0.792832571967212,0.875187934011471,0.804921831060582
0.873745529240205,0.791772297208297,0.872935428478652,0.800770897891353
0.871784137167956,0.790713118026235,0.870659279806775,0.796574249800876
0.869806317691091,0.78965504241852,0.868359566894923,0.792332531685332
0.86781215039998,0.788598078253977,0.86603637527767,0.788046418908801
0.865801718199811,0.787542233274344,0.863689797133748,0.783716616907737
0.863775107295498,0.786487515095832,0.861319931290713,0.779343860749916
0.861732407175127,0.785433931210652,0.858926883225559,0.774928914648298
0.859673710591933,0.784381488988537,0.856510765061251,0.770472571430348
0.857599113544834,0.78333019567823,0.85407169555915,0.765975651963477
0.855508715257517,0.782280058408965,0.851609800107303,0.761439004537433
0.853402618156074,0.781231084191909,0.849125210704565,0.756863504204495
0.851280927845221,0.780183279921608,0.846618065940556,0.752250052078566
0.849143753083091,0.779136652377395,0.844088510971422,0.747599574594242
0.846991205754617,0.778091208224787,0.841536697491402,0.742913022727163
0.844823400843524,0.777046954016865,0.838962783700201,0.738191371176979
0.842640456402931,0.77600389619563,0.836366934266155,0.733435617514395
0.84044249352459,0.774962041093348,0.833749320285212,0.728646781293886
0.838229636306769,0.773921394933871,0.831110119235738,0.723825903133709
0.836002011820806,0.772881963833945,0.828449514929143,0.718974043764979
0.833759750076337,0.771843753804498,0.825767697456382,0.714092283051636
0.831502983985232,0.770806770751916,0.823064863130332,0.709181718983229
0.82923184932425,0.769771020479294,0.820341214424077,0.70424346664245
0.826946484696439,0.76873650868768,0.817596959905155,0.699278657149536
0.824647031491299,0.7677032409773,0.814832314165779,0.694288436585575
0.822333633843734,0.766671222848763,0.81204749774911,0.689273964896909
0.820006438591821,0.765640459704253,0.809242737071602,0.684236414782819
0.817665595233411,0.764610956848714,0.806418264341492,0.679176970568729
0.815311255881594,0.763582719491004,0.803574317473486,0.674096827067178
0.812943575219064,0.762555752745048,0.800711139999709,0.66899718842886
0.81056271045139,0.761530061630973,0.797828980976986,0.663879266986005
0.808168821259245,0.76050565107622,0.794928094890521,0.658744282090419
0.805762069749605,0.759482525916659,0.792008741554065,0.653593458948468
0.803342620405961,0.758460690897673,0.789071186006639,0.648428027455286
0.800910640037569,0.757440150675238,0.786115698405902,0.643249221030496
0.798466297727763,0.75642090981699,0.783142553918257,0.638058275457659
0.79600976478138,0.755402972803271,0.780152032605788,0.632856427729683
0.793541214671319,0.754386344028174,0.777144419310124,0.627644914902358
0.791060822984261,0.753371027800562,0.774120003533312,0.622424972958123
0.78856876736561,0.752357028345083,0.771079079315845,0.617197835682174
0.786065227463653,0.751344349803172,0.768021945111905,0.611964733552891
0.783550384873012,0.750332996234039,0.764948903661964,0.606726892648562
0.781024423077393,0.749322971615641,0.761860261862842,0.601485533572261
0.778487527391691,0.748314279845651,0.758756330635334,0.596241870396707
0.775939884903468,0.747306924742408,0.755637424789542,0.590997109630824
0.773381684413866,0.746300910045859,0.752503862888013,0.585752449209637
0.770813116377959,0.745296239418488,0.749355967106817,0.580509077509076
0.768234372844616,0.744292916446233,0.746194063094684,0.575268172387143
0.765645647395887,0.743290944639395,0.743018479830342,0.570030900252825
0.763047135085963,0.742290327433536,0.739829549478157,0.564798415164025
0.760439032379752,0.741291068190359,0.736627607242234,0.55957185795569
0.757821537091084,0.740293170198589,0.733412991219095,0.554352355399225
0.755194848320627,0.739296636674836,0.73018604224906,0.549141019394169
0.752559166393506,0.738301470764447,0.726947103766487,0.543938946193003
0.749914692796694,0.737307675542352,0.723696521648984,0.538747215659892
0.747261630116205,0.736315254013898,0.720434644065732,0.533566890564014
0.744600181974125,0.735324209115675,0.717161821325063,0.528399015908069
0.741930552965518,0.734334543716327,0.713878405721417,0.523244618292435
0.739252948595248,0.733346260617361,0.710584751381817,0.518104705315344
0.736567575214762,0.732359362553937,0.707281214111996,0.512980265009389
0.733874639958853,0.731373852195663,0.703968151242315,0.507872265314504
0.731174350682459,0.730389732147362,0.700645921473591,0.502781653587543
0.728466915897524,0.729407004949849,0.697314884722981,0.497709356148455
0.725752544709963,0.728425673080683,0.69397540197005,0.492656277862949
0.723031446756765,0.72744573895492,0.690627835103151,0.487623301761523
0.720303832143271,0.726467204925857,0.687272546766234,0.482611288694554
0.717569911380657,0.72549007328576,0.683909900206245,0.477621077023168
0.714829895323671,0.72451434626659,0.680540259121193,0.472653482345458
0.712083995108644,0.723540026040724,0.67716398750905,0.467709297257587
0.709332422091812,0.722567114721653,0.673781449517574,0.46278929114924
0.706575387787989,0.721595614364691,0.6703930092952,0.457894210032819
0.703813103809621,0.720625526967661,0.666999030843091,0.453024776405712
0.701045781806248,0.71965685447158,0.663599877868479,0.448181689144944
0.698273633404413,0.718689598761336,0.660195913639407,0.443365623433422
0.695496870148041,0.717723761666353,0.656787500840961,0.438577230716955
0.692715703439328,0.716759344961257,0.653375001433125,0.433817138691239
0.689930344480166,0.715796350366521,0.649958776510347,0.429085951317863
0.687141004214121,0.714834779549117,0.646539186162906,0.424384248868432
0.684347893269015,0.713874634123153,0.643116589340202,0.419712587995863
0.68155122190012,0.7129159156505,0.639691343716031,0.415071501831849
0.678751199933994,0.71195862564142,0.636263805555953,0.410461500109496
0.675948036713,0.711002765555181,0.632834329586846,0.405883069310124
0.673141941040508,0.710048336800665,0.629403268868698,0.401336672833158
0.670333121126824,0.709095340736975,0.625970974668754,0.396822751188113
0.667521784535863,0.708143778674027,0.622537796338058,0.392341722207559
0.664708138132585,0.707193651873139,0.619104081190486,0.387893981280057
0.661892388031215,0.706244961547619,0.615670174384321,0.383479901601957
0.659074739544287,0.705297708863334,0.61223641880645,0.379099834447042
0.656255397132489,0.704351894939283,0.608803154959227,0.374754109452923
0.653434564355386,0.703407520848163,0.60537072085006,0.370443034923164
0.65061244382298,0.702464587616921,0.601939451883791,0.366166898144068
0.647789237148174,0.701523096227307,0.598509680757897,0.361925965715138
0.644965144900116,0.700583047616418,0.595081737360558,0.357720483892154
0.642140366558475,0.699644442677237,0.591655948671661,0.353550678941902
0.639315100468626,0.698707282259166,0.58823263866672,0.349416757507554
0.636489543797796,0.697771567168551,0.584812128223819,0.345318906983762
0.633663892492146,0.696837298169203,0.581394735033533,0.341257295900499
0.630838341234836,0.695904475982915,0.577980773511912,0.337232074314762
0.628013083405055,0.694973101289968,0.574570554716513,0.33324337420922
0.625188311038042,0.694043174729636,0.571164386265507,0.329291309896961
0.622364214786107,0.693114696900685,0.567762572259893,0.325375978431484
0.619540983880648,0.692187668361863,0.5643654132088,0.321497460021126
0.616718806095188,0.691262089632391,0.560973205957912,0.31765581844715
0.613897867709429,0.69033796119244,0.557586243620998,0.313851101484717
0.611078353474319,0.689415283483609,0.554204815514565,0.310083341326034
0.608260446578169,0.688494056909399,0.550829207095628,0.306352555004957
0.605444328613782,0.687574281835674,0.547459699902568,0.302658744822404
0.602630179546629,0.686655958591124,0.544096571499115,0.299001898771916
0.599818177684061,0.685739087467723,0.540740095421399,0.295381990964767
0.59700849964556,0.684823668721175,0.53739054112808,0.291798982054033
0.594201320334032,0.683909702571363,0.534048173953529,0.288252819657076
0.591396812908138,0.682997189202791,0.530713255064044,0.284743438775912
0.58859514875567,0.682086128765014,0.527386041417079,0.281270762214978
0.585796497467959,0.681176521373076,0.52406678572345,0.277834700995814
0.583001026815325,0.680268367107933,0.520755736412506,0.274435154768245
0.580208902723558,0.679361666016876,0.517453137600219,0.271072012217631
0.577420289251426,0.678456418113948,0.514159229060166,0.267745151467816
0.574635348569214,0.677552623380355,0.510874246197374,0.264454440479401
0.57185424093828,0.676650281764877,0.507598420024981,0.261199737443042
0.569077124691628,0.675749393184269,0.50433197714368,0.257980891167418
0.566304156215486,0.674849957523665,0.501075139723893,0.25479774146163
0.563535489931895,0.673951974636965,0.497828125490662,0.251650119511756
0.560771278282281,0.673055444347234,0.494591147711173,0.248537848251311
0.558011671712024,0.672160366447083,0.491364415184889,0.245460742725431
0.555256818655997,0.671266740699053,0.488148132236256,0.242418610448555
0.552506865525085,0.670374566835995,0.484942498709896,0.239411251755464
0.549761956693654,0.669483844561438,0.481747709968278,0.236438460145492
0.547022234487977,0.668594573549968,0.478563956891786,0.23350002261982
0.544287839175593,0.667706753447584,0.475391425881146,0.230595720011686
0.541558908955603,0.666820383872068,0.472230298862151,0.227725327309465
0.538835579949876,0.665935464413338,0.469080753292638,0.224888613972503
0.536117986195168,0.665051994633804,0.465942962171651,0.222085344239659
0.533406259636125,0.664169974068719,0.462817094050747,0.219315277430498
0.530700530119183,0.663289402226524,0.459703313047368,0.216578168239105
0.528000925387316,0.662410278589191,0.456601778860257,0.213873767020498
0.525307571075659,0.661532602612563,0.453512646786812,0.211201820069629
0.522620590707959,0.660656373726688,0.45043606774237,0.208562069892978
0.519940105693862,0.659781591336151,0.447372188281326,0.205954255472761
0.517266235327014,0.658908254820405,0.444321150620043,0.203378112523769
0.514599096783955,0.65803636353409,0.441283092661505,0.200833373742885
0.511938805123807,0.657165916807361,0.438258148021625,0.198319769051305
0.509285473288729,0.656296913946197,0.435246446057186,0.195837025829552
0.506639212105129,0.655429354232726,0.432248111895319,0.19338486914531
0.504000130285618,0.654563236925526,0.429263266464508,0.190963021974166
0.501368334431679,0.653698561259938,0.426292026526991,0.18857120541333
0.498743929037071,0.652835326448368,0.423334504712596,0.186209138888441
0.496127016491898,0.651973531680589,0.420390809553853,0.183876540353495
0.493517697087377,0.651113176124038,0.417461045522407,0.181573126484055
0.490916069021268,0.650254258924111,0.414545313066631,0.179298612863796
0.488322228403943,0.649396779204454,0.41164370865039,0.177052714164499
0.485736269265085,0.648540736067251,0.408756324792907,0.174835144319619
0.483158283561024,0.647686128593508,0.405883250109685,0.172645616691524
0.480588361182647,0.646832955843338,0.403024569354402,0.170483844232518
0.478026589963905,0.645981216856237,0.400180363461757,0.168349539639772
0.475473055690886,0.645130910651359,0.397350709591193,0.166242415504284
0.472927842111443,0.644282036227795,0.394535681171458,0.164162184453984
0.470391030945351,0.643434592564835,0.391735347945941,0.162108559291111
0.467862701894991,0.642588578622241,0.388949776018743,0.160081253123984
0.465342932656533,0.64174399334051,0.386179027901427,0.158079979493298
0.462831798931607,0.640900835641132,0.383423162560407,0.156104452493065
0.460329374439454,0.640059104426855,0.380682235464908,0.154154386886332
0.457835730929531,0.639218798581933,0.377956298635482,0.152229498215807
0.45535093819454,0.638379916972386,0.375245400693,0.150329502909501
0.452875064083921,0.637542458446248,0.372549586908102,0.148454118381541
0.450408174517712,0.636706421833811,0.369868899251048,0.146603063128261
0.447950333500831,0.635871805947877,0.367203376441918,0.144776056819703
0.445501603137741,0.635038609583993,0.364553054001162,0.142972820386657
0.443062043647452,0.634206831520698,0.361917964300383,0.141193076103352
0.440631713378907,0.633376470519754,0.359298136613398,0.13943654766594
0.438210668826678,0.632547525326383,0.356693597167476,0.13770296026688
0.435798964646998,0.631719994669501,0.354104369194746,0.135992040665353
0.433396653674088,0.630893877261945,0.351530472983724,0.13430351725381
0.431003786936789,0.630069171800701,0.348971925930937,0.132637120120802
0.428620413675456,0.629245876967129,0.346428742592596,0.130992581110171
0.426246581359135,0.628423991427184,0.343900934736291,0.129369633876751
0.423882335702972,0.627603513831639,0.341388511392676,0.127768013938658
0.421527720685872,0.6267844428163,0.338891478907109,0.126187458726315
0.419182778568379,0.62596677700222,0.336409840991225,0.124627707628289
0.416847549910756,0.625150514995914,0.333943598774395,0.123088502034065
0.414522073591289,0.624335655389573,0.33149275085507,0.121569585373866
0.412206386824742,0.623522196761263,0.32905729335195,0.120070703155594
0.409900525181011,0.62271013767514,0.326637219954982,0.118591602999032
0.40760452260393,0.62189947668165,0.324232521976143,0.117132034667372
0.40531841143022,0.621090212317732,0.321843188399988,0.115691750096181
0.403042222408586,0.620282343107014,0.319469205933944,0.114270503419902
0.40077598471893,0.619475867560016,0.31711055905832,0.112868050995967
0.398519725991681,0.618670784174341,0.314767230076024,0.111484151426631
0.396273472327229,0.61786709143487,0.312439199161948,0.110118565578599
0.394037248315451,0.617064787813952,0.310126444412021,0.108771056600537
0.391811077055316,0.616263871771595,0.307828941891898,0.107441389938557
0.389594980174565,0.615464341755649,0.305546665685276,0.106129333349743
0.387388977849445,0.614666196201996,0.303279587941806,0.104834656913805
0.385193088824503,0.613869433534728,0.301027678924614,0.103557133042951
0.383007330432416,0.613074052166334,0.298790907057372,0.102296536490018
0.38083171861385,0.61228005049787,0.296569238970951,0.101052644354967
0.378666267937352,0.611487426919148,0.294362639549608,0.0998252360898048
0.376510991619242,0.610696179808899,0.292171071976719,0.0986140935019865
0.374365901543523,0.609906307534956,0.289994497780021,0.0974190007563822
0.372231008281776,0.60911780845442,0.287832876876374,0.0962397443758613
0.370106321113055,0.60833068091383,0.285686167616021,0.0950761132405707
0.367991848043749,0.607544923249334,0.283554326826346,0.0939278985859466
0.36588759582743,0.606760533786849,0.281437309855102,0.0927948939995446
0.363793569984653,0.605977510842234,0.279335070613124,0.0916768954167175
0.361709774822722,0.605195852721443,0.277247561616501,0.0905737011152216
0.35963621345541,0.604415557720692,0.275174734028214,0.0894851117087838
0.357572887822601,0.603636624126613,0.273116537699219,0.0884109301396982
0.3555197987099,0.602859050216418,0.271072921208988,0.0873509616704897
0.353476945768151,0.602082834258046,0.26904383190548,0.0863050138746976
0.351444327532881,0.601307974510323,0.267029215944557,0.0852728966268266
0.349421941443671,0.600534469223112,0.265029018328834,0.0842544220915132
0.347409783863436,0.599762316637463,0.263043182945959,0.0832494047119376
0.345407850097606,0.598991514985763,0.261071652606312,0.0822576611975419
0.343416134413213,0.59822206249188,0.259114369080138,0.0812790105110821
0.341434630057877,0.597453957371315,0.257171273134104,0.0803132738550532
0.339463329278672,0.596687197831338,0.255242304567265,0.079360274657534
0.337502223340894,0.595921782071137,0.253327402246465,0.0784198385574766
0.335551302546695,0.595157708281956,0.251426504141145,0.0774917933894845
0.333610556253601,0.594394974647233,0.249539547357581,0.0765759691681059
0.331679972892911,0.593633579342742,0.247666468172533,0.0756721980716818
0.329759539987947,0.592873520536724,0.245807202066319,0.0747803144257688
0.327849244172185,0.592114796390027,0.243961683755309,0.0739001546861823
0.325949071207239,0.591357405056235,0.242129847223843,0.073031557421671
0.324059006000703,0.590601344681805,0.240311625755565,0.0721743632962653
0.322179032623855,0.58984661340619,0.2385069519642,0.0713284150513161
0.320309134329203,0.589093209361976,0.23671575782374,0.0704935574872551
