"Xyleborus posticus","Xyleborus glabratus","Sampsonius dampfi","Xylosandrus compactus","Xyleborus germanus","Xyleborus ferrugineus","Xyleborus obesus","Coptoborus pseudotenuis","Xyleborinus saxeseni","Xyleborus affinis","Euwallacea fornicatus","Ambrosiodmus rubricollis","mutillatus","Xylosandrus morigerus","Ambrosiodmus tachygraphus","Xylosandrus crassiusculus","Xyleborus seriatus","Xyleborus xylographus","Euwallacea validus","Ambrosiodmus obliquus"
0.217785945564284,0.985271561393375,0.353898939802001,0.430571512916761,0.433282527826746,0.530119910266214,0.150894164099232,0.71692422057432,0.429926845488388,0.555830117703133,0.498141422646261,0.437032592303457,0.371746947932538,0.631362867194306,0.299071841534696,0.673440470561769,0.30157040208392,0.674514106361384,0.629329721682152,0.168055424651905
0.21460586832161,0.984206139341274,0.345276201848541,0.426010010887398,0.429722393202045,0.526422510800466,0.147715023529322,0.708369154550007,0.425524885816605,0.553252011780552,0.493458576126415,0.428838079725687,0.365978965464563,0.626986442343403,0.29197741917537,0.670228978788597,0.297169970218492,0.661917970956036,0.623214419257919,0.165019862839731
0.211530007879562,0.983091487139632,0.336944443247866,0.421563155102806,0.426249277841449,0.522805400051449,0.144661048945338,0.699861116184548,0.421233231585125,0.550729073460329,0.48888207422836,0.420865232711093,0.360377501771257,0.622688168811691,0.285138947142106,0.667074228118671,0.292904472496743,0.649378775785681,0.617198360639651,0.162095198419316
0.208553076956283,0.981926678044327,0.328892622405955,0.417226305577679,0.422859521025756,0.519265474816466,0.141725126075529,0.691404624138185,0.417047382778837,0.548259060673673,0.484407959605637,0.41310731960904,0.3549356673391,0.618465618412162,0.278544778706409,0.663974263408327,0.288767624182498,0.636912189695073,0.61127958192334,0.15927539686744
0.205670149558108,0.980710809215244,0.321110047312773,0.412995083479622,0.419549682029773,0.515799807196568,0.138900663926328,0.683003871170791,0.412963096015129,0.54583986612229,0.48003248300137,0.405557759088794,0.349646937892649,0.614316475436208,0.272183859854967,0.660927232986394,0.28475353182199,0.624532822497683,0.605456149595124,0.156554856421956
0.202876630087105,0.979443002779118,0.313586381668831,0.408865352228996,0.416316522943863,0.512405631524321,0.136181547911371,0.674662736603267,0.408976365678569,0.543469506602728,0.475752088976384,0.398210127409035,0.344505131136876,0.610238529550074,0.26604570041443,0.657931381225342,0.280856662845974,0.612254224557734,0.599726161664518,0.153928369805593
0.200168225606859,0.978122406886712,0.306311647445629,0.404833200273158,0.413156993141374,0.509080332500931,0.133562097899104,0.666384798831496,0.405083406754669,0.541146113374424,0.471563402850441,0.391058163733143,0.339504385200321,0.60622966926631,0.260120345882876,0.654985041784454,0.277071817994427,0.600088894406927,0.594087748557009,0.151391089954726
0.197540920892231,0.976748196762133,0.299276224507212,0.40089492535958,0.410068215205714,0.505821434409574,0.131037030590272,0.658173347832159,0.401280639181685,0.538867923450672,0.467463218733301,0.384095773775597,0.334639138641479,0.602287875933261,0.254398350115082,0.652086631451999,0.273394106259667,0.588048293501619,0.588539073796381,0.148938499271356
0.194990955939095,0.975319575742077,0.292470847828811,0.397047020153572,0.407047472155073,0.502626591288683,0.128601425715376,0.650031397605629,0.397564673561662,0.536633271707832,0.463448488536933,0.377317032027874,0.329904111892644,0.598411218192281,0.248870748965576,0.649234644522599,0.269818922080982,0.576142867234432,0.583078334503385,0.146566381981733
0.192514805652819,0.973835776302713,0.285886602769474,0.393286159064651,0.404092195823441,0.499493577963496,0.126250695609372,0.641961698506999,0.393932298091099,0.534440583721754,0.459516311872768,0.370716182779917,0.325294290026274,0.594597846858145,0.243529034958948,0.646427647653916,0.266341924555956,0.564382071336259,0.57770376173417,0.144270799240586
0.190109161470682,0.972296061071887,0.279514918787158,0.389609186161462,0.401199956274287,0.496420281846587,0.123980557778324,0.633966749421772,0.390380466588107,0.532288369252007,0.455663926748883,0.364287640124897,0.320804906738799,0.590845990183148,0.23836513302951,0.643664275153531,0.262959018461521,0.552774402837946,0.572413620679056,0.142048066667164
0.187770914704655,0.9706997238243,0.273347561925691,0.386013104068902,0.398368452138454,0.493404695428875,0.121787010121922,0.626048809748006,0.386906287507309,0.530175216304535,0.451888700991476,0.358025987110254,0.316431429455804,0.587153949469722,0.233371377350728,0.640943224652762,0.259666336901893,0.541327434803256,0.567206210739777,0.139894734039716
0.185497141417678,0.969046090457258,0.267376626352127,0.382495063753118,0.395595501780924,0.490444909391868,0.119666308518071,0.618209911151664,0.383507013846133,0.528099785711862,0.448188124323354,0.351925974176328,0.312169545470724,0.583520095000238,0.228540489257966,0.638263253129228,0.256460225421526,0.530047854094005,0.562079865501161,0.137807566909675
0.183285088669647,0.967334519944617,0.261594525179175,0.379052355110443,0.39287903521243,0.487539106279912,0.117614946512165,0.610451869066561,0.380180033856993,0.526060806177371,0.444559801039374,0.345982517004978,0.308015149036658,0.579942862255954,0.22386555625493,0.635623173244349,0.253337227439515,0.518941501482309,0.557032952611334,0.13578352992658
0.181132161989132,0.965564405266495,0.255993980769816,0.375682398285548,0.390217086671671,0.484685554678229,0.115629636885088,0.602776293914629,0.37692286248932,0.524057069736551,0.441001443225217,0.34019069388403,0.303964329337712,0.576420748400043,0.21934001208423,0.633021849965789,0.250294070877873,0.508013413482176,0.55206387358289,0.133819771690431
0.179035913944036,0.963735174312347,0.250568014688928,0.372382735652033,0.387607787812415,0.481882603848579,0.113707294901189,0.595184602026248,0.373733133493656,0.522087427593589,0.437510864471407,0.334545742678951,0.300013359272496,0.57295230900216,0.21495761783496,0.630458197448166,0.247327655870092,0.497267865331411,0.547171063525963,0.131913610970307
0.176994033699304,0.961846290754991,0.245309937439138,0.369151024395776,0.38504936143719,0.479128678779698,0.111845023061047,0.587678026244072,0.370608592127283,0.520150786296502,0.434085974039483,0.329043057490554,0.296158684988041,0.569536154984318,0.210712444054731,0.627931176148284,0.244435043448674,0.486708414613868,0.542352990822939,0.130062524147267
0.175004337462701,0.959897254893204,0.240213338094518,0.365985029647531,0.382540115725704,0.476422275614307,0.110040097204346,0.580257626197212,0.367547088407263,0.518246104218135,0.430724771441567,0.323678185066531,0.292396916107519,0.566170949769813,0.206598853829744,0.625439790153649,0.241613445121121,0.476337945070145,0.537608156753314,0.128264133756227
0.173064759730973,0.95788760446051,0.235272073925604,0.36288261811675,0.380078438911836,0.473761957418559,0.108289953825998,0.572924298235692,0.364546570862332,0.516372388314001,0.427425341398425,0.318446821025,0.288724816599902,0.56285540661874,0.202611486793917,0.622983084705312,0.238860213253384,0.466158710201196,0.532935095076297,0.126516198015931
0.17117334525851,0.955816915397839,0.230480260092101,0.359841752183443,0.377662794367956,0.471146350263379,0.106592178484256,0.565678785017938,0.361605080740095,0.514528691131122,0.424185849144551,0.313344805939925,0.285139296243879,0.559588286135218,0.19874524402658,0.620560143898012,0.236172832188143,0.456172376323105,0.528332371577814,0.124816601248818
0.169328241679254,0.953684802587762,0.225832259465016,0.356860484409173,0.37529171605973,0.468574139590289,0.104944495193128,0.558521684746579,0.358720746630335,0.512714108044785,0.421004536051836,0.308368121330974,0.281637402642327,0.556368393932816,0.194995273797519,0.618170088542346,0.233548910032741,0.446380064782044,0.523798583587809,0.123163345103555
0.167527692720137,0.951490920548073,0.221322672627669,0.353936952432102,0.372963804338393,0.466044066837128,0.103344756703357,0.551453460050105,0.355891779469126,0.510927774702611,0.417879715546095,0.303512885594029,0.27821631374713,0.553194578445973,0.191356958118086,0.61581207417523,0.230986171058147,0.436782393085783,0.519332359473064,0.121554540502701
0.165770031950945,0.949234964082535,0.216946328094552,0.351069374214368,0.370677722040845,0.463554926301505,0.101790935586674,0.544474446509968,0.353116467891911,0.509168864657451,0.41480976929312,0.298775349903085,0.274873330857398,0.550065728876276,0.18782590005751,0.613485289206261,0.228482448656151,0.427379514751772,0.514932358110107,0.119988400246399
0.164053677021343,0.946916668886684,0.212698272778172,0.348256043613112,0.368432190870951,0.46110556222205,0.100281116047231,0.537584860834493,0.350393173906762,0.507436587172546,0.411793143633107,0.29415189410946,0.271605872057104,0.546980773263484,0.184397911784317,0.6111889531888,0.226035678807202,0.418171157711685,0.510597268342287,0.118463232210442
0.16237712434094,0.944535812106685,0.208573762726659,0.34549532624915,0.366225988038064,0.458694866059412,0.0988134863922325,0.530784808682546,0.347720328861774,0.505730185184058,0.408828346244218,0.289639022660093,0.268411466060852,0.543938676672072,0.181069003293862,0.608922315205681,0.223643894015882,0.409156661148377,0.506325808424554,0.116977433083609
0.160738944162811,0.942092212849278,0.204568254148624,0.342785655649691,0.36405794313113,0.456321773960749,0.0973863321009021,0.524074292141278,0.345096429682987,0.504048933407567,0.405913943017763,0.285233360553112,0.265287746438945,0.540938439484896,0.177835371784228,0.606684652360387,0.221305217675143,0.400335010673425,0.502116725459119,0.11552948259493
0.159137776034909,0.939585732640991,0.200677394736646,0.34012552964367,0.361926935208864,0.453985264392933,0.0959980294372701,0.517453216863465,0.342520035361425,0.502392136576442,0.403048555129051,0.280931649345709,0.262232446195212,0.537979095796255,0.174693391644173,0.60447526836539,0.219017858824116,0.391704871782089,0.497968794824724,0.114117938186648
0.15757232458737,0.937016275834889,0.196897015296362,0.337513506990178,0.359831890088326,0.451684355931101,0.0946470395578237,0.510921398870953,0.339989763669763,0.50075912780117,0.400230856289345,0.276730743226697,0.259243392673085,0.535059711897337,0.171639605018313,0.602293492220133,0.216780107267549,0.383264621547569,0.493880819601969,0.112741430093154
0.156041355626876,0.93438378996323,0.193223121684646,0.334948204222223,0.357771777815886,0.449418105190402,0.093331903070037,0.504478571031614,0.337504288090924,0.499149267039776,0.397459570165622,0.27262760516375,0.256318502767324,0.532179384847584,0.168670712916295,0.600138676971784,0.214590329027927,0.375012378538285,0.489851629996809,0.111398656790186
0.15454369251205,0.931688266034532,0.189651887057368,0.3324282926896,0.355745610306074,0.447185604889894,0.0920512350021855,0.498124389217901,0.335062334942462,0.49756193967039,0.394733467955956,0.268619303133353,0.253455778420522,0.529337241126054,0.165783566834296,0.598010198552527,0.21244696210391,0.366946030960567,0.485880082764079,0.110088380782111
0.153078212786378,0.92892973877369,0.186179644424866,0.329952495786067,0.35375243913513,0.444985982038521,0.0908037201487667,0.491858438155695,0.332662680681991,0.495996555157845,0.392051366109388,0.264703006439732,0.2506533023851,0.52653243535734,0.16297516085877,0.595907454687694,0.210348512511145,0.359063263045081,0.481965060632672,0.108809424698299
0.151643845047366,0.926108286803898,0.182802879511307,0.327519586347293,0.351791353477259,0.442818396234015,0.0895881087593294,0.485680236972602,0.330304149380229,0.494452545806951,0.38941212418004,0.260875982127576,0.247909234232954,0.523764149107054,0.160242624223951,0.593829863869537,0.208293550583604,0.35136157970852,0.478105471733769,0.10756066767239
0.150239566032678,0.923224032769304,0.179518223912578,0.32512838420716,0.349861478172673,0.440682038066326,0.0884032125416193,0.479589244455215,0.327985610349346,0.492929365595731,0.386814642806116,0.257135591492059,0.245221806596276,0.521031589742248,0.157583214296126,0.591776864391892,0.206280707515544,0.343838329533055,0.474300249033353,0.106341041980771
0.148864397905742,0.920277143397427,0.176322448546126,0.322777753901099,0.347961971917464,0.438576127617945,0.087247900952726,0.473584864025131,0.325705975915354,0.491426489082537,0.384257861805137,0.253479286688612,0.24258932162425,0.518333989352541,0.154994309959208,0.589747913441373,0.204308672125891,0.336490726114803,0.47054834977005,0.105149529918828
0.147517405724954,0.917267829500579,0.173212457385219,0.32046660250599,0.346092025566221,0.436499913054099,0.086121097754394,0.467666448443675,0.323464199324232,0.489943410381457,0.381740758377494,0.249904607443952,0.240010147641505,0.515670603728023,0.152473405377578,0.587742486241116,0.202376187828441,0.329315867839507,0.466848754899205,0.103985160895546
0.146197695082031,0.914196345915641,0.17018528146939,0.318193877607101,0.344250860539077,0.434452669296414,0.0850217778108833,0.461833304255428,0.321259272772301,0.488479642200968,0.379262345411001,0.2464091778691,0.237482715995199,0.513040711390321,0.150018104113541,0.585760075243409,0.200482049792658,0.322310756148856,0.463200468543976,0.102847008728804
0.144904409896362,0.911062991381734,0.167238073182317,0.315958565383229,0.342437727325586,0.432433696774146,0.083948964109757,0.456084695980652,0.319090225552165,0.487034714941155,0.376821669879718,0.242990703374454,0.235005518078576,0.510443612673463,0.147626113578067,0.583800189367844,0.198625102281152,0.315472312364664,0.459602517454078,0.101734189125367
0.143636730353363,0.90786810835548,0.164368100788025,0.313759688801969,0.340651904078471,0.430442320247588,0.0829017249877614,0.450419850066715,0.316956122306215,0.485608175845284,0.374417811330822,0.239646967686428,0.232577102519716,0.507878628851456,0.145295239794777,0.581862353281901,0.19680423615104,0.30879739314067,0.456053950472753,0.100645857330972
0.142393870975899,0.904612082763728,0.161572743216103,0.311596305917644,0.338892695290843,0.428477887698665,0.0818791715455701,0.444837958608555,0.314856061380341,0.484199588201805,0.372049880453786,0.236375829964699,0.230196072525009,0.505345101309688,0.143023382458298,0.579946106721116,0.1950183865075,0.302282804613137,0.452553838012405,0.0995812059372552
0.14117507881878,0.901295343693769,0.158849485086472,0.309467508265012,0.337159430551044,0.426539769284168,0.0808804552366143,0.439338182848076,0.312789173271067,0.482808530593245,0.369717017726563,0.233175222018737,0.227861083367601,0.502842390757509,0.140808530269294,0.578051003846204,0.193266530498713,0.295925315321964,0.449101271539291,0.0985394628334108
