"pd","t29","t220","t14","t141","t195","t278","t134","t282","t268","t93","t292","t271","t159","t226","t162","t78","t35","t71","t26","t63","t165","t270"
0,0.959492269656002,0.808744687726123,0.999896445030002,0.999896445030002,0.967866706850493,0.967866706850493,0.74018467277243,0.999532670117781,0.999663743201745,0.99856446965299,0.502469989880256,0.999387389862309,0.999386479159949,0.997431223963876,0.980116484671635,0.980116484671636,0.999347184560527,0.999347184560527,0.833629527718344,0.833629527718344,0.999299603737263,0.999299603737263
1,0.932157897824853,0.76126502651401,0.999591994610091,0.999591994610091,0.943772394933152,0.943772394933152,0.694765776871456,0.998377480144167,0.998773452243404,0.996105419356166,0.486326764588534,0.997958164512832,0.997955912057651,0.993593976216509,0.963409838254909,0.96340983825491,0.997845398301225,0.997845398301225,0.785043588777231,0.785043588777231,0.997712501520768,0.997712501520768
2,0.909022136774795,0.729980549710038,0.999090364329222,0.999090364329222,0.922616158008748,0.922616158008748,0.666236111547415,0.996643089246948,0.997387450780534,0.993029005680239,0.476894634509514,0.99587601532312,0.995872393112536,0.989092001084692,0.948037940274676,0.948037940274677,0.995673362201499,0.995673362201499,0.752184854098262,0.752184854098262,0.995434874529736,0.995434874529736
3,0.888521495276693,0.706279208116885,0.998393901196738,0.998393901196738,0.90341448583945,0.90341448583945,0.645212817199925,0.994382830271152,0.995536505519152,0.989478422568062,0.470212016674924,0.993217173160122,0.993212299344803,0.984115916266223,0.933616585347242,0.933616585347244,0.9929132881067,0.9929132881067,0.72691687965054,0.72691687965054,0.992555806907795,0.992555806907795
4,0.869937642395469,0.68708317375027,0.997504633197813,0.997504633197813,0.885696123992073,0.885696123992073,0.62850549862497,0.991634330656514,0.993243434594439,0.985537886439477,0.465035796564001,0.990033736348407,0.990027810954274,0.978772554638964,0.91995557870547,0.919955578705472,0.989620965048464,0.989620965048464,0.706245877533594,0.706245877533594,0.989135314940555,0.989135314940555
5,0.852853744016716,0.670904183362384,0.996424520219346,0.996424520219346,0.869178051531979,0.869178051531979,0.614620642746903,0.988427856829518,0.990527438537931,0.981265654618053,0.460812049487788,0.986366474630877,0.986359749442664,0.973133136267853,0.906937293684032,0.906937293684035,0.985839789495524,0.985839789495523,0.688696201135301,0.688696201135301,0.985219800601787,0.985219800601787
6,0.836996452195924,0.656899560725645,0.995155556784612,0.995155556784612,0.853669014656475,0.853669014656475,0.602732778018845,0.984789558094013,0.987405811941624,0.976705713440528,0.457245282769977,0.982249732555027,0.982242493498927,0.967249737286053,0.894479972409179,0.894479972409182,0.981606118794993,0.981606118794993,0.673420238095673,0.673420238095673,0.980847924692998,0.980847924692998
7,0.82217229719916,0.644542369314197,0.993699822873499,0.993699822873499,0.839029962033334,0.839029962033334,0.592335538186434,0.980743034680941,0.98389477464313,0.971893149854433,0.454159134727332,0.977713783477974,0.977706338924908,0.961162690877267,0.882522524320742,0.882522524320745,0.976951836660431,0.97695183666043,0.659881876133194,0.659881876133195,0.976053415664671,0.976053415664671
8,0.808236989807867,0.633479633887939,0.992059511398209,0.992059511398209,0.82515463569241,0.82515463569241,0.583095062083077,0.976310192252323,0.980009921339881,0.966857018462009,0.45143987209797,0.972786112333039,0.97277878467721,0.95490447575353,0.87101700979663,0.871017009796633,0.971905750738117,0.971905750738117,0.647718590529426,0.647718590529426,0.970866598894778,0.970866598894778
9,0.795078738129721,0.623462604248508,0.990236943460331,0.990236943460331,0.81195886226981,0.81195886226981,0.57477921140299,0.971511742809983,0.97576647915217,0.961622031895527,0.449009858716723,0.967492173256999,0.96748529251577,0.948501982909172,0.859924463804328,0.859924463804331,0.966494419018071,0.966494419018071,0.63667285326439,0.63667285326439,0.965315301823615,0.965315301823615
10,0.782608379874678,0.614309000335028,0.98823457649586,0.98823457649586,0.799374127607135,0.799374127607135,0.567219844340467,0.966367511758542,0.971179458356583,0.956209631687151,0.446813735893415,0.961855861981059,0.961849760751357,0.94197793999929,0.849212373012898,0.849212373012902,0.960742666625929,0.960742666625929,0.626554648222189,0.62655464822219,0.959425421449356,0.959425421449356
11,0.770753162072436,0.605881041374837,0.986055007935299,0.986055007935299,0.787343470135089,0.787343470135089,0.560291155947504,0.960896630831479,0.966263739340978,0.95063870486991,0.444810641391636,0.955899821597948,0.955894830986112,0.93535185906672,0.838853052294079,0.838853052294082,0.954673922032743,0.954673922032742,0.617219479653274,0.617219479653274,0.953221295227241,0.953221295227241
12,0.759452620027721,0.598071917018932,0.983700975851949,0.983700975851949,0.775818723505229,0.775818723505229,0.553896498281232,0.95511766024114,0.961034119500057,0.944926084799494,0.442969553848705,0.949645645664773,0.949642091953857,0.928640696323981,0.828822546859993,0.828822546859997,0.948310442127354,0.948310442127354,0.608554733439576,0.608554733439576,0.946725951122655,0.946725951122655
