"pd","t220","t96","t219","t138","t293","t117","t14","t176","t82","t38","t112","t228","t284","t193","t86","t250","t153","t168","t232","t8","t200","t252","t73","t202","t160","t218"
15,0.540707116756373,0.175419942417036,0.183127782206015,0.568922805060327,0.296661757146203,0.13230786076217,0.247256814487175,0.134855380909865,0.552714791499988,0.135840028997344,0.194781181748285,0.147112031672989,0.114097775631609,0.124091954581275,0.126573214413684,0.103324275616779,0.518515681556683,0.518515681556673,0.193405140517399,0.193405140517399,0.20896908101336,0.238569176197063,0.207534498006262,0.20753449800626,0.208586033866886,0.208586033866886
16,0.519968973851112,0.171497389908373,0.178797957186267,0.547127756330169,0.287491756045041,0.130445982337276,0.240650624504612,0.132899326935319,0.531263224039594,0.133821246257082,0.189569925518957,0.144504652256638,0.113035169507657,0.122603974531294,0.124967020904706,0.102775822114858,0.498007106122554,0.498007106122545,0.188240188722298,0.188240188722298,0.203694535236386,0.232151028862529,0.20249428934054,0.202494289340539,0.20329501279396,0.20329501279396
17,0.500352043590625,0.167863117145999,0.174789423449058,0.526410493356165,0.279002791349957,0.128710999423799,0.234533496204467,0.131077164800096,0.510930360830525,0.13194117674831,0.184755072105454,0.142081635911749,0.112041236582832,0.12121515274684,0.123468694100198,0.102261088880987,0.478676042502502,0.478676042502493,0.183468189546535,0.183468189546535,0.198812896775218,0.226211061795478,0.197826419785983,0.197826419785982,0.198398660815318,0.198398660815318
18,0.481794019413441,0.16448222150967,0.171063184648837,0.506728390788777,0.271115926834988,0.127087984630708,0.228847219141832,0.129373114855776,0.491662655111645,0.130183444599192,0.180288166625663,0.139820949640303,0.111108093804106,0.119913942763166,0.12206562883724,0.101776296656745,0.460448058881661,0.460448058881653,0.179041088195541,0.179041088195541,0.194276703777927,0.220692060942093,0.193486032932768,0.193486032932766,0.193849274431716,0.193849274431716
19,0.4642336184191,0.161325542095236,0.167586660344284,0.488035816006058,0.263764467503778,0.125564433900757,0.223542939890087,0.12777396179964,0.47340544559909,0.128534337824389,0.176128732694829,0.137704168585489,0.11022911905408,0.118690661336268,0.120747258356824,0.101318261588451,0.443251741450921,0.443251741450914,0.174918746438637,0.174918746438637,0.190046248737344,0.215546049383064,0.189435596302461,0.18943559630246,0.189606946350803,0.189606946350803
20,0.447611415696542,0.158368487854701,0.164332377697813,0.47028565762026,0.256891613512478,0.124129774987293,0.218579298246117,0.126268534210246,0.456104209116431,0.126982267304876,0.172242648694562,0.135715740250808,0.109398697977174,0.11753711204758,0.119504641920917,0.100884276973237,0.427019233654154,0.427019233654146,0.171067330691382,0.171067330691382,0.186088009085678,0.210732440564487,0.185643418637964,0.185643418637963,0.185637987363081,0.185637987363081
21,0.431870385074137,0.155590147269749,0.161276977063918,0.453430457840834,0.250448643616809,0.122774993718026,0.213921000625758,0.124847308860395,0.439705446686987,0.125517355532761,0.168600912316977,0.133842425663288,0.108612031024254,0.116446298845355,0.118330151069866,0.100472022898623,0.411686517981098,0.411686517981091,0.167458085728126,0.167458085728126,0.182373451529538,0.206216626119595,0.182082520551509,0.182082520551507,0.181913724061536,0.181913724061536
22,0.416956226278896,0.15297260260308,0.158400445800882,0.437423238745869,0.24439349185378,0.121492345862917,0.209537713847352,0.123502105704041,0.424157293724392,0.124131119642487,0.165178687839558,0.132072869017919,0.107864984356813,0.115412205003192,0.117217227605797,0.100079496248613,0.397193518717323,0.397193518717317,0.164066389153377,0.164066389153377,0.178878108853941,0.201968881846556,0.178729762687578,0.178729762687577,0.178409570561467,0.178409570561467
23,0.402817537894704,0.1505003951467,0.155685520617539,0.422218093013298,0.238689620263186,0.120275132207037,0.205403197220017,0.122225849803601,0.409409923581404,0.12281622404062,0.161954562453931,0.130397262097979,0.107153973202114,0.114429620417433,0.116160194561015,0.0997049558144447,0.383484082206311,0.383484082206305,0.160871013437953,0.160871013437954,0.175580858424843,0.197963510103359,0.175565164455832,0.175565164455831,0.17510430304995,0.17510430304995
24,0.389405880188698,0.148160103506562,0.153117216140635,0.407770594259762,0.233305117261735,0.11911752096186,0.201494614286431,0.121012383387591,0.395415797309249,0.12156628515022,0.158909959331832,0.128807079613897,0.106475869562305,0.113494005137145,0.115154106870057,0.0993468787669609,0.370505875327337,0.370505875327331,0.157853543554494,0.157853543554494,0.172463352084018,0.194178160273434,0.172571365766915,0.172571365766914,0.171979486574349,0.171979486574349
25,0.376675760457993,0.145940007601893,0.150682449230435,0.394038069993857,0.228211969979155,0.118014406095163,0.197791981676774,0.119856315940846,0.382129799889103,0.120375715688422,0.156028669698964,0.127294868302629,0.105827928438708,0.112601380407013,0.114194632181994,0.0990039257855411,0.35821023137669,0.358210231376684,0.154997912741963,0.154997912741963,0.169509561119318,0.190593285018451,0.169733197443803,0.169733197443802,0.16901901754773,0.16901901754773
26,0.364584565030493,0.143829818430044,0.148369736783947,0.380979770641498,0.223385472108158,0.116961293239931,0.19427772378674,0.118752903493546,0.369509293540703,0.119239599291287,0.153296476320239,0.125854077267184,0.105207728299568,0.111748240850954,0.113277954825939,0.0986749128603813,0.346551964165451,0.346551964165445,0.152290028995865,0.152290028995865,0.166705409719946,0.18719170124948,0.16703733518281,0.167037335182809,0.166208755230758,0.166208755230759
27,0.353092455693219,0.141820458837967,0.146168950549605,0.368556960606414,0.218803738332924,0.115954207010613,0.190936309978718,0.117697950572332,0.357514111311861,0.118153588689372,0.150700847948569,0.124478920298016,0.104613122624372,0.110931483077532,0.1124006977569,0.0983587882948519,0.335489165056369,0.335489165056364,0.149717471982102,0.149717471982102,0.16403847719484,0.183958232697394,0.164472018433475,0.164472018433474,0.163536222357121,0.163536222357121
