"pd","t29","t220","t14","t141","t195","t278","t134","t282","t268","t93","t292","t271","t159","t226","t162","t78","t35","t71","t26","t63","t165","t270"
0,0.836023753360567,0.503319568810308,0.994064191328525,0.994064191328526,0.948893193498439,0.948893193498439,0.369301552809211,0.968389471537502,0.95805898797028,0.766127702892065,0.417422674705221,0.962388035332197,0.965167604561204,0.533636175922539,0.916092609211631,0.916092609211631,0.958724803418642,0.958724803418642,0.585356075458252,0.585356075458251,0.95104129352906,0.951041293529061
1,0.749867553193867,0.432443004221893,0.983937708724557,0.983937708724557,0.899485485344421,0.899485485344421,0.323366212937501,0.930457687050929,0.912992256008738,0.677399261581544,0.362306302806432,0.919808795695657,0.92481727235208,0.46070561349012,0.854418989641731,0.854418989641731,0.913727376281194,0.913727376281194,0.500267304428282,0.500267304428281,0.900788671292938,0.900788671292939
2,0.687245649171509,0.392049852273827,0.971440362035329,0.97144036203533,0.853782512912968,0.853782512912968,0.297931289239834,0.891789970219066,0.869401715943465,0.618148291833888,0.331572250946343,0.877655262050945,0.884386222882985,0.418615874014316,0.803228191872213,0.803228191872213,0.869963465908641,0.869963465908641,0.450165874800193,0.450165874800193,0.853349669630432,0.853349669630433
3,0.638042158396444,0.36422804845941,0.957277922518784,0.957277922518786,0.811786893444737,0.811786893444737,0.280602470750518,0.853876987364689,0.828184588446046,0.573737629148668,0.310587623557661,0.837181994642562,0.845220419141387,0.389419519287536,0.759323503851027,0.759323503851027,0.828452247943928,0.828452247943928,0.415163048092132,0.415163048092132,0.80929822766536,0.809298227665361
4,0.597707802680439,0.343245644907311,0.94189332825077,0.941893328250771,0.773240697465116,0.773240697465116,0.267593136108116,0.817373363972028,0.789577849529217,0.538410827920296,0.29482529465064,0.798848266973013,0.807859963869036,0.367295552994301,0.720943941365896,0.720943941365896,0.789494351236747,0.789494351236747,0.388572071380492,0.388572071380492,0.768633365138278,0.768633365138279
5,0.563712839348085,0.326540694720624,0.925606121644759,0.925606121644761,0.737830630945009,0.737830630945009,0.257252359612667,0.78257804432499,0.753573780204306,0.509240898066471,0.282298637872308,0.762795539263071,0.772513657669909,0.349620328824505,0.686945863740234,0.686945863740234,0.753118362502919,0.753118362502919,0.367319968439832,0.367319968439831,0.731167989337129,0.73116798933713
6,0.534482028067686,0.312750330420235,0.908662540201909,0.908662540201911,0.705246655168521,0.705246655168521,0.248715739842602,0.749608085246998,0.720060536578706,0.484520850542554,0.271963305596706,0.729015314264562,0.73922786066878,0.334989683101388,0.656522890973004,0.656522890973004,0.719233688792681,0.719233688792681,0.349741728002561,0.34974172800256,0.696653697249136,0.696653697249138
7,0.508960840232901,0.301065566755489,0.891259144095989,0.891259144095991,0.675201288487998,0.675201288487998,0.241475785155335,0.718480212620693,0.688882577889004,0.463164086252231,0.26320451344704,0.69742480906997,0.707963995641999,0.322566199541228,0.629077064143973,0.629077064143973,0.687697145246227,0.687697145246227,0.334836004888269,0.334836004888269,0.664830308534398,0.6648303085344
8,0.486406356957637,0.290968234353857,0.873555957114711,0.873555957114714,0.647435165617917,0.647435165617917,0.235210017525185,0.689154411077794,0.659869615274567,0.44443506317971,0.255630874448574,0.667905397635185,0.6786388587799,0.311811460650603,0.604149361089025,0.604149361089025,0.658345354713146,0.658345354713146,0.32195513983067,0.32195513983067,0.63544692617256,0.635446926172562
9,0.46627476289705,0.282107260445492,0.855684672105928,0.855684672105931,0.621717252194662,0.621717252194662,0.229701244546301,0.661558970925089,0.632851119089952,0.427812525615172,0.248978433171974,0.640323377120576,0.651147050037502,0.302359521893906,0.581378277435453,0.581378277435453,0.631011311121075,0.631011311121075,0.310657033251456,0.310657033251456,0.608270629870368,0.60827062987037
10,0.448155878007593,0.274234262566874,0.837754237094673,0.837754237094676,0.597842963908328,0.597842963908328,0.224796495721489,0.635605483624583,0.607663579125656,0.412913675687682,0.243061104689272,0.614541494468075,0.625373901183708,0.293950783203039,0.56047337768365,0.56047337768365,0.605532910738356,0.605532910738356,0.300627062949023,0.300627062949023,0.58308941052048,0.583089410520482
11,0.431732740259149,0.267167354533537,0.819854915966463,0.819854915966466,0.57563156332148,0.57563156332148,0.220384141164306,0.611198011938138,0.584153932746768,0.399449245840477,0.237743000093014,0.590425345964525,0.601203023055813,0.286394702209192,0.541197534533489,0.541197534533489,0.581757184301542,0.581757184301542,0.291633759997874,0.291633759997874,0.559712357859883,0.559712357859884
12,0.416755467663975,0.260769551297004,0.802061389965152,0.802061389965155,0.554923436263277,0.554923436263277,0.216380333119066,0.588238732159496,0.562180911564905,0.387195453264104,0.232922000232407,0.567846824973782,0.578520678874128,0.279547482471106,0.523354535029743,0.523354535029743,0.559542159417792,0.559542159417792,0.283502142432727,0.283502142432727,0.537968565240553,0.537968565240555
13,0.403023707612077,0.254935246846019,0.784435215275619,0.784435215275623,0.535577507831044,0.535577507831044,0.212720564120187,0.566631376866016,0.541615251433123,0.37597573749813,0.228519514457818,0.546685834465595,0.557218236884611,0.273298067038913,0.506780164560955,0.506780164560955,0.538757403830333,0.538757403830333,0.276096901540913,0.276096901540913,0.51770548916003,0.517705489160032
14,0.390374479900157,0.249581403259889,0.767026823391548,0.767026823391551,0.517468899789724,0.517468899789724,0.209354192254069,0.546283280830538,0.522339293183878,0.365648445668019,0.224473831578771,0.526830971815952,0.5371934442638,0.267558991268996,0.491335631891489,0.491335631891489,0.519283841857735,0.519283841857735,0.269311381632369,0.269311381632369,0.498787140064629,0.498787140064631
15,0.378673531986706,0.244641614369254,0.749877181084371,0.749877181084374,0.50048685679374,0.50048685679374,0.206240767213089,0.527106530657061,0.504246274546638,0.356098280323747,0.220735653825514,0.50817960845185,0.518350974671493,0.262260207452773,0.476902619472484,0.476902619472484,0.501013185298528,0.501013185298528,0.263060117887693,0.263060117887692,0.481092294258935,0.481092294258937
16,0.367809052091056,0.240061990594292,0.733019186874473,0.733019186874477,0.484532934523664,0.484532934523664,0.203347492026191,0.509018537550157,0.487239485792107,0.347230208961905,0.217265009025602,0.490637621213612,0.500602531051079,0.257344796115976,0.463379491468331,0.463379491468331,0.483847177580043,0.483847177580043,0.257273641102226,0.257273641102225,0.464512817972136,0.464512817972138
17,0.357687007080689,0.235798235258591,0.716478857093213,0.716478857093216,0.469519428095977,0.469519428095977,0.200647424872419,0.491942240397212,0.471231387756002,0.338965031186427,0.214029061742423,0.474118933117274,0.483866681390075,0.252765913965095,0.450678344553201,0.450678344553201,0.467696766901906,0.467696766901906,0.251894772796578,0.251894772796577,0.448952141872381,0.448952141872383
18,0.348227625687511,0.231813522398182,0.70027633983437,0.700276339834374,0.455368014029829,0.455368014029829,0.198118177048836,0.475806075057683,0.456142747475675,0.331236090333238,0.21100052755138,0.458544960538666,0.468068540465231,0.248484575144803,0.438722683758896,0.438722683758896,0.452481274880574,0.452481274880574,0.246875927203162,0.246875927203162,0.434323896321483,0.434323896321485
19,0.339362705303941,0.228076927007885,0.684426785543198,0.684426785543202,0.442008578664499,0.442008578664499,0.19574095190409,0.46054379959989,0.441901820921887,0.323986792750536,0.208156502078054,0.443844026165682,0.453139369600372,0.244468007767807,0.427445569480395,0.427445569480395,0.43812759767548,0.43812759767548,0.24217710988747,0.24217710988747,0.42055070321723,0.420550703217232
20,0.331033521519683,0.22456224432154,0.668941096581388,0.668941096581392,0.429378207682833,0.429378207682833,0.193499823262554,0.446094234900908,0.428443597011381,0.31716870819016,0.205477581526215,0.429950773422259,0.43901614014432,0.240688416148635,0.416788124737443,0.416788124737443,0.424569458801549,0.424569458801549,0.237764408600552,0.237764408600551,0.407563113303475,0.407563113303477
21,0.323189185762908,0.221247088333899,0.653826573635388,0.653826573635393,0.417420314015941,0.417420314015941,0.191381185359787,0.432400959877825,0.415709108066412,0.310740095584671,0.202947192057873,0.416805603146436,0.425641089324774,0.2371220346369,0.406698321405069,0.406698321405069,0.41174672216785,0.41174672216785,0.233608838504499,0.233608838504499,0.3952986749764,0.395298674976402
22,0.315785340817483,0.218112194210855,0.639087473596785,0.63908747359679,0.406083884231499,0.406083884231499,0.189373327756593,0.419411987124925,0.403644806673429,0.304664745070246,0.200551071424892,0.404354143880872,0.412961286028764,0.233748394628714,0.397129984930263,0.397129984930263,0.399604767566243,0.399604767566243,0.229685446835059,0.229685446835059,0.383701119991385,0.383701119991387
23,0.308783114372928,0.215140871876814,0.624725491111542,0.624725491111546,0.395322826226985,0.395322826226985,0.187466102757674,0.407079435646049,0.392202005996428,0.298911058421547,0.198276863331599,0.392546761210603,0.400928216816118,0.230549749828136,0.388041971923629,0.388041971923629,0.388093927194322,0.388093927194322,0.225972610389496,0.225972610389496,0.372719652011663,0.372719652011665
24,0.302148271928446,0.212318573267804,0.610740174107787,0.610740174107791,0.385095403521727,0.385095403521727,0.18565066227369,0.395359211238142,0.381336379113477,0.293451311510877,0.196113796450273,0.38133810790419,0.389497397758942,0.227510620622439,0.379397485811817,0.379397485811817,0.37716897980629,0.37716897980629,0.222451478305513,0.222451478305513,0.362308325034269,0.362308325034271
25,0.2958505253546,0.209632546136625,0.597129282105205,0.597129282105209,0.375363743620798,0.375363743620798,0.183919247489178,0.384210700942552,0.371007512308432,0.288261057353234,0.194052427824439,0.370686714380846,0.378628014656315,0.224617429251052,0.371163503685393,0.371163503685393,0.366788698106287,0.366788698106287,0.219105525687269,0.219105525687269,0.352425500042764,0.352425500042766
26,0.289862964179018,0.207071554531755,0.583889094877142,0.583889094877146,0.366093409809135,0.366093409809135,0.182265019159189,0.373596485196329,0.361178507117549,0.283318638885427,0.192084435822627,0.360554617723305,0.368282592236163,0.221858204983318,0.36331029340319,0.36331029340319,0.35691544463275,0.35691544463275,0.215920192768909,0.215920192768909,0.343033369585073,0.343033369585075
27,0.284161584498671,0.204625651185857,0.571014678009998,0.571014678010002,0.357253027346669,0.357253027346669,0.180681919504044,0.363482069456889,0.351815626087621,0.278604788233378,0.190202451635835,0.350907026750413,0.358426691753191,0.219222343852056,0.35581100448365,0.35581100448365,0.347514811379874,0.347514811379874,0.212882590778691,0.212882590778691,0.334097541261829,0.334097541261831
28,0.278724896197368,0.202285990716469,0.558500111036446,0.55850011103645,0.348813956404704,0.348813956404704,0.179164558923644,0.353835635848042,0.342887977515117,0.274102294759173,0.188399921054569,0.341712020337495,0.34902863567545,0.216700411316758,0.348641319720002,0.348641319720002,0.338555298606605,0.338555298606605,0.209981260318499,0.209981260318499,0.325586672289934,0.325586672289935
29,0.273533593453433,0.200044675205341,0.546338683077005,0.546338683077009,0.340750005241803,0.340750005241803,0.177708122386248,0.344627814584236,0.334367234822834,0.269795728260311,0.186670990251362,0.332940276084281,0.34005925775686,0.214283979013104,0.341779157077259,0.341779157077259,0.330008028596974,0.330008028596974,0.207205971460086,0.207205971460086,0.317472148360429,0.317472148360431
30,0.268570276766813,0.19789462568174,0.534523060285231,0.534523060285235,0.333037178094556,0.333037178094556,0.176308291546007,0.335831474435777,0.326227386642175,0.265671206735058,0.185010410756292,0.324564826486757,0.331491676607614,0.211965488793745,0.335204413464085,0.335204413464085,0.321846490497641,0.321846490497641,0.204547557254638,0.204547557254638,0.309727800937636,0.309727800937638
31,0.263819217203148,0.195829474491788,0.52304542883804,0.523045428838044,0.325653453082087,0.325653453082087,0.174961179534356,0.327421531206158,0.318444514076269,0.261716200418513,0.183413459898824,0.316560839910137,0.323301090824079,0.209738138789876,0.328898743565572,0.328898743565572,0.314046312732604,0.314046312732604,0.2019977742112,0.2019977742112,0.30232965795477,0.302329657954771
32,0.259266155447144,0.193843474630603,0.511897616731156,0.51189761673116,0.318578586117131,0.318578586117131,0.173663276038911,0.319374773038013,0.31099659200531,0.257919365535896,0.181875873804503,0.308905423845978,0.315464593774272,0.207595787369725,0.3228453681796,0.3228453681796,0.306585059859668,0.306585059859668,0.199549184698808,0.199549184698808,0.295255723560392,0.295255723560394
33,0.25489812972465,0.191931422944654,0.501071197220099,0.501071197220103,0.311793937401706,0.311793937401706,0.172411400790284,0.31166970130122,0.303863311652477,0.254270402556363,0.180393790652966,0.30157744814218,0.307961006220544,0.205532871740854,0.317028907497725,0.317028907497725,0.299442051076504,0.299442051076504,0.197195057290565,0.197195057290565,0.288485783172213,0.288485783172215
34,0.250703327797659,0.190088594747791,0.490557576380856,0.49055757638086,0.305282317579256,0.305282317579256,0.171202663964875,0.304286385813792,0.29702592195303,0.25075993476509,0.178963702376601,0.294557386104431,0.300770725075238,0.203544338610386,0.311435235570002,0.311435235570002,0.292598197900067,0.292598197900067,0.194929281883337,0.194929281883337,0.282001230611837,0.282001230611838
35,0.2466709591365,0.18831068788561,0.480348066944568,0.480348066944572,0.299027851032577,0.299027851032577,0.170034432310753,0.297206333181818,0.29046708756031,0.247379403778357,0.177582413344,0.28782717157186,0.293875586713037,0.20162558483297,0.306051352835694,0.306051352835694,0.286035858829576,0.286035858829576,0.192746297057294,0.192746297057293,0.275784914537376,0.275784914537377
36,0.242791144086004,0.186593774665108,0.470433950281102,0.470433950281105,0.293015854170175,0.293015854170175,0.168904300036392,0.290412367103631,0.284170761581539,0.244120979260434,0.176247004856194,0.281370070262892,0.287258743395797,0.199772406377916,0.300865274121991,0.300865274121991,0.279738709060223,0.279738709060223,0.19064102763091,0.190641027630909,0.26982100177062,0.269821001770621
37,0.239054817410245,0.184934260366501,0.460806528162298,0.460806528162302,0.287232726843336,0.287232726843336,0.167810063684261,0.283888519555617,0.278122071365704,0.240977480602974,0.174954804506069,0.275170563866356,0.280904551495802,0.197980954262203,0.295865929936322,0.295865929936322,0.273691623543601,0.273691623543601,0.18860883075291,0.18860883075291,0.264094855440712,0.264094855440713
38,0.235453644055714,0.183328847290835,0.451457165722535,0.451457165722539,0.281665855290779,0.281665855290779,0.166749700355182,0.277619931855437,0.272307215868043,0.23794230872728,0.173703359626953,0.269214245516832,0.274798470327912,0.196247696345149,0.291043079224306,0.291043079224306,0.267880571893466,0.267880571893466,0.186645449177653,0.186645449177653,0.258592926144962,0.258592926144964
39,0.23197994533999,0.18177450348536,0.44237732684814,0.442377326848143,0.276303525224445,0.276303525224445,0.165721348763658,0.271592764678474,0.266713373293338,0.235009386490309,0.172490414195878,0.263487725441696,0.268926970517798,0.194569384078736,0.286387232050328,0.286387232050328,0.262292523814341,0.262292523814341,0.184746970613239,0.184746970613239,0.253302654566332,0.253302654566334
40,0.22862663407077,0.180268435439238,0.433558603064863,0.433558603064867,0.271134843854874,0.271134843854874,0.164723292695781,0.265794116181954,0.261328617876151,0.232173106433572,0.171313888668594,0.257978545700927,0.263277450941422,0.192943023466227,0.281889580893154,0.281889580893154,0.256915363887796,0.256915363887796,0.182909792226019,0.182909792226019,0.248212384192144,0.248212384192145
41,0.225387157342866,0.178808064163427,0.42499273685104,0.424992736851043,0.266149669812606,0.266149669812606,0.163753946514867,0.260211947466538,0.256141844792695,0.229428284823568,0.170171862313153,0.252675103060332,0.25783816336974,0.191365849609484,0.277541939444336,0.277541939444336,0.251737814689541,0.251737814689541,0.181130589541764,0.181130589541764,0.243311282954676,0.243311282954678
42,0.222255445959733,0.177391004166695,0.416671640180685,0.416671640180689,0.26133855005741,0.26133855005741,0.162811842419437,0.254835014676196,0.251142702318657,0.226770121103107,0.169062557681502,0.247566579145484,0.252598144042403,0.189835304328861,0.273336687959982,0.273336687959982,0.246749367331809,0.246749367331809,0.179406289110608,0.179406289110608,0.238589272765841,0.238589272765842
43,0.219225869589807,0.176015044919553,0.408587408993312,0.408587408993316,0.256692662983301,0.256692662983301,0.161895619206533,0.249652807103192,0.246321530451919,0.224194162012734,0.167984326917591,0.242642877118508,0.247547151475313,0.188349016423747,0.269266724352693,0.269266724352693,0.241940218631884,0.241940218631884,0.177734044406146,0.177734044406146,0.234036966048595,0.234036966048597
44,0.216293196903389,0.174678134463235,0.400732334193695,0.400732334193698,0.252203767027259,0.252203767027259,0.161004012332948,0.244655490725867,0.241669305310785,0.221696269756569,0.166935639648766,0.237894564204022,0.242675609879941,0.18690478421081,0.265325420324903,0.265325420324903,0.237301214200955,0.237301214200955,0.176111214513586,0.176111214513586,0.229645608480382,0.229645608480383
45,0.21345256004821,0.173378364874466,0.393098909703404,0.393098909703407,0.247864154175653,0.247864154175653,0.160135845099393,0.239833856662644,0.237177588698524,0.219272593682049,0.165915072246913,0.233312819465128,0.237974557637739,0.185500560033615,0.26150658194132,0.26150658194132,0.232823796829284,0.232823796829284,0.174535345231374,0.174535345231374,0.225407027261131,0.225407027261132
