"phy","focal","t143","t220","t96","t219","t62","t138","t293","t117","t14","t176","t82","t273","t38","t112","t64","t84","t228","t184","t284","t193","t190","t3","t59","t130","t269","t86","t300","t250","t153","t168","t151","t232","t8","t174","t121","t150","t200","t275","t110","t245","t155","t240","t213","t252","t58","t68","t182","t10","t254","t122","t39","t2","t266","t109","t78","t278","t73","t202","t98","t160","t218","t255","t287"
2,"t220",0.430071748527805,0.950852493227362,0.430071748527805,0.430071748527805,0.430071748527805,0.589256323452298,0.318401074972972,0.430071748527805,0.318401074972972,0.430071748527805,0.589256323452298,0.453922361088129,0.430071748527805,0.430071748527805,0.318401074972972,0.430071748527805,0.430071748527805,0.430071748527805,0.432011748796158,0.432011748796158,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.318401074972972,0.430071748527805,0.318401074972972,0.318401074972972,0.589256323452298,0.589256323452298,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.318401074972972,0.430071748527805,0.430071748527805,0.339525851494901,0.430071748527805,0.430071748527805,0.318401074972972,0.318401074972972,0.318401074972972,0.339525851494901,0.339525851494901,0.318401074972972,0.318401074972972,0.430071748527805,0.432011748796158,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.430071748527805,0.318401074972972,0.318401074972972,0.318401074972972,0.318401074972972,0.318401074972972,0.430071748527805,0.318401074972972
2,"t96",0.425074501911819,0.416183468454617,0.649199846763098,0.4182221335122,0.4182221335122,0.416183468454617,0.382373207407988,0.425074501911819,0.382373207407988,0.421182287444125,0.416183468454617,0.416183468454617,0.425074501911819,0.4182221335122,0.382373207407988,0.421182287444125,0.4182221335122,0.421182287444125,0.416183468454617,0.416183468454617,0.4182221335122,0.425074501911819,0.421182287444125,0.4182221335122,0.382373207407988,0.444574891642994,0.382373207407988,0.382373207407988,0.416183468454617,0.416183468454617,0.4182221335122,0.4182221335122,0.4182221335122,0.421182287444125,0.425074501911819,0.444574891642994,0.382373207407988,0.421182287444125,0.425074501911819,0.389042560343804,0.4182221335122,0.425074501911819,0.382373207407988,0.382373207407988,0.382373207407988,0.389042560343804,0.389042560343804,0.382373207407988,0.382373207407988,0.425074501911819,0.416183468454617,0.425074501911819,0.425074501911819,0.425074501911819,0.444574891642994,0.4182221335122,0.382373207407988,0.382373207407988,0.382373207407988,0.382373207407988,0.382373207407988,0.4182221335122,0.382373207407988
2,"t219",0.421141561486852,0.418263482461859,0.421141561486852,0.733924530291542,0.425307962327781,0.418263482461859,0.370827826958263,0.421141561486852,0.370827826958263,0.421141561486852,0.418263482461859,0.418263482461859,0.421141561486852,0.442988686374856,0.370827826958263,0.421141561486852,0.442988686374856,0.421141561486852,0.418263482461859,0.418263482461859,0.439799772832368,0.421141561486852,0.421141561486852,0.439799772832368,0.370827826958263,0.421141561486852,0.370827826958263,0.370827826958263,0.418263482461859,0.418263482461859,0.442988686374856,0.442988686374856,0.442988686374856,0.421141561486852,0.421141561486852,0.421141561486852,0.370827826958263,0.421141561486852,0.421141561486852,0.380130426390719,0.442988686374856,0.421141561486852,0.370827826958263,0.370827826958263,0.370827826958263,0.380130426390719,0.380130426390719,0.370827826958263,0.370827826958263,0.421141561486852,0.418263482461859,0.421141561486852,0.421141561486852,0.421141561486852,0.421141561486852,0.439799772832368,0.370827826958263,0.370827826958263,0.370827826958263,0.370827826958263,0.370827826958263,0.439799772832368,0.370827826958263
2,"t138",0.425139288395652,0.598299656558385,0.425139288395652,0.425139288395652,0.425139288395652,0.962074449317493,0.30484887334334,0.425139288395652,0.30484887334334,0.425139288395652,0.735916781419584,0.451079837374573,0.425139288395652,0.425139288395652,0.30484887334334,0.425139288395652,0.425139288395652,0.425139288395652,0.427247394027411,0.427247394027411,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.30484887334334,0.425139288395652,0.30484887334334,0.30484887334334,0.735916781419584,0.735916781419584,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.30484887334334,0.425139288395652,0.425139288395652,0.327392431023735,0.425139288395652,0.425139288395652,0.30484887334334,0.30484887334334,0.30484887334334,0.327392431023735,0.327392431023735,0.30484887334334,0.30484887334334,0.425139288395652,0.427247394027411,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.425139288395652,0.30484887334334,0.30484887334334,0.30484887334334,0.30484887334334,0.30484887334334,0.425139288395652,0.30484887334334
2,"t293",0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.932200615058334,0.366779013161449,0.46863826904974,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.435719549247735,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.435719549247735,0.366779013161449,0.435719549247735,0.435719549247735,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.551098228801192,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.435719549247735,0.717742808233403,0.46863826904974,0.366779013161449,0.366779013161449,0.551098228801192,0.551098228801192,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.366779013161449,0.435719549247735,0.435719549247735,0.551098228801192,0.551098228801192,0.551098228801192,0.366779013161449,0.551098228801192
2,"t117",0.410614241166164,0.412638359507045,0.41158447272011,0.412396092458507,0.412396092458507,0.412638359507045,0.416719484262384,0.385371547222934,0.416719484262384,0.412044982771923,0.412638359507045,0.412638359507045,0.410114166835608,0.412396092458507,0.416719484262384,0.412044982771923,0.412396092458507,0.412044982771923,0.412638359507045,0.412638359507045,0.412396092458507,0.405525004781815,0.412044982771923,0.412396092458507,0.416719484262384,0.41158447272011,0.416719484262384,0.416719484262384,0.412638359507045,0.412638359507045,0.412396092458507,0.412396092458507,0.412396092458507,0.412044982771923,0.405525004781815,0.41158447272011,0.416719484262384,0.412044982771923,0.410114166835608,0.415903966783245,0.412396092458507,0.406099464776198,0.416719484262384,0.416719484262384,0.416719484262384,0.415903966783245,0.415903966783245,0.416719484262384,0.416719484262384,0.405525004781815,0.412638359507045,0.410614241166164,0.410614241166164,0.410114166835608,0.41158447272011,0.412396092458507,0.416719484262384,0.416719484262384,0.416719484262384,0.416719484262384,0.416719484262384,0.412396092458507,0.416719484262384
2,"t14",0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.4529648978887,0.387789143524748,0.826566489594086,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.432070028982233,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.432070028982233,0.387789143524748,0.432070028982233,0.432070028982233,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.4529648978887,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.432070028982233,0.4529648978887,0.621747767918104,0.387789143524748,0.387789143524748,0.4529648978887,0.4529648978887,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.387789143524748,0.432070028982233,0.432070028982233,0.4529648978887,0.4529648978887,0.4529648978887,0.387789143524748,0.4529648978887
2,"t176",0.412249543027467,0.412590752601693,0.412249543027467,0.412451449246172,0.412451449246172,0.412590752601693,0.414935880803025,0.412249543027467,0.414935880803025,0.396835937403375,0.412590752601693,0.412590752601693,0.412249543027467,0.412451449246172,0.414935880803025,0.409815143516249,0.412451449246172,0.406732700002099,0.412590752601693,0.412590752601693,0.412451449246172,0.412249543027467,0.411342755746693,0.412451449246172,0.414935880803025,0.412249543027467,0.414935880803025,0.414935880803025,0.412590752601693,0.412590752601693,0.412451449246172,0.412451449246172,0.412451449246172,0.409815143516249,0.412249543027467,0.412249543027467,0.414935880803025,0.406732700002099,0.412249543027467,0.414467485192493,0.412451449246172,0.412249543027467,0.414935880803025,0.414935880803025,0.414935880803025,0.414467485192493,0.414467485192493,0.414935880803025,0.414935880803025,0.412249543027467,0.412590752601693,0.412249543027467,0.412249543027467,0.412249543027467,0.412249543027467,0.412451449246172,0.414935880803025,0.414935880803025,0.414935880803025,0.414935880803025,0.414935880803025,0.412451449246172,0.414935880803025
2,"t82",0.423585711356848,0.595777811939507,0.423585711356848,0.423585711356848,0.423585711356848,0.733153540394964,0.304153680292528,0.423585711356848,0.304153680292528,0.423585711356848,0.961070324576466,0.449352016689077,0.423585711356848,0.423585711356848,0.304153680292528,0.423585711356848,0.423585711356848,0.423585711356848,0.425679408647099,0.425679408647099,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.304153680292528,0.423585711356848,0.304153680292528,0.304153680292528,0.775454327861931,0.775454327861931,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.304153680292528,0.423585711356848,0.423585711356848,0.326534901529339,0.423585711356848,0.423585711356848,0.304153680292528,0.304153680292528,0.304153680292528,0.326534901529339,0.326534901529339,0.304153680292528,0.304153680292528,0.423585711356848,0.425679408647099,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.423585711356848,0.304153680292528,0.304153680292528,0.304153680292528,0.304153680292528,0.304153680292528,0.423585711356848,0.304153680292528
2,"t38",0.415899933731042,0.412938428117501,0.414479061505528,0.413292334435267,0.413292334435267,0.412938428117501,0.406999562458859,0.416633221460043,0.406999562458859,0.413805508321027,0.412938428117501,0.412938428117501,0.453695860130313,0.413292334435267,0.406999562458859,0.413805508321027,0.413292334435267,0.413805508321027,0.412938428117501,0.412938428117501,0.413292334435267,0.416633221460043,0.413805508321027,0.413292334435267,0.406999562458859,0.414479061505528,0.406999562458859,0.406999562458859,0.412938428117501,0.412938428117501,0.413292334435267,0.413292334435267,0.413292334435267,0.413805508321027,0.416633221460043,0.414479061505528,0.406999562458859,0.413805508321027,0.425676426119211,0.408182840879445,0.413292334435267,0.416633221460043,0.406999562458859,0.406999562458859,0.406999562458859,0.408182840879445,0.408182840879445,0.406999562458859,0.406999562458859,0.416633221460043,0.412938428117501,0.415899933731042,0.415899933731042,0.422517996130357,0.414479061505528,0.413292334435267,0.406999562458859,0.406999562458859,0.406999562458859,0.406999562458859,0.406999562458859,0.413292334435267,0.406999562458859
