"phy","focal","t143","t44","t29","t98","t220","t45","t14","t141","t195","t278","t231","t68","t134","t282","t268","t47","t93","t128","t79","t52","t292","t271","t86","t122","t272","t295","t166","t159","t226","t176","t192","t215","t5","t81","t163","t162","t78","t182","t202","t37","t290","t255","t121","t140","t35","t71","t123","t26","t63","t261","t289","t60","t165","t270","t38"
3,"t292",0.404466504619199,0.391880511029559,0.398751586386958,0.398751586386958,0.400234097145484,0.388984113913733,0.388984113913733,0.388984113913733,0.398751586386958,0.398751586386958,0.412373316410923,0.388984113913733,0.398751586386958,0.398751586386958,0.398751586386958,0.398751586386958,0.388984113913733,0.398751586386958,0.383939308371457,0.398751586386958,0.502469989880256,0.398751586386958,0.383939308371457,0.383939308371457,0.412373316410923,0.400234097145484,0.388984113913733,0.398751586386958,0.388984113913733,0.398751586386958,0.391880511029559,0.383939308371457,0.398751586386958,0.453860604036271,0.398751586386958,0.388984113913733,0.388984113913733,0.412373316410923,0.398751586386958,0.398751586386958,0.398751586386958,0.445117322931731,0.400234097145484,0.400234097145484,0.398751586386958,0.398751586386958,0.383939308371457,0.398751586386958,0.398751586386958,0.398751586386958,0.398751586386958,0.400234097145484,0.398751586386958,0.398751586386958,0.383939308371457
3,"t271",0.389106228457376,0.271405464972121,0.394706815082365,0.394706815082365,0.389106228457376,0.228884772329622,0.228884772329622,0.228884772329622,0.394706815082365,0.394706815082365,0.389106228457376,0.228884772329622,0.442311122868539,0.960032086107374,0.626591781531952,0.394706815082365,0.228884772329622,0.442311122868539,0.166355630661912,0.394706815082365,0.389106228457376,0.999387389862309,0.166355630661912,0.166355630661912,0.389106228457376,0.389106228457376,0.228884772329622,0.626591781531952,0.228884772329622,0.394706815082365,0.271405464972121,0.166355630661912,0.394706815082365,0.389106228457376,0.442311122868539,0.228884772329622,0.228884772329622,0.389106228457376,0.394706815082365,0.394706815082365,0.394706815082365,0.389106228457376,0.389106228457376,0.389106228457376,0.626591781531952,0.626591781531952,0.166355630661912,0.394706815082365,0.394706815082365,0.394706815082365,0.442311122868539,0.389106228457376,0.984445544452217,0.984445544452217,0.166355630661912
3,"t159",0.389343565062126,0.271636528744888,0.394943581277144,0.394943581277144,0.389343565062126,0.229103717358615,0.229103717358615,0.229103717358615,0.394943581277144,0.394943581277144,0.389343565062126,0.229103717358615,0.442540274912562,0.626753598576851,0.931985068450403,0.394943581277144,0.229103717358615,0.442540274912562,0.166545127851941,0.394943581277144,0.389343565062126,0.626753598576851,0.166545127851941,0.166545127851941,0.389343565062126,0.389343565062126,0.229103717358615,0.999386479159949,0.229103717358615,0.394943581277144,0.271636528744888,0.166545127851941,0.394943581277144,0.389343565062126,0.442540274912562,0.229103717358615,0.229103717358615,0.389343565062126,0.394943581277144,0.394943581277144,0.394943581277144,0.389343565062126,0.389343565062126,0.389343565062126,0.992821379488761,0.992821379488761,0.166545127851941,0.394943581277144,0.394943581277144,0.394943581277144,0.442540274912562,0.389343565062126,0.626753598576851,0.626753598576851,0.166545127851941
3,"t226",0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.628435725389689,0.5534970859877,0.5534970859877,0.355521489423244,0.355521489423244,0.355521489423244,0.5534970859877,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.73035304885704,0.355521489423244,0.289634777754289,0.355521489423244,0.355521489423244,0.355521489423244,0.289634777754289,0.289634777754289,0.355521489423244,0.355521489423244,0.767749049578464,0.355521489423244,0.997431223963876,0.355521489423244,0.355521489423244,0.289634777754289,0.355521489423244,0.355521489423244,0.355521489423244,0.628435725389689,0.628435725389689,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.289634777754289,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.355521489423244,0.289634777754289
3,"t162",0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.737624280202774,0.492659497021491,0.492659497021491,0.358324085301939,0.358324085301939,0.358324085301939,0.492659497021491,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.545610865103531,0.358324085301939,0.312335625891244,0.358324085301939,0.358324085301939,0.358324085301939,0.312335625891244,0.312335625891244,0.358324085301939,0.358324085301939,0.545610865103531,0.358324085301939,0.545610865103531,0.358324085301939,0.358324085301939,0.312335625891244,0.358324085301939,0.358324085301939,0.358324085301939,0.980116484671635,0.960470981273738,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.312335625891244,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.358324085301939,0.312335625891244
3,"t78",0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.737624280202778,0.492659497021495,0.492659497021495,0.358324085301942,0.358324085301942,0.358324085301942,0.492659497021495,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.545610865103535,0.358324085301942,0.312335625891245,0.358324085301942,0.358324085301942,0.358324085301942,0.312335625891245,0.312335625891245,0.358324085301942,0.358324085301942,0.545610865103535,0.358324085301942,0.545610865103535,0.358324085301942,0.358324085301942,0.312335625891245,0.358324085301942,0.358324085301942,0.358324085301942,0.960470981273739,0.980116484671636,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.312335625891245,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.358324085301942,0.312335625891245
3,"t35",0.389056421972299,0.272221662858683,0.394611403378384,0.394611403378384,0.389056421972299,0.229938080005702,0.229938080005702,0.229938080005702,0.394611403378384,0.394611403378384,0.389056421972299,0.229938080005702,0.441822556458785,0.624710023785109,0.93038156645734,0.394611403378384,0.229938080005702,0.441822556458785,0.167630620498578,0.394611403378384,0.389056421972299,0.624710023785109,0.167630620498578,0.167630620498578,0.389056421972299,0.389056421972299,0.229938080005702,0.9925085331861,0.229938080005702,0.394611403378384,0.272221662858683,0.167630620498578,0.394611403378384,0.389056421972299,0.441822556458785,0.229938080005702,0.229938080005702,0.389056421972299,0.394611403378384,0.394611403378384,0.394611403378384,0.389056421972299,0.389056421972299,0.389056421972299,0.999347184560527,0.998725915095279,0.167630620498578,0.394611403378384,0.394611403378384,0.394611403378384,0.441822556458785,0.389056421972299,0.624710023785109,0.624710023785109,0.167630620498578
3,"t71",0.389056421972298,0.272221662858682,0.394611403378383,0.394611403378383,0.389056421972298,0.229938080005702,0.229938080005702,0.229938080005702,0.394611403378383,0.394611403378383,0.389056421972298,0.229938080005702,0.441822556458785,0.624710023785108,0.930381566457339,0.394611403378383,0.229938080005702,0.441822556458785,0.167630620498578,0.394611403378383,0.389056421972298,0.624710023785108,0.167630620498578,0.167630620498578,0.389056421972298,0.389056421972298,0.229938080005702,0.9925085331861,0.229938080005702,0.394611403378383,0.272221662858682,0.167630620498578,0.394611403378383,0.389056421972298,0.441822556458785,0.229938080005702,0.229938080005702,0.389056421972298,0.394611403378383,0.394611403378383,0.394611403378383,0.389056421972298,0.389056421972298,0.389056421972298,0.998725915095279,0.999347184560527,0.167630620498578,0.394611403378383,0.394611403378383,0.394611403378383,0.441822556458785,0.389056421972298,0.624710023785108,0.624710023785108,0.167630620498578
3,"t26",0.389889414640616,0.356971048344426,0.416642793051945,0.392702881273448,0.389889414640616,0.343411204118192,0.343411204118192,0.343411204118192,0.416642793051945,0.416642793051945,0.389889414640616,0.343411204118192,0.39135728504125,0.39135728504125,0.39135728504125,0.416642793051945,0.343411204118192,0.39135728504125,0.320316773004968,0.416642793051945,0.389889414640616,0.39135728504125,0.320316773004968,0.320316773004968,0.389889414640616,0.389889414640616,0.343411204118192,0.39135728504125,0.343411204118192,0.541259167574272,0.356971048344426,0.320316773004968,0.416642793051945,0.389889414640616,0.39135728504125,0.343411204118192,0.343411204118192,0.389889414640616,0.392702881273448,0.494546809572531,0.541259167574272,0.389889414640616,0.389889414640616,0.389889414640616,0.39135728504125,0.39135728504125,0.320316773004968,0.833629527718344,0.809835957463515,0.392702881273448,0.39135728504125,0.389889414640616,0.39135728504125,0.39135728504125,0.320316773004968
3,"t63",0.389889414640616,0.356971048344426,0.416642793051945,0.392702881273448,0.389889414640616,0.343411204118193,0.343411204118193,0.343411204118193,0.416642793051945,0.416642793051945,0.389889414640616,0.343411204118193,0.39135728504125,0.39135728504125,0.39135728504125,0.416642793051945,0.343411204118193,0.39135728504125,0.320316773004968,0.416642793051945,0.389889414640616,0.39135728504125,0.320316773004968,0.320316773004968,0.389889414640616,0.389889414640616,0.343411204118193,0.39135728504125,0.343411204118193,0.541259167574272,0.356971048344426,0.320316773004968,0.416642793051945,0.389889414640616,0.39135728504125,0.343411204118193,0.343411204118193,0.389889414640616,0.392702881273448,0.494546809572531,0.541259167574272,0.389889414640616,0.389889414640616,0.389889414640616,0.39135728504125,0.39135728504125,0.320316773004968,0.809835957463515,0.833629527718344,0.392702881273448,0.39135728504125,0.389889414640616,0.39135728504125,0.39135728504125,0.320316773004968
3,"t165",0.388439909371781,0.272626012548847,0.393943288337652,0.393943288337652,0.388439909371781,0.230647498627608,0.230647498627608,0.230647498627608,0.393943288337652,0.393943288337652,0.388439909371781,0.230647498627608,0.440715791896683,0.957523633975404,0.622136157943259,0.393943288337652,0.230647498627608,0.440715791896683,0.168670257048979,0.393943288337652,0.388439909371781,0.983177094695945,0.168670257048979,0.168670257048979,0.388439909371781,0.388439909371781,0.230647498627608,0.622136157943259,0.230647498627608,0.393943288337652,0.272626012548847,0.168670257048979,0.393943288337652,0.388439909371781,0.440715791896683,0.230647498627608,0.230647498627608,0.388439909371781,0.393943288337652,0.393943288337652,0.393943288337652,0.388439909371781,0.388439909371781,0.388439909371781,0.622136157943259,0.622136157943259,0.168670257048979,0.393943288337652,0.393943288337652,0.393943288337652,0.440715791896683,0.388439909371781,0.999299603737263,0.999005864003063,0.168670257048979
3,"t270",0.388439909371781,0.272626012548847,0.393943288337652,0.393943288337652,0.388439909371781,0.230647498627608,0.230647498627608,0.230647498627608,0.393943288337652,0.393943288337652,0.388439909371781,0.230647498627608,0.440715791896683,0.957523633975404,0.622136157943259,0.393943288337652,0.230647498627608,0.440715791896683,0.168670257048979,0.393943288337652,0.388439909371781,0.983177094695945,0.168670257048979,0.168670257048979,0.388439909371781,0.388439909371781,0.230647498627608,0.622136157943259,0.230647498627608,0.393943288337652,0.272626012548847,0.168670257048979,0.393943288337652,0.388439909371781,0.440715791896683,0.230647498627608,0.230647498627608,0.388439909371781,0.393943288337652,0.393943288337652,0.393943288337652,0.388439909371781,0.388439909371781,0.388439909371781,0.622136157943259,0.622136157943259,0.168670257048979,0.393943288337652,0.393943288337652,0.393943288337652,0.440715791896683,0.388439909371781,0.999005864003063,0.999299603737263,0.168670257048979
