"phy","focal","t143","t44","t29","t98","t220","t45","t14","t141","t195","t278","t231","t68","t134","t282","t268","t47","t93","t128","t79","t52","t292","t271","t86","t122","t272","t295","t166","t159","t226","t176","t192","t215","t5","t81","t163","t162","t78","t182","t202","t37","t290","t255","t121","t140","t35","t71","t123","t26","t63","t261","t289","t60","t165","t270","t38"
3,"t29",0.405849950939202,0.348980372509719,0.959492269656002,0.410763856120237,0.405849950939202,0.326042028076301,0.326042028076301,0.326042028076301,0.482722407534791,0.482722407534791,0.405849950939202,0.326042028076301,0.40841297167844,0.40841297167844,0.40841297167844,0.482722407534791,0.326042028076301,0.40841297167844,0.287912429888544,0.482722407534791,0.405849950939202,0.40841297167844,0.287912429888544,0.287912429888544,0.405849950939202,0.405849950939202,0.326042028076301,0.40841297167844,0.326042028076301,0.452727089784922,0.348980372509719,0.287912429888544,0.482722407534791,0.405849950939202,0.40841297167844,0.326042028076301,0.326042028076301,0.405849950939202,0.410763856120237,0.452727089784922,0.452727089784922,0.405849950939202,0.405849950939202,0.405849950939202,0.40841297167844,0.40841297167844,0.287912429888544,0.452727089784922,0.452727089784922,0.410763856120237,0.40841297167844,0.405849950939202,0.40841297167844,0.40841297167844,0.287912429888544
3,"t220",0.408796878459202,0.372486723244428,0.40228649353849,0.40228649353849,0.808744687726123,0.360142188098196,0.360142188098196,0.360142188098196,0.40228649353849,0.40228649353849,0.408796878459202,0.360142188098196,0.40228649353849,0.40228649353849,0.40228649353849,0.40228649353849,0.360142188098196,0.40228649353849,0.339006096735296,0.40228649353849,0.408796878459202,0.40228649353849,0.339006096735296,0.339006096735296,0.408796878459202,0.46248465281848,0.360142188098196,0.40228649353849,0.360142188098196,0.40228649353849,0.372486723244428,0.339006096735296,0.40228649353849,0.408796878459202,0.40228649353849,0.360142188098196,0.360142188098196,0.408796878459202,0.40228649353849,0.40228649353849,0.40228649353849,0.408796878459202,0.46248465281848,0.46248465281848,0.40228649353849,0.40228649353849,0.339006096735296,0.40228649353849,0.40228649353849,0.40228649353849,0.40228649353849,0.46248465281848,0.40228649353849,0.40228649353849,0.339006096735296
3,"t14",0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.999896445030002,0.97247287565392,0.348919967170241,0.348919967170241,0.348919967170241,0.689710492391051,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535,0.254340993985535,0.348919967170241,0.348919967170241,0.642512571768744,0.348919967170241,0.642512571768744,0.348919967170241,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.642512571768744,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535
3,"t141",0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.97247287565392,0.999896445030002,0.348919967170241,0.348919967170241,0.348919967170241,0.689710492391051,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535,0.254340993985535,0.348919967170241,0.348919967170241,0.642512571768744,0.348919967170241,0.642512571768744,0.348919967170241,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.642512571768744,0.642512571768744,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.348919967170241,0.254340993985535
3,"t195",0.400789672135978,0.340197801797795,0.483213164680481,0.4060455837292,0.400789672135978,0.315918597254778,0.315918597254778,0.315918597254778,0.967866706850493,0.755989965156032,0.400789672135978,0.315918597254778,0.403530758239581,0.403530758239581,0.403530758239581,0.49640147434612,0.315918597254778,0.403530758239581,0.275835069524928,0.49640147434612,0.400789672135978,0.403530758239581,0.275835069524928,0.275835069524928,0.400789672135978,0.400789672135978,0.315918597254778,0.403530758239581,0.315918597254778,0.451014082639063,0.340197801797795,0.275835069524928,0.49640147434612,0.400789672135978,0.403530758239581,0.315918597254778,0.315918597254778,0.400789672135978,0.4060455837292,0.451014082639063,0.451014082639063,0.400789672135978,0.400789672135978,0.400789672135978,0.403530758239581,0.403530758239581,0.275835069524928,0.451014082639063,0.451014082639063,0.4060455837292,0.403530758239581,0.400789672135978,0.403530758239581,0.403530758239581,0.275835069524928
3,"t278",0.400789672135978,0.340197801797795,0.483213164680481,0.4060455837292,0.400789672135978,0.315918597254778,0.315918597254778,0.315918597254778,0.755989965156032,0.967866706850493,0.400789672135978,0.315918597254778,0.403530758239581,0.403530758239581,0.403530758239581,0.49640147434612,0.315918597254778,0.403530758239581,0.275835069524928,0.49640147434612,0.400789672135978,0.403530758239581,0.275835069524928,0.275835069524928,0.400789672135978,0.400789672135978,0.315918597254778,0.403530758239581,0.315918597254778,0.451014082639063,0.340197801797795,0.275835069524928,0.49640147434612,0.400789672135978,0.403530758239581,0.315918597254778,0.315918597254778,0.400789672135978,0.4060455837292,0.451014082639063,0.451014082639063,0.400789672135978,0.400789672135978,0.400789672135978,0.403530758239581,0.403530758239581,0.275835069524928,0.451014082639063,0.451014082639063,0.4060455837292,0.403530758239581,0.400789672135978,0.403530758239581,0.403530758239581,0.275835069524928
3,"t134",0.397846281231548,0.37417828926525,0.398895079977108,0.398895079977108,0.397846281231548,0.364329185956859,0.364329185956859,0.364329185956859,0.398895079977108,0.398895079977108,0.397846281231548,0.364329185956859,0.74018467277243,0.407667647675593,0.407667647675593,0.398895079977108,0.364329185956859,0.482407851843205,0.347384187902786,0.398895079977108,0.397846281231548,0.407667647675593,0.347384187902786,0.347384187902786,0.397846281231548,0.397846281231548,0.364329185956859,0.407667647675593,0.364329185956859,0.398895079977108,0.37417828926525,0.347384187902786,0.398895079977108,0.397846281231548,0.482407851843205,0.364329185956859,0.364329185956859,0.397846281231548,0.398895079977108,0.398895079977108,0.398895079977108,0.397846281231548,0.397846281231548,0.397846281231548,0.407667647675593,0.407667647675593,0.347384187902786,0.398895079977108,0.398895079977108,0.398895079977108,0.563347568118902,0.397846281231548,0.407667647675593,0.407667647675593,0.347384187902786
3,"t282",0.390724312065105,0.269187547495852,0.396522257060506,0.396522257060506,0.390724312065105,0.225568567842941,0.225568567842941,0.225568567842941,0.396522257060506,0.396522257060506,0.390724312065105,0.225568567842941,0.445811578437111,0.999532670117781,0.635761505753714,0.396522257060506,0.225568567842941,0.445811578437111,0.161931955970054,0.396522257060506,0.390724312065105,0.964695898487282,0.161931955970054,0.161931955970054,0.390724312065105,0.390724312065105,0.225568567842941,0.635761505753714,0.225568567842941,0.396522257060506,0.269187547495852,0.161931955970054,0.396522257060506,0.390724312065105,0.445811578437111,0.225568567842941,0.225568567842941,0.390724312065105,0.396522257060506,0.396522257060506,0.396522257060506,0.390724312065105,0.390724312065105,0.390724312065105,0.635761505753714,0.635761505753714,0.161931955970054,0.396522257060506,0.396522257060506,0.396522257060506,0.445811578437111,0.390724312065105,0.964695898487282,0.964695898487282,0.161931955970054
3,"t268",0.392979750296463,0.266755958457666,0.399018894275104,0.399018894275104,0.392979750296463,0.221808877827027,0.221808877827027,0.221808877827027,0.399018894275104,0.399018894275104,0.392979750296463,0.221808877827027,0.45036211897061,0.647017494744891,0.999663743201745,0.399018894275104,0.221808877827027,0.45036211897061,0.156863226422373,0.399018894275104,0.392979750296463,0.647017494744891,0.156863226422373,0.156863226422373,0.392979750296463,0.392979750296463,0.221808877827027,0.945941699800652,0.221808877827027,0.399018894275104,0.266755958457666,0.156863226422373,0.399018894275104,0.392979750296463,0.45036211897061,0.221808877827027,0.221808877827027,0.392979750296463,0.399018894275104,0.399018894275104,0.399018894275104,0.392979750296463,0.392979750296463,0.392979750296463,0.945941699800652,0.945941699800652,0.156863226422373,0.399018894275104,0.399018894275104,0.399018894275104,0.45036211897061,0.392979750296463,0.647017494744891,0.647017494744891,0.156863226422373
3,"t93",0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.649699447894565,0.569292365742382,0.569292365742382,0.353473786089055,0.353473786089055,0.353473786089055,0.569292365742382,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.99856446965299,0.353473786089055,0.282235182734431,0.353473786089055,0.353473786089055,0.353473786089055,0.282235182734431,0.282235182734431,0.353473786089055,0.353473786089055,0.756048774721447,0.353473786089055,0.756048774721447,0.353473786089055,0.353473786089055,0.282235182734431,0.353473786089055,0.353473786089055,0.353473786089055,0.649699447894565,0.649699447894565,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.282235182734431,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.353473786089055,0.282235182734431
